step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-3950.671290205071728	-3949.209208120552830	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.320262999947168	-1	1	1	2	3	4	5	5	7	7	10	10	9	10	10	10	13	11	12	12	15	14	14	14	15	14	14	15	16	17	17	18	17	17	17	18	19	19	20	20	20	20	21	20	21	22	22	23	22	22	22	23	23	24	26	25	24	27	27	26	25	27	26	26	27	27	27	30	29	29	27	30	29	28	29	30	32	30	33	33	32	34	33	33	34	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	4	4	6	6	5	6	6	6	7	6	7	7	8	8	8	8	8	8	8	8	9	9	9	10	9	9	9	10	10	10	11	11	11	11	11	11	11	12	12	12	12	12	12	12	12	13	14	13	13	14	14	14	13	14	14	14	14	14	14	16	15	15	14	16	15	15	15	16	17	16	17	17	17	18	17	17	18
500	-1239.741758905078086	-1237.225056674328471	-2.516702230749635	0.000010026384215	0.000038216641692	3.811607542031340	0.166559091553256	-1	1	1	3	3	5	5	5	6	8	8	10	9	10	7	9	13	12	12	11	14	14	15	12	12	15	12	14	17	16	17	15	17	16	16	18	19	19	20	20	20	21	22	19	21	21	23	22	23	22	23	22	21	25	26	25	24	27	27	25	26	28	25	27	28	27	28	31	30	27	28	31	30	29	29	31	31	31	33	34	33	35	33	33	33	0	1	1	3	2	4	1	1	5	5	9	16	5	13	9	15	24	13	14	16	15	17	19	10	11	22	20	12	23	7	25	15	0	21	16	26	28	32	22	2	27	34	24	15	34	28	32	40	27	21	0	27	25	37	25	41	15	32	51	32	63	24	0	41	34	25	0	49	21	15	47	47	9	27	27	35	32	48	32	34	53	24	52	50	15	1	2	1	1	1	1	3	3	2	2	1	1	3	1	1	1	1	1	1	1	4	1	2	2	2	1	1	2	2	6	3	5	1	1	3	2	4	2	3	10	4	3	5	6	4	5	7	1	7	6	1	4	6	4	10	4	13	8	2	6	1	8	1	4	7	9	1	4	7	13	3	5	13	12	10	12	6	6	13	15	8	17	7	10	17
1000	-1094.653515757599507	-1092.422525481668799	-2.230990275930707	0.000009974246940	0.000029562882621	2.963921266198483	0.266576697360906	0	1	2	2	4	4	3	5	6	8	10	11	6	10	9	10	13	11	11	12	15	14	15	14	14	15	11	15	16	17	16	15	16	15	17	17	19	20	20	17	20	21	22	20	21	22	22	24	23	22	22	23	20	24	27	26	24	27	28	26	25	28	26	26	28	28	26	30	29	30	26	31	29	29	29	31	33	29	32	34	33	35	32	34	34	0	1	1	1	2	2	1	3	5	2	9	15	5	13	9	15	14	10	14	15	12	17	19	20	16	22	15	20	23	16	34	11	0	11	17	12	32	32	5	24	27	32	32	28	37	28	32	17	41	32	0	27	34	45	25	49	53	42	67	32	49	36	0	52	30	53	0	49	52	25	50	60	9	27	27	53	42	17	50	37	66	13	16	50	36	1	1	1	1	2	2	2	1	1	3	2	1	2	2	1	1	2	1	1	1	3	1	2	1	2	1	2	2	1	4	1	3	1	3	2	5	3	2	8	2	4	3	5	3	1	3	3	6	2	5	1	6	3	1	6	1	4	4	2	6	1	5	1	1	6	5	1	4	3	10	2	3	11	10	10	7	8	8	7	10	2	21	11	8	13
1500	-976.700705464706971	-974.484279464281258	-2.216426000425745	0.000010068631026	0.000029431910608	2.923129324270000	0.312211487362671	-1	1	0	2	4	4	6	6	7	7	11	11	8	10	9	10	13	11	11	12	15	15	14	14	15	14	13	15	16	16	17	18	17	18	18	18	19	20	20	20	17	19	21	18	21	22	22	22	22	22	23	24	21	24	26	25	24	27	28	25	23	27	26	26	27	27	27	28	29	29	26	30	28	28	29	31	31	30	31	33	31	33	34	33	33	0	1	1	1	2	1	2	6	6	4	6	16	5	13	5	15	13	13	14	15	15	11	19	14	15	17	11	15	23	16	23	28	0	13	12	23	32	35	35	17	27	32	28	28	37	28	39	28	41	42	0	41	25	29	53	49	53	42	51	32	31	9	0	52	47	57	0	42	41	25	51	60	11	41	27	57	35	68	38	42	70	7	55	79	11	1	2	1	2	1	2	3	1	1	2	4	1	3	1	2	1	2	2	1	1	3	2	1	2	2	1	1	2	1	4	1	3	1	4	3	2	1	2	2	4	3	1	4	2	1	5	1	3	2	2	1	6	3	5	3	1	3	4	3	4	3	8	1	1	4	1	1	5	4	7	2	3	10	9	10	4	4	1	5	8	2	16	4	1	12
2000	-921.555616127210328	-919.078263467031547	-2.477352660178829	0.000010108100661	0.000037291208273	3.689239900097970	0.437017423246670	0	1	2	3	3	4	3	5	6	7	7	10	9	10	11	11	12	11	12	12	14	13	14	14	16	14	14	16	15	16	17	18	17	16	16	18	20	19	20	21	17	21	22	21	22	20	20	23	21	23	22	24	23	25	24	25	24	28	27	26	24	27	26	25	28	27	27	28	30	29	27	31	29	28	29	31	31	29	33	33	32	35	33	34	35	0	1	1	1	2	2	2	4	6	6	7	13	11	13	11	12	11	13	14	12	15	13	19	20	21	17	20	15	23	10	29	30	0	14	23	25	38	21	28	26	27	28	38	28	37	28	38	46	41	42	0	41	25	43	53	49	53	50	51	47	49	60	0	41	62	57	0	61	49	30	54	60	39	41	27	57	50	39	58	50	70	10	66	77	53	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	2	2	1	4	1	2	1	3	1	1	1	2	2	3	2	2	2	2	1	2	1	1	2	1	1	2	5	1	1	2	1	3	3	3	1	1	1	4	1	2	1	2	5	8	1	2	8	7	10	4	4	5	3	6	2	17	5	1	7
2500	-633.688215695875328	-631.955703920207270	-1.732511775668113	0.000010485922646	0.000017553656985	1.674021216633596	0.431611670369632	0	1	1	3	4	4	4	5	6	7	11	11	9	10	10	8	13	11	13	12	16	12	15	15	15	15	14	14	17	18	17	19	17	16	17	18	18	20	19	20	18	20	20	20	21	22	21	24	22	23	19	23	23	24	26	24	25	27	26	26	25	27	27	25	28	28	27	31	29	29	28	30	29	29	29	30	32	29	33	31	33	34	32	34	32	0	1	1	3	2	2	2	7	1	8	13	13	5	13	16	7	22	13	14	15	15	13	19	13	15	22	20	15	23	20	27	28	0	24	25	28	28	32	30	17	27	32	32	28	32	21	32	39	41	42	0	41	25	45	53	49	53	42	51	47	52	26	0	27	60	57	0	70	41	57	44	60	51	52	27	66	48	27	58	50	70	51	75	79	70	1	1	1	1	2	1	3	1	3	1	1	1	3	1	1	2	1	1	1	1	2	2	1	3	3	2	1	3	1	3	2	4	1	1	1	2	2	1	1	3	1	1	1	3	1	3	2	2	2	2	1	4	3	2	1	1	1	5	3	2	1	5	1	4	1	2	1	1	8	2	4	2	7	5	9	1	3	6	3	5	2	12	2	1	2
3000	-670.328528888529036	-668.477062793427535	-1.851466095101518	0.000010649670223	0.000020931728006	1.965481331096474	0.510121438411910	0	1	1	2	3	5	5	5	7	7	11	10	9	11	11	9	13	11	12	13	14	13	14	13	15	14	15	16	16	18	18	18	17	18	17	19	19	19	19	21	21	20	20	19	21	22	22	23	22	23	21	23	24	25	23	25	25	28	27	26	25	27	26	27	26	27	26	30	28	28	25	30	29	27	29	31	31	29	34	33	33	35	32	33	32	0	1	1	1	2	2	5	4	5	3	5	16	9	13	16	5	13	13	11	12	16	13	19	13	12	22	11	20	23	21	19	28	0	28	29	16	32	28	32	43	27	38	28	28	37	39	44	41	41	42	0	27	30	47	25	49	53	42	51	32	40	46	0	41	47	57	0	75	20	66	48	60	51	61	41	66	58	66	77	58	85	51	70	77	70	1	1	1	1	1	2	1	2	4	3	3	1	1	1	1	3	2	1	1	2	3	2	1	2	2	1	2	1	1	2	3	1	1	1	1	4	1	1	1	1	3	1	2	2	1	2	1	1	1	2	1	4	3	2	3	1	1	5	3	3	3	2	1	2	3	2	1	1	6	1	1	3	5	1	4	2	2	1	1	3	1	11	1	1	2
3500	-819.230509077729835	-817.420815207659075	-1.809693870070759	0.000011195424420	0.000020850097087	1.862376655425468	0.554386895448951	0	2	1	2	4	4	3	5	6	7	10	10	9	11	11	9	13	11	13	11	15	14	14	13	15	15	14	15	16	17	16	16	16	17	17	18	18	19	19	20	21	20	21	20	21	21	22	23	22	22	21	24	24	25	26	25	25	27	26	25	25	27	27	27	27	27	28	29	30	28	27	30	29	28	29	31	33	30	32	34	31	35	32	34	34	0	1	1	1	2	7	1	4	3	7	5	16	5	13	12	10	13	13	14	16	15	17	19	20	15	17	20	20	23	32	25	28	0	33	28	21	28	32	28	12	27	39	34	30	32	9	38	45	41	42	0	41	25	49	53	49	25	42	51	47	41	57	0	41	60	57	0	62	74	25	61	60	51	56	52	70	79	74	48	79	70	51	78	79	70	1	1	1	1	1	1	1	2	3	2	3	1	1	1	1	1	2	1	1	1	3	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	2	2	5	4	1	3	2	2	3	2	1	1	1	1	1	6	1	1	2	6	3	3	1	2	1	1	2	1	1	1	1	2	3	1	2	5	1	3	3	1	1	4	1	2	10	1	1	4
4000	-616.583673756587132	-614.487154790449154	-2.096518966138023	0.000011909246827	0.000030909624160	2.595430643919254	0.481028464041312	-2	2	0	1	4	4	5	5	7	6	9	10	8	10	11	9	13	11	13	12	15	14	15	14	16	15	15	16	16	18	17	15	18	17	17	19	18	19	20	20	19	21	21	21	21	22	21	22	22	22	20	24	22	25	26	25	24	27	26	24	25	28	25	25	26	27	27	30	28	29	27	28	30	26	29	30	31	29	34	33	32	33	33	31	34	0	1	1	1	2	3	3	6	8	8	13	16	5	13	12	13	13	13	14	15	15	17	19	12	15	22	20	20	23	29	19	24	0	27	26	23	32	28	31	36	27	32	40	21	37	38	38	33	41	42	0	41	25	48	53	49	53	50	51	47	43	55	0	34	60	57	0	56	74	57	52	60	51	56	61	66	58	58	50	77	70	51	75	50	70	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	4	1	3	2	2	1	2	2	1	1	3	3	2	2	2	1	2	3	2	2	1	1	3	1	2	1	2	1	3	1	2	5	1	2	2	1	1	6	1	2	9	2	3	3
4500	-571.443130357302948	-569.506981159526617	-1.936149197776311	0.000013250002527	0.000028856722780	2.177865454789803	0.510999327619776	-1	1	0	2	3	2	4	4	7	8	9	10	9	11	10	11	14	11	12	12	15	13	13	14	16	14	14	15	16	17	17	18	16	17	17	19	19	19	20	20	19	21	21	21	22	21	22	23	22	23	23	24	22	24	24	24	24	27	26	27	25	27	25	26	28	27	24	31	28	29	27	30	30	26	30	30	32	31	34	33	33	33	32	34	34	0	1	1	1	2	3	6	1	5	5	5	11	9	13	9	12	22	10	14	9	12	13	19	14	21	22	20	12	23	11	26	28	0	24	21	23	32	32	37	33	27	32	28	28	39	28	32	45	41	42	0	27	25	31	25	49	53	42	67	47	55	55	0	27	60	57	0	70	74	66	35	60	67	52	52	57	58	69	50	77	70	67	73	77	68	1	2	1	1	1	1	1	1	2	3	2	1	1	1	2	1	1	2	1	2	3	2	1	1	1	1	1	1	2	4	1	2	1	2	1	3	1	1	1	2	2	3	2	3	1	3	2	1	2	1	1	6	3	3	3	1	2	2	1	2	1	2	1	3	1	2	1	1	1	1	4	1	4	1	3	3	3	2	5	1	2	7	1	2	1
