step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
22000	-669.053558720451065	-675.909046671410465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586625442620997	0	2	3	3	3	2	5	4	5	4	5	4	6	3	7	6	7	8	6	9	7	10	9	9	11	9	7	10	8	11	11	9	12	11	10	11	10	12	11	12	11	13	12	10	12	12	15	13	12	12	14	15	14	13	15	15	16	16	15	13	15	17	13	17	14	19	16	17	18	16	18	17	17	18	18	20	18	20	18	18	18	19	18	19	20	20	19	19	21	21	20	21	21	21	20	21	22	23	22	20	24	23	23	23	24	25	25	25	27	30	27	28	30	31	34	34	0	1	2	2	0	1	5	1	2	14	4	0	6	1	5	8	11	12	4	3	14	23	17	19	24	0	5	16	11	37	19	21	32	22	16	2	20	36	26	20	20	37	31	19	32	0	36	34	36	34	33	28	39	37	31	0	30	43	50	36	53	42	31	28	3	81	53	60	60	60	51	63	61	65	70	81	70	64	57	53	38	58	70	0	68	71	58	74	75	42	79	57	67	68	81	84	70	71	91	81	85	84	96	81	92	96	104	102	108	106	104	109	109	109	109	114	1	1	1	1	1	1	2	3	2	1	1	1	2	2	2	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	3	1	2	1	2	4	1	1	1	2	1	2	1	2	2	1	2	1	1	1	1	3	1	1	2	1	2	2	2	1	1	2	1	4	3	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	3	2	1	1	2	2	2	1	2	4	1	2	2	2	1	1	3	2	1	1	2	2	1	3	2	2	1	1	1	2	2	1	2	2	4	2
22500	-699.939108183219787	-706.794596134179187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568195830731980	0	2	1	2	3	3	6	5	5	6	4	4	6	7	8	6	8	8	7	9	8	11	9	9	10	8	10	9	8	11	9	12	10	10	9	10	11	12	10	13	11	13	13	11	12	12	15	13	14	13	13	15	13	14	16	15	16	16	15	13	16	17	13	17	15	16	16	17	19	17	17	17	17	19	18	20	19	19	19	20	19	19	19	18	21	20	19	19	20	22	20	20	21	22	21	21	20	21	21	21	23	23	23	23	22	26	26	26	26	27	29	28	30	32	33	37	0	1	1	1	0	3	5	1	1	3	4	0	2	16	5	8	11	12	6	9	16	34	19	19	31	0	7	16	2	29	13	8	21	29	16	20	29	30	26	37	29	29	25	31	33	0	30	34	17	17	33	49	39	40	63	0	37	19	60	29	53	54	44	52	40	60	53	60	50	50	51	30	53	65	60	66	75	52	65	61	66	72	70	0	81	71	44	65	75	79	79	40	67	69	68	84	77	71	92	68	69	84	84	75	92	102	104	102	102	102	101	109	112	112	113	114	1	1	1	1	1	1	2	2	2	3	1	1	3	1	2	1	2	2	2	2	1	1	1	1	1	1	2	2	2	3	1	2	2	1	2	1	1	1	1	2	2	3	1	1	1	1	2	2	3	2	2	1	2	1	2	1	2	4	2	2	1	2	1	1	1	2	2	2	2	2	2	3	1	3	3	2	1	1	2	2	1	1	1	1	1	2	3	2	2	2	1	3	2	1	2	2	1	2	1	2	2	2	3	3	1	2	1	1	2	2	2	1	1	3	2	2
23000	-646.196998124780976	-653.052486075740376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584190906569223	-1	1	2	3	3	4	5	6	3	6	4	4	7	5	5	6	8	8	6	10	9	9	8	10	7	9	10	9	7	10	11	11	12	10	11	11	11	12	11	13	11	14	13	11	12	12	15	13	14	13	14	15	14	15	16	15	15	17	14	14	15	17	12	17	14	19	16	16	17	16	18	17	17	19	19	20	19	19	17	18	19	19	19	19	21	21	21	19	20	22	20	22	21	22	19	20	21	22	21	20	24	23	22	24	25	26	25	26	27	28	26	29	31	31	33	36	0	1	2	2	0	3	5	9	2	11	4	0	6	9	5	14	9	12	6	29	8	23	9	19	19	0	5	2	14	23	25	21	21	22	28	29	30	4	26	30	23	30	25	25	21	0	40	22	37	17	45	35	39	30	63	0	30	43	50	50	53	49	25	52	37	69	53	60	50	60	51	43	61	65	70	66	70	64	65	67	68	58	70	0	68	71	72	49	75	79	79	79	67	85	69	84	77	71	79	95	69	84	96	85	74	102	101	102	108	106	107	109	109	109	112	114	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	3	2	1	1	3	4	1	1	2	1	2	1	1	2	1	4	1	2	2	2	4	2	2	1	1	2	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	3	2	1	2	1	1	2	2	1	1	1	3	2	2	2	1	2	1	2	2	1	2	1	1	2	2	1	4	2	1	2	2	2	1	1	1	1	1	1	2	2	3	2
23500	-635.878550010306640	-642.734037961266040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693968123008723	-1	1	3	2	3	4	5	5	4	5	4	4	6	6	7	6	6	9	8	9	8	10	8	10	10	10	9	10	10	11	11	12	12	11	11	11	11	12	11	10	11	13	12	11	12	12	16	13	14	12	14	15	14	14	15	16	13	16	16	13	15	14	14	16	15	19	16	15	18	15	19	17	17	17	19	20	18	19	18	18	19	19	19	19	20	21	17	19	20	21	20	22	22	21	20	21	22	22	20	22	22	23	25	24	24	25	26	26	26	29	29	29	30	31	33	37	0	1	2	1	0	3	5	3	4	4	4	0	6	9	5	9	4	12	6	9	14	17	17	13	19	0	7	14	4	40	19	21	21	22	16	20	40	29	26	20	29	30	44	19	21	0	29	34	42	29	33	32	39	42	63	0	40	63	50	50	53	57	43	35	48	68	53	60	68	60	51	57	61	65	70	75	70	64	57	67	69	72	77	0	69	71	58	65	75	99	79	88	80	81	69	84	77	71	79	69	85	84	102	85	92	84	104	103	96	106	107	109	112	109	113	115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	1	1	2	3	4	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	3	1	2	1	3	1	1	3	2	1	2	1	2	2	3
24000	-645.937615097313369	-652.793103048272769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663830178196366	-1	1	2	2	3	4	6	4	4	6	4	4	6	6	7	7	7	8	8	9	10	11	9	10	10	10	8	10	8	11	9	11	13	9	10	9	9	11	12	12	12	13	13	12	12	13	16	12	11	13	14	14	14	14	16	15	16	16	15	15	16	15	14	17	15	18	16	17	16	16	17	15	18	19	19	20	17	20	18	18	18	19	19	19	20	21	20	20	20	22	20	21	20	19	20	21	21	22	21	21	24	22	24	24	24	26	26	27	27	29	28	30	29	32	33	37	0	1	1	1	0	3	5	2	1	9	4	0	9	8	5	14	11	12	13	29	14	11	11	19	19	0	15	16	2	37	9	21	21	17	16	29	9	29	26	37	30	30	25	25	32	0	62	34	29	38	45	35	39	30	72	0	54	44	50	50	39	42	43	52	40	70	53	60	60	60	51	31	53	65	66	66	70	64	65	53	68	58	77	0	60	33	58	74	75	91	79	79	73	60	68	84	70	71	79	95	85	84	102	85	92	96	104	96	106	106	107	109	109	109	109	115	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	2	2	1	1	2	4	3	1	1	1	1	2	3	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	2	3	2	2	1	1	1	2	2	2	1	2	1	1	2	4	1	1	1	1	1	2	2	2	2	1	3	4	2	1	2	2	1	2	1	2	1	2	1	2	1	2	1	2	4	2
24500	-621.883000574018070	-628.738488524977470	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707526018876318	-1	1	4	2	3	2	5	5	3	5	5	3	6	7	7	7	7	8	8	9	9	11	9	9	11	8	11	9	10	12	10	11	12	11	11	10	11	11	12	12	12	13	13	11	12	11	15	13	14	13	14	15	15	13	16	14	15	16	15	14	14	16	15	16	15	17	15	16	17	18	18	17	17	17	18	19	19	19	18	19	19	19	18	19	20	20	20	20	20	20	20	21	20	21	21	21	21	23	21	21	24	23	24	25	24	27	25	25	27	29	28	29	31	30	33	37	0	1	9	1	0	1	5	9	2	4	4	0	6	8	5	8	11	12	2	9	14	17	4	13	31	0	15	16	20	37	19	21	21	23	28	20	36	23	26	37	37	37	44	24	21	0	42	17	42	38	21	35	39	41	63	0	30	25	50	50	39	42	44	35	30	68	61	60	60	66	51	25	61	65	66	66	70	64	65	53	68	58	69	0	60	51	72	74	75	79	79	79	73	60	81	84	77	71	79	81	85	84	102	85	92	102	85	102	102	106	107	109	114	109	114	113	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	3	2	1	2	3	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	3	3	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	3	1	2	1	3	2	1	2	1	1	1	1	3	3	1	2	1	2	1	1	1	1	2
25000	-693.138078932919143	-699.993566883878543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672027608798921	-1	1	3	2	4	4	5	5	4	5	4	4	6	7	7	7	7	8	8	8	9	9	10	10	8	9	11	10	10	9	10	12	11	10	9	10	11	12	11	12	10	13	12	11	13	12	14	12	13	12	13	15	15	14	16	15	13	16	15	15	14	16	14	17	14	16	17	16	19	17	16	18	17	17	18	20	19	19	18	20	20	19	18	18	21	19	20	20	20	22	20	21	22	22	19	20	21	23	20	21	23	23	23	24	24	27	24	25	27	29	28	29	30	31	34	36	0	1	2	2	0	3	5	2	2	4	4	0	6	8	7	8	9	12	13	17	16	17	11	19	13	0	5	16	11	8	25	28	21	22	16	20	30	23	26	30	20	37	44	31	21	0	29	34	40	20	8	35	61	40	63	0	30	31	50	50	39	37	25	52	57	60	53	11	50	68	51	44	61	42	66	66	70	64	65	61	69	58	68	0	95	71	72	79	68	99	74	99	67	68	68	84	70	86	79	95	69	84	84	85	79	108	94	102	108	106	107	109	109	109	113	114	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	2	1	2	1	1	2	1	3	1	1	1	4	2	3	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	2	1	2	2	2	1	1	2	1	2	2	2	1	1	3	2	2	1	1	1	6	4	1	1	2	1	3	1	2	1	1	2	3	1	2	1	1	1	2	1	1	3	1	2	1	2	3	2	2	2	2	1	1	1	3	2	1	3	1	2	2	1	2	2	1	2	2	2	2
25500	-704.101055546075145	-710.956543497034545	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590912060503289	0	1	2	2	3	3	5	6	5	5	3	4	6	5	8	7	7	8	7	9	10	10	9	10	9	9	10	9	8	9	8	11	13	10	11	11	11	13	11	12	11	11	14	10	12	13	15	13	13	13	12	15	15	13	14	15	15	16	15	14	14	16	14	13	16	16	16	16	18	17	18	17	18	17	18	21	19	18	18	19	19	19	19	19	20	20	19	20	20	20	20	21	21	21	21	21	21	22	21	20	24	23	22	23	23	26	25	26	27	29	28	29	31	31	33	35	0	1	1	2	0	2	5	14	11	3	2	0	6	11	5	14	11	12	9	29	16	17	17	13	1	0	7	16	9	19	19	9	21	17	28	20	30	34	26	30	30	30	31	31	21	0	49	34	29	34	21	35	61	42	31	0	40	55	50	38	39	54	25	28	36	60	53	60	60	66	33	63	53	65	66	75	70	64	57	67	50	72	70	0	69	71	44	74	66	79	79	79	73	81	68	84	77	71	29	69	104	84	84	69	92	96	85	103	108	106	85	109	109	109	113	115	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1	1	2	2	1	3	4	1	2	1	2	1	1	4	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	3	1	1	1	1	3	1	2	1	1	1	2	2	3	3	2	1	1	2	2	1	3	2	2	1	2	2	2	2	2	2	3	1	1	1	2	2	4	2	3	1	1	2	2	1	2	2	1	2	6	2	1	2	2	2	2	2	2	3	1	1	4	1	2	2	2	1
26000	-691.692131694195950	-698.547619645155351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587123083414256	-1	2	2	2	3	3	6	4	4	4	4	4	6	5	8	7	7	9	7	8	10	11	9	10	11	9	10	9	8	10	10	11	12	9	9	8	12	12	11	12	11	13	12	10	13	11	15	13	13	13	14	13	15	14	14	14	15	16	15	14	14	16	13	17	15	16	17	16	17	19	16	17	16	18	18	19	17	19	18	20	19	19	18	18	20	20	21	20	20	21	20	22	22	21	20	21	21	22	20	22	25	23	25	24	24	25	25	25	26	27	28	29	30	30	33	35	0	1	1	1	0	3	5	3	2	3	4	0	6	8	5	8	9	12	6	16	36	29	4	19	44	0	15	14	9	11	13	21	21	17	16	3	20	30	26	36	29	37	13	19	32	0	42	22	40	23	16	28	61	42	63	0	20	24	50	50	39	30	44	35	37	60	53	60	50	77	45	43	53	57	66	66	66	64	65	67	66	72	66	0	60	71	72	74	75	91	79	79	67	81	68	84	77	33	79	95	85	84	84	85	79	102	104	102	108	106	101	109	109	109	109	113	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	2	2	3	2	1	1	1	4	2	1	1	1	2	1	3	3	1	1	2	1	3	3	1	1	3	2	1	2	2	2	1	1	1	1	3	5	2	1	1	1	1	3	2	1	1	2	2	2	3	2	2	1	2	3	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	4	1	2	2	2	5	1	1	2	3	4	3	3	1	1	1	1	1	2	2	2	2	4	3
26500	-674.302534834871039	-681.158022785830440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641258179020728	0	2	3	3	3	4	5	5	5	5	4	4	5	6	7	6	7	7	7	7	11	10	9	9	8	10	10	9	9	11	10	10	11	10	8	10	12	12	11	13	10	14	14	11	13	12	16	12	13	13	14	15	13	15	15	13	15	16	15	13	16	17	14	16	15	16	17	17	18	19	17	17	18	19	18	21	18	19	18	18	18	19	19	18	21	21	21	17	20	21	20	22	20	22	20	21	21	21	19	21	24	24	25	24	25	25	25	26	25	29	28	27	30	31	33	35	0	1	2	1	0	3	5	1	11	11	1	0	6	8	7	8	4	12	6	9	8	9	9	19	19	0	15	16	20	29	25	8	16	17	16	20	9	36	26	30	17	20	44	25	33	0	42	34	36	17	21	21	39	17	63	0	30	43	50	23	53	54	31	35	40	50	53	60	60	77	51	54	67	88	66	66	66	52	65	53	66	72	77	0	60	71	58	65	75	99	37	79	67	81	69	84	70	51	42	95	85	84	84	76	92	96	104	102	102	106	101	109	109	109	108	113	1	1	1	2	1	1	2	3	1	1	2	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	3	1	2	1	3	1	1	2	1	4	1	2	1	1	1	2	2	3	1	2	1	3	1	1	2	1	1	2	1	1	2	3	1	2	2	2	2	1	1	1	1	2	1	3	1	2	1	3	1	1	1	1	4	2	2	1	1	1	3	2	2	2	1	2	2	4	2	1	2	3	4	1	1	2	1	1	1	2	2	1	2	3	4	2
27000	-620.046662596423289	-626.902150547382689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730173756521754	-1	1	2	3	4	4	6	5	4	6	4	4	3	6	8	7	8	9	7	8	10	11	9	10	9	9	10	9	9	8	11	12	12	9	11	10	10	12	11	12	12	12	12	11	13	13	14	11	13	12	13	15	13	14	14	15	15	17	15	13	15	17	15	17	15	15	15	16	18	18	17	18	17	20	17	19	17	19	18	19	19	19	19	18	20	20	20	19	20	21	20	21	22	22	21	21	20	23	22	22	23	21	24	25	24	26	26	25	26	29	28	29	30	32	33	35	0	1	1	2	0	13	5	9	1	11	4	0	3	8	5	14	11	12	9	19	14	34	17	19	19	0	5	14	20	9	25	21	16	17	28	20	30	36	26	37	37	37	25	25	32	0	30	34	42	30	32	35	39	36	43	0	42	44	50	50	53	42	55	35	37	60	53	60	60	77	45	31	61	88	66	66	66	64	65	67	68	58	70	0	68	71	58	79	75	91	65	91	80	81	69	84	77	86	91	95	85	84	96	101	92	102	104	96	96	106	107	109	109	113	112	114	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	3	2	1	1	1	1	3	2	1	1	2	2	1	2	3	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	1	1	1	3	1	1	2	1	2	2	2	1	1	1	2	2	1	2	3	1	2	3	1	1	1	2	2	2	2
27500	-701.945709498865085	-708.801197449824485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586396846651655	0	1	1	1	4	3	6	4	4	6	4	5	6	7	7	5	6	7	7	9	10	9	10	10	9	10	9	9	9	11	11	11	13	11	10	11	11	12	12	13	12	13	14	12	12	12	15	11	13	12	13	16	14	15	15	15	15	17	16	15	15	18	15	15	15	16	16	17	18	18	17	17	17	20	19	20	17	18	17	18	18	19	19	18	20	20	20	18	20	22	21	21	21	21	19	20	22	21	20	21	23	22	24	24	24	24	24	27	26	29	28	29	29	29	33	36	0	1	1	1	0	3	5	1	1	8	4	0	6	9	5	8	11	12	3	17	14	17	17	13	13	0	15	14	9	20	19	21	45	22	16	19	6	20	26	30	20	30	31	25	37	0	49	22	23	37	21	35	39	40	25	0	20	44	50	38	53	65	44	35	30	50	53	60	60	77	51	44	61	88	66	66	66	64	57	67	68	58	77	0	60	71	43	65	75	79	36	36	67	69	68	84	85	21	65	95	85	84	84	101	92	84	101	109	96	102	107	109	109	109	113	108	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	3	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	2	2	4	2	1	2	1	1	2	2	1	1	2	2	2	1	1	2	1	2	3	1	2	2	2	1	1	1	2	2	2	2	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	2	1	2	4	5	2	2	2	2	2	4	3	1	2	2	3	1	1	4	1	1	2	3	1	1	2	1	2	3
28000	-720.617530706308798	-727.473018657268199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514844819170072	-1	1	3	1	2	4	6	5	5	5	3	3	6	6	7	6	7	8	7	6	10	10	10	9	10	8	10	9	8	12	10	10	12	7	11	10	10	12	11	13	12	12	12	9	12	11	14	13	13	13	14	16	14	13	15	14	15	17	16	14	15	16	13	16	15	18	16	16	19	18	18	17	17	18	18	20	18	20	16	19	20	20	17	17	19	19	20	20	20	20	20	18	22	19	20	20	21	22	21	21	23	23	23	24	25	24	25	26	27	29	27	29	31	31	34	36	0	1	2	1	0	3	5	1	2	11	4	0	6	8	5	8	20	12	13	2	8	17	34	19	44	0	7	16	9	1	44	14	32	4	28	29	20	36	26	9	37	37	44	20	32	0	30	22	37	17	45	29	39	37	31	0	42	25	50	36	53	54	43	35	54	68	53	50	68	60	33	43	61	65	68	77	60	64	40	53	59	58	60	0	50	71	55	92	75	92	65	36	61	60	70	84	70	51	90	95	69	84	96	85	91	102	101	102	102	106	107	109	109	109	114	113	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	3	2	2	1	1	1	2	2	2	4	1	2	2	3	1	2	1	1	1	4	2	1	2	1	1	1	1	3	1	3	1	3	2	2	2	1	3	3	3	2	1	1	1	4	1	1	1	1	2	3	3	2	1	2	1	1	1	2	1	3	2	1	1	1	2	1	2	1	1	1	3	4	3	2	1	2	1	4	1	1	2	3	2	2	2	1	2	2	2	2	1	1	2	2	2	3
28500	-629.811363785105641	-636.666851736065041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645157050143664	0	2	2	2	3	4	5	5	4	6	5	4	7	7	8	6	8	9	7	10	10	10	9	9	10	10	10	9	10	11	10	12	12	11	10	9	12	12	12	13	12	14	13	9	12	12	16	13	12	13	14	15	14	15	16	15	16	15	16	14	16	17	14	16	15	19	16	16	18	18	18	17	18	19	18	20	17	20	18	19	19	19	19	17	20	19	20	19	20	20	20	20	22	21	20	20	21	21	22	21	22	22	24	24	24	26	25	25	26	29	27	29	30	30	33	37	0	1	1	1	0	3	5	2	3	11	4	0	6	8	7	8	9	12	2	36	28	17	11	19	44	0	7	16	19	17	6	35	21	22	16	19	30	20	26	37	20	37	44	13	21	0	17	34	29	11	45	21	39	40	63	0	40	19	60	50	53	54	43	35	40	75	53	60	60	77	51	31	61	65	68	69	50	52	65	67	60	58	77	0	81	51	58	79	75	54	79	79	80	68	81	84	70	86	90	95	85	84	102	101	92	102	101	102	108	106	107	109	109	109	109	115	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	3	2	1	1	1	2	1	1	1	2	2	1	1	3	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	4	1	2	2	1	2	1	1	2	1	2	4	1	1	1	1	1	3	1	1	1	2	2	1	2	2	1	2	1	1	2	2	1	2	3	2	1	1	1	2	3	1	1	3	1	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	1	2	2	3	2
29000	-654.713821007486331	-661.569308958445731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583652498887853	-1	2	3	3	2	4	6	5	5	5	4	2	6	7	6	6	6	8	8	8	10	11	8	9	10	8	11	9	7	12	9	10	11	10	9	10	11	10	12	12	12	14	14	11	13	12	15	12	14	12	12	15	14	15	16	15	15	15	13	15	15	16	13	16	15	17	16	16	19	18	16	18	17	20	18	21	17	20	18	19	20	19	18	18	21	20	20	19	20	21	20	21	21	22	20	21	20	19	22	21	24	23	25	25	25	25	26	25	27	27	28	29	30	30	33	37	0	1	1	2	0	3	5	2	1	4	4	0	6	8	5	8	4	12	13	29	8	23	17	19	19	0	15	16	2	37	6	16	32	23	16	20	20	4	26	37	37	37	31	25	33	0	20	34	40	38	21	35	39	30	63	0	37	25	50	50	53	54	25	52	37	60	53	50	60	77	51	44	61	88	60	77	60	64	65	67	68	58	66	0	68	98	72	65	75	79	79	79	80	60	68	84	70	71	90	95	85	84	102	101	90	102	101	102	108	106	107	109	109	109	109	115	1	2	2	1	1	1	3	2	3	1	1	1	1	1	2	1	2	3	1	1	2	2	1	1	1	1	3	2	1	1	2	2	1	1	2	1	1	3	2	1	1	2	1	1	1	1	3	1	1	2	1	3	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	2	3	2	1	2	2	2	2	2	2	2	2	1	1	3	1	1	2	1	1	1	1	1	3	3	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	3	2
