step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-2264.702200252549119	-2271.557688203508405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.101747093579385	0	1	1	2	2	3	2	3	4	3	3	4	6	5	4	5	5	5	5	5	5	6	6	6	6	6	7	7	8	7	7	8	7	7	8	8	8	9	8	8	10	8	8	11	9	10	9	9	9	10	9	10	10	10	10	10	10	10	10	10	12	10	12	11	11	11	12	14	12	13	15	17	14	14	14	15	15	16	15	15	16	20	20	18	18	19	18	19	20	19	19	20	20	21	21	22	25	23	22	23	25	26	27	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	3	3	3	3	5	4	3	4	4	4	4	4	4	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	7	6	6	8	6	6	8	7	8	7	7	7	8	7	8	8	8	8	8	8	8	8	8	9	8	9	8	8	8	9	11	9	10	11	13	11	11	11	11	11	12	11	11	12	15	15	13	13	14	13	14	15	14	14	15	15	16	16	16	18	17	16	17	18	19	20	21
500	-780.828960329289657	-787.684448280249057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.145717546645114	0	1	1	2	2	3	2	3	4	3	3	4	6	5	4	5	5	4	5	4	4	6	3	6	6	6	7	7	8	6	7	8	7	6	8	8	8	9	8	5	10	8	7	11	9	9	9	8	9	8	6	10	9	9	10	10	10	10	10	10	11	9	12	10	11	11	12	14	12	13	14	16	14	14	13	15	15	16	15	15	16	20	20	17	18	19	18	19	18	19	19	20	20	21	21	22	25	23	21	23	24	26	27	29	0	1	1	1	2	2	3	3	2	4	2	23	14	3	3	10	11	23	8	4	10	18	5	11	12	20	30	19	22	8	21	22	12	20	21	24	9	15	12	23	31	12	51	46	10	51	18	25	29	23	23	23	40	16	51	54	62	18	23	29	53	12	39	45	18	51	21	54	64	39	62	54	18	59	42	51	33	75	52	58	60	39	52	66	51	51	39	77	43	51	59	50	33	77	48	50	42	60	52	49	52	50	66	50	1	1	1	2	1	2	1	2	3	1	2	1	1	4	3	2	2	1	2	2	1	2	1	3	2	1	1	2	1	3	2	2	2	2	3	2	2	5	3	1	3	2	1	1	4	2	3	2	1	5	2	7	4	4	3	1	1	5	7	2	1	5	3	1	3	4	7	4	2	4	5	7	10	3	4	8	4	1	5	3	6	8	9	4	10	10	10	4	9	8	7	12	8	6	9	11	15	9	10	13	11	15	13	17
1000	-714.459865283274212	-721.315353234233612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.359822870649723	-1	1	1	2	2	2	2	2	4	3	3	4	6	5	4	5	5	5	5	5	5	6	3	6	6	6	6	7	8	7	7	8	7	7	8	5	8	8	8	8	10	8	7	9	9	9	7	9	7	9	8	10	10	9	10	10	10	10	8	10	10	10	12	11	9	11	12	12	12	12	13	17	14	14	13	15	15	14	15	15	16	19	19	18	18	19	18	19	19	18	19	20	20	21	20	22	24	23	22	23	23	26	26	29	0	1	1	1	2	2	3	1	1	3	6	23	14	8	8	4	8	23	3	7	10	18	5	6	18	21	21	17	25	4	21	33	12	27	31	3	17	36	18	33	54	22	12	32	31	43	18	29	23	22	33	18	33	16	65	45	18	49	43	43	51	42	33	45	49	60	54	54	41	18	33	67	39	39	63	75	33	18	78	18	33	90	70	75	63	63	73	63	51	79	74	60	85	76	60	78	58	75	70	70	89	73	91	80	1	1	1	3	1	1	1	2	4	2	1	1	1	3	2	3	2	2	4	3	2	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	1	2	2	1	1	1	2	1	2	2	1	1	3	3	1	5	3	4	1	1	5	2	1	2	2	2	3	1	1	1	3	3	2	4	6	5	5	3	1	2	7	4	1	7	8	1	7	3	4	5	1	6	7	3	5	8	1	5	9	5	13	7	8	11	3	12	6	10
1500	-595.521543538395917	-602.377031489355318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.424035445992411	0	1	1	2	2	3	2	2	4	3	2	4	6	5	4	5	4	5	5	5	4	6	3	5	6	6	6	6	8	4	7	8	7	7	8	7	8	9	6	8	10	7	8	11	8	8	9	9	9	10	9	10	8	10	10	9	10	9	10	9	12	10	9	11	11	11	12	14	12	13	15	17	14	11	12	15	14	16	14	15	16	17	20	17	18	18	18	16	17	19	19	20	20	20	21	21	24	23	21	23	25	25	27	29	0	1	1	1	2	2	3	3	4	4	2	23	7	15	8	10	11	23	30	10	10	23	5	17	12	16	9	6	23	4	21	33	23	27	20	28	17	17	12	33	16	12	23	32	20	42	46	25	39	33	42	43	33	45	49	45	46	22	42	42	43	18	29	54	55	29	64	54	64	75	47	68	75	60	66	70	59	80	75	51	59	75	75	80	77	89	81	62	66	86	87	85	89	81	76	76	77	83	85	94	80	82	101	76	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	2	1	2	3	3	1	3	1	2	1	2	1	4	5	2	1	4	2	4	2	2	1	1	2	3	3	1	2	1	1	1	1	1	3	2	1	4	4	1	1	1	2	1	3	1	1	2	3	2	2	1	2	2	1	2	6	5	4	6	2	4	1	1	3	3	1	1	2	2	3	6	5	6	1	1	3	8	8	2	9
2000	-588.731917934504850	-595.587405885464250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.398960607222156	-1	1	0	2	2	2	1	3	4	3	3	4	4	5	3	5	5	5	5	5	5	6	3	6	5	6	4	7	8	7	7	8	7	7	8	8	7	8	7	7	9	5	8	11	7	10	9	9	9	10	9	9	10	9	10	8	9	9	10	10	12	9	10	11	11	11	12	13	12	13	15	17	13	14	13	15	14	16	15	15	16	20	17	18	18	19	18	19	20	19	19	20	20	20	20	21	25	23	22	23	25	26	27	28	0	1	1	2	2	2	3	3	10	4	6	23	15	8	3	10	6	23	15	27	10	23	2	17	12	21	4	6	40	19	20	33	23	20	21	28	24	17	42	42	45	23	18	12	21	12	39	33	42	49	18	43	57	35	32	45	33	33	51	51	43	39	12	54	55	60	64	54	64	46	46	68	66	61	44	66	59	60	75	73	70	70	80	83	74	83	78	73	81	80	77	75	90	86	86	90	92	83	95	95	75	90	100	101	1	2	1	1	1	1	1	3	1	1	1	1	1	2	2	1	3	1	2	1	2	2	1	1	1	1	2	4	1	2	2	1	3	1	3	1	1	2	2	2	1	2	1	5	2	4	2	2	3	1	3	1	1	1	2	1	1	2	1	1	2	1	5	1	1	1	1	3	1	3	3	4	2	2	1	4	3	5	2	2	2	3	2	1	3	1	1	4	3	2	4	6	1	1	1	1	4	5	2	2	9	6	2	3
2500	-555.302510905246891	-562.157998856206291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567923684248675	0	1	1	2	2	2	2	2	3	3	3	4	5	5	3	5	3	5	4	4	5	6	3	6	6	6	5	5	8	7	7	7	7	7	8	7	8	9	8	8	10	6	6	11	8	9	9	9	9	10	9	10	10	10	10	9	10	10	10	8	12	10	11	10	9	10	12	13	12	12	15	17	14	14	14	15	15	16	15	15	16	19	18	18	18	19	17	19	20	18	19	20	20	21	20	22	25	23	22	23	25	26	24	28	0	1	1	1	2	2	3	3	4	4	6	23	7	19	2	20	2	23	8	10	20	18	5	28	18	16	20	17	23	19	26	22	18	27	27	28	28	37	32	33	56	12	12	32	21	40	29	40	33	60	60	51	33	45	65	45	46	25	51	23	46	43	50	45	32	51	54	41	64	60	59	69	60	60	70	61	62	71	75	74	66	80	80	75	71	84	71	71	90	70	80	90	88	73	82	90	98	83	95	95	95	99	94	102	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	3	2	1	1	2	2	2	2	2	1	1	1	1	2	1	2	3	1	1	1	1	2	1	1	3	2	1	1	1	3	1	3	1	1	1	2	2	1	2	2	2	2	2	2	3	3	2	1	4	1	1	1	5	3	2	2	2	1	2	2	1	3	4	2	1	5	1	2	2	4	2	2	4	4	3	1
3000	-549.516771160372514	-556.372259111331914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484042315586198	0	1	1	2	2	3	2	3	4	3	3	4	5	3	4	5	4	5	5	5	5	6	3	6	6	6	6	7	8	7	7	8	7	7	8	8	8	9	7	8	9	8	7	11	7	9	9	9	9	10	9	9	10	10	10	10	10	10	10	10	10	10	11	11	11	11	12	14	12	13	15	17	14	14	14	14	12	15	15	15	15	18	20	18	18	19	18	19	20	19	19	20	20	21	19	22	25	23	21	22	25	26	25	28	0	1	1	1	2	5	3	3	4	4	2	23	7	3	3	10	11	23	15	10	10	18	5	17	18	4	10	17	23	19	26	22	23	27	31	24	17	11	12	12	35	39	18	32	26	29	22	29	42	18	43	43	40	45	47	45	46	29	51	52	51	52	50	56	55	60	64	41	64	60	42	64	59	66	77	29	59	75	75	66	50	51	75	73	73	79	75	77	73	50	76	91	71	83	82	86	88	89	95	86	89	99	90	102	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	2	1	2	1	2	2	1	1	2	1	4	3	2	3	2	1	2	3	1	1	2	2	4	2	3	1	1	2	3	1	1	3	1	1	4	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	3	5	3	3	2	2	4	2	1	1	3	3	7	4	3	2	3	1	3	5	5	5	1	4	1	1	2	4	2	2	3	4	3	2	1
3500	-524.971213232663558	-531.826701183622959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587749987582184	0	1	1	2	2	2	2	3	3	3	3	4	6	5	3	5	5	5	4	5	5	6	3	6	6	6	6	6	8	7	7	7	7	7	8	8	7	8	7	8	10	8	8	9	8	9	9	9	8	10	9	8	10	9	8	10	10	10	10	10	12	10	11	10	11	11	12	14	12	13	15	17	12	14	14	14	14	16	14	15	14	19	20	18	18	19	18	18	20	17	19	20	20	21	19	22	22	22	22	23	25	26	27	29	0	1	1	1	2	2	3	3	4	4	2	23	19	19	3	10	8	23	3	10	10	18	5	17	23	10	4	2	39	14	21	25	18	10	20	24	28	28	18	25	54	32	33	32	31	39	33	29	25	42	43	39	40	35	32	45	42	33	52	51	29	52	60	54	22	60	64	64	64	66	76	68	59	59	73	66	61	61	39	70	42	70	90	75	71	84	90	71	85	70	87	90	77	92	84	94	77	86	95	99	93	100	102	103	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	3	2	1	2	2	1	2	3	3	2	1	2	2	2	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	1	1	2	1	2	2	2	1	1	3	2	3	2	3	2	2	4	2	3	6	2	2	2	1	1	2	2	2	1	2	5	1	1	1	5	2	2	1	2	2	1	2
4000	-515.162567156498540	-522.018055107457940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531967595757983	0	1	1	1	2	3	2	3	4	3	3	4	6	5	3	4	5	5	5	5	5	6	3	6	6	6	6	7	8	7	7	8	7	7	7	8	8	9	7	8	10	8	8	11	8	10	9	9	9	10	9	10	10	9	10	10	7	10	10	10	11	9	11	10	11	11	12	14	12	12	15	17	13	14	14	15	15	16	14	15	16	19	20	18	18	19	17	19	20	18	19	18	20	21	21	20	24	23	22	23	25	26	27	27	0	1	1	1	2	2	3	3	15	4	2	23	15	3	3	10	11	23	8	16	10	18	5	6	18	20	11	17	23	8	21	33	12	20	21	24	24	28	12	18	54	12	22	32	35	48	33	33	42	29	43	40	29	45	32	45	23	49	43	51	50	57	52	54	32	60	64	64	64	66	75	68	70	66	66	73	59	75	73	75	71	80	82	73	77	85	65	71	71	76	87	70	88	86	87	90	85	84	90	90	95	100	102	102	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	1	2	2	1	1	1	1	2	1	1	3	2	2	3	2	1	2	2	2	1	1	2	2	3	1	2	2	2	1	1	1	2	1	2	1	2	2	1	2	1	3	1	1	1	1	1	1	1	3	1	2	3	2	1	1	2	1	2	3	2	2	2	1	1	1	2	1	4	3	1	6	2	2	2	1	4	1	2	3	2	4	4	3	4	1	2	1	1
4500	-538.246294294946551	-545.101782245905952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566703942258321	0	1	1	2	2	3	2	3	4	3	2	4	6	5	3	4	5	5	3	5	3	6	3	6	5	5	7	5	7	7	7	8	7	6	8	7	8	7	8	8	10	7	8	9	7	9	9	7	9	10	9	9	10	10	9	10	10	9	9	9	10	10	12	11	11	11	12	13	9	12	15	17	14	14	14	13	12	16	13	15	16	20	20	16	18	19	18	19	19	17	19	18	20	21	21	22	25	23	22	23	25	26	27	29	0	1	1	1	2	11	3	3	4	4	2	23	14	7	3	10	2	12	3	4	4	18	5	28	23	9	16	6	12	8	34	22	18	10	31	24	17	28	22	33	69	18	42	32	16	42	48	22	39	42	33	12	39	45	32	45	39	39	23	29	47	51	59	69	55	46	64	64	45	52	73	68	70	60	79	60	32	73	77	70	71	75	92	75	81	90	76	85	70	75	90	75	88	82	86	82	89	94	95	95	95	101	102	102	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	3	1	1	1	1	1	1	2	2	2	4	1	2	2	3	1	1	2	2	2	1	1	2	1	1	2	2	2	1	1	2	2	3	1	2	1	3	2	1	3	2	1	1	3	1	1	2	1	2	2	3	1	3	2	5	1	3	4	1	1	2	1	2	2	1	2	2	3	1	6	2	2	3	1	1	1	1	4	2	1	2	4	1	1	3
