step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-2323.261403781924855	-2321.799321697405958	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.032923527332327	-1	4	7	7	7	8	8	8	8	9	8	9	9	9	10	12	10	10	11	11	12	12	12	12	13	12	13	13	12	14	14	14	16	14	18	15	16	16	15	17	16	17	17	18	18	18	17	19	18	20	18	18	18	19	19	22	19	20	20	20	20	19	20	19	21	20	22	20	20	22	22	23	22	21	23	23	23	23	22	24	23	23	23	24	26	25	24	24	25	26	28	30	30	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	5	5	5	5	5	5	5	5	5	6	7	6	6	6	6	7	7	7	7	7	7	7	7	7	8	8	8	9	8	10	8	9	9	8	9	9	9	9	10	10	10	9	10	10	11	10	10	10	10	10	12	10	11	11	11	11	10	11	10	11	11	12	11	11	12	12	12	12	11	12	12	12	12	12	13	12	12	12	13	14	13	13	13	13	14	15	16	16	17
500	-1070.164161276038385	-1067.823038854438209	-2.341122421600065	0.000009994676059	0.000032779776906	3.279723796084940	0.098748837739472	0	2	7	8	5	8	6	8	9	7	8	8	9	8	10	12	10	7	10	11	12	13	12	11	13	13	12	11	12	14	13	14	16	14	18	15	14	15	14	16	16	18	16	18	19	17	17	19	18	20	19	18	16	20	19	22	19	19	21	20	19	19	20	19	21	20	22	20	21	21	22	23	21	20	23	23	23	23	20	24	24	23	23	24	26	25	25	25	23	27	29	30	31	31	0	1	7	5	1	1	2	1	10	1	7	7	14	18	2	5	11	2	10	12	10	4	5	14	9	2	3	6	4	24	11	20	4	27	30	14	18	20	15	10	0	43	13	33	53	19	16	32	41	24	8	36	25	9	21	18	11	21	32	4	34	15	15	46	55	31	37	2	21	2	63	8	12	52	18	2	40	32	2	18	17	18	39	48	46	39	37	58	28	28	36	16	24	31	1	2	1	2	2	3	2	5	1	3	1	1	1	1	5	2	1	4	1	1	3	2	5	2	3	4	3	1	2	2	3	1	4	1	2	4	4	1	3	4	1	1	2	1	1	3	3	3	1	5	7	1	1	6	3	8	6	3	4	7	3	8	6	1	1	4	6	10	4	14	1	7	7	1	8	12	3	5	10	11	7	8	5	2	7	3	7	4	8	8	9	9	11	8
1000	-877.504390587262378	-875.032263175610865	-2.472127411651540	0.000010049116359	0.000036911721294	3.673131047045099	0.345661087292350	-1	4	7	6	6	9	9	8	9	10	8	8	8	10	10	12	11	8	11	12	11	13	12	13	14	13	13	13	10	14	14	14	16	14	18	14	16	17	15	18	16	15	17	19	18	18	17	18	18	21	19	19	19	19	19	22	19	20	19	20	20	17	21	20	21	20	23	18	20	23	23	23	20	20	22	23	22	24	22	24	21	22	22	24	26	26	25	25	25	26	28	29	31	32	0	1	5	2	2	4	4	5	3	12	5	5	4	18	9	15	18	4	29	12	2	29	8	18	5	13	23	18	3	17	13	20	20	5	30	19	18	15	17	24	0	21	42	1	38	26	30	30	37	58	13	62	62	22	10	18	47	5	48	54	68	30	46	37	55	45	37	39	47	42	37	21	20	68	18	77	58	44	48	52	47	46	69	52	82	73	46	58	32	45	75	89	57	71	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	3	2	1	2	3	3	1	2	2	2	4	1	2	3	1	2	5	4	3	3	1	2	1	11	1	3	1	2	1	1	5	1	1	3	4	7	1	7	1	1	1	3	1	1	1	1	3	1	1	5	5	3	5	2	9	1	1	3	1	5	2	2	1	3	2	4	3	4	6	3	3	2	5	4
1500	-763.522070661599400	-761.350305539636565	-2.171765121962819	0.000010121366599	0.000028333788076	2.799403400568760	0.522834846560893	0	5	7	8	6	8	7	7	8	9	8	9	10	10	11	13	10	9	11	12	13	13	12	12	11	13	11	13	11	13	14	13	15	15	18	16	15	16	12	18	16	17	16	17	19	18	16	20	16	21	18	19	18	19	18	22	17	19	20	20	21	18	20	19	21	18	22	20	21	20	19	23	23	21	24	24	23	22	22	24	24	23	24	25	26	26	23	24	24	26	28	31	30	32	0	1	5	3	2	5	2	1	5	8	5	9	8	18	17	6	8	7	12	12	3	29	27	14	4	10	6	29	3	14	30	15	30	22	30	16	14	34	3	34	0	19	13	19	51	37	21	44	15	44	42	62	38	43	20	17	16	55	10	35	52	31	44	30	55	30	37	54	58	51	37	59	59	62	46	73	58	59	63	74	73	46	58	72	82	81	64	58	28	54	87	81	80	76	1	2	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	2	2	1	1	1	1	2	1	3	1	3	1	1	3	3	3	1	2	2	1	3	1	1	1	1	1	3	6	2	1	4	1	1	3	2	3	2	2	5	1	2	1	2	2	1	2	5	1	2	1	1	1	1	3	5	1	1	1	3	4	5	3	4	3	4	4
2000	-684.132497569105567	-681.598621826277963	-2.533875742827619	0.000010175434622	0.000039334196260	3.865603556223681	0.643184003980342	-2	4	8	8	6	7	9	9	8	9	8	9	9	9	10	13	10	8	10	12	12	11	13	12	14	13	13	14	12	14	15	14	15	15	17	16	17	17	15	16	16	17	18	18	18	19	17	19	19	21	18	19	17	18	17	22	17	20	21	20	21	18	21	19	19	21	21	21	21	20	22	23	22	21	23	23	23	23	22	24	23	23	23	23	27	24	24	23	25	25	28	29	30	32	0	1	5	2	2	5	3	6	5	5	5	3	2	18	9	17	7	2	9	12	19	8	29	18	8	12	19	23	22	24	22	20	16	23	4	31	30	39	16	30	0	33	35	30	33	24	34	37	40	44	42	62	39	57	20	49	33	55	32	64	46	37	46	30	55	36	35	48	58	44	35	59	19	62	60	35	58	59	58	74	65	60	58	66	82	73	44	58	59	72	87	80	92	93	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	6	1	2	2	1	1	1	1	1	2	3	4	1	1	2	2	1	1	1	1	3	2	1	1	3	1	1	1	1	4	1	4	2	1	1	1	2	1	3	1	2	2	1	1	1	1	1	2	2	1	2	1	3	1	2	1	2	3	1	1
2500	-755.712340118614975	-753.326404696018017	-2.385935422596928	0.000010089362125	0.000034425565190	3.412065576069185	0.595947294394289	-1	5	7	8	6	8	8	7	7	10	9	9	8	10	11	11	9	9	11	11	13	13	12	12	12	12	14	14	12	15	14	13	15	14	17	14	15	16	15	17	16	16	17	19	18	19	16	19	19	21	18	18	19	17	18	22	20	20	21	19	19	17	19	16	22	19	21	20	21	22	23	23	23	22	23	23	23	24	22	24	23	23	23	25	24	25	24	25	24	26	28	30	29	33	0	1	5	5	2	2	3	2	2	13	3	5	2	18	10	6	13	9	18	12	19	29	5	18	8	13	15	19	15	14	25	20	11	23	30	11	14	39	22	33	0	13	42	39	47	64	31	41	64	63	42	62	43	33	20	37	36	12	20	62	40	24	24	37	44	62	63	46	55	51	47	59	32	52	46	45	58	59	49	74	60	46	58	89	46	73	64	83	32	71	82	89	58	92	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	3	2	1	1	2	1	1	2	1	1	2	3	1	1	1	1	5	1	2	1	2	1	2	1	1	2	1	1	1	4	3	3	5	6	1	1	3	2	1	1	1	1	1	1	2	3	1	7	2	2	2	1	1	1	1	2	2	2	1	2	1	4	2	4	2	2	4	5	1
3000	-660.313676656982693	-658.015034803405229	-2.298641853577479	0.000010146451467	0.000032025734514	3.156348268139348	0.518673692425816	0	4	8	7	7	9	8	7	9	7	9	9	9	9	9	12	11	11	12	11	12	12	12	13	11	11	13	12	11	14	14	13	14	13	16	15	16	16	15	16	16	16	17	19	17	18	17	19	18	20	19	18	19	19	19	21	18	21	19	20	19	17	20	20	21	19	21	21	20	22	22	23	22	21	24	23	22	22	22	23	24	23	23	24	27	25	25	24	24	26	27	30	29	32	0	1	5	2	2	3	5	1	10	2	3	3	10	4	8	6	12	14	13	12	9	29	29	18	11	13	29	14	7	18	4	20	19	5	18	20	30	33	21	29	0	13	42	47	30	21	36	46	40	44	42	62	27	45	47	54	42	55	20	49	31	30	39	46	55	62	46	14	32	51	64	59	32	52	37	68	58	59	62	74	68	64	58	68	82	73	82	83	78	75	75	71	88	79	1	1	1	1	1	1	1	5	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	3	2	2	2	1	1	2	1	4	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	6	1	2	1	1	2	1	1	2	6	5	2	2	2	6	1	4	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	3	2	4
3500	-719.814508089603123	-717.440995254077848	-2.373512835525328	0.000010434202462	0.000035217004867	3.375150616143526	0.594421811979980	0	4	8	8	6	7	8	9	8	9	9	9	9	10	10	12	8	11	11	11	12	12	10	12	14	13	13	14	11	13	15	15	16	14	16	16	16	16	15	18	15	17	18	19	17	18	17	19	18	20	19	19	17	18	19	22	19	20	19	21	20	18	21	20	20	21	22	20	21	22	23	23	22	21	23	24	23	23	23	23	23	22	22	25	26	24	25	24	24	26	28	30	30	31	0	1	6	5	2	5	2	5	6	6	6	6	2	13	6	6	5	2	4	12	20	29	9	14	6	10	3	15	6	21	30	20	6	23	18	13	28	18	16	34	0	30	42	31	27	18	26	30	35	45	42	62	28	41	39	30	45	55	32	9	45	31	64	39	55	62	64	49	58	51	46	59	32	62	46	83	58	32	46	74	28	64	58	79	64	32	75	83	59	89	87	64	84	70	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	3	2	3	2	2	1	1	2	5	2	4	2	2	2	1	2	1	3	1	2	2	3	2	2	1	1	1	1	1	1	3	4	1	1	2	5	1	3	1	1	1	2	1	1	1	1	3	1	5	1	2	1	2	6	2	1	4	1	1	1	2	3	1	1	3	1	2	4	2	3
4000	-715.500698120618040	-713.615685669006552	-1.885012451611523	0.000011579694012	0.000023727190130	2.049034292705262	0.574229207742046	-1	5	7	7	6	8	8	8	9	9	8	9	8	9	11	12	10	10	11	11	10	13	12	12	12	12	13	13	11	14	13	14	16	14	17	15	15	15	15	18	16	16	17	18	19	17	16	19	18	18	19	19	18	18	19	23	20	18	20	21	20	18	19	19	22	20	22	20	20	21	23	23	23	22	23	23	20	24	23	24	23	22	22	24	26	25	25	24	26	26	27	29	30	31	0	1	5	5	2	3	3	1	6	8	5	5	2	13	2	5	8	14	2	10	5	29	29	14	21	17	23	13	10	18	19	20	32	21	14	22	30	31	27	39	0	13	13	33	41	39	23	58	34	42	42	62	29	42	58	42	58	15	44	35	58	30	35	8	15	62	37	43	58	42	67	59	21	62	64	70	58	59	46	74	68	64	58	63	82	32	75	83	59	69	87	91	92	88	1	2	1	1	1	1	1	5	1	1	1	1	3	1	2	2	2	1	3	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	3	1	1	2	1	1	1	3	4	1	2	1	1	1	1	1	2	1	2	1	1	3	1	4	2	2	1	1	1	3	4	1	4	1	1	2	1	1	8	2	1	1	1	3	2	1	1	1	2	2	2	6	1	2	3	3	1	1	1	4
4500	-598.163416847192821	-596.393890833955197	-1.769526013237604	0.000014021848303	0.000024735402508	1.764061482706888	0.671240164600115	-1	4	7	8	6	7	7	9	9	9	8	9	9	8	10	12	11	10	10	11	12	12	12	13	12	12	13	11	12	14	14	14	16	14	18	16	16	17	16	17	16	17	16	18	18	18	16	19	18	21	17	19	19	18	19	23	20	17	20	19	21	18	20	20	21	20	22	20	20	21	22	22	22	22	24	24	23	23	22	25	23	24	21	24	26	25	23	23	26	25	28	31	30	29	0	1	5	3	2	2	2	3	3	7	3	5	6	7	9	15	19	14	10	12	18	3	8	17	3	19	23	12	8	21	26	20	31	23	24	27	30	34	31	43	0	13	2	30	22	31	16	36	41	32	43	62	20	31	58	35	55	32	32	58	49	31	46	37	58	62	64	48	58	51	64	59	32	62	46	73	83	59	57	74	72	64	58	64	82	59	46	83	59	61	87	94	64	61	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	4	4	2	3	2	2	2	1	4	1	1	3	2	1	2	1	2	3	1	2	4	1	3	1	1	1	1	3	2	1	1	5	2	2	1	1	2	1	2	1	2	2	2	1	2	2	1	2	1	3	1	5	4
