step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
15000	-399.440744557107337	-397.908921583778465	-1.531822973328881	0.000288211593148	0.000079059822123	0.274311734858508	0.741710938177832	0	3	2	4	3	4	5	5	5	5	4	8	6	7	7	6	5	6	6	7	7	7	8	7	8	7	5	8	8	9	9	9	9	8	7	10	9	11	9	9	9	12	12	13	12	13	14	15	17	15	14	16	17	19	18	0	3	1	1	3	1	3	3	6	6	3	13	6	17	19	11	3	8	3	7	6	17	10	27	35	27	3	13	14	17	17	5	29	15	6	32	22	28	4	24	14	15	39	39	39	43	31	12	47	31	0	48	48	55	48	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	2	3	1	1	2	1	2	2	1	2	3	1	2	1	1	1	1	2
15500	-329.130717459667721	-327.458563214360368	-1.672154245307361	0.000238245024421	0.000050625326516	0.212492691668539	0.727576936305322	0	2	4	4	3	4	5	6	4	6	5	7	6	7	6	5	7	6	6	8	8	7	7	6	6	8	6	8	7	8	8	8	9	9	8	10	10	12	9	11	11	11	12	14	12	14	12	15	14	16	14	16	16	19	18	0	1	2	2	1	2	3	3	5	3	3	27	5	5	6	6	24	6	6	7	7	7	10	6	5	9	3	13	5	15	17	17	29	25	14	22	21	28	31	34	29	39	42	39	42	43	42	42	39	43	0	49	44	52	49	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	3	1	1	3	1	1	1	2	3	2	1	1	1	2	2
16000	-357.402742939599705	-355.875496942853317	-1.527245996746415	0.000239607183198	0.000066377652846	0.277026973731260	0.714086782900582	0	2	4	3	4	2	5	6	6	6	6	6	5	7	6	6	7	6	7	7	8	7	8	8	8	7	7	8	8	8	8	8	8	8	9	10	9	11	9	10	9	11	11	13	13	14	15	13	16	16	14	17	18	20	19	0	1	6	2	6	1	3	3	5	5	3	3	5	5	6	3	6	6	6	7	7	7	10	17	10	9	12	13	14	15	27	15	14	15	29	20	7	28	3	34	14	31	31	19	19	43	43	39	48	45	0	50	49	50	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	3	1	1	2	3	3	3	2	2	1	2	2	1	1	1	2	2
16500	-309.662454157295201	-307.768409766024092	-1.894044391271137	0.000230589590028	0.000036136068818	0.156711622642688	0.877533404702975	1	3	4	3	3	5	5	6	5	6	5	7	5	7	8	7	6	7	7	7	7	7	7	8	7	6	7	8	8	9	8	8	10	8	8	11	11	12	10	10	10	11	12	13	12	12	15	16	15	15	14	14	17	21	18	0	1	5	1	1	3	3	3	5	3	3	3	5	5	12	13	6	6	6	7	7	7	10	17	6	9	3	13	14	15	17	27	12	25	14	20	21	28	12	27	35	12	39	42	39	42	42	50	52	52	0	39	47	50	53	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1
17000	-324.650178156179834	-323.056026730513679	-1.594151425666148	0.000243689260342	0.000059116314189	0.242588918795745	0.815342438465705	1	3	4	4	2	5	5	5	5	7	5	7	5	8	7	6	6	7	7	7	9	7	5	7	7	7	6	8	6	9	8	8	9	9	8	10	11	11	10	10	10	11	12	13	13	13	14	14	16	13	12	15	18	21	17	0	1	5	2	1	3	3	3	5	23	3	3	5	29	6	6	6	6	6	7	7	7	3	17	9	29	3	13	5	15	17	17	14	19	29	20	21	3	31	12	35	39	42	39	42	43	39	42	48	42	0	50	55	53	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	3	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1
17500	-357.763257535934599	-356.345848169587441	-1.417409366347150	0.000290356226989	0.000108649581401	0.374194080587394	0.762785688600197	1	2	3	3	4	4	5	5	6	5	5	8	6	6	6	7	6	6	6	6	8	7	8	7	7	8	8	9	7	8	7	8	10	8	9	10	10	12	9	10	11	12	13	13	11	13	14	15	15	14	15	17	18	21	16	0	1	1	2	3	3	3	6	5	3	3	5	5	5	6	6	6	6	6	7	22	7	29	10	6	29	10	29	3	15	17	17	14	25	14	20	21	28	31	19	25	39	31	45	39	42	45	44	39	39	0	44	43	52	42	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	3	1	2	2	2	4	1	1	1	1	1	4	3	1	2	2	2	2
18000	-433.800150652700722	-432.260576846816150	-1.539573805884555	0.000245352357748	0.000066209329587	0.269854058852084	0.460495639128822	-2	3	3	4	3	5	5	5	6	7	5	8	6	7	8	7	8	6	5	6	8	8	8	7	5	7	7	8	8	9	7	7	9	9	8	9	10	10	8	11	11	10	13	13	9	14	15	16	16	15	13	15	18	20	17	0	1	1	2	1	3	3	5	5	19	2	32	6	5	18	13	18	6	5	7	32	7	25	6	5	3	1	13	9	14	25	7	29	35	5	20	21	28	3	13	14	32	32	40	13	31	31	52	17	17	0	40	43	48	39	1	2	3	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	4	1	1	1	1	2	1	1	3	2	1	1	3	3	2	2	3	1	3	4	4	1	3	2	1	2	1	3	5
18500	-328.732267972122543	-327.149135258389663	-1.583132713732854	0.000241112211089	0.000059697019697	0.247590196396388	0.781164819885047	0	2	3	4	4	4	5	5	5	4	6	7	6	8	7	6	7	6	6	8	8	7	7	7	5	7	7	9	8	8	8	8	9	8	7	11	11	11	9	10	10	11	12	12	11	14	13	15	15	15	15	16	18	20	18	0	1	1	2	3	3	3	3	5	3	3	3	3	27	6	6	11	3	6	22	22	7	10	11	6	9	5	17	35	11	11	17	14	11	11	20	22	28	17	25	29	39	42	39	40	43	43	43	42	44	0	42	49	55	48	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1
19000	-327.537873352894735	-326.106218345374430	-1.431655007520305	0.000259756281048	0.000092461789939	0.355955935178599	0.777788365477711	1	3	4	4	3	5	5	6	6	6	5	8	7	7	6	7	8	7	7	7	8	7	8	7	7	7	8	8	7	8	9	8	10	8	8	11	10	11	10	11	9	11	12	13	11	13	14	15	17	16	13	16	17	21	17	0	1	5	2	1	3	3	3	5	3	3	9	11	3	6	6	24	6	6	7	3	7	10	6	6	9	3	13	9	15	17	24	27	9	29	20	21	28	31	25	29	39	17	39	39	42	42	42	46	44	0	43	50	55	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	2	2	1	1	2	1	2	1
19500	-327.612421624592002	-326.103888907567807	-1.508532717024171	0.000251989434026	0.000072784410544	0.288839136551880	0.768900561139423	0	2	4	3	3	5	5	5	5	6	6	6	6	6	7	7	7	6	6	8	9	8	8	7	8	7	7	8	8	9	8	9	10	8	8	11	11	12	9	10	10	12	11	14	12	13	15	13	17	16	14	16	18	22	18	0	1	5	2	1	3	3	5	3	3	3	3	3	5	6	14	6	6	6	7	7	7	10	6	6	9	3	13	14	15	14	27	29	6	14	20	21	28	25	34	14	39	39	24	31	43	39	34	42	42	0	42	50	53	50	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	3	2	2	2	1	2	1	2	1
20000	-326.550050063436402	-324.861428753951770	-1.688621309484620	0.000231425385319	0.000047926089521	0.207090892190038	0.754409099629322	0	1	2	3	4	4	6	5	6	6	4	8	6	6	6	7	7	6	6	8	8	8	6	7	7	8	5	8	8	8	8	9	9	8	8	10	10	12	10	10	9	12	12	14	13	13	14	15	16	14	13	16	16	21	18	0	1	1	2	3	3	5	5	3	5	3	18	3	5	5	5	27	6	6	7	7	7	3	27	27	6	3	11	14	15	24	17	14	25	14	20	21	28	31	17	35	39	39	39	42	43	42	39	44	39	0	39	50	44	39	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	3	3
20500	-370.265220469067913	-368.706660642700342	-1.558559826367568	0.000283284267801	0.000073544100384	0.259612370835686	0.776676522460334	0	2	3	3	4	4	6	6	6	6	5	7	7	6	7	6	6	6	7	8	9	8	7	8	7	7	8	8	9	8	8	8	10	8	8	10	10	10	9	11	8	11	13	14	12	14	15	14	16	16	15	16	18	20	18	0	1	1	2	1	3	3	3	5	5	3	3	5	3	6	5	6	6	6	7	7	7	14	10	14	9	14	10	14	15	17	17	31	11	14	20	22	28	19	27	14	24	17	33	19	43	39	39	44	45	0	44	52	52	43	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	1	1	1	2	3
21000	-317.588432744087982	-315.950590685552754	-1.637842058535242	0.000181511821046	0.000040789077114	0.224718571378505	0.824398727733763	0	1	3	3	4	4	5	5	6	6	5	6	6	7	7	5	7	6	6	7	8	6	8	6	6	8	7	8	8	8	8	7	10	7	9	10	10	10	9	9	11	11	13	13	12	14	14	16	15	16	15	16	18	20	19	0	1	1	2	3	3	3	3	5	5	3	3	5	5	6	3	24	6	6	7	7	7	10	3	6	9	10	13	14	15	3	24	14	25	29	20	21	28	17	15	35	39	42	39	42	44	39	47	44	43	0	47	52	52	53	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1
21500	-313.934548949344276	-312.383830050827612	-1.550718898516668	0.000215697795555	0.000056886390636	0.263731905508369	0.784634856199463	1	3	3	4	4	4	6	5	6	6	5	6	6	6	6	6	6	6	6	7	8	8	7	7	8	7	7	9	8	9	9	9	10	8	9	10	10	12	9	10	10	11	11	14	12	13	13	15	15	14	14	16	19	21	18	0	1	1	2	3	3	3	3	5	3	3	6	5	5	6	6	6	6	6	7	7	7	10	17	27	9	3	13	14	15	27	17	14	12	29	20	22	28	6	39	35	31	31	42	39	42	42	47	42	42	0	50	55	52	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	3	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
22000	-304.742340170513444	-303.187966219665839	-1.554373950847587	0.000202546001588	0.000053025151574	0.261793129254999	0.783242025344905	0	3	3	4	4	5	4	5	6	6	4	6	6	6	7	7	8	6	6	8	8	6	8	7	7	8	7	8	8	8	8	8	10	8	9	11	10	12	10	10	11	12	11	14	12	13	14	16	16	14	15	15	18	20	19	0	1	1	2	3	3	3	3	5	3	3	3	5	5	6	6	6	6	6	7	22	7	27	12	6	9	12	13	14	15	24	6	14	12	29	20	22	28	17	34	33	39	31	42	39	43	45	52	44	42	0	42	52	53	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
22500	-345.961632409327365	-344.445082859648437	-1.516549549678930	0.000251793996986	0.000071416707345	0.283631493204437	0.668222016239899	1	3	4	4	3	5	5	5	5	6	5	7	5	5	7	7	7	7	7	7	8	7	7	7	7	6	6	8	8	9	8	9	8	7	9	11	10	12	9	10	11	12	12	13	13	13	14	13	16	15	14	15	17	21	18	0	1	5	2	1	5	3	3	5	9	3	14	5	5	6	6	6	6	6	7	7	7	10	6	6	9	3	13	14	15	17	17	14	6	14	20	7	28	31	34	29	39	31	39	6	39	32	39	31	42	0	44	44	49	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	3	2	2	2	1	1	1	2	3	2	4	2	3	1	3	1	1	1	1	2	2
23000	-348.239497357546156	-346.543007453161181	-1.696489904384997	0.000238397223362	0.000048777303660	0.204605166840488	0.735369916053942	0	2	3	3	4	4	5	5	5	5	6	5	6	6	6	6	6	6	6	7	9	8	7	8	6	8	8	7	7	9	9	7	8	8	8	11	10	11	8	10	11	11	12	14	12	13	13	14	17	16	14	16	17	19	19	0	1	1	2	3	3	3	3	5	3	3	3	5	5	12	6	6	6	6	7	20	20	10	17	6	9	12	13	14	15	32	25	14	25	29	20	21	28	17	5	29	39	39	47	42	43	31	47	42	47	0	44	43	50	52	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	3	2	2	2	1	1	1	2	1	4	1	1	2	2	2	1
23500	-344.122149522289419	-342.420300891909619	-1.701848630379795	0.000224489579563	0.000045559223952	0.202945829561617	0.719143955599443	0	2	5	2	3	4	6	6	4	7	5	8	7	7	7	7	7	6	6	8	8	8	6	8	7	7	6	9	7	9	9	9	9	7	8	10	10	12	9	10	10	12	12	14	11	13	14	13	17	14	13	15	15	21	17	0	1	1	1	1	5	3	3	5	23	6	17	3	3	6	11	3	6	6	7	3	7	6	6	27	9	6	13	5	15	6	17	14	6	3	20	21	28	3	15	29	17	45	24	24	45	43	45	47	39	0	39	42	55	52	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	2	1	2	1	3	2	1	1	1	1	2	1	3	1	1	1
24000	-385.602453404347102	-384.106590639479180	-1.495862764867911	0.000243295983581	0.000072398522192	0.297573848635046	0.562162443702079	0	2	3	4	4	4	5	5	5	6	5	6	6	6	6	6	5	6	6	8	7	7	8	6	8	8	5	8	8	8	8	8	9	8	8	10	11	11	10	9	10	10	12	12	11	13	15	14	15	16	14	16	18	22	19	0	1	1	2	3	3	3	3	5	3	3	3	5	5	6	6	6	6	6	7	7	7	3	17	6	10	3	3	14	15	17	3	28	6	14	20	21	28	6	28	14	24	31	28	23	42	44	23	43	23	0	44	47	49	32	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1	3	2	2	1	2	1	2	1	1	2	2	3	1	2	3	2	2	1	2	2	5	2	4	1	3	1	3	5
24500	-361.666743283284575	-359.812063974641319	-1.854679308643238	0.000260997910610	0.000042936710341	0.164509785694405	0.668378352485927	0	3	3	4	2	4	5	5	3	5	5	8	5	7	8	7	7	6	6	7	7	8	7	8	7	7	6	8	9	9	8	8	9	9	8	9	11	8	10	9	9	11	13	14	13	12	14	15	16	15	14	17	18	21	19	0	1	5	2	1	3	3	3	5	3	3	27	3	13	1	13	6	6	6	7	7	21	6	6	13	9	3	13	14	24	17	17	14	26	14	20	21	13	13	25	35	39	46	42	39	39	42	39	42	45	0	44	44	44	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	2	1	1	2	2	2	1	1	2	2	3	2
25000	-332.834479068777853	-331.213166578035725	-1.621312490742139	0.000257541037380	0.000059528720101	0.231142658686994	0.764494581617764	0	3	3	4	4	4	5	5	5	5	5	5	6	6	8	6	8	6	7	8	7	6	8	6	7	7	8	9	8	9	7	8	9	9	9	9	10	12	9	10	11	11	12	12	12	11	13	16	14	13	14	16	18	20	17	0	1	1	2	3	3	3	3	5	3	3	3	5	5	6	6	31	6	6	7	7	7	10	6	11	9	12	18	19	15	5	19	14	25	29	20	21	13	31	17	14	39	46	39	39	39	42	47	39	44	0	44	55	53	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	2	1	1	1	2	2	1	1	2	1	1	1
25500	-361.850814684685531	-360.132633354708219	-1.718181329977326	0.000228285229106	0.000045211334795	0.198047569576184	0.681851596262517	0	2	3	3	2	4	6	4	5	7	5	7	6	6	7	7	8	6	6	7	8	8	5	6	6	7	6	9	9	9	6	9	10	9	7	9	10	11	10	10	11	9	12	13	12	14	14	14	17	16	15	16	19	20	17	0	1	5	2	1	3	3	3	5	6	3	27	5	5	6	24	24	6	6	7	7	7	3	6	6	9	3	10	35	15	6	17	14	10	14	20	21	28	17	10	29	3	31	31	24	45	39	39	17	44	0	47	52	52	44	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	3	2	3	3	1	2	1	4	2	1	1	2	2	2
26000	-342.347931251256568	-340.744384296506780	-1.603546954749788	0.000260793027789	0.000062197651652	0.238494304004828	0.737965198590502	0	2	5	4	3	4	6	6	5	5	4	7	6	8	6	6	7	6	6	8	9	8	7	7	7	7	7	9	7	9	7	8	10	9	9	11	7	11	9	10	11	10	11	13	11	14	14	16	16	15	15	17	18	19	18	0	1	5	2	1	2	5	10	5	1	5	3	3	29	6	6	5	6	6	7	37	7	6	13	3	9	3	10	10	17	6	17	14	25	29	20	13	28	17	34	35	6	39	45	39	42	31	44	44	44	0	50	52	52	47	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	2	3	1	1	1	1	1	1	1	2
26500	-331.834398716655073	-330.287537059792157	-1.546861656862934	0.000231414136396	0.000061513137183	0.265814086126017	0.821874501894082	0	1	4	3	3	5	5	6	4	6	6	6	6	5	7	6	7	6	7	8	7	8	7	8	7	7	7	7	7	8	9	8	9	7	9	10	9	11	10	9	9	11	11	14	12	13	14	15	17	14	13	16	18	22	18	0	1	5	2	1	3	3	3	5	3	3	3	5	5	6	6	6	6	6	7	7	7	10	6	6	9	12	13	14	15	17	17	15	12	29	20	20	28	32	34	29	39	31	43	42	43	42	43	42	39	0	39	50	53	52	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	1	2	2	2	2	1	3	2	2	1
27000	-309.496094363314626	-307.808656657359393	-1.687437705955256	0.000222663161266	0.000046195924509	0.207469993000712	0.831068052526527	1	2	4	4	3	5	5	5	4	7	5	8	5	7	7	7	7	7	6	7	7	7	6	6	7	6	6	7	8	9	7	9	8	8	9	10	8	11	9	9	10	12	11	12	13	13	14	15	16	15	14	16	19	21	18	0	1	5	2	1	3	3	3	5	23	3	27	5	3	6	6	24	6	6	7	7	7	3	6	6	9	3	13	14	15	5	17	31	25	29	20	21	28	31	34	14	39	39	39	39	43	44	42	44	42	0	50	44	52	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	3	2	1
27500	-316.192864524613867	-314.581973115533458	-1.610891409080405	0.000209398671077	0.000049291497901	0.235395466685538	0.841258662948519	0	2	3	4	4	5	5	4	5	5	5	7	6	6	7	7	7	6	6	7	9	8	7	7	7	6	7	8	8	9	8	8	8	9	8	10	11	11	10	11	11	11	12	13	12	12	13	15	16	13	14	16	18	21	17	0	1	1	2	3	3	3	3	5	3	3	3	5	5	6	6	6	6	6	7	7	7	10	6	6	9	3	13	14	15	17	17	14	25	14	20	7	28	12	34	14	39	42	42	39	39	42	39	44	42	0	50	52	52	50	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	3	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2
28000	-343.116557471254623	-341.569157370624566	-1.547400100630066	0.000274436177652	0.000072868610212	0.265521152625976	0.825356509318899	0	2	2	3	3	4	4	4	5	6	4	8	6	7	7	5	8	6	6	8	8	7	8	6	6	8	6	8	8	9	7	8	8	8	9	11	9	11	9	10	9	11	12	14	13	12	14	15	17	13	14	16	19	21	18	0	1	1	2	3	3	3	3	5	3	5	27	5	10	27	6	24	6	6	7	7	7	27	16	6	9	11	10	10	15	10	6	10	25	29	21	7	28	31	34	29	39	42	42	42	31	46	45	48	46	0	44	50	48	52	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	3	1	1	1	1	1	1	4	2	1
28500	-330.425593241654838	-328.809439209297864	-1.616154032356983	0.000341552209000	0.000079659288937	0.233227269031405	0.885236239645131	0	2	4	2	3	5	6	6	5	5	5	8	5	6	6	7	7	6	7	7	8	5	6	6	7	7	6	9	7	9	9	8	8	7	9	11	10	11	9	10	10	12	13	11	13	12	15	15	17	14	14	16	18	21	17	0	1	1	1	2	3	22	3	5	3	3	27	2	3	6	27	24	6	6	7	7	3	10	6	6	9	3	13	14	15	17	7	14	7	29	20	21	28	17	28	33	28	46	39	39	44	45	46	48	44	0	50	52	49	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2
29000	-345.797724449723489	-344.152077001195948	-1.645647448527525	0.000313827516333	0.000069610816482	0.221812342318989	0.724229900146934	1	3	4	4	3	4	5	6	5	6	6	6	7	6	7	5	7	6	6	7	8	7	6	7	8	8	6	9	8	8	9	8	9	8	7	10	9	11	9	10	10	10	12	12	12	12	14	15	15	15	13	16	18	20	19	0	1	5	2	1	5	6	3	5	3	3	3	19	6	6	5	27	6	3	7	7	7	3	6	19	19	5	13	5	15	6	6	27	15	5	20	21	28	17	27	27	27	39	17	17	42	43	43	43	39	0	48	52	53	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	2	2	2	3	2	1	1	2	1	2	1	1	1	1	2
29500	-359.540118727420520	-357.918318794038441	-1.621799933382063	0.000255425638935	0.000058989965866	0.230947707958822	0.742690535092893	0	2	2	3	3	4	5	4	4	6	5	5	6	8	7	6	7	6	7	8	9	8	7	8	8	7	5	8	9	9	8	8	8	8	9	10	10	10	10	11	10	12	13	14	11	14	15	15	16	15	13	16	18	21	19	0	1	1	2	3	3	3	3	5	3	3	3	5	26	16	3	6	6	6	16	27	7	10	27	13	6	3	27	11	15	13	6	27	27	14	20	21	28	32	15	33	39	42	45	13	43	42	42	42	42	0	50	52	50	52	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	2	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	3	3
30000	-333.528346025604719	-331.978371973714161	-1.549974051890546	0.000272591083617	0.000071999769625	0.264131051792987	0.884989733496477	0	2	4	4	2	5	5	6	5	5	5	6	6	8	8	7	7	7	7	7	8	7	7	7	7	7	8	6	9	9	8	8	9	8	9	10	11	11	10	10	11	12	12	13	12	14	14	14	16	14	14	16	19	21	17	0	1	5	2	1	3	3	9	5	3	3	9	9	9	23	28	9	6	9	7	7	7	10	9	13	13	12	5	14	15	17	17	14	13	5	20	21	28	9	34	14	39	39	42	39	43	39	42	50	43	0	39	55	55	52	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1
30500	-356.573684843519231	-354.862331982794842	-1.711352860724368	0.000270694781028	0.000054157101762	0.200067033271343	0.740779208328808	0	3	3	4	3	4	5	5	5	5	5	7	5	6	6	6	5	5	6	7	8	7	7	7	7	7	8	7	9	7	9	8	10	8	8	10	8	11	10	10	11	12	11	13	13	13	15	15	17	14	14	17	18	19	19	0	1	1	3	1	2	5	3	5	6	6	6	5	6	6	6	6	6	6	7	7	3	10	17	7	14	22	3	28	15	17	17	35	25	14	20	22	28	17	34	35	39	31	42	39	43	39	44	47	44	0	50	50	53	44	1	1	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	2
