step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-1580.018401317787038	-1586.873889268746325	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.318376139939970	1	2	1	2	3	2	4	3	3	4	4	5	4	4	6	6	6	6	6	6	5	6	7	7	8	8	8	8	9	10	9	10	9	10	11	10	10	10	12	11	11	11	10	11	10	11	12	13	14	14	13	13	13	14	13	13	14	15	14	16	15	14	14	18	16	16	16	17	17	17	20	19	18	19	19	20	19	20	20	21	21	22	21	21	22	24	23	24	25	24	27	25	25	26	26	27	25	27	28	26	27	28	27	30	29	29	29	30	31	32	36	32	34	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	3	3	3	3	3	3	2	3	3	3	4	4	4	4	4	5	4	5	4	5	5	5	5	5	6	5	5	5	5	5	5	5	6	6	7	7	6	6	6	7	6	6	7	7	7	8	7	7	7	9	8	8	8	8	8	8	10	9	9	9	9	10	9	10	10	10	10	11	10	10	11	12	11	12	12	12	13	12	12	13	13	13	12	13	14	13	13	14	13	15	14	14	14	15	15	16	18	16	17
500	-759.641066430535147	-766.496554381494548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.271614822223790	0	2	2	1	4	3	4	2	3	5	4	6	4	5	6	4	7	5	6	6	5	6	7	7	8	8	8	8	10	10	9	11	10	9	10	10	11	10	12	12	10	10	10	12	10	10	12	12	14	14	13	14	13	15	13	13	13	15	14	15	14	14	14	19	16	16	16	17	17	17	21	18	19	19	20	20	19	21	20	21	21	21	20	21	22	22	22	24	23	24	27	25	24	27	26	27	25	27	28	26	27	28	28	30	28	27	29	31	31	33	37	32	34	0	4	1	1	8	4	3	1	4	3	4	4	2	3	7	9	14	9	18	1	6	21	14	10	6	15	16	20	20	12	21	45	11	22	20	9	28	22	0	25	8	25	10	0	34	28	12	0	18	57	40	29	16	18	39	31	39	0	40	6	33	45	32	1	0	21	18	6	16	66	65	61	69	55	63	37	70	63	67	70	25	37	12	73	49	35	38	80	69	73	56	74	64	63	86	13	54	97	101	68	80	64	24	63	73	63	1	69	98	82	70	37	85	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	3	1	1	1	2	2	1	2	1	2	2	1	1	3	2	1	4	1	3	1	1	4	1	3	1	1	1	2	1	5	1	1	3	5	5	1	2	1	1	1	4	1	2	2	8	1	6	7	6	5	1	3	2	1	3	3	2	1	4	2	2	7	4	4	1	5	5	7	1	2	2	7	3	3	5	3	10	4	1	1	5	2	5	11	8	6	8	15	6	3	7	10	14	11
1000	-802.853445903840225	-809.708933854799625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.312355678225741	-1	2	2	1	3	1	4	4	3	4	5	6	3	5	6	4	6	6	6	5	6	7	6	8	7	8	7	8	8	10	10	10	9	10	10	10	11	9	12	11	11	10	9	11	7	11	12	12	14	12	12	12	13	12	14	14	13	16	15	16	15	14	15	17	16	16	15	17	18	16	20	19	19	19	20	21	19	20	20	21	20	23	19	22	22	24	23	24	24	24	26	24	25	26	26	27	25	27	29	27	27	28	28	31	29	28	29	30	32	31	36	33	35	0	6	4	1	6	1	4	3	1	4	13	1	2	7	2	9	6	13	16	5	16	17	2	3	9	9	20	9	4	20	6	4	14	7	26	19	32	16	0	31	29	45	20	0	19	18	30	0	36	20	16	33	8	41	48	25	29	0	51	55	5	14	41	21	0	29	54	55	46	51	65	68	27	58	57	63	49	42	63	71	50	37	32	17	36	83	71	77	72	73	97	22	60	78	61	95	85	61	101	88	61	69	60	90	86	101	88	97	34	85	110	61	85	1	1	1	1	1	1	2	1	2	2	1	3	1	1	2	1	3	1	1	1	2	1	3	2	2	3	1	3	3	3	5	4	2	3	1	2	1	3	1	1	2	2	2	1	1	4	1	1	2	3	4	1	5	1	2	4	2	1	1	2	9	5	2	4	1	3	1	1	3	2	4	1	5	2	3	5	2	5	2	1	3	6	4	8	7	3	2	2	3	2	1	9	4	3	5	1	2	5	1	2	6	5	5	3	3	1	3	2	9	5	4	11	10
1500	-677.651235650038984	-684.506723600998384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.406450883022835	0	1	2	2	3	2	4	3	3	5	5	6	4	1	7	6	4	7	6	3	5	5	8	7	7	9	8	8	9	10	9	11	10	11	11	10	10	10	12	11	8	11	7	11	11	11	13	14	13	14	13	13	12	13	14	12	14	16	15	17	15	15	13	18	16	16	16	15	17	18	21	19	18	19	19	20	19	20	20	20	21	21	18	21	21	24	22	25	25	25	26	26	25	26	25	28	25	27	28	25	27	28	25	31	30	28	29	31	31	32	35	32	34	0	1	1	1	14	1	3	3	3	5	7	11	4	1	7	13	8	5	11	1	5	9	21	9	6	19	19	8	6	28	15	3	28	4	25	17	8	28	0	31	22	29	17	0	9	5	19	0	53	35	26	41	30	34	39	40	47	0	35	62	6	63	29	26	0	49	3	35	30	16	65	12	69	69	69	37	51	64	23	15	27	73	61	69	72	54	82	86	83	83	64	66	80	79	61	98	62	97	101	53	72	80	51	102	89	103	97	92	85	97	113	63	97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	4	1	1	3	4	1	1	4	1	4	3	3	4	1	1	2	1	1	2	1	5	3	4	1	1	1	2	2	1	1	1	1	1	1	2	1	6	1	2	4	1	1	6	2	4	8	3	6	1	1	2	4	2	1	7	6	6	2	1	3	1	5	1	1	3	5	4	5	2	4	4	1	5	1	1	6	4	4	4	1	2	1	2	3	6	4	1	12	5
2000	-631.974698891061280	-638.830186842020680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511201260295901	0	2	2	2	4	3	4	3	4	4	3	5	5	4	7	7	6	7	5	7	6	5	8	7	8	8	9	9	9	11	9	9	10	11	11	10	11	9	12	12	10	11	10	10	10	12	11	14	14	14	12	14	14	14	14	14	15	15	13	16	15	14	13	18	16	17	16	16	18	17	21	20	19	20	18	20	18	20	19	21	22	21	21	21	22	24	23	23	24	24	26	25	25	26	26	27	25	25	27	26	27	29	25	31	29	29	27	30	31	33	36	32	35	0	1	1	1	4	3	6	3	4	4	4	6	8	2	11	6	9	17	2	7	14	9	6	14	11	22	25	5	23	32	6	20	32	25	16	24	12	16	0	29	17	10	32	0	17	37	32	0	42	39	26	37	30	22	39	18	62	0	47	54	32	44	13	60	0	42	45	55	49	46	65	61	49	49	28	7	39	45	64	73	83	72	60	73	66	81	65	50	76	73	87	84	86	80	83	98	49	72	98	10	97	76	85	84	39	103	71	100	83	108	99	66	110	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	3	1	1	3	1	1	1	2	1	3	1	1	1	2	3	1	1	2	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	2	2	3	2	1	3	3	1	2	3	2	3	2	4	4	8	3	4	1	1	1	1	3	1	2	2	3	4	1	2	2	2	1	4	3	1	3	2	1	10	1	4	1	4	10	2	2	2	5	2	4	10	1
2500	-643.623789652037658	-650.479277602997058	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465077862444508	1	3	2	3	3	2	4	4	3	5	4	6	5	5	7	7	6	5	6	6	5	6	7	7	8	8	8	8	10	10	9	10	8	11	12	10	10	10	11	12	11	11	10	10	10	11	13	13	15	15	11	14	13	15	13	13	14	16	13	17	15	15	14	19	16	17	15	17	17	18	20	19	18	20	19	20	17	21	21	22	21	21	20	21	21	25	23	24	24	24	27	25	25	27	26	27	24	27	29	25	28	27	28	30	29	27	30	30	31	33	36	32	33	0	1	1	1	1	1	3	3	3	7	9	7	3	2	8	18	18	1	5	4	9	7	11	10	3	20	1	17	25	9	23	12	6	20	27	20	33	19	0	29	22	18	31	0	33	16	30	0	59	27	37	45	25	34	44	43	38	0	25	51	21	55	56	18	0	35	36	55	50	63	65	49	12	52	66	73	67	21	37	60	83	53	67	75	29	84	65	82	72	40	84	73	51	78	26	97	82	97	98	69	90	100	106	91	100	85	96	101	100	106	106	108	109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3	2	3	1	1	2	1	3	3	2	2	2	1	1	1	1	2	4	1	1	1	2	1	1	1	3	1	2	2	2	2	2	2	1	2	2	3	1	1	6	1	3	2	2	2	2	2	2	5	3	1	1	1	7	6	2	1	5	2	1	3	2	3	1	2	6	2	3	8	2	8	1	1	2	1	4	2	1	1	1	2	3	2	1	3	3	4	1	1
3000	-701.631532185764513	-708.487020136723913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569874776061130	-1	1	0	2	3	2	5	2	4	5	4	6	3	4	6	6	7	6	5	7	5	7	6	5	8	8	8	8	7	9	9	10	9	10	11	10	10	10	12	12	11	11	9	11	9	11	13	13	14	15	13	12	13	14	14	14	15	15	15	16	15	14	13	18	17	16	16	17	18	17	20	19	18	17	20	19	20	21	19	20	21	23	21	22	21	24	22	25	25	24	27	24	26	25	26	28	25	27	28	25	27	26	27	30	29	30	29	30	31	33	35	32	32	0	1	1	2	6	3	11	1	8	11	8	5	3	4	7	14	21	14	8	15	1	23	3	8	19	10	18	15	10	18	18	29	18	26	17	27	25	26	0	11	27	36	16	0	19	16	38	0	44	63	35	34	32	35	44	43	51	0	46	51	40	31	38	33	0	23	37	50	67	54	65	50	67	58	69	63	65	64	47	69	65	77	64	42	72	71	77	83	53	70	82	77	83	69	76	102	59	97	97	12	86	64	88	101	93	99	94	96	99	99	106	99	103	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	4	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	4	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	3	1	4	1	4	2	1	1	2	2	2	1	1	2	3	1	2	2	1	2	1	2	4	1	2	1	3	5	3	2	2	1	3	3	1	5	1	2	9	1	4	1	1	1	1	2	1	1	2	2	2	3
3500	-631.145091910031056	-638.000579860990456	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494401667258946	0	3	2	1	4	2	3	4	3	4	4	5	5	4	4	7	5	6	5	5	4	6	6	8	7	7	8	7	9	10	9	10	9	10	12	8	10	11	12	11	12	12	10	11	10	12	12	14	15	14	12	14	14	13	14	13	15	15	14	14	14	14	13	19	17	16	16	17	17	17	21	20	18	17	18	20	17	19	21	20	21	22	22	22	22	25	22	23	25	24	28	25	25	27	27	27	26	26	27	24	27	27	28	29	28	30	30	30	29	33	36	32	34	0	1	1	1	6	1	6	2	1	4	6	7	14	2	6	14	14	19	10	3	7	19	19	11	10	21	16	13	27	17	25	25	25	11	17	18	18	32	0	31	37	33	25	0	19	32	40	0	56	56	30	42	29	13	44	40	54	0	45	27	34	35	27	11	0	55	37	67	31	62	65	34	37	52	27	53	39	68	47	67	78	67	59	67	72	79	74	79	83	87	95	80	72	82	83	92	26	74	64	18	98	79	99	57	89	98	100	93	99	109	106	106	110	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	2	1	2	1	3	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	4	1	1	1	1	2	3	2	1	2	6	1	1	3	1	4	2	2	5	4	2	5	3	2	1	4	2	1	2	2	4	1	2	3	1	2	1	1	3	2	4	2	1	11	3	4	8	1	5	1	6	2	2	3	3	1	2	3	1	1
4000	-652.501679246587514	-659.357167197546914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512295228058458	1	3	2	2	2	3	5	4	4	4	4	5	4	4	5	7	6	6	6	6	5	6	8	8	8	7	8	9	9	9	9	10	9	9	11	10	10	11	12	12	10	12	10	10	10	10	12	13	15	15	13	13	14	14	13	14	15	15	14	15	14	15	14	18	16	16	16	18	16	17	21	18	18	19	20	19	19	20	20	21	19	22	21	19	22	22	23	23	25	23	27	23	25	25	26	28	26	27	28	26	27	28	27	30	26	28	29	31	31	33	36	32	35	0	1	1	1	1	5	10	2	5	3	1	13	4	4	6	12	10	1	10	14	2	9	19	18	3	7	20	16	19	16	9	9	11	22	27	25	25	16	0	7	16	23	17	0	29	33	6	0	47	47	28	32	35	36	44	40	61	0	26	56	47	55	9	46	0	52	63	50	16	62	65	63	28	73	73	54	65	42	64	76	64	69	24	25	64	78	58	42	68	78	97	57	50	60	59	93	37	97	97	47	85	80	97	89	89	85	89	104	93	106	112	106	106	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	3	1	2	1	1	1	2	3	2	2	1	1	1	2	1	3	2	2	2	1	1	1	3	1	1	1	2	2	2	2	2	2	1	1	3	1	1	1	6	4	1	1	1	1	5	1	2	2	4	1	1	3	1	4	1	1	1	4	5	3	2	1	4	6	2	2	1	5	7	4	9	1	5	1	1	7	2	6	1	3	1	4	2	1	2	3	3	2	4
4500	-672.827942139578113	-679.683430090537513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552401602634852	0	2	2	2	2	2	3	4	3	3	4	6	4	4	5	7	7	6	7	4	4	6	7	7	9	8	9	7	7	10	9	10	9	10	12	8	9	9	12	11	10	11	9	10	10	11	11	14	13	15	13	13	13	13	14	14	14	15	15	16	15	14	14	17	17	16	16	17	16	16	21	19	18	20	20	20	19	21	19	20	22	23	22	19	21	24	23	22	25	25	27	25	25	26	26	27	26	27	28	26	27	27	26	30	30	29	29	30	30	32	36	32	34	0	1	1	1	1	1	3	3	2	1	6	4	9	2	3	22	13	11	21	2	5	21	6	15	23	22	28	4	4	25	16	3	21	36	16	22	22	28	0	17	33	19	16	0	11	33	33	0	40	39	47	27	32	16	44	31	52	0	32	49	28	46	38	52	0	34	53	70	25	48	65	45	66	49	84	28	38	77	59	57	76	69	72	61	77	83	85	79	83	82	89	88	88	50	72	86	72	80	80	45	97	59	80	93	107	103	91	93	96	103	106	100	99	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	3	2	1	1	4	2	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	3	1	2	1	1	2	2	4	2	2	2	1	3	2	1	3	1	3	5	1	3	1	8	5	1	1	2	1	4	1	2	1	1	1	1	2	1	1	2	2	4	3	1	4	4	4	8	1	6	4	2	1	2	1	2	1	3	4	2	3
