step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14
28000	-70.944446452017601	-68.777231471374833	-2.167214980642762	0.000150888448388	0.000017577274742	0.116491851631024	0.777615991731315	2	1	5	3	3	4	4	5	4	6	7	7	7	12	2	0	4	2	2	4	4	5	4	9	8	9	9	12	1	1	1	1	1	1	1	1	1	1	1	2	2	2
28500	-68.575378866450663	-66.479065904406369	-2.096312962044294	0.000095119046956	0.000011900603118	0.125112724515336	0.808023872439464	1	0	4	3	3	3	4	8	6	6	6	8	7	12	2	0	4	1	1	1	4	11	4	1	5	9	9	13	1	1	1	1	1	1	1	1	1	2	1	1	1	3
29000	-73.292593359289285	-71.607600754782126	-1.684992604507161	0.000116841960566	0.000024333218635	0.208257534512408	0.714141869284933	2	1	4	4	2	4	3	4	7	6	6	8	8	12	2	0	2	2	2	1	2	5	4	4	8	11	9	13	1	1	1	2	1	1	1	1	1	1	2	1	1	1
29500	-72.332882337127657	-70.306559570311350	-2.026322766816310	0.000198961969308	0.000026802941174	0.134713891642135	0.836539283146264	2	0	4	3	2	3	4	7	6	7	6	8	7	12	2	0	2	2	2	2	6	4	3	9	7	9	3	9	1	1	2	1	1	1	1	1	1	1	1	1	1	3
30000	-82.215253117207538	-79.136496927843922	-3.078756189363617	0.000167940171008	0.000009431947991	0.056162548450025	0.697701746254074	2	0	4	3	2	2	4	8	5	7	6	7	8	13	2	0	1	2	2	2	1	11	2	2	9	9	4	13	1	1	1	1	1	1	1	1	4	3	1	1	1	2
30500	-72.243322584771121	-69.508984534770065	-2.734338050001051	0.000208948025033	0.000014996570175	0.071771772779734	0.782927536191992	2	0	4	3	3	2	2	8	5	6	5	8	9	12	2	0	4	1	1	2	2	11	4	9	5	3	8	13	1	1	1	1	1	1	1	2	1	1	1	1	1	1
31000	-79.017897368610903	-77.657058477716717	-1.360838890894190	0.000078572327723	0.000044563165859	0.567161075027610	0.641346754825542	1	0	5	3	2	4	3	6	5	6	6	8	9	10	2	0	4	1	2	7	2	5	4	9	5	9	12	11	1	1	1	1	1	1	2	2	1	1	2	2	1	2
31500	-67.628763342575553	-64.018116087195295	-3.610647255380265	0.000105187728343	0.000004227898779	0.040193840535829	0.961004299446720	1	0	5	3	3	3	2	7	5	7	5	8	8	11	2	0	4	1	1	1	2	9	4	9	5	9	9	13	1	1	1	1	1	1	1	1	1	1	1	1	1	2
32000	-68.436253713232446	-66.353594758841027	-2.082658954391425	0.000142499484421	0.000018082354943	0.126894178012973	0.733229652145532	2	1	4	4	3	4	3	7	6	6	6	8	9	11	2	0	1	1	1	2	2	4	2	4	5	9	9	13	1	1	1	1	1	1	1	1	2	1	2	1	1	1
32500	-75.843545137825245	-74.468094367218896	-1.375450770606355	0.000084596229714	0.000038925632220	0.460134362391482	0.895355227614783	1	0	2	2	2	3	4	5	6	7	7	8	7	12	2	0	2	1	2	4	4	5	2	9	8	9	9	9	1	1	1	1	1	1	1	2	2	1	1	1	1	2
33000	-65.535834507075847	-63.810810009252776	-1.725024497823074	0.000077474280529	0.000015189854140	0.196063184269138	0.957368364506361	2	1	3	4	3	4	4	7	6	7	5	7	8	11	2	0	2	2	1	2	1	5	4	9	5	9	9	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33500	-67.574688435821486	-65.716768286064607	-1.857920149756876	0.000153013766568	0.000025070030492	0.163841666371790	0.813339230380664	2	1	4	3	2	2	3	6	5	6	7	7	8	12	2	0	1	2	2	2	1	5	4	4	8	9	8	9	1	1	1	1	1	1	1	2	1	1	1	1	1	3
34000	-69.727481844663245	-68.283287931291483	-1.444193913371756	0.000124138149279	0.000042457239820	0.342016052811422	0.741636647069237	1	0	4	2	2	3	2	8	5	4	5	7	8	12	2	0	4	2	2	1	2	11	4	4	5	9	9	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-78.096085976342835	-76.367956583046521	-1.728129393296321	0.000164392904241	0.000032085465141	0.195175486976384	0.674524028818361	2	0	4	3	2	4	2	7	6	5	5	8	8	12	2	0	2	2	2	1	2	9	11	6	5	11	9	13	1	1	2	1	1	2	1	1	1	1	2	1	2	2
35000	-63.553638622438676	-61.886231749692485	-1.667406872746192	0.000138189407002	0.000029586758314	0.214102939983047	0.849090069324316	2	1	4	2	3	4	3	5	5	7	7	7	9	12	2	0	1	2	2	1	1	5	4	9	8	9	9	13	1	1	1	1	1	1	1	1	1	1	1	1	2	1
35500	-72.016157213123279	-69.955149068062624	-2.061008145060657	0.000136870519139	0.000017766762406	0.129807079840225	0.849784264006937	1	0	4	3	3	2	3	8	5	7	6	7	9	12	2	0	4	1	2	1	2	11	5	9	5	9	9	13	1	1	1	1	2	1	1	1	1	1	1	2	1	2
36000	-70.234188176932037	-68.445079502514233	-1.789108674417804	0.000174469348848	0.000031261024451	0.179177744727627	0.847155080511828	2	1	4	3	2	3	3	4	6	7	6	8	8	10	2	0	1	2	2	2	2	5	4	11	8	9	9	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1
36500	-75.020877247985808	-72.418961087251461	-2.601916160734350	0.000084100710429	0.000006686915774	0.079510811976028	0.726853131467868	2	1	4	4	2	3	4	6	6	7	7	8	9	12	2	0	1	2	2	2	2	5	4	9	8	9	8	9	1	1	1	2	1	1	1	1	1	1	1	1	2	2
37000	-74.913971794614270	-73.208202690073080	-1.705769104541196	0.000213819888510	0.000043137850491	0.201748540752012	0.761658400629887	2	0	4	3	2	4	3	7	6	6	4	7	9	11	2	0	5	1	2	4	2	2	3	4	5	9	9	13	1	1	1	1	1	1	1	3	1	1	2	1	1	1
37500	-76.250541055240376	-73.505395467828777	-2.745145587411599	0.000172234382879	0.000012261414233	0.071190281685573	0.476512753707487	1	0	5	3	2	3	3	7	5	7	6	7	9	12	2	0	4	1	2	1	1	9	2	11	5	11	3	4	1	1	1	1	1	1	1	1	3	1	2	1	2	5
38000	-67.699068242607254	-65.201687781741725	-2.497380460865531	0.000152659247918	0.000013211784866	0.086544281109672	0.880187813900750	2	0	4	4	3	4	4	7	6	7	6	7	8	11	2	0	1	1	2	1	1	11	4	9	5	9	9	9	1	1	1	1	1	1	1	1	1	1	2	1	1	3
38500	-79.922339444773115	-77.169605796141227	-2.752733648631891	0.000142429189518	0.000010082017029	0.070786171455134	0.567432856674845	1	0	4	3	2	3	3	7	6	7	6	7	9	12	2	0	2	5	1	1	1	11	1	9	4	1	1	4	1	1	2	1	1	1	1	1	2	1	2	3	5	3
39000	-63.525335535248260	-61.864996170216891	-1.660339365031372	0.000154991689197	0.000033562893958	0.216546410533546	0.931962788945229	2	0	4	3	3	4	4	6	5	6	7	7	8	12	2	0	1	1	1	1	1	7	4	9	8	9	9	13	1	1	1	1	1	1	1	1	1	1	1	1	1	2
39500	-67.093552057229445	-65.729805817899447	-1.363746239329992	0.000139643309909	0.000072324444981	0.517922734918648	0.863257934964455	2	1	5	3	3	3	2	8	5	6	6	7	7	12	2	0	4	2	2	1	2	11	7	9	5	9	9	13	1	1	1	1	1	1	1	1	1	1	1	1	1	2
40000	-76.557898441595015	-74.177668324353817	-2.380230117241192	0.000167816374604	0.000016047292932	0.095624118742715	0.579240498853400	1	-1	5	4	1	3	3	7	6	7	7	8	8	13	2	0	1	1	2	1	1	9	3	3	2	9	9	11	1	1	2	2	1	1	1	1	1	1	3	1	1	2
40500	-69.945886433562151	-68.531450253547547	-1.414436180014611	0.000099346915279	0.000037593630913	0.378407631551959	0.937278002151556	2	1	4	4	2	3	3	7	6	4	4	7	8	11	2	0	1	1	2	2	1	11	4	1	5	9	9	12	1	1	1	1	1	1	1	2	1	1	1	1	1	2
41000	-81.438374037571890	-80.014317938911205	-1.424056098660684	0.000127774220362	0.000046677892511	0.365315416357979	0.584075611449396	2	1	5	3	3	4	4	7	7	5	6	8	7	12	2	0	2	1	1	4	1	10	1	1	4	8	1	9	1	1	2	1	1	1	1	1	2	1	1	1	2	2
41500	-77.214136041186194	-75.821694864303907	-1.392441176882290	0.000127392273618	0.000053010009876	0.416116365387436	0.670430412807983	2	1	4	3	2	3	4	7	6	6	4	6	7	10	2	0	4	1	2	2	2	10	4	4	5	1	9	12	1	1	1	1	1	1	1	1	1	2	1	2	1	2
42000	-75.460308851480121	-74.055417705966548	-1.404891145513581	0.000143149461396	0.000056279511923	0.393152103921060	0.808763265330906	2	1	4	3	2	3	4	7	5	6	6	8	8	11	2	0	4	1	2	1	2	11	4	7	5	9	9	12	1	1	1	1	1	1	3	1	1	1	2	2	1	1
42500	-74.334337476017978	-72.566076697690747	-1.768260778327226	0.000136191284599	0.000025108144060	0.184359404008864	0.765951159057009	2	1	4	4	3	3	3	8	6	7	6	7	9	13	2	0	1	1	2	1	2	4	1	9	3	9	9	13	1	1	2	1	1	1	1	2	2	1	1	1	2	3
43000	-68.807846183558098	-67.322447146776923	-1.485399036781170	0.000073770777965	0.000022523208113	0.305313414524891	0.821703466066549	2	0	4	3	2	3	4	7	5	6	6	7	9	11	2	0	1	2	2	1	5	9	4	9	4	9	12	13	2	1	1	1	1	1	1	1	1	1	1	1	1	1
43500	-66.114525626742960	-63.557083224933940	-2.557442401809016	0.000095058456472	0.000007832152161	0.082393007965479	0.933666830685688	2	0	4	3	3	3	3	7	5	7	5	6	9	12	2	0	4	1	1	2	1	11	4	9	5	9	9	13	1	1	1	1	1	1	1	1	1	1	1	1	2	2
44000	-70.116233293497245	-67.622033459574297	-2.494199833922945	0.000192326813308	0.000016688767222	0.086772961788134	0.797768270935178	2	1	4	3	3	4	4	7	6	6	5	8	9	11	2	0	2	2	2	4	1	11	1	4	5	10	4	9	1	1	1	1	1	1	1	1	2	2	1	1	2	2
44500	-70.711424925158241	-69.249940973997809	-1.461483951160439	0.000117674310274	0.000038266876116	0.325193120119095	0.769854848256464	2	1	5	4	3	4	4	7	3	6	5	7	8	12	2	0	4	1	2	1	1	11	1	9	5	9	9	13	1	1	1	1	1	1	1	1	1	2	1	2	2	1
45000	-70.655994078267042	-69.073450096516240	-1.582543981750799	0.000092534256034	0.000022935891258	0.247863788407566	0.700990461896123	2	1	4	3	3	4	4	7	5	6	7	7	9	13	2	0	4	2	2	1	2	5	4	9	5	9	10	13	1	1	1	1	1	1	1	2	1	1	2	1	3	2
