step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37
22000	-183.382491456830792	-181.733962986445079	-1.648528470385723	0.000062779940180	0.000013859244610	0.220759124170613	0.667336470349706	0	4	3	6	6	5	4	6	7	7	9	8	8	8	7	7	10	9	9	9	10	9	9	11	11	13	10	12	13	12	13	14	12	15	13	15	18	0	3	1	2	2	3	0	6	2	7	15	16	5	8	6	6	9	7	10	5	22	16	15	22	22	23	13	21	12	11	27	21	21	16	27	22	36	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	1	2	1	2	1	2	1	1	3	2	1	2	1	4	2	2	2
22500	-191.606677132480286	-190.153424695309553	-1.453252437170744	0.000072480623828	0.000024128783397	0.332899775446817	0.726348588471410	1	4	3	5	5	6	4	6	7	7	8	9	7	8	7	7	10	7	10	8	10	9	10	10	10	13	8	13	12	11	12	14	14	15	13	16	18	0	3	1	2	2	3	0	3	4	7	15	16	5	8	3	6	9	7	18	8	22	16	11	16	8	15	5	21	16	11	27	21	21	29	27	33	36	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	3	1	1
23000	-205.347563461202668	-203.948949209074669	-1.398614252128006	0.000088016709794	0.000035566869860	0.404092245016687	0.769010920452783	0	4	1	6	5	6	4	4	7	8	9	9	7	8	6	7	9	6	10	6	9	9	8	11	11	13	9	13	12	12	11	13	14	14	14	16	18	0	3	1	2	8	8	0	3	2	7	23	6	5	8	8	8	9	7	10	8	8	16	15	16	22	9	13	21	25	23	27	21	32	29	31	24	36	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	3	2	1	1	2	1	2	1	1	2	2	1
23500	-184.616013717333857	-183.144913495382752	-1.471100221951113	0.000054366754725	0.000055716089454	1.024819114842920	0.836267590065717	0	3	2	5	5	7	3	5	7	7	9	7	7	9	7	8	9	6	8	9	9	10	9	11	11	12	11	11	12	11	13	14	14	14	12	16	17	0	3	1	2	2	8	0	3	4	18	5	8	5	6	8	12	9	7	10	13	16	16	15	22	16	23	20	21	16	15	20	21	29	29	27	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1
24000	-164.205857856049590	-162.844950482063638	-1.360907373985949	0.000068257997580	0.000039493394652	0.578589997533043	0.946454978984602	0	4	2	5	6	6	5	5	7	7	8	7	7	8	7	8	9	8	8	10	10	9	9	10	11	10	11	12	13	10	12	14	15	14	14	16	17	0	1	1	2	2	8	0	3	4	7	15	6	5	6	8	12	9	10	10	13	16	16	15	16	22	15	13	21	24	15	27	28	32	16	31	32	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2
24500	-189.818854238435108	-188.457576537326702	-1.361277701108413	0.000068518806210	0.000037610803636	0.548912126698354	0.721739304116343	0	4	3	6	5	5	4	6	7	8	8	7	7	9	7	6	8	7	10	10	10	9	10	10	12	12	10	12	13	11	11	14	14	14	13	15	18	0	3	1	2	2	3	0	6	4	18	15	16	5	6	6	6	9	7	10	13	22	16	11	16	16	11	13	21	21	11	27	21	28	28	31	28	36	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	2	2	3	1	2	2	1	2	1	1	1	2	2
25000	-181.100674511491178	-179.590756036818874	-1.509918474672308	0.000064314847006	0.000018517671901	0.287922194688184	0.651793557231930	0	3	2	6	5	5	3	7	7	7	9	8	7	9	7	7	10	6	10	8	9	10	10	9	12	13	10	12	12	11	12	13	14	14	13	16	17	0	3	1	2	2	3	0	6	6	18	15	6	5	8	6	6	9	7	18	5	16	16	15	16	22	15	20	12	22	15	5	21	28	29	27	28	36	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	3	2	1	1	2	2	1
25500	-185.639974899268310	-184.233524960061033	-1.406449939207280	0.000071334686564	0.000027863485792	0.390602203979313	0.670715676289196	1	3	2	6	6	7	4	6	7	6	8	8	7	8	7	7	9	9	9	9	9	9	10	10	11	12	11	12	13	10	12	14	14	15	13	15	17	0	3	1	2	3	3	0	3	2	7	15	5	4	8	2	8	4	10	10	13	16	16	11	16	22	23	5	21	25	11	2	21	21	28	27	28	36	1	1	1	2	3	2	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	2	2	1	1	4	2	2	1	1	1	1
26000	-189.870087456529603	-188.230149252389708	-1.639938204139886	0.000057225684386	0.000012814569869	0.223930390808876	0.728392540562117	0	4	2	5	6	4	4	5	8	6	8	9	8	9	6	7	10	8	9	9	10	10	9	9	12	12	10	11	13	11	11	14	12	15	13	15	17	0	3	1	2	2	3	0	6	2	7	15	16	5	6	8	6	9	10	10	5	24	16	11	16	22	23	9	21	25	11	27	21	21	29	27	22	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1
26500	-203.223918806679848	-201.575232111668470	-1.648686695011377	0.000089520984845	0.000019757422764	0.220701579614798	0.758868207899640	-1	3	2	5	4	5	5	6	7	7	8	9	7	8	7	7	10	9	8	9	9	8	9	9	11	10	11	11	12	9	13	13	15	13	14	14	17	0	3	1	2	2	3	0	3	4	7	15	22	5	15	6	6	9	10	10	4	16	16	11	16	22	15	20	21	16	8	20	21	34	22	27	22	36	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	3	2
27000	-176.907303302960202	-175.511581747336379	-1.395721555623817	0.000059518755380	0.000024375905827	0.409549992631024	0.719138635263381	0	3	2	5	6	6	4	6	7	8	8	9	8	9	7	7	9	9	10	7	9	10	8	11	11	12	10	12	14	10	13	14	14	14	13	15	17	0	3	1	2	2	3	0	2	4	7	15	16	5	6	8	6	9	7	10	5	16	16	15	16	12	23	13	21	22	23	27	28	28	16	27	32	36	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	4	2	1	1
27500	-178.923676229673930	-177.349843152388871	-1.573833077285053	0.000054161871320	0.000013648325427	0.251991393480639	0.724025686386474	0	4	3	5	5	6	3	5	8	7	8	7	7	8	7	8	10	8	10	8	10	9	10	10	11	13	10	12	13	11	13	14	14	15	14	15	17	0	3	1	2	2	8	0	3	2	7	15	8	5	8	3	12	9	10	10	13	16	16	11	16	16	11	5	21	22	15	27	21	21	29	31	32	36	1	1	2	1	1	1	1	1	4	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	3	2	1	2	2	1	2	2	2	1	1	1
28000	-174.211712941221890	-172.773259707922278	-1.438453233299609	0.000047652280250	0.000016591997377	0.348188948990814	0.796999428247075	0	2	4	5	6	6	3	5	7	6	9	8	8	8	7	7	9	8	10	9	10	10	9	10	12	12	11	11	12	10	12	14	13	14	13	15	17	0	1	2	2	4	8	0	3	8	7	15	16	5	6	8	8	9	10	10	5	16	16	15	16	22	23	13	22	16	23	27	24	21	29	27	32	36	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	1
28500	-179.696439340143712	-178.181248617110811	-1.515190723032890	0.000072163262293	0.000020530301776	0.284497972006870	0.799203583573423	0	3	4	6	5	6	4	5	7	7	6	8	7	7	7	7	8	8	10	8	9	9	9	10	11	11	10	12	13	12	13	14	14	13	14	15	17	0	1	2	2	2	8	0	2	2	7	8	16	5	6	11	6	9	10	10	5	16	16	11	16	16	23	20	21	22	26	27	21	25	24	27	28	36	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	1	3	2	1
29000	-195.374647845285011	-194.011165997033430	-1.363481848251595	0.000072841672734	0.000037893928535	0.520223206206790	0.728778686448539	-1	2	3	5	6	6	4	5	7	7	6	8	8	9	8	7	9	8	9	9	9	9	9	10	11	12	11	11	13	10	13	13	12	15	14	15	18	0	1	2	3	4	8	0	3	4	7	8	16	5	8	11	6	9	7	10	5	16	11	15	12	12	15	13	16	16	15	27	21	16	24	27	21	36	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	2	1	2	3	1	1	2	2	3	2	2	1
29500	-182.466846545327826	-180.877942298023214	-1.588904247304626	0.000074685286193	0.000018293620284	0.244942762037795	0.698607953213270	1	3	4	5	6	7	4	6	7	7	9	8	8	9	8	7	10	9	8	8	10	10	10	10	10	13	10	12	12	12	13	14	14	14	12	16	16	0	1	2	2	4	8	0	3	2	7	15	16	5	13	8	8	9	10	10	5	16	16	15	16	16	6	13	24	16	23	27	21	21	22	27	32	32	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	3	1	1	2	1	2	2	2	2	1	1	1
30000	-191.153568238632317	-189.752103627023530	-1.401464611608786	0.000054416369826	0.000021711177003	0.398982458272735	0.676494706361172	0	2	3	5	5	7	4	5	6	7	9	8	7	9	7	6	10	8	10	9	9	10	8	11	12	11	10	13	12	11	12	13	15	15	13	15	18	0	1	2	3	3	8	0	3	2	7	23	16	5	6	2	2	9	7	10	13	12	12	15	12	24	15	20	21	22	23	27	21	32	24	27	22	36	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	3	2	1	1	1	1	1	2	1	2	1	2	1	2	1	2	2	2	2	3	1
30500	-171.306247887642968	-169.792790613874331	-1.513457273768628	0.000093247924811	0.000026632797533	0.285612763897022	0.727309367668795	0	2	4	3	5	7	4	6	8	8	8	7	7	8	7	8	10	9	10	9	9	10	9	10	12	12	10	13	13	12	13	14	14	14	13	16	18	0	1	2	2	4	8	0	3	2	7	15	8	5	6	8	12	9	10	18	13	16	16	11	16	22	11	5	21	22	23	27	21	28	22	20	28	36	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	1	1
31000	-175.728644580740308	-174.329586425609449	-1.399058155130847	0.000063227853367	0.000025498513791	0.403279764115566	0.792562439764186	-1	3	2	4	5	5	5	7	7	7	7	9	7	8	8	7	9	8	8	10	9	9	9	9	11	12	11	12	13	12	12	14	14	15	13	16	18	0	3	1	2	2	3	0	6	2	7	6	16	5	6	11	6	9	10	10	5	16	16	11	16	22	15	13	21	22	23	27	21	28	32	31	32	29	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	2
31500	-181.451646068670243	-180.065777972715551	-1.385868095954678	0.000074533768959	0.000032105988248	0.430757610895549	0.831324549484398	0	2	3	4	5	5	5	7	6	7	7	9	6	8	6	7	9	9	9	8	10	10	9	11	12	12	10	13	13	11	11	13	15	14	14	15	17	0	1	2	3	4	2	0	6	4	7	15	16	5	8	6	6	9	10	10	5	16	16	15	16	24	15	20	21	24	23	20	21	32	32	27	28	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2	2	1	1	2	1	2
32000	-170.719076376408765	-169.228899064308024	-1.490177312100736	0.000075379354792	0.000022743130833	0.301715647423040	0.839156263376913	0	3	4	6	6	6	5	6	7	7	8	8	7	8	7	7	9	9	9	8	10	9	9	9	11	12	9	12	13	11	13	14	13	14	13	16	15	0	1	2	3	3	3	0	3	4	7	15	16	5	6	6	8	9	10	10	13	22	16	15	16	22	11	5	21	22	23	27	28	28	16	27	37	29	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1
32500	-172.793481431006967	-171.012597098530279	-1.780884332476687	0.000075332232119	0.000013649363795	0.181188893660258	0.845529460767841	0	2	3	5	6	7	5	5	7	8	8	8	8	7	7	7	9	7	9	9	10	9	9	10	12	11	9	13	12	11	12	14	15	15	14	15	17	0	1	2	3	2	8	0	3	4	18	15	16	5	8	8	8	4	7	18	5	12	16	15	22	16	11	5	21	22	23	27	21	28	29	27	28	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1
33000	-197.617491819923828	-195.908729176400158	-1.708762643523678	0.000067202628453	0.000013497219890	0.200843630678425	0.648286574212823	-2	2	3	4	4	7	4	5	6	8	8	9	8	8	7	7	8	7	9	10	10	9	10	11	9	12	11	13	14	11	12	13	14	14	14	15	17	0	1	2	2	2	3	0	3	2	18	15	16	5	8	3	8	2	7	10	5	16	16	11	22	16	11	5	21	24	23	13	21	28	32	27	28	36	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	1	3	2	1	2	1	1	1	2	1	2	4	2	2	1	2	2	1	1	2	1	1
33500	-181.466581952728518	-179.967778666558189	-1.498803286170333	0.000095657725011	0.000028265690055	0.295487793082867	0.641250231896906	0	2	3	6	5	5	5	6	7	7	8	8	7	9	7	7	10	7	9	9	9	9	9	9	11	12	10	13	13	11	12	14	14	14	11	15	17	0	1	2	2	2	3	0	6	2	7	4	16	5	6	5	8	9	7	18	13	16	16	11	9	22	23	5	21	25	11	4	24	22	22	20	28	28	1	1	1	2	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	3	3	2	2	1	1	2
34000	-196.946776315229044	-195.494348520117484	-1.452427795111574	0.000112134253392	0.000037419277303	0.333700686195757	0.821825829595652	-1	2	3	4	5	6	4	5	8	6	7	9	8	9	8	7	10	8	9	9	9	9	9	11	10	12	10	13	13	12	13	13	14	14	13	15	18	0	1	2	2	4	8	0	3	4	7	8	9	5	8	11	6	9	10	18	5	16	16	8	16	16	15	5	21	22	11	4	21	28	28	20	21	36	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	3	2	2	2	4	2	1	1	2	2	2
34500	-180.895323885368413	-179.508130087908654	-1.387193797459757	0.000051232782128	0.000038896309749	0.759207447520124	0.696220470225832	0	3	4	6	5	5	3	6	7	7	8	9	7	8	7	7	8	8	8	9	9	9	9	10	11	13	10	12	12	10	12	13	14	14	13	15	17	0	1	2	2	2	3	0	6	4	7	15	16	5	8	6	6	9	10	10	13	16	16	15	16	22	11	20	21	16	11	27	21	24	29	5	28	32	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	1	4	2	2
35000	-183.612218106650118	-182.244709273023716	-1.367508833626405	0.000057580083523	0.000028395482456	0.493147642697678	0.795954336983174	0	2	4	3	4	5	4	7	7	6	8	8	8	8	7	7	9	9	8	10	9	9	9	11	11	12	9	12	12	11	11	14	13	11	14	15	16	0	1	2	2	2	3	0	6	4	7	15	16	5	8	6	6	9	10	10	5	16	16	11	22	22	11	13	21	22	15	27	29	21	21	31	29	36	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	2	1	2	1	2	2	1
35500	-182.560726597500832	-181.152861034248218	-1.407865563252612	0.000063549867765	0.000024678827843	0.388337988912094	0.740212307138376	0	2	3	5	4	7	4	5	7	8	8	9	7	9	6	7	9	7	10	9	9	9	10	11	11	12	9	12	13	12	13	14	14	15	13	15	17	0	1	2	1	2	8	0	3	4	18	15	16	5	4	4	8	9	7	10	13	16	16	11	16	16	11	4	21	16	11	20	28	28	24	27	24	36	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	2	2	1	1	2	3	1	1
36000	-170.689097159188208	-169.061975147697382	-1.627122011490838	0.000071811256465	0.000016433392255	0.228841452775168	0.815457901740120	0	2	4	4	6	5	3	7	8	7	7	8	7	9	8	7	10	9	9	10	10	9	9	11	10	12	10	12	13	10	12	14	13	15	12	15	18	0	1	2	2	4	3	0	6	2	7	5	16	5	8	11	6	9	10	10	13	16	16	15	22	16	11	5	21	24	15	27	21	21	29	27	28	36	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1
36500	-196.147520012879426	-194.785243732741236	-1.362276280138191	0.000077015550303	0.000041030991002	0.532762420583338	0.717499675425593	0	2	4	5	6	5	4	6	7	6	9	8	4	9	7	7	9	8	10	9	9	9	10	11	11	12	10	12	12	11	12	13	14	15	13	15	18	0	1	2	2	13	3	0	6	2	7	15	8	2	16	8	6	9	10	18	13	16	16	11	22	21	11	5	21	16	23	27	20	28	32	20	32	28	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2
37000	-187.124644263186838	-185.703720617426001	-1.420923645760824	0.000051127321495	0.000018887041508	0.369411910424629	0.751169856014159	1	2	3	5	6	6	3	5	7	8	9	9	7	7	7	8	9	7	9	10	9	10	10	11	11	11	9	12	13	11	13	14	14	15	13	16	17	0	1	2	2	2	8	0	3	4	18	15	16	5	8	6	8	9	7	18	5	16	16	15	16	21	15	13	21	22	11	27	21	24	22	20	34	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	1	2	1	2	2	1	2	2	1	3	2	1	1
37500	-186.788923801046394	-185.379901379180637	-1.409022421865752	0.000060651624967	0.000023443211477	0.386522397216898	0.647838044272269	0	4	2	5	5	7	5	4	8	7	9	8	7	8	6	8	10	7	8	9	9	10	9	10	12	13	9	13	13	11	12	13	12	13	14	15	17	0	3	1	2	2	8	0	3	2	7	15	6	5	8	8	6	9	7	18	5	16	16	15	16	22	23	5	21	16	11	27	21	22	16	13	32	36	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	1	2	2	1	2	3	1	1
38000	-188.472575139541419	-187.109603862621071	-1.362971276920338	0.000061838259024	0.000032468180457	0.525050041346205	0.621406948023103	0	3	2	5	6	6	5	4	8	7	9	8	7	8	8	7	9	9	10	9	9	9	9	10	11	13	10	12	12	11	12	15	14	14	13	15	17	0	3	1	2	4	8	0	3	4	7	16	16	5	8	8	8	5	10	10	13	16	16	6	21	22	11	5	21	14	11	27	21	29	28	20	29	36	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	2	1	2
38500	-181.800426581610310	-180.168473458487085	-1.631953123123238	0.000063825973385	0.000014486202000	0.226964059178373	0.811110465918500	1	4	3	6	6	5	4	6	7	6	9	7	8	9	7	8	9	8	9	8	9	9	10	9	11	12	9	11	13	11	12	14	14	14	13	15	17	0	3	1	2	2	3	0	6	2	7	15	6	4	6	6	12	9	10	10	5	16	16	11	16	16	23	20	21	16	15	27	21	28	29	31	28	36	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1
39000	-188.094256127201220	-186.704913396030435	-1.389342731170795	0.000056140986847	0.000023733249614	0.422743719822079	0.697655087712701	0	4	2	6	6	4	4	5	6	7	8	6	7	8	6	7	9	8	8	9	9	9	10	10	11	12	10	12	13	11	12	13	15	15	13	15	18	0	3	1	2	2	3	0	6	2	7	15	6	5	8	6	12	9	7	10	5	16	16	15	22	22	23	5	21	12	11	5	21	21	32	27	32	29	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	3	2	3	2	4	1	2	1	2
39500	-179.609181576385652	-177.997453211933077	-1.611728364452561	0.000049162359779	0.000011555503449	0.235047778440144	0.805413605024384	-1	3	2	6	4	5	4	6	7	6	8	8	7	8	7	7	10	9	9	9	10	9	9	10	11	11	9	12	12	12	11	13	14	15	13	14	17	0	3	1	2	2	3	0	6	4	7	15	16	5	6	8	6	13	10	10	8	16	16	15	22	22	11	5	21	22	26	27	21	32	29	31	28	36	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1
40000	-189.806899183292558	-188.366152861405027	-1.440746321887524	0.000039999094192	0.000037565599645	0.939161258628469	0.817294374096651	-1	2	3	5	6	7	4	5	6	8	9	8	7	9	7	7	9	9	10	10	10	9	8	11	12	12	10	11	14	11	12	14	13	14	13	15	17	0	1	2	2	4	8	0	3	4	7	23	16	5	6	8	8	9	10	10	13	22	16	15	22	16	23	5	21	22	11	20	28	24	25	31	28	36	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	3	2	2	1	2	2	1	2	1	1	1	2	1
40500	-167.432202779624504	-165.925813841904443	-1.506388937720064	0.000063374246979	0.000018395768301	0.290271982356054	0.848789993988527	1	2	3	4	5	7	3	5	6	7	9	8	7	8	7	7	8	6	9	8	9	9	10	10	11	12	11	12	10	11	10	14	14	14	13	15	16	0	1	2	2	2	8	0	3	4	18	15	16	5	8	8	8	9	7	10	5	16	16	11	22	22	23	31	29	16	15	20	28	28	28	27	28	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1
41000	-188.252255238745647	-186.842078496622491	-1.410176742123169	0.000051149110943	0.000043160719286	0.843821495433765	0.718788321097226	0	2	3	5	5	6	4	4	7	6	8	8	7	9	7	7	9	7	9	9	10	9	9	10	11	13	9	12	13	10	13	13	14	14	12	15	17	0	1	2	2	2	8	0	3	2	7	8	8	5	9	8	5	9	10	18	4	16	16	15	12	22	3	13	21	22	15	27	25	28	29	27	32	36	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	2	2	1	1	1	1	4	1	2	2	2	2	1	1	1	2	1	1
41500	-209.307882395601922	-207.931504180611711	-1.376378214990206	0.000072344048590	0.000033066501125	0.457072859053070	0.767194446185645	0	2	3	5	5	5	5	6	7	7	8	9	7	8	7	8	8	8	9	9	9	10	10	11	11	11	11	10	13	11	12	15	14	14	14	15	18	0	1	2	2	1	3	0	6	5	7	8	16	4	3	6	8	4	10	18	9	16	16	15	21	14	15	13	21	16	23	27	28	28	24	27	28	36	1	2	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1
42000	-164.472329422272537	-163.108807975352789	-1.363521446919737	0.000047286408446	0.000029529732699	0.624486690144957	0.721517933639967	1	4	3	5	5	5	4	7	7	7	8	8	7	8	6	7	10	8	10	10	10	9	9	11	11	11	11	13	13	10	13	14	14	15	14	15	17	0	3	1	2	2	3	0	6	2	7	15	16	5	8	6	6	9	10	18	13	22	16	15	22	22	15	13	21	24	15	27	21	28	29	31	32	36	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	1	1	1
42500	-195.550029557742306	-193.818385007425320	-1.731644550316982	0.000089041464522	0.000017290056256	0.194179827892077	0.782577507348544	1	4	2	3	6	4	4	6	7	7	8	9	5	7	6	8	9	8	10	9	10	10	10	10	11	12	11	12	12	12	10	14	15	15	14	15	17	0	4	1	3	13	3	0	6	4	7	15	16	2	6	6	8	9	10	18	13	16	16	15	16	22	15	13	21	22	23	20	21	32	29	20	25	32	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	2	3	2	3
43000	-208.131551395089247	-206.759316386878368	-1.372235008210891	0.000066146177893	0.000031205583804	0.471766998460812	0.725908603555800	1	4	3	2	5	5	4	6	6	7	7	9	7	7	8	7	9	8	9	9	9	9	9	11	11	12	11	12	12	10	13	12	15	14	14	14	16	0	4	4	1	4	2	0	3	4	7	6	16	5	8	8	8	9	7	10	13	16	16	15	22	16	15	5	21	22	23	4	16	32	26	27	29	36	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	3	1	2	1	5	3	3	1	1	1	1
43500	-190.341159904641074	-188.827008068461112	-1.514151836179953	0.000072736703376	0.000020741947941	0.285164806466764	0.687928907832977	0	3	3	2	5	7	4	5	7	8	9	9	7	9	7	7	9	9	9	8	10	9	8	10	11	12	10	12	12	11	12	14	15	14	12	15	18	0	4	4	1	1	8	0	3	8	7	15	16	5	6	8	8	9	7	10	13	16	16	15	22	16	23	13	21	22	23	27	21	21	29	27	28	33	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	2	1	1	2	2	1	1	2	1
44000	-191.217178123699142	-189.854045104058514	-1.363133019640624	0.000064454817203	0.000033739461351	0.523459111593791	0.748277707845784	0	3	4	2	5	5	3	6	7	5	8	8	8	7	6	7	9	9	9	8	9	10	10	10	11	11	10	11	13	12	11	11	13	15	13	14	17	0	4	4	1	2	3	0	6	2	7	15	16	5	6	6	8	20	10	10	5	16	16	11	12	16	23	20	21	28	23	13	21	21	22	27	32	36	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	3	2	2	2
44500	-175.031735412553871	-173.550213574968240	-1.481521837585626	0.000096337133375	0.000029702285355	0.308316059602380	0.777958677479513	1	3	4	4	5	7	3	5	7	7	7	8	6	7	6	7	9	7	8	9	10	8	9	10	11	12	10	12	13	11	12	14	14	12	12	15	17	0	1	2	2	2	8	0	3	2	7	15	16	5	8	8	8	9	7	18	13	22	16	11	22	16	15	20	21	22	23	27	29	28	24	13	29	36	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	2	1	1	1	1	1	3	1	1
