step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18
33000	-159.421833515080692	-157.487947820574732	-1.933885694505965	0.000164465895710	0.000024581601626	0.149463215578575	0.326125581415846	0	6	9	15	15	17	19	19	18	20	21	21	23	22	23	26	38	41	0	1	1	2	2	4	5	5	4	7	1	6	14	12	12	9	11	11	1	3	4	6	5	1	2	2	2	1	11	2	1	1	2	4	9	8
33500	-176.439702572269113	-174.711009233629426	-1.728693338639694	0.000452785395173	0.000088299983399	0.195015087367920	0.273145022320963	0	5	9	15	15	17	18	19	18	19	21	21	23	23	24	27	38	42	0	1	2	1	2	5	6	7	6	7	6	6	2	11	11	9	16	16	1	3	1	8	4	1	1	1	1	1	2	2	10	1	2	5	3	8
34000	-154.408776392835364	-152.881793730225695	-1.526982662609673	0.000199287338553	0.000055239489665	0.277185144156009	0.365480173650920	1	5	9	15	16	17	19	18	15	19	21	22	23	21	24	27	38	42	0	1	2	3	4	4	8	5	2	5	9	6	2	6	6	11	13	13	1	2	3	4	1	1	1	1	4	1	3	3	8	2	3	2	7	10
34500	-173.942348930026810	-172.281674401824148	-1.660674528202670	0.000354642038083	0.000076754912396	0.216429255851647	0.331149635868105	1	5	9	15	15	17	18	19	18	20	21	20	21	23	24	26	37	42	0	1	2	1	2	2	6	7	6	7	5	9	12	12	11	14	11	11	1	1	2	7	5	6	1	1	1	1	4	1	1	1	2	2	7	12
35000	-171.387572825304460	-169.991991259724841	-1.395581565579633	0.000255932105171	0.000104886519342	0.409821656693323	0.226761756606317	0	5	10	15	15	17	20	19	19	20	18	20	22	23	25	25	39	41	0	1	2	3	2	2	8	6	2	8	3	2	11	11	9	14	12	9	1	2	2	3	4	6	1	1	5	1	4	9	3	3	3	1	8	12
35500	-164.512894012767219	-162.641868270320231	-1.871025742446991	0.000275926092427	0.000044476246798	0.161188985090543	0.241366689888450	0	5	10	14	16	18	20	16	19	20	22	20	22	23	25	26	38	41	0	1	1	1	3	3	8	4	6	5	9	2	9	9	14	11	4	4	1	2	6	7	4	4	3	1	1	1	2	8	1	2	1	3	11	11
36000	-174.245154247840929	-172.645715753623108	-1.599438494217809	0.000212808407934	0.000051130688128	0.240266296918899	0.343419226808270	1	6	9	14	15	17	19	19	18	19	21	19	23	23	22	27	38	41	0	1	1	1	2	2	5	4	3	5	6	6	12	12	12	3	4	16	1	2	4	6	3	6	2	4	4	2	2	1	2	1	1	8	10	6
36500	-163.974724973497160	-162.299623486333843	-1.675101487163309	0.000259471957305	0.000054879679391	0.211505243035699	0.239974204711146	1	6	9	14	14	18	18	20	18	17	22	21	23	24	24	26	39	41	0	1	2	1	2	4	10	7	2	5	6	6	12	6	13	11	9	4	1	2	1	5	3	2	1	1	5	1	2	1	1	3	1	2	12	9
37000	-186.325760746626770	-184.711328398571283	-1.614432348055480	0.000248248061033	0.000058073145138	0.233931918324052	0.239658855229027	-1	5	8	16	15	17	19	20	17	18	21	22	20	23	25	27	37	40	0	1	2	3	2	2	10	10	1	4	2	13	4	13	14	13	4	2	1	4	1	3	5	6	1	1	6	1	9	1	2	2	2	4	10	19
37500	-179.584014773126171	-177.848844501452675	-1.735170271673501	0.000402318788156	0.000077724357640	0.193190971756376	0.192616016022045	0	5	10	15	15	17	19	20	18	19	22	22	22	24	22	26	37	40	0	1	1	1	2	2	6	6	1	3	1	10	10	5	2	1	15	6	1	3	7	7	4	5	1	2	9	6	11	2	2	3	6	14	8	12
38000	-175.381581008723856	-173.655473987044473	-1.726107021679380	0.000145595097414	0.000028500648293	0.195752802113993	0.336834953828759	-1	6	9	14	15	18	19	19	16	18	21	21	21	23	24	25	39	39	0	1	2	2	2	4	5	5	2	5	2	6	9	9	14	9	11	11	1	3	2	4	7	2	2	2	4	1	8	1	2	2	1	6	8	9
38500	-168.688378115763584	-167.196757345762364	-1.491620770001223	0.000306978734105	0.000092293206386	0.300650162804449	0.433059662225466	0	5	8	15	16	16	19	17	17	20	22	21	23	21	24	26	38	41	0	1	2	3	4	2	5	5	3	8	12	9	12	4	13	11	4	14	1	1	1	3	1	4	1	1	4	1	1	2	1	3	1	2	10	9
39000	-198.693188598579553	-197.218074977056034	-1.475113621523513	0.000251796583611	0.000078926589281	0.313453773477243	0.188854977171060	0	5	9	16	13	18	20	19	17	18	22	21	22	24	24	27	37	39	0	1	2	3	2	2	10	6	5	4	9	2	9	11	3	9	12	2	1	4	1	4	5	6	2	1	3	1	3	9	2	1	7	4	8	18
39500	-162.736881203319939	-161.316633435201311	-1.420247768118628	0.000228103125999	0.000084470195870	0.370315818777597	0.364886833445292	0	5	9	16	14	17	18	19	17	20	21	21	22	23	25	27	37	40	0	1	1	3	2	2	5	7	2	8	4	4	11	13	13	12	9	6	1	3	4	3	4	6	2	1	5	1	2	3	1	1	2	4	9	11
40000	-175.115108034339755	-173.599337791618893	-1.515770242720850	0.000252785485149	0.000071823344227	0.284127643580078	0.303125771245845	0	5	9	16	15	18	19	19	17	18	19	21	22	21	23	26	39	40	0	1	2	2	3	4	4	10	3	5	9	6	6	6	12	11	4	9	1	3	2	5	3	1	1	1	4	2	1	1	1	2	2	3	12	14
40500	-145.208971552201604	-143.506180562509854	-1.702790989691760	0.000240780126785	0.000048795721587	0.202656765066930	0.339706063507965	1	5	10	14	15	16	20	18	18	18	21	22	22	21	24	26	37	41	0	1	2	1	4	4	10	5	6	5	9	14	9	9	12	13	4	4	1	2	3	7	1	1	1	2	1	2	1	1	3	2	1	2	11	11
41000	-175.885109637289275	-174.087997356321551	-1.797112280967719	0.000242875424214	0.000043052137869	0.177260165407250	0.310833398191600	-1	6	9	16	15	16	20	20	15	19	22	21	22	22	25	25	39	41	0	1	2	1	2	2	10	10	2	4	9	9	9	9	12	14	11	9	1	4	2	7	4	5	1	1	4	2	4	2	2	3	2	1	7	11
41500	-144.730131140090464	-143.251215179229490	-1.478915960860971	0.000230363669042	0.000071499864694	0.310378216283995	0.354975492880136	-1	6	10	16	14	18	20	18	19	19	21	21	21	24	24	26	39	41	0	1	1	3	3	4	8	5	6	8	9	6	6	2	13	11	14	3	1	4	5	3	2	1	1	1	1	1	1	2	2	7	2	2	7	16
42000	-158.671837974660093	-156.766894225750946	-1.904943748909158	0.000330822017717	0.000051167585153	0.154668016072035	0.221168440641957	0	6	10	15	14	18	19	19	17	18	22	19	22	23	24	26	37	41	0	1	1	5	2	9	10	3	4	5	9	6	6	4	11	4	8	16	1	2	6	1	3	1	1	6	1	2	2	1	2	4	1	6	10	9
42500	-167.055891664135999	-165.453968176940094	-1.601923487195906	0.000171374833414	0.000040991341666	0.239191139386171	0.185786181489582	0	6	9	15	15	18	19	20	18	19	19	22	23	20	24	26	39	40	0	1	2	1	2	2	5	10	3	5	3	14	14	9	13	9	4	4	1	3	3	8	5	6	2	1	5	2	7	1	2	1	1	3	13	13
43000	-168.522613340135905	-166.318929092542589	-2.203684247593321	0.000434213426891	0.000048818176955	0.112428989828048	0.442713969080720	0	6	10	15	15	17	17	19	18	20	21	21	22	24	24	27	38	41	0	1	2	1	2	5	4	4	5	7	9	6	6	9	13	11	16	11	1	2	2	7	3	1	1	2	1	2	2	3	1	2	1	3	5	9
43500	-170.414662797849530	-168.444552132314925	-1.970110665534601	0.000282544635059	0.000040507335464	0.143366146220408	0.267409949251748	-1	5	8	15	15	14	19	19	16	20	20	21	23	23	25	25	38	42	0	1	1	1	6	1	5	5	3	5	3	9	12	12	14	14	4	4	1	3	5	5	1	8	2	2	4	3	6	2	1	1	2	1	10	13
44000	-162.183509877593821	-160.675983586335377	-1.507526291258454	0.000296700726141	0.000085897713953	0.289509618226769	0.230738842605141	1	6	9	14	15	17	20	19	17	18	21	21	22	22	24	26	38	41	0	1	1	1	3	5	8	10	1	4	6	3	6	3	13	13	12	12	1	2	4	6	4	1	1	1	6	2	1	7	3	6	1	3	6	9
44500	-182.358473843862214	-180.701754241848505	-1.656719602013715	0.000426142087714	0.000092822250966	0.217819956399746	0.282818018211755	0	5	7	15	14	16	19	20	16	19	20	22	23	21	23	26	38	42	0	1	1	1	3	3	6	2	3	2	5	14	11	10	10	13	13	16	1	2	3	8	4	5	1	8	4	6	2	1	3	1	2	2	7	9
45000	-183.107041296816874	-181.203844908646403	-1.903196388170480	0.000334852550369	0.000051899620178	0.154992458980253	0.456466692305890	1	5	8	15	15	17	19	19	18	18	22	21	21	24	23	27	38	41	0	1	2	1	2	2	5	10	6	5	5	9	9	9	2	13	16	16	1	3	2	6	4	6	3	1	1	1	3	2	2	2	6	4	5	7
45500	-180.602484307215775	-179.081968126674724	-1.520516180541048	0.000304185130830	0.000085518105908	0.281138350432265	0.256975285073412	0	6	10	15	14	16	20	19	16	18	21	20	23	23	25	25	39	41	0	1	2	1	3	2	8	5	5	5	9	4	11	9	2	14	15	15	1	2	2	6	2	5	1	2	1	2	3	1	1	3	9	1	7	9
46000	-183.000983540616659	-181.429030342986636	-1.571953197630024	0.000198412342566	0.000050178934174	0.252902281806896	0.229938786062659	1	6	9	15	14	17	19	19	18	19	22	21	21	24	25	24	39	41	0	1	2	1	2	3	5	4	2	5	12	9	4	12	13	11	4	9	1	3	1	5	3	4	3	2	6	2	1	3	4	2	3	1	13	12
46500	-167.260565683362501	-165.430038525734062	-1.830527157628428	0.000275553392644	0.000046747213377	0.169648476935761	0.309970210304766	-1	6	9	15	15	17	17	19	18	19	20	22	22	24	24	26	39	40	0	1	2	1	2	2	4	7	3	7	9	9	9	13	13	14	2	9	1	4	2	7	4	6	1	1	4	1	1	2	2	1	1	1	15	8
47000	-169.511336802034265	-168.028467189509968	-1.482869612524290	0.000245302783761	0.000075372605642	0.307263556028849	0.280815691652086	-1	6	10	15	16	18	20	20	17	19	20	20	23	22	24	25	39	41	0	1	2	3	2	3	10	10	2	5	3	4	11	12	11	6	9	9	1	3	2	2	5	5	1	1	6	1	4	3	2	1	3	3	11	12
47500	-168.482629320808911	-166.953998101750841	-1.528631219058070	0.000247288390779	0.000068300677028	0.276198477465625	0.296614096808265	1	6	9	14	16	18	20	18	16	19	21	22	22	23	24	26	38	42	0	1	1	1	4	9	5	4	2	5	1	6	6	12	2	9	15	15	1	2	5	7	1	1	3	2	6	1	12	2	2	1	8	7	5	9
48000	-181.659618330786003	-180.044884260249631	-1.614734070536377	0.000228032563987	0.000053315861283	0.233808103329748	0.244963466060410	0	6	9	15	15	14	20	19	19	18	21	21	21	23	23	26	38	42	0	1	2	1	2	2	4	10	2	4	6	2	2	11	2	2	15	16	1	2	2	10	4	4	3	1	7	2	3	6	6	1	10	10	8	7
48500	-170.345909771376313	-168.909559685061083	-1.436350086315233	0.000328176238866	0.000115037584029	0.350535993789911	0.244923451907152	0	5	8	15	15	17	19	19	18	20	20	21	23	23	25	27	38	41	0	1	2	3	2	2	6	4	3	7	5	2	5	11	2	2	9	13	1	3	2	3	5	5	1	3	4	1	2	8	5	1	11	12	9	9
49000	-169.793350627371524	-168.254179649595443	-1.539170977776091	0.000291117518071	0.000078625469622	0.270081546939133	0.299333592526062	1	6	7	14	15	17	18	20	19	19	21	20	21	23	25	23	39	41	0	1	1	1	4	3	5	10	3	7	1	9	2	12	2	2	15	13	1	2	3	7	1	5	2	1	6	1	9	1	7	1	10	10	6	9
49500	-172.637649753803942	-171.125804425048329	-1.511845328755619	0.000383442270825	0.000109917201540	0.286659061620173	0.260118549723840	0	3	10	15	15	18	20	18	17	19	21	22	23	24	25	24	37	41	0	1	1	3	3	3	8	9	3	8	3	4	3	3	3	12	4	9	1	2	3	3	3	4	1	1	3	1	6	3	6	9	8	1	11	11
50000	-174.120161361688218	-172.322895578413181	-1.797265783275036	0.000314156654850	0.000055676023875	0.177223760868972	0.246713052410116	1	6	9	15	16	18	20	20	17	19	21	20	21	22	25	27	39	42	0	1	1	1	3	5	10	4	3	4	5	5	3	2	3	5	16	15	1	3	4	6	5	1	1	3	5	2	1	2	5	8	9	5	7	8
50500	-187.032266786588565	-185.472444608663352	-1.559822177925210	0.000228650816803	0.000059212054034	0.258962792532842	0.196372772605516	0	5	10	16	16	16	20	20	19	19	22	21	21	23	24	25	38	42	0	1	1	3	3	3	5	5	3	2	5	2	3	2	3	4	14	12	1	3	6	2	3	4	2	2	6	4	3	8	7	8	6	5	8	11
51000	-160.194106172214646	-158.552710681204786	-1.641395491009872	0.000262349346262	0.000058605117377	0.223385795361990	0.287776522610220	0	6	9	15	15	17	20	19	19	17	20	21	23	23	22	26	38	40	0	1	1	3	2	4	8	10	4	5	6	6	4	6	6	4	4	4	1	4	5	3	4	1	1	1	2	1	2	3	4	3	3	6	11	11
51500	-176.152513808419002	-174.607433705789191	-1.545080102629797	0.000237176540457	0.000063276013950	0.266788670698766	0.310705804463900	0	6	9	15	15	16	17	19	18	17	21	20	23	24	24	25	38	39	0	1	2	1	2	2	4	4	2	4	12	4	12	12	9	11	4	9	1	2	1	8	5	5	2	3	6	1	1	3	2	2	3	2	11	9
52000	-155.988812662700667	-154.199591775023862	-1.789220887676817	0.000341258205475	0.000061136609829	0.179150592858199	0.196256665723671	0	6	10	14	16	16	20	18	19	20	21	20	21	22	25	25	38	41	0	1	2	3	4	4	8	5	3	5	3	6	12	6	14	3	9	11	1	3	3	2	1	1	1	1	5	2	5	2	1	2	1	6	10	12
52500	-166.414406043141213	-164.837960524848995	-1.576445518292227	0.000332118572830	0.000083274611802	0.250737593782741	0.341516549728685	0	5	9	14	16	17	20	19	19	19	21	22	21	23	24	24	38	42	0	1	2	3	3	2	6	6	5	5	9	13	9	13	12	9	5	6	1	3	2	3	5	6	2	1	2	2	1	1	1	1	2	2	10	12
53000	-182.833060392171632	-181.227296201294962	-1.605764190876657	0.000242062529190	0.000057501861714	0.237549619539398	0.315320639152873	-1	5	10	13	15	17	20	19	17	18	22	22	23	22	24	25	39	41	0	1	1	2	4	2	10	4	3	5	2	4	14	9	13	3	3	12	1	2	5	4	1	7	2	4	3	2	12	7	1	2	1	8	16	10
53500	-163.090002627132435	-161.541384897164164	-1.548617729968263	0.000199181237105	0.000052755432637	0.264861456848303	0.236700673547596	0	5	8	15	15	17	20	17	18	19	21	20	23	24	24	25	37	41	0	1	1	3	3	2	5	5	3	8	3	9	2	12	9	2	13	16	1	2	5	4	3	7	2	1	6	1	8	1	10	3	3	8	8	7
54000	-167.013769945220218	-165.414046472186811	-1.599723473033402	0.000257017898447	0.000061720912764	0.240142469209009	0.269175601647699	0	6	10	16	15	16	19	20	19	17	22	21	22	24	24	26	38	41	0	1	2	3	3	2	10	10	3	5	3	2	4	3	13	3	16	4	1	3	3	3	2	6	2	2	3	1	5	7	3	6	1	9	5	12
54500	-175.711819264640582	-174.128657850344723	-1.583161414295859	0.000260689960573	0.000064540805998	0.247576875825754	0.292556461634556	-2	6	10	15	15	16	17	19	18	20	21	21	22	23	24	27	35	41	0	1	2	3	2	5	4	4	6	7	9	2	11	6	6	2	12	16	1	4	2	3	6	1	1	2	1	2	1	6	1	4	4	11	5	6
55000	-159.192450364404607	-157.583900986531233	-1.608549377873369	0.000164627865924	0.000038913788162	0.236374248938050	0.213954490348693	0	6	9	15	16	17	18	19	18	20	20	19	22	24	25	26	39	41	0	1	1	3	2	2	5	7	2	8	2	4	9	4	13	2	16	11	1	4	4	3	4	6	1	1	6	1	8	2	3	5	1	10	6	11
55500	-173.125522297313097	-171.402422501394597	-1.723099795918492	0.000282443733063	0.000055533351819	0.196617397796241	0.255967219215609	1	6	9	16	15	17	18	19	17	19	20	22	22	23	24	26	37	41	0	1	2	1	3	2	5	7	2	7	6	6	11	13	13	2	9	9	1	2	1	8	3	3	1	1	6	1	2	3	1	1	1	10	10	10
56000	-169.465902831450279	-167.912734258250623	-1.553168573199651	0.000181884174655	0.000047731662012	0.262428889719692	0.166749476785879	-1	6	10	15	14	16	18	19	16	20	21	21	20	23	25	27	39	41	0	1	2	1	2	2	4	7	3	5	13	9	9	9	9	2	16	16	1	3	2	8	4	5	2	1	4	3	1	2	2	3	5	10	7	5
56500	-148.877354564589552	-146.956852180726372	-1.920502383863173	0.000190556657455	0.000028932438032	0.151831158343792	0.258234236184649	1	6	8	14	15	17	19	18	18	19	21	21	19	23	24	25	38	42	0	1	2	1	4	4	5	5	2	8	13	9	6	6	14	2	16	16	1	3	1	6	1	1	2	2	6	1	1	2	1	3	1	8	6	9
57000	-162.586537346620872	-161.022683480185748	-1.563853866435133	0.000171313154054	0.000044012507109	0.256912595834848	0.246641207521586	1	6	9	14	16	18	19	19	18	18	22	22	23	23	24	27	37	42	0	1	2	1	4	2	10	10	2	5	9	9	12	4	9	11	4	9	1	3	1	6	1	6	1	1	7	2	2	3	1	4	3	3	13	10
57500	-173.418974728455169	-171.958748247705046	-1.460226480750136	0.000284565402718	0.000092864496509	0.326337972296558	0.304055921534741	1	5	10	16	15	17	19	18	18	20	22	21	23	21	25	25	38	41	0	1	2	3	3	2	8	6	3	8	9	4	3	4	14	11	6	13	1	1	2	3	2	8	1	1	3	1	2	2	7	3	3	2	10	9
58000	-157.248671410791303	-155.714530293456903	-1.534141117334405	0.000298859040917	0.000081576689010	0.272960418929732	0.332019805984779	-1	5	10	14	16	17	20	19	18	19	20	21	22	23	24	26	38	41	0	1	2	1	4	3	8	9	3	5	6	11	3	12	12	6	13	9	1	3	2	7	1	4	1	1	6	2	2	1	6	1	2	4	7	9
58500	-177.432260045370469	-175.624157386557101	-1.808102658813369	0.000302557290088	0.000052853203727	0.174688250651692	0.221840370006823	1	6	10	15	16	16	20	19	15	20	21	20	21	23	22	25	38	41	0	1	1	2	3	3	4	4	3	5	9	9	9	12	9	9	4	11	1	2	6	4	3	4	3	2	2	2	2	2	3	2	4	4	11	9
59000	-161.629510803242766	-160.086287309387245	-1.543223493855514	0.000263073381136	0.000070454516441	0.267813171126360	0.422819694291712	0	6	10	15	15	16	19	19	19	17	20	22	20	23	24	26	36	41	0	1	1	1	3	2	5	4	6	5	6	13	9	13	14	14	4	4	1	3	6	7	2	4	3	2	2	1	3	1	1	2	1	2	7	14
59500	-166.570417949667132	-164.861019923204282	-1.709398026462852	0.000465303084583	0.000093364266659	0.200652584847157	0.306320638706893	0	5	9	16	14	16	19	19	18	19	21	21	22	23	25	26	38	42	0	1	1	1	3	5	3	3	6	3	10	6	8	11	13	11	4	4	1	2	5	5	2	1	3	5	1	5	1	2	2	1	2	2	13	11
60000	-168.064589276328917	-166.512320104667424	-1.552269171661491	0.000353877311272	0.000093036318171	0.262905575483647	0.308016966293188	1	6	9	15	14	17	19	17	18	19	20	21	22	23	24	26	37	42	0	1	2	3	2	3	8	5	3	8	4	4	11	13	4	12	9	9	1	2	3	2	2	4	1	1	4	1	3	3	1	1	4	2	10	16
60500	-161.382337619817832	-159.847045790495486	-1.535291829322352	0.000278315779500	0.000075784120108	0.272295448876382	0.249155415052399	1	5	10	14	16	17	19	20	18	18	22	20	22	23	25	27	39	42	0	1	1	1	3	3	10	10	6	4	6	4	9	9	11	14	3	3	1	2	5	5	3	3	1	2	1	2	3	4	3	3	2	3	13	16
61000	-172.128356545257674	-170.391859838028466	-1.736496707229201	0.000177434481735	0.000034213174647	0.192821453373852	0.380894864821666	0	6	7	15	16	18	19	20	18	20	22	22	22	23	25	24	35	42	0	1	1	1	4	4	5	5	2	7	9	6	6	12	12	11	4	4	1	3	3	6	1	2	2	3	3	1	1	2	2	1	2	2	5	13
61500	-162.643817891818799	-161.084103145683997	-1.559714746134789	0.000394957411783	0.000102301051615	0.259017930954543	0.392722597197721	0	5	9	16	16	17	18	20	18	19	20	21	23	23	23	27	39	41	0	1	1	3	3	4	4	7	6	7	3	9	9	9	6	9	16	5	1	3	4	2	3	1	1	1	1	1	4	1	2	3	3	5	5	12
62000	-155.100621123113854	-153.537187265673396	-1.563433857440455	0.000229690281806	0.000059058991244	0.257124466822893	0.298925541921489	0	5	9	15	15	18	18	18	19	20	21	21	22	23	24	26	39	40	0	1	1	3	3	3	5	4	4	8	6	6	9	13	13	6	16	16	1	2	5	3	3	3	1	1	2	1	1	2	1	1	1	6	8	8
62500	-173.374241842413426	-171.821616703934666	-1.552625138478764	0.000360010968288	0.000094580884489	0.262716674824777	0.195388041785222	0	5	9	13	15	17	18	17	17	20	21	21	22	23	24	26	37	41	0	1	2	1	2	3	9	2	3	4	8	9	2	11	14	5	4	11	1	3	2	6	5	4	1	5	4	4	2	2	8	1	1	6	13	11
63000	-163.335373360049459	-161.777077315520728	-1.558296044528718	0.000171898171803	0.000044650305167	0.259748574974200	0.195131646101389	-2	6	9	15	15	17	19	18	19	19	21	21	23	22	24	26	38	40	0	1	2	2	2	4	5	5	2	8	6	6	4	12	12	2	16	4	1	5	1	5	4	2	2	1	7	1	2	2	4	1	2	9	7	10
63500	-164.100578527853116	-162.569083410916846	-1.531495116936274	0.000166509500357	0.000045707545758	0.274504131354889	0.260188110629329	0	5	9	14	16	16	17	18	18	20	21	22	23	24	24	27	38	41	0	1	1	2	4	2	5	7	2	8	1	4	4	12	13	2	11	11	1	2	4	4	1	6	1	1	5	2	10	5	4	1	1	10	7	11
64000	-170.061184312869415	-168.452526035631763	-1.608658277237664	0.000265395711595	0.000062720582398	0.236328545102684	0.338336663480062	0	5	9	15	15	17	19	18	17	19	21	20	20	23	24	26	38	41	0	1	2	3	2	3	8	6	2	8	6	4	3	12	14	13	9	9	1	2	3	3	6	3	1	1	7	1	2	2	4	1	1	3	12	9
64500	-163.870750063488799	-162.306001263099148	-1.564748800389649	0.000342475003178	0.000087831982534	0.256462462132489	0.309035857117169	1	5	9	16	15	18	20	19	18	17	20	22	22	24	25	26	38	41	0	1	1	3	3	1	8	6	5	3	9	9	9	12	14	11	6	6	1	2	5	5	5	7	1	1	2	3	1	2	2	1	1	2	9	8
65000	-168.880428522418356	-167.234342369726050	-1.646086152692292	0.000230874051768	0.000051173533204	0.221651297807570	0.300345763437661	-1	5	10	14	16	16	18	19	16	20	21	21	23	20	25	26	37	41	0	1	1	1	4	3	4	7	2	8	9	6	14	9	13	12	3	4	1	2	4	8	1	3	1	1	3	1	2	3	2	1	1	4	13	13
65500	-155.436919847671760	-153.864600421241505	-1.572319426430245	0.000153290155173	0.000038740139769	0.252724251762664	0.281011920643175	0	5	9	14	15	17	18	17	18	17	22	20	22	23	24	25	37	41	0	1	2	1	4	2	8	5	2	5	6	9	12	13	12	11	4	6	1	2	2	7	1	5	1	1	6	1	2	1	1	1	3	2	12	12
66000	-148.256468638453157	-146.737263671451529	-1.519204967001629	0.000193470009879	0.000054550145254	0.281956595175718	0.293804163170056	0	5	10	16	14	18	18	17	19	19	21	21	22	23	24	26	38	41	0	1	2	3	3	4	5	5	2	8	6	6	6	4	12	14	9	9	1	3	3	3	2	1	2	2	8	1	1	1	3	3	2	2	10	9
66500	-173.197643838499175	-171.624395467950677	-1.573248370548489	0.000315057974105	0.000079480912305	0.252273926825396	0.337650144569757	1	6	9	14	15	18	19	18	15	20	21	22	22	20	24	27	38	41	0	1	1	1	4	9	9	5	2	8	9	14	14	6	12	11	11	3	1	2	4	5	1	1	3	1	5	1	4	1	1	1	1	3	6	14
67000	-188.700455000254379	-187.118304875096925	-1.582150125157467	0.000264532912420	0.000065616645839	0.248047190947871	0.248686774358139	0	4	9	15	14	18	17	20	19	20	20	18	22	21	24	27	38	42	0	1	1	3	3	2	4	4	3	4	12	3	12	12	13	12	6	9	1	2	5	4	3	6	1	3	4	2	1	5	2	1	1	5	12	11
67500	-171.593057368142524	-169.961049474728441	-1.632007893414082	0.000459480239854	0.000104275805518	0.226942959617190	0.424538820667669	1	5	10	13	15	15	18	19	17	19	21	20	23	23	25	26	38	42	0	1	2	3	3	4	3	9	3	9	7	6	6	11	14	13	4	12	1	3	3	2	3	1	3	1	4	1	2	3	4	1	1	1	13	11
68000	-169.127485073343536	-167.412367076960038	-1.715117996383492	0.000171800746991	0.000034179515497	0.198948584891958	0.285168383749834	1	6	9	16	14	17	20	19	18	18	21	21	23	24	24	27	38	41	0	1	2	1	2	2	10	4	2	5	6	9	12	13	13	9	4	4	1	2	2	9	4	4	2	2	5	2	2	3	1	1	1	5	10	16
68500	-171.391294517437416	-169.809898023459766	-1.581396493977641	0.000161596370553	0.000040140370399	0.248398960083778	0.318856224174818	-1	5	9	15	13	17	18	20	18	18	21	22	19	23	24	27	38	42	0	1	2	2	2	2	5	10	2	5	2	9	9	13	12	9	9	11	1	3	2	4	4	7	2	1	7	3	6	2	1	2	1	5	9	11
69000	-160.748620860564131	-158.922703444227039	-1.825917416337094	0.000391804424414	0.000066866350044	0.170662570091805	0.342209349235116	1	5	10	16	15	17	19	19	19	17	21	21	21	23	24	25	38	41	0	1	1	5	3	5	5	3	4	3	4	6	9	9	14	4	11	8	1	3	4	1	3	1	2	4	1	3	3	3	1	3	1	4	9	11
69500	-183.679687180418114	-182.001209478722416	-1.678477701695689	0.000473638295545	0.000099646553050	0.210385338321680	0.277022409190429	0	5	9	12	15	17	19	17	19	19	21	19	21	21	23	27	36	42	0	1	1	1	3	5	3	3	5	4	10	5	10	8	13	13	7	16	1	3	5	6	3	1	5	5	4	4	1	2	1	2	1	3	5	7
70000	-166.094375395842945	-164.524582031237458	-1.569793364605494	0.000281956466172	0.000071605082391	0.253957936708579	0.335084054213746	0	3	9	16	15	17	20	19	19	19	20	21	22	24	25	25	36	40	0	1	1	1	3	5	10	3	6	5	6	6	9	12	13	12	4	3	1	1	5	7	3	1	1	4	1	2	1	2	2	1	1	2	6	16
70500	-182.825029067705429	-181.140862569631992	-1.684166498073438	0.000305359633304	0.000063675106174	0.208524962795337	0.254759656429050	1	5	8	13	16	17	20	19	18	19	20	21	23	24	25	26	37	41	0	1	2	1	4	2	10	9	2	4	3	1	11	13	14	6	6	12	1	3	2	5	2	5	1	1	8	3	4	9	2	1	1	3	10	10
71000	-157.220099473552551	-155.586707258967635	-1.633392214584916	0.000308473933815	0.000069841898713	0.226411022315858	0.296720754636015	0	5	9	15	16	15	20	19	19	18	20	22	22	24	25	25	38	42	0	1	2	1	4	3	8	10	6	5	3	2	2	9	14	6	16	12	1	2	2	7	1	2	1	1	2	1	7	7	9	2	1	6	7	11
71500	-161.704695804411131	-160.206867992587462	-1.497827811823667	0.000330615671066	0.000097920328450	0.296175701938998	0.477650131781032	0	5	9	13	16	17	18	20	17	20	20	21	22	23	23	26	38	41	0	1	2	1	4	2	5	7	5	7	6	11	12	12	12	6	16	11	1	3	2	6	2	4	1	1	1	1	2	1	1	1	1	4	6	9
72000	-167.979510028885841	-166.459572339336376	-1.519937689549461	0.000404449843131	0.000113852081189	0.281498640987898	0.381688568714258	1	5	10	16	15	18	20	20	17	20	19	21	22	24	24	27	37	42	0	1	2	3	3	9	5	5	3	5	6	9	6	9	3	11	15	4	1	1	2	3	2	1	3	3	2	2	1	2	2	4	6	4	6	13
72500	-182.576421626302334	-180.950567155618245	-1.625854470684079	0.000235890697681	0.000054099036699	0.229339423857405	0.279695175684597	-1	6	9	16	15	17	19	19	19	19	21	22	21	23	23	26	39	42	0	1	2	3	2	2	4	4	4	5	6	2	9	9	11	11	12	12	1	5	2	3	4	4	2	3	2	1	3	9	1	3	1	2	10	11
