step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
5000	-798.703440708739436	-797.152545433345381	-1.550895275394057	0.000020062449030	0.000024705595006	1.231434655338937	0.387466101155461	0	1	2	3	7	4	6	6	7	8	8	11	10	8	7	9	11	10	9	7	10	12	11	11	11	11	11	12	11	12	12	13	13	13	14	14	13	13	13	13	15	14	13	14	15	13	14	15	16	13	15	16	15	17	18	15	18	16	17	17	18	17	18	18	16	18	19	21	19	21	21	23	23	21	22	24	27	28	29	30	32	32	35	39	42	40	45	44	46	46	47	49	48	49	51	51	54	0	1	1	3	3	4	0	1	1	6	9	20	11	6	7	15	8	6	15	8	4	13	13	11	19	20	15	16	18	20	23	18	29	19	12	26	12	11	24	28	33	13	29	18	33	31	31	32	34	20	47	37	43	51	40	17	40	48	34	53	22	65	53	56	18	40	56	62	53	56	66	68	61	49	64	56	73	77	77	78	79	80	82	82	86	80	83	86	17	88	86	83	86	83	84	86	86	1	1	1	1	2	1	1	2	3	2	1	2	1	2	1	2	4	4	2	1	5	2	1	1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	4	1	1	1	1	2	2	2	1	2	1	3	1	2	1	3	4	3	2	2	3	1	1	3	3	2	4	3	1	1	1	2	1	2	4	2	6	5	3	24	1	3	11	3	12	10	5	9
5500	-737.665192606375058	-736.183403875917520	-1.481788730457558	0.000029223890327	0.000030793236094	1.053700782100780	0.396455411170162	-1	1	1	3	6	5	6	6	5	7	9	11	9	8	9	9	12	10	10	10	12	12	11	12	11	12	13	13	11	11	11	14	13	12	14	14	13	13	14	12	15	14	13	13	11	14	12	14	16	13	16	15	16	16	17	15	17	16	16	17	15	17	18	19	18	18	20	21	20	21	20	23	22	21	22	26	28	28	30	30	32	33	38	39	43	40	45	45	45	47	47	48	49	50	51	51	54	0	1	1	3	3	4	0	2	1	3	9	20	9	5	7	7	4	6	15	8	11	13	13	8	15	12	15	16	18	20	11	18	29	15	12	12	12	11	24	16	29	11	29	29	6	11	31	18	34	12	23	37	43	46	40	22	40	32	34	53	22	41	60	56	45	40	64	62	60	56	55	68	67	59	67	56	73	76	77	77	79	80	82	82	86	82	84	85	17	88	88	86	85	86	84	86	86	1	1	1	1	2	1	1	2	3	3	2	1	2	1	3	1	4	2	1	2	2	2	1	4	1	1	2	2	1	1	1	2	2	1	2	1	2	2	2	2	3	3	1	1	3	3	1	2	2	1	3	2	2	2	2	2	3	1	2	1	2	1	1	2	3	3	1	3	2	3	1	2	2	3	2	7	2	1	1	1	2	2	2	4	2	3	4	1	14	1	1	5	3	9	10	5	9
6000	-675.561349749106057	-674.068947552848954	-1.492402196257128	0.000079102027914	0.000023736728442	0.300077369295480	0.468886473323186	-1	1	3	2	6	5	6	6	7	8	7	9	9	9	8	10	9	11	10	11	12	11	10	12	11	13	11	12	11	12	11	14	14	13	14	15	14	13	13	9	15	13	13	14	15	13	15	15	16	15	15	15	15	16	17	18	16	17	17	18	17	17	17	15	17	18	20	20	19	20	20	23	23	21	22	25	27	28	28	29	31	31	38	39	42	43	43	45	46	47	47	46	48	50	51	50	55	0	1	4	1	3	3	0	4	3	8	2	8	4	6	7	7	8	14	7	12	13	11	9	5	7	12	16	15	14	20	17	18	29	19	20	35	12	9	24	15	33	11	6	29	43	13	31	18	15	35	13	37	33	51	40	24	40	48	28	53	47	29	53	24	33	55	64	62	53	56	66	68	17	16	67	24	75	76	77	78	79	80	82	82	84	83	83	84	73	88	88	84	85	84	88	84	84	1	1	1	1	2	1	1	2	2	2	3	1	3	2	2	2	2	1	2	1	1	2	3	2	3	2	1	2	2	1	1	2	2	1	2	1	3	2	1	1	1	3	4	1	1	2	2	2	4	1	3	1	1	1	2	3	4	1	2	2	2	2	2	2	1	1	2	2	2	1	1	1	8	4	1	7	3	1	1	1	2	1	3	5	1	2	2	3	13	1	1	2	4	7	4	4	7
6500	-680.236072307848190	-678.600266976727767	-1.635805331120479	0.000130285322977	0.000029378030133	0.225489943621721	0.471727357220585	-1	1	2	3	4	4	6	6	5	8	9	10	8	8	9	10	11	10	9	11	11	12	11	9	10	13	13	12	11	12	12	13	14	14	14	14	15	13	12	13	16	15	14	13	14	13	14	14	16	14	15	15	15	16	17	17	17	17	17	18	18	17	17	18	18	19	20	21	18	19	20	23	22	21	22	25	27	28	30	30	31	32	37	40	42	44	45	44	45	46	45	49	47	49	49	51	54	0	1	1	3	4	3	0	2	4	8	9	9	2	8	7	7	8	13	7	9	8	11	11	10	15	12	15	15	8	12	23	8	29	27	12	13	50	39	24	15	43	22	6	29	29	23	31	14	15	20	23	12	21	21	28	48	28	53	34	53	56	21	33	42	62	28	46	65	53	17	57	62	17	49	56	61	76	76	78	78	76	80	82	82	82	85	85	85	73	88	85	84	86	91	86	92	93	1	1	1	1	1	1	1	2	1	1	2	2	5	1	2	2	2	1	1	2	4	1	1	1	1	2	2	1	2	1	1	3	2	1	1	2	1	1	2	2	1	2	5	1	2	1	1	4	4	2	2	2	2	3	3	2	2	1	2	2	1	3	3	1	1	3	4	2	2	4	2	3	5	3	2	3	2	2	1	1	3	1	2	6	3	1	3	1	10	1	1	4	2	2	4	2	3
7000	-693.067195272753111	-691.470263107057349	-1.596932165695786	0.000145568954324	0.000035134712871	0.241361305600678	0.393830173352143	0	2	2	3	6	6	5	7	7	7	10	10	9	8	8	10	11	11	11	11	11	11	12	10	9	12	11	12	11	11	12	13	12	12	13	13	13	13	12	13	15	15	14	13	14	14	14	13	15	14	14	15	15	17	18	18	17	16	17	18	17	17	17	18	16	18	21	20	19	20	20	24	22	20	23	25	27	27	30	31	31	32	37	41	41	43	44	45	45	47	47	49	49	48	51	52	54	0	1	1	3	2	3	0	2	1	2	3	8	5	10	7	7	13	8	15	5	13	6	9	2	15	12	15	16	10	9	13	9	6	16	22	24	11	9	21	34	29	23	48	29	6	20	13	11	28	24	8	35	6	24	28	63	28	5	34	43	51	65	6	61	44	28	56	62	41	33	66	45	64	59	56	67	67	58	77	78	75	80	80	80	83	85	86	85	75	88	88	84	91	86	86	93	93	1	1	1	1	2	2	1	3	3	2	4	1	1	1	1	2	2	2	2	3	1	3	2	4	1	1	2	1	3	2	2	3	4	1	1	2	1	2	1	1	2	2	1	1	4	1	3	2	3	4	4	1	4	3	4	1	2	6	2	2	1	1	5	1	2	3	2	2	2	3	1	5	2	1	3	2	3	4	1	2	4	1	2	5	1	1	1	3	9	1	2	4	1	2	4	1	3
7500	-725.238704670665356	-723.695627811520581	-1.543076859144724	0.000131584773112	0.000035250833798	0.267894475662038	0.408946324208799	0	1	3	2	5	4	6	3	7	7	9	10	8	9	8	8	11	10	10	9	11	11	10	11	10	12	12	14	11	11	13	13	13	13	15	14	15	14	10	13	16	14	13	14	14	14	14	16	16	15	15	15	17	16	17	18	17	18	18	18	17	17	15	19	17	18	19	21	19	19	19	24	22	21	21	24	27	28	30	30	31	33	38	41	41	43	44	45	46	47	46	47	47	50	49	51	55	0	1	4	1	2	3	0	4	1	5	4	9	3	9	7	7	9	13	16	9	5	1	2	9	16	12	15	16	11	5	24	14	29	15	26	26	12	23	13	16	33	11	14	11	43	24	30	17	28	12	17	12	33	51	34	17	40	10	49	63	42	43	17	61	44	19	22	62	63	21	66	68	61	28	22	56	61	73	56	78	56	80	80	81	83	84	83	85	79	88	88	84	86	91	88	93	94	1	1	1	1	3	1	1	1	6	1	3	2	2	1	1	1	2	1	1	2	3	3	4	2	1	1	2	2	1	5	1	2	1	3	2	1	3	2	1	3	2	3	2	4	1	2	3	3	1	3	2	3	2	1	2	4	2	6	1	2	2	1	2	2	1	4	3	2	2	4	1	3	2	3	6	2	4	3	6	1	6	1	5	4	2	1	3	2	10	1	1	4	1	2	3	2	2
8000	-646.965280527467598	-645.312907574819519	-1.652372952648122	0.000153076839099	0.000033580402916	0.219369586631135	0.532566875218822	-1	2	3	2	4	6	6	5	6	8	8	9	9	9	9	11	10	11	10	11	12	12	11	10	11	10	11	13	11	11	13	14	14	13	14	15	13	12	14	13	15	14	11	13	13	13	15	14	16	13	14	15	17	16	18	18	17	17	15	17	17	17	16	18	15	17	20	20	20	20	21	24	22	20	23	25	27	27	30	30	30	33	37	40	42	44	44	45	45	47	47	49	48	49	51	51	53	0	1	2	1	3	2	0	3	1	4	9	9	9	6	7	15	9	2	7	12	13	13	11	13	15	12	15	16	11	12	13	14	29	16	12	50	20	24	38	19	29	22	14	10	43	13	48	6	16	12	23	37	33	23	28	61	28	11	40	63	23	41	41	38	44	40	39	62	63	56	57	68	56	49	56	56	73	73	75	78	77	80	82	80	84	83	85	85	67	88	88	93	91	89	91	91	92	1	1	1	3	1	2	1	1	3	3	1	1	1	2	2	1	2	4	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	4	3	2	1	1	2	2	3	1	2	3	1	1	2	1	1	4	1	2	4	2	2	1	2	3	2	2	3	4	1	2	3	1	1	2	2	5	1	4	1	2	12	1	2	1	1	2	2	3	2
8500	-681.001870434605166	-679.407805814556582	-1.594064620048546	0.000118085968041	0.000028650898362	0.242627458939539	0.441196547406463	-1	2	2	3	5	5	6	6	5	7	9	11	9	8	7	11	10	11	10	10	11	11	11	12	10	12	12	12	12	12	12	13	12	13	14	15	13	13	13	13	15	14	14	13	14	14	15	16	16	14	15	15	15	17	18	18	16	17	17	18	17	17	17	18	18	19	21	20	19	19	21	23	22	21	21	25	27	28	28	29	32	32	38	41	43	42	44	45	45	47	46	49	48	50	50	51	53	0	1	1	1	3	4	0	1	3	2	8	20	6	6	7	19	8	14	15	2	11	1	11	4	15	12	19	7	5	12	23	24	6	7	12	20	12	21	11	19	14	11	10	6	44	31	31	32	40	24	31	37	29	31	40	23	40	18	19	44	42	44	53	42	62	28	56	62	53	24	66	68	47	59	38	61	76	73	64	76	77	78	80	82	86	83	86	83	22	88	85	91	91	83	93	91	96	1	2	1	3	2	1	1	2	2	3	3	1	2	3	1	1	2	1	2	3	1	6	1	4	1	1	1	3	4	1	1	1	4	3	2	3	1	1	2	2	4	2	3	3	1	1	2	2	1	1	1	1	1	2	2	3	1	3	3	2	1	2	2	2	1	3	2	2	2	5	1	1	3	2	4	4	1	4	4	2	2	2	4	6	1	2	1	2	13	1	1	2	1	6	1	2	2
9000	-675.069731509102780	-673.503545676678414	-1.566185832424355	0.000147402589059	0.000037697234475	0.255743367303055	0.543229195200989	-1	2	3	1	6	6	6	3	7	8	10	10	9	9	8	11	10	8	11	11	12	12	11	12	10	11	13	14	11	12	12	13	10	12	15	15	14	14	13	12	16	13	13	13	12	14	15	14	15	13	14	14	16	17	16	17	16	17	18	16	18	17	17	16	16	17	20	20	19	20	19	24	23	22	23	25	27	29	29	29	32	33	38	39	43	42	44	45	46	46	47	47	48	49	49	50	54	0	4	4	1	2	4	0	4	8	6	13	5	9	6	7	7	3	5	7	9	17	13	13	11	15	12	16	19	4	17	17	10	10	7	37	50	50	24	29	15	32	22	6	45	6	22	31	6	19	26	31	12	33	47	19	48	40	32	66	33	64	65	43	48	32	57	61	62	60	47	66	62	67	34	67	75	76	75	67	73	78	78	82	78	83	83	86	86	79	86	84	86	86	83	93	95	93	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	4	1	2	3	1	2	1	1	1	1	1	3	6	1	1	2	2	3	1	1	1	1	1	2	2	1	3	1	3	1	2	5	2	1	1	2	3	1	2	2	2	2	1	2	1	1	2	1	2	1	1	2	1	2	1	2	2	4	2	1	1	2	5	2	2	2	3	6	2	3	1	1	11	2	3	2	3	7	1	1	2
9500	-744.771247811594549	-743.261437973288366	-1.509809838306200	0.000149698889849	0.000043112354965	0.287993818847776	0.406923522424962	-2	1	2	3	7	6	6	7	5	7	8	10	8	8	8	9	12	11	10	11	11	12	12	11	11	13	13	13	12	10	12	14	14	12	14	15	14	13	12	11	15	14	11	13	14	14	15	14	14	13	16	16	16	17	17	18	17	16	18	17	17	17	18	18	17	18	20	20	19	20	20	24	22	21	23	25	27	28	30	30	29	32	36	40	39	42	44	43	45	47	46	48	46	50	51	52	54	0	1	2	3	1	3	0	3	4	6	6	9	4	6	7	15	6	6	15	9	5	20	24	8	16	3	34	16	8	5	9	31	5	16	20	39	50	13	11	16	29	17	10	43	29	22	39	20	16	20	47	12	29	24	28	17	40	48	27	48	22	43	41	24	29	34	29	62	60	24	55	33	56	16	61	73	73	75	73	75	77	79	78	82	83	85	86	84	5	88	86	93	86	79	92	93	96	1	1	1	1	4	1	1	3	1	1	1	2	3	1	1	1	3	3	1	3	2	1	1	2	1	6	1	2	2	2	3	1	3	2	2	2	1	3	1	1	1	1	3	1	1	1	2	3	3	2	1	4	2	3	2	2	4	1	2	2	2	3	2	3	4	3	5	2	2	4	2	4	2	5	3	1	3	2	5	3	1	1	4	4	1	1	1	1	17	1	2	1	1	9	2	3	1
10000	-699.689372126540206	-698.172891478808538	-1.516480647731687	0.000153664548676	0.000043590833108	0.283675275029994	0.439021200155736	-1	1	2	3	7	6	6	5	6	7	9	10	9	8	8	9	12	10	11	11	11	11	11	11	10	13	13	11	12	9	12	13	14	14	12	15	15	13	13	13	15	15	14	13	15	15	13	16	15	14	14	14	16	17	18	17	18	17	17	17	17	17	18	18	16	18	21	21	18	19	20	24	22	20	22	26	27	28	30	30	32	32	37	40	42	42	43	46	46	47	45	48	47	50	50	51	55	0	1	1	2	4	3	0	4	3	4	3	8	5	6	7	7	8	14	25	5	8	13	13	9	16	11	15	15	10	5	8	29	11	28	21	35	35	6	13	19	22	9	18	11	32	17	23	17	19	17	47	12	29	22	40	46	49	32	34	33	39	42	43	20	38	27	61	65	21	38	57	68	23	34	18	56	76	64	77	76	80	80	82	80	83	84	85	86	73	88	84	93	88	78	93	88	92	1	1	1	1	2	2	1	1	3	2	5	3	1	1	1	2	3	2	1	3	3	2	1	2	1	3	2	1	2	1	3	1	2	2	1	1	2	4	3	1	2	4	2	3	1	1	1	2	2	1	1	2	2	3	2	1	2	2	2	2	1	1	3	3	1	3	3	3	4	3	1	2	5	3	6	5	1	6	2	2	1	1	3	4	2	1	1	1	13	1	2	1	1	9	2	4	4
10500	-679.634645049168398	-678.133632961761350	-1.501012087407102	0.000100833482961	0.000029639489137	0.293944910624346	0.478644716100003	-1	1	2	2	5	6	6	5	6	6	7	11	9	8	8	10	12	10	11	9	11	13	11	10	9	13	12	13	10	10	11	13	13	13	15	15	14	14	13	12	12	14	13	12	14	15	15	16	16	15	14	15	16	16	18	17	17	18	17	17	16	14	15	17	17	18	20	20	19	19	20	23	22	21	23	26	28	28	30	31	32	30	37	40	41	43	45	45	43	47	47	48	48	50	49	51	55	0	1	2	1	2	3	0	3	5	4	5	24	6	4	7	7	11	6	16	8	2	13	8	11	7	20	15	16	6	20	11	18	29	16	12	26	12	24	24	16	5	31	29	5	41	22	22	18	34	20	23	37	33	51	40	23	40	43	28	63	24	44	33	47	62	28	64	65	29	61	55	68	64	34	13	21	56	67	78	76	76	78	82	83	83	85	84	86	76	88	86	86	85	77	91	95	93	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	2	2	1	1	2	4	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	2	2	1	3	2	2	3	1	1	2	3	2	4	2	1	1	1	3	4	2	3	2	1	3	1	1	1	1	2	1	2	4	2	1	1	2	6	8	7	6	3	1	2	2	1	4	1	2	1	2	1	6	1	2	3	4	9	1	1	4
11000	-719.899415409303629	-718.365112486606677	-1.534302922696959	0.000113994728759	0.000031105363639	0.272866684078989	0.414533177835392	-2	2	2	2	6	5	4	6	7	6	8	11	10	8	8	11	10	9	11	9	11	13	11	11	10	12	13	14	11	12	11	13	12	13	14	15	15	12	13	13	15	14	12	14	14	14	13	16	15	13	14	16	15	16	18	16	17	18	17	18	18	18	17	16	17	19	20	21	20	20	21	22	21	21	23	25	28	29	28	30	31	33	36	40	42	42	43	45	45	47	48	47	49	49	50	51	54	0	1	1	1	6	2	0	4	1	6	5	20	9	9	7	15	11	6	15	11	9	23	9	18	7	5	7	19	6	20	11	9	11	15	20	50	20	8	8	16	33	8	9	33	29	47	23	4	16	12	23	12	18	42	40	51	40	38	28	53	32	29	43	39	45	40	42	62	60	51	55	62	56	59	61	13	76	77	75	75	75	78	78	82	84	84	84	86	76	88	88	88	92	80	92	92	96	1	2	1	2	1	1	1	2	5	1	1	2	2	1	3	2	1	3	2	1	2	2	2	1	4	3	6	1	4	2	2	3	2	3	2	1	3	4	4	1	2	5	2	1	1	1	2	5	2	1	2	3	3	1	2	1	2	2	2	2	2	3	2	2	3	3	4	2	1	2	1	3	3	3	3	7	2	1	1	3	5	1	4	3	1	1	1	1	10	1	1	1	2	11	2	2	2
11500	-704.072991211603266	-702.595694682153407	-1.477296529449823	0.000134719795969	0.000041989231687	0.311678260680589	0.409073193991328	0	2	2	3	6	5	6	5	4	7	8	10	9	8	8	11	11	10	11	10	12	11	11	11	10	12	12	14	11	11	12	13	12	13	15	15	13	13	13	12	16	13	10	13	14	13	15	13	16	15	15	16	16	16	16	17	15	18	17	17	17	16	17	18	17	19	20	20	20	18	19	23	23	20	23	25	25	27	30	31	32	31	38	40	43	44	45	45	45	48	46	47	49	48	51	50	54	0	1	1	3	3	9	0	4	3	6	8	5	4	6	7	15	11	5	7	13	13	13	4	8	15	23	16	40	6	11	13	22	6	19	13	37	30	17	11	16	32	17	14	29	44	13	31	23	34	12	22	35	33	46	15	22	16	48	16	53	17	45	43	39	44	57	38	62	33	24	28	62	13	55	69	64	75	76	77	11	64	78	82	82	83	83	83	85	81	86	86	88	92	80	90	92	92	1	2	1	1	2	1	1	1	1	1	1	2	3	1	1	2	2	2	2	1	2	2	3	3	1	1	1	1	3	1	1	1	3	1	2	1	2	1	3	1	2	1	1	1	1	2	1	1	2	2	2	1	2	2	5	3	2	2	2	1	5	1	4	1	2	2	4	2	4	3	2	3	6	2	1	4	1	1	2	12	7	2	4	4	2	4	2	1	5	2	1	1	1	9	2	2	3
12000	-673.937942354437610	-672.349625857367187	-1.588316497070440	0.000134860683733	0.000033069124798	0.245209529436084	0.406194044245409	-2	0	2	3	6	5	6	5	7	8	7	9	8	9	8	10	11	11	10	10	11	13	12	10	10	12	11	13	10	11	13	13	12	13	13	14	14	13	13	13	15	15	13	14	14	14	14	15	15	14	15	16	15	16	17	16	17	17	17	18	18	18	18	18	16	19	19	21	19	21	21	24	21	21	21	25	26	29	30	31	31	32	37	40	41	44	44	46	43	47	48	46	49	50	51	51	54	0	1	1	2	2	3	0	4	3	5	8	8	1	10	7	15	11	13	15	9	24	11	11	11	7	9	15	7	6	20	9	6	29	27	13	26	26	5	8	16	33	17	29	29	43	23	17	18	34	22	38	37	33	47	40	31	40	32	34	53	56	33	43	5	32	40	56	65	33	61	40	62	5	59	38	61	47	75	61	76	61	78	82	82	83	85	85	86	81	86	86	86	88	80	92	92	96	1	1	2	2	2	1	1	1	2	1	1	2	6	1	1	1	1	1	1	2	1	4	2	2	2	2	2	3	2	1	3	3	2	1	3	1	1	3	4	1	1	2	2	2	1	1	2	2	2	1	1	1	2	1	2	2	1	3	2	2	1	2	3	5	1	2	1	3	4	1	4	4	6	3	5	3	6	3	6	3	7	1	3	4	2	2	1	1	6	1	2	1	2	10	2	3	1
12500	-670.580134745094256	-668.997129727109609	-1.583005017984624	0.000115451916263	0.000028591607253	0.247649481955871	0.465483938436302	-1	2	1	3	6	5	7	6	5	7	9	9	8	9	8	10	11	9	10	10	10	11	11	8	10	13	13	13	12	11	12	13	14	13	14	15	14	14	13	13	13	14	14	13	15	14	15	15	16	15	15	16	17	17	17	15	16	17	17	17	17	16	15	17	17	18	20	20	19	20	21	23	21	21	23	25	28	29	30	30	32	32	37	41	41	43	45	45	45	47	47	47	48	48	50	52	54	0	1	1	3	4	2	0	1	2	6	24	2	6	8	7	7	1	8	7	12	2	13	13	9	15	17	15	19	6	20	13	6	14	16	20	26	12	24	22	19	29	1	29	29	17	31	31	8	34	17	22	20	29	51	28	11	28	8	28	17	23	33	33	13	33	28	56	62	33	11	66	62	67	59	67	73	61	73	75	75	56	78	82	82	83	85	84	84	81	88	84	88	92	84	92	92	96	1	1	1	1	1	2	1	4	2	1	1	2	2	1	1	2	5	2	2	1	5	1	2	2	1	1	2	2	2	1	2	4	2	1	2	1	2	3	1	2	1	8	1	1	2	1	2	4	1	2	2	2	2	1	3	3	2	5	3	3	2	1	1	3	1	2	3	2	3	7	2	4	1	2	2	2	5	4	3	4	9	2	2	5	2	1	2	2	6	1	3	1	1	4	2	3	2
13000	-668.205198043262158	-666.552649842549044	-1.652548200713083	0.000147387702081	0.000032323106528	0.219306672615204	0.489802986226470	0	2	1	2	6	4	6	5	6	8	7	11	8	9	8	10	10	10	10	10	12	9	11	11	10	13	12	13	11	10	13	13	13	13	13	14	14	13	12	12	13	15	14	14	15	14	15	15	14	15	14	15	16	16	18	18	17	17	17	17	17	18	17	18	17	18	21	20	20	20	20	22	22	18	20	24	27	28	31	30	31	31	37	40	42	43	44	45	46	48	47	48	47	50	51	49	53	0	3	1	3	4	2	0	4	4	6	5	11	3	5	7	15	14	13	7	8	8	8	8	9	7	12	15	16	10	13	17	18	29	19	12	12	12	17	18	7	29	24	18	29	29	11	17	8	25	20	21	35	43	46	49	61	49	32	28	53	31	45	53	22	33	49	56	65	53	56	66	62	31	49	61	61	67	76	77	67	77	78	82	83	84	85	85	86	79	88	88	88	88	91	96	93	92	1	1	1	1	2	1	1	3	1	2	1	2	5	2	1	1	1	2	1	3	4	2	4	2	2	1	2	2	1	1	3	2	2	2	1	2	2	1	1	3	1	3	2	1	3	3	2	4	2	2	1	1	1	1	2	1	2	2	2	1	2	2	1	4	3	2	2	1	2	1	1	2	5	2	2	4	2	1	2	5	1	2	3	1	1	1	1	1	6	1	1	2	1	2	2	1	2
13500	-717.664108814105134	-716.136106502926054	-1.528002311179127	0.000164237557857	0.000045423820572	0.276573891895328	0.521564430699756	0	1	3	2	6	5	6	5	4	8	10	11	9	8	8	8	11	11	10	10	11	11	12	11	10	12	13	13	11	12	12	13	12	14	11	13	14	13	14	12	15	14	14	13	14	14	15	14	16	12	16	16	17	17	17	16	17	16	16	18	17	16	15	18	16	18	20	21	19	21	20	23	21	21	21	25	27	27	30	30	32	31	37	39	42	43	44	45	45	47	47	47	49	49	50	51	55	0	1	4	2	8	3	0	3	1	5	5	5	5	6	7	7	6	13	15	5	11	9	8	4	16	24	15	15	14	2	17	3	29	28	8	17	12	17	12	16	33	11	33	13	29	13	31	14	34	17	17	13	33	42	16	24	34	30	34	63	56	44	48	38	44	40	56	62	63	42	57	62	48	66	53	73	70	76	30	73	80	78	82	83	84	83	85	84	80	88	88	86	86	91	88	95	96	1	1	1	1	1	1	1	1	2	1	2	2	3	2	1	2	2	1	1	3	1	3	3	3	1	1	2	2	2	5	1	3	1	1	2	1	2	1	1	2	1	2	1	2	1	2	2	3	1	1	2	3	3	1	4	3	1	1	1	2	1	2	1	2	2	3	3	2	3	3	1	3	3	1	1	3	2	1	9	3	1	2	4	1	2	2	1	2	7	1	1	3	3	2	2	1	2
