step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
5000	-285.162358608178579	-294.213201988629919	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991207066439940	-1	2	6	5	1	8	11	2	3	4	6	4	7	8	5	14	11	6	9	8	10	10	6	7	7	5	11	9	7	8	12	9	6	8	14	9	9	8	10	10	13	11	10	8	11	9	12	11	10	12	10	11	10	11	8	10	10	11	10	12	11	7	12	12	14	13	13	12	13	8	13	12	13	13	17	12	14	13	17	13	14	15	16	15	18	16	16	13	19	20	16	18	0	5	10	8	1	23	49	5	2	8	4	5	11	13	5	49	37	15	6	26	55	33	10	4	4	2	51	25	11	26	59	12	12	29	34	20	70	24	55	32	76	49	70	11	38	11	52	22	46	39	13	53	55	24	25	38	19	22	6	54	32	9	11	59	71	55	40	53	49	18	52	3	49	52	60	56	60	56	31	63	31	43	21	77	86	50	66	17	91	89	66	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-280.782501620715152	-289.833345001166492	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988845079170958	1	2	4	5	3	7	12	3	6	5	8	3	7	8	5	13	11	5	9	10	8	10	8	6	8	6	11	7	8	10	12	8	7	9	14	9	8	10	13	10	14	12	8	11	10	10	12	11	8	15	11	11	9	10	10	10	9	11	10	12	13	10	11	12	15	13	14	12	14	10	14	11	8	14	16	16	11	10	15	18	17	12	16	16	16	17	15	15	20	18	16	19	0	1	2	2	1	10	46	1	8	12	3	2	24	24	5	62	56	5	24	25	15	14	33	8	9	10	25	15	13	19	54	9	24	9	60	23	13	36	7	49	59	77	28	36	29	29	40	28	10	45	54	19	6	73	73	49	26	11	34	57	63	28	9	70	52	38	27	20	19	18	68	56	13	27	82	65	78	9	31	87	58	30	79	65	45	85	44	39	90	83	67	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-296.168792515371649	-305.219635895822989	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973895209006372	0	2	5	5	2	7	12	3	6	6	7	4	6	7	3	14	11	6	9	10	10	10	3	8	8	8	11	7	5	9	11	10	10	9	16	9	10	7	12	8	16	12	5	11	10	10	12	9	7	12	11	9	11	10	12	11	10	7	8	11	10	13	12	11	13	8	13	12	13	10	12	8	11	13	16	14	14	14	15	18	13	16	13	12	17	15	16	14	21	19	16	20	0	1	2	23	1	43	37	1	29	4	13	15	43	43	1	31	54	43	49	6	52	72	1	10	18	38	28	13	15	49	37	6	72	10	19	26	59	13	72	28	76	54	12	19	48	10	45	25	18	73	34	49	57	3	27	26	72	8	2	37	28	45	33	57	64	14	84	27	39	40	46	14	33	61	62	24	72	50	78	79	11	83	7	21	75	74	78	53	42	85	17	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-265.204819470100517	-274.255662850551857	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994489785527472	0	2	3	5	1	8	12	2	4	6	4	5	7	5	6	13	11	7	9	9	8	9	6	7	8	7	12	6	8	10	11	9	7	9	15	10	10	9	12	10	17	12	10	8	8	10	8	10	10	13	10	11	9	11	11	10	10	11	12	12	12	12	12	11	14	13	11	10	12	12	12	12	10	14	14	12	13	15	16	18	16	15	16	15	18	18	14	16	21	18	18	21	0	1	1	3	1	10	40	1	5	14	3	3	12	11	4	37	38	2	15	6	4	21	14	4	26	4	48	12	26	24	37	26	28	6	69	34	44	44	67	44	78	37	38	33	23	20	26	26	6	36	23	22	18	6	20	45	22	30	48	36	52	67	37	20	29	63	48	9	68	52	56	15	19	16	50	67	59	66	35	74	59	54	77	27	82	79	76	77	85	65	79	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-270.056814863282341	-279.107658243733681	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992466489105818	0	1	5	4	2	7	12	4	5	4	8	6	7	7	6	11	9	6	9	9	8	10	5	6	7	7	11	10	4	10	10	10	9	8	16	8	8	10	11	8	17	8	7	11	9	10	12	10	11	15	8	10	11	11	11	10	7	11	7	10	12	11	9	13	18	14	14	10	9	13	7	12	14	14	17	15	14	15	14	18	12	16	16	14	16	18	16	16	18	20	14	22	0	1	4	5	1	23	49	5	29	5	14	5	24	4	10	30	26	10	51	13	15	21	1	8	8	12	45	33	5	51	37	6	71	12	81	43	8	19	19	24	84	26	24	40	34	42	17	33	32	73	15	63	48	20	20	42	24	60	8	14	27	56	6	62	87	62	6	11	11	54	15	54	54	7	74	79	49	91	16	85	60	76	84	72	13	87	91	78	83	86	81	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-286.217821005425151	-295.268664385876491	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993857663660850	0	2	5	5	3	7	12	3	3	6	6	4	6	7	5	14	11	6	8	8	8	10	6	8	7	5	11	8	6	10	12	8	10	7	10	10	10	10	12	8	14	11	8	10	10	8	11	12	7	15	11	12	10	10	5	10	10	10	10	9	13	13	11	13	13	13	12	12	9	11	13	8	12	14	16	14	14	14	14	13	15	13	16	12	17	12	15	16	20	18	18	24	0	1	12	8	1	29	37	2	1	4	26	9	12	29	12	68	69	55	26	6	14	3	4	11	29	5	45	26	26	49	60	10	25	15	23	32	20	29	63	2	7	28	29	20	19	12	44	23	9	51	34	30	6	25	5	43	25	43	21	32	39	54	46	38	33	69	33	22	34	32	63	12	47	69	41	22	7	37	31	52	79	47	79	44	83	34	65	87	91	88	77	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-285.088523818051897	-294.139367198503237	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996305401018690	0	1	5	2	3	7	12	4	4	6	5	4	6	7	6	13	10	6	8	7	8	9	7	8	6	7	11	8	7	8	11	8	8	4	15	10	9	9	9	9	17	10	7	11	9	9	9	9	9	11	9	12	10	9	11	10	8	12	11	12	13	9	11	12	17	14	11	5	13	13	10	12	13	14	16	15	11	13	14	18	14	16	14	16	19	17	16	16	20	20	18	21	0	1	12	1	2	10	31	5	4	8	8	5	5	68	3	42	21	12	15	2	10	23	25	5	8	68	56	25	25	10	49	25	25	5	66	3	12	21	28	33	84	40	11	38	43	33	28	25	21	38	13	40	48	10	71	38	15	22	32	39	23	29	54	19	7	58	30	34	59	31	48	38	54	69	71	61	49	77	64	79	16	83	68	72	58	35	60	60	86	85	65	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-279.576558848516186	-288.627402228967526	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971450943424956	-1	1	5	3	3	5	10	2	5	4	8	5	7	6	4	13	7	6	9	9	8	9	8	7	7	7	9	8	8	7	9	6	10	8	14	10	9	9	11	10	18	11	9	7	10	8	12	11	10	15	10	12	11	9	10	9	11	12	10	10	10	7	12	12	15	14	10	12	14	13	13	13	14	13	15	14	14	15	16	14	15	13	16	14	19	18	16	16	19	20	16	25	0	1	5	2	1	10	27	1	15	5	17	10	18	10	8	39	18	15	30	29	24	14	24	6	32	14	26	26	10	12	29	12	34	44	19	23	17	14	55	27	78	33	13	9	34	44	36	59	21	35	34	19	21	18	31	28	56	37	38	25	23	5	43	57	16	53	54	51	20	57	48	68	64	63	20	68	23	25	76	22	39	67	50	63	83	66	70	80	74	89	73	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-268.076682144774281	-277.127525525225622	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983339002686518	0	1	6	3	3	7	11	4	3	5	7	5	6	8	5	10	10	2	9	9	9	9	8	6	8	7	9	10	7	4	9	9	8	7	16	10	11	9	12	10	15	11	10	9	10	9	10	11	9	14	11	11	11	9	12	10	10	12	11	12	13	13	12	12	17	14	10	12	12	13	14	11	13	13	17	15	14	14	17	14	17	15	12	14	18	16	17	11	18	14	19	19	0	1	15	18	2	3	49	4	2	9	9	4	4	12	8	34	54	1	13	33	26	29	24	12	3	10	26	25	3	18	13	29	12	13	80	11	27	14	57	23	70	40	31	6	46	14	49	40	26	60	45	46	45	14	16	23	34	20	22	23	55	38	43	47	36	52	21	16	72	72	48	54	58	21	41	61	64	55	58	61	50	84	59	64	77	66	60	36	76	58	82	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-282.215837413829149	-291.266680794280489	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997636288285588	0	2	4	5	3	7	11	3	4	6	8	6	7	6	4	14	9	6	10	8	10	7	5	6	8	7	9	7	8	7	12	10	10	8	16	10	10	8	10	9	14	11	7	10	9	9	10	10	7	15	10	7	11	9	5	8	11	12	12	12	12	12	12	12	15	12	11	10	12	12	14	10	13	14	15	12	15	15	17	17	13	15	16	15	18	17	16	17	21	19	17	25	0	1	5	9	1	24	37	2	5	55	52	8	23	55	1	48	49	23	23	18	6	3	5	55	18	12	30	14	12	55	51	13	25	24	50	40	25	18	52	13	70	52	24	24	43	29	29	46	24	16	6	4	34	11	8	24	3	57	26	44	33	44	68	48	27	40	11	30	25	27	61	30	12	57	61	36	71	62	75	82	67	32	62	74	76	75	75	50	90	80	35	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-282.306714882322751	-291.357558262774091	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984187156987782	1	2	6	2	2	8	12	3	6	6	8	5	7	8	5	11	9	4	9	9	10	10	6	6	7	7	11	10	8	8	11	4	8	7	15	10	11	9	13	10	13	11	10	10	8	9	12	12	8	15	9	11	8	11	11	12	10	11	9	10	13	13	12	11	17	13	10	9	13	13	13	12	14	14	13	16	15	12	14	18	15	13	14	14	14	17	15	16	19	18	17	24	0	1	18	1	1	24	44	1	1	12	24	4	10	34	18	36	34	5	24	6	6	45	8	1	23	24	23	68	12	34	38	4	23	24	79	26	20	5	63	51	44	28	6	34	10	13	58	10	26	85	33	40	12	57	17	14	6	20	6	19	37	52	49	60	35	58	51	34	16	58	37	43	63	43	27	38	7	45	75	26	61	60	63	63	61	81	73	77	87	76	61	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-279.455745614499392	-288.506588994950732	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998278638019008	0	2	5	5	1	6	10	3	5	6	8	6	4	8	1	13	8	6	9	8	7	11	8	8	7	7	12	9	7	8	10	10	10	7	15	9	9	10	10	9	17	10	9	10	11	7	11	12	9	11	9	9	10	11	9	11	11	11	10	10	13	12	11	13	17	12	13	11	14	5	13	12	12	11	17	15	14	15	15	16	17	15	14	13	19	14	15	11	20	19	16	23	0	5	8	8	1	9	52	15	15	8	18	5	5	10	1	31	4	4	10	10	9	19	4	12	6	12	31	23	8	12	11	18	43	10	38	46	23	11	17	11	79	26	21	46	38	4	55	74	26	7	21	24	11	52	46	14	40	32	26	11	68	56	34	42	69	38	72	52	64	8	25	60	38	31	76	50	30	69	84	35	80	24	16	22	75	62	51	11	83	35	73	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-290.697051610274684	-299.747894990726024	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985885936219488	1	2	4	5	3	8	12	3	5	5	8	4	6	7	5	13	11	6	7	6	5	11	3	7	4	7	9	5	7	9	12	10	9	9	16	9	10	7	13	9	14	12	8	11	11	8	11	12	11	13	10	10	9	10	11	10	9	11	7	11	12	13	9	11	14	13	14	12	8	13	14	12	14	13	15	13	14	15	11	18	17	15	13	12	18	16	16	17	14	13	10	19	0	1	2	8	1	38	52	1	5	23	19	23	10	28	25	17	46	25	18	5	3	54	2	21	5	15	38	23	13	43	34	33	46	14	78	14	53	3	61	14	76	56	19	37	52	9	33	32	37	52	26	9	26	11	56	27	3	51	21	37	22	31	1	57	61	84	49	17	13	60	40	14	31	17	55	61	50	70	34	75	65	44	48	79	70	89	41	67	16	22	19	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-283.325081499012924	-292.375924879464264	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969411528002135	0	2	3	4	2	7	12	4	4	4	4	4	6	8	5	11	5	6	8	9	10	11	8	7	8	5	12	9	6	9	10	7	9	8	13	10	9	10	13	9	17	10	10	8	11	10	11	12	8	11	11	12	9	6	9	12	10	12	11	12	13	11	11	13	15	13	13	11	13	11	14	10	14	13	15	16	15	14	13	15	17	16	17	16	16	15	16	15	21	18	18	22	0	1	1	1	1	18	57	3	5	2	2	2	2	11	8	38	8	26	24	25	28	57	29	4	5	11	22	6	17	14	44	13	29	15	22	13	23	30	46	13	80	19	25	15	23	24	49	62	24	72	31	36	44	26	19	28	37	43	46	22	27	42	36	36	35	8	7	38	50	55	72	25	74	48	42	39	47	50	52	71	87	71	79	35	59	64	75	59	90	76	78	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-274.136251704979713	-283.187095085431054	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998509170929597	0	2	5	4	3	8	11	4	6	5	7	5	4	6	1	14	10	6	10	6	10	10	6	3	7	8	11	8	2	9	10	8	9	7	14	10	10	10	12	9	18	8	10	10	9	9	7	12	7	10	11	7	10	11	12	9	9	12	9	12	12	12	12	12	17	10	12	13	14	12	13	11	14	14	15	15	14	14	13	17	12	14	17	15	18	18	17	17	20	16	10	23	0	1	4	5	2	10	19	5	4	4	4	13	15	3	1	61	32	15	46	4	46	25	24	2	10	20	59	25	1	11	11	18	25	9	64	52	57	45	7	47	73	25	6	42	6	25	10	17	3	30	66	20	28	28	23	25	25	46	26	19	50	57	51	43	35	32	44	48	81	72	56	38	63	60	48	16	70	64	28	84	50	39	78	71	68	90	73	84	86	73	32	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-264.401879109731055	-273.452722490182396	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993532105511646	-1	1	5	4	2	7	12	3	5	4	8	6	6	6	4	13	11	7	9	8	10	9	8	6	7	8	11	7	7	9	10	9	9	8	15	9	10	9	13	7	16	12	6	9	9	10	10	10	9	14	9	12	11	11	10	12	11	11	11	11	13	12	10	12	18	10	13	12	12	12	12	11	11	14	15	14	13	13	17	14	16	15	13	15	18	18	17	15	19	12	17	20	0	1	8	8	1	9	17	2	8	5	13	8	4	15	8	57	22	9	11	6	30	34	10	10	8	13	44	24	15	20	44	40	26	29	61	28	34	40	73	10	83	33	15	13	18	34	9	38	29	7	29	47	51	49	23	9	26	38	22	44	54	60	36	27	81	20	54	19	57	60	23	31	37	52	55	39	33	53	77	61	88	74	52	69	71	80	67	54	87	72	80	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-263.682073241460671	-272.732916621912011	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978368415753016	0	1	6	5	2	7	10	3	5	5	7	6	6	8	5	13	7	6	10	9	8	8	7	8	8	8	12	10	7	9	11	8	10	8	15	9	11	9	11	10	16	11	8	10	9	9	10	10	10	13	9	11	7	10	12	11	11	12	12	12	12	12	12	10	17	11	12	12	13	11	13	11	13	12	15	13	14	14	16	18	10	15	16	15	18	17	15	15	19	19	17	20	0	1	10	8	2	4	5	5	8	8	15	9	9	3	8	44	10	9	14	17	3	11	3	18	3	15	46	38	12	32	11	6	14	53	73	29	30	25	38	21	37	40	29	46	23	25	32	14	20	62	43	24	10	26	26	24	7	48	48	49	81	38	51	22	62	20	57	57	51	34	39	28	66	47	73	70	55	63	32	88	22	77	69	73	91	82	48	53	86	71	71	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-287.083311065636622	-296.134154446087962	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994132096607109	0	1	6	3	3	6	11	3	6	5	8	5	5	7	5	13	10	7	9	9	7	9	7	8	8	8	9	8	7	9	10	8	8	8	15	10	10	10	13	9	17	11	9	11	10	9	11	9	11	15	9	6	10	11	12	10	8	11	10	12	12	13	10	11	18	13	13	8	14	11	14	11	10	13	16	14	12	12	9	17	15	16	15	11	17	16	15	14	19	19	9	21	0	1	12	1	2	15	30	2	15	2	9	2	8	3	8	20	30	52	26	21	6	25	52	10	23	3	28	18	6	29	24	3	14	29	69	40	91	13	49	18	75	17	24	31	91	57	24	34	73	58	68	13	2	23	38	29	6	46	57	59	42	58	6	79	82	47	20	9	64	48	55	22	33	55	43	49	48	59	23	84	14	83	36	27	66	81	74	29	80	41	34	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-286.030239418491135	-295.081082798942475	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994983660115774	1	2	4	4	2	8	12	3	2	5	8	4	7	7	4	13	9	6	10	8	8	10	5	5	8	8	12	9	7	9	12	8	9	9	15	8	10	10	12	9	16	11	6	11	10	10	12	11	10	15	10	12	10	11	11	11	10	11	9	11	12	10	7	12	17	13	14	10	12	12	13	7	14	12	16	12	15	12	17	16	16	16	16	11	18	13	17	17	18	19	19	21	0	1	5	1	1	3	49	9	1	3	12	2	23	4	9	47	43	9	10	63	43	43	15	2	18	43	49	32	23	29	62	14	11	18	71	10	63	36	60	11	22	34	24	68	36	11	60	2	32	54	25	59	11	45	46	51	14	28	32	62	57	21	9	58	75	42	51	25	45	6	12	15	19	62	76	51	86	37	37	59	67	57	66	28	82	42	69	73	80	80	85	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
