step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-923.888434318233749	-922.426352233714852	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.424155504771651	0	1	2	4	4	6	7	8	7	9	8	10	8	10	9	9	10	11	12	11	11	11	13	14	15	15	17	14	15	16	16	17	16	15	16	17	17	16	17	17	17	19	18	18	17	17	19	19	19	18	19	19	20	20	20	20	20	20	21	21	20	21	21	22	20	22	21	21	21	22	22	22	23	22	23	23	22	23	24	25	23	25	25	26	25	26	24	25	26	25	28	25	26	26	26	28	27	27	28	29	27	30	33	32	32	31	34	35	35	37	40	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	4	4	5	4	5	4	5	5	5	5	6	6	6	6	6	7	7	8	8	9	7	8	8	8	9	8	8	8	9	9	8	9	9	9	10	9	9	9	9	10	10	10	9	10	10	10	10	10	10	10	10	11	11	10	11	11	11	10	11	11	11	11	11	11	11	12	11	12	12	11	12	12	13	12	13	13	13	13	13	12	13	13	13	14	13	13	13	13	14	14	14	14	15	14	15	17	16	16	16	17	18	18	19	20
500	-587.447350369637320	-586.085790441963809	-1.361559927673492	0.000009973341877	0.000005960220892	0.597615219198260	0.239218086043390	0	2	2	5	5	7	8	7	7	9	9	9	8	11	9	9	11	11	11	11	10	12	12	15	15	14	16	14	16	16	17	16	15	15	15	17	18	17	16	16	17	20	18	18	16	18	20	18	19	18	18	19	20	19	21	18	20	20	22	20	20	21	22	22	20	20	21	21	21	22	21	21	23	23	23	23	21	23	24	26	23	25	25	27	24	27	24	24	26	24	29	26	27	23	26	29	26	27	27	30	28	30	33	33	33	32	35	36	34	37	38	0	1	1	1	3	3	5	3	5	6	8	6	6	6	5	2	13	10	10	21	2	11	10	22	17	15	28	16	28	11	26	15	10	23	14	10	40	15	11	35	32	10	20	25	15	35	51	6	31	33	30	22	27	2	20	28	14	15	60	7	43	41	62	54	32	3	3	41	51	7	17	12	15	5	77	69	44	8	41	10	72	62	15	45	42	89	10	21	60	65	64	67	83	3	41	47	15	85	74	1	44	2	44	15	23	92	6	68	19	33	69	1	1	2	1	2	2	2	3	2	1	1	1	1	2	2	4	1	1	1	1	3	1	2	2	2	3	1	3	1	4	2	2	3	3	3	4	1	4	4	1	1	6	3	3	4	1	1	6	1	1	1	3	2	9	5	2	6	5	1	7	1	2	1	2	1	8	10	3	2	9	4	7	7	9	1	1	1	9	4	8	1	2	9	6	2	1	7	5	3	2	4	3	1	9	4	4	9	2	2	13	8	15	7	13	13	4	14	9	12	11	8
1000	-850.601462600296827	-848.706834045508458	-1.894628554788398	0.000009968701553	0.000020666317585	2.073120303116638	0.332567236862889	0	2	2	5	4	6	6	8	6	9	9	10	8	10	9	9	11	12	12	12	11	11	14	14	16	15	17	14	16	15	17	17	16	15	15	17	18	16	17	18	16	19	19	18	18	18	18	19	18	18	19	20	19	19	20	19	20	21	21	20	21	20	22	23	20	22	20	20	20	22	20	20	23	22	23	22	22	24	23	26	23	25	24	26	26	26	24	25	25	24	28	25	27	23	25	27	27	27	29	28	28	29	33	33	32	32	33	34	35	38	40	0	1	1	1	2	2	5	6	4	9	6	6	4	4	4	13	7	13	5	17	14	4	19	9	15	17	26	17	24	20	30	26	6	23	10	30	39	28	13	26	24	20	18	39	15	41	30	4	23	32	34	20	27	24	56	33	45	20	25	47	42	45	42	61	17	59	11	17	44	69	2	19	28	8	63	49	32	20	74	42	76	75	8	51	87	64	77	23	48	79	83	32	75	61	42	51	83	84	43	13	10	6	93	11	100	90	17	42	103	98	97	1	1	1	3	1	2	1	1	1	2	2	2	1	3	2	1	4	2	4	1	1	3	1	4	4	1	1	2	1	1	1	2	6	1	4	1	1	1	4	2	1	5	4	1	4	1	2	7	3	1	1	3	1	2	1	2	1	5	3	1	1	1	2	1	5	1	4	4	1	1	8	4	6	8	1	2	2	7	1	3	1	1	7	4	1	1	1	6	2	1	2	4	2	1	4	2	2	1	4	10	12	12	4	10	2	4	11	9	1	7	6
1500	-855.746585574268238	-854.117313585549255	-1.629271988718949	0.000010060774159	0.000014325557045	1.423902059399368	0.395453573479984	-1	2	2	4	5	6	6	9	8	9	8	11	8	11	7	9	10	11	11	11	11	12	12	14	15	16	17	11	14	16	16	17	14	12	16	18	16	16	16	17	17	17	18	17	18	17	18	20	18	19	19	18	20	21	19	20	20	21	21	21	20	21	22	23	19	23	21	21	22	22	21	22	24	22	22	22	22	23	25	25	22	25	24	26	25	26	23	26	27	24	27	25	24	27	26	28	28	27	29	28	27	31	33	31	33	31	34	35	32	36	39	0	1	1	3	2	5	2	5	7	6	7	13	3	10	7	15	16	11	6	17	9	1	8	9	5	23	1	16	16	29	12	33	10	17	21	27	4	33	24	30	9	30	6	37	1	30	8	45	42	29	47	28	43	26	15	34	27	45	20	65	42	10	65	29	8	67	2	51	51	12	56	40	8	23	56	51	51	32	90	72	60	54	19	47	37	83	68	6	43	81	29	48	59	47	5	62	41	44	75	62	11	59	104	47	96	100	51	109	102	98	53	1	1	1	2	1	1	2	3	1	2	1	1	3	2	1	1	1	1	2	1	1	6	2	3	4	2	10	1	2	1	3	2	2	1	2	1	5	1	1	1	4	1	6	1	5	1	5	1	1	2	1	3	2	3	7	4	1	2	5	1	2	4	2	4	4	1	9	1	1	6	1	2	9	5	1	1	2	3	1	1	1	2	6	5	4	1	1	9	5	2	4	3	2	4	10	4	5	6	4	4	8	5	2	7	3	2	8	2	1	3	11
2000	-684.341324309343236	-682.980341033088848	-1.360983276254375	0.000010099245884	0.000005630646603	0.557531390700765	0.303204794230621	0	2	2	4	4	7	8	8	6	10	9	11	9	9	9	9	9	10	12	11	11	12	13	14	15	14	17	14	16	15	16	15	14	16	17	17	18	16	17	18	17	19	17	18	18	17	18	19	19	18	20	18	21	20	20	20	20	20	22	21	21	21	22	20	21	22	21	20	21	22	21	23	24	22	24	22	22	23	24	25	23	24	24	27	25	26	24	25	25	26	28	23	27	27	25	28	26	27	28	28	28	31	33	31	32	31	34	35	36	34	40	0	1	1	1	1	2	4	9	5	13	7	10	4	4	5	6	6	1	4	16	14	17	21	19	24	6	31	2	28	13	24	18	15	30	30	10	41	30	34	32	34	46	6	4	16	10	29	15	24	30	44	43	41	20	13	37	29	39	51	55	33	46	58	33	10	45	49	11	37	67	28	54	16	16	57	20	48	28	70	83	59	81	6	15	81	75	45	70	92	63	49	54	67	31	77	81	4	90	61	10	1	6	51	8	49	95	35	74	107	59	73	1	1	1	1	2	2	2	1	1	1	1	1	4	3	2	1	1	5	4	1	1	2	1	1	1	2	1	6	1	2	1	3	3	1	1	5	1	1	1	1	1	1	5	6	4	4	1	5	3	2	1	1	2	4	6	1	3	2	1	1	3	2	1	4	6	2	1	5	1	1	4	1	7	5	2	5	2	5	1	1	1	1	6	10	1	1	3	2	1	1	4	1	3	7	2	3	11	1	4	9	8	8	6	10	5	3	7	5	1	5	9
2500	-836.683494703905808	-835.163261943670022	-1.520232760235813	0.000010149463330	0.000011713031634	1.154054283742942	0.359708494844115	0	1	2	5	5	7	7	9	7	10	9	10	9	10	10	10	11	11	12	12	11	11	14	14	15	14	18	14	15	14	16	16	16	16	16	17	18	16	17	18	17	20	18	18	17	17	20	18	20	18	18	18	19	20	21	20	21	21	21	21	20	22	22	23	18	22	22	21	21	23	23	21	24	22	23	23	22	22	25	25	23	26	26	26	26	27	24	23	26	25	28	25	26	24	26	29	27	27	28	29	27	30	33	32	31	32	34	35	35	37	40	0	1	2	1	1	5	4	2	4	9	1	11	9	4	9	7	5	3	11	17	7	4	7	9	19	17	24	9	28	14	13	23	1	15	26	20	8	28	8	2	38	23	10	41	18	26	34	17	18	38	36	30	46	51	8	51	44	56	38	22	20	50	50	59	34	60	3	2	23	58	2	51	59	36	48	47	27	39	68	63	77	40	3	61	50	45	41	21	57	46	88	30	71	6	39	62	48	80	79	82	38	74	71	76	97	73	5	87	103	56	81	1	1	1	3	2	1	1	4	1	2	6	1	1	2	2	1	4	6	1	1	2	2	3	4	2	2	2	4	1	3	3	1	8	3	1	2	4	1	4	8	1	4	3	1	2	1	2	5	6	1	1	3	1	1	6	1	1	1	2	4	5	3	1	1	1	1	6	9	4	1	9	2	3	2	3	2	2	2	1	2	1	3	12	2	2	4	3	4	2	3	3	3	1	5	4	3	6	1	2	1	4	4	5	2	3	3	16	4	1	9	6
3000	-622.801199349869648	-620.873719186334824	-1.927480163534810	0.000010189396662	0.000021967243895	2.155892505076539	0.362859858880278	0	1	3	5	5	7	6	8	8	9	8	10	7	11	10	10	11	12	11	10	12	9	14	14	16	15	17	13	14	15	16	18	16	15	15	16	17	16	17	17	17	19	18	19	17	17	18	20	19	18	19	19	20	19	20	20	21	21	21	21	20	21	21	23	20	23	22	20	20	22	22	22	23	22	23	20	22	24	25	25	23	25	25	26	24	25	25	26	25	24	28	26	25	27	25	28	28	28	26	30	27	30	33	32	32	30	34	35	36	37	40	0	1	2	1	3	5	4	1	4	13	3	5	5	11	6	11	20	10	13	11	10	4	22	18	15	4	34	10	13	12	20	30	21	19	6	15	29	28	26	20	28	11	5	47	6	8	4	5	33	28	40	34	37	37	54	32	50	2	41	27	39	2	38	67	47	68	8	30	32	60	33	41	62	13	60	9	41	54	50	61	27	75	35	8	72	68	27	37	77	50	73	72	90	42	54	58	63	92	90	49	2	85	83	62	91	85	62	84	89	48	63	1	1	1	1	1	1	1	5	2	1	2	3	1	2	2	1	1	2	2	1	2	2	3	1	3	5	1	2	3	2	2	1	2	3	3	3	1	2	1	4	2	4	7	1	5	5	5	8	2	2	1	2	1	1	1	1	1	6	2	3	2	10	3	1	1	3	6	3	1	1	3	2	1	8	1	5	2	3	2	3	4	1	5	6	1	2	4	6	1	4	3	2	1	3	3	4	3	1	1	11	12	5	4	3	2	2	7	4	3	9	10
3500	-681.208337066876879	-679.739286513821071	-1.469050553055794	0.000010348181429	0.000010547043555	1.019217108489462	0.355538889614662	0	1	2	5	4	6	8	7	7	10	8	11	8	10	10	10	11	11	13	11	12	11	13	14	16	14	16	13	16	16	17	18	16	14	17	18	18	14	18	17	17	19	16	18	17	17	20	19	19	18	20	18	21	20	21	20	20	21	22	20	19	21	20	21	21	22	21	20	21	23	20	22	24	23	23	24	21	24	24	26	23	25	22	27	25	26	25	25	27	26	28	26	25	27	25	28	27	28	29	28	27	28	32	31	32	31	34	36	36	37	39	0	1	2	5	1	4	3	6	6	8	2	6	9	3	13	7	11	4	8	5	7	11	13	8	10	17	34	22	19	26	14	23	10	6	18	25	41	20	40	17	38	25	5	21	11	11	11	23	18	24	16	30	71	37	24	44	61	16	63	48	25	42	39	30	18	17	4	5	52	63	20	67	62	5	60	66	49	2	68	52	52	75	8	41	70	67	69	54	93	79	65	17	51	31	10	55	10	89	102	57	15	50	106	77	96	54	83	100	107	107	61	1	1	1	1	2	1	3	1	1	2	2	3	1	4	1	1	2	4	3	2	1	2	2	3	2	1	1	1	2	1	4	2	3	4	2	2	1	1	1	3	1	3	6	4	4	3	6	2	5	2	3	1	1	2	5	1	1	4	1	1	2	1	1	2	7	5	6	8	2	1	4	1	2	8	1	1	1	11	2	4	2	1	6	4	1	3	2	3	1	1	4	6	3	3	7	3	9	1	1	5	6	7	1	4	2	6	8	3	1	1	9
4000	-564.133651295578375	-562.494568173933885	-1.639083121644513	0.000010332921695	0.000014959153877	1.447717723915170	0.413275014575815	-1	2	2	4	4	6	7	6	5	9	9	8	8	9	9	7	10	12	9	12	11	12	14	14	15	15	17	13	14	15	16	17	17	15	16	17	16	16	14	18	17	19	19	18	15	17	19	18	18	17	19	18	20	21	19	20	21	20	20	21	21	21	20	21	20	22	21	21	20	22	22	23	23	22	24	23	21	22	24	25	22	25	25	26	24	26	24	26	26	24	28	26	26	26	26	28	27	28	28	29	27	29	32	31	32	31	35	34	34	38	40	0	1	1	1	2	4	9	5	1	16	3	2	8	5	4	8	13	1	6	13	10	4	18	20	10	4	29	11	20	5	22	30	5	17	28	6	21	18	22	38	13	15	6	33	6	15	6	10	39	23	49	37	48	56	30	34	24	30	45	30	32	30	35	18	5	65	6	43	14	45	25	67	62	5	35	53	43	30	46	62	32	63	2	62	60	85	66	79	78	77	87	43	44	5	30	88	37	57	89	11	4	87	104	15	96	16	91	105	59	109	106	1	1	2	3	1	1	1	1	3	1	4	2	1	3	3	1	1	5	2	3	1	4	1	2	3	6	1	2	1	7	2	1	7	2	1	6	2	3	1	2	3	4	7	1	5	2	7	4	2	1	1	1	1	1	3	3	3	2	2	2	1	4	1	4	8	1	6	1	5	4	3	2	1	8	4	1	1	2	4	2	3	2	10	4	1	1	1	1	2	2	2	4	4	10	4	1	7	3	1	6	12	3	1	12	2	9	3	1	6	2	4
4500	-666.977257356387781	-665.063719624137434	-1.913537732250364	0.000011583956130	0.000024565740754	2.120669353168462	0.337957267966787	0	2	3	4	5	7	6	8	7	9	9	10	9	9	10	10	10	10	12	12	12	10	12	14	15	16	18	14	16	15	15	18	16	15	16	18	17	15	18	16	18	19	15	18	17	17	19	18	20	19	19	19	20	20	20	21	20	20	21	22	19	22	22	22	21	22	20	21	22	22	22	22	22	22	24	23	22	24	25	24	23	26	26	27	25	26	23	23	26	25	28	25	26	26	24	29	27	26	29	30	26	29	34	33	31	30	33	35	35	37	41	0	1	2	3	3	5	4	6	5	7	5	3	4	8	8	13	6	8	13	13	12	6	16	23	21	5	13	20	7	12	11	21	1	18	20	23	29	13	35	6	40	15	13	46	8	38	13	1	45	45	39	40	39	33	30	48	32	3	35	52	33	40	49	30	1	36	39	43	58	18	44	54	47	8	49	50	41	13	45	77	56	70	2	17	70	72	31	24	63	87	93	42	87	47	8	48	30	75	84	38	11	85	87	92	102	98	65	107	103	107	109	1	1	1	1	1	1	2	1	1	2	1	3	4	1	1	1	2	1	3	1	1	2	1	1	2	5	4	1	4	3	4	3	7	2	2	5	1	3	1	6	1	2	2	1	5	2	4	9	2	1	1	3	1	1	3	2	1	8	2	2	1	3	1	4	7	1	1	4	1	7	2	1	2	6	2	2	2	8	4	1	1	2	8	11	1	2	3	6	2	1	1	3	3	3	4	6	7	1	1	8	8	2	5	2	1	2	4	1	1	2	2
