step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41
78000	-214.890183549355839	-221.745671500315211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443466872308981	1	4	4	2	3	7	4	8	6	7	6	8	10	10	10	10	10	12	13	12	14	13	14	13	14	14	16	15	17	15	15	18	16	17	18	18	18	20	20	20	21	0	1	1	1	1	2	5	10	0	11	7	9	9	9	12	7	0	14	14	8	10	18	14	20	16	20	16	24	20	21	21	23	30	25	27	29	27	33	32	32	36	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	3	1	1	2	2	3	1	2	1	2	1	3	1	2	1	1	2	1	2	1	1	1	2	1	1	1
78500	-225.222803069281781	-232.078291020241153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585788490333639	0	3	2	2	3	7	5	8	6	7	8	8	10	9	9	12	10	12	11	13	14	12	12	14	13	16	17	16	17	16	14	18	17	18	19	18	19	19	21	20	21	0	3	1	1	1	2	5	7	0	7	7	9	12	9	12	10	0	14	14	11	11	19	14	20	11	20	21	16	20	25	25	23	21	21	27	24	31	30	40	23	29	1	1	1	1	2	3	2	3	1	1	1	1	1	2	1	3	1	2	1	2	2	1	2	1	2	2	2	2	2	1	1	3	2	2	1	2	3	1	1	4	2
79000	-203.364982323896157	-210.220470274855529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789550807248673	1	3	3	2	3	5	4	8	7	7	5	8	9	10	10	11	9	12	9	12	12	14	12	14	13	16	15	15	16	15	15	17	17	17	18	18	19	20	21	19	22	0	1	1	1	1	3	5	11	0	11	7	9	9	19	12	10	0	14	9	8	8	14	14	20	21	20	21	24	20	25	21	23	25	27	27	26	31	33	32	32	36	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	2	3	1	2
79500	-208.922509901471415	-215.777997852430786	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742655566910085	-1	1	2	3	3	6	4	6	6	7	8	9	10	8	10	10	8	12	12	11	13	14	13	13	12	16	16	15	17	15	16	17	17	17	17	19	18	19	22	19	21	0	1	2	2	2	4	5	7	0	8	8	9	9	9	12	10	0	14	14	11	25	19	19	20	11	16	21	24	26	21	25	23	30	21	30	29	31	33	40	23	36	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	3	2	2	1	1	1	1	2	3	2	1	1	1	2	2	1	2	1	1	1	1	2	2	1
80000	-217.541915385138537	-224.397403336097909	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678939313742793	0	4	1	3	2	5	5	7	6	8	8	8	9	9	10	10	10	11	12	11	13	11	14	14	13	13	16	15	18	15	15	17	16	17	19	19	18	20	21	19	20	0	5	1	3	1	4	5	7	0	8	7	9	9	9	12	10	0	9	14	16	10	14	18	20	16	20	25	24	24	21	21	18	25	30	21	29	31	25	32	23	36	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	2	2	1	2	1	2	3	2	2	1
80500	-218.532489371919382	-225.387977322878754	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577773486338856	-1	4	1	3	4	6	4	8	6	6	7	9	9	10	7	11	10	11	12	12	14	13	14	14	12	15	16	15	17	15	16	17	17	18	19	17	16	19	20	18	22	0	1	1	3	3	2	4	10	0	7	10	15	9	12	9	11	0	12	14	11	25	14	19	20	16	16	21	16	24	25	30	23	30	21	34	26	25	33	23	18	36	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	2	1	3	1	1	1	1	1	3	1	2	1	2	1	2	1	2	1	1	2	1	2	4	2
81000	-202.468491707335062	-209.323979658294434	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744571003035967	0	2	4	2	2	6	4	6	6	7	7	9	10	7	8	11	10	11	12	12	14	13	14	14	13	14	15	16	16	16	16	17	17	17	19	19	18	20	21	20	20	0	1	2	1	1	3	5	7	0	8	8	15	9	9	9	10	0	14	14	10	25	14	18	16	16	20	21	24	24	25	21	23	25	27	34	29	30	33	32	32	24	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	4	2	1	3	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	3	2	3
81500	-211.736223703996700	-218.591711654956072	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665136343738667	1	4	3	3	3	6	4	8	5	7	6	8	9	8	9	12	10	10	12	11	14	13	13	14	13	15	16	15	17	14	16	16	17	17	19	19	17	19	21	17	21	0	3	1	1	1	2	5	11	0	11	7	9	9	9	9	8	0	14	14	11	11	14	14	20	7	16	30	25	20	16	21	23	30	27	30	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	3	1	1	2	2	3	2	3	1	5	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1
82000	-193.526196015785786	-200.381683966745157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714191614921969	0	3	2	3	2	6	4	7	7	8	6	8	10	9	9	11	10	11	12	11	13	13	14	15	14	15	16	16	17	15	15	18	17	18	19	19	18	20	21	20	20	0	3	1	3	1	1	5	11	0	11	7	9	15	9	12	8	0	14	14	8	16	14	19	20	21	20	21	24	24	25	25	23	30	21	34	24	31	25	32	32	24	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	2	3	1	1	3
82500	-209.473037034024202	-216.328524984983574	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716297914238150	0	3	2	2	3	6	4	6	6	7	7	8	10	9	10	11	11	12	13	12	15	14	13	13	14	15	15	15	17	13	15	16	15	17	19	19	18	19	20	21	22	0	3	1	1	1	3	5	7	0	8	8	9	9	9	12	8	0	14	14	8	16	19	18	20	16	24	30	20	26	16	30	18	30	27	21	29	31	33	32	32	29	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	1	1	1	3	1	1	2	1	1	1	2	1	2	2	1	2	2	2	2	2
83000	-223.824595973207806	-230.680083924167178	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552986506382242	0	3	2	3	3	4	5	7	6	8	8	8	9	9	10	12	9	11	12	12	14	14	12	14	13	15	15	15	17	15	17	18	18	18	20	17	19	19	22	20	20	0	1	1	1	1	2	5	7	0	8	8	9	9	9	9	8	0	15	14	11	10	14	15	20	16	16	25	20	26	25	21	23	21	27	21	20	31	21	32	32	29	1	1	2	1	2	1	1	1	1	1	1	2	2	2	3	2	1	1	1	2	2	3	1	1	1	2	1	2	2	1	1	2	3	2	3	3	1	3	2	1	2
83500	-220.390833831368269	-227.246321782327641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660154542373613	0	3	3	2	2	7	4	7	5	8	6	8	9	9	8	11	9	11	12	12	12	12	14	14	13	15	16	14	15	15	16	17	18	15	18	17	18	19	22	20	21	0	1	1	1	1	3	5	7	0	8	3	9	15	9	9	8	0	14	14	11	11	14	19	16	16	20	21	20	16	25	25	19	27	21	27	29	31	33	40	32	36	1	1	1	1	1	3	1	2	1	1	2	2	1	2	2	3	1	2	2	3	2	1	1	2	1	2	2	1	2	1	1	2	1	2	1	1	1	1	1	2	2
84000	-206.772390236709469	-213.627878187668841	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683098788523086	0	4	2	3	2	6	4	8	7	8	8	9	10	8	9	11	8	11	12	12	14	13	14	14	13	15	16	15	17	16	17	17	17	17	18	19	18	19	19	20	21	0	1	1	3	1	2	5	7	0	7	7	9	9	9	9	8	0	14	14	10	25	14	19	20	16	8	25	20	24	25	30	23	21	10	27	29	31	33	32	32	36	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	2	2	2	1	2	2	1	1	3	2	2	2	2	1	1	1	4	1	1	1	2	2	2	1
84500	-199.538271362964650	-206.393759313924022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.805705779856932	0	3	4	1	2	6	4	8	7	7	8	8	8	9	9	11	10	11	13	12	13	14	13	14	13	15	16	16	17	15	16	17	18	17	19	18	19	19	22	20	21	0	1	1	1	1	3	5	10	0	7	10	9	9	9	12	10	0	14	18	8	11	14	14	20	20	20	21	20	26	16	21	23	30	27	30	29	31	34	40	32	36	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	1	2
85000	-203.302321538451082	-210.157809489410454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670790895710984	0	3	2	3	3	6	4	7	6	7	8	8	8	9	10	11	11	11	11	12	14	12	13	14	13	16	17	16	17	15	16	16	17	17	18	18	18	18	22	19	21	0	3	1	3	3	2	5	7	0	7	8	9	9	9	12	11	0	14	14	8	16	19	14	20	11	24	25	24	24	25	21	19	21	21	33	29	31	33	23	23	36	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	3	2	1	1	1	1	1	4	2	2
85500	-204.753431320512334	-211.608919271471706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.792941434636266	1	4	3	2	4	7	5	8	6	8	6	8	10	9	8	11	9	11	12	12	14	14	13	14	13	14	17	15	17	15	17	18	17	17	19	17	18	19	21	20	21	0	3	1	1	3	1	5	11	0	11	7	9	12	9	9	7	0	14	14	16	16	14	18	20	8	20	21	16	24	21	30	19	30	21	27	16	31	33	40	32	29	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	4	1	1	2	1	1	3	1	2	3	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2
86000	-234.996175823824871	-241.851663774784242	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614565935869840	0	4	2	3	2	6	4	8	6	8	6	8	9	9	8	11	10	11	12	12	13	13	14	13	13	15	14	14	16	15	15	18	16	17	19	18	18	20	21	20	21	0	3	1	1	1	5	5	7	0	7	7	9	9	9	9	10	0	14	14	8	10	18	18	20	11	11	25	20	8	27	25	19	25	25	21	29	31	34	23	32	36	1	1	1	1	1	3	1	1	1	2	2	2	1	2	1	2	1	2	2	2	2	1	2	1	3	4	1	1	4	1	1	3	1	2	3	1	2	2	4	1	2
86500	-221.880142502693616	-228.735630453652988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607437258910952	0	2	3	3	4	5	5	8	5	7	8	8	10	9	10	12	11	11	13	13	14	13	12	14	12	15	17	15	17	16	16	18	18	15	19	17	18	19	21	20	21	0	1	1	2	3	2	2	7	0	7	10	9	12	9	9	11	0	14	18	10	25	18	18	8	8	24	21	8	20	21	25	23	34	21	30	20	25	27	32	32	36	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	3	2	1	2	2	3	1	2	3	2	1	2	2	3	2	1	1	2
87000	-205.166451504104828	-212.021939455064199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652447985351631	0	3	4	2	2	6	4	8	6	7	6	9	9	9	10	11	9	11	12	13	14	13	14	15	13	15	17	14	17	15	17	16	17	17	19	18	19	20	22	20	21	0	1	1	1	1	3	5	11	0	11	7	9	9	9	12	10	0	14	18	10	16	18	19	20	16	20	21	16	20	21	25	23	30	11	27	24	34	33	23	32	29	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	5	1	2	1	1	4	3	1
87500	-209.311835914372438	-216.167323865331809	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.725699200672078	1	2	4	3	3	6	4	6	6	8	7	8	9	10	10	11	10	10	13	12	15	13	13	14	13	15	15	15	17	15	15	18	17	16	18	19	18	19	21	21	22	0	1	2	1	1	1	5	7	0	8	8	9	9	9	12	10	0	9	18	10	16	14	14	20	16	20	16	20	26	25	16	18	30	27	34	29	31	33	32	32	36	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	2	1	1	1	2	2	1	2	1	3	1	1	1	1	2	2	1	1	2
88000	-217.638208750471904	-224.493696701431276	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641789568092798	0	2	3	2	3	6	4	6	7	7	8	8	9	8	10	11	8	10	11	11	13	13	13	15	13	13	16	15	17	15	16	17	18	14	19	18	18	17	21	21	19	0	1	2	1	1	3	5	7	0	8	10	9	9	9	12	10	0	14	18	10	16	15	19	26	16	20	21	20	24	25	25	23	30	8	30	29	31	25	32	32	36	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	3	2	1	2	2	2	2	5	2	1	2	2	2	2	1
88500	-212.959717792669608	-219.815205743628979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660456085939885	0	4	2	3	2	6	4	7	6	5	7	8	9	8	10	10	9	11	12	13	14	13	13	15	11	15	17	14	17	16	15	16	18	17	19	18	19	20	22	20	22	0	3	1	1	1	3	5	10	0	7	10	9	9	9	12	11	0	14	14	25	25	18	19	25	11	20	21	25	20	31	25	23	30	31	34	24	31	33	40	32	36	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	3	3	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	2
89000	-221.829396528988212	-228.684884479947584	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552286439631592	1	2	3	2	3	5	5	8	7	7	8	8	9	10	10	11	10	11	13	12	13	13	12	14	14	16	16	15	17	16	17	17	17	18	18	19	18	19	20	21	22	0	1	2	1	1	1	5	7	0	5	7	9	9	9	12	6	0	14	18	16	10	18	14	10	21	20	16	24	26	21	21	19	21	30	33	29	25	34	32	32	36	1	1	1	1	1	2	1	2	1	3	2	1	1	2	1	3	1	1	1	1	2	1	1	3	1	3	3	1	1	2	2	3	2	1	1	1	2	1	1	3	2
89500	-220.286653268379354	-227.142141219338725	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581121914779143	0	3	2	2	3	7	4	5	7	7	6	9	10	9	9	11	10	10	12	12	14	13	13	14	13	16	16	15	17	16	16	17	17	18	18	19	18	20	21	19	22	0	3	1	1	3	2	5	7	0	8	8	9	9	9	9	10	0	14	14	10	7	19	19	16	11	16	16	20	20	21	21	23	25	27	27	24	31	33	32	32	29	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	2	3	5	1	1	2	2	2	2	2	2	1	1	2	2	1	2	3	1	2	2	1	3
90000	-208.860426431154366	-215.715914382113738	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710515115119860	0	3	3	2	3	6	5	7	6	6	8	8	9	9	9	11	11	10	13	13	14	13	13	14	14	15	15	15	16	15	14	18	16	16	19	18	18	20	20	21	20	0	1	1	1	1	5	5	10	0	7	10	9	9	9	12	7	0	14	18	16	16	18	18	20	16	20	25	24	16	31	16	23	30	27	34	29	33	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	2	1	2	1	2	1	1	1	2	1	2	3	1	1	2	1	1	2	1	1	2
90500	-221.268861142554471	-228.124349093513842	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645379959868364	0	3	3	3	3	6	5	8	7	7	8	9	9	9	10	10	11	12	12	11	14	12	14	14	12	14	16	15	17	15	14	17	17	17	19	18	18	18	21	20	21	0	1	1	1	1	2	5	10	0	7	10	9	9	9	12	10	0	14	14	11	16	14	14	20	11	20	25	24	24	21	16	23	21	21	31	29	21	30	32	14	36	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	3	2	1	3	1	2	2	2	4	2
91000	-200.445562752817352	-207.301050703776724	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880486220296929	0	4	3	2	4	6	4	7	6	6	8	8	9	8	10	10	10	11	13	12	14	14	13	14	13	15	16	15	18	16	17	18	16	18	17	19	19	19	21	20	21	0	3	1	1	3	2	1	10	0	7	10	9	9	9	12	11	0	14	18	16	25	14	18	20	16	20	21	24	24	21	25	23	21	21	25	29	35	33	32	32	36	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	3	2	1	2	2	1	1	2	1	1	1
91500	-192.244052251846824	-199.099540202806196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.793780500235010	0	3	3	2	3	7	5	8	6	7	8	8	9	9	9	11	10	11	13	11	15	13	12	14	14	15	16	16	16	16	17	17	16	18	19	18	18	20	21	19	21	0	1	1	1	1	2	5	10	0	7	10	9	9	12	12	10	0	14	14	11	25	18	14	20	16	24	21	24	24	21	25	23	25	30	27	29	31	33	40	32	36	1	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	2
92000	-208.044410865467171	-214.899898816426543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762961695503380	0	3	2	3	2	5	4	7	5	5	6	7	8	9	9	9	11	11	12	12	15	13	14	14	13	14	16	16	15	13	15	18	15	18	19	18	18	18	21	20	21	0	1	1	3	1	2	5	10	0	7	10	9	9	9	12	8	0	14	14	16	25	14	19	20	16	20	21	24	24	16	25	23	25	27	38	29	31	33	32	32	24	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	1	2
92500	-199.810707273741684	-206.666195224701056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816361519002428	0	4	3	2	2	7	4	8	6	6	8	9	9	9	9	10	10	11	13	11	12	13	13	14	13	15	14	16	17	15	17	17	18	17	19	19	18	19	19	21	19	0	5	1	1	1	2	4	10	0	7	10	9	9	9	9	11	0	14	18	16	16	18	14	20	8	20	21	24	26	21	30	23	34	27	34	29	31	33	32	39	24	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	3	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2
93000	-208.891277043079299	-215.746764994038671	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622703393474476	1	3	4	2	3	4	4	8	5	6	8	8	10	8	10	11	10	10	12	12	14	14	13	14	12	15	16	15	17	15	16	17	17	18	18	18	18	19	20	20	21	0	1	2	1	1	2	5	10	0	7	10	9	9	9	12	11	0	14	18	10	25	18	18	16	10	20	21	20	24	20	21	23	30	27	30	24	30	33	32	23	36	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	4	1	2	1	1	3	2	1	2	2	1	2	2	1	2	1	2	1	1	1	2	2
93500	-181.379691375956071	-188.235179326915443	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.862308907465232	0	2	3	2	3	5	4	7	7	6	7	8	9	9	10	11	10	11	11	12	15	13	14	13	14	15	17	15	16	16	16	18	18	18	19	18	18	20	20	21	20	0	1	1	1	2	3	5	10	0	7	10	9	9	9	12	11	0	14	14	16	16	14	18	16	16	20	25	24	24	21	25	23	25	21	37	29	31	34	32	39	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1
94000	-213.465942961557175	-220.321430912516547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669655128096857	1	3	2	3	3	6	4	7	6	8	6	8	9	10	8	11	10	11	11	13	12	13	13	14	13	15	16	15	17	14	16	17	16	17	18	18	18	20	22	20	21	0	1	1	3	1	3	1	11	0	8	7	9	9	13	9	10	0	9	14	16	8	14	19	20	21	16	21	24	20	25	21	23	30	33	30	29	25	33	40	23	36	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	2	2	1	3	1	2	3	1	1	2	1	2	2	1	3	2
94500	-200.179573350518041	-207.035061301477413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709100232670054	0	2	3	2	2	7	4	7	5	8	7	8	7	10	9	11	10	11	13	12	15	12	13	14	13	14	16	16	16	15	16	16	17	17	19	18	19	19	22	20	22	0	1	1	1	1	1	5	7	0	8	7	9	9	9	12	10	0	14	18	10	25	18	18	20	16	20	21	24	20	25	25	23	30	21	27	29	31	33	32	32	36	1	1	1	1	1	3	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	2	2	3
95000	-208.013304037681110	-214.868791988640481	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597251680594475	0	4	3	3	2	6	4	8	7	7	7	9	9	9	8	12	10	11	12	11	14	12	13	14	12	15	17	15	16	15	16	17	17	18	20	17	18	19	22	20	20	0	1	1	1	1	2	5	7	0	7	7	15	9	9	9	7	0	14	18	8	25	14	18	20	11	20	21	24	24	16	25	23	21	21	27	29	31	30	32	23	29	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	3	1	1	1	1	1	1	1	2	3	2	2	1	1	2	2	2	1	2	1	1	1	2	3	4	2
95500	-208.324444047173841	-215.179931998133213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707725169957331	1	3	2	2	3	4	5	8	7	6	8	8	9	10	9	11	10	12	12	13	14	14	13	13	13	14	17	16	17	15	16	16	17	18	19	19	17	19	21	20	21	0	3	1	1	3	1	5	10	0	7	10	9	9	9	9	8	0	14	14	16	16	19	19	11	16	24	21	24	24	25	25	23	30	25	27	29	31	25	32	23	36	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	2	2	2	2	2	1	1	3	2	1	1	3	2	3	2
96000	-243.621484836489913	-250.476972787449284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598098277261936	1	3	3	2	4	5	5	6	6	8	8	9	10	9	8	12	11	12	11	12	13	13	14	13	14	13	17	15	16	15	16	18	17	18	19	18	18	20	22	19	22	0	1	1	1	1	2	1	7	0	8	8	9	9	9	9	8	0	13	15	11	11	14	14	10	10	20	30	24	20	25	30	23	30	27	34	20	30	33	18	32	36	1	1	1	1	2	1	3	1	1	1	1	2	2	1	2	3	1	2	2	2	2	2	4	2	3	1	1	1	2	1	1	2	1	1	1	4	2	2	5	1	2
96500	-212.340627044365050	-219.196114995324422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784194032791569	0	3	2	2	3	5	4	8	6	8	7	8	9	8	9	12	8	11	13	13	15	13	12	14	13	15	16	15	17	16	16	17	18	17	19	18	18	20	21	20	22	0	1	1	1	3	3	5	7	0	7	7	9	9	9	12	8	0	14	14	8	8	14	14	20	8	10	25	20	24	25	21	23	21	30	21	29	31	33	32	32	36	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	3	2	2	1	2	3	2	1	1	2	1	3	2	1	1	1	1	2	2	1	2
97000	-206.314222687444811	-213.169710638404183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690488346467711	-1	3	1	2	2	5	4	8	6	6	8	8	9	8	9	10	10	10	11	12	14	12	14	14	13	15	15	16	17	15	17	18	17	17	19	19	18	19	22	20	21	0	3	1	3	1	5	5	10	0	7	7	9	9	9	12	8	0	14	14	11	25	18	19	16	20	20	21	24	24	25	27	23	24	21	34	26	31	30	23	32	36	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	2	4	1	2
97500	-214.153081090902759	-221.008569041862131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585235335697271	0	3	3	2	4	6	5	8	6	6	8	8	9	9	10	10	10	11	13	12	13	13	14	14	12	14	17	16	17	14	16	16	17	16	19	19	18	19	21	19	21	0	1	1	1	2	2	3	10	0	7	10	9	9	12	12	7	0	14	14	16	25	14	18	20	16	20	21	24	24	25	25	19	30	21	27	29	25	33	32	23	24	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	3	1	2	2	1	1	2	2	1	2	1	2	1	2	1	3	1	1	2	1	1	3	2	2	2	4
98000	-210.924781094249937	-217.780269045209309	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500077305184824	0	4	4	2	2	5	4	6	6	8	8	7	8	8	8	11	10	10	12	12	15	14	13	13	12	16	16	15	16	14	16	17	16	18	20	18	19	19	22	20	21	0	1	1	1	1	2	5	7	0	7	8	9	9	9	12	8	0	14	18	10	25	18	18	20	16	20	30	20	24	11	25	23	30	25	34	29	31	33	32	32	36	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	3	1	1	1	1	1	2	1	2	2	2	1	3	1	1	2	2	2	2	2
98500	-206.324123073439239	-213.179611024398611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734604848554863	1	3	3	2	2	6	4	5	6	7	7	8	8	9	10	11	10	11	11	13	14	13	13	12	13	16	16	15	18	16	15	17	17	17	20	18	18	19	21	21	21	0	1	1	1	1	2	5	7	0	8	8	9	9	9	12	8	0	14	14	16	25	19	19	10	16	8	25	24	26	25	25	23	25	21	34	24	31	33	32	32	29	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	3	1	7	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2
