step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
1	-10505.263356275258047	-10511.202553494344102	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.707928360434921	0	2	2	4	3	4	5	6	6	9	10	10	11	12	15	14	17	17	17	18	18	20	20	19	20	21	22	21	22	23	22	22	23	22	24	23	23	24	24	23	26	24	25	25	26	26	26	28	28	26	26	27	26	27	28	29	29	27	28	29	31	29	28	28	30	29	30	29	30	30	31	31	34	32	31	32	32	32	31	32	34	33	34	33	32	34	34	36	34	36	36	36	35	36	36	36	37	38	36	38	37	39	38	38	38	40	40	41	42	42	43	45	45	44	47	48	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	5	5	5	6	6	8	7	9	9	9	9	9	10	10	10	10	11	11	11	11	12	11	11	12	11	12	12	12	12	12	12	13	12	13	13	13	13	13	14	14	13	13	14	13	14	14	15	15	14	14	15	16	15	14	14	15	15	15	15	15	15	16	16	17	16	16	16	16	16	16	16	17	17	17	17	16	17	17	18	17	18	18	18	18	18	18	18	19	19	18	19	19	20	19	19	19	20	20	21	21	21	22	23	23	22	24	24
500	-2234.293445785798667	-2240.232643004883812	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.140776201248618	0	3	2	5	3	5	5	4	6	9	11	7	12	9	12	12	14	17	14	18	16	20	19	16	18	18	21	21	21	20	22	23	20	19	24	24	24	25	23	23	24	23	25	25	27	25	25	28	29	25	26	28	26	28	28	29	30	27	29	30	31	27	28	29	30	30	30	28	31	30	31	32	34	33	31	33	32	33	31	33	33	33	34	33	33	35	35	37	35	37	37	36	36	37	37	37	38	39	37	38	38	40	38	39	39	41	40	41	43	43	42	45	46	45	47	49	0	1	0	1	3	5	1	2	3	12	12	4	12	12	4	14	10	11	10	21	19	20	24	10	17	24	30	21	25	4	23	30	34	26	24	21	31	24	31	25	26	15	15	24	15	26	39	33	19	17	18	44	41	30	24	24	30	15	17	17	15	1	24	34	24	24	17	25	24	23	25	40	17	23	24	34	4	30	25	0	51	24	19	24	24	20	62	0	16	44	30	24	23	19	19	24	25	25	30	17	46	30	30	41	30	17	45	27	0	26	85	30	58	66	0	0	1	2	1	3	1	1	2	1	2	2	2	1	2	1	3	2	2	3	1	1	1	1	2	5	4	2	1	3	1	7	2	2	1	1	3	4	1	6	1	2	4	5	5	8	10	5	1	6	9	5	6	2	1	7	6	8	7	6	10	10	12	15	10	6	7	10	10	5	13	6	9	7	14	5	12	10	16	7	8	1	5	13	14	12	10	10	5	1	19	11	14	16	12	15	13	13	15	13	16	15	11	19	15	9	12	21	9	17	1	19	6	19	16	12	1	1
1000	-1577.602771267537491	-1583.541968486622636	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.217569720571110	0	2	2	4	3	5	4	5	5	10	10	11	11	12	15	14	17	16	15	16	19	18	18	18	20	18	22	22	22	23	22	21	22	19	24	23	23	24	23	23	23	25	25	26	27	24	27	29	28	26	26	25	25	28	29	28	29	27	28	30	32	30	28	28	31	29	30	29	31	30	30	31	33	33	31	33	32	33	32	33	35	34	35	34	33	32	34	36	34	35	37	35	35	36	36	37	37	39	36	39	37	39	38	38	39	40	39	42	41	42	44	46	46	45	48	48	0	1	0	2	3	3	1	1	5	8	8	11	8	12	10	13	14	10	10	12	22	12	13	20	18	18	17	18	24	24	25	19	19	26	18	20	19	20	25	20	12	30	41	41	20	26	32	33	37	28	39	41	33	32	34	40	20	32	20	34	51	23	40	20	34	20	33	53	41	46	41	40	40	46	40	69	40	46	48	0	49	34	19	18	26	57	65	0	8	41	56	8	20	20	57	46	41	46	41	53	19	41	77	55	41	8	66	41	0	41	104	41	60	66	0	0	1	1	1	1	1	1	3	2	1	2	2	1	4	1	2	1	3	3	2	3	1	3	4	1	2	1	2	3	2	5	1	3	4	1	4	5	4	4	1	4	10	1	1	2	5	4	3	3	3	4	2	1	2	4	5	3	7	2	8	9	4	9	3	7	8	9	4	2	8	4	4	3	7	5	4	2	5	5	1	1	4	8	16	15	11	2	1	1	17	9	7	16	12	12	4	8	13	9	8	11	17	10	3	7	11	21	5	12	1	14	2	16	10	11	1	1
1500	-1399.929427910356253	-1405.868625129441398	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.280037578946625	0	2	1	4	3	5	6	6	7	10	9	11	11	11	16	15	17	16	18	16	18	21	21	19	21	19	22	21	22	23	23	21	23	20	24	22	23	24	23	21	26	25	24	25	25	25	24	28	28	26	26	27	26	27	28	30	27	27	29	29	30	30	26	29	29	26	31	30	30	30	31	32	34	33	30	33	33	33	31	30	33	33	34	34	31	34	33	34	35	36	36	37	36	35	36	37	37	38	37	38	38	40	38	38	39	40	41	41	41	43	42	46	44	44	47	48	0	1	0	1	3	3	1	4	5	8	4	8	11	11	11	12	10	12	17	10	10	17	19	18	19	20	18	18	17	28	25	18	22	17	17	15	32	18	22	18	33	38	24	30	39	34	32	66	58	30	23	29	26	47	41	60	33	41	18	34	51	23	34	41	34	21	65	58	21	65	75	79	57	70	33	64	53	41	57	0	71	65	17	85	26	55	75	0	18	80	75	12	21	78	66	63	18	95	22	66	40	75	78	83	66	18	104	66	0	66	96	66	85	66	0	0	1	1	1	2	1	3	3	1	2	2	2	3	1	1	4	2	3	4	1	2	5	2	2	2	2	1	3	3	3	1	2	2	1	2	4	3	1	4	1	2	2	1	3	1	1	2	2	1	1	2	2	2	3	2	1	1	3	1	5	5	2	5	3	1	5	5	1	2	7	1	1	1	4	2	3	3	5	3	2	1	1	2	11	3	8	2	1	1	14	4	2	14	10	1	4	7	11	1	11	10	12	7	3	2	6	18	1	8	1	12	2	16	5	11	1	1
2000	-1189.794405172851157	-1195.733602391936302	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.354343591181443	0	2	1	4	3	5	5	6	6	7	10	10	12	12	15	14	18	18	17	17	18	20	21	19	20	19	22	21	21	23	22	22	24	22	22	24	24	24	24	23	27	24	25	24	26	24	26	28	28	26	27	27	25	26	28	29	29	27	28	29	32	30	28	28	30	27	30	30	30	29	32	30	34	32	32	32	33	32	32	32	34	34	34	34	33	33	35	35	34	36	37	36	33	34	36	34	36	38	37	37	38	39	38	39	39	40	41	40	42	43	43	45	46	45	45	48	0	1	0	2	3	5	2	4	3	8	10	10	10	12	10	12	15	15	12	14	12	19	17	18	19	19	22	19	24	28	25	25	34	26	22	17	31	30	32	26	46	21	21	21	32	23	39	58	46	38	39	36	21	39	46	33	40	34	54	41	51	47	46	34	53	53	48	49	20	53	67	48	53	70	56	64	58	70	72	0	57	68	72	71	55	58	84	0	20	80	84	20	74	66	74	58	20	94	20	70	70	89	70	74	78	53	106	86	0	66	104	74	103	89	0	0	1	1	1	2	2	1	2	1	4	1	1	2	2	1	4	3	2	2	3	4	4	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	1	2	2	4	3	2	2	1	2	1	2	1	1	2	3	1	2	3	2	4	1	1	3	4	2	4	2	1	1	2	5	2	1	1	4	3	1	2	3	2	1	1	2	2	2	2	3	4	1	1	14	2	2	10	1	3	2	3	8	3	18	4	6	5	4	4	4	11	1	4	1	11	2	11	5	9	1	1
2500	-1073.551453652169812	-1079.490650871254957	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.511451882001585	0	3	2	4	3	4	5	7	6	8	11	11	11	12	15	14	17	18	16	18	19	20	21	20	20	22	22	21	22	24	22	23	23	22	24	23	24	24	23	24	26	25	25	26	27	25	26	28	28	26	26	27	27	27	28	28	30	26	28	30	32	30	28	28	30	27	28	29	31	30	31	30	35	33	31	33	32	33	32	32	33	32	35	33	32	35	35	36	35	35	36	37	34	36	36	37	37	37	37	38	36	38	37	37	39	41	40	41	42	42	43	46	44	44	47	47	0	1	0	1	3	3	1	4	6	8	10	10	10	10	11	14	15	14	15	19	17	17	22	20	18	18	21	24	24	29	18	18	26	22	27	20	20	24	25	26	26	36	36	38	25	18	39	40	40	30	32	42	32	47	26	33	46	26	32	58	51	32	46	34	49	26	46	49	54	49	72	48	71	85	56	82	34	70	72	0	75	68	71	72	46	63	84	0	66	80	48	64	77	74	86	77	67	86	2	78	78	56	101	86	101	93	95	89	0	85	108	89	106	89	0	0	1	2	1	1	1	1	3	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	1	2	2	1	1	2	1	2	1	1	2	2	3	2	1	1	2	1	1	1	4	3	1	2	2	1	2	1	1	1	3	3	3	3	3	1	3	3	1	3	1	2	1	1	1	1	1	1	3	1	2	1	4	2	1	1	1	2	2	1	4	3	1	1	5	2	3	4	1	2	1	2	5	1	17	3	1	6	1	1	2	4	2	2	1	5	1	6	1	6	1	1
3000	-1013.377841507454718	-1019.317038726539977	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.557380569263479	0	3	0	3	3	3	5	6	7	9	10	11	12	13	15	15	15	17	17	18	18	21	21	18	20	22	23	21	23	23	22	22	22	21	24	24	23	24	22	23	25	25	25	25	26	25	26	29	28	27	27	27	27	26	29	29	30	27	28	30	32	29	27	28	30	29	30	29	31	30	31	32	32	32	31	32	32	33	31	31	34	32	34	33	32	34	34	36	34	36	37	35	36	34	36	36	38	37	36	37	37	40	38	38	38	39	41	42	43	43	43	46	45	43	46	48	0	1	0	1	3	3	2	4	6	8	8	11	12	10	12	14	14	17	15	17	14	21	19	15	18	34	21	24	22	28	25	25	34	25	22	29	25	21	25	33	34	38	36	29	32	34	39	33	53	30	39	36	41	39	46	64	56	41	54	64	51	54	46	26	27	63	56	46	54	66	48	79	65	55	48	65	66	55	67	0	73	68	71	71	70	74	84	0	74	80	56	64	70	70	86	89	87	89	15	94	78	67	94	95	100	93	98	107	0	101	108	95	110	108	0	0	1	1	1	1	2	1	2	3	2	2	2	1	1	2	3	1	1	1	1	2	2	2	2	1	1	1	3	2	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	2	2	3	1	2	3	2	2	2	2	1	1	1	2	2	3	1	1	4	5	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	3	3	2	2	1	1	2	3	7	1	3	5	3	1	1	1	2	1	1	3	1	6	1	1	1	1
3500	-805.417322732619141	-811.356519951704399	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.635137443658951	1	2	2	4	3	4	6	7	6	9	10	11	11	12	14	14	17	16	17	19	18	19	20	19	19	22	22	21	21	23	23	22	24	23	25	23	21	24	24	24	26	24	24	25	24	25	26	28	28	25	27	27	26	27	28	27	29	28	29	29	30	28	28	28	28	30	30	30	31	28	31	31	35	32	30	33	32	33	29	29	34	34	34	33	32	34	33	37	34	35	35	36	34	34	36	37	38	38	37	38	37	39	38	39	37	40	40	41	42	42	43	44	46	44	47	47	0	1	0	2	3	3	1	4	6	8	10	8	10	12	12	8	18	15	15	17	17	19	25	21	19	19	22	24	24	28	37	25	26	23	27	29	25	28	26	26	34	36	36	30	19	34	45	56	41	38	45	42	26	47	41	40	56	46	39	34	51	54	53	46	19	55	79	41	59	26	67	79	57	63	79	64	26	55	56	0	75	68	71	79	63	65	71	0	74	80	83	82	65	78	94	74	87	74	80	77	93	91	78	95	93	100	94	104	0	103	108	107	106	108	0	0	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	3	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	3	1	1	1	2	6	1	1	1	1	2	1	1	3	1	1	3	4	1	1	1	3	2	2	3	2	2	1	1	1	3	1	2	3	1	1	3	2	3	6	2	2	2	3	2	2	1	2	1	1	1	1	2	2	2	1	1
4000	-798.609336509283480	-804.548533728368739	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.611206822083569	0	2	1	3	3	4	5	7	5	9	10	10	10	12	16	15	17	18	18	17	18	20	21	19	20	22	20	21	22	23	22	22	24	22	24	24	24	25	25	24	26	24	25	26	25	25	26	29	28	27	26	28	25	27	28	29	29	26	28	29	31	29	28	29	30	29	30	28	30	29	31	31	35	31	32	31	33	31	31	31	34	34	34	32	33	33	35	36	34	35	37	34	35	35	36	37	37	39	36	38	37	38	38	38	39	40	40	41	39	42	44	46	45	44	47	49	0	1	0	2	3	3	1	4	3	8	8	10	8	12	14	14	10	15	20	10	15	21	19	21	15	19	17	24	21	24	19	25	26	25	27	17	31	30	32	34	46	29	42	30	32	23	45	40	58	30	45	42	34	47	46	33	41	29	54	46	51	39	53	58	63	26	57	58	59	55	67	48	56	70	48	26	78	66	57	0	56	68	72	72	78	55	84	0	86	80	57	46	66	74	86	89	87	86	80	85	66	81	85	95	101	103	104	107	0	106	108	108	110	108	0	0	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	3	1	1	4	1	1	2	1	2	2	1	1	2	2	2	1	1	2	2	3	1	1	2	1	1	2	1	2	1	2	1	2	1	3	1	2	2	1	2	2	2	2	1	2	3	2	2	2	1	4	1	1	1	1	1	1	3	1	1	6	1	1	1	1	2	3	1	1	1	2	1	1	1	2	4	4	3	2	2	2	2	4	5	2	4	2	3	1	1	2	1	1	1	1	1	1	2	1	1	1
4500	-774.304789592395196	-780.243986811480454	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.561274433455151	0	2	2	5	3	4	5	6	6	8	10	11	10	13	15	13	16	17	17	19	19	20	19	20	21	22	22	22	21	23	21	21	24	23	25	24	23	23	23	23	25	24	25	25	27	26	25	28	28	26	27	26	25	27	28	28	30	28	29	30	30	28	28	27	31	30	30	29	30	30	31	31	35	32	31	31	32	32	32	31	34	34	34	33	32	34	34	36	34	36	37	37	35	36	37	37	38	39	37	38	37	39	38	38	39	41	40	41	42	42	42	45	45	44	47	48	0	1	0	1	3	3	2	4	6	8	10	10	10	10	14	10	16	12	17	17	17	17	19	21	19	19	21	24	21	24	18	19	26	25	21	29	19	20	18	25	34	24	36	38	39	34	39	40	34	38	25	42	34	47	46	33	48	34	54	58	51	47	26	34	46	63	56	34	62	46	56	67	75	63	67	64	26	55	67	0	75	49	71	72	70	70	71	0	74	80	81	82	85	89	86	89	87	89	80	85	78	91	101	74	100	103	95	95	0	100	108	111	106	111	0	0	1	1	1	3	1	1	2	1	1	2	1	2	1	2	1	3	1	3	1	2	1	2	2	1	2	2	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	1	3	2	2	2	1	2	2	1	3	5	3	1	1	2	2	2	1	1	2	2	1	2	3	2	1	2	1	2	2	2	2	3	2	3	1	1	3	1	2	2	2	1	2	1	2	2	1	1	1
