step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-11571.729787681197195	-11570.267705596677843	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.637297659096822	-1	0	4	4	5	6	6	5	7	7	7	7	8	7	8	8	8	9	10	10	12	10	10	11	12	12	12	14	12	14	14	13	14	14	14	14	15	15	17	15	17	16	17	18	17	19	18	18	18	17	18	19	19	19	19	19	19	20	20	21	21	21	21	21	21	22	21	22	25	22	21	22	22	22	21	23	22	22	24	25	22	22	23	23	24	23	25	25	27	27	28	28	30	30	30	32	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	4	4	3	4	4	4	4	5	4	5	5	5	5	6	6	7	6	6	6	7	7	7	8	7	8	8	7	8	8	8	8	8	8	9	8	9	9	9	10	9	10	10	10	10	9	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	12	11	12	13	12	11	12	12	12	11	12	12	12	13	13	12	12	12	12	13	12	13	13	14	14	15	15	16	16	16	17	17
500	-1494.885412883149002	-1492.817421741235194	-2.067991141913786	0.000009987013808	0.000025162366141	2.519508496258624	0.199530896085454	-1	0	3	3	5	6	7	4	6	7	6	8	9	6	7	5	8	9	11	9	12	10	11	12	9	9	12	15	12	14	13	14	12	12	11	15	15	14	18	15	17	16	18	17	18	17	19	17	19	14	16	19	19	20	18	19	18	20	21	22	22	21	21	21	22	22	18	23	25	23	21	23	23	22	21	22	22	22	25	25	22	21	24	24	24	23	26	26	28	27	29	29	31	31	30	33	34	0	1	0	0	4	4	3	3	3	4	3	5	16	4	11	3	16	9	10	16	25	13	17	16	16	9	17	24	0	27	16	0	17	15	26	27	30	9	28	50	9	34	50	17	33	26	34	27	50	35	40	46	34	35	35	50	24	35	43	35	34	45	13	42	42	50	9	7	26	9	13	50	35	26	50	33	24	42	26	35	10	42	57	35	26	25	74	35	50	49	50	50	50	67	67	0	67	1	1	1	1	2	2	2	1	2	3	2	3	2	2	1	1	2	2	3	2	1	1	1	4	2	2	2	2	1	2	5	1	2	3	1	2	1	5	2	1	6	2	2	4	3	3	5	2	5	2	1	1	4	7	5	3	3	5	2	11	7	2	10	3	2	8	5	9	10	9	7	5	6	7	6	5	6	4	11	8	7	2	4	10	10	7	2	11	9	5	11	9	15	10	9	1	12
1000	-1182.995430320770993	-1180.750348951796923	-2.245081368974036	0.000010008984771	0.000030062979974	3.003599332069359	0.339614676780934	-2	1	3	3	4	6	4	6	7	7	8	7	8	8	8	5	9	9	11	10	12	11	11	11	13	10	12	14	12	14	12	13	13	14	13	15	16	15	18	16	17	17	18	19	17	19	18	19	15	14	18	19	19	19	20	19	18	17	19	22	22	21	21	22	22	22	18	23	26	22	20	23	21	23	21	24	22	22	25	24	22	23	24	23	24	23	25	26	28	28	27	29	31	30	30	32	34	0	1	0	0	4	4	3	7	7	4	3	5	16	10	9	3	16	9	10	16	16	17	17	13	21	18	20	31	0	27	17	0	20	26	26	27	30	26	31	49	26	34	49	33	33	42	35	30	50	35	40	34	34	49	9	49	45	49	50	50	34	44	45	42	41	58	11	8	53	26	57	58	58	50	58	57	63	34	58	66	12	61	71	58	58	45	74	75	59	85	50	59	50	67	67	0	67	1	1	1	1	1	2	1	2	2	2	2	3	2	1	1	1	3	2	2	2	2	1	1	3	1	1	1	1	1	2	2	1	1	3	2	2	2	2	3	1	3	2	2	3	2	1	2	2	1	1	1	3	2	2	6	2	1	1	3	7	5	1	3	3	3	2	4	7	4	7	1	4	2	7	2	3	1	3	8	1	7	1	2	6	5	3	1	4	6	3	8	9	13	8	8	1	11
1500	-1040.363463050404107	-1038.651096146540567	-1.712366903863476	0.000010056368730	0.000016343360643	1.625175158397680	0.428286709984671	-2	1	4	2	5	7	6	5	6	5	7	7	8	8	9	7	8	8	10	10	10	9	10	12	13	12	12	15	13	14	14	13	15	14	14	15	15	16	17	15	16	16	17	17	17	19	18	18	18	16	18	19	19	19	19	20	19	17	21	21	21	20	21	20	22	23	19	22	26	22	22	23	22	22	21	24	22	23	24	25	23	22	23	24	24	22	26	26	28	28	28	28	31	31	30	32	33	0	1	0	0	4	4	3	3	3	4	3	5	16	10	9	3	16	9	10	16	17	16	17	17	17	15	20	31	0	27	16	0	21	9	15	27	27	35	28	35	35	34	35	33	33	42	35	36	43	35	35	34	26	49	41	49	44	35	50	49	53	44	44	46	55	58	34	67	78	41	57	58	58	50	58	86	62	64	58	79	19	64	71	58	75	44	74	75	74	88	60	60	60	67	67	0	67	1	1	1	1	2	3	1	1	1	2	2	1	1	2	2	2	1	1	3	1	1	1	1	2	3	1	1	1	1	1	4	1	3	4	3	2	2	1	2	1	1	1	1	1	1	2	3	2	1	1	1	2	4	1	2	1	1	2	1	3	1	2	2	1	2	4	3	2	2	4	1	3	2	6	2	1	1	2	5	1	8	1	1	6	2	3	2	2	4	1	6	3	7	7	8	1	9
2000	-878.206735595408418	-876.480965858945410	-1.725769736462985	0.000009968475317	0.000016524380449	1.657663777529767	0.564581789153913	-2	0	4	2	5	5	6	6	6	5	7	7	9	8	7	5	8	9	10	10	12	10	11	11	13	12	11	15	12	14	13	13	14	13	14	14	15	14	18	15	17	16	17	18	18	19	19	19	19	16	18	20	18	19	19	19	20	17	18	19	21	21	20	21	21	21	20	23	26	23	21	23	22	23	20	24	22	23	25	26	22	22	23	23	24	24	25	25	27	28	29	29	31	30	30	33	33	0	1	0	0	4	4	3	3	3	4	3	4	16	10	9	3	16	15	10	13	24	17	13	20	21	18	13	31	0	27	17	0	13	26	26	27	27	18	31	35	26	34	50	33	33	34	35	36	43	40	35	42	34	43	41	43	45	35	50	50	46	44	45	53	41	58	19	81	53	65	44	66	66	50	58	62	63	46	58	79	19	64	71	58	75	44	74	85	87	88	87	87	89	67	67	0	67	1	1	1	1	1	3	1	1	1	2	2	2	3	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1	1	3	3	1	3	2	1	2	2	2	3	2	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	2	2	2	7	1	3	2	2	1	1	6	1	2	1	3	5	1	6	1	1	4	2	4	1	1	1	1	2	1	2	5	7	1	8
2500	-858.730563230435678	-856.741166321335527	-1.989396909100152	0.000009988499827	0.000023114423759	2.314103635233827	0.524227827176756	-1	0	3	3	5	7	6	5	6	7	8	8	8	8	8	7	9	10	10	11	13	10	11	12	12	12	11	15	11	15	13	14	14	14	14	14	15	15	18	15	17	17	17	18	17	19	19	16	18	17	19	19	20	18	19	20	19	18	21	20	22	20	20	22	21	20	18	23	25	23	21	22	23	23	21	24	22	22	24	26	21	22	23	24	24	22	25	26	25	27	29	28	29	29	30	30	33	0	1	0	0	4	4	3	3	3	4	3	5	16	10	9	9	16	15	6	13	17	16	16	20	13	18	16	31	0	36	20	0	24	26	26	27	27	34	31	35	26	34	35	33	20	42	35	36	43	40	43	42	46	43	41	49	45	43	50	50	46	44	44	53	55	58	6	81	34	41	57	66	66	50	66	86	57	34	58	79	67	53	71	58	75	44	74	85	74	88	87	87	89	67	67	0	67	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	2	2	2	2	3	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	3	1	2	2	2	2	3	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	2	5	1	5	3	1	1	2	4	1	1	2	3	5	1	1	1	1	4	2	2	2	1	1	1	2	2	1	5	6	1	9
3000	-846.796604111617057	-844.977807094517857	-1.818797017099206	0.000010158839442	0.000019147018622	1.884764370048282	0.563506091260250	-1	0	3	4	6	7	5	5	7	6	6	7	8	7	8	7	9	9	10	10	12	10	11	11	12	11	12	15	11	14	14	14	14	13	13	13	15	14	18	14	17	16	16	18	17	17	18	17	18	17	18	19	19	19	19	17	20	19	20	20	21	21	22	21	21	21	19	23	24	20	21	21	22	22	22	23	23	22	24	25	22	23	24	23	24	24	26	24	27	26	28	29	31	30	31	31	31	0	1	0	0	4	4	3	3	3	4	3	4	16	10	9	7	16	9	10	16	17	13	20	13	16	18	17	31	0	27	25	0	25	26	26	27	27	26	28	35	26	34	40	45	33	34	35	30	43	43	40	46	46	49	41	43	33	43	50	50	46	44	44	53	55	58	18	81	53	41	57	58	58	60	66	44	63	53	66	66	67	64	71	72	75	76	74	75	74	88	87	89	91	67	67	0	67	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	3	1	2	1	2	2	2	1	2	1	2	1	1	1	2	1	3	2	2	2	2	2	2	2	2	1	4	1	2	2	1	1	2	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	2	2	5	6	1	8
3500	-812.264508805366063	-810.197371987806264	-2.067136817559843	0.000010392344004	0.000026160090523	2.517246399026650	0.644190912656098	-1	0	4	4	5	7	5	6	6	6	7	7	9	8	8	7	8	9	10	10	12	11	10	12	11	12	13	14	12	14	13	12	13	14	14	14	15	14	17	15	16	17	16	17	16	20	18	19	19	17	18	18	19	20	18	20	18	20	20	21	22	21	20	22	20	22	20	23	25	22	22	22	22	22	21	23	22	23	24	25	22	22	23	23	24	24	24	25	28	27	28	28	30	30	31	30	33	0	1	0	0	4	4	3	3	3	4	7	5	16	10	9	7	16	15	10	16	17	13	17	16	17	15	21	31	0	27	20	0	21	26	26	27	27	26	31	35	26	34	40	45	33	42	35	27	43	43	40	34	34	49	41	43	45	43	50	49	46	44	44	53	55	58	26	81	78	55	44	58	58	60	58	62	63	53	66	58	67	53	71	72	75	76	74	75	87	88	87	87	91	67	67	0	67	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	3	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	1	1	3	1	1	2	3	2	1	1	1	1	1	2	2	3	1	1	1	1	2	1	1	2	2	1	2	2	1	5	6	1	6
4000	-753.803922085730164	-751.928621845677526	-1.875300240052669	0.000011492594893	0.000023269863926	2.024770223056529	0.594537316236290	-2	1	1	3	5	6	6	5	7	6	6	8	8	8	9	7	9	9	10	10	12	10	10	11	12	12	10	14	13	13	13	13	14	15	14	14	15	14	18	16	18	16	16	17	18	20	17	17	18	18	18	20	19	20	20	19	20	19	20	21	21	21	21	21	21	22	21	23	25	23	20	22	23	22	21	22	23	22	24	25	22	22	22	23	24	23	25	25	27	28	28	28	31	30	31	30	32	0	1	0	0	4	4	3	3	11	4	3	5	16	10	9	3	13	9	10	17	13	16	16	20	20	15	16	31	0	27	16	0	24	26	26	27	36	26	28	35	26	34	35	33	33	42	35	36	43	43	40	42	42	43	41	43	44	43	50	50	46	44	44	53	41	58	7	81	78	41	45	58	66	49	58	62	63	64	58	79	67	46	71	72	75	76	74	85	87	88	89	87	89	67	67	0	67	1	1	1	1	1	1	2	3	1	2	3	1	1	1	1	4	1	1	2	1	3	2	2	1	1	1	2	1	1	1	3	1	2	2	1	2	1	1	2	1	2	1	1	1	2	2	2	1	2	1	1	2	2	2	1	1	2	1	1	2	1	2	2	1	1	2	7	1	2	3	1	2	1	2	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	2	1	2	2	5	5	1	4
4500	-745.978674053320219	-744.451083190314648	-1.527590863005532	0.000014245940707	0.000016707525395	1.172792007078725	0.666108881683858	-3	-1	4	3	6	6	6	5	6	7	8	8	9	8	7	6	8	10	10	11	12	8	10	12	13	12	12	15	12	14	14	13	14	13	13	15	16	14	17	15	16	16	16	16	17	19	18	18	17	18	19	20	19	18	19	20	20	19	20	21	22	20	22	22	20	22	21	23	25	23	21	23	23	23	20	23	22	22	24	25	22	22	23	24	24	22	25	26	28	27	28	29	31	30	29	31	33	0	1	0	0	4	4	3	3	3	4	7	5	16	10	9	3	16	9	14	17	17	16	17	17	17	18	16	31	0	27	20	0	20	18	18	30	27	26	31	35	26	34	40	33	33	42	35	30	43	43	40	46	34	43	41	49	44	49	50	50	46	44	62	53	41	58	6	81	64	55	57	58	66	60	58	86	57	46	58	79	67	46	71	72	75	62	74	85	87	88	87	87	91	67	67	0	67	1	1	1	1	2	2	1	1	1	3	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	3	1	1	1	2	1	2	2	2	1	2	1	2	1	2	1	1	1	1	2	2	3	1	1	1	1	3	1	1	2	2	1	2	2	1	2	1	2	2	2	6	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	2	2	1	4	4	1	4
