step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-5958.835015831386954	-5965.690503782346241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.102304713893102	5	7	6	9	12	12	11	15	17	23	18	18	24	22	22	21	28	23	24	23	30	27	30	28	29	35	32	33	32	37	32	34	35	35	40	35	37	38	38	46	38	43	39	47	48	49	56	58	54	55	56	54	53	57	59	61	70	66	65	63	69	65	74	63	65	71	69	70	70	71	70	69	71	74	74	76	69	74	76	72	76	75	74	77	75	78	74	81	78	76	79	82	80	78	83	80	88	81	84	82	81	91	83	83	82	83	85	88	85	85	90	95	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	3	3	3	3	4	3	3	3	4	4	4	4	4	5	5	5	5	6	5	5	5	5	6	5	6	6	6	7	6	7	6	7	7	8	9	9	8	9	9	8	8	9	9	10	11	10	10	10	11	10	12	10	10	11	11	11	11	11	11	11	11	12	12	12	11	12	12	11	12	12	12	12	12	12	12	13	12	12	13	13	13	12	13	13	14	13	13	13	13	15	13	13	13	13	14	14	14	14	14	15
500	-1338.230227835557571	-1345.085715786516857	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.173752177060911	-1	3	5	6	10	10	11	15	18	21	21	16	23	14	24	17	24	20	21	24	30	26	32	20	29	34	31	32	34	21	29	36	35	36	40	30	36	23	32	47	39	39	27	43	33	49	56	53	38	54	54	54	40	58	59	61	70	66	62	58	69	63	71	63	67	69	67	67	61	70	69	66	69	75	70	75	65	76	74	73	75	74	75	74	76	78	67	81	72	74	81	84	79	80	80	82	78	81	86	82	82	92	85	84	83	82	85	87	84	88	91	97	0	1	2	2	3	0	3	3	2	14	14	5	24	3	5	0	8	8	24	5	12	16	12	8	19	17	22	18	19	0	24	39	11	20	34	25	19	30	31	30	25	25	38	34	43	34	50	38	43	38	38	45	49	45	38	45	49	43	45	38	53	56	53	45	43	49	53	43	38	38	30	53	38	56	53	43	43	45	43	49	43	49	49	30	38	38	38	53	64	65	38	38	49	38	63	49	49	45	65	49	49	53	30	81	49	48	49	38	49	49	49	60	1	1	1	1	2	1	2	2	3	2	1	1	1	1	3	1	2	1	1	2	3	1	3	1	2	2	1	2	3	1	2	1	2	2	1	1	2	1	1	4	2	2	1	2	1	2	1	7	4	6	6	5	1	4	6	8	5	8	4	6	6	1	8	7	6	4	7	7	7	10	7	4	8	3	8	12	8	9	9	9	12	8	8	9	11	12	8	8	2	2	13	13	12	11	2	8	9	12	5	10	11	15	11	2	14	8	9	14	11	14	10	8
1000	-1223.148015361456146	-1230.003503312415432	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.291790706936521	-4	2	4	6	11	7	11	13	15	21	19	18	19	19	22	18	25	25	21	24	32	24	31	26	27	33	31	36	29	26	30	34	28	32	42	31	37	29	40	38	40	42	34	47	37	45	57	58	44	55	47	52	48	54	59	60	68	66	64	58	67	65	75	64	66	69	69	70	69	68	68	69	65	76	67	75	68	70	71	68	77	71	70	77	76	78	76	76	77	75	78	84	82	76	83	74	85	79	84	84	78	93	84	81	78	81	83	87	86	86	89	94	0	1	2	2	3	0	3	3	5	2	5	5	8	5	8	0	12	5	11	13	15	16	8	13	19	17	16	23	24	0	10	31	15	19	41	25	29	30	32	38	34	25	38	42	43	37	51	38	45	38	43	45	49	53	51	53	49	38	53	43	48	50	49	38	60	64	59	38	51	38	43	49	40	59	54	60	38	48	38	49	49	57	49	38	40	30	51	53	50	77	38	38	49	38	98	72	78	45	89	59	52	52	64	79	52	50	59	43	48	51	63	106	1	1	1	2	1	1	2	1	1	4	2	2	1	1	2	1	2	3	1	1	2	2	4	2	1	2	3	2	1	1	2	1	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	8	1	6	2	3	1	2	2	2	3	6	3	3	2	1	7	8	2	1	1	6	3	8	8	4	7	1	2	6	7	5	8	6	5	1	6	7	8	11	7	6	4	1	11	13	11	10	1	1	4	9	1	4	9	12	2	2	6	4	3	12	9	11	4	2
1500	-1066.393130342907625	-1073.248618293866912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.435157309459137	-1	2	6	11	12	12	13	14	16	14	15	19	23	24	20	17	29	19	25	18	29	24	30	20	30	36	29	35	30	26	27	33	36	37	42	33	37	31	35	44	34	41	38	49	41	46	53	45	45	53	46	55	50	56	59	62	72	58	58	65	70	64	70	60	66	67	63	62	70	70	71	67	62	72	76	76	64	76	76	65	75	76	62	79	73	77	75	80	75	77	81	82	82	79	82	81	87	82	86	79	72	85	77	85	76	81	81	89	85	84	89	87	0	1	2	2	3	0	3	3	5	3	4	10	24	8	11	0	12	8	13	8	15	16	18	20	19	15	22	23	31	0	24	24	15	19	34	25	29	30	31	38	19	41	38	36	43	41	43	38	45	38	38	49	49	49	48	52	72	50	49	51	52	58	49	48	51	52	53	48	60	43	51	52	50	83	52	64	58	54	62	59	52	67	54	62	48	43	55	66	58	60	51	48	52	51	65	75	101	52	65	101	83	86	48	90	74	73	61	38	67	54	98	84	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	3	2	1	1	1	2	3	2	2	1	1	2	1	2	2	4	1	1	3	1	3	3	3	1	2	1	2	1	2	3	1	2	1	2	4	3	2	5	1	5	3	2	5	1	8	6	2	1	2	5	2	1	2	3	2	2	3	1	2	6	7	2	2	2	2	4	8	6	8	2	1	3	6	4	2	1	2	5	1	1	2	2	11	5	5	2	1
2000	-913.684919982598899	-920.540407933558299	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676559117123723	-2	3	5	6	11	13	9	8	16	19	15	15	18	21	19	21	25	20	25	25	28	28	26	30	30	34	32	31	29	36	24	28	32	36	39	33	32	38	35	45	37	43	41	46	46	47	45	46	49	52	50	54	53	56	57	61	69	61	66	56	71	65	73	64	62	73	68	70	69	70	70	57	71	69	72	77	69	73	75	68	78	73	74	77	75	76	75	68	76	72	77	81	82	73	80	78	88	79	82	82	80	89	82	83	79	83	79	88	87	86	87	96	0	1	2	2	8	0	3	3	5	5	8	8	11	5	11	0	12	12	13	13	15	16	18	31	19	18	22	23	19	0	13	31	15	25	29	19	19	30	32	30	29	34	38	37	43	36	43	38	45	38	38	49	49	49	50	54	59	50	49	38	59	58	67	60	48	61	59	48	51	65	58	53	60	59	72	64	58	57	65	59	75	74	74	94	65	62	58	59	77	70	62	65	59	71	87	75	105	74	65	82	59	92	85	90	59	76	75	62	96	105	101	106	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	3	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	2	1	2	1	3	1	1	1	2	2	1	1	2	1	1	1	1	3	3	1	1	1	1	2	1	1	4	3	1	2	1	3	1	2	2	2	1	2	1	1	1	1	1	1	2	3	1	2	1	1	7	5	1	1	1	1	2	3	2	2	2	1	2	2	1	2	3	1	2	2	2
2500	-932.320596367877329	-939.176084318836729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595395363392226	-2	3	5	10	8	10	11	13	12	24	20	19	22	22	22	21	25	23	26	23	24	26	32	27	31	32	32	33	34	33	34	31	33	35	37	34	37	36	39	37	30	36	38	43	48	43	54	55	50	55	53	53	54	58	59	61	65	52	61	51	69	62	72	62	63	66	68	62	66	64	69	70	70	72	72	69	67	73	71	69	76	75	66	71	75	69	74	78	76	75	74	81	77	73	80	80	87	81	85	79	81	88	76	84	82	84	82	89	83	83	93	85	0	1	2	3	3	0	3	5	5	5	8	8	11	5	11	0	12	12	13	11	15	16	18	13	19	17	16	18	25	0	13	24	21	19	34	19	29	30	32	30	19	25	38	25	40	31	58	60	45	60	38	49	52	49	60	52	52	43	54	43	57	48	59	60	60	53	57	50	51	62	48	49	76	67	57	64	65	57	65	54	72	83	59	77	68	70	77	75	77	71	86	48	80	84	71	80	100	78	95	82	82	63	51	92	100	73	78	71	96	100	101	73	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	3	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	3	2	1	2	2	2	2	3	1	3	1	2	2	2	1	2	1	1	2	1	1	3	1	1	1	2	1	2	2	2	1	2	1	1	3	2	2	1	2	1	1	5	2	1	2	1	2	2	1	1	1	3	2	1	1	2	1	2	1	1	2	2
3000	-890.413979519870054	-897.269467470829454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659062306739404	-3	3	7	11	12	9	13	12	18	22	15	17	19	19	19	15	21	21	23	23	30	24	26	28	28	36	31	32	34	32	33	33	35	32	34	33	38	36	37	46	36	38	40	46	45	46	58	54	51	52	58	55	55	58	59	61	72	56	64	49	69	65	75	62	62	68	63	68	70	68	69	67	70	68	68	68	67	70	75	68	77	73	72	77	75	78	75	77	75	77	76	73	78	78	84	75	90	83	84	70	79	92	83	79	78	79	81	90	86	84	90	92	0	1	2	2	3	0	2	2	5	14	2	8	11	4	11	0	12	12	13	13	15	16	18	13	19	17	22	23	25	0	13	24	21	25	19	25	29	30	32	38	31	34	38	36	43	36	43	43	45	60	40	49	49	49	50	52	54	60	49	38	72	51	57	58	58	52	54	62	68	58	62	52	64	54	53	64	62	52	65	59	72	100	75	62	65	71	70	49	71	77	77	65	80	70	62	52	110	59	89	54	100	63	79	90	100	73	63	95	96	82	98	77	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	2	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	2	1	1	1	1	2	2	1	1	4	1	2	2	1	2	1	2	2	1	2	1	2	2	3	2	1	1	2	1	2	2	3	2	4
3500	-920.591979411285706	-927.447467362245106	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583189281655792	0	3	6	8	10	15	11	15	16	19	15	19	20	24	23	21	25	24	24	23	32	24	31	22	29	31	33	32	29	34	33	30	35	36	38	36	36	37	40	47	39	41	39	44	43	49	56	58	47	55	57	52	53	59	60	63	71	63	66	50	64	57	70	63	65	67	67	70	71	67	66	70	67	73	73	78	64	73	75	72	73	71	71	75	77	77	72	77	78	73	79	83	75	71	82	76	90	81	84	80	76	89	83	81	84	79	84	90	87	84	89	95	0	1	2	2	3	0	3	5	5	5	5	8	11	5	11	0	12	13	13	13	11	16	18	10	19	12	22	23	19	0	24	24	10	19	19	25	13	30	32	30	19	13	38	36	43	25	60	38	45	60	60	49	49	49	48	54	66	62	54	38	54	60	49	48	62	53	52	58	48	48	62	54	64	59	83	64	62	83	65	67	63	59	61	70	77	70	62	75	58	60	79	85	80	58	87	80	100	74	87	82	82	59	65	90	100	73	72	89	96	83	82	58	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	1	3	2	1	2	1	2	2	2	2	2	1	2	1	2	1	2	3	1	1	2	4	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	3	1	1	2	1	1	3	1	2	2	1	1	1	2	2	1	2	1	1	1	2	1	3	1	3	1	2	5	1	1	1	2	2	1	2	2	3	2	1	5	2	2	1	2	3	2	2	2	3	3
4000	-917.138841758055378	-923.994329709014778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640783367665550	3	4	7	8	11	13	11	13	16	16	17	19	20	23	20	22	29	23	23	22	30	27	27	24	29	32	31	33	32	30	32	34	35	37	40	33	35	33	28	44	40	44	35	43	45	50	56	57	48	52	50	53	55	57	59	63	67	61	61	59	61	65	72	62	63	65	69	63	63	73	69	61	72	72	71	73	71	76	70	70	75	67	75	74	76	79	75	82	80	73	80	83	79	79	77	79	85	80	82	75	73	82	71	85	82	85	85	81	86	76	90	94	0	1	2	2	3	0	3	5	5	5	8	8	11	9	11	0	8	12	13	13	10	16	12	13	19	17	22	23	25	0	24	39	15	19	34	19	29	30	24	30	36	29	38	34	43	36	40	50	45	40	38	49	52	52	50	52	53	47	49	48	53	58	53	60	60	72	49	48	51	68	62	52	71	57	72	64	71	59	65	57	72	52	74	71	103	68	58	53	87	77	77	86	83	84	71	80	100	57	76	101	54	78	65	90	100	73	81	62	96	57	82	106	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	2	2	1	1	2	2	2	1	1	2	3	2	1	1	1	2	1	1	1	1	3	3	1	2	1	1	1	2	1	1	1	3	2	2	1	2	2	1	1	2	2	1	3	2	1	2	3	1	1	1	1	2	3	1	1	2	1	1	1	2	2	2	3	2	1	2	1	1	2	2	2	1	2	1	1	3	1
4500	-892.759960014993794	-899.615447965953194	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730273538245558	-6	0	5	9	6	11	11	12	11	9	14	19	18	18	22	21	30	24	22	24	29	23	29	23	29	35	29	34	33	35	31	32	36	32	39	35	36	37	36	44	34	44	40	39	43	43	52	54	49	58	51	56	55	56	59	61	63	67	63	62	67	61	69	63	66	73	66	64	67	72	69	70	70	73	68	70	58	70	68	72	76	74	69	77	72	76	72	78	76	74	76	84	79	74	83	77	88	80	85	82	80	82	82	83	83	84	82	75	79	88	84	94	0	1	2	2	2	0	2	10	5	5	8	8	11	11	11	0	21	12	13	13	15	16	18	13	19	17	22	23	25	0	25	24	15	19	37	24	19	30	32	30	25	44	38	34	43	44	51	43	45	51	38	49	49	49	51	54	52	60	52	48	54	77	61	77	48	61	54	48	60	58	77	54	64	83	49	64	48	75	64	63	72	83	52	94	71	70	65	72	71	71	58	79	80	71	108	75	82	67	89	101	83	72	62	90	82	73	63	71	96	100	101	106	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	3	2	1	2	3	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	3	1	2	2	4	2	1	2	2	2	1	1	1	2
