step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
5000	-482.000426799001332	-488.855914749960732	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727384777669803	-1	3	1	2	1	4	3	5	3	6	6	5	5	7	5	7	7	7	7	5	7	7	7	9	8	9	9	9	8	8	10	10	9	9	9	11	11	10	10	10	11	10	11	11	10	11	12	11	10	8	12	12	12	13	12	12	14	14	13	12	14	15	15	14	13	13	15	15	16	16	17	17	16	15	15	18	21	18	21	19	21	20	20	23	22	22	24	24	24	25	27	26	0	3	1	3	1	3	3	2	5	7	9	5	6	10	2	6	13	9	15	2	13	13	8	19	8	21	17	11	20	21	50	23	16	20	16	30	32	24	24	25	21	50	28	29	16	35	29	40	13	22	20	34	35	26	37	38	34	40	34	31	52	48	47	44	34	60	40	61	44	60	62	64	34	58	40	67	80	69	57	40	80	76	80	79	77	76	77	85	85	84	90	86	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	3	1	1	1	2	1	1	2	1	2	2	2	2	1	1	2	1	1	2	1	2	1	3	1	1	2	2	1	2	1	1	1	2	3	1	1	1	2	1	2	1	2	1	1	1	2
5500	-465.702559005012745	-472.558046955972145	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.821444768189149	-1	3	1	1	3	3	2	4	4	4	7	6	3	5	4	6	7	8	5	5	7	7	8	8	9	10	10	10	8	8	11	9	7	9	8	10	10	10	10	11	11	10	11	10	12	11	11	12	11	9	12	12	12	13	12	11	12	14	11	13	14	14	15	14	13	15	15	17	15	15	15	17	17	16	17	18	22	18	21	19	21	19	20	22	22	23	23	24	23	24	26	26	0	4	1	1	3	3	4	2	5	2	5	5	7	6	4	2	13	11	15	13	13	13	14	17	33	30	17	18	20	17	50	23	16	20	20	30	23	24	24	16	26	50	28	20	50	35	35	40	27	22	34	46	35	36	32	38	44	48	34	31	53	48	52	47	57	60	40	61	65	60	62	53	53	67	48	67	82	53	73	74	80	76	76	79	82	81	77	85	85	84	90	86	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	3	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1
6000	-455.359963561436530	-462.215451512395930	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700639010693632	-1	2	2	1	3	4	4	4	4	4	6	6	5	7	6	7	6	8	8	6	7	8	8	11	10	10	9	9	8	8	10	12	8	9	8	11	10	11	9	9	12	8	11	11	11	10	12	11	10	11	12	11	12	12	11	12	14	14	11	13	14	14	15	14	14	15	15	16	15	16	17	18	16	17	17	18	21	18	21	21	21	19	21	23	21	23	24	22	22	25	27	26	0	4	1	1	4	4	2	2	5	3	5	5	7	6	6	8	13	11	15	13	13	6	14	39	33	30	13	18	20	17	42	23	6	20	20	21	23	39	19	33	30	13	28	20	31	35	34	40	22	31	44	35	35	30	37	38	29	48	34	50	52	48	52	46	21	60	58	61	59	66	48	64	59	67	67	75	82	57	73	75	75	75	76	65	82	76	77	85	85	79	90	86	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	3	2	3	1	1	1	1	2	2	2	2	1	1	5	1	2	2	1	1	2	1	1
6500	-490.398905274171625	-497.254393225131025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697518176387404	-1	2	0	1	4	4	3	4	3	5	5	6	4	5	5	7	7	6	7	6	6	9	7	10	9	9	8	9	8	9	9	11	9	10	9	12	10	9	9	11	10	11	12	11	11	11	11	12	11	12	11	12	12	12	11	12	13	15	12	13	14	15	15	14	14	14	15	15	15	15	14	16	17	17	16	17	21	20	21	20	21	19	21	21	22	23	23	23	23	25	28	26	0	3	1	1	9	3	1	2	4	6	5	5	7	13	6	13	7	11	15	13	7	21	2	39	10	21	21	11	20	17	17	23	16	20	20	21	23	10	19	33	26	31	28	34	17	35	35	40	27	31	34	47	35	26	37	38	46	48	29	31	52	48	52	34	59	50	48	61	57	60	25	65	57	67	40	67	82	69	73	67	80	76	80	73	77	80	77	85	85	84	90	86	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2	2	3	2	2	2	2	3	1	1	1	3	1	1	1	1	1	1	2	1
7000	-517.552725528341171	-524.408213479300571	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733873823564999	-1	1	2	1	4	4	3	4	3	4	6	6	5	5	7	6	7	8	5	6	7	8	7	11	10	10	9	9	8	6	10	11	9	10	10	9	11	10	9	10	10	10	12	10	12	8	11	12	11	12	12	11	12	12	12	9	13	14	11	14	15	15	14	13	14	14	16	16	16	16	16	17	16	15	16	18	21	20	22	20	21	19	22	22	22	23	24	24	23	25	28	27	0	1	2	1	9	2	2	4	4	3	5	5	7	3	19	6	13	11	6	10	30	17	6	19	2	30	17	11	20	13	27	23	22	29	46	21	39	8	19	22	21	22	28	46	31	20	35	25	26	31	34	46	46	26	32	15	53	40	29	50	63	48	52	59	57	50	40	61	65	60	74	53	34	33	48	67	82	73	72	75	75	76	80	69	82	81	82	80	85	79	90	86	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	3	2	1	1	1	1	1	2	1	1	1	1	1	3	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	1	1	1	1	3	3	3	2	1	2	2	2	2	2	1	1	3	1	1	3	2	1	2	1	3
7500	-451.349059803780165	-458.204547754739565	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677053351473381	-1	0	1	2	2	4	3	5	4	5	6	5	4	5	6	7	7	8	8	5	7	8	7	9	10	9	9	9	7	8	10	10	9	9	9	11	11	10	9	11	12	11	11	11	12	11	13	12	12	11	12	12	12	11	11	12	12	14	13	12	14	14	15	15	14	14	16	16	15	16	16	16	17	16	17	17	21	18	21	20	22	20	21	23	22	23	23	24	23	25	26	26	0	1	1	1	2	4	2	4	5	6	5	5	7	7	6	8	13	11	15	13	13	21	14	15	33	21	21	18	20	7	30	23	16	29	29	26	23	39	19	25	36	31	28	29	50	35	53	40	27	31	34	35	46	27	23	38	35	40	20	31	52	48	59	47	44	60	40	61	59	66	58	64	57	58	74	58	75	59	73	75	80	74	75	79	67	80	82	77	77	84	90	83	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	3	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	3	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	1	2	2	2	2	2	1	2	2	1	3	1	2	1	1	1	1	3
8000	-433.994328197986533	-440.849816148945933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724285519483088	-1	3	1	1	3	4	4	3	4	6	5	4	5	4	5	7	7	8	8	6	7	8	8	10	9	9	9	10	8	9	11	10	10	9	9	11	11	10	8	10	12	10	11	11	9	11	12	11	11	11	10	11	13	12	11	11	13	14	12	13	13	15	14	14	13	14	15	16	15	15	17	18	17	16	17	17	18	18	21	20	21	21	20	22	23	22	22	22	23	25	27	27	0	3	1	1	4	2	3	4	5	2	5	5	7	4	8	8	13	11	15	8	13	20	14	39	22	21	17	18	20	21	45	16	16	29	20	26	23	39	15	25	26	45	28	34	22	35	35	40	27	22	29	35	47	26	23	39	59	40	34	31	52	48	52	47	34	60	58	61	57	66	62	64	69	67	67	67	76	69	73	62	80	77	74	79	88	83	82	77	88	84	90	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	2	3	1	2	1	1	1	1	1	2	1	1	1	2
8500	-494.247300602122948	-501.102788553082348	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561907789273257	-1	3	1	2	2	4	4	4	4	5	7	3	3	5	6	6	7	8	8	6	7	7	8	10	10	9	8	10	8	9	10	12	9	9	9	11	10	9	8	11	11	10	11	10	11	10	12	12	12	11	11	12	13	12	12	12	13	13	13	13	14	14	13	14	14	15	15	17	15	15	17	17	18	16	16	18	21	20	22	20	22	20	21	23	22	22	24	24	23	25	27	26	0	3	1	3	3	3	3	4	5	8	9	5	3	3	7	7	13	11	15	13	13	7	14	39	33	29	13	11	20	21	22	23	17	29	20	21	23	15	15	25	26	22	28	4	31	20	35	40	27	31	20	46	46	36	37	38	29	40	29	31	52	58	52	35	29	60	40	61	53	60	62	53	69	67	58	74	76	73	69	67	75	40	76	73	82	82	80	77	85	73	90	86	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	2	3	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	4	1	2	1	1	2	1	3	1	2	1	1	2	2	1	2	2	1	1	1	2	2	1	2	2	2	1	1	2	2	1	2	1	2	1	4	2	3	5	2	2	1	1	2	1	1	2	1	2
9000	-561.399731098179018	-568.255219049138418	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583770672924504	-1	2	1	2	3	5	4	4	4	5	7	5	5	7	6	6	7	8	8	6	8	8	8	10	9	8	10	10	8	9	11	12	9	10	9	12	10	8	8	10	11	8	12	9	10	11	11	12	12	12	12	11	12	13	13	10	12	14	12	13	14	15	13	14	11	15	16	16	15	16	17	15	17	17	15	17	21	18	21	20	21	19	20	23	23	22	23	23	23	25	27	25	0	1	1	1	3	4	4	2	5	2	5	5	7	13	3	8	13	11	14	8	7	13	4	39	2	13	22	11	20	39	21	37	16	29	38	26	14	2	8	6	30	7	28	20	42	20	35	40	42	31	34	35	35	46	37	15	46	48	29	38	44	25	52	57	29	31	75	61	34	60	62	64	34	75	58	58	82	61	78	75	76	74	76	46	77	80	77	77	76	79	84	86	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	3	1	4	2	1	2	1	1	1	1	2	2	1	1	1	3	2	3	1	3	1	2	2	2	1	1	2	1	1	1	1	1	1	3	1	1	2	3	3	3	1	1	2	1	1	1	3	2	1	1	4	2	1	3	2	2	2	2	2	1	2	5	1	1	1	1	3	2	2	2
9500	-514.262498428792583	-521.117986379751983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635270415927101	-1	2	1	2	3	2	3	3	4	5	5	5	5	5	7	6	7	8	8	6	7	9	7	8	10	8	9	9	9	9	9	10	8	8	8	11	11	10	9	9	12	11	11	10	10	12	13	11	12	11	12	12	13	10	12	12	14	12	12	13	14	14	14	14	13	14	16	17	16	15	16	17	17	16	13	18	21	18	21	21	21	19	21	22	21	22	24	23	23	25	27	25	0	3	1	1	4	3	4	1	4	6	5	5	7	2	16	6	13	11	15	4	13	17	6	15	33	21	13	18	20	21	13	23	16	20	20	21	23	39	24	33	30	31	28	29	31	34	20	40	27	31	22	35	35	26	14	38	44	40	34	50	52	58	34	53	22	60	75	61	57	66	58	64	46	75	58	75	67	65	57	76	74	58	76	53	82	81	74	85	80	84	90	81	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	3	1	2	1	1	2	3	1	3	1	2	2	2	1	1	1	3	1	3	1	2	2	1	1	2	1	3	2	1	2	3	3	3	2	2	3	1	5	1	1	5	2	1	1	1	2
10000	-501.679477398304130	-508.534965349263530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687272712633854	-1	3	1	1	2	3	2	5	3	4	6	6	3	6	6	5	7	7	7	6	8	7	7	8	9	9	9	9	9	6	10	10	9	8	10	12	10	8	9	10	11	10	11	11	11	12	11	12	12	11	12	11	12	9	12	10	13	14	12	13	14	14	13	14	13	14	15	16	15	16	17	16	15	17	17	17	22	19	22	20	20	20	21	22	22	23	22	23	24	25	28	25	0	4	1	1	4	3	3	4	5	3	5	5	7	2	13	2	30	11	15	13	13	30	8	15	8	22	17	18	20	13	15	23	8	20	20	33	23	15	24	33	26	6	28	34	31	35	26	40	44	26	44	34	34	30	37	38	34	40	47	50	63	48	52	44	44	45	58	61	57	66	62	64	44	67	67	58	80	69	46	67	75	76	81	73	80	83	76	85	85	79	90	86	1	1	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	2	3	2	2	1	2	2	2	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	3	2	1	1	3	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	6	2	3	2	1	2	1	1	3	1	1	1	2	1
10500	-493.312374880922505	-500.167862831881905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677720460207641	-2	1	1	1	2	4	3	4	4	4	7	5	4	6	6	3	6	8	7	6	7	8	7	11	9	9	8	9	8	8	9	11	10	10	9	11	10	8	9	11	12	8	12	8	10	11	12	12	12	12	12	11	13	12	12	11	14	14	12	13	13	14	14	13	13	14	13	15	15	15	16	17	17	16	15	17	21	19	20	20	21	21	19	22	23	22	22	23	24	25	27	26	0	1	1	1	4	1	2	16	5	2	5	5	7	8	10	4	13	11	15	13	13	17	14	15	21	30	21	11	20	13	21	23	25	44	44	21	23	19	19	25	22	17	28	20	31	29	35	40	27	31	44	29	35	36	37	38	65	40	34	31	52	48	53	44	34	60	48	61	47	66	58	53	57	58	67	75	76	72	73	76	80	74	58	57	76	74	77	82	85	84	90	86	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	3	1	2	1	2	1	2	2	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	3	1	2	1	1	2	3	4	3	3	1	1	1	2	1	2
11000	-505.253252306178410	-512.108740257137811	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655936412098550	0	2	2	1	4	3	5	4	3	6	7	6	4	6	5	6	7	6	7	5	6	7	8	10	8	9	9	8	8	9	8	11	9	9	9	12	11	11	8	9	11	10	11	12	11	11	10	11	11	11	12	11	12	11	13	11	13	13	10	12	13	14	13	14	13	14	15	16	15	15	16	18	16	16	17	18	21	19	21	17	22	19	21	22	23	23	23	24	24	25	27	26	0	4	4	1	9	1	6	3	4	6	18	5	3	7	3	8	13	5	15	13	13	7	14	39	7	21	17	18	20	21	7	23	16	20	20	21	23	7	19	25	30	31	28	59	26	35	35	25	22	42	59	20	46	30	32	39	44	40	34	31	52	58	52	59	29	60	58	61	65	60	62	64	44	58	67	74	76	65	69	58	83	74	80	59	76	83	83	85	85	84	90	77	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	3	1	2	2	1	1	2	1	2	1	1	1	2	3	1	1	2	2	2	1	2	2	2	1	2	2	3	2	2	1	2	2	4	2	1	2	1	1	1	1	3
11500	-494.244673317549996	-501.100161268509396	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619934668802924	-2	3	2	1	3	2	5	5	2	5	7	6	4	7	6	6	8	5	5	6	6	7	7	11	9	9	10	9	9	8	9	11	7	9	10	11	10	11	9	10	11	10	11	10	11	11	13	12	11	10	13	12	12	12	12	11	14	15	12	13	15	13	15	15	13	15	14	16	15	15	15	17	17	17	15	18	21	18	21	20	22	19	21	21	23	23	23	24	21	26	28	26	0	6	1	1	9	4	6	2	1	2	18	5	6	2	19	8	14	5	2	13	13	13	3	14	33	30	17	18	20	21	22	23	7	20	20	30	14	6	8	25	21	31	28	20	50	35	29	40	27	22	35	35	46	36	37	39	29	40	35	31	47	48	52	65	35	60	40	47	44	60	62	64	51	75	67	74	82	69	69	58	83	74	74	73	80	81	82	85	80	84	90	86	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	4	2	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	2	1	1	1	2	2	1	1	1	2	4	3	1	1	2	2	2	1	2	1	1	2	1	2
12000	-475.798827196982984	-482.654315147942384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.757506085483994	-2	3	1	2	4	4	4	3	3	3	5	5	5	6	4	6	8	8	6	5	6	8	7	7	10	8	8	9	7	8	9	9	9	9	9	12	11	9	9	10	10	11	11	10	11	11	12	12	12	11	12	12	12	10	12	12	14	13	12	13	14	15	14	14	13	13	16	16	15	14	16	18	17	16	17	17	21	19	21	20	20	21	22	21	22	21	23	24	23	24	28	24	0	3	1	3	9	8	3	4	3	3	5	5	2	6	8	7	13	11	15	7	13	13	16	19	17	21	13	18	20	13	17	23	16	29	29	26	32	24	15	33	21	31	28	34	31	35	35	40	27	31	34	35	35	26	37	38	34	40	34	42	52	58	52	53	59	50	58	61	57	66	62	64	69	40	67	58	76	69	73	75	67	75	80	73	77	67	82	85	82	79	90	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	3	1	3	1	2	2	2	2	2	2	2	1	2	2	1	1	3	2	2
12500	-505.318292089622560	-512.173780040581960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686585262403685	-1	2	2	1	3	3	3	4	4	4	5	6	4	5	6	6	7	7	8	6	7	8	8	9	8	10	10	9	9	6	10	11	9	9	9	11	10	11	9	11	11	9	11	10	11	12	13	12	11	11	12	11	11	13	12	11	14	15	13	13	13	14	15	15	13	14	16	16	15	15	16	18	17	16	16	18	21	19	21	18	21	20	21	23	21	23	23	23	23	26	28	25	0	1	1	1	2	2	4	7	5	4	5	8	7	10	8	6	13	11	15	7	30	13	16	14	16	21	17	11	20	13	17	23	16	20	20	30	14	15	10	25	21	17	28	20	31	53	53	25	17	22	53	29	35	26	32	39	65	40	34	42	35	48	52	29	29	31	40	61	44	42	62	64	57	40	58	58	67	69	73	75	82	76	74	73	82	80	77	77	85	84	90	86	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	2	1	2	2	2	3	2	2	1	2	1	1	2	1	1	1	1	3	2	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	2	3	2	2	1	2	1	1	2	2	2	2	1	1	2	2	1	2	1	1	1	2	1	1
13000	-481.774214241425000	-488.629702192384400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638468099012486	-2	2	1	1	3	4	3	4	3	5	5	5	5	6	5	6	7	7	7	6	8	9	8	9	9	9	7	8	8	7	8	12	9	7	9	10	10	8	9	10	11	10	10	11	11	12	12	12	11	11	12	11	10	12	13	12	13	14	11	13	13	14	14	14	14	15	15	14	14	16	16	18	17	16	16	18	21	20	21	20	21	20	21	22	23	22	23	24	22	25	27	26	0	4	1	1	3	2	2	4	4	2	5	5	7	3	5	8	13	5	2	6	30	13	14	6	17	30	13	18	20	13	17	23	16	20	20	30	23	15	15	33	21	31	28	20	31	53	35	40	27	31	59	53	29	26	37	38	59	40	34	45	52	48	52	44	59	60	40	61	59	45	33	65	64	67	58	75	82	69	73	75	80	76	80	73	89	81	77	85	80	84	90	86	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	2	1	2	3	2	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	3
13500	-462.246082125482928	-469.101570076442329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723417076063889	-1	2	1	1	4	3	4	3	3	6	5	5	5	6	7	6	7	7	5	6	6	8	7	10	8	9	9	9	8	7	10	11	9	9	10	11	10	9	9	11	11	11	11	11	11	11	12	12	12	11	13	11	13	12	13	12	13	15	12	13	14	14	12	15	12	14	13	16	15	15	17	16	17	17	16	17	20	18	19	20	21	18	20	22	22	22	22	23	24	24	27	27	0	3	1	1	9	3	3	2	1	8	5	5	7	6	19	2	13	11	8	7	13	13	14	39	6	30	22	18	20	21	22	23	25	20	29	30	23	22	15	25	26	22	28	20	31	35	35	25	22	31	44	29	47	26	37	24	65	40	20	50	52	40	52	35	52	60	25	61	65	66	62	46	65	67	40	58	82	57	73	74	76	76	75	79	77	80	80	85	85	84	90	86	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	1	1	3	1	1	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	1	1	1	1	1	2	2
14000	-464.008593883394269	-470.864081834353669	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789363042225610	-1	1	1	2	3	4	3	3	4	4	6	6	4	4	7	6	5	8	7	6	7	8	7	10	8	9	9	9	7	7	9	10	9	9	9	10	9	10	9	10	11	10	12	11	11	11	12	12	11	11	12	11	12	13	13	11	13	14	10	13	14	14	14	15	12	14	15	16	15	15	15	17	17	16	17	17	21	17	22	20	22	20	20	22	22	22	23	23	23	25	27	27	0	1	1	1	4	3	3	3	5	1	5	5	7	3	10	6	13	11	6	10	13	29	3	39	17	30	19	18	20	17	22	37	25	6	20	21	23	39	15	33	21	31	28	20	31	35	35	25	21	31	44	34	35	30	37	38	65	40	20	50	44	48	52	53	34	60	58	61	57	66	48	64	65	67	48	74	67	69	73	67	83	75	75	73	77	83	80	85	85	84	90	86	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	3	1	1	1	2	2	2	1	2	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	3	1	4	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2
