step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
11500	-558.732393151536712	-557.261028930512452	-1.471364221024212	0.000247988658810	0.000078505179771	0.316567621067916	0.467665397949630	2	1	4	3	3	5	5	7	7	5	6	6	9	6	8	6	7	7	8	8	8	9	8	9	10	10	9	10	9	13	10	9	11	10	10	13	8	12	11	12	13	12	10	12	12	11	12	14	15	13	11	15	14	13	14	13	16	15	15	16	18	17	17	18	18	18	18	21	19	22	23	2	0	1	1	2	3	5	3	4	4	6	3	15	6	5	3	10	3	3	17	11	19	7	3	24	15	11	3	8	23	37	8	18	15	18	19	9	4	28	3	15	9	3	9	15	32	25	30	28	43	12	23	26	6	41	11	14	19	39	24	51	25	32	49	38	52	60	62	19	50	50	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	2	2	1	1	1	1	2	3	1	1	1	4	1	3	1	1	2	1	2	3	1	4	1	4	2	2	2	4	1	1	1	1	3	1	2	2	3	3	1	3	5	5	3	2	5	4	3	1	2	2	1	3	6	5	3
12000	-502.502269058669071	-501.046266078118435	-1.456002980550626	0.000170563450747	0.000056331571292	0.330267539996499	0.607649560814023	2	1	3	5	4	5	6	5	7	5	4	7	8	6	9	6	7	7	9	9	7	9	7	9	11	9	11	11	10	12	11	10	12	10	11	12	11	10	10	12	12	13	10	12	13	13	13	13	15	14	12	14	14	15	15	10	16	13	12	16	17	16	17	16	18	20	18	21	19	21	24	2	0	1	1	2	11	10	3	4	2	3	10	16	6	10	3	8	7	18	10	6	11	8	16	13	21	12	16	4	38	21	12	43	20	17	5	39	12	21	8	25	22	24	16	30	32	27	27	25	51	56	33	37	19	44	16	32	25	39	32	47	48	50	59	43	62	42	61	42	57	70	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	1	2	1	2	1	2	1	1	1	2	4	1	1	2	3	1	2	1	4	1	2	1	2	2	1	1	1	2	3	2	2	2	1	1	3	2	1	2	3	4	2	2	1	2	3	2
12500	-550.829614130827395	-549.380018659970460	-1.449595470856928	0.000226183294352	0.000076109388783	0.336494297692462	0.539349307968529	1	0	4	3	5	6	6	6	5	7	5	7	9	7	10	7	5	7	9	7	7	8	8	9	10	9	10	11	10	12	11	10	9	9	10	12	9	10	13	11	11	12	11	12	12	13	13	13	14	14	12	14	14	14	14	11	16	14	15	16	17	14	16	17	19	17	19	20	20	21	23	2	0	4	1	4	11	4	3	4	17	3	6	12	11	16	2	4	7	18	5	11	21	6	14	16	16	18	4	8	9	21	16	18	10	16	6	12	12	21	27	4	12	33	19	56	8	30	10	41	32	22	36	21	16	28	12	32	18	58	30	47	56	51	26	52	8	42	56	42	60	22	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	4	2	4	2	2	1	1	1	3	1	2	3	1	3	2	1	1	1	3	1	2	1	1	2	1	3	2	1	2	4	4	1	2	2	1	2	3	2	5	4	4	3	3	8
13000	-547.100453980051839	-545.606204170506999	-1.494249809544800	0.000195257921587	0.000058330195220	0.298734078220363	0.408529418588533	1	0	3	4	3	6	6	7	6	6	4	5	6	6	9	6	6	9	8	8	7	9	7	10	10	9	11	11	10	12	10	8	10	10	10	9	10	12	13	10	11	11	12	11	9	12	11	13	14	14	11	15	14	14	14	11	15	14	15	16	16	17	17	17	18	18	18	21	19	21	23	2	0	1	2	2	11	1	1	2	4	5	5	5	4	13	4	5	4	4	17	11	5	4	19	6	13	22	8	9	44	32	12	13	20	17	5	21	44	33	19	13	8	27	25	5	7	7	5	48	19	5	13	26	41	38	4	14	18	39	50	48	25	52	22	13	6	50	36	63	60	5	1	1	1	2	1	1	2	3	2	1	1	1	2	1	1	1	2	3	2	1	1	3	2	1	2	2	1	2	2	1	1	2	2	1	2	3	2	1	2	1	2	3	1	1	4	3	2	4	1	3	3	4	2	2	2	3	6	2	1	1	2	3	1	3	7	7	2	6	1	2	8
13500	-479.751475731151004	-478.256138636268361	-1.495337094882653	0.000167728041912	0.000049974689650	0.297950712835044	0.697058389658486	2	1	4	5	4	6	5	6	6	6	5	6	8	7	10	7	6	9	8	8	7	9	8	7	10	9	9	12	9	11	10	10	11	10	10	11	10	11	12	12	12	12	10	13	13	13	12	13	14	13	11	14	14	14	14	11	15	14	16	16	17	16	17	16	18	19	18	21	20	20	23	2	0	2	2	1	11	3	3	2	2	3	4	5	11	16	4	7	7	10	17	9	14	16	4	13	21	9	15	24	22	3	9	15	8	20	13	21	3	43	27	30	32	3	30	30	51	56	56	39	51	14	38	39	38	38	25	32	36	39	42	47	25	46	39	52	57	57	62	32	63	70	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	4	2	1	3	2	2	2	3	1	2	1	1	3	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	3	2	2	2	2	1	2	2	1	2	4	1	2
14000	-474.601955752320123	-473.029955584525908	-1.572000167794239	0.000116804152013	0.000029537367753	0.252879433173183	0.570068800197563	2	1	3	4	5	6	5	6	6	7	4	6	8	6	9	6	7	9	7	9	6	10	8	8	10	9	10	11	9	13	10	10	10	11	10	13	10	11	12	11	11	13	11	9	10	12	12	11	14	14	13	14	14	14	14	14	15	15	15	16	16	14	17	17	17	18	18	22	21	21	21	2	0	1	2	2	11	3	3	1	1	3	4	5	11	8	1	4	7	4	10	11	11	8	16	8	21	7	3	8	45	21	14	23	20	17	25	26	44	31	27	45	32	5	19	44	32	13	13	37	42	32	43	31	41	44	25	32	36	39	32	36	5	46	59	52	36	51	62	46	57	60	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	1	1	2	3	1	2	2	3	1	1	2	2	1	2	1	1	1	2	2	1	1	1	3	1	3	1	2	2	3	2	2	2	2	1	1	2	1	4	3	1	1	2	2	3	5	3	3
14500	-454.038674624732437	-452.601716146501076	-1.436958478231342	0.000148505515727	0.000051954966282	0.349852098268903	0.620100043053035	2	1	4	5	4	4	4	6	7	5	5	7	9	7	8	6	7	7	8	7	8	9	7	9	9	9	9	11	10	14	10	10	12	11	10	12	11	10	13	12	12	12	12	12	12	12	11	13	14	14	13	14	13	15	14	14	14	14	15	16	18	17	17	16	19	19	17	20	19	21	22	2	0	2	3	1	1	2	1	4	3	6	11	12	11	8	3	10	7	17	10	3	14	16	12	2	8	12	23	18	41	21	22	12	20	17	37	11	19	26	27	38	22	28	38	25	32	13	25	39	46	11	33	21	41	38	25	32	47	49	32	58	48	46	59	52	56	51	56	46	69	60	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	1	2	2	1	1	1	2	2	2	1	4	1	2	2	1	2	1	1	2	2	1	2	1	1	3	1	1	2	1	2	2	2	1	2	2	2	3	1	2	2	2	4	4	1	3
15000	-504.843744945443063	-503.412930608926501	-1.430814336516567	0.000198067736614	0.000070701104747	0.356954171113592	0.513720103601719	2	1	3	5	5	5	5	6	4	7	6	5	9	5	8	6	6	8	8	9	7	8	8	7	10	10	10	10	10	14	10	9	11	8	10	12	10	11	12	12	11	13	11	12	11	11	13	14	14	13	12	13	12	15	14	14	15	14	14	17	16	16	16	18	18	19	18	20	19	20	23	2	0	1	9	1	2	3	3	1	17	5	3	12	3	4	14	9	7	9	17	11	3	8	6	22	21	24	19	8	39	22	14	6	10	13	25	21	19	21	12	19	40	15	19	12	5	36	25	21	32	3	15	13	40	38	45	46	47	40	39	58	48	42	59	52	56	60	61	32	60	42	1	1	1	1	2	3	1	1	1	1	1	1	3	1	2	1	1	1	2	2	1	2	1	1	1	3	2	1	1	2	1	2	2	1	1	2	1	2	3	4	2	1	2	3	3	3	1	2	3	2	5	2	1	2	2	2	2	1	1	3	1	1	2	2	2	4	1	2	4	1	5
15500	-495.951054340817166	-494.380993988639773	-1.570060352177373	0.000192533376809	0.000048870151852	0.253826908674803	0.533421953765831	2	0	3	3	4	4	6	7	6	5	6	5	9	6	10	6	7	8	8	8	7	10	7	9	10	9	9	10	8	13	9	8	12	10	11	12	11	11	11	12	13	13	10	11	12	13	12	13	13	11	12	14	15	15	15	13	14	14	13	17	16	15	17	17	18	18	18	20	21	21	24	2	0	2	2	1	3	5	3	3	4	6	4	19	6	24	4	10	7	6	10	9	14	3	16	9	21	16	16	4	45	21	14	22	10	17	24	26	19	26	27	43	8	4	24	38	32	29	14	26	22	23	33	26	45	44	9	50	47	26	11	47	25	14	53	22	61	57	43	46	57	22	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	3	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	2	3	3	1	1	3	2	4	2	1	2	1	2	2	2	3	3	1	2	4	2	2	5	1	3	1	2	4	3	4	7
16000	-542.519901760126118	-541.084022398901993	-1.435879361224151	0.000248603049858	0.000087276563545	0.351067951882012	0.589399150099313	2	1	4	4	4	5	6	6	7	6	5	6	9	6	8	5	7	9	8	9	7	10	7	9	10	9	11	11	9	13	10	10	10	11	10	12	11	11	12	12	12	12	12	12	12	13	12	13	15	13	13	15	14	14	14	13	14	14	15	16	17	17	17	18	15	18	18	21	21	22	23	2	0	1	1	1	2	1	3	8	2	3	3	14	5	7	2	7	8	2	10	16	14	3	2	2	21	13	15	19	24	23	6	23	35	7	13	26	24	26	27	24	25	33	38	37	6	4	6	45	42	36	30	7	41	44	7	22	12	21	30	32	30	49	39	8	47	51	62	67	51	67	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	4	1	2	2	2	3	4	1	1	2	1	3	2	3	1	1	2	2	1	1	2	1	1	1	1	1	1	5	3	3	2	1	1	1	4	2	2	3	2	4	4	2	2	2	1	2	5	3	3	2	1	4	3
16500	-478.633726756306203	-477.061880459681845	-1.571846296624362	0.000198393293996	0.000050184437000	0.252954300970829	0.657365474275956	1	-1	3	3	4	3	6	6	7	5	5	5	9	6	10	7	7	8	8	8	7	8	8	8	9	9	11	12	9	13	10	9	12	8	9	12	9	12	11	12	13	12	11	12	11	13	12	13	14	10	13	14	14	15	15	13	13	15	16	16	16	16	17	18	17	19	18	21	20	20	22	2	0	2	1	2	2	12	3	4	4	6	6	12	6	7	4	8	7	4	10	11	14	12	12	16	21	13	15	16	45	11	22	43	10	17	25	6	13	31	8	45	31	23	13	13	32	25	25	39	19	32	43	39	41	30	25	32	13	49	32	47	18	32	59	52	12	57	62	32	32	66	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	3	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	3	2	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	2	2	2	1	2	2	4	3	1	1	6	3	2	4	5	1
17000	-505.028117709414573	-503.521507255513427	-1.506610453901167	0.000210721984674	0.000061135317635	0.290123110456588	0.533627585374230	2	1	3	4	3	4	6	7	6	4	5	6	8	5	9	6	6	7	8	8	6	9	9	9	11	10	8	11	9	14	10	9	11	10	11	11	8	11	13	11	13	11	12	11	13	12	13	11	14	13	12	14	14	14	14	13	14	14	15	16	18	16	17	18	18	18	18	22	19	22	22	2	0	2	2	2	2	4	16	4	3	2	14	14	6	7	11	10	7	4	10	11	13	16	8	29	37	12	18	3	13	37	13	16	20	17	7	21	8	11	23	36	19	12	13	12	13	25	13	37	36	26	6	36	44	38	13	14	36	53	22	47	52	52	49	15	48	57	65	63	63	69	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	3	4	1	1	2	1	3	4	1	2	3	1	1	2	3	2	3	3	1	1	3	1	1	5	1	2	1	2	3	1	1	3	1	1	1	1	5	3	1	2	1	3	2
17500	-462.031937723994758	-460.495506439544954	-1.536431284449828	0.000214238580529	0.000058195924376	0.271640729843587	0.657183916335231	2	1	3	5	5	5	6	6	6	5	5	5	10	6	10	6	6	9	7	8	6	9	7	9	10	10	10	12	8	13	11	9	9	10	10	12	10	11	13	11	13	12	10	13	11	12	12	13	13	14	12	13	14	14	15	13	14	14	14	15	17	16	17	17	18	20	18	20	20	20	22	2	0	2	1	1	3	5	3	4	2	3	3	3	6	18	3	10	7	9	10	11	14	4	4	24	24	29	26	16	13	32	14	7	20	17	25	21	24	37	27	38	16	8	38	19	13	18	36	31	51	22	29	39	45	44	13	46	47	49	57	47	48	60	37	33	48	63	62	57	57	70	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	3	2	1	2	1	2	1	1	1	2	3	1	2	1	1	1	1	1	1	3	2	1	4	6	3	1	3	3	4	1
18000	-533.450403888067513	-531.962309199307242	-1.488094688760238	0.000227066909457	0.000068862625590	0.303270193595484	0.522041109075000	1	0	3	5	4	6	5	7	6	7	5	6	9	6	10	6	7	8	9	9	7	10	8	10	11	9	10	8	9	13	10	8	10	10	10	11	11	10	13	11	11	12	11	13	11	12	13	12	13	14	12	15	14	14	14	12	15	13	14	15	17	17	17	17	18	17	18	21	21	21	23	2	0	1	1	1	11	5	4	1	4	3	3	28	11	26	3	12	7	32	10	6	19	16	9	32	3	12	3	9	45	14	12	28	20	17	9	21	12	21	16	4	22	13	38	13	31	25	9	51	56	14	30	37	19	38	2	24	24	56	16	36	57	25	26	61	36	56	60	50	57	70	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	4	2	2	1	2	3	1	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	3	1	2	3	1	1	3	1	6	3	2	1	4	5	2	3	3	1	3	4	4	3	3	1
18500	-470.135237935247801	-468.729838064745081	-1.405399870502728	0.000155594991227	0.000061041969860	0.392313206089414	0.683012725709940	2	1	4	4	4	5	6	6	6	7	6	7	8	6	10	6	6	9	7	8	7	7	9	8	10	9	10	11	10	13	9	9	12	10	10	12	10	11	12	11	10	12	11	13	12	12	13	12	14	13	12	15	14	14	15	14	15	14	16	14	17	16	17	18	18	19	17	21	20	22	22	2	0	1	1	1	3	3	3	2	4	6	3	5	6	13	3	4	7	17	17	6	7	12	7	13	21	13	7	8	38	21	22	43	17	17	25	26	41	26	27	4	7	23	38	13	32	7	13	18	8	32	43	39	38	54	36	46	48	53	51	48	56	42	26	57	62	60	62	57	51	63	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	3	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	2	3	2	2	2	2	2	1	3	1	2	2	1	1	1	1	1	2	4	1	2	2	2	2	5	2
19000	-532.645741360696434	-531.101860349460367	-1.543881011236064	0.000208223593260	0.000055689254553	0.267449301404707	0.568110970769424	2	1	3	4	4	4	5	6	6	7	5	7	10	6	10	6	7	8	7	9	7	8	9	9	11	10	9	11	7	12	11	8	11	9	10	13	11	10	12	11	13	12	11	13	12	12	12	12	14	13	11	13	14	14	15	14	14	15	15	16	16	15	18	18	19	20	17	20	19	20	24	2	0	2	3	2	3	3	4	2	9	5	3	14	6	22	5	11	7	5	10	11	2	22	3	24	21	16	23	16	9	21	16	24	17	17	23	6	22	21	27	38	22	24	38	38	11	19	18	37	42	14	23	31	41	38	24	19	36	21	51	13	46	59	31	52	61	46	56	62	51	51	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	3	1	3	1	1	1	2	1	2	2	1	1	1	2	2	3	2	2	2	1	2	1	2	1	2	2	2	2	1	1	2	3	1	2	2	3	2	5	3	4	2	2	4	3	1	3	4	2	4	6
19500	-569.307404551940522	-567.866035411955863	-1.441369139984662	0.000240158828007	0.000082857726362	0.345012203173043	0.474213808165044	2	1	3	4	3	5	5	4	5	5	4	6	8	6	8	6	7	9	8	9	7	10	8	9	7	10	9	10	9	14	11	9	10	9	11	12	10	12	10	12	13	13	12	12	12	12	12	13	13	12	13	15	14	14	14	13	15	14	15	15	18	16	17	18	19	19	18	18	18	19	23	2	0	2	1	2	11	5	3	4	4	3	3	16	6	12	6	12	5	3	10	5	16	2	7	16	21	16	15	7	41	29	12	6	4	17	18	19	23	12	9	38	32	15	33	15	32	21	24	39	34	36	43	39	41	40	4	50	13	19	26	45	47	40	26	24	58	60	13	56	60	70	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	3	4	2	2	2	3	2	1	1	1	1	1	1	1	2	3	4	3	1	1	3	1	4	1	1	1	2	2	2	2	2	1	2	1	2	3	1	2	4	1	3	3	2	3	2	3	4	5	3	2	3	2	2	2
20000	-515.575299965625163	-514.082954882285208	-1.492345083339951	0.000225497804230	0.000067676206851	0.300119138994228	0.642673462591418	2	1	3	4	5	6	5	7	6	6	5	7	9	6	10	5	7	7	8	8	7	8	8	9	10	10	11	11	10	14	9	9	10	11	10	12	10	10	12	10	13	12	12	13	12	12	13	13	12	13	12	14	15	14	14	13	15	14	14	15	16	17	15	17	18	19	18	21	20	22	23	2	0	2	2	1	3	3	2	4	4	1	3	12	3	12	3	10	7	7	10	6	6	16	23	12	14	24	14	32	19	12	7	12	20	17	25	6	8	33	12	2	8	33	45	37	32	9	25	31	46	32	23	39	45	44	6	51	23	21	42	48	41	26	39	57	3	63	62	56	67	66	1	1	1	1	1	2	1	3	1	1	3	2	1	2	1	1	1	1	1	1	1	2	2	1	1	3	1	2	1	2	1	2	1	1	2	1	3	1	1	2	7	1	1	1	1	1	3	2	2	1	2	2	1	1	1	3	2	4	4	1	1	2	2	2	1	7	1	3	3	2	2
20500	-475.524662819218861	-473.984717780289827	-1.539945038929046	0.000153185720530	0.000041305734449	0.269644809620853	0.584993892861320	2	1	3	5	5	5	6	6	6	7	6	5	8	6	9	7	6	7	8	8	7	8	7	8	10	9	10	10	9	12	10	10	8	11	10	11	11	11	11	11	12	12	11	11	9	13	12	14	14	14	11	13	14	13	14	13	16	14	15	17	16	17	17	16	18	20	19	22	20	21	24	2	0	2	1	3	3	3	3	4	17	6	3	5	6	23	2	4	3	5	17	6	14	9	12	7	21	3	23	5	45	11	14	16	20	17	7	31	13	26	12	45	22	33	45	19	51	25	47	56	32	22	43	39	24	44	13	51	36	49	50	13	9	32	59	52	48	63	62	60	67	69	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	2	2	1	2	1	2	2	1	3	2	2	2	2	2	1	2	2	3	1	2	1	2	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	3	2	2	1	1	3	4	2	1	2	3	1	3	1	2	3
21000	-530.544136241284946	-529.151525191918722	-1.392611049366260	0.000176795006619	0.000073505275627	0.415765563930362	0.576640992799750	1	0	3	3	5	5	5	6	5	5	5	7	9	7	9	7	7	7	9	8	6	9	8	10	10	9	10	10	10	13	9	10	11	10	11	11	10	9	12	11	12	12	11	13	11	13	12	12	14	14	12	15	15	13	13	14	15	15	15	17	17	17	17	14	19	19	17	20	20	18	23	2	0	1	1	3	4	3	3	4	4	3	3	9	11	12	8	10	7	12	10	2	9	3	16	7	11	12	12	13	42	12	14	22	10	17	22	12	12	31	26	19	18	8	38	38	32	25	12	39	23	32	33	39	36	41	48	22	47	39	5	47	48	57	26	12	16	57	36	50	22	69	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	3	2	1	1	1	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	1	2	1	2	1	1	2	2	1	1	3	2	2	6	2	3	1	3	6	5	1	4	2	5	3
21500	-516.189081625841368	-514.751869598795452	-1.437212027045931	0.000181044661480	0.000063287471423	0.349568282796564	0.558251071124999	2	0	4	4	5	6	6	6	5	7	5	6	8	5	9	6	5	9	7	9	7	10	9	8	10	10	10	11	10	14	8	9	12	10	10	12	9	11	11	11	13	12	11	11	12	12	12	14	15	14	12	15	15	14	15	12	16	13	16	16	18	16	16	18	18	18	18	22	20	22	24	2	0	2	2	1	11	4	4	2	17	2	4	16	1	19	3	4	5	1	10	11	9	16	6	24	24	23	15	8	44	21	14	43	20	17	25	21	23	22	27	7	32	18	10	19	23	5	13	26	22	32	23	47	44	54	32	11	4	49	42	48	54	50	59	60	62	50	48	50	32	57	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	3	2	1	1	3	2	2	1	1	1	1	2	2	1	2	1	1	3	1	2	1	1	1	3	3	1	2	3	2	4	3	2	2	2	2	2	1	1	1	4	5	1	2	2	1	1	1	1	1	2	3	3	7	3
22000	-458.447055535070263	-456.873724429090828	-1.573331105979423	0.000122005430454	0.000030773906252	0.252233905794020	0.584787249215572	2	1	3	4	4	4	5	6	6	5	6	6	8	6	9	5	6	9	9	8	7	8	8	10	11	9	10	12	9	13	11	8	11	10	9	9	10	12	13	12	10	13	12	11	12	12	13	13	14	14	10	13	13	14	14	13	15	13	15	15	15	17	15	17	17	19	18	20	20	22	22	2	0	2	1	2	3	3	3	10	4	5	3	2	6	7	3	10	7	13	10	8	3	16	18	36	21	13	15	8	45	21	4	8	20	17	13	26	44	26	27	29	22	15	41	41	32	25	25	26	22	32	33	26	45	38	13	11	13	39	51	36	25	32	59	23	57	63	61	42	46	69	1	1	1	1	2	1	1	2	1	1	1	2	3	1	2	1	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	3	2	2	1	2	1	1	3	5	1	1	2	3	3	3	1	5	2	2	2	4	7	1
22500	-454.729968235196111	-453.244488420318646	-1.485479814877490	0.000138370867491	0.000042237937981	0.305251667109154	0.496757273331666	2	1	3	5	4	5	5	6	6	4	6	5	8	7	9	5	7	9	8	8	8	9	8	9	8	10	10	11	9	12	10	10	12	11	10	11	10	12	12	11	10	13	10	13	13	12	13	12	14	13	13	13	14	13	15	13	16	14	15	16	17	16	17	17	19	18	18	21	20	22	23	2	0	1	1	1	3	3	5	3	1	6	3	7	3	14	1	9	7	14	10	11	8	9	23	5	21	3	15	8	41	21	18	4	20	17	25	21	41	26	8	19	14	8	41	30	14	36	25	31	32	13	18	39	30	44	25	32	33	31	51	47	56	42	49	8	36	57	61	60	67	70	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	4	1	2	1	2	1	3	1	1	2	1	2	1	2	1	3	2	2	1	2	1	2	4	2	2	2	1	1	1	2	3	2	2	1	2	2	2	1	6	3	1	2	2	2	1
23000	-422.565914898005417	-421.069547138967266	-1.496367759038160	0.000114075772498	0.000033904796327	0.297212945263186	0.639303218559862	2	0	3	2	5	6	5	6	6	6	5	6	9	6	9	7	7	8	9	8	7	8	9	9	10	10	10	11	10	14	11	9	11	9	10	12	10	10	12	11	11	13	12	12	12	13	13	11	14	14	12	15	14	14	15	14	14	14	16	15	17	16	17	17	16	20	19	21	18	20	23	2	0	1	2	1	11	4	3	3	4	3	1	5	11	7	3	10	7	3	9	11	12	16	11	5	21	24	24	9	45	21	22	12	20	17	5	21	19	26	27	38	32	7	38	41	32	25	25	39	46	22	33	39	41	44	48	46	36	53	36	56	56	60	59	52	62	63	61	51	46	63	2	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	1	2	1	1	5	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	2	1	2	2	3	2
23500	-435.415258968282615	-433.973671386597573	-1.441587581685062	0.000134128037208	0.000046244357868	0.344777712630126	0.617928850641726	2	1	3	3	4	5	5	6	6	6	4	7	9	6	9	7	7	8	7	8	7	8	9	9	11	9	11	12	8	10	11	9	11	10	11	10	10	12	13	12	12	12	10	12	12	11	13	13	14	14	12	14	15	15	14	12	15	15	15	15	17	16	17	16	19	19	18	21	20	21	23	2	0	2	2	1	11	3	11	4	4	3	3	18	6	9	3	10	7	5	10	7	14	16	19	24	21	24	15	9	19	26	22	8	20	17	8	26	19	26	27	30	32	12	30	30	32	25	14	26	32	32	16	39	45	44	25	46	47	39	42	47	13	42	59	62	25	63	61	63	67	67	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	3	2	1	2	2	1	1	1	2	1	2	1	1	4	2	3	2	3	1	2	1	1	2	1	1	2	2	4	2	1	2	3	1	2	2	2	3
