step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-4997.818161946624059	-5004.673649897583346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.949390212246481	0	0	3	4	6	7	7	8	6	7	7	9	8	10	11	10	11	10	12	13	12	13	13	13	13	13	15	14	14	13	14	15	16	14	15	14	14	15	14	15	15	16	15	16	18	18	16	17	17	17	16	16	18	18	17	18	17	18	19	17	20	18	18	17	18	18	18	18	20	19	19	19	19	19	19	19	19	18	19	20	19	19	20	20	20	23	21	22	21	20	20	21	20	22	22	23	23	26	24	25	26	25	26	26	29	29	27	28	28	29	28	29	32	30	32	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	4	4	3	4	4	5	4	5	6	5	6	5	6	7	6	7	7	7	7	7	8	7	7	7	7	8	8	7	8	7	7	8	7	8	8	8	8	8	9	9	8	9	9	9	8	8	9	9	9	9	9	9	10	9	10	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	12	11	11	11	10	10	11	10	11	11	12	12	13	12	13	13	13	13	13	15	15	14	14	14	15	14	15	16	15	16
500	-760.953580388827731	-767.809068339787132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.379700844420685	0	-1	4	5	7	7	7	7	5	7	8	9	8	10	8	11	10	11	12	13	10	14	13	14	13	12	15	13	15	12	15	15	16	15	16	13	13	15	14	16	15	16	15	15	18	18	17	17	18	17	16	16	19	19	18	19	18	18	19	17	19	18	18	17	18	18	19	17	21	17	20	19	19	17	19	20	19	19	20	21	17	19	20	20	20	22	21	22	22	20	21	22	21	23	21	24	22	26	24	26	27	25	27	26	30	29	26	29	26	30	28	28	32	29	33	2	0	1	2	9	4	3	4	2	9	8	5	4	6	9	4	5	17	6	9	9	17	11	17	11	9	30	16	12	21	23	28	21	23	19	21	16	16	28	30	20	17	26	30	31	36	0	41	24	42	17	30	44	17	42	52	36	15	39	37	17	24	39	26	52	41	21	32	42	17	26	45	70	0	63	8	27	23	37	37	36	70	44	63	64	72	5	17	74	31	39	44	32	42	27	58	0	21	33	78	71	94	99	0	73	109	51	109	62	112	99	100	114	51	51	1	1	2	3	1	1	1	1	2	2	1	1	2	2	2	5	3	1	2	4	3	2	3	2	2	4	2	1	4	1	2	1	3	1	2	1	1	2	1	2	1	4	2	2	1	2	1	1	3	1	6	1	2	7	1	2	2	4	4	2	3	2	2	3	1	2	5	2	4	4	7	1	2	1	1	6	2	3	3	8	2	1	3	2	2	1	7	6	3	3	3	4	3	4	3	2	1	10	3	3	4	1	1	1	7	2	4	1	4	1	2	1	1	6	14
1000	-671.938755624299006	-678.794243575258406	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484262369662823	1	0	2	5	6	8	7	9	5	7	7	10	8	9	11	10	11	9	12	14	13	14	13	12	13	13	15	14	14	13	15	15	15	14	16	15	15	15	14	15	15	15	16	17	18	18	16	17	17	18	16	17	17	18	17	18	17	19	19	18	21	19	19	17	18	19	18	18	20	17	19	19	19	19	19	19	20	19	19	20	19	20	20	20	20	21	21	23	21	21	17	21	19	21	23	20	23	26	22	24	27	25	26	25	29	30	27	28	28	29	29	29	32	30	32	2	0	2	2	4	10	5	2	3	5	9	11	7	6	12	5	13	13	14	26	7	17	8	17	3	4	30	25	21	13	20	8	30	16	12	30	7	26	6	25	21	24	38	29	35	18	0	31	17	47	22	26	30	28	19	48	21	30	68	57	91	17	57	41	49	60	27	19	70	24	32	49	91	0	25	35	60	48	44	44	57	93	67	67	44	51	26	80	74	65	24	20	56	51	56	40	0	88	96	70	79	77	78	0	100	109	86	98	78	69	107	103	105	93	22	1	1	1	2	1	1	1	5	2	1	1	2	1	1	1	1	2	1	2	1	3	2	2	1	5	5	1	1	1	2	1	2	1	2	3	1	4	1	4	1	1	1	1	2	1	6	1	1	4	1	1	2	3	2	3	1	2	2	1	1	2	5	1	1	1	1	2	3	2	2	2	1	1	1	2	2	1	1	1	2	1	1	2	1	1	3	4	2	2	2	4	2	1	2	2	2	1	2	1	3	4	3	3	1	3	1	4	1	4	5	1	2	3	6	11
1500	-704.895484107655420	-711.750972058614821	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524537543925523	1	0	3	3	7	7	7	8	5	8	8	9	9	10	11	10	11	10	12	12	12	13	13	14	14	14	15	15	15	11	14	14	16	15	15	14	15	15	14	13	15	16	16	14	18	19	16	17	15	17	15	17	19	18	17	18	18	18	20	16	20	18	18	18	18	17	19	19	20	18	19	16	19	19	19	19	19	18	18	20	19	20	21	21	21	24	21	23	21	20	20	22	20	21	23	24	23	26	24	25	26	22	27	23	28	29	27	29	27	30	28	29	32	31	32	2	0	1	2	9	4	9	5	3	6	7	11	7	6	6	6	6	10	13	12	30	20	11	40	12	21	26	11	20	6	10	19	21	12	20	30	25	21	18	20	19	24	25	30	32	32	0	37	19	44	40	22	32	49	22	27	19	27	53	38	65	49	38	38	36	41	26	54	52	24	27	40	52	0	45	70	70	50	22	58	30	64	80	50	34	73	34	53	74	42	76	63	70	52	82	44	0	95	53	61	71	61	89	0	86	103	104	98	101	107	46	64	98	51	73	1	1	1	2	1	3	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	3	1	2	1	1	2	2	3	2	1	2	3	1	1	1	2	3	1	1	1	1	2	3	3	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	4	1	2	1	2	3	2	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	2	1	2	1	2	2	2	1	5	1	1	2	3	3	1	2	1	2	1	2	2	1	1	4	5	4	12	7
2000	-674.213756804837317	-681.069244755796717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597094118213006	1	0	3	4	6	7	4	8	6	8	8	10	8	10	12	10	11	9	12	14	11	13	14	14	12	13	15	14	14	13	13	16	17	15	16	15	15	15	13	15	16	16	16	17	19	18	17	18	17	17	16	15	17	18	18	17	18	17	20	17	20	18	17	17	19	18	18	18	20	18	19	17	19	19	19	19	19	18	19	21	18	17	20	20	20	24	21	22	22	20	20	21	20	21	22	23	23	25	24	26	26	24	25	25	29	28	27	26	28	29	29	30	32	31	32	2	0	2	3	7	4	1	3	7	4	4	11	6	13	12	13	18	13	16	26	9	17	19	17	13	9	30	15	12	21	12	30	21	15	28	21	18	21	21	31	39	24	20	27	33	49	0	52	24	21	39	26	36	24	49	51	27	27	49	26	54	17	28	38	22	5	58	35	62	24	78	34	51	0	34	57	49	53	58	37	53	42	65	78	56	73	58	72	46	70	54	57	65	73	61	80	0	80	21	79	102	78	92	0	86	108	104	77	101	108	104	109	105	82	46	1	1	2	1	1	2	1	2	1	3	3	1	1	1	1	1	1	1	1	1	3	2	1	2	2	4	1	1	2	1	1	2	3	1	1	3	3	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	3	2	1	2	5	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	3	3	1	3	2	1	2	2	2	4	1	1	2	1	1	9	10
2500	-754.657096041512773	-761.512583992472173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551693661706675	1	0	4	4	7	5	8	8	6	7	6	10	9	9	10	11	11	11	12	13	11	13	14	13	14	12	15	15	13	13	14	15	15	14	15	14	15	15	14	15	15	16	16	16	18	19	15	18	18	17	17	16	19	18	17	17	15	18	20	17	20	18	18	17	17	19	17	19	20	19	20	18	20	20	19	20	18	18	19	21	19	20	20	20	21	24	21	22	22	19	19	19	20	22	23	23	24	25	24	24	25	26	26	23	29	30	27	28	28	28	28	28	32	30	30	2	0	1	2	3	4	5	4	6	9	4	7	11	4	7	11	7	7	5	7	13	17	7	17	7	21	29	23	18	26	8	21	9	5	16	16	20	21	29	12	10	24	25	38	16	77	0	52	42	31	22	32	13	42	42	27	31	38	92	43	63	24	42	31	29	49	33	39	24	37	56	25	51	0	48	54	67	67	43	60	29	90	78	32	91	73	21	79	74	19	49	57	79	79	76	56	0	36	23	61	70	104	53	0	51	100	104	66	73	107	102	101	114	111	73	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	4	1	1	1	1	1	4	3	2	4	2	2	1	2	1	2	3	2	1	1	4	1	1	1	1	2	2	1	6	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	3	1	1	2	1	1	1	1	1	1	2	1	5	1	1	2	1	2	5	2	1	3	1	1	1	3	2	5	1	5	3	1	3	2	2	1	5	3	2	4	4	1	1	1	1	1	6
3000	-666.448611029548147	-673.304098980507547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602711656521229	1	0	3	4	7	7	7	8	6	8	6	9	9	10	10	10	12	11	13	14	11	14	12	13	13	14	14	13	15	13	14	15	16	15	14	14	14	15	13	15	16	16	16	17	17	18	15	17	17	17	17	16	17	18	18	18	17	19	20	17	20	16	19	17	18	18	18	18	19	19	18	19	19	20	19	17	19	18	18	21	19	20	20	21	21	22	22	22	21	19	19	22	21	22	22	23	22	26	25	25	25	24	27	25	29	29	28	28	29	30	28	30	32	28	32	2	0	1	2	4	4	3	11	4	6	4	3	7	13	8	2	18	10	16	18	16	17	13	17	3	30	30	10	20	21	28	19	26	30	4	30	14	39	5	37	26	40	19	33	32	50	0	39	24	16	29	28	26	42	24	47	36	44	69	30	62	17	19	38	45	34	19	41	49	41	32	51	51	0	60	26	31	49	41	30	21	78	56	35	59	50	20	69	74	24	24	56	66	51	55	41	0	80	96	95	59	87	101	0	114	111	104	96	107	114	101	111	110	49	114	1	1	2	2	2	1	2	1	1	1	1	3	1	1	1	5	1	1	2	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	4	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	1	1	1	1	2	3	3	2	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	1	4	6	1	1	3	1	2	4	1	1	2	4	2	1	2	2	3	1	3	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	5	2
3500	-598.353186850104180	-605.208674801063580	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604836043930483	1	-1	3	4	5	7	6	7	7	7	8	9	9	10	11	11	12	11	12	14	12	13	14	13	13	14	14	15	14	13	15	16	17	15	16	14	15	16	14	15	16	17	15	17	18	17	17	16	18	18	17	15	17	19	15	18	17	17	19	16	20	19	19	15	19	17	18	17	20	17	19	19	19	19	19	19	19	18	19	20	19	20	20	19	20	23	21	22	22	19	19	21	21	22	22	23	23	24	25	25	24	26	26	26	30	26	27	29	27	29	28	30	31	29	32	2	0	1	3	4	5	4	5	3	7	7	9	11	13	13	11	18	10	2	21	15	17	19	17	5	21	21	24	17	15	25	21	30	39	25	19	17	64	17	22	37	29	17	20	52	40	0	25	17	24	40	20	31	70	17	60	52	21	47	31	43	49	33	30	78	64	32	48	45	24	45	46	51	0	68	53	23	38	28	76	57	73	65	36	59	73	46	45	74	41	70	74	85	51	61	71	0	32	96	83	20	101	86	0	114	44	104	79	98	107	102	111	103	73	105	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	3	6	1	1	1	1	1	4	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	4	2	1	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	2	2	2	2	1	1	1	1	2	1	2	1	5	1	1	4	1	1	1	1	5	1	5	1	1	1	1	2	4	1
4000	-629.800684332574519	-636.656172283533920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569753700768903	1	-1	3	4	7	8	6	7	7	7	7	8	8	11	11	11	12	11	13	11	12	13	13	14	13	13	15	13	14	14	14	15	17	13	14	13	14	14	14	15	16	16	15	15	18	19	15	18	14	17	15	15	18	18	18	17	18	18	20	17	20	18	18	16	19	19	18	19	20	18	19	20	19	19	20	20	18	18	20	20	19	18	20	21	21	23	21	22	22	20	20	22	18	23	23	23	22	25	23	25	26	24	26	26	29	29	28	28	28	27	29	29	31	30	33	2	0	1	2	4	7	4	3	3	7	3	9	5	6	7	12	18	9	18	8	20	17	9	17	16	21	26	20	17	20	16	26	26	14	16	21	15	21	15	37	22	24	22	21	21	64	0	43	13	14	22	26	31	42	41	19	60	26	63	27	42	24	42	37	33	60	32	82	49	17	33	77	51	0	77	54	28	51	82	21	39	41	63	32	65	79	66	41	42	49	49	44	51	97	84	71	0	96	80	57	72	53	58	0	73	103	104	26	110	95	100	86	108	73	114	1	1	1	2	1	1	1	2	3	1	2	1	1	2	2	2	1	2	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	1	2	1	2	1	1	1	1	1	1	2	3	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	3	1	3	2	1	1	2	1	1	1	2	1	1	3	1	1	1	4	1	1	1	2	4	4	2	4	2	1	1	2	1	2	2	2	2	4	4	1	3	1	1	4	1	2	2	3	1	6	2
4500	-680.999275057706996	-687.854763008666396	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587198943682543	1	0	4	2	6	8	6	8	6	8	8	10	9	10	11	10	11	10	12	13	12	13	13	13	13	14	15	14	14	13	15	16	17	14	16	14	14	16	15	14	15	15	15	15	18	17	14	17	17	16	16	17	18	19	16	16	16	18	20	17	18	19	18	17	18	18	18	18	20	19	18	18	19	19	17	20	18	19	18	20	18	19	20	20	19	23	21	22	22	19	21	20	21	22	22	23	22	26	23	25	26	24	26	26	30	28	25	26	27	28	28	27	33	30	32	2	0	2	2	3	2	3	2	4	5	3	4	5	8	13	11	8	6	12	14	9	17	13	18	16	19	37	12	15	8	23	26	27	6	25	21	21	37	15	21	34	6	23	26	43	32	0	56	17	26	28	24	75	42	17	41	19	21	79	16	24	52	42	40	38	47	30	36	75	28	43	50	51	0	50	45	46	63	25	44	37	55	79	75	72	73	26	40	49	49	42	72	90	73	61	27	0	102	32	84	97	67	100	0	73	99	94	102	99	87	64	101	98	73	105	1	1	2	1	1	4	1	5	1	1	1	3	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	4	1	1	2	1	1	4	1	2	3	1	3	2	1	1	1	1	3	3	2	2	3	1	1	2	1	1	1	1	1	2	2	1	1	1	3	1	1	3	4	3	1	2	1	1	2	2	3	1	1	4	1	1	3	1	1	7	2	2	1	1	2	5	1	2	7	1
