step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-11529.868356861570646	-11528.406274777051294	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.651877382552242	1	2	2	1	5	3	3	4	4	4	5	6	5	6	7	8	8	7	8	9	8	10	10	10	10	10	11	10	12	11	10	12	13	12	12	12	11	13	13	13	13	16	14	14	15	13	15	15	16	15	17	16	16	17	17	19	18	20	18	20	19	22	21	21	22	22	21	23	22	23	23	24	26	24	23	25	25	24	25	25	25	26	26	25	25	25	26	28	28	29	27	29	31	31	32	35	38	38	41	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	3	2	3	3	4	4	3	4	4	4	5	5	5	5	5	5	5	6	5	5	6	6	6	6	6	5	6	6	6	6	8	7	7	7	6	7	7	8	7	8	8	8	8	8	9	9	10	9	10	9	11	10	10	11	11	10	11	11	11	11	12	13	12	11	12	12	12	12	12	12	13	13	12	12	12	13	14	14	14	13	14	15	15	16	17	19	19	20
500	-1039.724818857990840	-1037.938039266040278	-1.786779591950638	0.000010005886613	0.000018072664863	1.806203244387328	0.280490506769216	0	2	1	1	4	4	4	4	5	5	6	7	3	7	6	8	6	7	6	9	8	11	10	10	10	11	11	10	12	9	8	12	14	12	10	13	12	12	13	11	11	15	12	15	15	14	16	16	17	14	17	16	15	15	17	19	15	21	18	17	19	19	21	22	19	23	20	24	19	24	23	24	26	24	23	25	25	25	26	26	26	27	25	25	26	25	26	28	29	30	28	30	31	32	33	36	37	38	41	0	1	1	1	13	3	4	4	4	13	13	13	0	19	13	12	5	15	10	16	17	15	17	31	18	16	19	21	15	17	18	0	20	17	17	31	25	30	31	17	17	35	10	23	26	17	53	46	43	27	5	35	40	34	46	43	21	52	43	57	60	47	60	65	60	65	52	67	60	60	65	64	35	62	63	46	62	60	23	69	64	60	67	62	60	62	67	60	75	57	62	60	60	60	69	38	69	0	0	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	3	1	3	2	1	1	2	3	2	4	1	2	3	2	2	3	4	3	2	5	1	1	2	2	8	3	2	1	2	5	3	2	3	2	1	1	3	2	1	4	2	2	2	5	2	1	9	3	1	8	3	5	12	4	2	4	2	5	5	4	3	7	4	10	6	8	10	10	12	18	12	1	1
1000	-835.265847791803253	-833.481758029712523	-1.784089762090695	0.000010003354640	0.000018002288061	1.799625096696970	0.371055908715647	-1	2	2	0	5	4	3	4	4	4	5	5	3	7	6	6	7	7	9	9	8	9	10	9	11	10	11	11	13	11	10	12	14	13	12	13	12	13	14	14	12	16	14	15	14	14	15	16	16	16	18	16	16	17	18	20	16	20	18	17	19	20	18	21	21	23	21	23	23	22	24	25	27	25	24	25	24	24	26	22	23	26	26	25	25	26	26	29	28	29	28	30	32	31	32	36	39	39	39	0	1	1	1	13	3	4	4	7	13	13	10	0	10	13	12	13	15	10	16	17	15	21	18	18	16	5	21	22	19	24	0	20	30	17	24	25	30	31	21	23	44	27	17	20	41	21	30	43	43	19	38	47	44	47	27	38	47	50	57	57	35	60	61	60	57	62	62	63	57	81	66	62	62	80	62	62	63	57	63	65	81	84	62	75	62	68	82	75	57	62	88	63	60	63	80	95	0	0	1	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	3	2	1	1	1	1	2	2	3	1	2	2	1	1	2	1	3	2	1	1	2	3	1	1	2	4	3	1	3	2	1	2	4	1	1	2	2	5	2	2	1	1	2	3	1	2	2	5	1	2	2	2	1	1	4	2	1	3	2	3	9	1	1	2	1	4	1	4	2	2	2	9	5	1	9	8	11	13	7	1	1
1500	-715.922129688535051	-714.164021842501825	-1.758107846033176	0.000009966958893	0.000017305004841	1.736237204018455	0.586931013303565	0	3	1	1	5	3	2	4	4	5	5	7	3	6	7	8	7	8	8	9	9	10	10	9	10	11	11	10	12	11	11	13	13	13	13	12	12	13	13	11	12	17	13	15	14	13	14	15	16	16	16	17	17	17	17	19	16	20	18	18	19	22	19	22	23	21	21	23	22	24	24	25	24	24	23	25	25	24	26	22	23	26	26	26	25	26	27	28	28	30	27	30	32	31	33	36	38	38	41	0	1	1	1	13	3	4	4	4	13	13	13	0	11	13	10	13	15	14	16	11	15	21	18	18	16	19	21	22	21	24	0	16	23	23	24	25	21	31	21	30	35	14	40	20	41	23	30	43	27	14	44	47	35	47	59	47	42	51	57	60	53	60	60	60	60	58	67	63	66	81	65	62	62	80	62	68	69	72	63	60	71	73	67	75	58	77	81	80	60	84	88	75	82	80	80	93	0	0	1	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	4	2	2	1	1	2	2	2	4	1	2	3	2	1	2	1	1	2	1	2	1	2	3	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	3	2	3	2	6	1	1	6	2	7	10	4	1	1
2000	-621.886482644178727	-620.226451298039706	-1.660031346139004	0.000010075859557	0.000015098497071	1.498482286887697	0.707475034024221	1	2	2	2	4	4	3	4	4	4	5	5	2	6	7	8	7	6	8	8	8	10	10	8	10	10	12	10	12	11	10	12	14	12	12	12	11	13	13	11	13	16	15	15	16	14	15	16	17	14	17	15	15	17	17	19	18	19	18	19	20	22	20	22	22	22	21	23	22	24	24	25	25	23	24	26	25	24	26	22	23	24	26	25	25	25	26	28	28	29	26	30	30	31	31	35	37	38	41	0	1	1	1	13	3	4	7	4	13	5	13	0	5	5	12	5	13	14	12	17	15	17	18	15	16	19	17	22	21	24	0	16	23	21	24	18	17	31	23	23	28	50	30	33	41	30	30	43	27	27	40	17	46	53	51	47	53	51	57	57	67	60	60	60	60	58	62	63	66	81	66	62	62	80	86	68	63	72	63	64	81	67	74	80	68	77	71	75	82	74	88	75	88	89	89	95	0	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	1	2	2	2	3	2	1	2	3	1	2	1	1	2	2	1	1	2	2	3	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	3	2	3	2	2	3	1	3	6	2	1	1
2500	-622.536333456718239	-620.682504510314061	-1.853828946404180	0.000010084411037	0.000019879836526	1.971343338996247	0.783097540077730	0	2	2	2	5	4	3	5	4	4	5	5	3	5	6	9	9	7	8	7	8	9	10	10	10	11	11	11	13	11	11	11	13	13	12	13	12	13	13	14	14	16	15	15	15	12	14	15	17	13	17	16	16	18	18	20	17	18	19	19	19	23	20	20	23	22	21	23	23	23	23	25	26	24	23	26	25	23	26	22	22	27	23	26	25	24	26	28	27	28	28	30	30	31	32	36	38	38	40	0	1	1	1	10	3	4	7	4	13	13	13	0	13	14	20	5	15	14	12	12	15	21	18	18	16	21	17	22	23	24	0	26	30	23	24	25	30	31	30	46	38	50	35	16	17	35	35	43	27	43	34	47	41	57	51	21	53	51	57	57	67	57	60	64	60	58	67	63	66	81	66	83	67	80	86	68	63	72	63	64	65	67	74	75	68	77	71	80	82	74	88	89	92	93	93	95	0	0	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	4	2	1	1	2	1	1	1	1	2	1	1	3	1	1	1	2	1	1	1	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	3	2	1	2	1	2	1	1	4	2	1	1
3000	-590.860569935778472	-589.080082783479497	-1.780487152299001	0.000010007966280	0.000017922462083	1.790819591176731	0.700382569789042	0	2	1	2	5	3	4	4	5	4	5	7	2	6	6	9	7	8	7	8	8	9	10	10	10	10	11	9	11	11	11	13	13	10	12	12	11	12	13	12	13	15	14	15	15	12	15	15	16	13	16	16	17	17	18	19	17	17	19	19	18	22	20	22	22	21	21	22	21	22	24	24	24	24	24	26	24	23	25	23	23	26	27	25	26	25	26	27	28	29	27	29	31	31	32	36	37	37	40	0	1	1	1	13	3	4	4	7	13	10	5	0	10	13	20	13	15	14	12	17	15	17	18	18	20	14	17	22	21	24	0	20	17	21	24	25	21	31	17	23	35	50	40	33	23	23	35	50	27	50	40	47	41	47	51	47	47	51	61	57	67	60	60	60	60	58	67	63	66	81	64	62	62	80	86	68	63	72	69	64	81	73	67	75	68	77	81	80	82	74	88	89	88	89	93	95	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	2	1	2	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	2	1	2	1	3	2	2	1	1	2	2	2	2	2	1	1
3500	-582.921445328895857	-581.450808380859030	-1.470636948036881	0.000010048896581	0.000010285596662	1.023554832971904	0.652068542567094	-1	2	2	1	6	4	3	4	4	4	6	6	3	6	7	9	8	8	8	8	9	9	10	9	10	11	12	10	13	11	11	13	14	12	12	12	11	13	13	13	12	16	15	14	16	13	15	15	17	13	16	16	16	16	16	18	18	19	19	19	19	22	22	22	23	23	20	23	23	24	23	24	25	23	24	26	25	24	25	23	25	27	27	25	26	24	27	27	28	29	28	29	31	31	33	36	37	38	39	0	1	1	1	13	3	4	4	7	13	10	10	0	10	13	20	5	15	14	12	17	15	17	18	18	16	19	17	22	21	24	0	26	23	17	24	25	17	31	30	23	35	50	40	26	30	40	38	50	14	50	40	47	46	44	51	55	55	56	57	57	67	60	60	60	64	58	62	63	66	64	66	62	62	80	86	68	63	72	63	71	71	73	74	75	68	77	71	75	81	84	88	89	88	93	95	96	0	0	1	2	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	1	3	2	1	1	2	1	1	3	2	1	1	2	3	3	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	3	2	2	1	2	2	2	3	1	1	1
4000	-564.779278234870731	-563.345087213514603	-1.434191021356108	0.000010156918625	0.000009341363499	0.919704473772034	0.722108198811671	0	3	2	1	5	4	3	5	5	5	5	6	3	6	7	9	5	8	8	7	8	9	11	10	10	10	12	9	12	10	11	13	14	12	10	12	12	13	13	13	13	17	13	15	14	13	14	15	16	15	17	16	17	17	18	19	16	19	19	19	20	23	21	21	22	23	21	23	23	24	24	24	25	22	24	26	25	25	25	23	26	26	27	25	25	23	27	26	28	30	28	30	32	32	32	35	37	38	40	0	1	1	1	13	3	4	7	4	13	13	5	0	13	10	20	13	15	14	12	17	15	21	18	18	20	19	21	22	17	24	0	16	30	21	24	25	23	31	35	23	23	27	35	16	21	23	38	43	43	27	40	47	41	53	51	47	53	51	57	57	67	60	60	61	60	58	67	63	66	65	66	62	67	80	86	68	69	72	63	71	71	73	74	80	67	77	71	80	82	84	88	89	92	89	95	95	0	0	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	2	1	1	3	1	1	3	1	1	1	1	1	1	2	1	2	1	2	2	3	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	3	1	1
4500	-593.378689747181170	-591.627879796873572	-1.750809950307650	0.000010740508818	0.000018457323773	1.718477596001244	0.709573647086800	0	3	2	1	5	3	3	5	5	4	4	6	3	6	6	9	6	8	9	8	8	10	10	10	10	10	11	11	12	11	11	11	13	12	12	13	11	13	14	12	12	16	15	14	14	13	15	16	15	16	17	15	17	16	17	20	17	19	18	19	20	22	21	22	22	21	21	23	23	23	21	24	25	24	24	26	25	25	25	22	25	24	26	26	25	24	27	28	29	29	26	30	31	30	32	35	38	39	42	0	1	1	1	13	3	4	4	4	13	13	13	0	10	5	20	10	15	14	12	17	15	21	18	18	20	19	21	22	21	24	0	20	30	21	24	25	35	31	21	21	40	19	35	16	17	35	40	19	43	43	38	47	46	47	51	47	47	51	57	57	67	60	60	60	60	58	67	63	66	60	66	58	62	80	86	68	63	72	63	71	71	73	74	80	68	77	82	75	82	74	88	89	88	89	95	96	0	0	1	1	1	1	1	1	2	2	3	1	1	2	1	2	1	1	1	1	2	1	1	3	2	1	1	1	1	2	2	2	1	1	3	1	2	2	1	1	2	2	2	2	3	1	2	3	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	2	3	1	2	2	1	3	1	1	2	2	1	2	1	1	1	2	3	3	1	2	1	1	2	1	1	1	1
