step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-6160.414377070723276	-6166.353574289808421	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.851250874576453	0	0	1	2	3	2	5	4	6	5	5	4	5	6	6	6	7	6	8	6	7	8	7	10	7	8	7	8	8	7	8	8	9	8	9	8	9	8	11	9	10	10	10	9	10	12	12	12	11	11	10	11	10	11	11	12	13	13	13	13	13	14	12	14	13	14	14	14	13	15	15	15	16	14	18	15	16	15	15	16	18	16	17	18	17	18	20	20	20	19	20	19	22	20	23	22	22	22	22	22	23	25	27	26	25	27	30	30	32	35	34	32	33	34	35	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	3	3	3	2	3	3	3	3	4	3	4	3	4	4	4	5	4	4	4	4	4	4	4	4	5	4	5	4	5	4	6	5	5	5	5	5	5	6	6	6	6	6	5	6	5	6	6	6	7	7	7	7	7	7	6	7	7	7	7	7	7	8	8	8	8	7	9	8	8	8	8	8	9	8	9	9	9	9	10	10	10	10	10	10	11	10	12	11	11	11	11	11	12	13	14	13	13	14	15	15	16	18	17	16	17	17	18
500	-1276.244554783492958	-1282.183752002578103	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.252405295034067	0	-1	1	3	2	2	5	5	7	6	5	4	5	4	5	5	5	6	8	6	8	8	8	11	8	8	5	9	9	7	6	7	9	8	9	8	10	7	10	10	10	11	11	9	10	13	12	12	8	11	11	11	9	11	11	10	13	13	14	13	14	12	11	15	14	14	13	13	13	13	15	13	16	12	19	15	17	15	15	17	19	17	14	18	17	17	21	17	20	19	21	20	23	20	23	22	23	22	22	21	24	23	28	26	25	27	30	30	30	36	35	32	33	34	36	2	0	2	0	3	2	2	5	16	3	3	6	3	3	2	5	2	13	13	5	7	6	12	31	17	27	3	5	15	11	13	6	13	10	36	20	33	17	5	19	18	29	21	12	28	17	7	3	20	49	38	40	38	30	10	53	38	27	5	26	48	49	49	69	68	48	54	56	56	39	39	34	26	53	76	62	51	38	40	56	67	36	49	50	68	68	67	28	43	49	78	28	84	36	48	48	74	62	80	22	53	85	68	83	74	49	62	90	83	90	82	98	88	83	88	1	1	2	1	1	2	2	1	1	3	1	2	2	1	3	1	3	1	2	3	2	4	3	3	2	2	2	5	3	1	1	2	2	1	1	2	1	2	3	2	2	1	2	3	1	4	4	6	1	2	2	1	2	1	2	1	3	4	7	2	1	3	2	1	1	2	1	2	2	1	4	3	5	3	3	2	4	5	2	5	3	7	4	5	2	2	5	5	3	8	4	7	2	8	6	9	8	6	4	6	12	3	10	7	9	14	12	6	10	11	16	9	14	16	13
1000	-1142.675008414965987	-1148.614205634051132	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.374374335401071	0	-2	1	3	3	2	6	4	6	6	4	5	5	3	5	6	7	6	8	5	7	6	5	11	7	9	7	8	9	7	9	7	8	8	9	9	8	7	12	10	10	9	10	9	9	10	12	13	10	11	10	12	10	11	11	11	14	13	14	13	12	15	12	14	13	13	15	13	12	16	15	16	15	14	18	15	16	15	15	16	19	17	16	17	17	18	20	19	20	19	21	19	21	20	21	22	21	19	22	23	23	26	27	25	26	28	30	30	31	36	35	31	33	35	35	2	0	2	0	3	2	2	3	5	5	6	6	3	3	2	5	13	15	8	5	11	11	6	13	6	15	15	5	20	11	17	12	3	7	20	20	15	13	55	19	27	20	30	23	38	15	33	24	7	15	38	40	13	25	5	45	38	7	34	26	18	50	49	24	56	24	43	53	53	50	55	59	57	53	76	49	51	69	8	68	67	49	49	62	68	74	67	83	54	49	86	64	88	83	67	83	53	83	92	67	37	91	85	83	74	88	83	98	90	106	83	82	76	98	83	1	1	1	1	1	2	4	1	2	1	1	2	2	1	3	2	2	1	2	1	1	1	2	5	3	2	1	3	2	2	1	2	4	1	2	2	1	2	1	1	1	3	1	3	1	1	2	2	3	3	1	1	4	2	3	1	5	2	4	2	3	2	1	1	1	1	2	2	1	2	2	1	1	2	1	3	3	1	4	2	2	4	4	1	2	2	2	1	4	5	1	3	1	1	4	4	8	2	1	4	8	4	5	4	5	7	9	5	7	6	12	8	10	16	15
1500	-1016.859042182847929	-1022.798239401933188	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.363344658608128	1	-1	1	0	3	3	5	4	6	6	5	4	3	6	6	7	8	6	8	6	7	8	7	9	6	8	7	8	8	8	8	8	9	8	9	9	9	8	11	9	10	11	10	9	10	10	12	12	11	10	10	11	10	12	10	12	13	12	13	14	14	13	10	14	13	14	14	14	14	15	15	16	14	14	18	16	15	15	15	16	18	17	17	18	17	18	20	19	17	18	20	19	22	21	23	22	22	22	21	23	24	26	27	23	25	24	31	31	31	35	35	33	33	35	36	2	0	2	0	3	3	13	3	5	3	6	6	3	8	3	7	3	13	16	8	3	11	3	13	6	18	10	8	20	11	13	12	7	10	20	20	13	14	19	19	27	29	30	23	37	17	9	17	36	35	8	40	17	43	17	17	53	27	55	47	24	50	36	56	56	45	54	56	24	50	19	24	27	57	83	49	51	57	46	74	67	50	35	50	74	80	67	62	43	36	86	85	88	88	81	88	69	88	92	67	80	91	101	90	80	90	98	106	104	106	90	104	104	90	83	1	1	2	1	1	1	1	2	2	3	1	1	1	1	2	2	3	2	1	1	3	2	2	4	2	1	1	2	1	2	3	2	2	1	2	2	3	1	1	1	2	2	1	1	1	1	4	1	1	1	3	1	1	1	1	2	2	2	2	1	3	2	1	1	1	1	1	1	4	3	4	2	2	1	1	2	3	1	2	2	2	3	3	4	1	2	4	2	4	4	1	1	2	1	2	2	6	1	1	5	5	3	3	2	3	4	6	4	4	7	10	6	7	16	15
2000	-967.166666619773309	-973.105863838858568	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.418077287102188	1	0	2	3	4	2	5	4	6	4	4	4	5	5	6	6	6	6	7	6	6	9	7	10	7	9	7	8	7	7	8	7	10	8	10	8	7	9	11	10	10	10	10	9	10	12	12	12	12	11	8	12	11	12	11	11	12	14	14	13	12	15	12	13	13	14	14	15	13	15	15	16	16	13	18	15	16	15	15	16	17	15	15	19	17	18	19	20	20	19	20	20	22	20	23	22	22	23	22	22	22	25	28	26	25	27	31	28	32	34	35	33	33	35	35	2	0	2	0	2	2	2	2	14	3	6	6	2	3	2	10	7	7	14	5	11	30	12	3	11	18	13	8	20	11	13	12	14	8	8	8	5	17	13	28	18	29	30	32	3	19	26	15	36	36	13	40	38	43	19	24	5	41	33	61	26	49	50	56	45	24	54	56	38	50	38	57	47	45	83	50	51	45	34	74	67	50	50	50	68	80	67	82	43	83	85	85	94	83	100	88	85	88	91	67	91	91	99	88	91	98	93	106	104	109	83	104	98	83	83	1	1	1	1	3	1	3	2	1	1	2	1	2	2	3	1	1	1	1	2	1	1	2	4	2	2	1	3	1	1	2	2	4	2	2	2	1	2	3	1	2	1	2	1	5	3	2	2	2	2	2	1	1	1	3	1	5	2	2	1	2	1	1	1	1	2	1	2	1	2	2	2	2	2	1	3	5	1	2	2	2	3	3	3	1	1	3	3	5	1	2	1	1	2	1	1	2	2	1	5	1	2	2	3	3	2	5	1	4	1	13	4	7	16	12
2500	-908.773601294419677	-914.712798513504936	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.455575362669474	1	-1	1	1	3	2	5	4	6	5	5	4	4	6	6	6	7	6	7	6	7	9	7	10	8	8	7	8	9	7	8	8	10	8	9	9	8	9	12	9	10	11	10	8	10	12	11	12	11	11	8	11	8	11	11	12	12	13	13	13	14	12	11	15	13	14	12	14	14	16	15	15	16	14	17	16	17	15	14	17	18	17	18	16	17	17	19	19	20	20	20	19	22	20	23	23	21	23	22	23	24	26	27	24	26	27	29	30	32	35	34	32	33	34	36	2	0	2	0	2	2	3	5	5	3	6	6	3	13	3	13	7	2	7	5	11	30	6	18	15	7	7	8	20	11	15	6	13	8	5	20	15	37	40	8	27	20	30	12	51	28	26	10	35	35	10	40	15	22	34	53	53	41	19	47	26	49	20	65	38	38	54	57	56	36	8	28	48	56	63	62	51	69	39	68	67	50	62	50	68	65	81	36	67	88	85	68	94	75	81	90	92	83	92	81	91	97	99	88	92	104	98	104	107	108	104	107	83	83	104	1	1	1	1	2	2	2	1	1	2	2	2	2	1	3	1	1	3	1	1	1	1	2	2	1	2	1	2	2	1	1	2	3	2	2	2	1	1	2	3	2	2	1	2	1	3	2	3	1	1	1	1	1	1	3	2	2	2	3	1	4	1	2	1	2	3	1	1	1	4	5	3	2	1	3	2	4	1	1	2	3	3	4	2	1	2	1	3	5	1	2	3	1	2	2	1	1	2	2	4	2	3	2	3	4	1	4	3	2	2	9	2	6	11	9
3000	-909.532909301363702	-915.472106520448961	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.507360301556624	1	0	2	2	4	2	4	5	7	6	4	4	5	6	7	6	7	6	8	6	7	8	7	10	6	9	8	8	9	7	8	8	9	9	9	8	9	8	11	10	9	8	10	10	10	11	12	12	11	12	10	11	11	12	11	12	13	11	13	13	13	14	12	13	12	13	14	14	13	14	13	16	16	15	17	16	17	15	15	17	17	16	17	18	17	19	21	19	19	19	20	20	23	18	24	22	22	22	22	23	24	25	27	27	24	27	30	30	32	35	35	32	33	35	34	2	0	2	0	2	2	3	7	18	2	6	6	2	3	18	5	18	7	8	5	7	10	11	7	11	10	10	14	42	11	13	6	14	8	20	20	7	13	8	10	27	20	30	12	14	5	14	33	10	49	14	9	45	43	14	53	38	27	5	47	24	49	36	65	51	38	54	57	53	50	39	39	61	56	62	62	57	69	48	74	67	70	62	70	74	80	89	83	54	75	85	86	75	83	100	90	91	94	85	89	97	92	99	88	85	98	104	83	108	108	98	108	104	104	98	1	1	1	1	2	1	1	1	1	4	1	1	2	2	1	1	1	2	1	2	1	1	1	3	1	2	1	1	1	1	2	3	2	2	1	1	2	1	2	2	1	1	1	2	1	2	3	2	2	1	2	2	1	1	4	1	4	2	5	1	1	1	2	1	1	2	1	1	1	1	1	3	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	4	1	2	1	3	1	1	2	1	2	2	3	1	3	2	4	3	2	2	5	1	2	8	1	4	6	8
3500	-864.324641950949058	-870.263839170034316	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.560341663459481	0	-1	1	2	3	2	4	5	5	5	5	5	5	5	7	7	6	6	8	6	5	8	7	10	8	8	7	9	8	7	9	8	9	8	9	8	10	7	11	9	9	11	10	10	11	12	12	13	11	11	11	11	10	12	12	12	13	13	13	13	13	14	12	14	13	15	13	14	13	15	14	15	14	14	18	16	17	15	15	17	17	17	17	18	15	19	21	20	19	20	21	19	22	20	23	22	22	22	22	22	24	25	26	24	25	28	29	28	32	35	34	32	34	34	35	2	0	2	0	3	2	3	7	3	3	6	6	3	2	7	5	7	7	17	5	6	30	14	31	6	14	14	14	20	11	38	12	15	8	5	20	17	14	8	19	18	29	30	32	31	28	18	33	36	36	53	5	14	30	17	37	53	27	19	18	26	50	50	57	56	51	54	56	56	20	46	59	26	56	83	62	66	69	19	37	67	62	70	70	74	80	81	83	67	75	74	80	94	83	81	83	91	83	92	81	97	92	99	93	97	104	98	96	93	109	104	106	109	106	108	1	1	1	1	2	1	2	1	2	2	2	2	2	3	1	2	2	1	1	2	1	1	1	1	3	2	1	3	1	1	1	2	1	1	2	1	3	1	2	1	2	2	2	1	1	1	3	2	2	3	1	3	2	2	3	1	2	3	3	3	2	2	1	1	1	2	1	1	1	4	1	1	3	1	1	1	2	1	2	3	2	2	1	2	1	1	2	1	3	2	3	1	2	2	3	3	1	3	1	2	1	3	2	1	2	2	3	4	3	2	7	2	1	3	5
4000	-837.872713743314421	-843.811910962399679	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.529435684555407	1	-1	1	1	2	2	3	4	4	4	5	4	5	7	7	7	7	6	8	5	7	9	7	10	8	8	7	8	8	7	9	9	8	8	9	8	10	7	11	8	10	10	9	10	10	10	12	12	10	11	10	11	11	11	12	12	12	13	13	13	13	14	12	14	13	14	15	13	14	14	16	15	15	13	18	15	17	14	14	16	18	15	16	18	17	19	19	18	19	19	20	19	21	21	24	21	22	22	22	22	22	26	27	25	25	27	30	30	32	35	34	32	34	34	36	2	0	2	0	2	3	3	3	5	3	12	2	7	7	3	9	13	13	8	5	11	30	12	38	13	18	18	8	20	11	15	23	12	8	16	20	19	13	14	5	27	35	11	12	15	40	18	18	36	36	38	40	14	30	19	53	45	15	55	47	26	49	49	65	45	38	54	56	65	36	72	59	61	57	83	62	66	57	39	56	54	50	70	50	74	85	67	83	81	88	85	80	88	88	67	90	65	93	92	89	91	101	99	93	85	104	106	106	104	108	108	104	108	108	108	1	1	1	1	2	1	1	1	1	1	1	2	2	3	3	2	1	1	3	2	1	2	2	1	2	1	1	2	2	1	1	1	3	2	2	1	1	1	2	3	1	1	2	2	2	1	2	3	1	1	1	2	1	2	2	1	2	3	1	1	2	2	1	1	2	4	2	1	1	4	1	1	1	1	1	1	1	1	2	3	5	1	1	3	2	1	2	1	1	1	2	1	1	1	4	1	6	1	2	1	1	2	3	1	3	1	2	2	5	3	4	3	2	2	4
4500	-760.902373828451914	-766.841571047537172	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.658481037869467	1	0	1	1	4	2	5	4	7	5	5	4	5	5	7	6	7	7	8	6	6	8	7	10	7	9	8	9	8	7	7	8	9	9	8	9	9	7	11	9	10	10	10	9	9	12	13	11	12	11	11	10	10	11	11	12	13	13	13	13	13	13	13	13	14	13	15	14	12	15	15	16	16	14	18	14	16	15	16	16	17	15	17	18	16	18	20	21	21	19	20	18	22	20	22	22	22	21	23	22	24	25	26	24	26	27	30	30	32	35	35	31	33	31	36	2	0	2	0	2	2	8	2	16	5	6	6	3	3	7	5	13	13	14	8	12	30	14	38	11	18	18	5	20	11	13	12	14	8	20	20	13	8	28	13	27	29	30	32	7	55	26	33	36	20	37	40	45	43	34	53	24	41	13	26	26	50	49	56	69	51	54	56	53	50	47	39	47	56	83	62	66	69	39	74	67	49	62	70	78	74	67	90	81	83	85	85	83	83	89	83	91	83	92	89	97	97	99	94	91	104	106	104	104	112	114	108	114	108	109	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	3	1	3	2	2	1	1	1	1	1	3	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	2	2	1	2	2	1	3	1	1	1	2	2	1	2	1	2	3	1	1	1	2	2	3	1	2	3	4	2	2	1	2	1	2
