"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"ae038eccd9","mu1-0-fixedMu",73,0.0277777777777778,0.0277777777777778,0.0547945205479452,0.452054794520548,NA,1,1,1,0.824510276217943,692
