step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
22500	-179.780527878262632	-178.325680987730607	-1.454846890532038	0.000000474793194	0.000000157330637	0.331366665007216	0.922305629699543	0	3	1	2	4	5	3	6	5	7	7	6	6	6	8	9	8	8	7	9	9	9	11	9	10	10	10	9	10	8	10	11	10	12	11	11	11	11	12	12	10	12	14	14	13	12	13	14	14	12	14	14	13	14	12	13	14	13	15	17	17	15	16	16	16	18	14	15	18	19	19	21	23	0	3	1	1	2	2	4	6	3	13	9	5	6	5	8	10	14	14	13	30	6	15	24	17	21	18	15	10	16	6	30	20	16	35	15	21	18	11	31	32	10	32	50	39	41	29	27	50	40	35	46	50	33	45	32	46	53	37	47	62	59	44	57	54	52	44	42	47	65	43	64	69	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1
23000	-213.724796003936774	-211.883795413034079	-1.841000590902697	0.000000068277428	0.000000132427994	1.939557450808779	0.755379383532307	-1	3	1	2	4	7	3	6	5	6	6	7	5	6	8	8	8	7	7	8	8	9	11	8	9	10	7	10	10	9	10	10	10	12	10	9	11	12	12	13	12	12	15	14	12	13	13	13	12	12	13	14	14	14	13	13	14	13	16	16	17	14	15	16	17	17	17	15	17	18	18	21	23	0	4	1	3	7	13	4	5	4	7	4	9	7	5	12	11	8	2	8	4	8	8	30	11	8	7	7	16	21	17	16	25	15	36	17	18	25	33	26	38	20	36	42	58	32	50	35	28	37	31	26	41	41	34	45	45	47	23	44	53	56	34	42	47	46	47	63	54	68	68	60	70	59	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2
23500	-202.486285753294510	-201.064702896169024	-1.421582857125496	0.000001236771276	0.000001089498579	0.880921638646819	0.870264990834136	0	2	2	3	5	6	4	5	5	7	7	6	6	7	8	9	8	8	8	7	8	9	10	8	8	8	10	8	10	9	10	9	10	12	10	11	11	12	12	12	10	11	15	14	13	12	13	13	13	12	16	14	14	15	13	11	15	14	15	16	16	14	13	16	17	16	16	18	17	18	19	22	24	0	1	1	2	4	5	2	4	4	8	5	5	8	5	10	21	12	8	12	5	12	26	19	12	14	13	18	20	17	26	25	9	32	37	24	35	23	29	29	30	14	19	42	63	56	32	20	56	30	27	38	34	39	53	40	30	63	34	48	41	58	34	42	62	43	55	42	51	58	49	54	70	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	2	2
24000	-209.305951727104684	-207.775049896531726	-1.530901830572963	0.000000394919082	0.000000108544736	0.274853104800738	0.922695783346974	0	3	1	2	4	6	3	5	4	6	5	6	4	5	9	8	8	7	7	8	7	9	11	8	9	10	10	11	10	9	11	10	10	12	10	11	11	12	12	13	11	11	15	14	12	12	14	13	13	12	15	15	14	13	12	13	14	14	13	16	14	14	14	16	16	16	17	18	17	19	19	22	21	0	4	1	1	4	11	4	4	4	7	5	7	2	9	19	6	6	14	9	21	11	20	29	14	10	21	15	25	21	16	32	17	25	33	21	17	17	23	29	26	12	10	42	50	26	22	39	28	46	28	63	48	32	34	30	50	32	55	25	59	54	55	38	53	58	62	52	65	51	69	68	71	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2
24500	-190.628178365438828	-189.173806487969614	-1.454371877469212	0.000000686626743	0.000000227837375	0.331821295566779	0.886035724084955	0	3	1	1	3	6	3	5	5	6	7	7	4	6	8	8	9	9	7	8	9	9	10	8	9	9	10	10	11	9	11	11	9	11	10	11	11	12	12	12	10	11	15	14	14	13	13	13	13	13	14	16	15	13	12	14	14	14	15	17	16	14	15	17	17	18	16	16	18	19	19	21	22	0	3	1	1	4	13	3	3	13	5	8	8	7	9	6	10	11	8	7	10	11	15	24	10	12	15	14	16	33	24	33	33	19	17	24	25	35	27	35	33	22	22	38	32	29	28	28	28	21	41	31	53	42	41	29	48	55	36	49	55	51	50	45	59	67	53	51	46	63	52	64	71	72	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-216.612191479287986	-212.504447406379199	-4.107744072908800	0.000000332373751	0.000003546170488	10.669225455924868	0.922100799477508	0	1	1	2	4	6	4	3	4	7	6	5	7	6	8	7	9	8	8	8	9	9	11	7	9	7	10	11	11	10	8	10	8	12	10	11	12	11	12	13	10	12	15	11	13	14	11	14	14	12	15	15	12	14	13	14	11	12	16	17	16	16	15	17	16	17	17	17	19	16	19	21	23	0	1	1	1	3	7	8	2	4	6	8	7	12	2	11	14	16	13	12	16	11	10	31	6	19	14	16	25	18	20	13	13	14	32	21	20	27	25	30	31	20	27	40	21	38	35	14	36	34	22	55	39	29	50	23	58	17	32	49	54	53	46	40	48	49	62	70	43	67	55	64	69	71	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
25500	-187.241846010887144	-183.468119066434696	-3.773726944452458	0.000000024019510	0.000000213220413	8.876967678722094	0.956114710631159	1	2	2	3	4	7	4	4	6	7	6	7	5	5	6	9	9	8	8	8	9	9	10	8	9	9	10	11	9	9	11	11	10	12	9	11	11	11	12	12	10	10	14	13	13	13	13	13	15	12	16	15	15	15	13	13	14	14	15	16	14	16	15	15	17	17	17	18	18	18	17	21	23	0	1	1	2	2	9	2	3	14	8	8	15	4	4	14	6	19	15	13	5	6	7	29	10	10	24	26	41	12	6	26	35	24	38	10	20	29	24	41	27	12	6	40	27	33	31	28	32	32	29	56	56	56	45	50	36	23	50	43	64	38	59	57	46	54	64	48	51	64	49	58	68	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
26000	-185.154982861587484	-183.786484722822848	-1.368498138764644	0.000002722712014	0.000001328897742	0.488078700538272	0.977405103186745	0	1	2	3	3	6	2	5	5	6	7	7	4	7	7	8	8	9	8	9	9	9	10	8	10	10	9	10	10	10	10	10	9	12	11	12	12	11	12	12	12	13	14	14	13	13	12	13	13	12	16	14	14	13	12	12	14	14	14	16	15	15	15	16	16	17	16	16	18	19	19	20	23	0	1	2	7	3	8	1	4	4	13	9	10	5	10	9	10	14	10	6	14	6	12	16	10	20	17	17	19	27	33	33	18	16	17	24	29	26	31	22	25	29	31	40	45	41	40	22	40	39	25	52	56	46	37	30	23	42	55	40	39	55	47	59	59	34	63	40	61	67	52	66	60	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
26500	-205.005203778161416	-202.947967174933638	-2.057236603227766	0.000000185734984	0.000000462680835	2.491080707181191	0.775557787700184	0	3	1	2	4	6	2	5	5	5	7	6	7	6	8	9	7	9	7	8	8	10	10	9	7	9	9	11	11	9	10	10	10	12	10	12	12	11	12	11	11	11	14	13	13	13	12	13	15	11	15	15	13	15	13	14	15	15	15	16	15	15	15	14	14	17	16	17	18	19	18	21	23	0	7	1	1	2	10	1	3	1	2	10	5	9	10	6	9	10	19	8	6	17	11	20	13	14	15	19	35	30	21	20	26	20	42	18	32	31	16	24	22	24	35	38	32	22	37	23	41	44	35	45	53	16	64	42	36	39	42	48	52	53	48	29	23	36	56	52	64	63	59	64	60	72	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	2	3	1
27000	-207.897131241637908	-204.814502167138528	-3.082629074499391	0.000000196485738	0.000001138771408	5.795694983886576	0.879545664411301	0	3	1	3	5	6	4	6	5	6	5	7	7	6	8	7	8	9	8	9	9	7	10	7	7	10	10	9	10	9	10	11	10	12	11	11	11	12	10	11	10	12	14	12	13	13	13	12	14	11	15	16	13	14	13	13	13	14	16	17	14	15	15	15	17	18	15	16	18	18	18	20	23	0	3	1	1	2	5	2	2	4	3	4	6	9	5	11	7	25	22	6	25	24	8	20	7	11	14	20	16	20	24	25	23	12	30	18	30	30	13	22	30	20	33	45	28	35	40	28	18	44	21	57	46	21	36	35	29	37	42	50	64	50	43	50	55	68	62	46	58	59	68	59	70	72	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1
27500	-198.503444333215668	-197.038362603257127	-1.465081729958553	0.000000982129398	0.000000990286803	1.008305835864099	0.954765046465995	-1	3	1	3	4	6	4	5	6	5	7	6	6	6	8	8	7	8	8	9	8	10	10	8	8	8	9	11	9	9	9	10	10	13	11	10	12	10	11	11	11	12	15	14	11	13	13	13	14	11	16	15	12	13	13	13	13	13	15	16	17	15	16	17	15	17	16	15	19	19	20	20	22	0	3	1	3	4	5	3	5	5	7	4	5	5	4	12	13	8	14	17	26	9	25	21	14	17	17	25	30	11	26	24	11	15	32	20	30	41	30	32	6	19	36	44	46	11	28	20	45	45	30	54	53	13	39	22	41	29	28	34	44	59	55	46	65	58	68	34	44	61	63	61	66	66	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
28000	-199.746801335380127	-198.279089803431020	-1.467711531949116	0.000000462727635	0.000000147926094	0.319682859996182	0.856675492873089	1	2	2	3	4	6	3	5	5	6	6	6	7	7	8	7	8	9	6	8	9	9	11	8	9	10	9	10	11	9	11	11	10	12	9	11	12	11	12	13	12	12	15	13	13	12	13	12	15	12	15	15	15	14	12	12	14	14	16	16	16	14	16	16	17	17	17	17	18	19	19	20	24	0	1	1	1	2	5	2	2	4	8	9	7	6	19	12	7	10	20	4	13	11	24	28	10	13	15	14	20	15	24	27	25	17	24	14	30	31	18	25	23	22	38	37	23	26	26	23	26	47	28	47	45	40	41	23	33	45	32	39	51	11	37	57	58	53	43	64	57	54	68	65	68	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	3	1	1	1	1	1	1	2	1	1	1	1	1
28500	-218.205902436628435	-216.694574333199483	-1.511328103428950	0.000000724476324	0.000000819531919	1.131205938305164	0.874589404313176	0	1	2	2	4	5	4	6	6	6	7	7	5	6	8	7	8	7	8	9	10	6	10	8	9	7	8	11	10	9	10	9	10	13	10	11	11	12	11	12	11	13	16	12	14	13	12	13	15	12	14	14	13	14	14	13	13	13	16	16	15	15	15	16	16	17	16	16	19	20	19	21	23	0	1	1	2	4	7	4	3	5	5	13	10	3	6	14	22	14	10	7	10	19	6	32	5	16	5	11	24	16	24	26	18	30	41	19	32	32	35	24	21	21	24	62	21	28	37	39	41	21	17	40	28	41	58	35	37	25	40	63	45	56	48	48	62	52	49	63	53	59	66	43	54	72	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
29000	-186.342892781242597	-184.981932099139470	-1.360960682103129	0.000000172313731	0.000000096232794	0.558474325544808	0.912986040041324	-1	2	1	1	5	6	3	5	4	6	7	6	7	7	8	8	7	9	7	9	9	9	11	8	10	9	9	10	11	9	10	10	10	13	10	12	12	11	12	12	11	11	15	13	13	13	13	13	14	11	16	14	14	14	14	13	15	13	15	17	16	15	14	17	16	17	17	17	19	18	19	20	23	0	3	1	1	7	8	4	2	7	2	9	8	8	10	14	14	12	13	12	11	13	16	27	8	16	10	14	26	21	14	26	17	22	23	24	22	35	13	33	50	25	22	39	38	40	40	38	23	40	26	43	48	40	23	23	39	39	30	34	34	43	47	48	52	23	51	43	52	57	66	66	60	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2
29500	-203.808939876664340	-201.437324217094499	-2.371615659569854	0.000000143573465	0.000000483774879	3.369528483448144	0.994504852113009	-1	0	2	2	3	7	4	4	5	6	6	7	5	6	9	9	7	5	7	9	9	9	10	9	9	7	10	9	10	10	7	11	10	12	11	10	11	12	12	12	11	12	13	13	14	12	11	13	14	11	15	15	14	13	13	13	14	14	15	16	17	16	14	15	15	17	14	16	19	20	18	21	22	0	1	2	2	4	9	3	3	5	5	3	9	8	5	12	11	9	7	10	19	31	6	28	26	31	11	28	17	17	21	11	23	6	47	30	22	36	28	33	33	20	25	41	37	48	47	16	24	34	20	35	50	46	34	23	35	34	56	54	49	63	39	39	35	63	51	40	63	68	69	58	69	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
30000	-202.642689638454328	-200.610947727025234	-2.031741911429102	0.000000817802610	0.000001982438125	2.424103445823986	0.842711565139527	0	3	1	2	5	5	4	5	4	7	6	6	5	5	8	8	7	8	7	9	8	9	10	8	9	9	10	10	10	10	10	11	11	12	9	11	9	12	12	12	11	12	15	13	13	14	13	12	13	12	14	16	14	15	12	14	14	15	14	16	16	14	15	17	16	17	16	16	18	19	19	22	24	0	4	1	1	7	2	4	2	4	5	8	13	2	7	8	7	6	19	6	19	12	16	15	10	18	16	22	25	25	24	26	35	26	22	19	37	16	33	29	23	30	27	56	33	30	48	42	32	29	23	28	50	40	62	20	29	34	23	55	43	54	39	41	49	46	68	39	44	52	60	55	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	1	1	1	1	1	3	2	1
30500	-179.915405903029978	-178.548565866064990	-1.366840036964981	0.000001591050298	0.000000790470461	0.496823049359181	0.911424426215911	0	3	1	2	3	5	4	6	4	7	6	5	7	7	8	7	9	8	7	8	9	9	10	9	9	9	9	11	10	8	11	11	11	12	11	11	10	11	13	11	11	11	15	14	14	13	14	13	14	12	15	15	14	14	13	14	13	14	15	17	17	16	15	17	16	17	17	18	17	17	20	21	23	0	4	1	1	3	7	5	9	4	12	7	5	12	8	11	12	13	11	6	8	11	15	17	10	10	19	30	24	19	6	17	17	22	18	18	21	18	22	38	25	20	24	55	41	55	50	57	50	48	26	46	47	55	32	38	34	40	50	35	63	58	52	47	59	63	59	52	43	62	42	66	61	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1
31000	-195.538913720944578	-194.036722756147753	-1.502190964796827	0.000000641273334	0.000000187976256	0.293129693243917	0.962788779853211	0	2	2	3	5	7	4	4	6	7	6	7	6	6	8	8	8	6	8	7	8	9	11	9	8	10	9	10	10	9	8	10	10	13	10	11	11	12	13	12	10	13	14	13	12	14	14	11	15	13	15	15	12	14	12	13	14	15	15	14	17	15	16	17	17	17	16	17	19	19	20	22	23	0	1	1	1	2	9	3	4	5	5	7	18	7	7	13	12	18	2	6	14	5	20	29	10	4	25	11	16	15	25	14	15	25	32	12	28	24	29	23	48	17	24	45	38	33	38	48	20	33	37	34	55	37	39	23	40	26	39	54	37	52	53	49	54	54	51	47	43	58	61	70	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-204.642337426424064	-202.724624791145573	-1.917712635278501	0.000000292968849	0.000000624375714	2.131201717020102	0.893713764890850	0	3	1	2	4	7	4	6	5	6	7	6	7	6	6	7	8	8	8	9	10	9	10	9	10	9	9	10	11	10	10	10	11	13	10	12	11	12	12	13	12	11	14	12	12	13	13	13	14	10	16	15	14	14	14	12	14	14	15	17	15	16	16	16	16	17	16	17	18	19	20	21	22	0	1	1	1	1	14	3	2	2	9	9	5	7	5	3	7	12	13	15	12	22	6	6	11	27	8	17	19	50	22	11	19	23	33	26	23	25	35	18	31	25	27	38	27	20	35	39	23	26	26	47	35	34	50	37	21	39	46	42	57	58	49	54	43	53	63	41	67	58	65	60	70	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32000	-203.609001091975500	-202.114524679726657	-1.494476412248845	0.000000669550796	0.000000728040456	1.087356567671873	0.818720124850523	0	3	1	2	4	7	3	5	4	7	6	6	6	3	8	9	9	8	7	9	9	10	10	8	9	9	9	10	10	9	9	10	11	11	10	12	11	11	12	12	10	12	14	13	14	14	13	13	14	13	15	15	15	12	12	12	14	14	15	16	16	16	16	17	15	17	17	16	19	18	19	21	22	0	3	1	3	2	12	3	4	7	8	5	4	5	4	11	10	6	6	13	18	10	15	25	7	10	6	18	27	25	10	11	30	30	18	6	22	17	21	28	32	15	29	55	56	42	42	23	41	56	40	22	47	28	41	41	38	18	25	36	43	39	44	33	58	47	65	52	54	66	65	53	70	69	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1
32500	-202.470612517908592	-200.935104038286795	-1.535508479621796	0.000001542079892	0.000001839434157	1.192826757069627	0.872614963877662	-1	3	0	2	5	6	4	5	4	5	6	6	7	6	9	8	8	8	8	7	10	9	10	8	10	10	9	11	11	10	11	10	10	12	11	11	11	10	12	12	12	12	14	13	13	14	12	14	14	11	14	15	14	14	14	12	14	14	15	16	16	14	13	16	16	17	16	17	18	19	19	22	24	0	4	1	3	2	5	4	7	2	3	7	9	5	7	16	10	14	4	11	8	27	20	18	20	17	15	19	22	25	19	32	19	16	38	13	27	27	22	25	29	29	31	25	50	35	41	27	40	35	22	50	26	45	21	31	23	42	50	55	36	62	34	47	51	36	59	42	52	62	61	58	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1
33000	-188.372660632734409	-186.933701039739105	-1.438959592995312	0.000000732661370	0.000000254695777	0.347630961677830	0.969671232723282	0	3	1	2	4	6	3	5	4	6	5	6	7	7	8	9	7	8	7	9	9	9	10	8	9	7	9	11	11	9	9	11	10	12	9	12	12	10	13	11	11	12	15	14	13	13	14	14	14	12	13	15	15	14	13	13	14	15	15	17	16	16	15	16	16	18	17	16	16	19	18	21	22	0	3	1	1	7	9	1	2	7	5	2	5	10	10	12	10	6	13	4	10	14	19	27	14	17	11	19	27	31	12	14	20	24	28	12	23	23	13	36	38	30	31	44	36	50	36	56	56	34	38	41	57	36	38	28	50	34	57	46	48	46	48	50	47	63	65	61	59	54	60	34	57	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1
33500	-167.975477001641451	-166.613037142432745	-1.362439859208700	0.000000557277587	0.000000340851107	0.611636130021362	0.985540013657450	-1	2	1	1	4	5	3	5	5	5	5	7	7	6	8	8	8	9	7	7	9	10	10	8	10	9	9	10	10	9	11	11	10	12	11	11	11	11	13	13	12	13	16	13	14	13	12	13	14	10	16	14	15	13	12	14	14	14	15	17	16	14	14	16	16	17	16	18	18	18	20	22	24	0	4	1	1	4	5	3	5	7	7	7	9	10	9	14	12	20	12	6	10	13	17	19	12	16	24	13	16	17	12	21	8	13	33	25	30	18	27	38	31	50	35	62	37	38	37	15	32	40	15	62	40	62	37	28	39	34	33	42	53	59	47	55	46	63	52	48	61	65	65	70	66	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34000	-188.632932240309231	-186.198605360099123	-2.434326880210097	0.000000131652106	0.000000468360851	3.557564429878199	0.930603461514722	0	2	2	1	2	6	3	4	6	6	7	7	7	5	8	8	8	7	6	9	7	9	10	8	8	9	9	10	10	8	11	10	10	12	10	11	11	11	12	13	11	13	16	13	13	14	13	13	14	12	15	15	15	14	13	12	13	14	16	16	17	15	15	14	15	16	17	18	17	17	17	21	23	0	1	1	1	1	3	1	7	7	8	19	10	14	7	10	10	21	6	14	16	14	18	12	14	19	13	11	30	22	11	24	16	18	29	17	26	17	35	33	23	6	39	64	12	36	56	36	36	47	28	48	50	50	57	41	36	31	55	57	57	43	48	39	47	57	58	52	59	49	42	66	68	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-184.340321191446009	-182.099007772481627	-2.241313418964372	0.000000679158027	0.000002032698892	2.992968958770169	0.916111770040855	0	3	1	3	5	6	3	5	5	7	7	7	6	6	9	8	9	8	8	8	10	10	9	8	9	9	9	9	10	10	10	11	10	12	10	11	10	11	12	12	10	13	16	13	13	12	14	13	15	12	16	14	14	14	14	13	13	14	16	17	14	16	15	16	17	18	16	17	18	19	18	20	21	0	3	1	3	7	8	3	4	7	9	14	5	4	8	10	10	10	10	14	14	19	18	12	10	12	12	24	18	17	19	24	28	28	23	15	35	26	23	28	22	16	32	42	50	29	27	34	36	34	27	63	48	50	37	46	36	40	29	52	63	44	63	29	55	39	67	47	43	43	68	68	66	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
