step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
10000	-199.659862424896460	-198.100229236153439	-1.559633188743008	0.000000650676662	0.000000815424770	1.253195046629251	0.966515986677859	0	2	2	3	3	6	3	5	6	6	7	5	6	7	9	8	8	8	7	9	10	10	8	9	8	9	8	10	9	9	10	9	10	12	10	11	11	10	12	12	11	13	15	13	14	12	13	13	14	12	13	15	14	15	10	12	14	15	16	16	15	14	14	16	17	17	16	17	16	18	19	22	23	0	1	1	3	3	5	1	2	12	4	10	7	7	13	16	13	13	14	8	14	18	27	14	19	14	16	14	26	10	27	14	14	23	55	30	22	15	15	21	35	26	34	46	23	56	33	33	24	34	20	32	48	56	42	27	38	37	35	57	44	35	39	41	37	54	43	52	52	57	67	69	68	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10500	-178.936355455127227	-177.290938331957705	-1.645417123169512	0.000001539284246	0.000000341562540	0.221896989296099	0.991656520630416	-1	1	1	3	4	5	3	5	5	7	7	4	5	6	9	8	7	6	8	8	10	10	11	8	9	9	10	9	11	8	10	10	10	11	10	11	11	12	13	12	12	12	14	13	13	13	14	12	14	12	14	14	13	14	13	14	15	14	15	17	16	16	16	15	15	18	16	17	18	19	19	21	22	0	1	1	2	7	7	2	7	7	5	13	3	4	7	11	18	9	6	18	10	11	17	25	18	19	11	16	17	31	9	24	30	19	25	15	21	32	25	23	27	36	21	37	21	48	21	45	15	44	29	37	40	34	46	36	28	39	38	42	65	51	58	58	32	47	56	43	64	62	69	63	66	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-203.166835142980830	-201.753272201298472	-1.413562941682345	0.000000191635561	0.000000163863099	0.855076677858230	0.923234099822113	1	2	2	3	4	7	3	5	5	7	7	6	7	6	9	9	9	8	8	5	9	9	9	8	9	10	9	11	10	10	10	11	9	12	10	11	11	12	12	12	11	12	14	13	14	12	14	13	15	12	15	15	14	15	12	12	15	15	14	15	17	16	14	17	16	17	15	17	17	19	18	18	22	0	1	1	3	1	9	2	7	4	12	8	5	9	9	12	18	6	14	11	4	10	13	19	20	13	33	10	31	24	27	27	17	10	31	27	27	16	22	33	27	26	33	56	55	46	30	34	13	32	16	29	53	44	42	19	28	56	53	29	44	60	43	40	59	67	49	50	67	67	65	52	60	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3
11500	-176.061890973796864	-173.634999095372905	-2.426891878423958	0.000000937404830	0.000000086089963	0.091838616319136	0.995843171593033	-1	2	1	2	4	6	3	5	5	7	6	5	6	7	9	8	8	7	7	7	10	9	9	8	7	8	8	11	10	10	11	10	10	12	11	10	11	12	12	13	9	9	15	13	14	13	13	13	15	13	16	15	12	14	12	13	13	15	15	15	15	14	14	16	17	18	16	16	17	19	19	20	22	0	3	1	3	3	7	4	7	7	9	12	4	5	9	25	6	10	9	12	12	20	20	13	14	8	18	14	21	24	27	32	42	15	27	33	16	30	36	33	55	27	17	57	53	47	28	38	38	47	28	63	56	28	48	31	35	35	56	40	47	39	39	50	61	59	69	47	49	61	69	66	66	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-189.944055219162436	-188.498325641489998	-1.445729577672451	0.000000388622075	0.000000132294434	0.340419247562554	0.920773252433226	0	3	2	2	4	7	2	4	5	6	6	6	7	7	8	8	8	8	6	8	8	10	9	8	7	10	9	10	10	9	11	11	10	12	10	11	12	10	11	13	11	12	16	13	11	14	13	13	14	12	13	14	15	12	13	13	14	14	15	16	14	13	15	14	16	16	15	17	18	20	19	21	23	0	4	1	1	3	9	1	3	8	8	5	5	2	9	11	19	13	19	8	19	11	15	15	13	10	17	14	13	13	17	22	24	16	30	6	38	35	25	29	31	30	33	46	20	27	40	39	45	39	29	16	55	46	22	41	29	29	37	62	52	37	32	64	34	52	63	56	57	63	65	51	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
12500	-175.736217136723667	-173.417518678619842	-2.318698458103817	0.000001205037835	0.000000121710013	0.101000988846579	0.986101724568409	0	1	1	2	4	5	2	6	4	7	7	7	6	7	8	8	8	6	8	9	10	10	10	9	9	9	10	10	10	9	11	9	11	12	11	11	11	12	13	13	12	12	16	13	12	14	13	14	14	12	16	16	14	12	13	13	15	14	16	15	16	15	15	16	17	18	16	15	17	18	18	20	22	0	1	1	2	1	5	3	6	4	6	6	6	6	13	13	11	8	9	18	17	16	15	26	11	14	10	30	16	15	13	24	15	30	29	21	15	21	37	34	31	15	29	55	33	29	39	50	38	34	32	55	60	45	33	36	37	47	50	62	55	49	55	53	44	59	67	48	39	57	62	65	60	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-192.934847383669990	-189.897506262714842	-3.037341120955136	0.000000057983010	0.000000325888746	5.620417860532698	0.961293543283880	-1	3	0	2	5	5	4	6	5	7	6	7	6	7	9	8	9	9	8	8	10	9	10	7	9	6	9	11	10	10	11	10	9	12	9	10	11	10	13	11	12	12	15	14	12	14	13	13	11	13	15	15	15	15	13	14	15	13	15	17	17	15	13	16	16	18	16	18	17	20	19	21	23	0	4	1	3	7	4	4	7	2	7	2	5	5	6	24	5	19	24	11	8	16	13	19	8	6	6	14	17	12	18	33	33	8	21	14	16	16	17	34	18	23	38	34	39	21	34	45	29	17	29	50	63	39	47	31	45	63	29	55	51	59	55	18	54	63	69	58	61	64	66	65	65	66	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
13500	-179.121867909548968	-177.747255615563915	-1.374612293985054	0.000000111337114	0.000000078067927	0.701185108643708	0.968048281233918	-1	2	1	3	4	6	4	5	6	7	6	6	6	6	6	8	8	9	7	8	9	7	10	9	10	8	10	11	11	9	10	10	10	12	9	11	11	11	13	13	10	12	13	13	13	13	14	13	15	12	16	16	14	12	12	13	14	14	16	14	17	15	16	15	15	15	15	17	18	20	19	21	23	0	3	1	3	2	7	3	5	5	8	5	4	5	5	7	9	12	22	8	13	22	6	21	15	24	19	21	25	20	15	26	21	20	27	10	30	25	30	25	33	35	28	54	55	29	29	46	38	58	41	55	50	40	31	41	37	54	55	48	44	65	40	66	44	60	55	48	47	49	68	69	69	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-175.340841480752829	-173.795963305795709	-1.544878174957118	0.000000325718164	0.000000396198358	1.216383984903001	0.978346865804846	0	2	1	3	5	6	4	4	6	6	6	7	6	6	8	7	8	8	7	8	8	9	10	8	9	9	10	10	10	9	11	10	10	11	10	11	10	11	13	12	12	12	15	13	12	14	12	12	13	12	14	15	14	12	11	13	14	15	15	17	17	15	15	15	17	17	16	17	18	19	20	19	22	0	1	1	3	2	8	2	2	4	8	8	13	4	8	5	8	5	6	11	11	19	6	24	16	20	21	24	30	26	12	22	25	15	35	17	15	24	30	41	27	37	31	41	33	30	42	30	30	38	22	48	44	27	55	26	28	50	39	51	67	52	40	39	47	58	52	51	62	61	61	61	65	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-206.121021791602232	-204.618727115711010	-1.502294675891221	0.000000182519146	0.000000202196294	1.107808675822553	0.902189976915819	0	2	2	3	5	7	3	4	5	7	5	6	7	5	8	8	8	8	7	8	7	10	10	9	9	9	10	10	10	9	10	10	11	11	10	11	12	12	9	12	11	10	12	11	13	13	14	13	13	11	15	15	15	12	13	14	13	15	15	15	14	15	15	14	17	16	17	16	18	19	19	18	22	0	1	1	2	4	9	1	4	1	14	4	4	11	4	14	11	21	11	5	11	8	16	20	19	6	20	25	12	16	17	20	24	39	23	18	22	31	33	19	17	27	18	34	26	41	50	43	42	50	39	49	46	47	32	30	37	50	28	49	57	55	46	46	37	66	53	51	61	62	58	65	64	71	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
15000	-230.918566874846505	-229.410333034415032	-1.508233840431473	0.000000455661548	0.000000511807181	1.123217843538913	0.829435420422397	1	2	2	2	4	5	4	5	6	5	6	7	7	6	8	8	8	8	7	9	9	9	11	8	9	10	10	11	11	9	10	10	8	12	11	12	10	11	12	13	10	11	15	12	13	13	12	14	14	11	16	15	13	13	13	14	15	14	14	16	14	16	15	16	16	18	16	17	19	18	20	21	21	0	1	1	1	1	1	2	7	8	5	8	8	8	8	13	13	11	14	10	13	16	10	37	11	5	16	18	27	10	24	24	24	19	18	41	25	17	25	31	33	2	37	55	23	21	31	31	34	36	31	56	61	32	31	37	36	48	20	36	58	45	59	48	39	61	43	43	55	64	52	70	68	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2
15500	-192.997803126170794	-191.613698852868936	-1.384104273301858	0.000000188238522	0.000000081902791	0.435101115705193	0.888739925952672	0	2	1	3	4	6	3	4	6	5	5	5	6	7	7	8	7	8	7	8	9	9	10	8	9	10	9	10	11	9	10	9	11	12	10	10	10	12	12	11	11	12	15	13	13	14	13	13	14	10	15	16	14	14	14	12	15	15	13	15	17	15	16	17	16	17	15	17	18	19	19	20	23	0	1	1	2	4	7	3	2	7	4	4	7	12	10	10	6	11	13	5	14	8	17	12	13	18	19	16	14	17	7	16	17	50	35	16	24	19	36	22	16	27	33	49	39	29	59	33	40	56	17	53	51	41	42	34	41	26	53	41	34	58	47	58	43	44	51	46	51	63	64	65	65	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
16000	-195.559531709549077	-193.536203232092731	-2.023328477456355	0.000000411849374	0.000000989314050	2.402125900454216	0.941981008602372	-1	2	1	3	4	5	4	6	6	6	7	6	6	6	8	8	8	8	8	8	9	8	9	8	10	9	10	11	10	10	10	11	8	12	10	10	11	11	11	12	11	12	15	13	13	12	13	14	12	13	15	14	14	13	13	11	15	15	15	16	17	15	14	15	17	18	17	17	18	19	19	20	21	0	3	1	2	4	2	3	2	4	4	13	6	6	6	9	13	8	10	12	11	18	14	15	8	12	33	17	33	24	22	33	30	10	56	17	16	17	22	27	29	17	37	63	29	40	30	56	40	35	34	63	50	41	56	28	31	45	29	44	52	62	48	56	34	43	43	58	64	58	66	65	59	68	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
16500	-223.353917190017370	-221.265938994159569	-2.087978195857795	0.000000576813122	0.000001483921940	2.572621676899557	0.803706777621511	1	3	2	3	4	5	4	5	6	6	6	6	7	6	8	8	8	7	7	7	9	9	10	5	10	9	6	10	10	8	11	10	10	11	10	12	9	12	12	12	10	12	15	13	13	13	13	13	13	11	15	14	14	15	11	13	14	14	16	16	17	13	16	16	15	18	17	17	18	19	20	21	23	0	1	1	1	1	3	2	1	2	8	6	7	24	7	12	6	9	2	6	6	10	24	30	4	10	18	24	17	27	18	20	20	17	17	19	37	13	35	31	28	30	29	40	40	25	50	41	26	33	15	45	39	62	44	18	28	38	23	46	44	58	41	52	62	44	63	43	64	63	68	66	61	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-175.428251494572976	-172.740954858628726	-2.687296635944262	0.000000449594590	0.000001962203022	4.364383086301673	0.983374935878528	0	3	1	3	4	7	4	5	4	6	6	6	7	6	8	8	9	7	7	7	8	9	10	8	9	10	10	11	9	8	11	10	10	12	11	11	10	11	13	12	11	12	14	13	13	12	11	13	14	13	15	16	15	14	14	13	14	14	15	16	15	16	15	17	16	16	17	18	19	19	19	21	24	0	3	1	3	2	7	2	4	4	8	9	5	8	9	12	12	30	2	10	8	19	24	16	12	20	30	12	16	16	10	29	21	22	37	24	37	17	21	23	41	29	27	28	38	31	23	22	35	34	47	49	55	54	39	42	41	26	44	48	44	56	49	45	65	48	43	61	66	65	68	68	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-182.747457470720406	-180.975081043303163	-1.772376427417239	0.000000060779572	0.000000107641545	1.771015198020952	0.937721711601114	0	2	2	2	4	5	4	6	4	6	7	6	7	5	6	9	8	7	8	8	9	9	11	8	10	9	9	10	11	10	11	11	10	12	11	11	10	10	13	13	12	11	14	13	14	13	13	12	15	12	14	15	15	14	14	11	13	15	15	17	16	15	15	16	15	17	16	17	17	20	18	22	23	0	1	1	1	4	7	4	7	3	14	6	7	14	9	9	11	18	14	10	10	11	11	22	7	20	11	11	18	16	11	27	16	20	42	30	26	20	21	34	38	56	27	50	31	25	30	48	20	47	42	39	34	57	44	32	28	37	43	50	63	40	47	43	59	44	52	54	65	62	63	51	71	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-180.634086521635226	-179.125033745147505	-1.509052776487722	0.000000235258063	0.000000067870581	0.288494174262074	0.930128211436744	0	2	2	3	4	7	3	4	5	5	6	6	7	6	8	7	8	8	7	8	9	8	10	8	9	10	9	11	10	9	9	11	11	12	11	11	11	11	13	12	12	13	15	13	13	14	12	13	15	13	14	16	12	14	13	12	15	14	15	17	14	16	16	16	15	16	16	18	18	19	19	22	24	0	1	1	3	7	10	3	3	8	4	5	8	11	4	19	9	19	10	12	11	14	8	27	11	22	22	18	31	11	13	16	26	25	23	8	20	25	19	47	31	30	37	55	28	47	53	23	33	42	53	37	61	28	41	36	32	55	56	61	49	47	61	56	58	44	65	51	39	60	60	68	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
18500	-183.553419945445938	-181.217824061234467	-2.335595884211476	0.000000139342910	0.000000454753919	3.263559789105916	0.928790573463698	0	2	1	3	4	5	3	6	5	7	5	7	6	6	7	8	8	8	8	8	8	9	11	9	9	9	10	10	10	9	11	10	11	12	10	11	10	11	13	10	11	11	16	13	14	13	11	13	14	12	15	15	14	13	14	11	15	15	15	16	17	16	15	15	15	18	16	17	18	19	19	21	22	0	1	1	3	2	7	3	9	4	14	7	13	9	9	11	11	13	4	13	10	14	15	27	12	17	20	26	20	17	13	26	16	29	41	14	37	24	30	50	18	30	22	65	42	34	22	19	41	34	36	46	50	44	33	42	29	55	44	49	53	51	29	48	48	44	58	49	55	53	68	68	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1
19000	-197.640051004334339	-196.233322993149983	-1.406728011184365	0.000002004126259	0.000000781917185	0.390153655181350	0.898475128868346	-1	2	1	2	4	7	3	4	5	6	6	7	6	5	7	8	8	9	7	9	8	10	9	9	10	9	8	10	11	9	11	11	10	13	10	11	10	11	12	12	11	12	16	13	13	14	14	14	14	12	15	15	14	15	12	13	12	14	15	16	15	15	14	16	16	17	15	17	19	19	17	20	21	0	1	1	3	2	5	3	4	5	14	8	14	9	7	9	13	15	6	10	19	6	12	17	21	27	16	7	17	26	15	20	18	30	57	10	15	16	18	23	32	26	25	45	29	38	45	57	39	31	28	46	48	42	40	37	36	41	42	22	47	42	34	34	53	42	62	34	61	63	43	61	69	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1
19500	-211.312171536661566	-209.226654214905523	-2.085517321756030	0.000000629262660	0.000001614727184	2.566062291367821	0.830725475553467	0	3	2	2	5	5	3	5	6	4	6	6	7	6	8	8	7	8	7	9	10	6	11	7	10	8	9	11	11	9	9	10	10	12	11	11	12	11	10	12	11	12	14	14	13	14	14	13	14	11	15	12	14	13	13	13	14	13	15	17	15	15	16	16	16	17	16	17	18	20	20	21	23	0	3	1	1	2	3	3	10	8	2	6	10	7	2	17	22	22	22	8	17	16	8	21	5	15	19	19	31	33	24	24	15	27	35	17	16	39	27	17	28	27	39	15	52	21	42	56	38	52	22	54	25	48	41	40	39	25	28	28	49	57	53	46	54	59	53	36	58	68	60	66	69	70	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2
20000	-236.189384255605802	-234.669197073672080	-1.520187181933735	0.000001081471978	0.000000304264698	0.281343117595829	0.779132220901006	0	1	2	2	4	7	4	5	2	4	4	6	6	7	9	9	9	8	6	8	10	7	9	9	9	9	9	10	10	9	10	10	11	11	10	12	11	10	13	10	11	11	13	13	12	13	13	13	13	13	15	16	12	14	13	14	15	14	12	17	17	15	15	16	16	17	16	16	18	19	19	21	23	0	1	2	1	2	8	9	7	1	4	3	11	11	3	8	6	14	6	5	6	17	5	6	22	20	13	12	12	12	20	30	25	25	25	26	34	23	22	34	6	23	24	33	33	29	41	42	21	24	17	47	58	20	16	42	21	39	37	6	65	57	46	49	47	44	64	43	62	64	60	20	66	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	1
20500	-182.292551543807548	-180.744420894732571	-1.548130649074978	0.000001275764272	0.000000338236871	0.265124896693932	0.980634971602871	0	3	1	2	4	6	3	6	5	6	6	7	7	7	8	8	8	8	8	9	8	7	9	8	9	9	9	9	11	9	11	8	10	12	10	12	8	11	11	12	11	12	15	13	13	13	14	14	14	12	13	16	14	13	13	12	14	14	15	17	15	16	16	16	16	16	14	18	18	18	19	21	23	0	3	1	1	1	5	4	7	7	7	5	11	6	2	10	11	6	10	6	12	22	6	13	6	6	37	21	14	33	17	23	8	25	29	24	41	12	25	27	25	28	35	51	42	39	56	29	36	56	24	50	59	50	42	39	41	42	51	34	66	56	43	49	58	53	67	29	66	64	65	70	71	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
21000	-208.438554856929187	-206.959842182579365	-1.478712674349834	0.000000018086775	0.000000005616678	0.310540621563148	0.871170098224978	0	2	2	2	4	6	4	4	5	7	6	7	7	6	8	9	9	9	8	8	9	8	11	9	9	10	8	11	10	9	10	10	10	12	11	11	11	11	12	12	10	11	16	13	13	12	13	14	14	12	16	15	15	15	13	13	15	12	14	16	17	15	15	17	15	17	16	17	17	18	19	20	23	0	1	1	1	3	8	2	2	3	11	8	6	6	8	14	14	12	10	6	14	13	11	18	10	15	30	11	29	15	10	19	6	20	17	17	30	14	21	41	31	15	21	49	37	27	33	23	55	28	26	44	46	47	55	39	14	49	38	42	47	62	44	38	22	55	43	44	43	62	59	52	54	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	3	1
21500	-189.044434522994493	-187.636274501814057	-1.408160021180439	0.000000940459056	0.000000364778632	0.387872953224220	0.994459247283632	-1	1	1	3	5	6	3	5	6	7	6	5	7	7	8	9	8	9	8	8	10	9	10	9	10	9	9	10	11	7	11	10	10	13	10	12	11	11	12	11	9	12	15	12	12	13	14	13	14	11	15	15	14	14	14	12	13	12	16	15	14	14	15	16	13	17	16	17	18	18	19	21	23	0	1	1	2	4	2	3	4	12	5	8	3	5	9	9	14	13	13	9	6	10	17	10	14	27	30	13	20	16	5	28	30	24	36	20	23	33	16	33	17	14	37	49	31	21	33	46	29	45	18	62	54	57	36	39	29	45	27	54	49	24	58	65	48	40	53	62	53	47	66	49	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-182.406303862190157	-180.889841742914257	-1.516462119275903	0.000001268125385	0.000001451247187	1.144403545924266	0.981792648771852	0	3	2	2	4	6	4	4	5	6	6	7	5	7	8	9	8	8	6	7	9	10	10	7	9	8	9	10	11	9	11	11	9	12	11	11	9	11	13	12	12	12	15	13	14	11	13	13	13	12	16	14	15	14	12	14	14	13	15	15	15	14	15	16	16	17	15	17	18	19	19	20	21	0	3	1	1	4	7	3	3	5	13	5	9	3	9	11	17	6	19	8	8	19	6	25	7	18	14	6	15	17	6	25	37	18	38	25	33	14	37	23	35	28	35	57	15	50	30	34	46	41	32	53	47	45	41	16	36	48	29	57	41	57	39	58	53	39	43	45	60	64	66	51	53	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
