"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"3142a85508","samp-0.25-fixedMu",26,0.625,0.5171875,0.505048076923077,1.00673076923077,0.222222222222222,1,1,1,0.379702246513172,49
