step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
10000	-323.271258069248177	-321.526781114993298	-1.744476954254857	0.000093940153214	0.000017907497101	0.190626654189284	0.809398822533626	0	1	3	2	2	3	3	1	2	3	3	3	2	6	3	4	1	4	4	4	5	7	4	4	3	4	5	7	5	5	5	5	7	5	6	5	4	8	5	6	4	6	6	6	6	6	6	6	5	6	6	7	8	5	7	7	7	7	8	8	8	7	6	7	9	8	8	9	9	9	9	9	9	9	10	10	12	11	12	0	1	8	2	1	13	8	1	8	4	4	13	2	26	2	3	1	2	4	7	37	23	11	13	13	7	12	51	13	16	18	19	40	20	39	37	7	54	20	23	6	30	31	31	32	36	37	49	11	37	12	43	33	23	42	46	46	46	28	50	28	63	19	23	42	58	58	56	58	60	61	61	62	66	71	74	55	73	72	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	3	2	1	1	2	2	1	1	1	2	1	1	1	2	1	2
10500	-344.908704850739980	-343.324492147262447	-1.584212703477514	0.000078848135565	0.000019482588393	0.247090032669962	0.786241323020759	0	2	3	2	1	1	3	2	1	4	3	3	4	5	3	3	2	4	4	4	4	6	4	4	4	4	5	7	5	5	5	5	7	5	6	5	6	8	5	6	6	6	6	6	6	6	6	6	6	7	6	7	8	7	7	7	7	7	8	8	8	8	5	7	8	8	8	9	8	9	9	9	9	9	7	10	13	9	9	0	5	9	1	1	1	8	5	1	4	8	2	12	26	2	8	9	5	4	3	3	23	11	12	12	3	25	51	3	16	18	19	63	20	20	21	8	54	20	11	25	30	31	31	32	36	21	23	23	37	13	43	33	49	42	46	37	46	28	50	75	33	19	15	42	58	58	56	58	50	75	61	62	66	51	74	42	62	61	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	4	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	5	1	1
11000	-373.388182764422709	-371.425620144320249	-1.962562620102433	0.000110497118228	0.000015977952045	0.144600622183114	0.751160342451359	0	1	2	2	2	3	3	2	3	4	3	3	4	6	2	4	4	4	4	4	5	7	4	4	4	4	5	7	5	5	5	5	6	5	6	5	4	6	7	6	7	6	6	6	6	6	5	5	4	6	6	7	8	7	7	7	7	7	8	8	8	8	5	6	9	8	8	8	8	9	9	8	9	9	10	10	13	10	12	0	1	2	2	1	2	5	2	5	1	4	8	6	26	2	3	3	9	11	3	7	23	11	6	3	3	6	51	13	8	8	10	19	20	34	7	3	11	20	23	12	30	31	31	10	37	37	10	11	37	6	43	33	23	42	46	46	46	28	50	28	33	4	23	55	58	58	56	58	60	72	51	62	66	71	66	65	73	75	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	3	2	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2
11500	-390.225712524471192	-388.615047807906649	-1.610664716564550	0.000132076382831	0.000031102644684	0.235489828060111	0.680479949874424	0	1	2	2	2	3	3	2	1	4	3	3	3	6	3	3	4	4	4	2	5	7	4	4	4	4	4	7	5	5	5	4	7	5	6	5	7	7	6	6	6	6	6	3	6	6	4	6	4	6	6	7	5	7	7	7	7	7	8	7	8	6	8	8	9	9	8	8	9	7	9	8	8	9	10	10	11	11	11	0	1	2	2	2	5	9	9	1	4	4	5	1	26	3	8	12	44	4	2	47	49	11	13	13	7	12	51	13	5	44	4	53	20	20	47	47	49	34	23	29	16	5	8	32	36	7	49	11	47	27	19	19	49	30	46	46	43	28	50	28	53	53	10	55	58	37	37	58	50	61	51	62	37	71	66	65	73	72	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	2	2	2	2	3	1	3	2	1	2	1	3	3	1	2	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	1	2	2	2
12000	-353.944949311731250	-351.842236838362794	-2.102712473368442	0.000089933277170	0.000011177988547	0.124292018466408	0.606073075999934	0	2	3	2	2	2	3	1	3	3	3	3	3	6	3	4	4	3	4	4	5	5	4	4	4	4	4	7	5	5	5	5	7	5	6	5	7	8	7	4	5	6	6	6	6	6	4	5	6	8	6	7	6	7	7	7	7	7	8	7	8	8	8	8	9	8	8	9	9	9	7	7	9	9	10	10	12	11	12	0	1	8	8	8	8	2	1	5	4	4	6	6	26	2	18	9	5	7	8	47	40	11	13	2	7	12	51	5	16	18	19	53	20	20	47	36	49	35	11	27	30	31	31	32	47	7	23	22	60	27	31	19	22	42	46	46	36	28	21	51	53	53	40	55	58	58	67	58	60	51	51	62	66	51	74	65	62	75	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	2	2	2	1	1	1	2	2	1	1	1	1	3	1	2	3	2
12500	-420.830760886320604	-419.045474362547964	-1.785286523772660	0.000120733936548	0.000021745049296	0.180107183757381	0.694795875997548	0	1	2	2	1	3	2	2	2	3	3	1	4	6	3	3	2	3	4	3	5	5	4	4	4	4	2	7	5	4	4	5	7	4	6	5	7	8	6	6	4	6	6	6	6	6	3	6	5	9	6	4	5	6	7	7	6	7	8	8	8	8	8	5	9	8	7	9	9	9	8	9	9	9	10	10	13	11	11	0	1	2	2	1	27	1	1	2	4	4	1	12	26	17	9	1	9	20	5	47	11	11	6	12	7	12	51	6	16	18	4	64	20	34	47	47	40	34	11	27	30	31	52	32	21	8	49	11	37	18	9	52	11	42	36	36	36	28	25	51	33	19	4	42	67	36	56	66	37	51	51	62	66	71	74	65	73	28	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	3	2	1	1	1	1	1	3	2	1	2	2	2	2	1	2	1	1	2	2	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	3	2	1	1	3	3	1	2	2	1	2	2	2	1	1	2	1	2	1	2
13000	-350.719414232588633	-349.009781855590859	-1.709632376997794	0.000098358329988	0.000019728931254	0.200582210545416	0.763443285898992	0	2	3	2	1	3	2	2	3	4	3	2	3	3	3	3	4	4	3	4	5	6	4	4	4	4	5	7	5	5	5	4	6	5	5	5	7	7	7	5	6	5	4	6	6	6	4	6	5	9	6	7	8	7	7	7	7	7	8	8	8	8	5	8	9	8	6	9	9	9	9	9	9	9	10	10	10	11	10	0	1	8	5	1	12	5	1	2	4	4	5	12	2	1	2	9	3	4	3	47	11	11	13	13	14	6	51	13	16	43	19	63	20	20	47	21	23	35	11	27	16	2	31	32	36	2	49	11	37	6	31	33	23	42	46	46	67	28	47	51	63	19	11	55	58	36	56	66	60	28	28	62	66	71	74	65	73	72	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	2	1	2	2	2	1	2	2	2	1	1	1	1	3	2	1	2	2	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1
13500	-337.359040481814759	-335.885245508535263	-1.473794973279499	0.000088082623582	0.000027705464005	0.314539495739579	0.699359463587364	0	2	2	2	1	3	3	2	3	4	3	2	4	6	3	4	3	4	4	4	5	6	4	4	4	4	4	7	5	5	5	5	7	5	6	5	7	8	7	5	7	6	6	6	6	6	6	6	5	8	6	6	8	7	7	7	7	7	8	7	8	8	6	7	9	8	8	9	9	9	9	9	9	9	10	10	12	11	10	0	5	5	1	1	12	1	1	2	4	4	5	12	26	2	3	2	9	4	2	8	23	11	12	6	7	6	51	25	16	18	19	63	20	20	7	21	54	35	23	13	30	31	31	32	36	7	23	23	60	13	31	33	23	42	46	36	46	28	47	51	19	19	23	55	58	58	56	37	60	61	28	53	66	71	74	65	73	51	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	2	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2	4	2	3	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1
14000	-354.258253767894985	-352.719461748853405	-1.538792019041560	0.000105801038297	0.000028597593780	0.270295965337818	0.713284179789875	0	2	2	2	2	3	2	1	1	3	3	2	3	6	3	3	4	4	4	3	4	7	4	4	4	4	5	7	5	4	5	5	7	4	6	5	6	8	6	6	7	6	6	6	6	6	6	6	6	9	6	5	8	7	7	7	7	7	8	8	7	7	5	7	9	8	8	9	9	8	8	9	9	9	10	10	12	11	12	0	8	1	1	1	12	8	1	1	4	4	8	12	26	2	3	3	5	4	5	7	23	11	13	13	7	6	51	13	16	19	19	63	20	20	21	21	40	34	23	27	30	18	52	32	36	21	23	23	60	18	15	63	40	42	46	37	46	28	37	51	63	19	23	55	58	58	56	58	47	28	71	33	66	71	74	65	73	72	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	2	2	1	2	2	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	2
14500	-417.530347712633215	-416.084357654156747	-1.445990058476452	0.000120305202700	0.000040921883136	0.340150568867329	0.663582481771510	-1	1	0	2	1	3	3	2	3	3	3	2	4	3	3	2	2	3	4	2	5	7	4	4	4	1	5	7	5	5	4	5	7	5	6	4	7	8	7	6	7	6	6	6	6	6	6	6	4	9	9	7	6	7	7	7	7	7	8	8	6	7	5	6	9	8	8	9	9	8	8	9	9	9	10	10	11	11	12	0	1	1	1	3	12	8	1	5	5	4	5	4	26	20	3	5	3	18	1	36	23	11	6	6	3	6	61	13	14	2	10	53	9	34	18	21	22	34	18	64	30	27	31	32	15	9	4	10	56	61	31	63	40	30	36	46	46	28	21	27	63	19	23	55	58	58	56	56	47	28	61	62	66	71	74	42	73	51	1	1	1	3	1	1	1	1	2	2	1	1	2	1	1	2	1	3	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	4	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	2	2	2	1	2	2	1	2	1	2	2	2
15000	-362.477652942750808	-361.008557947164320	-1.469094995586477	0.000109729603203	0.000034948131200	0.318493188528708	0.683236566037393	0	2	2	2	2	2	3	1	3	3	3	3	3	6	2	3	4	3	4	4	4	5	4	4	4	4	5	7	4	4	4	5	7	5	6	5	5	8	7	5	5	5	6	6	6	6	6	6	5	7	9	7	5	7	7	7	7	7	8	8	6	8	8	7	8	8	7	9	9	9	8	8	9	9	10	10	13	11	12	0	1	8	8	1	8	3	1	5	4	4	6	6	26	8	2	2	8	4	8	7	11	11	13	13	7	29	61	13	16	18	19	53	20	34	21	21	22	5	23	13	30	31	18	32	36	37	49	11	47	71	31	19	22	42	47	36	46	28	50	49	33	53	23	42	67	47	56	67	50	61	61	62	58	51	66	65	62	51	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	2	1	2	2	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	2	1	2	2	2	2
15500	-334.475470699047719	-332.969398070442026	-1.506072628605670	0.000093900232701	0.000027276598749	0.290484889810908	0.730765187331218	0	1	3	2	2	2	3	2	3	4	3	3	3	6	3	4	4	4	4	3	5	6	4	4	4	4	3	7	5	5	5	5	7	5	6	5	7	8	7	6	7	6	6	6	6	6	6	6	5	7	8	7	5	6	7	7	7	7	8	8	6	7	8	7	8	8	8	8	8	9	9	9	9	9	10	10	13	11	12	0	1	5	1	2	2	8	2	5	4	4	6	6	26	2	3	7	9	15	4	5	23	11	13	13	7	6	61	13	16	18	19	53	20	34	7	47	49	34	23	27	30	31	31	32	21	21	49	11	21	61	31	19	11	42	47	46	46	28	50	12	53	53	11	42	58	58	56	58	60	51	61	62	66	71	74	55	73	28	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	3	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	1	1	2	2	1	1	1	4	1	3
16000	-354.017666261853947	-352.650897673189888	-1.366768588664078	0.000072202205031	0.000035901045505	0.497229211893591	0.700641742556852	0	2	3	2	1	2	3	2	1	4	3	3	3	6	3	4	4	4	4	4	5	6	4	4	4	4	5	6	4	4	5	5	7	5	5	4	6	8	7	6	6	6	6	6	6	6	6	6	5	9	9	7	8	7	7	7	7	7	8	8	8	8	8	8	9	9	8	8	9	9	9	9	9	9	10	10	12	11	12	0	5	9	1	1	5	2	9	1	9	8	6	6	26	2	5	9	3	4	5	36	23	11	13	6	3	12	27	13	5	8	19	19	20	20	7	21	49	34	11	27	30	31	18	32	36	21	49	23	60	28	43	19	23	42	46	46	36	28	21	28	33	33	23	55	46	58	36	67	60	59	28	62	46	71	74	65	62	72	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2
16500	-373.957091479678809	-372.279894194555652	-1.677197285123134	0.000136597804692	0.000028795999461	0.210808654838543	0.681680066773069	0	2	3	2	2	3	2	1	3	4	3	2	3	6	3	3	4	4	4	5	4	7	4	4	4	4	5	6	5	5	5	5	7	4	6	5	7	8	7	5	7	6	6	6	6	6	6	5	6	9	9	7	5	7	7	7	7	7	7	8	7	8	8	6	9	8	8	9	9	9	8	8	9	9	9	10	12	11	12	0	8	12	8	1	5	8	1	2	4	4	8	12	9	2	2	2	8	9	34	7	49	11	13	13	5	6	27	13	16	3	4	53	5	20	21	47	22	34	11	27	30	4	31	32	36	26	11	11	14	72	29	19	23	42	36	46	47	28	47	28	53	53	23	30	56	37	46	43	56	61	61	62	66	61	74	30	73	72	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	3	2	1	1	4	1	1	1	1	2	3	2	1	2	1	3	1	2	1	1	1	2	1	2	2	1	3	1	1	2	2	2	1	1	1	1	2	1	4	2	2
17000	-363.816664352329951	-362.335722731949431	-1.480941620380494	0.000100666105748	0.000031082883512	0.308772086500954	0.714226022233845	0	2	3	2	1	3	3	2	2	4	3	2	4	6	3	3	4	4	4	4	5	5	4	3	3	4	5	7	5	4	4	5	6	5	5	5	7	8	7	6	7	6	6	3	6	6	6	6	6	9	9	7	7	7	5	7	7	7	8	8	8	7	8	8	9	8	8	8	9	9	9	9	9	9	10	10	13	11	12	0	1	9	5	1	12	9	5	5	4	4	5	6	26	9	5	2	1	2	8	20	11	11	12	12	7	6	27	13	16	44	19	19	20	20	7	47	22	35	11	12	55	31	2	32	20	36	22	11	60	61	8	19	22	30	46	46	46	28	47	28	33	33	23	55	21	56	56	58	36	61	61	62	66	71	74	65	73	59	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	2
17500	-371.772835153352844	-370.330047303152469	-1.442787850200394	0.000100595873774	0.000034554451248	0.343497699771978	0.752135910688327	0	1	3	2	2	3	3	2	2	3	3	2	4	6	3	2	4	4	4	4	5	6	4	4	3	4	5	6	5	4	3	5	6	5	6	4	7	7	7	6	7	6	6	6	6	6	6	6	6	9	9	5	8	5	5	7	7	7	8	8	7	8	8	5	9	8	8	8	9	9	9	9	8	9	10	10	13	10	12	0	1	8	1	2	9	8	2	1	4	9	2	12	26	1	2	3	9	4	8	9	23	11	9	12	7	12	27	13	9	9	4	32	20	20	9	47	22	14	23	12	55	31	52	32	36	21	23	64	60	61	31	33	23	30	47	46	46	24	37	28	33	33	4	42	58	58	56	58	60	61	61	33	66	71	74	65	62	72	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	3	1	1	2	2	1	1	1	2	3	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	3	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2
18000	-371.652059215300255	-370.224344003793703	-1.427715211506568	0.000122406668538	0.000044153534691	0.360711840441172	0.701731925991932	0	2	3	2	2	2	3	1	1	4	3	2	3	6	3	3	3	3	3	4	5	6	4	4	4	4	3	7	5	5	5	5	6	4	5	4	7	8	6	5	6	6	6	6	6	6	6	6	5	9	9	7	8	7	7	7	7	6	8	8	8	7	8	6	8	9	8	9	7	8	9	9	9	9	10	10	12	11	10	0	8	5	1	8	8	8	1	1	4	4	8	12	26	8	8	5	2	4	1	7	40	11	15	16	7	6	41	13	16	15	19	32	3	34	16	47	49	34	10	27	30	31	31	32	36	36	11	23	47	61	31	33	64	30	46	47	21	29	47	28	33	33	40	42	58	58	67	46	47	61	61	62	46	71	74	55	73	71	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	3	1	1	3	1	1	1	1	2	2	3	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	1	1	2	2	1	1	4	2	1
18500	-304.662523554065672	-303.144337304886847	-1.518186249178824	0.000078086890689	0.000022067066781	0.282596305043397	0.818475149908191	0	2	3	2	2	3	3	1	2	4	3	3	4	6	2	3	4	3	4	5	5	6	4	4	4	4	5	7	5	4	4	5	7	3	6	4	7	8	7	5	7	6	6	6	6	6	6	5	6	9	9	7	8	7	7	7	7	7	6	8	8	8	8	8	9	8	8	9	8	9	9	9	9	9	10	10	11	11	12	0	1	9	1	8	2	5	1	8	2	4	9	12	26	8	5	3	5	2	34	36	23	11	12	12	7	6	59	13	16	18	19	19	1	20	7	21	49	20	23	12	30	31	31	32	21	21	11	40	60	61	31	33	40	42	46	46	46	27	37	28	33	33	23	55	58	58	56	58	60	61	61	62	66	71	74	65	62	72	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2
19000	-336.342825763904557	-334.931362052025918	-1.411463711878617	0.000089512594607	0.000034264359727	0.382788141464620	0.721103942103520	0	1	3	2	2	2	3	2	3	4	3	3	4	6	1	3	4	4	4	4	4	6	4	4	3	4	5	7	5	4	4	5	7	5	6	5	7	8	7	5	7	6	6	5	6	6	6	6	5	9	9	7	6	7	7	7	7	7	5	8	8	8	8	8	9	8	8	9	9	9	8	9	9	9	9	10	12	11	10	0	1	2	2	1	2	8	2	5	4	4	6	6	26	1	5	12	9	4	5	9	40	11	3	6	9	12	59	13	16	3	19	53	9	20	21	21	48	35	23	27	30	9	3	32	36	21	49	11	60	28	43	19	40	42	46	46	46	12	47	28	53	53	23	42	58	58	56	58	60	28	28	62	66	71	74	65	73	75	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1
19500	-327.450936378791255	-325.897467278238651	-1.553469100552581	0.000083730641670	0.000021960039586	0.262270050110621	0.720637553222864	0	2	3	2	1	3	3	2	2	4	3	2	3	6	3	4	3	4	4	4	4	7	4	4	3	4	5	7	5	5	5	5	6	5	6	5	7	8	7	5	7	6	6	6	6	6	6	6	6	7	9	6	8	5	7	7	7	7	6	8	8	7	8	8	9	8	8	8	9	9	9	9	9	9	10	10	13	11	12	0	1	5	1	1	12	5	5	1	4	2	1	12	26	8	7	2	2	4	8	7	40	11	13	8	7	12	59	13	16	18	4	19	20	20	21	21	40	35	23	27	30	31	31	32	36	21	40	23	21	61	31	33	11	42	46	46	46	27	47	59	33	33	40	30	58	58	56	58	60	59	61	62	66	61	74	65	73	75	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	3	1	1	2	1	1	1	1	1	2	1	2	3	1	1	2	2	1	1	1	1	1	2	1	1	2	1	3	1	1	1	2	1	2	1	2	1	1	1	3	2	2
20000	-354.819224429121846	-353.389851115890906	-1.429373313230915	0.000108765402594	0.000039012620272	0.358685936351621	0.767950310213198	0	2	3	2	1	3	3	2	2	4	3	2	3	5	3	2	4	4	3	4	4	6	4	4	4	4	5	7	5	5	3	4	7	5	6	5	7	8	6	5	7	6	6	6	6	6	6	6	5	9	7	7	8	6	7	7	7	7	6	7	8	8	7	8	9	8	8	9	8	9	9	9	9	9	10	10	13	9	11	0	5	5	5	1	12	1	5	1	5	4	1	12	26	5	5	7	3	4	2	7	49	11	13	13	7	25	59	13	16	8	4	19	20	20	21	47	40	34	4	6	30	31	27	32	36	21	23	23	60	59	44	63	23	42	46	46	21	27	47	51	33	45	23	55	58	58	56	47	60	51	51	62	66	71	74	65	62	72	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	1	2	3	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1
20500	-372.311994729687910	-370.870046940770465	-1.441947788917440	0.000083468952798	0.000028746046245	0.344392079704403	0.551964071615732	-1	1	3	2	1	2	3	2	3	4	3	3	3	6	3	4	4	4	3	4	5	7	4	4	4	4	5	7	4	5	5	5	7	5	6	4	7	8	7	5	7	6	6	6	6	6	6	6	6	9	7	7	8	7	7	6	7	6	6	8	8	7	5	7	9	9	8	8	9	9	9	8	9	9	10	10	13	11	12	0	1	8	1	1	2	2	1	1	9	4	6	6	26	8	2	9	7	4	4	7	48	11	13	13	7	12	59	13	3	3	19	32	20	20	4	21	64	34	23	27	30	31	16	32	36	21	11	11	60	59	43	33	11	42	36	36	36	27	47	51	63	19	23	42	58	58	56	46	47	72	51	62	36	71	74	55	62	72	1	2	1	2	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	3	2	1	1	1	1	2	1	2	2	2	1	2	1	2	2	2	3	2	1	1	2	2	1	1	2	4	1	1	6	3	3
21000	-367.963474708273566	-366.456444136676566	-1.507030571597022	0.000083806680201	0.000024290635992	0.289841286316933	0.692590716738811	0	1	3	2	2	2	3	1	3	4	3	3	3	6	3	4	4	3	4	4	5	4	4	4	4	4	5	7	5	5	3	5	6	5	6	4	7	8	6	6	7	6	6	6	6	6	6	6	6	9	9	4	8	7	7	7	6	7	6	8	8	8	6	5	9	9	7	8	9	9	9	7	9	7	10	9	12	10	11	0	1	8	2	2	8	1	1	5	4	4	6	6	9	8	9	8	8	4	3	36	11	11	13	13	15	12	59	13	16	5	19	19	20	5	7	21	49	34	23	27	30	31	52	32	15	21	23	22	37	61	31	63	15	42	46	36	57	27	21	72	63	19	11	55	46	46	56	58	21	61	59	62	46	71	74	65	62	51	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	2	1	2	2	1	1	1	2	3	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	3	1	1	1	1	1	2	1	1	2
