step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
11500	-411.527110039786010	-409.941036047418095	-1.586073992367905	0.000093076864008	0.000022918616030	0.246233221047590	0.533895500206124	3	1	4	4	4	5	6	7	9	10	10	11	11	12	11	14	16	13	15	14	15	17	18	19	20	20	21	22	23	22	22	23	24	25	25	27	25	28	31	29	32	31	31	30	33	32	34	32	33	35	34	35	35	35	38	38	38	41	40	38	42	39	42	40	41	43	45	45	46	46	51	2	0	2	1	2	1	5	5	6	9	9	10	8	11	9	14	14	15	9	12	14	21	0	12	23	21	25	27	22	22	22	26	29	29	29	29	29	30	40	36	39	36	40	36	42	43	44	38	42	43	38	49	49	47	53	49	53	56	49	48	64	52	56	62	57	64	66	64	61	61	61	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	3	2	1	4	1	3	1	1	4	2	3	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	1	2	3	1	1	1	2	3	2	1	2	4	2	2	2	1	1	1	1	2	2	1	4
12000	-451.668590498027982	-450.028660552009853	-1.639929946018106	0.000122756746546	0.000027489346030	0.223933484741625	0.423047787027995	3	2	4	4	6	6	4	7	8	11	11	10	11	13	12	14	17	14	17	15	15	17	17	21	19	20	20	21	24	22	21	24	24	26	25	27	26	28	30	28	33	31	31	29	34	33	33	33	34	36	35	34	35	35	37	38	39	39	39	38	41	39	40	40	41	43	47	47	45	46	51	2	0	2	1	7	1	2	5	6	6	12	6	8	6	6	15	18	15	10	12	16	14	0	20	23	22	23	27	26	22	22	22	26	31	24	34	31	30	40	29	36	40	26	36	42	26	44	44	40	49	48	42	42	42	49	45	55	46	48	54	57	52	56	53	57	57	54	58	64	64	69	1	1	1	1	1	2	1	1	1	2	1	2	2	4	3	2	2	1	3	2	1	2	1	3	1	2	1	1	3	2	2	3	2	3	2	1	3	4	1	2	2	1	4	1	2	6	2	2	3	1	1	2	2	2	1	2	1	2	3	1	1	2	2	2	1	2	6	5	3	4	3
12500	-425.640436517265471	-424.105370561574318	-1.535065955691150	0.000104924708687	0.000028584184578	0.272425674901444	0.544302045325332	3	1	4	4	5	7	4	7	9	9	10	12	11	12	12	14	16	13	15	14	15	16	17	20	19	21	20	22	23	22	22	23	24	25	24	26	26	28	32	28	33	32	32	31	34	34	33	33	33	35	34	36	35	35	38	38	38	40	39	40	41	40	42	41	42	44	46	46	45	46	50	2	0	2	1	7	2	2	5	6	6	6	10	8	10	9	14	18	9	18	12	16	16	0	20	23	22	25	27	26	24	26	30	30	31	30	6	31	26	40	37	43	38	40	40	49	39	44	40	42	38	39	45	49	44	53	53	53	52	45	54	57	49	62	57	61	59	66	61	65	64	61	2	1	1	1	1	4	1	1	1	1	1	2	4	1	2	1	2	2	1	1	1	1	1	3	1	2	1	2	1	2	1	1	1	2	1	7	2	2	2	1	1	2	2	1	1	2	2	2	1	4	1	1	1	1	2	2	1	2	2	2	2	2	1	1	1	2	1	2	2	2	5
13000	-404.194348285888907	-402.051755072877143	-2.142593213011740	0.000100792471689	0.000012031793714	0.119371948248386	0.682400500436154	3	2	4	4	5	6	6	8	9	10	12	12	12	12	13	11	16	14	14	14	15	18	17	21	19	21	19	21	23	23	22	23	24	26	26	25	27	27	31	29	31	32	30	28	33	34	33	33	34	35	34	36	34	34	38	36	39	40	39	37	41	38	41	42	42	43	46	45	44	46	51	2	0	2	1	2	1	5	7	6	6	10	6	7	10	9	10	18	9	9	15	16	21	0	20	23	22	23	27	22	26	22	26	31	29	26	26	36	36	40	44	38	41	44	36	42	43	40	44	45	43	39	42	42	47	53	53	52	62	49	47	52	45	59	62	55	65	68	65	61	61	67	1	1	1	1	2	2	1	1	1	2	1	3	3	1	2	1	1	2	2	1	2	2	1	2	1	2	1	1	3	1	3	2	1	1	2	3	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	2	1	1	2	2	2	1	2	2	3	2	1	2	2	1	1	1	1	2	2
13500	-452.797405347123686	-451.286414669661497	-1.510990677462188	0.000114515749016	0.000032890942669	0.287217635576403	0.623560270161970	3	2	3	4	4	7	6	7	10	9	10	12	11	11	12	13	16	13	16	15	14	17	18	19	19	20	20	21	24	21	20	24	24	26	25	26	26	27	30	29	32	29	29	30	34	34	34	33	32	33	34	35	34	36	36	38	38	39	40	39	42	41	41	40	42	43	46	46	45	47	51	2	0	2	1	2	4	5	7	6	6	10	10	7	10	10	6	16	9	9	11	10	21	0	21	23	22	25	27	26	20	22	31	30	33	29	31	22	36	32	38	39	36	36	40	49	40	44	38	38	43	44	49	49	44	53	53	53	54	53	54	57	54	64	56	55	58	62	62	61	68	68	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	3	3	3	1	1	2	1	2	1	1	2	3	1	3	2	1	1	2	5	1	2	1	1	2	1	1	2	3	2	3	2	2	2	2	1	3	1	2	2	2	2	2	2	3	1	2	3	2	3	2	2	1	2
14000	-446.105543769604310	-444.145895069103460	-1.959648700500822	0.000116303005959	0.000016873486175	0.145082115770931	0.506301402975680	3	2	4	4	4	7	6	7	10	10	12	11	11	12	13	13	15	12	16	14	16	17	18	20	19	20	20	21	22	22	22	24	24	27	25	25	27	28	32	29	30	31	30	30	33	33	32	34	33	34	34	35	33	36	37	38	39	40	39	39	41	39	42	42	42	43	46	46	45	46	50	2	0	2	1	2	4	5	5	6	6	10	6	8	10	18	9	15	9	9	12	14	16	0	20	23	16	25	27	26	26	21	31	26	30	22	26	31	37	36	38	38	38	38	40	38	36	44	38	42	43	47	46	42	47	47	45	55	55	45	54	57	53	58	49	59	57	65	61	57	65	66	1	1	1	1	1	2	2	2	1	1	1	1	3	1	1	1	1	1	2	1	3	2	1	2	1	4	1	1	1	1	2	1	2	2	4	2	2	1	3	1	1	1	1	1	2	4	2	3	2	2	1	1	1	2	3	3	1	3	2	2	2	3	1	3	3	2	2	1	3	2	4
14500	-454.501572951577771	-452.967673089246318	-1.533899862331428	0.000080892240939	0.000022091696935	0.273100320603637	0.499855428258737	3	1	4	4	5	6	4	8	10	9	12	11	9	13	13	14	15	14	17	14	14	16	16	20	18	19	20	22	21	21	22	23	24	26	22	27	26	28	30	29	31	31	30	30	33	34	33	34	34	34	35	35	35	34	37	39	38	40	39	38	41	40	41	41	40	43	46	46	45	47	51	2	0	2	1	7	1	2	7	6	6	6	10	8	10	6	11	9	9	18	11	10	15	0	20	23	21	25	25	16	26	30	30	26	29	16	26	29	36	34	38	38	38	38	40	42	43	44	44	40	43	44	42	42	36	49	55	55	45	42	54	57	45	45	57	53	64	57	58	57	64	61	1	1	2	1	1	1	2	2	2	2	3	1	1	2	5	2	3	2	1	1	2	2	1	3	2	3	1	2	3	1	1	1	2	3	4	4	2	1	2	1	1	1	1	1	1	2	2	2	2	2	3	2	2	3	2	2	1	3	2	3	2	2	3	2	3	1	4	3	5	3	5
15000	-421.770547787362489	-420.121384002731475	-1.649163784631027	0.000105169990050	0.000023192954252	0.220528253739954	0.547074572178837	3	2	4	4	5	6	6	7	8	10	10	12	12	12	12	12	17	13	16	14	16	17	16	20	19	20	21	22	24	21	22	23	23	25	24	27	27	28	30	28	32	32	31	30	34	33	33	33	32	36	35	34	34	35	38	39	37	40	38	39	42	40	42	41	42	43	47	46	45	46	49	2	0	2	1	2	1	5	7	6	9	4	10	8	6	9	11	15	9	9	12	16	21	0	20	23	22	23	27	30	26	30	30	30	29	31	29	31	36	36	36	39	38	38	40	49	36	44	44	39	39	47	39	39	47	42	53	42	56	49	47	53	55	55	56	42	59	68	64	61	61	68	1	1	1	1	2	1	1	1	2	1	4	1	3	3	2	1	3	2	5	1	2	1	1	2	2	2	3	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	4	1	2	1	3	1	2	1	1	3	2	2	1	3	2	3	1	2	1	5	2	1	3	1	2	2
15500	-414.375504432464140	-412.601370988173983	-1.774133444290150	0.000084478904748	0.000015448789835	0.182871568723636	0.492469990299974	3	1	4	4	3	7	5	7	10	9	11	10	11	13	13	13	15	13	16	15	15	17	18	20	19	20	20	22	24	23	22	24	23	26	24	27	26	28	31	29	34	32	31	30	34	34	33	34	33	35	35	35	33	35	37	38	39	39	40	40	41	40	41	42	41	44	46	46	44	46	51	2	0	5	1	2	1	5	5	6	6	6	6	8	10	9	6	15	9	9	12	16	21	0	20	23	22	25	27	22	26	26	26	22	29	26	29	35	30	36	30	39	40	40	36	49	38	44	44	42	43	40	42	40	39	53	53	55	56	49	51	57	45	49	53	55	59	69	69	64	59	67	1	1	1	1	1	2	1	2	2	1	2	2	2	3	2	2	1	2	3	2	1	1	1	3	1	2	1	1	3	1	1	2	3	1	3	2	1	3	3	4	2	1	1	2	1	3	2	2	1	2	3	2	2	2	2	2	1	1	4	3	1	2	5	3	2	1	1	1	1	3	2
16000	-417.313932819246872	-415.439618630674829	-1.874314188572055	0.000112075646977	0.000017992113641	0.160535443036535	0.520546273166407	3	1	4	4	5	6	6	6	8	10	12	11	12	13	11	13	17	14	16	15	15	17	17	19	19	20	20	22	23	22	21	23	24	24	26	26	27	28	30	28	34	31	32	30	33	34	33	33	33	35	34	36	34	35	37	38	39	40	40	37	40	39	41	41	41	43	44	46	45	46	51	2	0	2	1	2	1	5	2	6	6	9	6	5	6	9	10	9	9	14	11	16	16	0	20	23	16	23	27	26	26	22	26	31	22	34	30	34	36	40	36	43	38	39	38	42	43	44	44	42	43	48	42	49	44	53	53	53	56	41	54	52	50	55	52	57	57	64	66	65	66	70	1	1	1	1	2	2	1	2	1	2	2	3	3	4	2	2	4	2	3	2	1	2	1	2	1	2	1	1	2	1	2	2	1	3	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	2	3	3	1	3	1	2	3	2	2	1	2	2	2	2	2	2
16500	-457.261540203446600	-455.332268322282744	-1.929271881163880	0.000117389159499	0.000017640327488	0.150272201995997	0.589002561476717	3	2	4	4	4	6	5	7	9	10	12	11	12	12	12	11	16	11	16	14	13	17	18	18	19	19	20	21	22	22	21	23	24	26	25	25	27	27	31	28	30	32	32	30	33	33	33	32	33	34	34	36	35	33	37	38	39	40	39	40	40	38	41	41	41	43	46	45	45	46	51	2	0	2	1	2	1	5	7	6	6	9	6	8	10	9	10	18	9	15	12	16	21	0	12	23	22	25	27	26	26	22	26	30	30	30	30	26	36	40	30	38	40	39	38	40	38	38	40	38	43	44	38	47	44	40	49	53	62	48	48	42	53	58	57	59	45	56	45	65	69	70	1	1	2	1	1	1	1	1	2	3	2	2	2	1	2	1	2	1	2	2	1	2	1	2	1	1	1	1	2	2	2	3	1	1	1	1	4	2	1	3	1	2	1	2	3	4	3	2	2	1	1	5	1	2	6	2	3	1	3	4	4	2	1	1	1	5	4	5	2	1	3
17000	-424.783602213056554	-423.247609530818238	-1.535992682238308	0.000094729008900	0.000025756088809	0.271892307420361	0.516168156387320	3	2	4	4	4	7	5	7	9	11	11	12	10	11	12	12	16	12	14	14	15	17	18	19	19	20	20	21	23	23	21	24	24	25	24	28	27	25	32	29	33	32	31	30	33	33	33	34	34	35	35	36	34	35	37	39	38	39	39	38	41	38	41	42	41	43	47	47	44	47	51	2	0	2	1	2	1	5	7	6	6	6	14	8	9	9	14	11	9	9	14	16	21	0	20	23	16	25	27	22	31	22	26	26	31	26	34	35	33	43	36	36	36	38	40	43	42	44	44	45	46	42	45	42	44	53	42	42	42	46	48	57	45	58	57	59	61	69	56	65	57	70	1	1	2	1	1	2	1	1	2	1	2	1	2	2	2	1	2	1	3	2	2	1	1	3	1	4	1	1	3	1	2	2	2	2	2	1	1	1	1	1	2	2	3	1	1	1	1	2	1	2	1	2	1	2	1	3	2	4	3	2	1	2	1	2	1	1	1	3	2	4	2
17500	-459.520331274069576	-457.698994215460345	-1.821337058609249	0.000124231442162	0.000021328207765	0.171681237804686	0.581049538779037	3	2	4	4	5	5	6	7	10	10	9	11	10	12	13	13	16	13	16	15	16	15	18	20	19	20	21	22	24	21	22	24	23	24	24	26	25	27	30	29	33	33	31	29	32	32	34	33	34	36	35	35	34	35	35	38	38	40	40	39	41	39	41	42	41	42	46	46	44	47	51	2	0	2	1	2	1	5	7	11	6	6	6	8	6	9	12	9	9	9	12	16	16	0	20	23	16	25	27	30	22	16	31	26	33	26	30	34	35	44	26	44	40	38	36	43	40	39	44	45	47	41	49	40	48	53	54	49	52	52	51	55	49	62	57	57	53	65	63	65	69	64	1	1	1	1	2	1	1	1	1	2	2	3	2	2	2	1	3	1	3	1	2	1	1	2	1	3	1	1	1	2	5	1	2	1	2	4	1	3	1	4	2	2	3	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	3	2	1	2	2	5	2	3	2	1	5
18000	-440.275886073727577	-438.570408506500542	-1.705477567227037	0.000103611657001	0.000020912676013	0.201837096499679	0.598085763118204	3	2	5	4	3	7	6	7	9	11	12	12	10	12	12	13	16	11	17	15	14	17	17	21	20	20	20	22	23	22	23	23	24	26	25	27	27	28	29	28	33	32	31	31	33	34	33	32	30	35	35	36	34	34	37	37	38	40	39	38	41	40	41	40	42	43	47	47	46	45	50	2	0	2	1	2	1	5	5	1	6	10	10	7	10	9	14	15	6	15	12	16	21	0	10	23	22	23	27	24	22	26	22	26	24	26	35	31	36	36	36	43	49	36	26	42	48	39	39	39	38	48	49	42	38	52	49	52	56	52	51	62	55	59	57	57	61	70	57	53	66	67	1	1	1	1	1	2	1	1	4	1	1	1	2	1	2	1	2	2	3	2	1	2	1	5	1	2	2	1	1	2	1	3	1	3	3	1	2	1	1	1	1	2	2	6	1	1	2	2	1	3	2	2	2	4	1	2	1	2	2	1	1	2	1	1	1	1	1	3	4	1	2
18500	-414.742535396669837	-412.870739470050466	-1.871795926619362	0.000077306165894	0.000012449036516	0.161035492729099	0.633698008027984	3	2	4	4	5	6	6	7	10	10	8	12	9	11	13	13	16	14	16	14	16	17	17	20	19	21	20	22	22	22	22	24	24	27	26	28	27	26	31	28	34	32	32	30	34	33	34	32	34	36	34	36	35	35	37	37	39	41	39	40	42	40	40	42	42	42	46	47	45	47	50	2	0	2	1	1	1	5	7	6	6	6	10	7	11	14	14	18	15	6	12	14	21	0	20	23	22	25	27	22	22	22	26	30	30	31	38	31	29	36	38	39	39	36	40	42	36	44	36	42	46	39	42	42	44	53	53	56	62	49	54	57	55	47	62	57	57	61	69	65	66	67	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	5	1	3	1	1	2	1	2	1	1	3	2	3	1	1	3	2	1	3	3	2	1	2	1	3	1	1	2	2	2	2	2	1	2	1	3	2	1	1	1	2	2	2	3	3	2	2	1	1	1	2	2	2
19000	-448.433735213022828	-446.940236990335450	-1.493498222687391	0.000089194108247	0.000026693892924	0.299278656946529	0.474766448224835	3	2	4	4	6	6	5	8	10	10	10	11	11	12	12	13	16	12	16	14	15	17	17	20	19	20	20	21	22	21	22	23	25	26	26	27	27	27	30	28	34	32	32	31	33	33	34	34	33	35	35	36	34	36	36	38	38	40	39	39	42	40	41	42	42	41	46	45	46	46	51	2	0	2	1	7	7	2	2	6	6	6	10	8	6	10	10	14	9	18	10	14	21	0	20	23	21	25	27	22	22	22	30	22	30	29	31	31	35	40	36	45	36	36	40	40	36	44	44	39	30	44	48	42	44	43	53	55	49	52	51	57	46	45	50	50	57	68	61	62	59	70	1	1	1	1	1	1	2	3	2	1	2	1	2	3	2	2	3	1	3	2	2	1	1	3	1	2	1	1	2	2	2	1	3	4	2	3	2	1	2	1	1	2	3	1	3	3	2	2	2	8	2	1	1	2	3	2	1	4	2	2	2	4	3	3	5	1	1	1	3	2	2
19500	-447.390379588377300	-445.986915612474434	-1.403463975902876	0.000083574380803	0.000033057136995	0.395541512569344	0.621052650102552	3	2	4	4	5	6	4	6	8	11	9	12	11	12	11	13	13	13	17	13	15	18	18	18	19	21	20	21	23	21	23	23	23	26	25	28	26	26	31	28	34	30	32	31	32	33	33	33	33	35	32	35	34	35	38	38	38	40	39	39	41	40	42	42	40	43	47	46	45	44	51	2	0	2	1	7	1	2	7	6	1	9	10	5	11	6	14	10	15	9	12	16	16	0	20	23	22	25	27	22	22	30	26	30	29	31	30	31	26	36	38	43	36	38	40	42	39	44	38	45	46	44	45	45	40	53	53	52	49	49	54	57	49	45	62	59	52	57	66	53	55	68	1	1	1	1	1	2	1	1	2	5	1	1	3	1	1	1	1	1	3	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	3	2	3	2	1	2	1	3	2	1	1	2	5	1	2	1	2	1	2	2	2	1	4	3	2	2	3	4	1	1	2	3	2	5	3	2
20000	-434.206219733034516	-432.467060714887509	-1.739159018146995	0.000088591487032	0.000017016995904	0.192083872553562	0.529644225776601	3	2	4	4	5	6	6	7	10	8	11	12	11	11	13	14	15	12	15	14	13	17	17	20	18	18	20	22	23	21	23	23	24	26	25	26	26	28	30	28	34	32	31	30	33	34	33	34	34	35	34	36	35	36	38	39	39	41	39	39	42	39	39	41	41	44	47	44	46	46	51	2	0	2	1	2	1	3	7	6	6	6	14	8	10	9	21	15	9	18	10	14	21	0	21	23	22	25	25	26	22	30	30	26	29	31	30	35	26	40	36	39	39	36	40	43	39	44	44	45	39	44	42	45	44	53	53	52	62	52	48	55	45	45	42	56	61	68	53	65	64	67	1	1	1	1	2	2	1	1	2	1	2	1	2	2	2	1	1	1	2	2	1	2	1	3	1	1	1	3	4	2	1	1	4	1	1	2	1	5	2	1	2	2	3	1	1	2	2	2	1	3	2	2	1	3	3	2	2	1	1	2	2	2	2	4	1	1	2	5	2	2	2
20500	-441.456937114201992	-439.561825577601212	-1.895111536600792	0.000081741801730	0.000012793362533	0.156509426784979	0.533235174054478	3	2	4	4	5	6	6	7	10	9	11	11	10	10	13	12	15	13	16	14	16	17	16	21	18	21	20	21	23	22	21	24	24	26	25	27	26	27	32	29	34	31	30	30	33	32	32	34	34	35	34	36	33	36	38	39	38	41	37	38	40	39	41	41	40	42	46	46	46	46	52	2	0	2	1	2	1	5	7	6	6	6	10	8	10	9	14	15	6	9	12	14	16	0	18	23	22	25	27	31	22	22	30	31	31	26	37	31	30	36	36	39	36	38	40	39	43	38	44	45	43	47	49	42	40	53	49	59	46	49	48	49	45	49	53	53	55	65	62	64	56	66	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	2	1	4	3	1	3	2	1	4	2	2	1	1	1	2	3	1	1	2	2	1	3	3	2	1	1	2	1	1	1	2	2	2	1	2	1	2	1	5	2	3	1	5	2	2	3	3	3	5	3	2	2	3	3	3	5
21000	-418.829261082355515	-416.956005992105702	-1.873255090249789	0.000093521156896	0.000015033096554	0.160745408342408	0.539971590715981	3	2	5	4	5	6	4	6	9	9	11	11	10	12	11	12	16	13	16	15	16	18	18	20	19	21	20	21	22	21	22	23	24	26	26	26	28	28	30	28	32	33	31	30	30	33	32	33	33	36	34	35	35	34	37	38	39	38	39	40	42	39	40	40	41	43	46	46	45	47	51	2	0	2	1	7	1	2	7	6	6	10	6	8	10	10	11	9	9	9	12	16	16	0	21	23	22	25	27	26	22	22	26	31	30	26	30	35	36	36	36	39	45	36	40	38	43	39	44	45	46	48	45	42	44	53	55	53	45	42	54	64	50	58	56	57	64	64	64	65	69	66	1	1	2	1	1	2	1	1	2	2	1	3	2	2	1	1	4	2	4	3	2	2	1	3	1	1	1	1	1	2	3	1	1	3	3	2	1	1	1	1	1	2	3	1	1	1	2	2	2	2	1	2	2	3	1	1	2	3	3	3	1	3	1	1	1	2	4	2	2	1	4
21500	-424.044760452906871	-422.534095931446700	-1.510664521460194	0.000085642865064	0.000024616457824	0.287431507642743	0.648890600483824	3	2	5	4	4	6	5	7	9	10	11	11	9	11	12	13	16	12	16	14	15	18	18	21	20	20	20	22	24	22	22	22	24	27	26	28	28	27	32	29	34	32	32	30	33	34	33	34	34	35	33	36	34	35	38	36	38	38	39	40	42	39	41	41	42	43	46	45	46	45	51	2	0	2	1	2	1	5	7	6	6	10	10	8	6	9	15	15	10	18	10	12	16	0	14	23	22	23	27	26	22	26	21	30	26	29	29	34	26	38	30	39	36	38	36	42	39	40	44	45	43	44	49	42	38	49	53	53	52	52	54	64	52	58	62	57	61	70	64	65	61	69	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	4	2	2	2	1	3	2	1	2	2	4	1	2	1	3	3	3	1	2	2	2	1	1	2	3	1	2	2	1	1	3	2	1	2	1	2	2	1	2	1	1	1	1	1	2	2	2	2
22000	-414.476462968768146	-412.964554542329608	-1.511908426438548	0.000064031406462	0.000018352549089	0.286617928650629	0.566657407538441	3	2	4	4	6	5	5	8	9	10	11	12	9	11	12	14	16	12	14	14	15	17	17	18	19	21	21	22	23	21	23	24	24	26	25	27	27	28	31	27	33	31	30	29	34	32	33	34	33	36	34	36	34	35	37	38	38	41	40	39	41	40	41	40	42	44	47	47	45	46	52	2	0	2	1	7	1	2	5	6	6	10	6	8	10	9	14	9	9	15	12	12	21	0	20	23	22	25	27	30	22	22	30	31	33	22	35	31	30	36	30	39	40	36	36	42	43	44	44	42	46	41	49	42	44	53	53	53	52	39	48	57	52	57	55	64	64	70	66	65	61	68	1	1	1	1	1	1	1	1	2	3	1	4	1	1	1	2	4	2	1	1	2	1	1	2	1	2	2	1	1	2	4	1	1	1	5	1	2	4	3	3	1	2	1	1	2	2	2	2	1	2	1	1	1	2	2	2	2	3	4	2	1	2	2	1	1	2	1	2	2	2	3
22500	-417.377316234875821	-415.729077154416075	-1.648239080459730	0.000098658288034	0.000021790108712	0.220864451899782	0.624426343552645	3	1	4	4	6	6	4	7	10	9	10	11	11	12	13	12	15	13	16	15	14	18	18	21	20	19	20	21	23	21	23	23	24	25	25	27	27	26	32	29	33	32	30	30	34	34	33	32	32	36	33	34	35	36	36	39	39	39	40	39	41	39	41	42	42	42	46	46	45	45	50	2	0	2	1	2	1	2	7	10	6	6	11	5	10	9	11	18	9	9	15	10	16	0	20	23	21	23	27	30	22	30	26	30	30	31	38	35	30	38	36	38	43	36	40	42	36	40	44	38	49	39	42	52	40	39	53	55	54	42	54	56	52	62	53	59	61	65	61	61	64	69	1	1	1	1	3	2	1	1	1	1	2	1	3	2	2	1	1	2	2	1	3	3	1	3	1	3	1	1	1	2	1	2	2	2	1	1	1	2	3	1	4	1	2	1	1	4	3	1	3	4	1	1	1	4	2	2	2	1	5	2	1	2	1	3	1	1	2	2	2	2	2
23000	-449.526450571399323	-447.761367529620941	-1.765083041778368	0.000109315404055	0.000020242374153	0.185174032220677	0.488734355768014	3	2	3	4	5	6	6	7	10	11	11	10	12	13	12	13	15	14	15	14	15	17	18	20	19	20	20	21	23	22	21	24	25	25	25	28	28	26	30	29	34	32	31	27	32	34	31	33	34	34	34	34	33	34	38	38	36	41	38	39	39	41	41	42	41	43	46	45	46	43	52	2	0	2	1	3	1	5	5	6	6	6	6	7	9	10	10	15	15	15	10	16	14	0	20	23	16	25	27	31	22	26	22	22	32	31	38	33	32	36	38	47	40	44	38	38	36	44	47	42	45	47	48	43	43	52	53	46	59	49	47	55	49	57	57	56	59	42	56	65	61	69	1	1	1	1	1	1	1	1	2	2	2	3	3	2	1	1	1	1	2	2	2	2	1	4	1	3	1	1	1	2	1	4	4	1	2	1	2	1	1	2	2	1	2	1	3	3	2	2	1	1	2	1	1	1	2	2	1	1	2	3	1	3	2	2	1	3	6	3	2	2	2
23500	-452.717453358113801	-450.774932226859846	-1.942521131253938	0.000112400897321	0.000016631888447	0.147969356498779	0.466273449867178	3	2	3	4	4	6	6	7	9	10	11	12	12	13	12	14	13	12	16	14	15	17	18	21	20	20	20	22	22	21	22	23	25	27	24	26	27	27	32	29	33	32	30	31	34	32	34	33	33	35	34	35	35	35	35	37	37	40	39	37	41	40	41	40	42	43	45	43	44	47	52	2	0	2	1	2	1	5	5	6	6	6	10	5	10	6	15	9	9	15	10	20	16	0	20	23	21	23	27	26	26	22	22	30	30	26	30	26	36	43	38	43	36	36	40	49	44	40	44	39	46	41	45	49	40	49	53	54	52	44	48	64	55	64	57	57	59	66	59	56	65	42	1	1	1	1	1	1	1	2	2	2	2	2	3	2	2	1	2	1	2	3	1	2	1	4	1	2	1	1	1	1	4	3	1	3	3	3	3	1	2	1	2	3	2	1	1	1	3	1	1	2	1	1	1	3	1	1	1	2	3	2	1	4	1	1	2	1	1	3	2	2	11
