step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-27820.767649835419434	-27819.305567750900082	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.356494029261816	0	1	3	3	3	6	9	7	6	7	8	9	9	10	10	11	13	15	16	17	18	17	19	19	19	21	21	24	23	23	23	24	23	25	25	26	26	27	26	25	25	26	27	27	29	29	29	30	28	31	31	30	30	30	31	32	30	32	31	32	32	33	32	33	33	32	32	34	33	35	35	35	35	35	35	35	37	37	37	36	37	37	38	39	39	38	41	39	39	41	41	41	44	43	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	5	4	3	4	4	5	5	5	5	6	7	8	8	9	9	9	10	10	10	11	11	12	12	12	12	12	12	13	13	13	13	14	13	13	13	13	14	14	15	15	15	15	14	16	16	15	15	15	16	16	15	16	16	16	16	17	16	17	17	16	16	17	17	18	18	18	18	18	18	18	19	19	19	18	19	19	19	20	20	19	21	20	20	21	21	21	22	22
500	-2750.101757953932974	-2747.106858062040374	-2.994899891892594	0.000010059625220	0.000054914536946	5.458904854302267	0.112111778806291	-1	0	1	2	3	4	8	7	6	8	7	10	9	9	7	11	13	12	16	18	18	18	16	19	16	21	18	24	24	22	22	25	20	26	25	27	26	26	27	24	25	27	25	27	30	29	30	31	29	31	32	29	30	31	31	33	31	33	31	33	32	33	33	34	34	33	32	35	34	36	36	36	36	36	35	36	38	38	38	36	38	38	39	39	39	39	41	40	40	42	42	42	45	44	0	1	2	0	3	4	5	5	6	11	6	8	9	11	9	14	16	15	18	15	19	19	15	15	18	25	15	30	15	33	23	25	18	31	23	27	0	27	23	25	25	0	23	7	23	28	23	25	25	23	33	33	23	23	27	23	23	23	23	23	23	27	23	41	23	33	23	27	23	23	23	33	18	23	23	33	23	27	23	27	33	27	23	27	27	27	33	27	27	33	33	33	43	43	1	1	1	1	1	1	3	2	1	1	3	1	2	1	1	1	2	2	1	6	1	2	5	6	2	2	6	1	11	1	3	4	7	2	5	5	1	4	10	4	5	1	6	14	10	3	10	10	11	12	7	5	7	8	8	16	11	12	12	13	8	12	12	7	12	10	11	12	15	15	19	13	18	18	15	16	19	16	16	13	12	12	18	12	18	14	15	16	16	18	17	18	14	16
1000	-2455.951516005975009	-2452.772276748144577	-3.179239257830528	0.000010142377309	0.000062679009158	6.179912977567845	0.158219845250088	-1	1	3	3	4	5	9	7	6	7	8	9	10	10	10	11	13	15	15	16	18	16	16	20	18	20	21	25	23	23	20	21	22	26	23	27	27	26	27	25	22	26	24	28	30	29	28	30	28	31	32	28	31	30	31	32	30	32	28	29	33	34	33	33	34	32	32	35	34	36	36	36	36	35	36	35	37	38	38	37	38	37	39	39	40	38	42	40	38	41	41	41	45	44	0	1	2	0	3	4	5	5	6	6	6	8	9	11	9	14	16	15	15	18	19	19	15	20	23	23	23	26	23	27	25	23	23	33	25	32	0	23	32	25	23	0	27	2	32	28	23	41	43	23	47	28	31	41	34	23	32	52	20	23	43	60	43	41	43	23	23	52	41	23	23	59	23	23	31	23	23	41	41	60	59	27	60	35	52	41	33	59	23	41	23	35	88	59	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	1	1	2	3	1	2	1	3	4	1	2	2	2	4	1	1	3	4	2	3	3	1	5	3	2	3	1	2	17	6	2	8	5	4	9	3	2	7	5	3	14	6	2	9	11	6	4	8	6	7	10	9	5	8	15	14	7	13	16	12	17	15	13	14	6	10	9	8	11	8	10	14	11	13	14	14	15	5	12
1500	-1933.774660917587653	-1930.887486775028719	-2.887174142558905	0.000010189256222	0.000051564083151	5.060632692755349	0.221249905708051	-1	1	2	3	4	5	9	7	7	8	7	9	9	10	10	11	13	14	15	16	19	18	16	20	18	21	19	23	23	22	23	21	23	24	24	27	27	26	26	25	22	27	24	27	29	29	28	30	29	32	32	28	31	30	30	32	29	33	28	32	33	34	32	30	34	32	29	35	32	35	36	32	35	36	35	36	38	38	37	36	37	37	38	39	39	39	42	40	40	42	42	42	45	44	0	1	2	0	3	4	5	5	6	6	6	8	9	6	9	14	16	15	15	18	19	19	15	20	23	23	23	23	23	26	23	23	25	26	30	32	0	31	32	31	23	0	33	7	32	34	32	41	43	43	45	28	43	41	28	43	32	52	31	23	43	67	43	41	59	23	28	67	41	23	41	59	23	23	23	23	23	41	23	67	59	72	67	67	67	64	69	59	67	41	58	59	92	72	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	2	1	3	1	3	3	1	3	2	4	4	1	4	2	3	2	2	4	1	2	3	1	3	1	1	12	4	3	6	3	3	4	2	2	5	5	4	5	6	2	3	8	5	4	6	5	4	10	3	4	4	14	12	2	13	13	11	17	14	9	13	3	7	5	5	9	7	6	7	11	10	13	8	11	2	11
2000	-1688.139156137479176	-1685.082699614669536	-3.056456522809553	0.000010236172805	0.000058285058646	5.694028398633807	0.318133405582431	0	1	2	3	3	5	9	7	6	7	7	9	9	10	11	12	14	15	16	17	18	18	18	20	19	20	21	21	23	24	23	23	22	24	25	27	27	27	27	26	22	27	24	26	29	29	29	30	26	32	32	30	31	28	30	32	29	32	28	31	32	32	32	30	34	32	29	34	33	36	36	32	36	35	36	36	37	37	37	37	37	37	39	39	40	38	41	40	40	42	42	42	45	44	0	1	2	0	3	4	5	5	6	6	6	8	9	11	13	14	16	15	18	18	19	19	20	20	23	25	26	25	23	25	27	33	28	28	25	32	0	25	32	33	25	0	26	1	39	28	32	41	43	49	57	46	49	41	28	43	39	52	43	28	53	67	49	41	59	43	34	67	64	28	41	59	49	43	43	28	28	64	54	67	72	72	68	62	62	64	69	72	67	64	62	72	92	72	1	1	1	1	1	1	3	2	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	3	3	1	1	1	2	3	3	1	4	1	2	1	1	2	10	1	4	5	4	2	4	1	1	3	4	4	3	1	1	2	4	1	3	3	4	4	4	4	3	2	11	10	3	7	10	9	14	14	5	8	3	3	3	3	5	5	6	4	6	10	11	7	7	2	10
2500	-1350.259675228614924	-1347.922232418615295	-2.337442809999692	0.000010480392377	0.000034259961181	3.268957873742177	0.377723577466958	0	2	3	4	4	5	8	8	7	7	7	9	10	10	11	11	13	13	15	17	18	17	18	19	20	21	21	24	23	23	23	23	23	25	24	27	26	27	26	25	26	26	24	27	28	28	30	30	27	32	32	30	30	29	31	31	30	32	31	32	32	31	32	30	34	33	30	35	33	36	36	32	36	35	34	35	38	36	38	36	37	37	38	39	38	38	41	40	38	42	42	41	44	44	0	1	2	0	3	4	5	5	6	6	6	8	9	11	13	14	16	15	18	18	19	19	18	20	23	25	23	26	26	27	23	27	27	28	30	32	0	31	32	27	30	0	23	7	39	34	39	41	43	53	57	46	43	41	46	49	45	52	49	46	53	67	43	41	59	43	46	62	64	67	64	59	65	43	43	23	62	64	69	76	72	72	76	76	62	78	79	72	76	64	77	72	92	72	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	4	2	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	3	14	1	3	3	1	2	1	2	1	3	1	2	2	2	1	3	2	1	1	5	2	2	5	1	3	2	5	6	1	1	8	9	10	5	4	5	1	3	2	1	2	5	2	2	6	2	9	3	5	2	8
3000	-1255.648666390886774	-1252.947886829858589	-2.700779561028160	0.000011247777079	0.000049598897413	4.409662199577359	0.521500395885703	-1	1	2	4	3	5	7	8	7	8	9	10	9	10	10	11	13	14	16	16	18	17	18	19	19	21	22	23	23	23	22	25	20	25	25	27	26	27	26	26	25	27	24	27	29	28	29	30	28	31	32	30	29	29	31	33	30	32	31	32	32	32	32	30	33	33	31	34	33	36	36	34	35	36	35	35	37	37	38	37	38	36	37	39	39	39	41	40	39	42	41	42	44	44	0	1	2	0	3	4	5	5	6	6	6	8	9	6	13	14	16	15	18	15	19	19	20	20	23	23	33	23	26	33	23	33	23	28	30	32	0	26	32	27	30	0	31	2	39	34	39	41	43	43	57	46	43	41	28	53	45	52	49	46	53	67	53	54	59	53	52	62	64	67	64	53	65	61	53	28	62	64	69	70	72	72	68	77	76	78	79	82	83	64	85	72	88	88	1	1	1	1	1	1	2	3	1	2	2	1	1	2	1	1	1	2	1	4	1	1	1	2	1	2	2	2	1	1	2	2	1	2	1	1	1	2	1	2	1	1	2	14	2	2	1	2	2	4	2	1	3	2	4	2	1	1	1	2	2	1	1	1	1	2	1	2	1	4	6	3	1	3	4	6	3	3	2	1	3	1	1	1	2	1	2	4	1	9	1	4	2	4
3500	-1116.152006479175498	-1113.751372614239472	-2.400633864936007	0.000012186253618	0.000042115354649	3.455972275779965	0.511043242412860	0	2	3	2	4	4	10	7	6	8	8	10	10	10	11	11	13	15	16	17	18	18	19	20	20	21	21	21	23	23	24	23	24	24	26	26	26	26	26	25	25	25	27	28	28	29	29	30	28	31	32	29	30	29	31	33	30	31	31	32	32	33	32	30	33	32	31	35	33	34	36	34	35	35	36	35	38	36	38	35	37	36	38	37	39	38	42	40	40	42	40	40	43	44	0	1	2	0	3	4	5	5	6	6	6	8	9	11	13	14	16	15	18	18	19	19	18	20	23	25	23	23	23	27	27	27	25	28	30	32	0	33	32	27	30	0	33	2	39	28	39	41	43	43	57	28	49	41	46	53	45	52	49	52	49	67	53	54	59	53	52	62	64	67	64	65	65	66	74	62	68	64	69	70	72	72	76	62	84	78	79	82	83	64	85	82	92	92	1	1	1	1	1	1	3	2	1	2	2	2	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	2	1	3	2	2	1	1	1	2	2	1	1	1	12	1	4	2	3	1	2	1	3	2	3	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	3	4	1	1	2	1	2	1	4	3	1	2	1	1	2	1	1	2	3	1	8	1	2	1	3
4000	-1128.716149897314835	-1126.509435739329774	-2.206714157985046	0.000012859851196	0.000037242779012	2.896050540899621	0.580907706013387	-1	1	3	3	4	5	10	8	7	8	8	10	9	10	10	12	13	15	16	17	18	17	19	20	20	21	19	25	23	23	23	24	23	26	23	25	26	27	26	25	26	26	27	26	28	29	29	30	28	31	32	29	31	29	30	32	30	32	31	32	32	33	33	32	33	33	31	34	34	34	35	35	35	35	36	35	37	37	38	36	37	37	38	38	38	38	40	39	40	41	40	41	45	42	0	1	2	0	3	4	5	5	6	6	6	8	9	11	13	14	16	15	18	18	19	19	20	20	20	27	20	30	25	27	25	30	27	28	23	32	0	31	32	27	35	0	25	11	39	28	39	41	43	43	57	34	49	41	46	43	45	52	43	52	43	67	49	54	59	61	52	62	64	67	64	65	65	66	66	62	62	64	69	70	72	72	62	77	68	78	79	82	83	64	85	82	92	92	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	3	1	2	1	1	5	12	1	2	2	2	1	3	2	2	2	1	1	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	3	1	1	2	2	1	2	1	1	2	1	7	1	2	2	1
4500	-1029.398418991141398	-1027.390849855499710	-2.007569135641660	0.000015993947117	0.000037763683311	2.361123432166146	0.650348066910047	-1	1	3	3	4	5	8	6	6	8	9	9	9	10	9	11	13	15	16	17	19	18	18	20	19	21	19	23	24	23	22	25	23	26	26	26	26	28	27	25	26	27	25	27	29	28	29	30	28	32	32	30	30	30	30	31	31	32	31	32	31	33	33	33	33	32	32	35	34	34	35	35	35	36	35	36	37	36	37	36	37	36	38	38	40	37	42	40	40	41	41	41	45	43	0	1	2	0	3	4	5	5	6	6	6	8	9	11	9	14	16	15	18	18	19	19	18	18	23	25	23	26	26	27	25	30	27	28	30	32	0	31	32	25	30	0	33	7	39	28	39	41	43	53	57	46	49	41	46	53	45	52	49	52	53	67	49	54	59	61	52	62	64	67	64	65	65	66	66	62	68	64	69	70	72	72	68	77	84	78	79	82	83	86	85	88	92	92	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	3	2	2	2	1	1	1	3	1	3	2	1	1	10	1	2	1	2	1	1	1	2	2	3	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	2	2	1	4	1	1	2	1
