step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
24500	-591.823952555007509	-588.767503676938873	-3.056448878068624	0.000341555746504	0.000019474348122	0.057016602182767	0.394203667092203	0	3	3	3	5	6	5	8	7	9	10	9	9	11	13	13	12	13	14	11	14	14	16	14	15	15	16	15	16	17	15	15	15	19	18	18	18	17	17	16	18	16	21	18	20	19	18	19	17	19	20	21	21	21	22	22	21	24	23	24	24	26	26	25	25	27	27	28	27	28	30	28	27	33	29	32	31	31	33	34	34	33	35	34	35	35	35	36	39	37	38	36	36	41	38	40	39	42	41	0	1	1	1	3	5	2	7	5	1	7	9	6	12	2	6	8	11	13	12	15	6	22	11	18	16	6	14	11	28	11	15	14	4	11	40	40	18	15	19	3	26	35	38	38	22	19	49	15	37	49	45	37	33	45	12	25	45	2	22	16	36	52	31	55	25	50	52	54	59	13	66	50	75	21	70	47	51	73	56	63	69	67	24	79	82	74	80	93	79	93	77	60	79	85	91	86	96	84	1	2	2	2	1	1	1	2	1	5	3	1	1	1	5	2	2	1	3	1	1	4	1	2	1	1	3	2	3	1	3	1	2	6	3	1	1	1	2	1	6	1	2	1	2	2	2	1	2	1	2	1	1	2	1	6	3	2	9	7	5	4	3	6	2	4	3	5	2	3	9	1	4	1	7	2	4	4	3	4	4	3	6	8	1	1	1	1	2	3	1	1	6	3	1	1	3	1	3
25000	-543.474614818725854	-540.879421803387913	-2.595193015337994	0.000303642551818	0.000024272167918	0.079936648446773	0.356984023177390	0	3	2	5	3	5	7	7	7	8	11	9	9	11	12	13	12	14	13	11	13	13	15	12	15	14	14	15	13	15	15	16	14	18	18	17	17	17	18	17	18	16	21	19	19	21	18	21	20	19	20	22	20	20	21	22	22	23	24	24	24	26	25	26	26	27	25	26	27	29	29	27	24	32	29	31	32	31	34	34	35	32	36	34	35	35	36	35	38	37	38	37	38	38	38	40	43	42	43	0	3	1	1	1	1	1	3	6	6	6	5	2	8	9	8	10	16	10	9	11	6	14	11	17	7	22	33	6	17	12	15	17	40	22	22	24	19	16	26	24	16	31	30	26	13	42	42	34	32	13	41	42	30	17	37	27	26	50	36	54	25	43	1	61	68	49	24	63	72	45	61	52	41	2	64	57	60	76	71	58	67	55	34	78	65	54	82	83	78	68	86	22	82	86	91	79	82	77	1	1	1	3	1	3	3	2	1	2	3	3	4	2	2	3	2	1	1	2	2	4	3	1	1	3	1	1	4	2	3	2	1	1	3	2	2	3	2	1	4	2	3	3	2	5	1	2	1	1	5	2	2	2	3	2	4	6	4	2	2	9	2	10	2	1	2	5	1	1	4	1	1	5	15	2	5	4	1	2	8	4	4	7	2	5	8	1	1	3	6	1	13	3	2	1	4	4	5
25500	-566.957210428062695	-563.676092195377464	-3.281118232685191	0.000318752913905	0.000015677772920	0.049184720313554	0.359917137311996	0	4	3	2	4	6	6	7	5	7	9	9	9	13	12	11	12	11	13	11	13	13	15	15	17	14	15	16	14	16	14	15	13	17	17	16	17	18	16	17	18	16	21	19	18	22	18	22	20	20	20	20	22	23	22	18	21	23	24	24	24	27	26	25	25	27	27	28	27	29	29	29	27	31	30	31	32	31	34	33	34	30	35	34	35	35	37	36	38	38	39	38	37	40	39	41	42	41	43	0	4	1	1	4	4	3	9	4	2	8	8	10	17	3	10	2	13	2	12	16	3	22	1	30	14	21	24	16	17	22	22	12	28	13	17	12	29	16	32	26	32	45	14	22	25	36	25	29	28	36	42	34	10	42	12	32	1	24	47	25	34	53	24	59	51	65	56	14	11	33	62	45	53	66	72	45	50	72	76	48	63	28	33	63	73	50	85	66	62	85	85	24	63	92	52	95	77	96	1	1	2	1	1	3	1	1	2	2	1	1	1	1	5	2	5	1	3	1	1	5	2	8	1	1	1	1	2	2	1	1	2	1	4	3	4	3	2	1	2	1	2	3	1	3	1	3	2	3	1	2	4	7	3	4	3	10	4	4	4	8	2	5	1	3	1	8	8	11	5	1	6	5	2	1	9	6	2	1	5	2	6	10	5	3	9	1	6	6	3	2	8	7	1	9	1	4	1
26000	-583.669608577326471	-580.978175394366417	-2.691433182960034	0.000242530273524	0.000017983912239	0.074151205857557	0.236196039082831	1	3	3	4	5	6	7	7	7	7	11	8	9	13	11	12	13	11	13	12	14	15	16	14	15	15	13	16	15	16	16	14	15	18	17	17	17	18	17	17	17	17	22	19	18	21	18	20	20	20	20	20	22	22	22	21	21	23	24	23	23	26	24	25	25	28	26	27	27	26	29	29	26	30	30	31	29	31	33	34	34	34	35	33	35	34	35	35	39	35	38	38	36	40	38	41	42	40	43	0	1	1	3	2	1	2	4	5	2	13	6	9	2	1	7	9	4	11	12	17	6	13	14	11	18	3	11	6	32	19	15	11	40	3	16	2	30	33	33	25	3	46	37	29	14	12	10	44	10	36	32	49	52	36	11	10	55	22	19	53	1	14	22	55	62	54	30	43	56	36	15	61	40	73	14	25	70	76	64	55	42	24	67	71	75	71	76	74	42	71	21	21	92	88	46	14	75	94	1	1	1	1	1	4	2	2	1	2	1	1	1	4	5	2	3	4	1	3	1	4	5	1	2	2	6	2	5	1	2	1	2	1	7	3	9	2	2	1	1	7	1	1	2	4	6	7	1	5	2	4	1	1	3	5	7	1	4	4	1	11	5	5	1	1	2	6	2	2	4	8	2	6	3	8	9	3	1	5	7	8	9	5	2	1	3	2	6	9	5	11	9	1	2	11	12	5	2
26500	-588.778030675198238	-585.844490427128790	-2.933540248069469	0.000372431658913	0.000023118619999	0.062074798007382	0.274634274213858	0	4	3	4	2	5	6	7	5	6	10	10	10	10	12	12	12	13	11	12	12	13	15	13	16	14	13	14	15	17	16	15	15	18	18	17	15	16	18	16	18	15	22	17	19	20	18	22	19	20	20	21	21	23	22	21	21	22	23	24	23	26	24	25	26	28	25	27	27	28	29	30	27	31	28	32	32	30	34	35	32	32	36	34	35	36	36	36	37	37	38	37	39	41	38	39	43	42	44	0	3	1	1	1	3	2	5	3	1	6	10	9	8	1	8	11	10	8	6	5	8	21	19	37	20	19	20	6	33	20	27	8	27	6	14	17	19	8	26	32	9	23	23	42	39	44	49	30	26	3	40	41	30	57	19	32	39	23	19	22	17	23	1	39	60	43	24	37	65	41	58	54	72	55	73	51	65	81	78	35	17	60	35	59	77	49	81	19	74	58	78	10	46	80	64	17	93	95	1	1	2	3	1	1	1	3	1	5	3	2	2	2	5	2	1	3	3	5	5	3	1	1	1	1	1	1	4	1	2	1	5	3	5	3	2	2	6	2	3	3	2	1	2	1	1	1	1	3	10	3	1	4	1	4	3	1	4	6	6	7	4	12	3	3	2	9	6	1	5	4	2	1	3	4	5	2	1	2	7	10	7	5	8	2	9	2	13	5	5	4	14	9	2	4	16	2	4
27000	-478.052390222438532	-475.607325735834650	-2.445064486603869	0.000268583053857	0.000024287132252	0.090426897392020	0.382011381790161	1	3	3	4	4	6	7	8	6	8	11	10	10	11	12	12	12	13	14	12	13	14	16	14	17	14	16	15	15	15	15	13	16	18	18	17	17	18	17	17	17	15	21	19	20	20	19	21	18	19	20	22	22	22	23	21	21	23	21	24	25	27	25	24	25	28	26	26	28	28	30	28	26	32	30	31	31	31	31	34	34	34	35	33	33	34	37	36	38	37	39	38	37	40	38	40	42	42	43	0	1	1	2	1	3	2	9	1	9	3	8	8	10	9	12	6	8	17	1	6	17	32	32	22	15	11	16	12	17	10	11	19	20	1	3	29	15	14	28	18	11	34	36	16	49	34	36	27	27	18	34	31	57	23	21	33	25	21	24	27	36	55	3	43	65	55	47	67	64	32	48	47	75	69	32	22	59	72	55	73	75	11	57	23	52	86	52	72	71	83	45	1	92	79	87	79	90	90	1	1	1	1	1	2	2	1	2	1	4	1	1	1	3	1	3	3	1	4	3	1	2	1	2	1	2	1	3	2	3	1	1	2	8	7	1	2	3	1	2	2	2	1	4	1	1	2	1	2	3	2	3	1	3	4	2	3	4	4	5	6	1	11	3	1	1	5	1	2	7	3	3	1	1	8	8	5	2	5	4	2	11	5	9	5	2	8	5	3	3	10	17	2	4	1	6	2	3
27500	-554.635390146425834	-550.324773513798732	-4.310616632627147	0.000323576637371	0.000008853451769	0.027361220640403	0.273686731413576	1	2	3	5	4	6	7	7	6	8	11	10	8	13	12	12	11	13	12	12	14	15	15	13	16	14	16	15	15	16	16	15	16	18	17	18	18	16	18	16	19	17	22	17	19	21	18	22	18	20	19	20	21	22	22	19	22	22	22	24	25	27	26	25	25	27	26	27	28	28	29	29	27	33	30	32	32	32	32	34	33	33	35	34	35	32	36	36	37	37	38	37	38	40	38	40	41	42	42	0	1	1	1	3	4	2	4	1	1	10	7	6	19	3	12	6	12	9	8	4	19	3	16	3	20	13	19	9	24	28	10	14	24	18	32	31	2	24	32	10	19	25	22	10	18	42	11	27	36	9	37	47	49	28	22	36	45	16	21	50	28	25	2	42	45	48	34	61	67	32	26	36	47	70	57	51	62	56	72	65	66	19	71	67	58	80	82	85	75	69	77	23	76	89	92	82	94	87	1	1	1	2	1	1	2	1	2	5	2	2	1	1	5	1	2	2	4	3	4	2	6	1	6	1	5	2	4	2	1	4	1	3	2	1	2	7	3	1	6	3	4	1	6	3	1	4	1	2	5	1	2	2	3	1	2	1	5	6	4	8	5	11	5	4	2	3	2	2	8	6	4	7	1	5	6	3	5	3	6	3	11	4	4	4	1	1	1	4	6	3	11	4	1	3	4	1	2
28000	-537.883869226726347	-535.476474395293508	-2.407394831432869	0.000322915627240	0.000030157580650	0.093391518113362	0.313647351815945	1	4	2	4	4	6	6	6	5	8	11	10	10	11	12	12	11	14	13	12	13	14	14	14	16	14	15	14	15	17	15	15	16	16	18	18	16	17	17	17	17	16	20	19	18	21	19	21	19	18	20	21	21	22	22	20	21	23	23	24	24	26	25	24	25	26	26	28	27	29	29	30	27	32	28	32	32	30	33	34	34	33	34	34	36	35	37	36	37	36	38	37	39	38	38	40	42	41	43	0	3	1	1	1	5	2	1	3	2	10	10	2	9	11	12	5	19	14	10	14	11	16	15	21	11	14	8	17	42	13	24	28	21	1	7	23	14	16	20	1	21	28	32	20	38	12	30	32	27	47	45	35	50	37	36	19	19	18	23	55	33	45	19	40	59	61	55	61	66	20	55	42	48	44	36	55	61	60	74	74	52	44	22	80	69	61	79	90	79	60	63	13	59	71	81	89	82	94	1	1	1	1	2	1	1	2	1	3	1	1	3	4	1	2	3	1	1	3	1	1	2	1	1	1	4	3	2	1	2	1	1	2	9	6	2	3	2	2	6	3	4	2	3	2	4	2	3	1	1	1	2	1	3	1	3	4	5	5	1	5	3	6	4	1	1	4	1	2	13	4	5	4	5	6	6	2	5	1	1	6	9	10	1	4	6	1	1	1	5	5	12	9	3	3	2	5	3
28500	-583.773355298344086	-580.733808622266338	-3.039546676077792	0.000352475136616	0.000020329417304	0.057676173982068	0.300525914931863	1	4	3	4	4	5	6	7	6	8	11	9	9	13	11	12	11	14	13	11	13	13	12	15	14	14	15	14	16	16	14	14	16	17	17	16	18	17	17	15	18	15	21	18	20	22	17	20	19	20	18	21	21	21	22	20	21	24	23	24	25	26	25	25	24	27	25	27	26	27	29	28	28	31	29	31	33	31	33	35	34	33	36	31	35	35	35	36	38	36	38	37	39	40	38	39	43	42	42	0	1	1	3	3	5	3	3	2	6	8	4	4	17	2	8	1	4	5	6	17	12	3	4	20	14	8	22	26	28	8	15	25	14	16	19	30	12	22	32	9	21	25	36	15	52	14	42	39	24	19	21	31	48	13	47	34	14	56	29	39	6	36	11	21	59	53	36	54	63	16	69	59	71	53	72	24	70	75	73	61	50	50	25	52	72	55	57	81	82	49	46	21	69	90	83	93	26	75	1	2	1	1	1	1	2	2	1	2	2	3	3	1	4	1	5	7	5	4	1	2	4	5	1	1	3	1	1	1	3	1	1	2	3	2	1	6	3	1	8	1	3	1	6	1	2	3	1	2	2	4	3	1	5	3	3	6	2	4	3	9	5	6	4	2	1	5	3	1	9	1	3	1	4	1	9	2	2	4	6	7	5	10	7	4	6	9	3	2	11	8	11	8	1	2	3	13	8
29000	-581.365943214948175	-578.396620561681857	-2.969322653266303	0.000411319937358	0.000024900260256	0.060537450276774	0.280640255493949	0	3	3	5	4	6	6	8	5	9	10	10	10	12	12	12	12	10	13	12	11	15	15	15	16	15	15	15	14	16	14	16	14	18	16	17	17	16	17	16	18	14	20	18	19	22	19	21	20	20	19	20	21	22	23	22	21	22	21	25	24	26	24	24	26	27	26	28	26	29	28	29	26	33	29	30	31	31	33	34	33	34	35	34	35	35	36	36	39	36	38	38	39	38	39	40	41	41	43	0	1	1	2	3	4	2	7	3	2	8	8	8	2	18	12	21	4	21	1	5	33	18	12	33	17	21	13	6	22	11	10	18	40	13	25	15	31	17	29	17	12	31	18	21	34	41	29	3	44	17	32	44	11	59	37	30	1	9	17	46	25	53	30	14	67	61	43	37	26	19	47	48	72	55	66	28	66	49	53	77	47	41	32	75	81	53	48	85	85	66	80	59	83	81	73	13	67	61	1	2	2	1	1	1	2	1	2	3	1	1	1	4	1	1	1	1	1	7	4	1	3	2	1	2	3	2	4	1	2	4	2	1	2	1	2	1	2	1	4	2	3	4	3	3	1	2	7	1	4	2	1	6	1	3	3	11	7	7	1	5	1	4	7	1	1	4	5	7	6	6	2	2	3	2	7	2	6	6	1	9	8	9	3	1	8	6	2	1	7	2	9	2	2	6	13	6	8
29500	-498.419167129573225	-494.871947278686207	-3.547219850887037	0.000332487532542	0.000013876608094	0.041735724609377	0.326273356625816	1	3	3	5	4	5	7	7	7	8	11	9	8	12	10	12	10	13	11	12	13	13	15	15	16	14	15	15	16	16	14	14	16	18	17	17	17	16	17	16	19	17	21	18	19	20	17	21	19	19	19	21	21	22	22	21	21	23	24	24	24	27	25	26	25	27	25	27	27	29	30	28	27	33	28	31	30	32	31	33	34	32	34	34	35	36	36	36	38	36	39	37	38	38	38	40	42	41	43	0	1	1	3	3	2	3	6	2	1	10	13	9	19	6	10	12	11	13	6	15	10	12	18	24	9	8	16	6	19	4	22	24	33	8	22	26	32	26	22	8	24	45	38	38	50	33	41	39	36	19	39	42	41	44	19	16	30	50	49	54	30	53	14	60	63	32	3	36	65	12	60	28	70	48	48	24	75	66	67	76	45	80	26	78	72	13	79	60	59	93	87	19	88	88	22	94	86	57	1	1	1	1	1	1	2	1	3	4	1	1	1	1	3	2	1	2	1	4	1	2	5	1	1	4	3	2	6	2	5	1	1	1	6	2	2	1	1	2	6	1	1	1	2	1	1	1	1	1	4	2	3	1	2	4	3	4	3	2	1	6	1	8	1	1	5	12	4	1	10	2	5	2	4	6	5	2	2	3	2	5	1	10	1	3	11	3	7	6	1	1	10	1	1	14	2	2	10
30000	-564.507781232050661	-561.738025715168646	-2.769755516882025	0.000297084985100	0.000020763835621	0.069891905221784	0.340505332502271	0	4	4	2	4	6	6	7	7	8	8	10	10	12	12	12	12	13	13	11	13	15	15	14	15	14	15	16	14	17	15	14	16	17	18	18	16	18	17	16	15	15	21	18	18	20	19	21	19	20	20	21	21	22	21	21	22	23	23	25	24	25	24	24	24	27	25	27	27	27	29	29	26	32	29	31	31	31	33	34	33	34	35	35	34	33	33	36	36	36	37	37	38	41	38	39	42	42	43	0	1	1	1	1	2	3	2	7	3	7	10	9	6	6	9	8	8	20	2	12	18	3	12	24	14	6	11	2	15	21	12	25	14	42	33	15	14	24	11	3	1	40	30	40	34	17	21	45	30	36	51	19	17	46	14	37	24	3	28	47	19	58	47	40	56	48	27	54	49	29	63	36	56	48	56	36	47	31	52	73	71	33	62	74	72	78	84	65	51	78	90	6	91	73	30	74	95	94	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	3	1	2	1	1	4	2	1	1	3	4	3	2	1	1	1	2	2	1	3	2	2	5	3	8	3	1	1	1	3	5	1	2	1	1	3	7	1	5	2	5	8	4	2	8	1	3	3	3	2	9	3	4	7	2	5	4	4	6	8	6	10	7	3	3	9	6	1	2	1	1	6	8	2	1	13	2	6	11	4	2	1
30500	-536.203863372384490	-533.079437404592113	-3.124425967792360	0.000318868804107	0.000017368854902	0.054470223109447	0.276547767939238	1	3	4	5	4	5	5	7	6	9	11	9	9	13	12	12	13	12	14	13	13	13	14	14	16	14	14	15	15	17	14	14	14	18	16	17	17	17	17	16	18	16	22	19	20	20	18	20	19	20	20	21	21	22	22	20	22	23	23	24	24	25	25	25	26	27	27	27	27	28	30	29	26	33	30	31	31	30	33	35	34	33	34	34	35	36	36	36	38	35	37	37	38	39	38	39	42	41	44	0	1	1	1	2	2	1	5	2	6	12	8	9	13	2	4	7	9	15	12	6	11	12	18	21	18	12	17	21	21	17	16	15	31	17	33	3	18	22	7	42	6	20	37	47	44	22	30	17	47	28	34	30	39	36	37	40	47	9	24	54	3	32	31	58	61	44	53	47	43	50	56	55	72	65	75	11	65	58	35	74	30	9	32	81	75	63	84	71	81	78	75	25	93	79	28	88	84	84	1	1	1	2	1	1	2	2	2	3	1	1	1	2	4	4	5	2	1	2	3	1	3	1	1	2	2	2	1	3	1	1	1	2	3	2	5	2	2	6	1	6	4	1	1	1	2	1	3	1	3	1	3	3	3	1	5	2	9	5	1	7	6	6	2	1	5	3	4	2	6	4	1	2	2	1	8	1	5	9	1	8	13	11	1	4	9	1	4	1	3	4	12	1	3	12	3	3	4
31000	-545.560088698639902	-542.328926008903068	-3.231162689736781	0.000328505948717	0.000016684102424	0.050787824356674	0.310523873748692	0	4	3	4	4	5	7	8	6	9	10	9	10	12	10	12	12	12	14	12	13	14	16	15	16	15	15	16	15	17	14	15	13	18	17	17	17	17	17	16	18	17	21	19	20	22	19	20	18	20	20	22	21	23	21	20	21	24	23	24	23	27	25	25	25	27	25	27	28	27	28	28	27	33	30	31	32	31	33	35	35	34	35	34	35	35	36	36	37	37	39	38	38	41	38	41	42	41	42	0	3	1	1	1	1	6	9	4	8	10	5	10	9	2	2	6	5	10	6	18	11	13	9	31	17	1	13	33	25	20	9	17	26	6	24	2	3	24	24	33	13	30	36	41	48	28	19	22	34	26	51	2	50	47	14	42	49	26	46	36	53	51	53	54	67	14	15	38	64	18	30	63	69	68	61	40	61	67	79	79	62	53	33	76	79	49	77	58	81	83	88	12	73	82	50	71	89	92	1	1	2	2	2	3	1	1	1	1	1	4	1	4	3	3	4	5	2	3	1	2	2	5	1	2	8	2	1	1	2	4	1	2	7	1	8	6	1	1	2	5	2	1	1	1	3	2	3	1	3	1	9	2	2	5	2	4	5	1	4	4	3	2	1	1	7	7	7	1	5	7	1	3	2	3	7	4	5	1	2	3	8	10	1	1	9	2	7	1	3	1	17	6	2	10	6	2	2
31500	-505.924936165356826	-503.412526502878620	-2.512409662478194	0.000343250689991	0.000029339723812	0.085476081089898	0.329681128809470	0	3	3	5	4	6	7	6	5	8	10	9	8	12	12	12	13	14	13	11	14	13	15	13	15	14	16	15	16	16	16	14	16	19	18	17	15	18	18	16	18	16	21	18	18	21	18	21	19	19	20	20	22	22	23	22	21	24	24	24	24	24	25	26	24	28	26	27	28	29	28	29	26	33	29	31	32	31	34	34	34	33	36	34	33	36	36	37	38	37	38	38	39	40	39	40	43	43	43	0	1	1	2	1	3	2	5	5	6	8	2	3	11	12	6	16	7	16	13	15	20	2	12	17	14	16	5	19	22	23	15	32	13	12	21	17	16	9	16	17	19	35	12	17	52	24	36	25	39	26	19	14	25	51	45	23	12	11	8	25	46	44	43	56	27	43	46	53	69	45	71	36	55	63	72	35	38	76	69	66	45	28	48	65	82	54	85	88	42	86	80	63	95	82	59	87	82	93	1	2	1	1	2	2	2	1	1	1	3	3	2	1	2	3	1	4	1	2	1	2	6	2	1	1	3	6	1	2	1	1	1	6	4	1	1	4	6	2	2	2	2	4	4	1	3	2	2	1	3	2	4	4	2	4	3	6	6	8	5	2	3	3	1	6	2	3	3	1	7	1	4	5	2	1	6	7	1	3	2	9	10	8	4	3	8	2	1	11	2	2	7	1	2	9	3	5	2
32000	-613.036156760366453	-609.218205028954685	-3.817951731411735	0.000633366324970	0.000022590704590	0.035667675560411	0.365749969083831	0	3	2	4	5	6	6	8	7	9	10	10	10	13	11	11	12	13	13	11	14	14	13	14	15	12	15	16	15	17	15	15	15	19	17	16	18	16	18	16	17	16	21	18	19	22	18	21	18	19	19	21	21	21	22	22	21	23	23	25	24	25	22	26	24	27	26	28	27	28	30	29	27	32	29	30	32	31	32	34	34	33	33	35	36	36	36	36	38	37	39	37	37	39	37	40	43	42	41	0	3	1	3	1	2	1	9	3	8	7	10	2	13	11	10	5	12	12	11	5	14	9	18	11	15	17	2	11	3	22	14	12	35	6	21	15	11	25	29	25	17	45	40	49	54	22	25	21	31	13	30	19	41	53	28	39	32	27	35	63	25	34	9	57	54	56	8	65	67	63	61	58	76	34	28	16	68	55	77	76	73	48	28	83	78	48	77	83	66	92	79	6	86	74	75	79	88	72	1	1	1	1	2	1	3	1	4	1	2	1	5	2	1	1	3	2	2	1	4	1	2	1	3	1	2	8	1	8	1	1	2	1	5	1	3	3	2	1	1	2	1	1	1	1	2	3	2	3	5	2	5	2	1	4	2	5	5	4	1	7	1	6	1	3	2	11	2	1	6	3	2	1	4	8	11	2	6	1	2	3	3	8	1	2	9	2	4	7	1	2	15	2	3	6	5	3	5
32500	-562.287404584027399	-560.083006603016884	-2.204397981010469	0.000308307630626	0.000034638909993	0.112351776447662	0.368177909361932	0	2	2	4	4	6	6	8	7	8	10	10	9	12	12	12	12	13	13	12	14	15	13	15	16	14	15	16	16	17	14	14	15	18	17	17	16	18	16	17	19	16	19	18	18	21	17	22	20	18	18	22	22	19	23	21	20	23	23	23	24	26	26	26	25	27	26	28	27	28	29	29	27	32	29	31	31	31	33	34	34	33	34	34	36	33	37	36	37	37	37	37	38	40	38	39	43	42	41	0	1	1	2	3	5	5	1	5	2	8	10	5	8	11	4	6	2	16	12	15	11	14	19	17	11	12	19	31	27	17	17	19	37	12	33	13	11	10	23	32	18	38	24	32	49	21	23	38	28	24	46	21	20	56	18	10	28	30	33	56	51	18	46	49	56	37	55	60	42	2	43	55	66	67	64	9	52	74	76	77	11	65	53	83	67	67	82	47	83	79	77	11	82	82	20	88	86	85	1	1	1	1	2	1	2	4	1	3	1	2	3	2	1	4	3	5	1	1	1	2	1	1	2	3	2	2	1	1	1	1	1	1	6	1	2	3	4	2	2	1	1	2	2	1	1	4	1	1	1	1	4	3	1	4	6	2	3	2	2	7	5	2	3	3	4	3	2	5	15	7	2	2	1	2	10	5	1	1	1	10	6	6	2	4	5	1	10	2	2	3	13	5	2	13	4	4	2
33000	-660.028964476314400	-657.184419945041441	-2.844544531272970	0.000392286962433	0.000025951170687	0.066153538537518	0.290396040536311	1	3	4	5	3	6	7	8	6	7	9	9	10	13	12	12	11	13	14	10	13	14	14	13	16	12	16	16	14	17	15	15	14	19	18	17	18	14	17	15	19	16	20	18	18	21	17	22	17	19	19	20	21	21	20	21	21	23	23	22	24	25	22	25	25	27	26	28	28	29	29	30	28	32	30	30	32	31	31	34	33	33	35	35	33	35	35	37	38	37	38	38	38	39	38	40	41	43	43	0	1	5	1	1	5	1	6	4	3	4	3	5	16	12	12	7	16	26	8	12	26	16	20	32	8	8	20	12	32	21	17	16	38	2	32	26	8	25	2	16	1	34	25	22	55	29	49	11	40	49	40	51	52	16	45	21	18	13	7	53	36	18	51	49	5	43	35	31	68	31	67	53	79	37	69	53	22	75	78	75	74	13	65	62	69	72	83	74	82	72	80	19	25	73	80	93	79	91	1	1	1	2	2	2	4	1	1	1	2	2	3	1	1	2	2	1	1	1	3	1	1	1	1	2	6	3	4	1	1	1	1	3	9	1	5	3	1	6	2	7	1	1	2	1	1	2	3	3	1	3	1	1	3	1	4	4	9	7	1	3	5	3	6	9	3	7	5	1	6	2	3	1	6	1	6	8	1	2	2	1	13	3	4	3	2	1	4	2	4	4	13	11	5	4	2	6	2
