step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-3113.372222607807089	-3111.910140523288192	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.507993083931131	-1	2	1	1	3	2	3	6	3	5	6	6	6	6	5	6	6	8	7	7	8	8	8	10	8	7	8	8	8	9	9	8	10	9	10	10	10	11	10	9	10	10	10	10	9	12	10	11	11	12	12	11	11	10	11	11	12	11	12	12	13	12	13	14	12	13	13	14	13	14	14	14	13	14	17	15	15	15	15	15	14	15	17	16	17	17	16	17	17	16	17	17	17	17	17	17	19	17	20	20	18	19	20	22	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	4	2	3	4	4	4	4	3	4	4	5	4	4	5	5	5	6	5	4	5	5	5	5	5	5	6	5	6	6	6	6	6	5	6	6	6	6	5	7	6	6	6	7	7	6	6	6	6	6	7	6	7	7	7	7	7	8	7	7	7	8	7	8	8	8	7	8	9	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	10	9	11	11	10	10	11	12	12
500	-935.501587368586911	-933.580566357674456	-1.921021010912510	0.000010020681410	0.000021439818772	2.139556971722767	0.352489141693680	-1	2	1	1	4	1	2	5	4	6	6	5	6	7	6	5	5	6	6	8	6	8	8	11	8	7	9	6	8	6	7	6	10	10	11	10	9	10	10	10	10	9	8	11	10	13	10	10	11	13	12	11	11	7	11	12	12	12	12	12	14	9	14	15	12	13	13	15	13	15	13	13	14	15	18	13	15	15	15	16	14	15	17	17	16	17	16	17	18	16	17	18	18	15	18	17	19	17	20	21	18	19	21	22	23	0	4	1	1	2	1	4	6	6	2	5	4	6	32	7	7	5	12	12	13	3	1	14	15	16	16	16	17	17	12	18	9	43	17	19	19	21	21	14	25	28	28	17	45	29	25	25	27	25	30	30	31	31	32	42	36	40	17	25	31	26	30	31	53	54	54	16	31	55	19	60	48	31	65	76	16	31	26	62	30	54	54	54	31	58	70	54	67	62	21	66	31	48	31	62	54	32	50	48	97	66	54	62	60	52	1	1	2	1	1	1	1	3	2	2	1	2	2	1	2	2	1	1	1	1	3	5	1	3	2	1	3	1	2	1	1	1	2	2	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	5	3	2	3	1	1	1	1	4	3	4	5	2	3	1	2	4	5	5	1	6	1	1	5	3	3	5	4	2	4	8	3	5	4	8	2	2	3	2	4	7	2	9	6	4	6	7	10	2	6	2	3	6	7	7	8
1000	-783.039975997847478	-781.340302501980318	-1.699673495867175	0.000010071099970	0.000016057701792	1.594433760008721	0.434570315653250	-1	2	1	1	3	1	3	5	3	5	6	5	5	4	5	6	5	6	7	7	5	8	7	10	8	7	9	7	9	7	8	7	11	10	10	9	8	11	10	9	11	10	11	10	9	12	11	12	10	12	12	10	10	10	11	12	12	12	12	12	11	11	14	15	11	14	14	14	13	15	15	14	14	15	17	16	14	15	16	16	14	14	18	16	17	18	16	17	17	17	16	18	17	18	17	18	19	18	21	21	18	20	21	22	24	0	4	1	1	2	1	4	9	6	2	5	2	9	6	7	7	5	12	11	9	9	6	14	15	16	16	25	17	17	12	18	14	11	45	19	19	13	37	14	26	28	28	17	45	17	16	16	26	25	30	30	31	31	14	42	36	40	44	49	52	26	30	53	31	54	54	59	31	55	56	60	61	52	65	59	49	60	61	62	30	65	54	54	71	58	70	54	59	62	65	65	31	61	60	62	54	65	79	78	90	65	65	50	77	94	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	4	2	3	1	1	1	1	2	1	2	2	2	1	2	2	2	2	2	1	3	2	2	1	2	3	2	2	1	5	3	2	1	2	1	2	2	2	1	1	2	2	1	4	1	2	2	3	1	2	1	2	2	2	3	4	2	2	3	7	2	2	6	1	3	2	3	2	3	5	2	9	4	3	5	4	8	1	3	2	3	5	6	5	3
1500	-724.004545723622641	-722.376041606421836	-1.628504117200772	0.000010134264001	0.000014411295167	1.422036683184329	0.513265633364767	-1	2	1	0	3	3	3	6	4	5	6	6	7	5	5	4	5	7	7	7	7	9	8	11	6	7	7	8	9	9	8	7	8	8	11	11	9	8	10	9	10	10	10	9	9	11	10	12	9	13	12	11	12	8	11	12	12	12	11	13	10	10	12	13	11	13	13	15	14	13	14	15	14	13	17	15	16	15	14	15	15	15	18	16	17	17	16	15	17	16	16	18	18	18	18	17	20	16	20	19	18	20	21	20	23	0	4	1	1	4	3	4	9	6	2	5	4	6	6	7	7	5	12	12	9	9	13	14	15	16	25	7	17	17	12	18	14	17	17	19	19	8	20	23	27	33	28	33	33	17	27	16	61	25	62	12	31	31	32	42	19	40	44	49	63	26	30	31	31	54	54	59	64	55	56	60	61	63	65	59	59	60	61	62	30	65	74	65	71	58	56	66	59	62	54	54	63	61	60	50	90	65	79	78	87	74	65	62	77	104	1	1	1	1	2	1	1	1	1	1	1	3	3	1	1	1	1	1	1	2	2	2	2	3	2	1	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	4	1	2	2	4	2	2	1	1	3	2	2	1	1	1	1	3	2	2	3	2	1	2	1	1	2	1	2	2	2	2	3	2	4	2	1	5	1	3	2	2	2	3	4	4	3	3	2	3	1	6	2	4	3	2	6	5	3	2
2000	-642.757832147312229	-641.104543212935596	-1.653288934376596	0.000010055149163	0.000014903267641	1.482152815412637	0.546571448586490	-2	2	1	1	3	2	3	5	3	5	5	5	6	6	6	5	6	8	7	7	9	8	8	10	9	7	8	8	8	8	9	8	9	8	11	10	10	10	10	9	10	10	11	10	9	12	11	12	11	12	13	12	12	10	11	11	11	11	12	13	11	10	11	14	12	14	14	15	13	12	14	15	13	14	17	15	16	16	14	16	14	15	18	15	17	17	16	17	17	16	16	18	18	17	17	18	20	17	21	21	17	20	20	21	23	0	4	1	1	2	1	4	6	6	4	5	4	6	9	7	7	11	12	12	13	20	13	14	15	16	16	16	17	17	12	18	13	17	17	19	19	20	13	23	26	28	33	45	29	29	26	25	61	25	62	30	31	31	32	42	36	40	44	49	53	26	30	31	31	54	65	59	31	55	56	60	61	63	54	59	59	60	61	62	62	65	66	65	71	58	56	74	76	62	65	65	84	72	60	80	66	87	79	78	87	74	74	80	77	104	1	1	1	2	1	2	1	2	1	2	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	2	2	1	2	3	2	1	1	1	1	1	1	1	1	3	1	1	1	1	4	2	2	2	1	1	2	1	1	1	2	1	1	3	1	2	2	3	1	1	1	2	1	3	3	3	2	3	1	4	2	1	3	1	3	2	1	1	4	3	2	2	2	2	1	3	2	2	4	2	1	3	3	3	1
2500	-648.352419149120124	-646.539938074140082	-1.812481074980084	0.000009994856575	0.000018682653810	1.869226803789334	0.632588304026589	-1	2	1	1	4	0	3	5	3	4	7	4	7	6	6	5	6	6	7	7	8	7	9	9	9	8	9	8	7	6	8	8	10	9	10	10	9	10	8	10	10	10	9	10	9	11	11	12	9	13	11	11	11	10	12	12	13	12	12	13	11	11	13	13	12	13	13	15	14	14	14	15	14	14	17	15	16	15	12	15	15	15	16	15	17	18	16	17	17	16	16	18	18	17	17	18	19	17	21	21	19	19	20	21	23	0	4	1	1	2	1	2	6	6	2	2	2	6	9	7	7	5	12	12	14	8	8	39	15	16	16	16	17	17	12	18	14	29	17	19	19	20	20	14	27	28	28	29	17	29	27	27	61	16	62	12	31	31	32	42	35	40	44	49	53	27	30	53	52	54	54	59	31	55	56	60	61	53	54	59	59	60	61	62	62	54	66	81	71	58	70	54	59	62	54	54	84	48	60	80	81	87	79	78	87	66	83	95	94	104	1	1	1	1	1	1	1	2	2	1	2	1	3	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	3	2	2	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	2	2	2	3	1	2	2	1	1	1	3	2	3	2	4	2	3	2	4	2	1	1	2	2	3	2	3	2	2	2	1
3000	-616.526917969942133	-614.650741975524625	-1.876175994417492	0.000009990176600	0.000020249644255	2.026955585045305	0.659662220605869	-1	2	1	1	2	1	3	6	3	5	6	6	6	7	5	6	6	8	7	6	7	9	8	10	7	7	8	8	7	9	9	8	10	9	10	10	10	12	10	9	10	9	10	10	8	12	10	12	10	12	12	11	12	11	12	11	13	11	13	12	10	11	13	14	12	14	14	15	13	14	14	14	14	14	17	15	15	16	15	16	14	14	17	16	14	17	16	16	17	16	15	18	18	17	17	18	18	17	20	20	17	19	20	22	23	0	4	1	1	4	1	2	9	6	2	5	2	6	8	7	7	5	12	12	9	6	21	14	15	16	16	25	17	17	12	18	14	29	45	19	19	9	21	23	26	28	17	29	17	29	16	27	61	27	62	30	31	31	32	42	36	40	44	49	31	26	30	52	52	54	54	59	53	55	56	60	61	63	54	59	59	60	72	62	62	54	65	81	71	58	70	65	59	62	54	65	84	72	60	80	83	87	79	78	87	81	91	95	94	104	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	3	1	1	2	1	2	2	1	3	1	1	2	1	2	1	2	2	2	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	3	2	3	2	2	2	2	2	1	1	1	1	3	2	2	2	2	2	1
3500	-604.382341064533989	-602.562784756637825	-1.819556307896220	0.000009470754351	0.000017867844059	1.886633672086064	0.653319805855006	-3	2	-2	1	4	2	3	5	4	5	6	6	6	7	5	6	6	8	8	7	8	8	9	9	9	7	8	9	9	9	9	9	9	10	10	9	11	11	11	9	11	10	10	11	10	11	10	12	12	13	13	12	10	10	11	11	12	12	12	12	11	11	13	14	12	14	13	14	13	14	14	14	14	15	17	15	15	13	15	15	14	15	17	15	16	16	16	17	17	16	16	17	15	17	18	18	19	18	20	19	19	18	20	21	22	0	4	1	1	2	3	4	9	6	2	5	10	8	6	7	7	5	12	12	8	6	13	14	15	16	16	7	17	17	12	18	14	17	17	19	19	20	21	23	26	28	28	17	45	17	25	25	61	16	62	30	31	31	32	42	36	40	44	25	31	27	30	31	31	54	54	59	53	55	56	60	61	63	65	67	59	60	61	62	62	65	81	66	71	58	70	66	67	79	65	65	84	72	60	80	90	87	79	78	87	74	90	95	94	104	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	3	1	1	2	2	1	4	2	2	1	1	1	2	2	1	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	2	1	2	2	1	2	1	2	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	1	2	1	2	2	1	1	3	2	1	1	1	3	1	2	1	1	2	1
4000	-630.929831959025023	-629.093116205994875	-1.836715753030188	0.000009778686494	0.000018862714903	1.928962025201816	0.632722695316052	-1	2	1	1	3	3	3	6	4	5	5	6	6	5	5	6	6	8	7	8	9	9	8	10	8	7	9	8	8	9	9	8	11	10	9	11	10	11	10	9	11	10	10	9	9	12	9	12	9	13	11	10	11	10	12	11	12	11	11	12	11	11	11	13	11	14	13	15	13	14	14	14	13	14	17	15	16	15	14	15	13	15	15	16	17	18	16	16	17	15	17	17	17	17	17	18	19	17	21	20	18	19	20	21	22	0	4	1	1	2	1	4	9	6	2	2	4	9	6	7	7	5	12	12	13	8	13	14	15	16	16	16	11	17	12	18	9	29	29	19	19	8	13	14	25	29	28	29	5	17	27	16	61	25	62	30	31	52	32	42	19	40	44	27	31	26	30	31	31	54	54	59	64	55	19	60	61	60	54	76	59	60	72	62	62	65	66	65	71	58	70	54	59	79	54	81	84	72	52	80	91	87	79	78	97	74	74	95	77	104	1	1	1	1	1	2	2	1	1	2	2	3	1	1	1	1	1	1	1	1	1	1	2	3	2	1	2	2	1	2	1	2	2	1	1	2	2	2	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	2	2	1	1	4	1	3	1	2	1	2	2	1	2	2	2	1	2	1	3	2	3	2	1	3	2	1	1	3	1	1	2	2	3	1	2	3	2	4	1
4500	-608.562570312689672	-607.004420894980171	-1.558149417709507	0.000010026283973	0.000012527916465	1.249507444555847	0.604469218660440	-1	2	0	1	3	2	3	6	4	6	5	6	5	3	5	5	6	7	8	7	8	8	7	10	9	8	7	7	8	9	9	8	10	10	11	10	10	12	10	10	10	10	11	10	9	12	10	12	11	12	12	10	12	11	12	12	13	11	12	12	11	11	13	14	12	14	14	15	14	15	14	14	14	14	17	16	16	16	14	16	15	16	17	16	17	16	16	16	17	17	17	18	17	17	17	17	19	16	21	20	19	18	21	22	24	0	4	1	1	4	3	4	9	6	2	5	2	9	6	7	7	5	12	10	13	9	8	14	15	16	16	7	17	17	12	18	14	29	29	19	19	13	37	14	27	28	29	41	29	17	27	25	61	25	62	30	31	52	32	42	36	40	44	49	52	26	30	53	31	54	54	59	53	55	56	60	61	63	65	59	59	60	72	62	62	66	66	74	71	58	70	66	59	98	81	81	84	72	60	80	81	87	79	78	97	90	65	95	77	104	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	1	3	1	2	2	1	2	1	1	2	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	4	1	2	1	1	1	1	1	2	1	2	2	2	2	1	2	3	1	1	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	3	1	1	3	2	3	1
