step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
15000	-315.264626046180013	-321.203823265265214	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.801077811774981	1	2	3	3	2	5	5	5	5	5	5	7	6	7	7	7	7	6	7	7	6	7	7	6	7	6	7	9	8	9	8	8	10	8	9	10	10	11	10	10	11	11	12	11	12	12	14	14	14	15	13	16	17	20	19	0	1	5	2	1	3	3	3	5	3	3	3	5	5	6	6	24	6	6	7	7	7	10	6	6	9	3	13	14	15	17	17	27	25	14	20	7	13	31	27	35	39	44	31	39	39	42	45	42	39	0	49	52	52	53	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	3	3	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1
15500	-315.353367740871192	-321.292564959956394	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.789877677639740	-1	2	4	4	3	5	5	6	4	6	6	6	6	7	7	7	6	6	7	7	8	7	8	8	7	7	8	9	8	9	9	8	9	8	8	10	10	11	9	9	11	12	12	12	12	13	14	15	16	15	14	16	18	20	19	0	1	5	2	1	3	3	5	5	3	3	3	5	5	6	13	6	6	6	7	7	7	10	17	6	9	12	13	13	15	19	13	14	12	13	20	21	28	17	25	35	39	31	39	39	39	42	39	43	47	0	44	49	52	53	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	2	3	1	1	1	1	2	1
16000	-336.564080659193507	-342.503277878278709	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.675255036614062	0	2	4	3	2	3	5	6	4	6	5	7	4	7	7	6	6	6	6	8	8	6	7	8	6	7	6	8	9	8	7	8	9	7	8	10	10	10	10	10	10	12	12	13	11	14	14	15	15	14	15	15	19	21	18	0	1	5	2	1	5	3	11	5	3	5	11	5	18	6	11	3	11	6	7	22	7	10	15	3	9	3	13	11	11	11	11	14	11	11	21	21	28	31	25	28	39	45	42	31	39	42	42	42	44	0	42	52	52	52	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	2	2	2	2	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1
16500	-334.809752180579437	-340.748949399664639	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.714783239614861	1	3	3	4	2	4	5	5	6	7	6	7	6	7	8	6	7	6	6	7	8	7	8	6	7	8	8	9	9	9	9	9	9	9	7	10	11	11	8	11	11	11	13	13	12	12	15	15	16	14	14	16	17	21	17	0	1	5	2	1	3	3	3	5	3	3	3	5	13	9	6	9	6	6	7	7	7	13	6	9	13	13	9	35	15	17	17	35	25	5	20	21	28	17	34	35	39	46	31	31	42	44	42	42	39	0	50	48	52	50	1	1	1	1	1	1	1	1	3	2	1	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	3	1	1	1	2	2	2	1	1	1	3	2
17000	-314.563809184285390	-320.503006403370591	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.728138004531512	0	3	3	4	2	4	4	5	5	6	5	5	5	7	7	6	6	6	6	8	8	8	8	8	7	7	6	7	8	8	8	7	9	7	8	9	10	11	10	10	11	11	12	14	12	13	14	16	17	15	13	16	17	19	18	0	1	5	2	1	3	3	3	5	3	3	3	5	19	16	5	6	6	6	7	7	7	6	17	18	9	3	13	14	16	17	17	13	12	14	20	22	28	31	34	29	39	39	39	42	43	39	42	47	42	0	47	50	53	53	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1
17500	-315.113444475226231	-321.052641694311433	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.804813572762446	0	2	2	3	3	4	5	4	5	5	6	6	6	6	6	6	6	6	7	6	8	7	7	7	6	6	7	8	8	8	8	8	9	7	8	10	11	11	10	10	10	11	13	14	11	12	14	16	16	15	14	16	17	22	19	0	1	1	2	3	3	3	3	6	3	3	3	5	5	6	6	10	6	6	7	22	7	3	17	7	9	17	13	14	15	17	19	12	25	14	20	21	28	31	12	35	39	42	39	31	42	39	47	42	39	0	47	44	53	53	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	2	1
18000	-317.862842110376732	-323.802039329461934	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.807897489518015	0	1	3	3	4	4	5	5	6	6	6	7	6	7	8	6	7	6	6	8	7	8	8	6	7	8	6	8	9	9	9	7	9	7	8	10	10	12	9	10	9	11	12	13	12	14	14	16	15	15	13	16	18	18	17	0	1	1	2	3	3	3	3	3	3	3	3	5	5	16	6	24	6	3	7	7	7	19	6	11	9	3	13	19	15	19	19	14	19	11	20	21	28	17	27	14	31	42	31	42	43	42	47	42	44	0	45	52	50	49	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	1	2	1	3	1	1	2	1	1	1
18500	-316.038627939831656	-321.977825158916858	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.851326624201618	0	1	3	3	4	4	5	5	6	6	5	7	5	7	6	5	7	6	6	7	8	6	7	6	7	7	6	9	9	8	8	8	9	9	9	10	10	12	8	10	10	11	12	13	10	14	14	15	16	16	14	15	17	21	18	0	1	1	2	3	3	3	3	3	3	3	6	5	8	3	3	10	6	6	7	22	7	10	6	10	9	3	13	14	15	24	24	14	25	14	20	21	28	24	34	14	31	39	17	39	43	43	42	47	47	0	45	52	53	53	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	1	2	2	1	1	1	2	1	2	1
19000	-291.380607247579007	-297.319804466664209	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.878438861844476	1	2	3	3	4	5	5	5	6	5	5	6	6	7	7	6	7	6	6	8	8	7	7	8	7	8	6	8	8	9	9	9	9	8	9	10	10	10	9	10	10	11	13	13	11	14	14	15	16	15	13	17	19	21	18	0	1	1	2	3	3	3	3	5	3	3	3	5	5	6	6	6	6	6	22	7	7	10	12	12	9	3	13	14	15	17	12	14	27	29	20	21	28	17	34	32	39	42	39	39	43	42	44	44	42	0	50	49	52	52	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1
19500	-324.734259063274919	-330.673456282360121	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.773648418436099	1	3	3	4	4	4	5	5	5	6	4	5	5	7	7	6	7	6	7	7	8	7	6	7	7	7	7	9	7	9	8	8	10	8	9	10	11	12	9	9	10	12	12	13	13	14	14	15	16	15	14	16	18	20	19	0	1	1	2	3	3	3	3	5	3	3	3	5	12	23	6	6	6	6	7	23	3	3	3	18	9	12	13	5	15	17	17	14	18	29	20	21	13	31	24	29	39	39	39	42	43	42	44	44	44	0	50	52	50	53	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	1	1	1	2	1	1	2	1	3	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1
20000	-296.553611959173963	-302.492809178259165	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.829886993020519	1	3	3	4	4	4	5	5	5	7	5	5	6	7	6	6	6	5	6	6	8	7	8	7	8	7	8	9	8	8	7	9	10	9	9	10	10	11	9	10	10	11	11	14	13	12	14	16	16	14	14	16	18	21	18	0	1	1	2	3	3	3	3	5	3	3	3	12	5	6	6	6	6	6	7	7	7	14	17	13	9	3	10	14	15	17	17	29	25	29	20	21	28	31	27	35	39	39	42	42	43	42	47	44	45	0	50	44	53	52	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1
20500	-342.697569610263997	-348.636766829349199	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.813338069611920	0	2	3	4	4	5	5	5	6	7	5	7	5	8	6	7	8	6	6	7	9	7	7	6	7	8	6	9	8	7	7	9	9	9	9	10	11	12	9	11	10	11	10	14	12	11	14	16	16	16	15	16	18	20	19	0	1	1	2	3	3	3	3	5	3	3	11	3	6	3	6	6	6	6	7	22	7	6	3	3	9	3	13	5	15	24	17	29	24	29	20	21	5	31	34	14	39	39	42	42	43	39	44	44	42	0	42	52	52	53	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	2	1	4	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1
21000	-319.794620078300056	-325.733817297385258	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.732020054297628	0	2	4	4	3	4	5	5	5	5	6	8	6	6	7	7	5	6	7	8	9	7	7	7	6	8	7	8	9	9	8	8	9	8	7	10	10	11	10	11	10	12	12	13	12	13	15	16	16	15	15	17	16	20	18	0	1	5	2	1	5	3	5	5	5	3	5	3	5	6	18	6	6	17	7	20	7	10	17	5	9	14	13	35	15	17	17	12	25	14	20	21	28	32	34	35	39	39	39	39	39	42	39	39	42	0	50	42	50	53	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	2	1	2	2	3	2	1	1	1	2	2	1
21500	-352.536798641612734	-358.475995860697935	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.586546376210124	0	3	3	4	2	4	4	5	4	7	6	6	5	7	7	7	7	5	6	7	9	6	8	7	7	7	7	9	9	9	9	9	9	9	8	10	10	11	10	10	10	11	12	13	13	13	13	16	16	16	14	17	19	21	19	0	1	5	2	1	3	3	3	5	19	3	3	5	19	19	13	13	6	6	7	20	7	13	19	13	9	13	11	14	15	17	19	19	13	14	20	21	28	31	34	6	23	39	39	39	42	39	47	45	44	0	44	42	48	52	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	2	1	1	1	1	4	1	1	2	1	1	1	1	2	1	1	3	5	2	1
22000	-331.500592750341980	-337.439789969427181	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.648926361235931	1	3	5	4	2	4	6	6	5	6	5	8	4	7	8	7	6	5	6	7	9	8	8	7	7	8	7	7	7	9	8	9	9	9	9	9	11	11	9	10	10	11	11	13	13	13	13	14	16	15	15	16	18	20	18	0	1	13	2	1	5	3	3	5	3	5	27	5	11	3	18	6	6	6	7	7	7	10	6	11	9	11	11	3	15	3	3	27	11	29	20	21	28	31	9	29	39	39	24	39	43	39	39	48	42	0	48	47	53	52	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	3	2	1	2	2	1	3	1	1	3	1	2
22500	-348.582286739162043	-354.521483958247245	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.716137545869683	1	3	3	3	2	4	5	6	5	7	5	7	6	8	8	7	6	6	5	7	8	7	6	7	7	7	6	9	9	9	9	8	9	8	9	8	10	9	10	10	11	12	11	13	12	13	14	15	16	14	13	16	19	21	18	0	1	5	1	1	3	3	3	5	3	3	3	5	6	6	13	6	6	6	7	22	7	3	6	6	9	3	13	14	6	17	17	27	9	14	20	21	13	34	34	35	43	31	17	31	43	42	31	46	45	0	42	50	45	44	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	2	1	1	2	2	5	3
23000	-337.512388491943113	-343.451585711028315	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.620896639782382	0	2	2	4	3	4	4	5	5	6	6	7	7	6	6	7	5	5	6	8	7	6	7	7	7	7	6	8	8	8	7	8	9	8	9	10	10	11	9	9	10	12	12	14	11	14	13	15	17	15	14	16	19	21	18	0	1	1	2	3	3	3	3	5	3	3	15	5	5	6	27	6	6	6	7	7	7	10	17	6	9	3	5	14	15	17	17	14	25	29	20	22	28	31	21	35	39	39	43	24	45	31	39	45	39	0	44	47	53	52	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	3	2	3	2	1	1	3	1	1
23500	-315.699935387762935	-321.639132606848136	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.755854177743068	1	3	3	4	4	4	5	6	5	5	4	8	6	6	6	6	6	6	6	7	8	8	6	8	6	8	7	9	8	9	8	8	9	9	9	11	10	12	9	10	10	11	10	14	12	13	13	16	17	14	14	16	17	21	19	0	1	1	2	3	3	3	3	5	3	3	25	5	5	6	11	6	6	6	7	7	7	10	17	6	9	3	13	14	15	17	17	14	25	29	20	21	28	31	25	35	39	31	39	39	39	42	43	44	45	0	50	52	49	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	3	1	2	1	1	1	1	1	3	1
24000	-324.044147538134951	-329.983344757220152	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.701599150061350	1	2	3	3	4	4	5	5	6	5	5	6	6	6	7	5	7	6	6	7	9	8	7	5	6	8	8	9	8	8	8	9	9	9	9	10	9	11	9	11	10	12	11	12	13	13	14	15	16	15	14	17	18	20	19	0	1	1	2	3	3	3	3	5	3	3	3	5	5	3	3	24	6	10	7	7	7	10	6	6	9	10	18	14	6	17	17	29	25	29	20	22	28	17	34	35	31	39	31	39	43	39	47	42	42	0	49	45	52	52	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2	1
24500	-317.770719071953579	-323.709916291038780	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.903962514686721	-1	1	4	3	3	5	5	6	5	5	6	6	5	7	8	7	8	7	7	7	8	8	8	7	7	8	8	7	9	9	7	9	9	8	8	10	11	11	10	10	10	9	11	13	13	14	14	15	16	15	14	16	18	18	16	0	1	5	2	1	3	5	5	5	5	3	3	5	3	6	12	24	6	6	7	7	20	10	6	6	9	3	5	35	15	6	24	5	25	14	20	21	28	42	34	14	31	39	39	42	43	44	44	47	45	0	44	52	52	45	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2
25000	-329.050789369185225	-334.989986588270426	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.795920219103025	0	1	3	3	2	4	5	6	4	5	5	7	6	6	6	6	7	6	7	7	7	8	7	7	8	8	6	7	9	8	8	9	6	9	8	11	10	11	9	11	9	11	12	13	13	13	14	16	17	15	11	17	19	21	18	0	1	5	2	1	3	3	3	5	3	3	3	5	5	6	6	6	6	11	7	7	7	10	6	19	27	3	5	12	15	17	12	5	25	14	20	21	28	31	34	35	39	39	39	42	43	39	43	48	42	0	50	55	52	48	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	3	2	1	2	1	1	1	1	1
25500	-329.377702559786542	-335.316899778871743	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.812639141533822	0	1	2	3	3	4	5	5	5	6	5	8	5	7	7	7	6	5	6	7	9	7	7	7	7	7	5	8	7	8	8	7	9	8	9	10	10	11	10	10	10	11	13	14	11	13	13	16	17	15	14	16	17	22	19	0	1	1	2	3	3	3	3	5	27	3	19	5	27	6	27	6	6	6	7	22	7	10	19	6	9	3	13	27	15	3	17	14	25	29	20	21	28	17	34	35	31	45	31	17	45	45	47	48	47	0	50	50	52	53	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	3	1	1	1	1	2	1	2	2	1	1	2	1	3	4	1	1	1	1	2	1	1	1	2	1
26000	-308.159266577396977	-314.098463796482179	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.795758458541753	1	3	3	4	4	4	5	6	5	6	5	7	6	6	8	6	7	6	6	7	8	8	5	6	7	7	6	9	8	9	8	9	6	8	9	11	10	11	10	10	11	12	12	14	12	14	14	16	16	14	15	16	18	21	19	0	1	1	2	3	3	3	3	5	23	3	3	5	5	6	6	24	6	6	7	7	7	3	6	27	9	3	13	14	12	17	17	5	25	29	20	7	28	31	34	35	31	39	45	39	43	39	45	44	42	0	44	50	53	50	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	2	1	3
26500	-330.063849528103788	-336.003046747188989	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.839602597175006	-1	2	3	3	2	4	5	5	5	7	5	6	5	7	6	6	7	6	6	8	8	7	7	8	7	7	7	7	8	8	8	6	9	8	8	10	10	11	9	10	10	11	12	13	12	14	15	15	17	15	13	16	17	22	19	0	1	5	2	1	3	3	3	6	12	6	9	5	9	6	9	32	6	6	7	22	7	9	17	6	9	11	3	5	15	12	9	14	25	28	20	21	28	31	34	29	39	39	42	39	43	42	42	50	42	0	42	52	49	53	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	2	1	2	1	2	2
27000	-314.965848354969069	-320.905045574054270	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.829142959524653	1	3	4	4	3	5	5	5	5	6	5	7	6	5	7	7	7	6	7	7	7	7	6	8	7	8	7	8	6	9	8	9	9	7	8	8	11	10	10	8	10	11	12	13	13	14	14	15	16	13	15	16	19	20	17	0	1	5	2	1	3	3	3	5	3	3	8	5	5	6	13	6	6	6	7	7	7	3	17	6	9	3	12	14	15	17	12	14	13	29	20	21	28	31	34	35	39	42	39	42	43	42	44	50	39	0	42	52	52	50	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2
27500	-291.442968385549364	-297.382165604634565	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.812781690558337	1	2	4	3	3	5	6	6	5	6	5	6	5	8	7	7	6	7	7	7	8	7	7	8	7	7	7	6	7	9	8	8	9	8	9	9	10	12	10	10	9	10	13	13	12	14	14	14	16	15	14	16	17	20	19	0	1	5	2	1	3	3	3	5	3	3	3	5	29	6	28	6	6	6	7	7	7	28	17	6	9	12	5	28	15	17	17	14	25	29	20	21	28	31	34	29	31	42	42	42	43	43	42	44	39	0	50	50	52	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1
28000	-291.607457457931332	-297.546654677016534	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.922272974580096	1	3	3	4	4	5	5	5	6	6	5	5	5	7	7	6	7	7	6	8	9	7	8	6	6	8	8	8	8	8	8	8	9	9	9	10	10	10	9	10	10	12	12	12	11	14	14	15	16	15	14	16	18	20	19	0	1	1	2	3	3	3	3	5	3	3	3	5	5	6	6	24	6	6	22	22	7	10	6	6	9	12	13	14	15	17	17	14	25	29	20	22	28	31	33	29	39	39	39	39	43	42	42	50	44	0	50	52	52	53	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1
28500	-325.198080540331148	-331.137277759416349	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.938584731210360	-1	2	3	4	4	4	5	5	5	5	6	7	6	5	5	6	6	7	6	8	7	8	7	7	7	8	8	9	8	7	8	8	8	8	8	10	10	11	10	10	10	11	12	13	12	13	14	15	15	16	13	16	19	20	17	0	1	1	2	3	3	3	3	3	3	6	5	5	5	3	6	6	11	6	7	7	7	10	17	3	9	12	13	14	15	17	25	13	25	3	20	21	28	17	34	35	32	42	39	42	43	42	44	44	44	0	44	55	52	52	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
29000	-330.820087653731264	-336.759284872816465	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.802052978379041	0	1	2	3	3	3	4	3	5	6	5	5	7	7	7	6	5	6	6	8	9	7	7	7	7	7	5	9	7	8	8	8	9	7	8	10	10	11	9	10	11	11	12	14	12	14	14	13	16	14	13	16	19	20	18	0	1	1	2	3	3	3	3	5	7	3	6	5	17	17	17	7	6	6	7	22	7	10	17	11	9	3	13	5	15	17	24	14	17	29	20	21	28	17	25	29	31	39	42	42	45	43	42	47	39	0	50	55	52	52	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	1
29500	-327.301366905822988	-333.240564124908190	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.829060772661876	-1	2	2	4	3	4	6	5	5	7	5	6	6	8	5	7	6	6	6	8	8	7	8	8	8	7	7	9	6	8	8	9	9	8	8	9	10	11	10	10	10	11	13	13	12	12	14	15	16	16	14	16	18	21	19	0	1	1	2	3	3	6	3	5	11	3	6	5	29	6	8	6	6	3	7	13	7	10	19	13	9	8	29	5	15	19	13	14	13	29	20	21	28	31	34	35	39	46	42	31	39	42	47	39	47	0	45	50	52	53	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	2	1	2	1
30000	-321.804871707999325	-327.744068927084527	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.685554146166756	0	2	2	3	4	4	5	6	5	6	4	7	6	6	7	6	6	6	6	7	7	6	7	7	8	6	6	8	9	8	7	9	9	8	7	9	11	11	10	10	9	11	12	14	12	13	15	14	14	15	14	16	18	18	17	0	1	1	2	3	3	3	3	5	3	3	8	5	5	6	6	6	6	6	7	7	7	13	17	13	9	3	10	35	15	27	17	14	27	14	20	21	28	31	27	35	39	39	42	42	45	39	42	42	48	0	39	47	50	52	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	3	2	1	1	1	3	1	1	1
30500	-359.668421617172783	-365.607618836257984	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.708301154266645	1	3	3	4	4	2	5	6	5	6	5	8	6	7	7	6	8	5	5	7	8	8	8	7	6	7	7	9	7	9	7	9	9	7	7	11	10	10	10	9	10	12	12	13	13	13	15	16	14	14	14	16	18	21	17	0	1	6	2	3	1	3	19	5	3	3	3	5	19	6	6	15	6	1	7	19	7	10	19	6	9	19	13	19	15	18	17	14	25	19	20	21	13	19	25	35	31	31	31	39	43	42	49	39	45	0	50	52	52	52	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	2	3	2	4	2	1	1	1	2	1	1	1	1	1	1
31000	-329.723678996957574	-335.662876216042775	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.780321676736312	0	2	4	3	3	5	6	5	5	6	5	7	6	6	8	5	8	7	7	7	8	8	7	8	8	7	7	7	8	9	7	8	9	9	9	9	10	12	9	11	10	12	11	12	13	14	14	14	16	16	15	16	19	21	18	0	1	5	2	1	5	5	5	5	3	5	3	5	5	6	5	6	6	6	7	7	7	10	27	6	9	3	5	27	15	5	6	29	28	29	20	22	28	31	34	17	39	32	17	42	43	44	39	47	17	0	48	52	53	50	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	4	1	1	2	2	1
