step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
40000	-324.732351335505712	-323.211680907599543	-1.520670427906157	0.000061917197038	0.000017401362085	0.281042471514258	0.750336433179784	-3	6	8	7	13	14	10	19	35	23	23	31	27	26	25	26	24	25	29	23	34	28	34	31	27	29	32	35	32	32	36	30	35	45	41	41	42	40	43	45	46	50	0	1	2	0	0	4	4	7	24	7	7	20	17	0	5	8	5	8	14	5	11	17	15	5	20	13	5	24	17	11	19	25	27	36	30	25	30	0	30	20	9	36	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	3	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	2	2	2
40500	-321.460159249250637	-319.822696440705158	-1.637462808545500	0.000103163321102	0.000023197489027	0.224861789816883	0.736374726431123	-1	2	7	10	11	16	16	19	29	23	22	24	24	25	27	26	25	27	27	23	30	30	31	32	21	28	36	38	26	34	32	29	36	46	37	43	36	40	45	44	45	57	0	1	2	0	0	4	4	7	5	7	6	5	25	0	25	8	5	8	14	5	6	17	25	15	5	13	24	9	20	21	14	25	17	28	30	28	21	0	30	13	33	36	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	3	2	3
41000	-320.372668917689339	-319.011113451885251	-1.361555465804107	0.000052780943467	0.000031538077385	0.597527730904931	0.562107679276922	-2	1	8	12	12	17	16	22	35	19	26	26	27	26	24	29	23	28	30	31	31	30	30	24	26	29	36	39	29	33	34	31	39	46	37	42	40	41	46	47	45	51	0	1	2	0	0	4	4	6	12	7	6	17	17	0	5	8	5	8	14	5	11	24	15	5	15	17	15	5	15	21	19	25	9	28	30	32	35	0	30	22	17	36	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	3	1	1	2	1	1	1	2	1	1	2	3	1	1	1	1	1	1	1	2	1	1	2	3	2	2
41500	-341.383084340140329	-339.994967792692876	-1.388116547447469	0.000055747023442	0.000023720131289	0.425495924715963	0.574987714625296	-6	7	8	5	13	15	10	20	33	22	24	25	27	19	24	26	24	30	25	30	32	32	31	35	31	32	33	37	28	35	35	28	41	46	41	34	43	33	43	47	49	51	0	1	1	0	0	4	4	6	5	7	10	5	5	0	5	8	5	8	14	5	11	13	5	27	15	17	5	17	17	21	19	15	24	25	21	32	30	0	21	17	28	36	1	2	2	1	1	2	1	1	3	2	1	3	2	1	2	1	2	3	1	3	2	1	3	1	1	2	2	2	1	1	2	1	2	1	2	2	2	1	2	3	2	3
42000	-340.153508196761322	-338.754251187871262	-1.399257008890050	0.000065702835488	0.000026472845693	0.402917857290699	0.684530352572000	-14	6	9	9	10	16	14	21	29	20	25	30	24	20	22	27	22	31	28	20	29	27	33	32	30	29	34	38	30	33	33	32	39	47	34	44	40	38	41	44	47	54	0	1	2	0	0	4	4	7	5	7	6	20	20	0	5	8	5	8	14	5	11	15	15	22	20	17	26	24	17	21	19	25	27	15	30	32	35	0	11	28	15	32	1	3	1	1	1	1	1	2	2	1	2	4	1	1	2	2	2	2	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	4	4
42500	-357.447039001012115	-356.021793149051007	-1.425245851961096	0.000065514365046	0.000023833985442	0.363797854492205	0.581948158570111	-9	8	9	7	14	11	16	21	29	21	22	27	27	21	28	29	22	28	28	26	31	28	28	37	32	31	36	38	32	28	35	32	26	50	34	44	41	36	31	41	45	48	0	1	1	0	0	4	4	7	5	6	6	17	5	0	5	8	5	8	14	5	30	17	12	22	20	15	20	33	13	10	14	20	5	28	21	32	35	0	30	13	24	36	1	3	4	1	1	1	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	2	1	3	1	1	1	3	1	1	2	1	2	3	1	2	2	1	1	2	2	1
43000	-316.855159297215948	-314.885078141061456	-1.970081156154470	0.000058346100376	0.000008365135081	0.143370937000903	0.701761023780649	-1	4	8	5	12	10	15	17	28	18	21	31	23	17	24	25	24	23	27	32	31	31	30	33	31	28	25	34	29	28	30	33	38	47	38	42	44	41	46	48	38	51	0	1	2	0	0	4	4	7	17	7	4	9	5	0	5	8	5	8	14	9	30	13	15	9	15	15	5	12	15	11	19	15	12	27	30	32	35	0	30	41	28	36	1	2	1	1	1	1	2	1	1	1	3	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	4	2	1	1	1	3	1	1	1
43500	-308.926250847395465	-307.528346847950900	-1.397903999444579	0.000062467297436	0.000025324596593	0.405405670372093	0.815561876520839	-3	1	7	8	13	13	15	20	32	22	28	27	21	26	25	26	25	27	28	30	30	28	29	27	29	31	33	35	31	31	34	35	40	46	39	42	43	39	42	44	49	53	0	1	2	0	0	4	4	7	12	7	4	13	5	0	5	8	5	8	14	12	11	5	12	5	17	13	15	20	17	21	14	25	9	25	30	32	35	0	30	20	40	32	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	3	1	1	1	1	2	2	1	2
44000	-336.408199565206928	-334.534670596986814	-1.873528968220119	0.000100105932360	0.000016086128901	0.160691065175642	0.628013162369888	-3	5	10	5	10	15	14	19	28	22	25	26	18	22	25	27	24	24	25	26	27	29	30	35	28	27	34	39	28	35	33	30	40	46	41	43	45	41	46	50	49	46	0	1	2	0	0	4	4	7	17	6	7	5	5	0	5	8	5	8	14	5	11	26	15	9	15	13	17	24	13	11	19	15	9	12	21	32	21	0	30	33	28	36	1	1	2	1	1	2	1	1	1	2	1	3	2	1	2	1	2	1	1	3	1	1	1	1	1	2	2	1	2	2	1	1	2	4	3	2	3	1	2	1	1	1
44500	-333.032770596985756	-331.602048751215420	-1.430721845770362	0.000083811013036	0.000029925940302	0.357064533859365	0.586274394933147	0	5	10	10	10	13	16	20	27	18	20	32	28	24	28	28	19	30	26	24	28	32	29	36	33	30	28	33	31	33	29	34	41	47	37	37	43	41	44	46	46	51	0	1	2	0	0	4	6	4	5	7	4	5	20	0	5	8	5	8	14	17	11	13	17	27	27	15	20	27	20	21	19	9	28	25	30	12	11	0	21	13	12	32	1	2	1	1	1	1	1	1	3	1	2	2	1	1	3	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	4	1	3	3	2	3
45000	-307.272553212188313	-305.911387897257441	-1.361165314930870	0.000043474666280	0.000025583516625	0.588469534412726	0.754228230086904	-6	-1	6	10	11	16	13	22	31	19	28	27	25	26	26	28	25	31	29	29	31	31	29	37	32	28	34	37	30	34	32	29	34	49	41	43	38	39	44	46	44	48	0	1	2	0	0	4	4	6	15	6	6	5	5	0	17	8	5	8	14	17	11	15	17	20	32	13	15	15	15	21	19	15	20	36	37	32	30	0	30	33	24	36	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1
45500	-322.454116637489506	-320.944644240675359	-1.509472396814174	0.000064155032150	0.000018490543645	0.288216575145440	0.791322388090013	-2	3	7	8	11	11	15	19	30	23	26	21	23	22	27	23	21	23	28	27	31	29	33	36	26	32	33	34	31	32	34	32	38	45	37	43	38	42	42	47	43	52	0	1	2	0	0	4	4	7	17	7	7	5	17	0	17	8	5	8	14	5	11	13	20	26	12	12	9	17	15	10	19	25	27	25	30	32	30	0	30	33	20	36	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	3	1	2	2	1	2	1	2	2
46000	-317.369525754327981	-315.727000398413395	-1.642525355914580	0.000116096211404	0.000025885442918	0.222965440516766	0.745798990981037	1	6	9	10	15	13	14	20	32	18	30	25	27	23	25	25	21	31	26	29	19	31	27	35	31	31	33	39	31	32	34	35	29	47	39	43	43	40	44	48	46	51	0	1	2	0	0	4	4	7	33	7	6	17	15	0	17	8	5	8	14	15	4	15	12	20	12	13	20	22	33	21	14	25	12	27	30	32	35	0	30	33	24	32	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	2	2	1	1	2	2	1	1	1	2	2	2	2
46500	-329.680947728956312	-328.240687063922280	-1.440260665034019	0.000070211176321	0.000024307778238	0.346209528331770	0.814532673574994	-3	3	11	9	14	18	14	19	30	24	17	30	26	23	24	27	24	26	26	31	30	31	32	36	32	31	34	31	31	32	30	28	35	45	42	42	44	35	45	45	42	56	0	1	2	0	0	4	4	7	5	7	4	5	17	0	5	8	5	8	14	5	11	13	12	9	15	13	15	15	17	21	19	17	17	36	30	12	35	0	30	24	24	36	1	1	2	1	1	2	1	1	2	2	2	3	1	1	1	2	2	1	1	3	3	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1
47000	-342.052154772058884	-340.636337014971559	-1.415817757087313	0.000059180272218	0.000022277209270	0.376429651902129	0.653384513945987	0	7	5	3	12	15	11	18	32	20	19	16	18	12	27	26	22	26	28	29	28	31	34	34	24	26	31	34	29	35	34	32	31	43	36	40	41	41	46	44	44	55	0	3	1	0	0	4	4	7	5	6	6	5	5	0	12	8	5	8	14	17	11	13	20	27	13	13	17	15	25	21	19	12	12	25	21	33	35	0	30	27	9	36	1	1	1	1	1	2	3	1	3	1	1	1	2	1	1	1	2	2	3	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2
47500	-306.852323738842415	-305.398110717656266	-1.454213021186176	0.000098524967674	0.000032707701246	0.331973732325856	0.795487458015449	-1	6	10	11	11	16	15	19	24	19	28	29	26	22	26	26	23	29	28	30	28	28	33	33	30	30	34	39	33	33	34	32	41	48	40	44	37	41	44	46	47	51	0	1	2	0	0	4	4	7	5	7	6	15	17	0	9	8	5	16	14	15	4	13	12	20	17	9	20	27	15	21	19	9	27	9	37	28	21	0	30	33	9	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	2	1
48000	-321.807348561939818	-320.339427827603345	-1.467920734336498	0.000088136994155	0.000028159962185	0.319502184695269	0.756981835975926	0	4	10	9	13	13	13	18	29	22	27	30	24	25	21	26	22	29	30	32	31	31	30	24	31	32	34	39	30	32	34	35	30	45	39	41	43	42	47	44	46	52	0	1	2	0	0	4	4	7	5	7	10	5	5	0	5	8	5	8	14	24	10	15	24	5	15	13	20	20	17	10	19	17	17	25	30	9	35	0	35	28	28	36	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	2	2	2	1	1	1	1	2	1
48500	-308.924736930834570	-307.509402540202814	-1.415334390631740	0.000078515393642	0.000029609540431	0.377117646076405	0.793310085661507	0	5	9	11	13	14	15	18	35	19	24	32	26	22	25	24	23	27	28	27	27	28	30	30	30	27	32	40	30	34	32	34	35	45	38	43	42	35	45	49	44	54	0	1	2	0	0	4	4	7	20	7	10	20	5	0	5	8	5	16	14	5	11	15	17	20	20	17	20	27	13	11	14	25	24	23	30	32	35	0	30	33	12	36	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1
49000	-338.359826610667028	-336.673804747309816	-1.686021863357226	0.000089412848511	0.000018591193038	0.207925296508261	0.653209761016984	0	5	9	11	12	14	15	20	32	19	29	26	27	16	24	29	22	31	27	26	27	32	33	34	33	32	36	28	29	34	36	33	36	50	34	39	40	41	44	48	41	56	0	1	2	0	0	4	4	7	15	7	6	5	15	0	5	8	5	8	14	5	6	17	17	28	20	28	9	5	17	11	19	17	9	32	11	20	35	0	30	28	9	36	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	1	3	2	2	1	1	1	1	1	2	1	2	1	3	1	3	1	2	2	1	2	4	1	2
49500	-335.282682784232577	-333.798122465996471	-1.484560318236117	0.000065881781135	0.000020156956913	0.305956465749502	0.634229774253255	1	4	10	7	11	17	12	20	34	19	25	24	26	23	25	30	25	22	27	24	31	28	33	33	33	29	33	40	27	34	34	35	40	49	41	43	42	40	38	47	35	51	0	1	2	0	0	4	4	7	15	7	6	5	5	0	5	8	5	8	14	5	11	15	15	12	12	17	15	27	12	11	19	12	23	13	30	32	30	0	30	12	17	32	1	1	1	1	1	2	1	2	1	2	2	2	4	1	2	2	2	1	1	2	2	1	2	1	1	1	2	2	1	2	1	1	1	4	1	2	1	1	1	3	2	3
50000	-322.236118087935097	-320.588334211698964	-1.647783876236143	0.000087837223013	0.000019414691211	0.221030339361285	0.629243424766516	-5	8	6	10	13	12	12	18	33	20	23	27	24	22	26	26	27	29	26	24	27	32	28	30	32	30	32	32	31	30	35	35	41	47	39	43	35	38	45	46	44	55	0	3	1	0	0	4	4	7	20	7	6	20	5	0	5	8	5	8	14	5	11	13	15	5	12	12	20	12	15	21	14	13	28	36	37	32	11	0	30	33	15	36	1	1	2	1	1	1	1	1	2	2	2	1	2	1	2	2	2	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	2	3
50500	-323.876792641035763	-322.420771172611126	-1.456021468424660	0.000055673474357	0.000018386167525	0.330250047040269	0.650245837634886	-1	3	7	8	14	14	13	20	26	21	25	30	25	24	27	25	21	30	28	27	26	31	29	34	24	31	30	36	33	29	36	35	41	45	37	43	34	41	41	45	47	57	0	1	2	0	0	4	4	7	5	7	6	5	17	0	5	8	5	8	14	5	11	13	15	12	17	9	17	12	15	21	19	25	28	27	37	32	30	0	30	20	33	36	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	3	1	1	1	1	2	3	1	2
51000	-340.682293032631776	-339.208044437422927	-1.474248595208826	0.000064613891050	0.000020299414424	0.314164866003014	0.691464211400694	0	8	5	6	12	11	13	17	32	19	28	30	28	20	20	26	23	25	24	21	32	31	30	30	33	31	36	38	29	30	30	32	36	49	41	39	38	40	44	49	49	56	0	3	1	0	0	4	4	7	5	6	4	17	20	0	5	8	5	8	14	5	30	5	20	15	12	13	5	9	5	11	19	17	12	28	37	25	30	0	30	9	28	36	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	3	1	2	1	2	1	1	2	1	2	2	1	1	2	2	2
51500	-321.642764168278177	-320.253896614340988	-1.388867553937174	0.000064671409333	0.000027407807580	0.423800994332852	0.686382384595927	1	6	11	12	10	15	16	21	31	24	27	27	26	20	20	26	22	26	26	33	29	31	26	36	29	31	31	29	33	33	34	32	28	48	41	40	38	37	34	48	46	51	0	1	2	0	0	4	4	7	17	7	7	15	15	0	5	8	5	8	14	17	6	15	15	9	5	13	33	5	28	21	19	25	5	36	37	32	30	0	21	20	28	36	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	2	2	2	1	1	3	1	1	2	1	1	1	1	2	2	1	2	1	1	1	3	2	2
52000	-286.709440572299627	-285.338624437053340	-1.370816135246294	0.000072451781341	0.000034597644080	0.477526479544079	0.822241510007506	1	4	6	10	13	14	16	20	31	20	25	29	26	26	26	28	22	29	28	29	30	30	31	26	28	32	26	35	29	35	30	33	40	45	39	44	43	35	43	46	47	57	0	1	2	0	0	4	6	7	27	7	6	27	17	0	17	8	5	8	14	24	11	15	24	17	15	24	17	27	27	21	14	25	9	25	30	32	35	0	30	28	33	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	2
52500	-333.561566386607296	-332.154426413797125	-1.407139972810143	0.000067567336981	0.000026316975372	0.389492564717312	0.552282189258055	-6	0	11	8	13	15	16	19	31	20	25	29	19	23	26	24	26	28	27	31	30	30	34	26	29	31	31	32	16	34	37	34	39	45	37	42	42	42	41	43	40	53	0	1	2	0	0	4	4	4	24	7	6	5	5	0	13	8	5	8	14	5	11	15	28	5	17	24	15	17	5	11	19	25	23	20	30	32	30	0	30	28	28	36	1	1	1	1	1	1	2	2	1	1	2	4	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	2	3	1	1	2	2	2
53000	-310.891201000280603	-309.385643571095557	-1.505557429185060	0.000076153186351	0.000022147821744	0.290832502293983	0.797153709520970	1	5	10	3	13	14	16	20	29	20	19	31	22	21	25	25	22	29	26	27	26	32	30	31	26	27	36	33	29	30	35	31	32	50	34	34	41	36	43	49	46	54	0	1	2	0	0	4	4	7	5	7	6	20	5	0	5	8	5	8	14	17	11	9	15	26	13	17	33	13	15	21	19	25	15	9	30	32	35	0	30	41	24	36	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	3
53500	-324.390300294783003	-322.922393504948786	-1.467906789834224	0.000074974725283	0.000023955490797	0.319514219040355	0.688995931214397	1	7	4	9	12	17	16	20	34	23	22	24	24	26	28	28	27	27	27	30	28	28	31	29	28	28	32	28	31	33	31	31	36	48	38	42	42	39	44	39	46	55	0	3	1	0	0	4	4	7	24	6	6	5	5	0	12	8	5	8	14	15	11	5	12	12	12	13	15	17	15	11	19	12	9	32	21	33	35	0	35	28	40	36	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	4	2	2	1	1	1	2	1	2
54000	-310.219594519979182	-308.809570192859439	-1.410024327119737	0.000066995999951	0.000025791736507	0.384974274961421	0.785997806453642	0	7	4	8	12	10	17	21	33	22	23	32	21	25	26	27	25	30	27	30	27	33	28	35	32	28	34	37	28	35	33	33	39	49	39	41	41	41	42	46	43	50	0	3	1	0	0	4	6	7	13	7	7	5	5	0	5	8	5	8	14	5	11	26	13	9	17	15	23	27	5	21	14	15	24	12	30	32	35	0	30	33	9	36	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	2	2
54500	-322.064952455521791	-320.343737746627028	-1.721214708894788	0.000075271038767	0.000014840675691	0.197163157762899	0.765313442029543	-4	5	-2	9	12	16	13	17	30	20	21	29	21	25	24	27	27	30	30	29	27	31	34	26	33	26	34	33	27	33	35	33	30	42	39	40	44	36	41	33	41	53	0	3	1	0	0	4	4	7	17	7	4	17	5	0	5	8	15	8	14	17	11	13	24	5	20	13	33	12	15	21	19	15	17	32	30	32	35	0	30	17	40	36	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2
55000	-324.429087688074389	-323.047959032562517	-1.381128655511883	0.000090736499313	0.000040189788520	0.442928576963308	0.636922438740135	-2	5	2	10	12	17	15	19	29	21	30	29	23	25	25	27	23	25	28	22	27	32	33	26	32	29	27	37	31	35	30	33	25	48	39	43	42	40	43	47	43	57	0	3	1	0	0	4	4	6	33	7	4	27	5	0	5	8	5	8	14	5	4	27	24	5	17	15	20	9	20	21	14	15	20	25	11	32	30	0	30	24	28	36	1	1	1	1	1	2	1	1	1	1	3	1	2	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	3	1	2
55500	-347.119478316495588	-345.743832923159005	-1.375645393336556	0.000063912777076	0.000029366791373	0.459482324443005	0.703947563479291	1	3	10	6	8	8	14	21	32	22	16	26	22	19	24	27	27	29	27	31	28	33	33	19	27	31	29	35	33	32	34	32	36	42	39	38	35	43	38	39	42	50	0	1	2	0	0	4	4	7	13	7	4	5	5	0	5	8	24	8	14	17	11	13	17	5	13	17	5	25	15	21	19	24	20	12	37	32	30	0	30	28	40	32	1	1	1	1	1	1	1	1	3	2	1	2	2	1	2	1	1	2	2	1	1	1	1	4	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3
56000	-321.184717221103824	-319.778463369487099	-1.406253851616737	0.000057791039051	0.000022591652183	0.390919640035104	0.552328823717880	0	4	11	8	8	11	13	18	30	23	21	27	26	19	24	27	22	32	28	29	30	28	28	35	33	31	34	40	33	35	33	32	40	50	39	45	42	38	45	41	48	49	0	1	2	0	0	4	4	7	5	7	4	5	15	0	5	8	5	16	14	12	11	15	17	20	20	15	20	27	15	21	19	17	24	9	30	20	35	0	30	24	17	36	1	1	1	1	1	1	1	1	3	2	2	2	1	1	2	2	3	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	4	1
56500	-344.590219522411189	-343.080230715528614	-1.509988806882553	0.000062904946136	0.000018108814709	0.287875847941118	0.565491612146257	-4	-1	4	8	12	11	15	20	31	18	18	29	21	26	28	23	27	28	29	32	28	26	28	20	33	28	30	38	31	35	34	30	39	48	37	41	42	40	44	44	45	47	0	1	1	0	0	4	4	7	5	7	4	5	5	0	5	8	5	8	14	15	10	24	24	5	17	24	13	15	15	21	14	24	27	32	21	32	35	0	30	12	33	36	1	1	1	1	1	2	2	2	4	1	1	2	2	1	2	1	2	2	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	3	2	2	1	1	2	3	1	1
57000	-336.797674711103298	-335.296446923810436	-1.501227787292844	0.000081616522031	0.000023978552602	0.293795324832146	0.507274506283151	-2	3	10	9	13	16	13	18	31	24	24	28	22	19	26	26	20	26	28	27	20	32	33	37	30	23	34	33	26	33	35	33	37	48	38	39	42	38	34	47	41	55	0	1	2	0	0	4	4	6	17	6	4	26	17	0	5	8	5	8	14	17	4	29	15	9	15	13	12	17	5	21	19	17	27	32	30	12	35	0	21	41	24	32	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	1	3	1	1	3
57500	-336.913968016212095	-335.550952511169271	-1.363015505042802	0.000063719053925	0.000033427571047	0.524608715728071	0.652469479958952	-1	3	10	10	14	15	15	17	27	18	25	31	18	25	26	22	25	28	31	26	31	32	31	36	33	18	34	35	32	32	29	31	40	49	37	38	44	42	44	39	43	54	0	1	2	0	0	4	4	7	15	6	6	17	5	0	5	8	26	8	14	5	4	15	9	26	15	5	15	20	17	21	14	17	27	24	30	32	35	0	30	23	20	36	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	3	1	2	2	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2
58000	-320.587957262615760	-318.761118361960882	-1.826838900654903	0.000087785615002	0.000014963845398	0.170458968683557	0.746462660529433	-2	2	8	13	9	16	16	21	30	20	22	31	21	24	28	25	21	25	29	29	29	30	28	33	29	27	31	39	31	31	35	34	37	47	36	41	41	44	48	46	42	52	0	1	2	0	0	4	4	4	17	7	4	15	5	0	5	8	5	8	14	17	11	13	5	9	13	17	15	9	20	11	19	25	27	25	30	32	35	0	35	28	24	34	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	4	2	2	1	1	1	1	1	1
58500	-314.349198047731420	-312.952090602413534	-1.397107445317889	0.000055085758467	0.000022414334816	0.406898905261315	0.692345335806272	-4	4	7	11	12	16	16	22	32	22	21	26	26	21	24	26	24	31	25	29	29	29	33	35	33	29	30	37	29	31	35	32	32	45	36	41	41	30	45	45	39	52	0	1	2	0	0	4	4	7	17	4	6	5	17	0	5	8	5	8	14	12	11	17	27	20	17	12	15	17	15	21	19	12	27	25	30	32	35	0	30	28	27	32	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2
59000	-316.903340053583349	-315.488135526880626	-1.415204526702750	0.000054731547631	0.000020650389198	0.377303220762338	0.737756058291296	-2	5	11	10	10	16	13	23	28	18	20	33	27	25	28	29	21	26	28	31	29	29	34	24	31	28	36	37	29	33	34	32	39	43	36	42	45	38	37	45	48	53	0	1	2	0	0	4	4	10	5	6	6	20	24	0	5	8	5	8	14	15	11	15	24	5	15	24	20	12	24	21	19	9	13	15	30	32	35	0	30	17	33	36	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	4	1	2
59500	-336.795266869566660	-335.284118632230275	-1.511148237336407	0.000090840264926	0.000026081553441	0.287114458135906	0.663614055485502	-1	4	11	5	14	14	11	22	29	23	27	30	24	21	26	27	22	27	27	28	31	29	34	31	33	27	34	40	23	35	30	31	29	47	34	42	37	38	44	41	46	51	0	1	2	0	0	7	4	7	29	7	7	5	5	0	5	8	5	8	14	5	11	13	33	5	9	13	24	33	5	11	14	15	13	40	11	32	35	0	21	5	28	32	1	1	1	1	1	1	1	3	1	2	2	2	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	3	2	1	2	1	1	1	2	2	1	1	1	3	2	4
60000	-319.754864032971057	-318.380038890516062	-1.374825142455000	0.000065988383286	0.000030504236450	0.462266764710946	0.831014627670535	-1	8	5	9	11	12	14	15	30	24	20	24	28	25	26	25	22	28	31	33	28	27	32	34	31	30	33	36	33	32	36	36	40	51	35	42	39	40	43	41	48	53	0	3	1	0	0	4	6	7	15	4	6	5	22	0	5	8	5	8	14	12	11	15	12	9	12	12	9	9	17	21	19	15	17	33	30	32	35	0	30	28	40	36	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	2	3	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	2
