step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-22691.204017425137863	-22689.741935340618511	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.955680341932140	0	2	2	2	2	2	4	3	4	4	6	6	6	8	9	8	10	10	10	12	12	10	10	12	11	11	11	11	12	14	12	12	12	12	15	14	13	13	13	13	14	14	14	14	15	15	14	14	14	14	14	15	15	15	15	15	16	15	15	15	18	15	15	17	15	16	16	16	16	17	16	16	17	17	16	16	16	16	16	19	16	17	17	17	17	17	17	17	18	18	20	18	18	18	18	19	19	20	19	19	22	21	20	20	21	21	23	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	3	5	5	5	6	7	6	8	8	8	9	9	8	8	9	8	8	8	8	9	11	9	9	9	9	11	11	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	11	11	11	13	11	11	13	11	12	12	12	12	13	12	12	13	13	12	12	12	12	12	14	12	13	13	13	13	13	13	13	13	13	15	13	13	13	13	14	14	15	14	14	16	16	15	15	16	16	17	18
500	-1929.506923347028987	-1926.966787048115066	-2.540136298913896	0.000010021244209	0.000038936319050	3.885377727199843	0.192331373918766	0	2	1	1	1	2	4	3	4	3	5	3	5	8	9	5	9	8	7	10	10	7	10	12	11	11	10	11	12	14	9	10	12	10	14	14	13	13	13	13	14	14	14	13	15	15	14	14	14	14	14	15	15	15	15	15	16	15	15	15	18	15	15	17	15	16	16	16	16	17	16	16	17	17	16	16	15	15	16	19	16	17	17	17	16	17	17	17	18	18	20	18	18	18	17	19	19	20	19	19	22	21	20	20	21	21	23	24	0	5	1	1	1	3	4	4	3	6	4	0	0	0	12	12	19	22	16	16	19	16	16	21	19	22	22	23	22	19	22	22	25	19	16	22	16	22	22	22	0	22	31	22	22	20	19	16	32	32	22	16	17	22	31	18	22	26	30	19	16	32	26	16	15	32	16	39	32	16	31	22	5	15	26	22	22	19	16	16	16	22	16	12	22	22	18	18	22	16	32	22	22	63	51	31	16	18	15	15	16	16	22	22	15	32	16	0	1	1	1	1	1	1	3	2	3	1	2	1	1	1	6	2	2	1	1	3	3	2	5	1	4	3	2	1	3	7	2	3	1	3	9	7	7	6	5	5	1	6	4	3	6	2	7	9	4	4	6	10	5	8	6	6	7	4	1	7	12	4	4	12	6	6	10	2	6	10	7	9	15	8	4	8	7	7	11	13	8	10	11	12	6	6	9	9	10	13	8	10	10	1	2	5	12	12	10	7	14	15	11	10	10	11	16	1
1000	-1267.611314457798699	-1265.613480998605382	-1.997833459193277	0.000010074372529	0.000023532712023	2.335898534242330	0.221166146063642	0	2	1	1	2	2	4	3	4	3	5	3	6	8	9	5	9	10	7	12	9	7	10	12	11	11	11	11	12	14	9	9	12	12	15	13	11	13	12	13	14	14	13	14	15	14	14	14	12	13	14	15	13	15	14	12	16	15	15	15	18	15	15	17	15	16	16	16	16	17	16	16	17	17	16	16	16	16	16	19	15	17	17	16	17	15	17	17	18	18	19	18	18	18	16	16	19	19	19	19	22	20	20	20	21	21	22	24	0	1	1	1	1	3	4	4	3	6	4	0	0	0	12	12	19	22	16	17	19	16	22	21	21	22	23	23	26	37	22	22	17	25	22	23	19	22	32	32	0	31	31	18	18	37	21	32	18	39	39	32	33	38	31	31	44	18	34	37	32	49	39	16	51	18	17	48	32	19	31	31	12	18	18	18	22	15	22	32	15	22	16	31	22	22	22	95	22	16	81	31	22	88	63	56	19	22	81	95	22	22	31	22	39	49	22	0	1	1	1	1	2	1	2	2	3	1	2	1	1	1	5	2	2	3	2	3	1	2	3	2	2	2	1	1	1	2	2	2	2	1	4	3	4	6	3	3	1	5	4	2	3	2	5	4	2	1	2	5	1	2	5	3	2	4	1	3	8	2	2	12	1	4	5	2	5	6	7	7	14	6	4	5	6	6	7	8	5	8	11	7	7	6	7	1	7	10	4	9	6	1	1	4	11	11	4	2	13	9	10	11	9	9	15	1
1500	-1048.355836255104805	-1046.502652452003076	-1.853183803101640	0.000009989139476	0.000019676032215	1.969742464991813	0.276057926636991	-1	1	1	2	2	2	4	3	3	4	6	3	6	8	9	5	10	9	9	12	9	7	10	12	8	11	11	11	12	14	9	10	12	12	13	14	13	13	10	13	14	14	14	14	12	15	13	14	12	14	14	14	15	15	15	12	16	15	13	14	18	15	15	17	15	16	16	16	15	17	16	15	17	14	16	16	16	15	16	19	15	17	17	17	16	17	17	17	18	18	20	17	18	18	15	19	19	20	18	19	22	21	19	20	21	21	23	24	0	1	1	2	1	3	8	4	3	6	8	0	0	0	12	12	16	22	25	25	16	16	18	17	16	18	23	23	18	37	22	22	25	19	22	27	25	31	18	32	0	31	31	35	22	59	33	49	39	49	39	40	33	31	31	31	44	45	21	47	39	48	50	16	51	32	17	49	40	24	31	31	16	35	58	22	45	17	49	94	50	18	25	31	22	45	45	95	18	18	81	31	50	88	50	56	42	22	81	95	22	77	72	18	39	39	22	0	1	1	1	1	2	1	1	1	2	2	3	1	1	1	4	1	4	2	1	2	4	2	1	2	2	2	1	1	2	1	2	1	4	2	4	3	2	3	1	2	1	5	4	1	4	2	1	2	2	1	3	1	3	4	4	2	2	3	2	1	7	1	1	12	1	2	4	3	2	3	6	6	9	1	1	8	4	4	3	1	1	6	9	6	7	3	5	2	6	8	4	8	3	1	1	7	4	12	3	3	10	4	4	10	9	8	14	1
2000	-804.980691590703373	-803.376172130686768	-1.604519460016634	0.000010156859006	0.000013850233907	1.363633570074292	0.422484724726094	0	1	1	2	2	2	4	3	4	3	6	4	5	7	9	5	10	9	10	12	11	7	10	12	8	11	11	11	12	14	10	12	12	12	13	14	13	13	10	12	14	14	14	14	13	14	14	13	12	14	13	14	14	15	15	12	15	14	15	15	18	15	15	14	15	14	15	15	16	17	16	16	17	17	16	15	15	16	13	18	16	17	17	17	17	17	17	16	18	18	20	17	18	18	15	19	19	20	19	19	21	21	20	20	21	21	23	23	0	1	1	1	1	3	8	4	3	6	4	0	0	0	12	12	25	22	25	25	17	16	18	21	16	22	23	23	26	37	18	18	17	21	22	23	17	31	18	18	0	31	31	18	22	37	37	39	39	39	49	40	33	42	31	31	44	45	46	47	39	48	50	51	51	32	34	51	52	53	54	31	31	44	58	18	58	59	49	88	68	45	79	31	18	77	58	63	45	79	81	35	95	88	50	56	42	18	81	95	45	104	97	18	88	88	18	0	1	1	1	2	2	1	1	1	3	1	4	1	1	1	3	1	2	2	2	3	1	2	1	1	3	3	1	1	1	1	1	2	1	1	3	3	2	1	1	2	1	2	3	4	4	1	1	2	2	3	1	1	2	1	3	2	1	1	1	1	6	2	1	1	2	2	3	2	2	2	1	4	5	1	2	5	1	1	1	2	1	3	3	6	8	2	2	1	5	4	4	4	3	2	1	7	3	10	2	4	6	1	1	9	4	5	13	1
2500	-675.348097868724381	-673.931934762476658	-1.416163106247742	0.000010262186785	0.000008862153257	0.863573567917713	0.464316520107153	0	1	1	1	2	2	4	3	4	4	5	3	6	8	9	5	10	9	9	12	12	7	9	12	8	11	10	11	10	14	12	12	12	11	13	13	12	13	11	13	14	14	14	14	12	15	14	14	12	14	13	14	15	15	15	15	16	14	15	15	18	15	15	15	15	15	16	16	16	17	16	14	17	16	16	15	15	16	15	19	16	17	17	17	17	16	17	16	17	18	20	18	18	18	16	19	19	19	17	19	22	21	20	19	21	20	23	24	0	1	1	1	2	3	4	4	3	6	7	0	0	0	12	12	19	22	25	34	19	16	22	19	16	18	23	27	18	37	22	18	34	19	18	27	17	31	18	32	0	31	31	18	22	30	37	49	39	39	49	40	33	42	31	31	44	45	30	47	79	48	50	51	51	32	21	48	52	53	54	31	56	44	77	45	58	59	49	88	64	58	79	42	58	76	77	63	77	79	81	84	95	88	50	56	92	18	81	63	77	82	97	32	88	94	22	0	1	1	1	1	1	1	3	2	3	2	1	1	1	1	4	2	1	2	1	1	2	2	2	2	3	1	1	1	1	2	2	3	1	2	2	3	2	1	2	1	1	2	2	4	3	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	3	1	1	2	2	3	2	2	2	2	1	2	2	2	1	3	1	1	1	2	1	2	2	3	3	1	2	1	2	2	2	1	2	2	2	3	1	6	1	3	5	4	1	6	4	2	14	1
3000	-630.561543597398099	-629.006782935225033	-1.554760662173041	0.000010262049220	0.000012735963760	1.241074125432113	0.547536746577621	0	2	1	2	1	2	4	3	3	3	5	3	6	7	9	6	10	9	10	12	12	7	8	12	8	11	10	11	12	14	11	11	12	10	15	13	13	13	12	13	14	13	14	14	13	14	14	14	13	14	14	14	15	14	15	15	15	14	15	15	17	15	15	17	15	16	15	15	16	16	16	15	17	17	16	16	16	16	15	19	16	17	17	17	17	17	17	16	18	16	20	18	18	18	16	19	19	20	19	18	21	19	20	20	21	21	23	24	0	5	1	5	1	3	4	4	3	3	7	0	0	0	14	12	25	22	25	19	25	16	22	17	16	18	23	27	18	37	18	22	17	25	45	23	34	31	18	32	0	31	31	26	18	21	37	49	39	39	39	40	33	42	31	43	44	45	46	47	79	48	50	51	51	32	21	48	52	33	54	54	56	57	58	58	58	59	50	88	51	75	79	42	75	76	75	50	58	48	81	84	95	88	63	73	84	89	81	88	98	82	97	45	80	93	18	0	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	3	2	2	2	2	3	1	1	2	1	1	2	1	3	1	2	2	2	2	1	3	2	2	1	2	1	2	2	2	2	2	1	1	1	2	2	1	2	1	4	1	1	1	1	1	2	1	1	3	1	3	2	1	2	4	2	1	2	1	2	2	2	1	1	3	2	1	2	3	1	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	6	2	2	13	1
3500	-618.905638264221466	-617.381572287116910	-1.524065977104529	0.000010714061709	0.000012469355209	1.163830818562655	0.622437387906555	-1	1	1	2	1	2	4	3	3	4	4	5	6	7	9	7	10	10	10	12	12	8	9	12	8	11	11	11	12	13	11	12	12	11	15	14	11	13	12	13	14	13	13	14	13	14	12	14	14	14	14	14	15	14	14	15	16	14	15	14	18	15	15	16	15	14	13	16	16	17	16	16	17	17	15	16	16	15	16	19	16	17	17	17	17	17	17	16	17	18	17	18	18	18	18	19	18	19	18	19	22	21	20	20	21	20	23	24	0	1	1	5	1	3	4	4	3	3	8	0	0	0	14	12	25	22	25	17	19	16	22	12	16	18	23	23	22	37	18	22	19	25	18	28	17	31	18	18	0	31	31	18	18	37	19	39	39	39	39	40	33	42	31	38	44	45	46	47	79	39	50	51	51	32	21	49	52	53	54	54	56	57	58	58	58	46	49	88	51	77	48	72	76	76	77	63	58	79	81	84	88	88	50	73	84	89	91	88	98	82	97	89	80	93	58	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	4	1	1	2	2	4	1	1	3	2	1	4	2	1	2	1	2	1	2	2	4	3	3	2	2	2	2	1	1	2	1	3	2	2	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	2	1	1	2	2	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	3	2	3	2	1	1	1	9	1
4000	-606.080954058289649	-604.444319008847970	-1.636635049441712	0.000011859315754	0.000017098503068	1.441778212408138	0.574892000013561	0	2	2	2	2	1	4	3	4	4	6	6	6	5	9	7	10	10	10	11	11	8	9	12	8	11	11	11	12	14	11	12	12	12	15	14	11	13	12	13	14	13	14	13	13	13	12	14	13	14	13	15	15	14	13	14	16	14	15	15	18	14	15	17	15	16	16	16	16	17	16	15	17	17	16	15	15	14	16	19	16	17	15	17	16	17	16	16	18	18	18	18	18	18	18	19	18	20	19	18	22	21	20	20	21	19	23	24	0	1	6	1	1	1	8	4	3	6	7	0	0	0	14	12	25	22	25	17	25	16	22	19	16	22	23	23	18	37	18	22	19	25	22	27	17	31	26	32	0	31	31	32	32	37	37	49	39	49	39	40	33	42	31	55	44	45	78	30	79	39	50	51	51	18	37	48	52	53	54	54	56	57	58	58	58	37	49	88	51	58	39	72	76	76	77	63	58	79	81	84	88	88	88	43	84	75	81	88	98	82	97	89	94	93	58	0	1	2	1	1	1	1	1	1	2	3	2	1	1	1	3	1	2	2	2	1	2	1	1	2	1	3	2	2	2	2	1	2	2	2	4	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	1	2	1	2	1	1	1	1	2	1	2	1	4	3	2	1	1	2	1	2	1	2	1	1	2	2	3	3	1	2	2	1	2	1	1	2	2	1	1	2	2	1	3	1	2	2	2	2	2	2	1	2	1	8	1
4500	-562.752721033614421	-561.342604634476857	-1.410116399137603	0.000013376929597	0.000011285029987	0.843618851781300	0.649569685578432	-1	1	2	2	2	0	4	3	4	4	5	6	6	7	9	7	10	10	10	12	12	8	9	12	8	11	11	11	12	14	11	11	12	12	12	12	13	13	12	13	14	12	14	12	12	15	14	14	14	13	14	14	15	14	12	15	15	14	15	15	16	15	15	17	15	16	16	16	16	17	16	15	17	17	16	15	16	16	15	19	15	17	17	17	17	17	17	16	18	18	20	18	17	18	18	17	19	20	19	19	22	21	20	20	21	21	23	24	0	1	6	2	1	1	8	4	3	3	8	0	0	0	14	12	25	22	25	25	19	16	22	19	16	18	23	23	18	37	18	18	19	17	22	23	34	31	18	32	0	31	55	18	18	30	21	39	39	39	39	40	33	42	31	43	44	45	21	47	48	49	50	51	51	35	30	79	52	53	54	54	56	57	58	58	58	59	39	88	51	58	39	72	76	76	77	63	58	48	81	84	88	88	88	56	84	89	81	88	104	82	97	89	94	93	82	0	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	2	1	1	2	2	2	1	1	1	2	2	3	2	1	2	2	2	1	1	1	1	2	1	2	2	2	1	1	1	3	2	1	1	2	1	2	1	1	1	2	2	1	2	2	1	2	2	2	1	2	2	2	1	2	1	3	2	1	2	2	2	1	2	1	1	2	3	2	1	1	2	1	1	2	1	2	2	2	2	1	1	3	3	5	1
