step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-6481.069495469347203	-6479.607413384828760	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.144924103246361	-1	4	18	12	18	12	16	16	21	15	16	17	28	25	19	22	23	21	22	27	27	25	27	26	29	28	29	31	29	30	28	30	32	31	34	29	35	32	40	36	33	35	37	34	40	38	39	39	38	37	36	37	41	40	38	39	43	37	47	43	40	44	45	43	41	45	42	47	44	45	48	48	47	45	44	47	59	50	48	49	47	52	52	57	51	52	53	61	53	54	55	54	59	62	64	59	62	68	67	62	63	80	66	71	67	70	73	73	71	74	75	76	85	83	100	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	2	3	3	4	3	3	3	5	5	4	4	4	4	4	5	5	5	5	5	5	5	5	6	5	5	5	5	6	6	6	5	6	6	7	6	6	6	7	6	7	7	7	7	7	7	6	7	7	7	7	7	8	7	8	8	7	8	8	8	7	8	7	8	8	8	8	8	8	8	8	8	10	9	8	9	8	9	9	10	9	9	9	11	9	9	10	9	10	11	11	10	11	12	12	11	11	14	11	12	12	12	13	13	12	13	13	13	15	14	17
500	-1541.517968562456645	-1539.742984578323785	-1.774983984132915	0.000010035169268	0.000017836301903	1.777379277528276	0.200083427057524	-3	2	17	4	11	13	16	15	22	11	14	14	26	23	8	16	8	14	10	28	24	21	22	20	21	21	19	18	25	28	13	28	29	32	28	26	34	28	30	31	33	37	31	33	37	33	36	28	36	25	35	35	40	38	28	23	41	39	48	43	38	43	46	37	35	43	33	43	40	47	46	46	47	41	29	46	57	51	51	49	37	45	54	59	47	53	48	52	50	55	51	55	59	46	66	60	58	63	69	46	63	83	66	72	69	72	76	75	61	76	77	73	85	84	102	0	1	6	1	4	5	4	4	6	17	5	4	4	0	0	5	4	4	0	9	7	5	31	19	12	5	17	15	31	12	19	19	24	26	23	27	21	31	25	27	28	31	32	4	39	33	18	31	46	21	28	28	43	65	56	11	32	52	36	56	26	43	28	36	50	32	55	51	37	33	28	64	26	50	50	74	52	64	36	15	52	21	67	67	50	22	55	75	74	28	82	50	50	0	100	22	65	50	100	0	50	75	94	94	72	65	74	92	75	65	94	75	75	85	42	1	1	1	1	2	1	3	2	2	1	1	1	4	1	1	1	1	2	1	1	1	2	2	2	2	2	3	2	3	3	1	4	2	2	1	2	2	4	1	2	2	7	1	5	2	1	3	2	1	1	5	3	1	1	1	2	2	1	5	3	6	2	10	2	2	5	1	2	2	6	5	2	7	4	1	2	4	3	5	8	1	4	5	4	6	6	5	4	2	6	1	4	9	1	14	11	4	7	8	1	8	17	6	7	5	10	8	4	6	7	9	9	13	10	16
1000	-1356.203391935339369	-1354.700033200611642	-1.503358734727702	0.000010005077403	0.000011111409827	1.110577098029312	0.336144578615157	0	5	15	9	13	10	14	16	19	7	17	19	22	24	9	20	22	19	12	26	26	25	15	24	25	14	25	16	28	29	23	30	26	28	34	28	33	31	38	29	30	32	34	33	40	37	36	41	39	25	26	38	43	39	36	39	39	34	36	41	41	40	44	41	33	43	40	50	45	46	48	43	46	42	30	48	56	50	49	48	44	50	54	54	46	51	49	62	48	45	53	48	58	46	67	60	61	70	67	60	62	79	64	64	68	70	65	70	68	76	76	73	84	80	101	0	1	10	10	6	10	10	5	8	1	7	7	8	0	0	4	5	4	0	9	11	5	19	19	12	4	6	15	23	12	23	19	31	26	29	27	21	31	25	27	28	23	42	12	47	33	18	42	33	11	28	28	62	21	37	65	43	51	27	50	26	43	15	59	50	57	55	58	56	33	52	59	26	65	50	65	90	36	72	41	52	50	67	67	75	59	67	85	74	28	82	75	65	0	94	40	89	74	94	0	54	75	94	94	59	74	65	85	85	101	94	85	85	85	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	2	1	2	3	2	2	2	2	4	1	3	1	1	2	2	2	1	2	3	1	4	1	3	3	2	2	1	2	4	1	2	1	2	1	1	3	5	7	2	8	1	1	1	1	3	1	6	3	3	6	2	1	3	2	5	2	4	1	4	5	4	4	3	1	4	2	6	1	2	5	1	13	8	2	5	7	1	5	16	3	3	6	6	6	3	2	3	7	6	11	9	15
1500	-1255.424719779695124	-1253.764710056186686	-1.660009723508414	0.000009997612604	0.000014980721953	1.498429929838962	0.415991661200723	-1	0	11	9	12	7	18	18	19	10	14	15	27	22	20	23	19	20	17	26	26	23	20	25	23	24	26	27	29	28	27	25	26	32	28	30	33	35	41	29	34	36	33	28	38	34	39	38	37	28	33	37	37	39	33	38	44	38	35	39	40	45	44	44	41	44	37	44	45	42	46	47	46	42	33	47	54	51	47	47	47	49	50	53	51	51	52	59	53	52	54	46	58	47	67	61	57	67	69	57	59	79	59	62	65	69	69	75	72	73	76	70	85	85	98	0	1	6	6	6	1	6	4	4	6	4	3	6	0	0	18	4	12	0	9	11	17	19	19	12	18	17	15	23	25	23	19	32	26	23	27	21	23	25	27	28	35	32	12	25	33	25	42	46	21	28	51	43	21	21	37	43	51	36	21	26	43	58	59	50	53	55	51	60	33	52	59	61	50	50	50	28	59	59	28	41	60	67	67	92	59	67	92	74	41	82	75	74	0	94	27	89	93	94	0	74	75	94	94	59	89	97	75	75	101	94	92	75	112	90	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	2	1	2	2	1	1	2	2	1	2	2	2	1	2	2	1	2	2	1	1	2	3	2	2	1	2	3	2	2	2	1	1	1	2	1	1	1	2	1	2	1	1	3	3	2	2	2	2	1	1	3	1	3	2	3	2	2	1	3	4	5	2	4	1	1	3	4	1	3	3	3	2	5	2	2	5	1	12	7	1	2	6	1	3	15	1	3	4	4	2	7	4	3	6	5	12	4	14
2000	-1186.212456411787798	-1184.584236261407341	-1.628220150380394	0.000009891438248	0.000014059164003	1.421346790126271	0.489828505983134	-5	2	11	1	17	10	16	14	20	10	13	13	29	27	17	22	20	20	11	26	25	20	24	27	23	23	28	30	29	26	30	25	29	28	36	28	30	29	35	26	33	36	33	33	40	38	40	35	37	28	25	39	36	41	34	36	45	37	35	32	40	38	46	42	38	40	38	42	46	43	45	46	44	41	34	47	58	49	48	44	47	53	53	58	53	49	52	59	55	52	49	53	56	47	67	61	58	67	65	60	61	81	60	62	70	69	73	73	63	75	76	76	82	82	99	0	1	4	1	10	4	10	6	7	4	6	4	7	0	0	3	7	12	0	9	11	5	19	19	18	10	40	51	23	12	23	19	32	26	29	17	21	32	25	17	28	29	32	12	39	33	44	23	33	11	15	28	43	65	21	37	43	51	36	50	34	43	58	59	21	32	55	51	60	46	28	59	61	65	50	50	71	59	59	41	41	69	67	67	75	59	67	92	74	71	50	75	74	0	94	86	74	97	94	0	93	75	94	94	96	74	97	85	92	107	94	109	92	112	24	1	2	2	1	1	2	2	1	1	1	1	3	2	1	1	3	1	2	1	2	1	1	2	2	1	2	1	1	2	3	1	4	1	2	3	2	1	1	2	2	2	2	1	3	1	2	1	2	2	2	1	2	1	1	1	1	2	1	1	1	4	1	2	1	2	2	1	2	3	1	2	2	1	1	1	4	3	2	2	2	2	2	3	4	2	3	2	1	2	2	3	2	3	1	8	3	3	2	6	1	2	14	2	2	2	5	3	5	2	1	6	4	6	2	11
2500	-1105.957527266451507	-1104.369941931406174	-1.587585335045397	0.000009931681906	0.000013131527016	1.322185621824538	0.555404853985196	-4	2	16	13	16	10	14	15	22	14	16	17	28	18	16	22	23	21	18	28	25	27	21	26	29	28	26	31	30	29	29	26	32	30	34	28	34	33	38	33	34	28	33	35	40	41	33	40	36	34	28	38	41	42	37	40	45	32	39	41	38	43	46	42	37	45	41	44	45	44	48	46	46	43	39	48	61	50	45	46	44	53	52	57	52	50	52	58	47	52	58	54	53	46	64	59	62	69	67	62	57	83	67	68	62	71	68	64	71	74	73	71	83	81	94	0	1	7	6	7	1	6	6	7	4	6	7	10	0	0	7	6	12	0	9	11	10	19	19	12	12	17	51	23	18	23	23	31	26	32	27	10	31	12	27	28	23	42	25	47	33	12	23	33	21	15	28	43	50	37	50	43	51	36	37	34	43	58	59	50	62	55	51	60	49	28	59	61	56	50	37	52	72	59	28	51	54	67	67	75	59	67	85	74	71	82	85	74	0	94	86	93	93	94	0	93	75	94	94	86	74	97	85	108	107	94	85	109	112	29	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	3	1	1	1	2	2	1	2	2	2	1	1	2	2	2	1	1	1	1	1	5	1	3	2	1	2	2	2	2	1	2	2	1	2	3	2	1	1	1	2	2	1	2	1	1	3	2	1	1	1	1	2	1	2	2	1	2	1	1	2	3	1	1	2	3	2	4	3	2	2	2	2	1	1	1	1	2	1	7	2	2	3	3	1	1	12	3	3	2	6	1	3	1	1	5	3	4	2	6
3000	-1098.854254299274544	-1097.225913870300019	-1.628340428974455	0.000010546488744	0.000014993299806	1.421639008964785	0.516558163927212	-4	3	18	10	13	10	7	11	17	15	14	18	24	26	18	21	25	22	21	27	17	17	27	26	24	28	31	24	30	31	22	27	31	33	35	30	28	34	42	35	31	33	33	28	39	35	34	39	40	33	22	33	41	39	38	35	43	36	40	41	37	41	45	43	41	44	43	45	45	45	48	42	47	46	43	36	53	51	48	45	44	48	46	56	50	51	54	58	45	55	54	53	53	46	64	60	56	57	66	60	64	82	66	72	68	68	64	67	72	76	74	77	85	79	94	0	1	7	1	6	7	1	7	4	6	7	7	5	0	0	4	22	12	0	7	4	5	31	19	18	25	22	51	32	18	19	31	31	26	23	22	21	29	47	36	28	32	29	12	47	33	12	23	46	37	15	28	43	50	21	21	43	52	36	56	26	43	58	59	50	53	55	41	60	49	41	59	61	50	54	50	71	72	59	41	52	56	67	67	75	59	83	85	50	41	89	85	89	0	94	86	93	89	94	0	97	75	94	94	86	98	97	92	108	107	94	108	112	112	95	1	1	2	3	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	3	2	1	1	1	1	1	3	1	1	2	1	1	2	1	2	2	2	1	1	2	2	1	1	2	1	2	3	2	1	1	1	2	1	1	4	4	2	1	2	2	2	2	2	1	2	1	1	2	1	1	2	1	2	1	1	1	1	2	2	3	2	2	2	4	1	3	2	2	3	3	1	1	1	1	7	2	1	2	3	1	2	12	4	5	2	2	2	3	2	2	5	2	1	1	6
3500	-1064.131759252452866	-1062.669642719287140	-1.462116533165714	0.000011262449786	0.000011263527457	1.000095687125454	0.588360151306373	-1	5	14	12	19	9	7	17	20	10	15	16	27	26	16	19	24	21	16	25	25	20	19	25	28	22	28	29	28	30	26	33	32	30	30	28	33	34	38	34	32	36	33	32	41	40	30	39	36	35	25	36	40	39	40	37	44	38	36	37	34	46	37	40	42	43	42	45	45	46	48	47	41	43	41	48	56	50	47	48	45	44	50	56	47	48	55	64	50	52	54	53	49	47	65	58	60	64	66	64	63	81	68	71	68	67	69	66	72	76	75	74	85	84	98	0	1	6	6	4	7	1	10	7	6	4	7	10	0	0	4	3	12	0	9	11	7	19	19	12	12	22	51	23	18	23	31	31	26	29	22	21	29	47	22	28	23	29	5	47	33	18	29	33	21	15	41	43	50	37	21	43	51	27	50	26	43	51	59	50	53	55	51	60	49	28	59	61	50	54	65	41	72	59	52	41	50	67	67	75	59	83	85	74	41	82	85	74	0	94	86	93	89	94	0	93	108	94	94	96	98	101	85	108	107	94	108	108	102	71	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	2	1	2	3	1	2	1	2	1	2	1	3	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	1	3	2	2	3	2	1	2	1	1	3	1	2	1	2	1	2	3	2	2	2	2	1	3	2	1	1	1	6	2	2	3	2	1	3	5	4	4	1	1	1	3	1	1	4	1	3	1	6
4000	-1045.850020853570868	-1044.430603993223485	-1.419416860347313	0.000012354705629	0.000010798556749	0.874044034174328	0.614474623345786	-3	1	19	12	12	6	3	11	22	14	15	16	27	26	12	21	21	21	15	26	24	15	22	25	23	24	27	30	30	30	30	30	30	30	28	30	33	31	41	35	34	36	34	31	42	38	39	30	36	36	26	36	41	42	39	39	42	39	39	43	36	42	41	43	38	45	43	44	46	46	46	46	40	42	43	41	51	50	45	51	48	47	51	58	45	51	54	62	55	50	51	53	51	48	66	59	60	67	58	62	63	78	66	65	65	69	71	57	72	73	75	69	85	84	102	0	1	7	7	6	7	1	7	6	7	6	6	3	0	0	4	22	12	0	9	11	7	19	19	12	12	17	51	23	18	24	23	23	26	23	17	21	23	47	27	28	29	31	4	47	33	25	23	33	37	15	28	43	50	21	37	43	51	36	65	34	43	41	59	21	53	55	28	60	49	28	59	61	50	65	65	41	72	59	71	41	65	67	83	75	59	83	85	74	71	82	85	74	0	94	86	93	97	94	0	93	112	94	94	96	98	97	92	112	101	103	108	112	102	95	1	1	3	2	1	1	2	1	3	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	2	2	1	2	2	1	1	3	1	2	3	2	2	1	2	1	1	1	2	2	2	3	1	1	1	2	1	1	3	1	1	2	1	1	3	2	1	1	1	1	3	1	1	2	2	1	2	2	1	3	1	2	2	1	2	2	1	1	5	2	2	1	2	1	2	3	4	2	1	1	2	1	1	2	2	2	1	1	8
4500	-996.414451027550854	-995.009454243060986	-1.404996784489884	0.000013407808745	0.000011076664076	0.826135298269271	0.703886126187969	0	4	16	5	11	14	10	14	17	12	16	16	24	23	18	25	24	22	16	23	27	14	24	25	28	27	27	31	26	28	29	29	27	33	33	30	36	29	39	37	36	31	33	33	41	39	36	40	33	31	27	35	42	36	39	33	42	38	40	42	42	38	42	43	39	46	42	43	45	45	45	47	46	45	39	44	59	51	48	48	46	52	48	53	45	51	54	58	53	54	56	54	56	48	66	54	64	62	54	61	61	78	62	63	69	70	71	66	71	75	65	71	83	80	95	0	1	10	1	4	10	4	10	6	4	10	7	5	0	0	3	22	12	0	9	11	5	19	19	18	12	17	51	23	12	29	29	23	26	29	27	21	23	47	27	51	29	24	25	47	33	12	32	33	21	15	28	62	21	37	21	43	51	36	65	34	43	51	59	50	53	55	58	60	49	52	59	61	65	54	65	52	72	59	71	41	65	67	67	75	59	83	92	74	71	82	85	89	0	94	86	93	89	94	0	93	112	94	94	96	98	97	92	108	97	99	108	112	102	41	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	1	2	2	1	3	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	2	3	1	1	1	1	1	4	1	2	1	2	2	1	1	1	2	2	1	2	1	1	2	1	1	5	1	2	2	1	1	1	2	3	2	2	2	1	2	1	2	2	1	2	1	9
