step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
1	-5983.650309419704172	-5982.188227335185729	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.795945942565513	-1	1	6	6	8	10	10	12	13	13	18	20	20	21	22	21	21	22	22	22	22	22	22	23	24	23	25	25	26	27	26	26	28	27	29	29	28	29	31	30	31	31	30	31	33	32	34	33	32	34	34	35	35	35	35	36	36	36	37	36	37	37	39	39	40	41	42	44	43	46	45	45	44	45	48	49	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	5	6	6	7	7	7	10	11	11	11	12	11	11	12	12	12	12	12	12	12	13	12	13	13	14	14	14	14	15	14	15	15	15	15	16	16	16	16	16	16	17	17	18	17	17	18	18	18	18	18	18	19	19	19	19	19	19	19	20	20	21	21	22	23	22	24	23	23	23	23	25	25
500	-1513.498951656930331	-1511.760952663785929	-1.737998993144491	0.000010056952800	0.000016969525689	1.687342679900889	0.181106083528256	-2	2	5	6	8	10	10	11	14	13	15	19	17	21	20	22	21	21	20	22	19	19	21	20	25	24	25	22	23	24	25	25	28	27	28	30	29	29	32	31	30	31	30	31	34	32	35	34	32	35	34	35	36	35	36	37	37	36	37	37	36	37	39	40	39	41	43	44	44	47	46	46	45	46	49	50	0	1	2	3	2	4	5	7	6	7	10	13	11	22	13	12	13	13	13	15	13	11	0	21	13	20	16	21	15	24	29	18	28	28	18	25	29	28	21	29	12	31	24	24	22	34	28	29	32	11	32	21	12	29	48	15	11	32	30	24	48	32	22	30	35	30	44	22	22	22	30	30	28	30	30	30	1	1	2	1	3	1	2	1	2	2	1	2	1	1	2	2	2	2	2	1	1	3	1	1	5	2	2	3	2	2	1	3	3	3	5	3	3	4	7	7	9	3	5	6	8	3	8	7	4	11	5	9	13	8	2	11	12	7	10	11	1	5	10	16	6	8	8	17	22	20	17	16	18	20	21	23
1000	-1025.382507522274182	-1023.897184232355812	-1.485323289918264	0.000010108790227	0.000010747058415	1.063139918225249	0.178389659541780	-1	1	7	6	9	11	10	12	13	13	15	20	18	21	21	22	21	22	21	22	19	22	23	21	24	24	25	22	26	24	26	24	28	26	29	28	29	29	31	30	32	31	30	30	30	32	35	33	32	34	34	36	32	35	35	37	35	36	38	36	37	37	39	39	39	38	39	45	44	46	46	45	44	46	48	50	0	1	4	2	3	3	5	7	6	8	10	13	11	13	13	13	12	13	13	19	13	13	0	21	12	19	16	21	32	21	32	18	34	28	29	29	32	34	28	31	36	29	34	30	30	39	38	31	31	48	35	45	24	35	40	35	24	49	30	30	54	50	41	21	49	53	60	45	30	53	45	66	24	45	53	53	1	1	1	2	2	2	1	1	2	1	1	2	2	2	1	2	1	2	2	1	1	3	1	2	2	2	2	3	1	2	1	1	2	2	2	2	2	3	6	2	3	3	2	3	5	1	4	4	3	1	4	6	7	3	3	7	8	3	10	9	1	2	6	12	3	3	3	11	16	12	13	5	17	15	13	16
1500	-787.252735692972237	-785.875536647555919	-1.377199045416368	0.000010059435140	0.000007186235733	0.714377659633889	0.338048181624528	0	2	6	7	8	11	10	12	14	13	18	20	19	21	23	22	20	22	22	22	22	23	22	24	25	24	25	26	26	27	26	23	28	25	29	29	29	28	31	30	30	32	28	32	30	32	34	33	32	34	34	36	35	34	35	36	36	36	38	37	36	37	39	38	41	42	42	44	44	47	44	45	45	46	49	49	0	1	2	3	2	3	5	7	6	8	10	13	11	13	13	13	13	11	13	13	12	14	0	21	32	19	16	34	32	24	32	18	28	21	32	29	31	34	28	31	32	32	28	30	24	28	39	40	31	48	40	45	45	40	40	49	28	49	45	45	54	50	49	24	56	64	64	45	45	45	64	64	45	45	45	45	1	1	2	1	3	2	1	2	1	1	2	1	1	1	2	2	1	2	2	2	1	1	1	2	2	1	2	1	3	2	2	1	1	2	3	2	2	3	2	2	2	3	2	3	3	2	1	2	3	1	1	3	2	2	3	3	5	3	7	5	1	2	3	10	2	2	3	10	10	11	4	5	13	12	11	14
2000	-693.247277451852483	-691.608697862612644	-1.638579589239830	0.000010128531781	0.000014650882753	1.446496201999099	0.418560556551347	-2	1	7	6	9	11	10	13	13	13	18	20	19	22	21	22	22	22	23	22	22	23	22	24	25	24	25	24	27	27	26	23	28	26	30	30	28	29	32	29	32	31	30	31	30	31	33	33	32	34	34	33	32	36	34	36	36	36	37	36	37	38	38	38	41	41	42	44	43	47	46	46	44	46	46	50	0	1	4	1	4	5	4	7	6	7	10	13	11	13	13	15	15	12	20	13	12	14	0	21	32	19	16	21	32	24	18	17	34	28	37	32	25	34	43	31	37	29	28	30	30	38	34	40	36	40	48	45	45	48	48	49	38	49	45	53	48	50	56	52	63	64	64	60	45	64	68	67	45	52	64	52	1	2	1	4	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	3	2	2	1	2	2	2	2	2	1	1	4	2	1	2	1	2	1	2	1	2	3	2	3	3	2	3	1	4	2	2	3	8	9	6	1	3	7	11	5	11
2500	-535.509885853199421	-533.849961075332430	-1.659924777867012	0.000010135015570	0.000015184526017	1.498224241812941	0.608403411010937	-1	0	7	6	7	11	10	11	13	14	17	20	19	21	20	21	21	21	23	21	22	23	22	23	23	23	25	25	25	27	26	27	27	28	29	30	29	30	31	30	31	31	31	29	31	32	33	33	31	33	35	35	36	34	36	35	36	37	37	35	36	37	39	37	41	40	39	44	44	46	46	46	43	45	46	50	0	1	4	1	4	3	5	7	6	7	10	13	11	15	13	13	13	13	20	15	12	14	0	21	18	20	16	21	25	24	12	29	28	28	29	29	31	28	33	35	32	32	33	30	30	43	28	40	37	31	48	45	45	40	54	49	43	56	52	45	54	50	56	53	63	64	64	67	64	64	68	68	67	67	69	73	1	1	1	3	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	2	1	1	3	2	2	1	2	2	1	2	1	2	1	2	1	3	2	1	3	1	3	3	2	1	2	2	1	2	3	1	2	2	1	1	2	1	2	4	5	1	1	3	3	1	5
3000	-464.408604914511329	-462.601034174189408	-1.807570740321934	0.000010373964022	0.000019266123948	1.857161245941646	0.620499439106532	-1	1	6	5	8	10	10	12	12	14	18	20	19	21	22	22	20	22	22	21	22	22	22	23	23	23	26	25	26	27	26	26	29	27	27	29	28	29	30	30	31	30	29	30	32	33	33	33	32	35	34	35	34	34	35	35	35	36	36	37	36	37	39	39	41	42	41	43	42	46	46	46	44	45	48	48	0	1	1	2	3	4	3	7	6	8	10	13	11	13	13	13	13	13	20	13	12	14	0	21	18	20	16	21	25	24	25	25	34	28	25	37	35	34	34	35	31	37	34	30	44	39	28	40	36	48	40	45	45	40	48	49	43	56	53	52	48	50	49	52	63	64	64	67	67	64	68	68	68	73	70	73	1	1	3	2	1	3	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	3	1	2	2	2	1	1	2	1	1	1	2	1	4	1	2	3	1	2	3	2	1	2	2	2	1	2	1	1	2	1	1	1	1	1	4	2	1	1	1	1	1	4	1	1	1	1	1	2
3500	-474.095285370038937	-472.555551289081166	-1.539734080957782	0.000010469854049	0.000012600154531	1.203469931168048	0.630930045401574	-1	1	5	3	7	10	10	12	13	13	18	20	19	21	22	22	21	22	21	20	22	23	22	24	24	22	26	24	27	28	27	27	28	28	29	29	28	30	31	30	32	31	29	31	33	33	34	33	32	34	32	35	34	35	35	35	36	35	37	36	37	38	39	39	40	42	41	43	43	47	45	44	44	46	49	49	0	1	1	1	4	3	5	7	6	7	10	13	11	13	13	13	12	13	20	13	12	14	0	21	15	20	16	21	25	24	25	25	28	28	25	29	18	43	43	36	29	36	34	30	30	39	38	40	31	48	40	53	45	48	40	49	39	49	53	45	54	50	49	45	63	64	64	64	67	64	68	67	68	73	70	74	1	1	3	2	2	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2	1	3	1	1	1	3	1	1	1	3	1	2	2	2	1	1	1	1	2	2	2	3	1	1	2	1	2	5	2	1	2	1	2	2	4	1	2	1	1	1	1
4000	-472.767960436757448	-471.237719172511902	-1.530241264245529	0.000010998259180	0.000012972585562	1.179512625561050	0.636438483844253	0	2	7	6	8	10	8	11	13	14	18	20	19	21	23	21	21	23	23	22	22	23	22	23	24	24	24	26	27	27	27	26	28	24	30	29	28	29	31	30	31	30	29	32	32	32	34	34	32	34	33	36	34	35	35	35	36	37	36	36	38	36	38	39	41	41	41	43	43	47	46	45	44	45	49	49	0	1	4	1	4	4	4	7	3	8	10	13	11	13	13	13	12	13	20	12	13	14	0	21	18	20	16	34	25	21	25	25	34	15	31	31	25	34	28	37	29	36	34	30	30	39	43	40	37	40	40	53	45	40	48	49	46	56	45	53	48	50	56	52	63	64	64	67	67	66	68	68	67	73	70	73	1	1	1	3	1	2	1	2	3	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	2	2	1	2	1	2	2	2	1	2	1	2	3	2	1	3	3	2	1	2	2	1	2	1	2	2	1	2	1	1	2	2	2	1	1	1	1	1	2	2	2	1	1	1	2
4500	-481.885414834792869	-480.309965803710213	-1.575449031082671	0.000011711305881	0.000015134909926	1.292333244453939	0.664134210661629	-1	1	4	6	9	9	11	13	11	13	17	20	18	22	22	20	21	22	23	22	22	23	21	24	25	24	24	25	26	28	27	27	27	24	30	29	28	29	31	30	31	31	30	30	32	32	35	32	32	34	34	35	36	35	35	35	37	36	38	37	38	37	39	39	40	41	41	43	44	47	45	45	43	46	49	48	0	1	2	1	4	4	5	7	6	7	10	13	11	12	13	13	12	13	20	12	12	14	0	21	18	14	16	34	25	24	25	29	28	21	32	29	25	28	38	25	29	32	34	30	30	38	39	31	25	48	48	45	52	40	48	49	43	56	45	45	50	50	56	52	63	64	64	67	68	68	67	68	67	73	70	73	1	1	1	3	1	1	1	1	1	1	3	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	3	1	2	1	3	2	3	1	1	2	1	2	2	2	3	1	3	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	2
