step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
24500	-548.421205299551275	-547.053246484817464	-1.367958814733847	0.000058748018601	0.000028833058837	0.490792021980163	0.632594646780827	-1	5	7	9	9	10	10	12	9	12	13	14	11	13	15	15	14	14	12	14	14	14	14	17	16	16	17	17	18	17	16	17	17	17	16	19	17	17	16	18	18	18	18	16	18	18	18	20	22	19	20	20	21	20	21	21	21	19	21	18	22	21	21	23	21	23	23	23	24	24	22	25	25	24	27	26	27	30	26	25	28	27	30	29	29	31	28	28	31	31	31	31	32	31	34	31	33	33	35	33	0	1	2	3	3	4	2	7	0	5	5	13	9	0	7	11	7	10	13	13	0	14	13	8	17	12	23	20	38	44	22	11	22	23	23	26	12	21	0	34	26	12	20	22	37	38	10	24	27	26	58	35	30	32	0	46	34	32	32	28	62	32	58	53	48	34	34	51	51	59	32	64	65	67	73	74	62	85	74	67	74	57	82	77	72	74	76	82	76	84	78	66	90	77	97	0	85	92	93	94	1	3	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	1	1	3	2	3	2	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	3	3	1	2	2	2	1	2	1	1	1	3	1	1	1	2	3	2	1	2	4	1	1	2	1	1	4	1	2	1	1	2	1	1	1
25000	-589.098482234368475	-587.707710876447095	-1.390771357921341	0.000073258318305	0.000030741564616	0.419632409357528	0.588184682805329	1	4	6	8	9	11	11	12	10	14	13	14	12	11	15	15	14	14	13	14	14	13	14	17	15	16	17	17	18	16	15	17	18	18	16	19	19	16	16	19	16	19	19	15	18	18	18	20	22	19	20	18	20	21	21	20	20	19	20	21	20	22	21	23	22	23	22	23	24	24	22	25	23	24	26	26	27	29	27	25	28	28	29	28	27	29	29	28	28	31	31	32	31	30	34	31	33	34	34	33	0	1	2	3	3	3	5	7	0	6	5	13	9	0	7	11	7	7	9	13	0	14	9	18	17	19	19	20	38	44	22	15	22	23	19	26	12	21	0	23	19	19	20	22	27	38	11	32	57	34	6	35	44	48	0	46	35	32	47	43	47	51	51	44	54	57	57	48	32	59	61	53	65	57	73	57	71	85	80	34	80	57	89	47	72	82	66	80	74	69	85	81	77	77	97	0	91	81	93	84	1	1	1	1	2	2	1	1	1	1	3	2	1	1	2	1	1	2	2	1	1	1	1	3	1	2	2	2	1	1	1	1	3	2	1	2	2	1	1	2	1	3	2	1	1	1	3	1	1	1	3	1	2	1	1	1	2	2	2	1	1	1	1	3	1	2	1	1	3	2	1	2	1	2	2	2	2	1	1	3	1	5	1	3	1	1	2	2	2	3	2	2	2	2	1	1	1	2	2	3
25500	-581.894378883719014	-580.522367263576371	-1.372011620142683	0.000068587604748	0.000032417550399	0.472644445271834	0.532218806055268	1	3	6	9	10	11	12	11	12	14	13	14	13	12	14	14	12	14	14	14	15	14	14	16	16	16	16	17	17	16	15	18	17	17	17	18	19	16	13	18	17	18	18	17	17	18	18	19	21	20	20	20	20	21	21	21	21	21	21	21	23	21	23	23	23	22	23	23	24	23	22	25	25	24	26	26	27	31	27	27	28	27	29	29	29	30	29	27	29	32	32	31	31	31	33	32	34	35	34	33	0	1	2	3	3	3	8	5	0	6	7	9	9	0	7	8	5	8	13	13	0	14	9	16	17	9	19	20	38	22	22	16	22	26	23	26	45	21	0	23	19	27	20	30	12	38	18	47	23	36	32	35	30	32	0	46	34	32	32	43	48	10	58	33	54	49	37	48	58	59	54	53	54	49	73	66	61	85	57	49	66	66	81	68	64	49	88	49	74	71	85	66	84	84	85	0	91	81	77	94	1	1	2	1	2	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	4	1	1	1	2	3	1	1	2	2	2	2	2	2	1	3	1	1	3	3	2	2	1	2	2	2	1	2	2	1	2	3	3	4	1	2	3	4	1	3	3	5	2	6	1	1	1	1	2	4	3	2
26000	-577.120360895716090	-575.655533791017660	-1.464827104698384	0.000076658229298	0.000024699497466	0.322202817514877	0.599786395288728	1	4	6	8	9	10	10	11	11	12	13	13	12	13	15	15	13	15	15	15	12	14	15	18	16	16	16	16	18	16	15	17	16	18	16	18	16	16	16	19	17	18	19	18	18	19	18	18	21	18	21	20	21	22	22	20	20	20	22	21	22	22	21	22	23	23	23	22	24	24	21	25	24	24	27	26	26	31	28	25	26	25	28	30	29	31	28	27	30	31	32	31	31	30	35	33	33	35	35	33	0	1	2	3	3	4	5	7	0	5	4	9	9	0	8	8	8	5	9	12	0	14	12	32	17	12	19	19	38	22	22	10	22	37	12	41	19	21	0	23	19	27	28	30	37	29	10	10	34	26	58	35	44	48	0	46	34	48	11	20	71	47	58	53	54	57	40	58	51	54	47	64	65	34	73	57	71	85	74	66	57	57	81	71	64	80	66	74	83	61	72	87	84	77	97	0	78	92	93	94	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	3	3	2	2	1	2	1	2	1	1	1	1	3	2	1	2	1	1	1	2	2	1	2	1	1	1	1	3	2	2	2	1	2	1	2	2	1	4	5	4	2	1	2	4	3	2	1	2	1	1	1	2	2	1
26500	-563.081822491321986	-561.696677421494996	-1.385145069827002	0.000062720176545	0.000027127337314	0.432513726984357	0.629475622748881	1	4	7	9	10	11	12	11	10	13	12	13	12	13	15	14	13	14	15	14	15	14	14	17	15	15	15	17	16	16	16	17	17	17	18	17	17	17	16	18	18	18	18	18	18	19	16	18	20	19	21	20	20	21	22	20	22	19	22	21	23	21	22	23	22	23	24	23	23	20	19	25	24	25	26	26	27	30	28	26	29	27	29	30	29	28	28	28	30	32	31	32	31	31	35	34	32	33	34	34	0	1	2	3	3	4	8	5	0	5	5	9	9	0	16	8	8	8	13	13	0	14	13	15	17	12	12	20	21	22	22	10	22	19	19	26	27	29	0	19	36	27	20	30	27	38	10	5	40	36	58	35	44	10	0	46	49	48	70	28	71	32	48	53	54	49	36	48	58	48	32	64	65	34	73	49	69	85	49	49	66	49	80	61	64	66	76	82	66	77	72	87	84	77	91	0	78	87	93	84	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	2	1	2	1	1	3	1	1	1	1	1	4	1	1	1	1	1	2	2	2	2	2	1	1	3	3	2	1	1	1	1	5	1	2	2	1	5	2	3	4	2	3	5	3	1	1	3	3	2	2	1	2	2	1	2	3	2	2
27000	-580.348398163771776	-578.923086691036588	-1.425311472735236	0.000070114921527	0.000025501830853	0.363714745700112	0.591526775809179	-2	3	5	8	10	10	12	11	11	13	12	13	13	12	14	15	12	14	14	15	14	14	15	17	15	16	16	17	16	16	16	17	17	17	17	19	19	18	16	19	18	17	18	17	18	18	19	18	22	20	20	20	19	20	21	21	21	21	22	20	22	22	22	23	22	22	22	23	23	22	21	25	24	24	27	27	27	31	26	26	25	27	30	29	29	30	28	28	29	31	31	30	29	32	34	33	33	33	33	33	0	1	2	3	4	4	8	5	0	7	5	9	9	0	7	8	8	7	9	12	0	14	19	7	17	19	19	20	21	22	14	8	22	23	23	26	45	29	0	34	26	27	20	30	27	29	8	16	57	36	24	35	30	24	0	38	34	48	32	43	48	32	58	53	54	35	40	51	51	47	48	64	65	52	73	57	61	85	34	74	49	81	89	58	64	80	66	76	81	93	72	87	48	84	85	0	91	87	90	84	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	5	2	2	1	2	1	1	1	1	2	1	1	1	2	1	4	2	1	1	2	2	2	1	1	2	2	2	3	1	2	2	1	2	1	3	1	2	1	1	3	1	2	2	2	3	2	1	3	1	2	1	1	4	2	2	3	1	1	2	3	1	6	1	3	1	1	2	2	2
27500	-602.539597129254389	-600.975157647070205	-1.564439482184184	0.000086393725775	0.000022170171454	0.256617841806120	0.608844151862800	-1	4	6	8	9	10	10	11	11	12	13	13	12	12	14	14	12	12	14	14	14	14	14	17	16	15	17	17	17	16	16	16	18	17	17	17	17	18	17	18	17	19	17	17	19	19	18	19	21	19	20	20	20	22	22	20	20	21	21	21	23	21	22	21	22	22	23	23	23	23	20	24	24	25	27	25	25	30	27	25	27	28	30	29	29	29	28	29	31	29	30	31	31	31	34	33	34	36	34	33	0	1	2	3	4	4	3	5	0	5	7	9	9	0	7	18	7	8	9	12	0	14	12	25	17	12	12	20	21	22	22	15	44	23	23	26	12	21	0	35	19	23	20	14	19	29	32	32	34	26	48	35	30	48	0	29	42	47	10	28	71	48	51	53	59	42	40	58	51	59	47	64	65	66	59	57	61	85	57	35	66	79	80	71	72	74	74	80	74	77	44	82	71	90	91	0	85	92	90	93	1	2	1	1	1	1	3	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	1	2	3	1	1	1	1	2	3	2	1	1	2	3	3	1	1	3	2	1	1	1	1	3	2	1	1	1	1	1	2	2	1	2	2	1	1	1	2	3	2	1	1	3	5	2	1	3	4	2	2	2	2	3	3	5	1	5	1	3	1	2	2	2	1
28000	-592.948284690590981	-591.570084274761598	-1.378200415829350	0.000072709301332	0.000032818656206	0.451368058895874	0.621738694344724	-1	4	6	9	9	11	12	11	10	13	12	13	13	13	14	13	13	14	15	14	13	15	15	17	15	17	17	17	16	17	16	17	18	17	17	18	17	17	16	18	18	18	18	16	18	19	18	19	22	18	20	21	19	21	22	21	20	21	22	22	23	22	23	22	23	23	24	23	24	24	22	24	24	24	25	26	25	31	28	26	27	26	29	30	29	29	27	27	30	29	30	31	31	31	34	34	32	35	35	32	0	1	2	3	3	5	8	5	0	11	5	9	9	0	7	8	5	7	12	9	0	14	12	16	17	19	23	20	21	44	22	10	22	23	23	26	12	29	0	23	19	27	20	22	37	29	10	10	57	26	47	13	31	48	0	38	12	51	54	12	51	47	58	53	54	34	40	51	58	59	32	64	32	49	54	66	71	85	66	74	66	74	74	71	72	81	66	74	88	69	72	82	90	77	72	0	78	92	93	84	1	3	1	2	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	3	1	1	5	2	1	1	2	1	3	2	1	2	1	2	1	5	1	3	3	1	1	2	1	2	1	2	4	3	1	1	1	2	2	3	2	1	2	4	1	1	2	2	1
28500	-547.669457682344046	-546.287916078070225	-1.381541604273775	0.000076273524982	0.000033697715334	0.441800943927893	0.686276986650981	1	4	6	8	10	10	11	10	11	13	12	14	12	12	13	14	13	15	15	14	14	14	14	17	15	16	16	18	16	17	15	17	16	17	18	17	19	17	16	18	18	18	18	16	18	18	18	20	22	19	20	20	19	20	22	20	22	19	21	22	23	19	22	24	21	19	22	23	24	23	22	24	23	24	27	25	28	31	25	26	29	27	28	28	29	31	28	28	30	31	32	31	30	30	34	34	33	35	34	32	0	1	2	3	3	4	8	2	0	11	4	9	9	0	7	7	7	11	13	13	0	14	13	18	17	19	19	20	21	44	22	10	22	26	34	26	45	29	0	34	36	27	20	22	27	38	18	47	66	36	58	35	44	32	0	46	66	47	32	43	48	32	51	44	54	34	40	58	32	59	48	53	54	66	65	57	63	85	57	74	82	80	76	61	64	80	74	76	81	71	78	82	84	71	85	0	85	92	93	94	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	2	1	2	2	1	1	1	4	1	1	2	2	4	2	2	2	1	3	3	2	3	1	1	1	1	1	2	1	2	2	3	2	1	4	1	1	1	3	3	1	3	2	2	1
29000	-567.250127323213633	-565.858707366717340	-1.391419956496348	0.000068878569092	0.000028808585516	0.418251800172322	0.663905866182830	0	4	5	8	11	9	11	10	11	13	13	13	13	13	14	13	12	15	14	14	14	14	15	17	16	15	17	17	16	17	16	17	15	18	17	19	19	17	16	18	17	15	19	16	17	18	18	19	21	17	21	19	20	20	21	20	21	21	18	22	22	22	23	23	22	22	21	23	22	22	23	25	24	24	27	25	27	30	28	27	28	26	29	30	27	30	28	28	30	30	32	30	31	31	35	32	34	34	32	33	0	1	2	3	8	4	8	4	0	7	7	9	9	0	16	7	8	7	12	9	0	14	19	10	17	19	42	20	21	44	22	16	22	23	23	12	45	29	0	23	26	12	20	22	42	29	8	10	36	26	48	35	31	18	0	46	26	48	18	43	48	47	69	53	59	49	40	69	51	59	32	64	65	49	73	49	71	85	66	76	82	74	76	63	72	80	76	76	83	61	85	81	77	84	91	0	91	92	84	94	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	3	2	1	1	2	2	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	4	2	1	1	1	2	2	2	1	1	3	2	2	1	2	2	1	1	2	1	1	1	1	2	3	1	1	2	2	2	2	2	2	1	2	1	2	3	1	1	2	1	1	4	2	1	1	1	2	1	1	3	1	1
29500	-575.312011959079200	-573.949459003474203	-1.362552955604974	0.000063887608144	0.000033828121811	0.529494260213671	0.643391860926458	0	2	6	8	9	10	12	11	10	13	12	12	12	13	14	14	13	14	14	15	14	15	14	16	15	14	18	17	16	16	16	17	17	18	16	19	19	18	17	18	18	16	18	17	18	18	19	18	20	19	21	20	19	21	21	20	21	19	22	22	22	21	21	23	21	22	23	23	24	23	23	25	23	24	26	25	27	31	27	26	29	27	28	28	28	29	28	28	31	29	32	32	31	32	34	32	33	34	34	32	0	1	2	3	3	4	5	3	0	11	5	9	9	0	5	7	8	8	9	13	0	14	12	11	17	13	42	12	21	22	22	10	22	19	13	26	45	29	0	13	19	26	20	30	42	29	10	10	23	26	48	35	30	58	0	46	40	5	58	43	47	48	32	53	58	49	34	48	61	59	47	64	51	49	73	49	61	85	57	66	79	74	74	71	72	80	76	74	83	77	85	87	84	93	91	0	85	92	90	84	1	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	2	2	3	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	3	3	1	2	1	1	1	2	2	3	2	3	2	2	1	1	1	1	5	2	2	1	1	3	2	1	2	2	2	1	1	1	1	1	2	2	2	3	1	4	2	1	1	3	3	1	1	2	1	2	1	2	2	2	1	1	1	2	1	1	2
30000	-552.099455118515152	-550.621643171723576	-1.477811946791528	0.000066926857281	0.000020831849652	0.311262929392744	0.626560271896086	1	4	7	9	10	11	11	12	11	12	13	13	13	13	14	15	13	14	15	14	13	14	14	18	15	15	17	16	18	16	16	17	17	17	18	16	18	16	16	18	17	18	19	18	19	18	18	19	20	19	20	20	20	22	22	20	21	19	21	22	23	19	23	22	21	22	22	23	25	24	22	24	24	25	27	25	27	30	28	25	28	27	29	28	28	30	28	28	31	31	32	31	32	32	35	33	33	34	34	34	0	1	2	3	3	4	5	7	0	5	5	9	9	0	8	7	7	7	13	13	0	14	9	11	17	13	23	20	38	22	22	5	22	19	23	26	19	21	0	27	26	19	20	30	37	38	10	7	34	13	58	34	30	48	0	46	49	47	48	43	48	11	51	30	32	57	40	58	58	59	48	64	32	49	73	57	71	85	74	49	66	76	74	61	72	81	80	76	83	61	78	81	90	84	91	0	91	92	93	94	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	3	2	1	2	2	1	1	1	3	1	1	2	1	2	1	1	1	1	2	2	1	1	1	3	3	2	2	1	1	3	2	1	1	1	1	1	1	2	2	1	4	2	1	2	2	2	2	2	1	3	2	2	2	2	1	1	2	3	1	2	2	2	1	1	2	2	3	1	2	1	3	2	1	1	1	1	1
30500	-576.107456602704588	-574.672109421051687	-1.435347181652912	0.000076751219188	0.000026991281551	0.351672349135873	0.649041518016037	0	4	6	9	10	10	11	11	11	13	13	13	12	12	14	15	12	14	14	14	14	14	14	17	15	15	16	17	18	16	15	17	18	17	16	18	17	15	16	19	18	17	18	17	19	18	18	19	20	19	21	20	20	21	21	20	22	20	22	22	22	22	22	24	23	23	22	23	25	23	23	21	23	25	27	26	27	29	26	26	27	28	27	28	28	30	28	27	30	30	32	31	31	31	34	33	31	33	35	33	0	1	2	3	3	4	5	3	0	6	8	9	9	0	8	7	8	7	12	9	0	14	9	16	17	19	19	20	38	22	22	10	22	19	23	26	27	21	0	34	26	9	20	30	37	38	18	32	34	42	32	35	44	58	0	46	49	10	54	43	48	48	51	72	54	34	35	58	62	48	61	53	54	57	73	57	71	85	66	66	57	80	57	61	72	80	66	66	79	71	85	83	77	84	91	0	78	76	90	94	1	2	1	1	2	1	1	2	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	2	4	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	3	1	2	2	1	1	3	1	3	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	1	3	3	4	2	2	1	2	3	2	2	2	2	1	1	1	3	2	1
31000	-550.510718836384285	-549.014880069794913	-1.495838766589419	0.000064947510666	0.000019327796410	0.297591027144207	0.601225787549359	1	3	7	8	11	10	11	11	11	13	13	13	12	12	15	14	13	14	14	14	13	14	15	18	16	16	17	18	18	16	16	16	18	17	17	18	19	17	16	18	17	18	18	18	18	18	16	18	22	19	18	20	20	20	21	20	21	20	22	21	22	21	22	23	23	22	23	23	24	24	23	24	22	25	25	25	27	30	27	26	29	27	28	29	28	30	27	27	30	31	32	31	31	31	32	34	33	36	34	34	0	1	2	3	3	4	3	3	0	8	7	9	9	0	11	8	7	8	9	13	0	14	9	18	17	12	23	20	38	22	22	5	22	23	23	26	45	21	0	34	26	27	20	30	26	38	16	32	34	36	32	35	30	32	0	29	36	51	54	28	54	51	58	44	54	40	49	51	58	59	61	64	32	66	65	66	71	85	76	66	87	74	76	62	72	80	74	57	76	84	78	89	77	84	85	0	91	92	90	93	1	1	2	1	1	1	3	2	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	2	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	3	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	2	1	1	3	2	1	2	2	1	1	2	2	2	2	5	3	2	2	3	3	1	1	1	3	1	2	1	1	3	2	1
31500	-588.875387176668823	-587.451621233012588	-1.423765943656284	0.000086258085987	0.000031543602435	0.365688643261216	0.649408022865051	0	4	6	8	9	11	11	10	10	13	13	12	13	12	13	14	14	15	13	15	14	14	14	17	16	17	17	18	18	16	15	16	17	17	17	19	17	16	16	18	16	19	18	18	18	18	17	19	22	19	20	19	21	20	21	20	21	18	21	21	23	21	22	22	21	23	24	23	24	23	22	23	24	24	26	26	27	31	27	25	28	27	26	29	30	29	28	27	27	32	32	31	32	32	32	33	33	34	35	32	0	1	2	3	2	3	8	5	0	8	7	9	9	0	8	7	7	7	9	13	0	14	19	16	17	41	12	20	38	22	22	6	22	23	19	19	19	21	0	23	23	19	20	30	37	38	10	6	34	27	58	19	44	32	0	46	34	47	54	43	71	32	51	53	32	42	57	32	63	59	16	53	65	66	73	66	61	85	76	66	76	74	66	77	53	80	76	74	83	84	78	87	77	84	85	0	91	92	90	77	1	2	1	1	3	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	1	1	1	3	1	1	3	3	2	1	1	2	1	2	2	2	1	1	1	3	3	1	1	2	2	2	1	1	3	1	1	2	1	2	1	1	2	1	2	3	1	2	3	2	2	1	2	2	2	1	1	1	2	1	2	1	5	2	1	1	1	1	1	2	3	1	1	1	1	2	2	3
32000	-573.073015790370391	-571.686569506379783	-1.386446283990599	0.000064749510679	0.000027801917694	0.429376491078119	0.706946649667450	1	4	5	8	10	11	12	11	10	13	13	14	12	12	14	15	13	14	14	14	14	14	15	17	15	16	16	17	17	17	16	17	16	18	17	17	18	16	17	16	17	18	18	16	19	18	18	18	22	19	21	20	20	20	22	19	22	19	21	21	19	19	22	23	22	23	23	23	24	23	23	25	23	24	27	27	27	30	26	26	27	28	28	30	29	31	29	28	30	32	32	32	32	31	34	32	33	33	35	33	0	1	2	2	4	3	8	5	0	5	7	9	9	0	8	8	7	7	13	13	0	14	13	16	17	19	13	20	38	44	22	10	22	23	12	26	27	21	0	12	26	28	20	22	37	38	32	10	36	36	58	35	22	62	0	46	34	18	32	20	32	5	7	22	59	34	34	51	58	59	61	53	65	57	73	34	71	85	74	66	49	79	74	77	72	83	74	80	83	77	85	82	77	84	91	0	91	92	90	94	1	1	1	2	1	3	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	3	1	1	1	2	2	2	3	1	5	4	4	1	3	2	2	2	1	2	2	1	1	3	4	2	1	1	1	2	1	2	1	3	2	2	2	1	2	1	2	2	1	1	1	1	1	1	1
32500	-519.695479029087664	-518.274620992731684	-1.420858036355978	0.000068669443394	0.000025373313693	0.369499335343920	0.680081835155100	1	4	7	8	9	10	10	11	10	14	12	13	13	12	14	13	13	14	15	14	14	14	15	16	15	16	16	18	18	17	16	18	15	18	16	18	18	17	16	17	17	18	19	16	18	18	17	18	20	19	19	21	20	19	21	20	21	21	21	21	20	20	22	23	23	22	23	23	25	24	23	25	25	24	27	27	27	31	27	27	27	26	30	29	29	30	28	28	29	32	31	32	30	31	31	33	33	35	35	34	0	1	2	3	3	4	5	7	0	5	7	9	9	0	8	8	7	8	13	9	0	14	12	16	17	12	19	20	38	44	22	47	22	13	23	26	27	21	0	23	12	27	20	22	27	38	10	10	34	26	32	35	30	32	0	46	40	51	54	43	48	32	51	53	54	49	40	51	58	59	61	64	65	45	73	66	71	85	57	82	57	34	89	77	72	80	52	82	76	93	85	87	77	84	85	0	91	92	90	94	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	1	1	1	3	1	2	2	1	2	1	3	3	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1
33000	-574.880677793057771	-573.483067062120767	-1.397610730936973	0.000071104610700	0.000028865124043	0.405952915838987	0.598415251258045	0	4	6	9	9	10	11	10	11	13	13	14	12	11	13	14	12	14	14	14	13	14	14	17	14	16	17	18	17	15	16	17	16	17	17	18	19	18	17	19	16	18	18	17	18	18	18	19	22	19	19	21	20	20	21	20	19	21	21	19	21	21	23	23	23	22	24	24	24	23	23	25	25	24	27	26	27	30	27	26	28	27	29	29	29	31	28	28	31	31	31	32	29	31	33	33	33	34	33	34	0	1	2	3	3	5	8	5	0	8	7	9	9	0	7	7	7	7	9	9	0	14	13	16	17	23	19	12	21	14	22	11	22	19	23	26	34	29	0	23	19	27	20	33	34	29	16	10	57	19	15	35	44	48	0	38	34	51	54	28	48	51	51	44	58	57	49	58	51	59	61	64	54	37	54	66	68	85	76	66	80	66	80	77	72	80	74	49	82	93	78	87	77	93	91	0	91	87	90	94	1	2	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	2	2	2	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	2	2	2	3	3	2	2	1	1	1	1	1	1	1	2	1	2	3	1	2	1	2	3	2	2	1	3	3	3	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	3	1	3
