step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-14285.963968300769920	-14291.903165519855975	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.734415140545029	0	1	3	3	3	6	9	7	6	7	8	9	9	10	10	11	13	15	16	17	18	17	19	19	19	21	21	24	23	23	23	24	23	25	25	26	26	27	26	25	25	26	27	27	29	29	29	30	28	31	31	30	30	30	31	32	30	32	31	32	32	33	32	33	33	32	32	34	33	35	35	35	35	35	35	35	37	37	37	36	37	37	38	39	39	38	41	39	39	41	41	41	44	43	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	5	4	3	4	4	5	5	5	5	6	7	8	8	9	9	9	10	10	10	11	11	12	12	12	12	12	12	13	13	13	13	14	13	13	13	13	14	14	15	15	15	15	14	16	16	15	15	15	16	16	15	16	16	16	16	17	16	17	17	16	16	17	17	18	18	18	18	18	18	18	19	19	19	18	19	19	19	20	20	19	21	20	20	21	21	21	22	22
500	-1368.265433993482247	-1374.204631212567392	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.120190130058519	-1	0	3	3	2	5	8	7	6	7	6	10	8	11	9	11	13	12	16	14	17	16	19	19	16	18	18	23	23	21	23	21	20	24	24	27	26	28	25	26	24	27	27	27	30	30	30	31	29	31	31	31	30	30	30	31	31	31	32	33	32	34	33	32	34	32	33	35	34	36	36	35	36	35	35	35	38	38	37	37	35	36	37	40	40	38	42	40	40	42	41	42	45	44	0	1	5	0	2	4	3	5	4	11	4	8	11	6	11	9	13	15	18	15	25	15	27	18	14	22	25	22	20	22	27	18	18	23	26	26	0	25	20	23	27	0	27	30	25	23	29	20	35	24	24	38	35	15	18	24	25	25	22	25	25	30	25	18	30	18	33	26	32	33	25	28	32	18	20	29	15	20	25	32	18	39	22	26	26	30	22	32	32	25	32	33	33	25	1	1	1	1	1	2	2	3	3	1	1	2	1	3	2	3	2	2	2	3	1	4	1	4	2	2	1	4	5	5	2	6	6	2	3	5	1	5	7	4	3	1	4	4	11	5	6	10	3	7	7	1	4	14	11	7	9	9	10	8	9	10	11	11	10	14	11	10	9	14	12	8	14	15	12	6	19	17	15	9	17	8	12	13	16	12	19	10	14	22	12	17	19	22
1000	-1085.669959472002574	-1091.609156691087719	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.182960466171163	-1	0	4	3	2	7	9	7	7	7	8	9	9	10	9	11	14	13	16	15	18	17	19	19	19	22	20	23	23	20	23	23	23	24	26	27	26	27	26	24	24	26	27	27	29	28	29	27	28	32	31	29	30	31	32	33	30	31	31	32	31	33	33	34	33	31	32	33	33	35	35	35	35	36	35	33	38	38	38	36	37	38	35	40	40	39	42	38	40	42	41	42	45	44	0	1	5	0	2	4	5	5	4	4	4	8	6	10	6	9	14	15	20	15	20	11	18	15	21	22	20	24	24	18	22	26	22	24	25	31	0	25	40	25	25	0	28	24	30	30	39	18	27	31	23	41	40	40	24	27	30	24	20	48	24	18	50	23	31	27	23	24	30	23	23	35	20	34	20	23	20	30	30	48	66	33	23	23	24	35	23	30	48	22	34	23	30	20	1	1	1	1	1	2	3	2	2	2	3	1	1	1	1	3	2	3	1	4	2	5	3	5	1	3	3	2	3	4	3	1	3	4	5	2	1	5	1	2	3	1	2	4	5	3	2	9	5	4	7	3	3	3	5	5	8	6	7	2	4	10	1	7	4	6	6	7	7	8	9	5	13	7	11	6	14	11	8	6	3	7	8	13	13	7	14	10	9	18	11	14	16	22
1500	-935.370813718908607	-941.310010937993866	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.328799202609666	0	1	4	3	3	7	10	7	6	7	8	10	9	10	11	12	11	14	16	18	17	17	19	20	20	19	21	25	23	21	23	23	23	25	25	25	26	26	27	25	25	26	27	25	29	29	29	30	29	32	31	29	29	31	32	32	30	32	30	33	32	32	30	33	34	32	32	34	34	36	35	34	35	35	35	36	37	38	36	36	36	37	38	40	40	38	42	39	39	42	42	41	44	43	0	1	5	0	2	4	3	5	4	9	9	8	10	11	9	14	6	15	18	21	18	18	21	20	18	15	24	21	27	20	27	23	18	32	30	26	0	26	32	30	30	0	36	6	39	32	39	33	27	46	32	35	27	30	34	59	39	18	23	38	49	46	32	52	48	48	52	52	58	67	26	28	23	43	66	62	26	41	54	68	49	59	62	62	28	79	25	53	76	23	70	63	63	26	1	1	1	1	1	3	3	2	2	1	1	2	1	2	2	1	2	2	1	1	2	2	2	1	4	4	1	4	1	1	1	2	4	1	2	3	1	5	2	2	2	1	2	6	1	2	1	4	4	3	4	3	4	6	2	1	1	9	6	3	2	1	3	2	2	1	1	5	2	3	10	4	7	4	2	2	11	6	2	1	3	5	4	5	7	1	11	5	1	16	4	7	7	17
2000	-829.663405489883871	-835.602602708969130	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.367880808545577	0	1	2	3	4	7	8	7	6	8	9	8	9	10	11	11	14	15	16	17	15	17	19	18	19	21	21	24	22	22	23	25	24	26	25	26	26	27	26	23	26	27	25	28	28	29	28	29	27	29	32	30	29	30	31	32	31	32	31	33	31	32	31	34	33	33	32	35	32	36	34	35	35	36	36	36	38	37	37	35	37	37	38	40	39	38	41	40	37	41	40	40	42	43	0	1	2	0	3	4	5	5	4	9	4	5	6	9	6	11	16	11	15	19	15	21	24	19	15	19	23	19	23	23	23	31	27	33	27	25	0	43	33	27	29	0	33	11	31	32	25	35	31	43	47	28	36	33	34	47	45	23	27	46	50	52	30	54	49	63	59	62	54	80	35	65	58	61	66	67	25	36	58	58	73	72	68	89	52	64	54	82	58	25	83	59	65	25	1	1	1	1	1	3	3	1	2	1	4	4	1	1	3	1	2	4	3	1	2	1	1	1	5	3	2	3	2	2	3	2	2	1	2	4	1	1	1	1	2	1	1	11	4	2	4	1	2	2	2	4	3	3	2	2	2	7	6	1	1	1	4	2	3	1	1	2	1	1	4	1	2	3	1	3	9	6	3	1	1	1	2	2	4	2	6	2	3	10	1	4	4	14
2500	-823.703485958966439	-829.642683178051698	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.461673270929497	-1	1	3	3	4	6	9	7	7	8	6	9	9	10	9	10	13	14	15	17	19	18	19	19	20	21	22	25	23	23	24	25	24	25	26	27	27	26	26	25	25	26	27	28	27	29	30	30	27	32	31	28	30	29	31	33	31	33	32	31	32	32	33	33	32	31	31	34	34	34	36	34	35	35	35	33	38	38	37	36	38	37	39	40	40	38	40	39	38	41	41	42	44	44	0	1	2	0	3	4	8	5	11	11	4	5	11	13	9	6	11	15	15	19	22	19	15	20	20	20	26	26	26	20	25	25	27	26	27	30	0	27	40	27	25	0	31	23	30	25	32	41	40	43	45	35	33	32	34	49	45	23	53	46	40	23	61	54	49	43	23	46	54	62	69	58	56	66	66	25	76	71	64	68	72	58	67	89	76	69	69	65	68	46	84	81	82	65	1	1	1	1	1	2	1	2	1	1	1	4	2	1	1	3	3	2	3	1	1	1	5	1	2	2	1	2	2	4	2	2	1	2	3	2	1	2	1	2	2	1	1	5	2	5	2	2	1	3	1	1	2	2	2	3	2	8	1	1	2	7	1	3	3	2	5	3	3	1	1	1	1	2	3	5	3	1	2	2	3	2	5	1	3	2	4	3	2	7	1	3	4	11
3000	-836.141203365141905	-842.080400584227164	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.433850568606733	0	1	3	3	4	5	9	7	6	7	8	10	9	11	11	10	13	15	16	18	17	17	20	19	20	21	20	23	24	22	22	22	24	26	26	27	26	27	24	25	25	27	27	26	28	30	28	30	29	32	30	30	28	30	32	33	31	32	31	31	32	32	32	32	32	32	31	34	33	35	35	35	34	35	35	34	37	37	37	37	37	37	37	40	40	39	41	40	39	42	41	41	44	44	0	1	2	0	3	4	8	5	6	6	10	8	9	11	6	6	16	15	18	18	15	19	20	18	18	20	24	20	20	24	20	25	20	31	40	33	0	28	31	23	30	0	31	14	39	29	39	41	40	34	47	38	35	30	52	59	51	52	49	31	49	20	54	48	46	53	34	60	64	76	62	65	43	48	50	46	60	62	69	70	72	65	46	89	68	46	86	82	77	46	68	72	82	54	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	1	1	1	2	2	1	1	3	2	2	1	2	2	2	3	1	3	3	1	2	1	3	1	2	1	1	2	6	2	5	2	4	2	3	1	2	1	4	1	1	1	2	1	4	2	10	1	1	2	2	2	1	1	1	1	2	3	3	2	3	2	3	1	1	1	2	3	1	3	4	1	2	2	6	3	3	5	9
3500	-810.436508858878369	-816.375706077963628	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.540217639016806	-1	1	4	4	3	7	9	7	6	6	9	9	10	10	11	11	13	15	14	17	18	15	18	20	20	21	22	24	23	21	24	24	23	25	26	25	26	27	27	24	25	26	26	27	29	29	30	29	28	31	31	30	30	30	28	30	30	32	32	30	33	34	32	32	31	31	32	34	33	36	35	35	34	35	36	36	38	37	36	37	38	37	38	39	38	38	41	39	40	41	42	41	45	44	0	1	5	0	2	10	8	5	4	4	9	8	6	10	11	11	14	19	15	19	19	19	20	18	23	25	20	26	24	23	26	25	20	27	24	30	0	30	36	30	30	0	33	8	39	34	33	33	31	53	45	46	49	41	27	49	45	52	49	35	53	67	49	54	43	49	55	58	64	68	64	65	59	66	61	68	68	64	69	70	59	72	76	83	68	64	79	55	76	41	76	65	82	65	1	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	2	1	1	2	2	1	1	2	1	1	3	2	1	2	1	2	4	1	3	2	1	3	1	2	2	1	2	11	1	2	3	2	2	1	1	1	1	2	3	1	1	1	2	3	2	1	1	2	2	1	2	1	1	1	1	2	1	2	2	2	1	2	1	1	3	1	1	1	1	3	3	5	2	9	3	5	4	8
4000	-795.066841363194158	-801.006038582279416	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.511085023466971	-2	1	3	1	2	4	9	7	6	7	7	10	7	10	10	12	13	15	16	17	19	18	18	20	20	21	22	24	24	24	23	24	23	25	25	27	26	26	27	23	25	27	25	27	28	30	29	30	29	31	32	29	30	30	30	33	30	33	31	31	32	33	33	32	34	33	31	34	34	35	36	33	34	34	36	32	37	37	37	36	38	36	38	40	39	39	40	39	39	41	41	42	44	42	0	1	5	0	2	4	3	5	6	6	6	8	6	11	11	11	14	15	15	15	18	15	19	20	23	20	25	26	26	26	23	27	20	25	31	34	0	30	32	25	27	0	40	7	33	29	32	35	33	26	45	28	43	41	28	50	39	46	33	33	31	60	61	54	31	59	34	62	64	76	48	59	53	50	59	34	68	65	64	67	65	65	62	85	83	64	79	82	83	64	85	88	88	82	1	2	1	1	1	2	3	2	1	2	1	2	2	1	1	3	2	3	3	2	1	3	1	2	2	2	1	1	2	2	3	1	3	3	1	1	1	1	2	1	1	1	1	8	3	2	2	2	3	4	2	3	2	2	2	1	1	1	6	4	4	2	1	2	4	1	3	1	1	2	3	1	2	1	3	4	2	1	3	2	2	1	2	1	1	4	2	2	1	5	1	2	3	3
4500	-798.032743902753509	-803.971941121838768	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.591532170685169	-1	0	3	2	2	6	9	7	6	7	8	10	8	10	10	11	12	15	17	17	19	18	19	18	18	20	21	25	24	23	23	24	23	26	24	26	24	27	27	25	25	26	28	27	28	29	27	31	28	31	31	29	31	30	31	33	31	29	31	32	31	33	33	33	34	31	31	34	33	36	36	35	35	35	34	35	36	35	37	35	38	37	38	39	39	38	41	40	39	40	38	42	45	41	0	1	5	0	2	4	8	5	4	9	9	8	9	9	13	14	16	15	18	15	19	19	15	18	18	18	18	26	27	24	25	27	24	29	27	31	0	27	28	31	31	0	27	23	39	30	32	28	40	29	45	34	35	41	34	50	30	30	40	52	46	67	66	48	33	43	58	67	48	62	54	59	63	66	59	68	62	69	69	67	72	72	77	83	77	64	79	82	68	78	77	82	92	82	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	3	1	4	1	1	3	2	2	2	2	4	2	3	3	1	2	1	1	2	1	2	2	1	1	1	2	4	1	4	2	3	1	3	2	1	4	2	3	1	4	2	2	1	2	2	1	1	5	1	1	1	1	2	3	2	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	2	1	2	1	3
