step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-790.300402517635689	-797.155890468595089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428434208671948	0	2	6	4	5	7	6	5	7	6	8	9	7	8	9	9	9	9	8	12	9	10	11	10	11	10	12	11	11	12	11	13	12	12	11	11	12	12	12	13	13	14	13	14	15	16	14	14	14	15	14	14	15	15	15	16	15	15	15	15	15	17	16	16	16	18	16	18	17	16	17	19	18	17	18	19	17	18	19	18	18	18	17	18	19	21	21	20	20	21	20	19	21	21	21	21	20	20	22	22	22	22	22	23	24	24	24	25	24	26	27	27	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	4	3	3	4	3	4	5	4	4	5	5	5	5	4	6	5	5	6	5	6	5	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7	7	7	7	8	8	7	7	7	8	7	7	8	8	8	8	8	8	8	8	8	9	8	8	8	9	8	9	9	8	9	10	9	9	9	10	9	9	10	9	9	9	9	9	10	11	11	10	10	11	10	10	11	11	11	11	10	10	11	11	11	11	11	12	12	12	12	13	12	13	14	14	14
500	-678.246745598501548	-685.102233549460948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.287845971121455	1	3	7	5	5	8	7	6	7	5	8	9	7	9	10	9	9	9	7	10	8	9	12	10	12	8	12	12	11	12	11	12	12	12	12	10	12	13	11	13	13	14	14	14	15	16	14	12	14	16	14	13	13	14	16	16	16	16	16	14	15	17	16	16	17	18	15	17	16	15	16	18	18	17	19	18	17	18	17	17	18	19	17	19	19	21	21	21	19	21	19	20	22	20	21	21	18	19	22	23	23	22	22	24	23	23	24	25	25	27	27	28	28	0	1	5	2	1	4	8	5	1	2	10	19	5	6	26	3	19	3	2	9	1	5	2	26	18	9	22	16	14	21	1	31	13	20	36	5	9	14	21	22	25	15	52	9	18	41	53	18	28	47	37	1	18	9	15	22	48	30	30	22	52	42	40	25	61	31	48	61	43	49	35	40	2	1	56	14	69	2	22	9	1	36	1	9	2	2	80	21	66	2	18	63	81	84	2	2	23	17	47	14	90	1	53	83	84	80	101	106	21	61	1	96	0	1	1	1	1	3	2	1	1	3	1	2	1	1	1	1	1	1	1	2	2	4	2	4	1	1	1	1	2	1	2	5	1	2	1	1	3	3	2	1	2	1	1	1	4	3	1	1	1	1	1	1	6	3	3	4	3	2	2	3	3	1	2	1	3	1	3	1	1	1	1	2	3	9	7	1	5	1	5	2	6	8	5	6	6	8	11	4	7	1	9	4	2	2	1	10	9	2	4	4	6	1	12	5	3	2	3	1	1	13	5	13	5	1
1000	-675.869544922107821	-682.725032873067221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.350491865104609	0	2	7	4	6	6	7	4	7	6	9	10	8	8	10	9	8	9	8	13	9	10	11	10	12	10	13	12	10	12	10	13	13	12	11	11	12	12	12	13	13	13	14	14	15	17	14	15	13	15	15	13	16	13	15	15	15	15	16	14	16	17	16	16	15	19	17	15	17	16	18	20	17	17	18	19	16	18	17	17	17	18	18	17	19	21	22	18	21	20	20	17	21	22	20	22	21	20	22	22	23	23	21	23	25	23	24	25	24	26	28	26	29	0	1	4	2	1	4	1	1	8	1	9	6	2	6	5	9	6	8	1	14	2	14	10	3	35	1	11	17	8	26	9	28	22	16	11	7	18	24	24	29	9	36	34	36	25	23	6	49	12	23	18	17	36	12	12	32	14	21	8	36	30	56	2	35	14	9	60	49	13	12	2	42	8	8	51	67	60	48	63	48	55	11	77	77	51	60	20	8	48	32	47	68	32	76	25	15	47	82	93	48	67	1	33	93	102	54	98	96	2	87	59	72	0	1	1	2	1	3	1	3	2	1	3	1	2	3	1	2	1	1	2	4	3	3	2	3	1	1	4	2	2	2	1	3	1	2	1	1	2	1	1	2	1	5	1	1	2	3	3	3	1	1	2	3	2	2	2	3	1	5	3	5	1	2	1	5	3	4	7	1	2	4	4	6	4	7	7	2	2	1	1	1	1	1	7	2	1	1	5	4	5	4	2	3	1	4	1	3	6	4	1	1	4	3	11	3	1	1	6	2	1	10	2	7	4	1
1500	-656.258560855271071	-663.114048806230471	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451174987496663	1	3	7	5	5	6	5	6	7	5	9	8	7	9	9	9	9	10	9	12	8	10	12	10	11	11	11	11	12	13	12	13	12	13	11	11	10	13	11	13	14	14	13	12	15	16	14	15	13	15	14	15	16	13	16	16	15	15	14	15	13	18	17	15	16	18	17	18	17	16	17	19	19	15	17	19	17	17	20	17	19	17	17	19	20	21	21	20	19	20	17	19	21	21	22	21	19	19	21	23	22	19	23	23	24	24	25	26	24	25	28	28	29	0	1	8	2	1	10	2	4	10	2	12	5	6	3	8	2	3	6	1	2	1	15	17	19	12	6	13	14	17	26	25	27	6	37	21	16	1	13	17	1	9	3	28	17	36	49	17	15	24	40	18	39	42	17	41	40	18	40	6	1	36	53	2	36	1	48	60	32	50	44	6	61	70	17	29	56	38	58	75	26	91	51	47	69	34	2	76	69	45	65	38	41	97	89	86	90	14	80	40	74	63	2	89	96	50	99	109	100	58	25	69	47	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	4	2	3	1	2	1	2	3	2	1	2	1	1	1	3	1	2	1	3	3	1	7	4	4	1	1	3	1	3	3	2	1	3	2	1	2	1	2	3	1	5	7	1	1	6	2	6	1	1	1	1	2	6	4	1	2	2	1	2	1	2	3	2	2	1	1	3	9	1	2	2	2	2	3	2	1	1	1	5	1	4	6	3	8	2	1	4	2	1	1	3	7	10	7	1
2000	-696.804055225580214	-703.659543176539614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440671073653838	1	3	7	4	4	7	5	6	6	5	9	9	8	8	9	10	10	10	9	12	9	9	8	9	11	11	12	11	11	12	11	13	12	13	10	11	13	13	11	13	12	14	13	15	15	15	14	15	15	14	13	13	15	15	15	16	13	14	14	15	15	18	16	14	15	18	16	18	18	17	18	19	17	15	19	20	17	18	19	19	17	16	16	19	18	20	21	20	20	21	20	19	20	20	22	21	20	20	22	21	21	22	23	24	25	25	23	24	22	26	27	28	28	0	1	10	1	2	10	2	2	7	1	23	6	7	4	4	5	6	7	2	17	6	1	2	3	6	22	11	11	14	15	11	23	8	26	22	11	25	10	21	31	9	38	18	50	28	64	3	20	23	16	11	2	18	16	30	57	2	26	19	47	37	58	58	22	12	61	74	12	46	49	18	71	57	35	73	84	55	6	48	61	55	8	32	18	13	71	45	73	71	6	8	70	65	40	22	63	54	68	19	8	88	1	98	67	109	90	101	100	35	30	74	43	0	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	3	1	3	4	2	1	5	2	1	2	2	1	1	2	1	1	3	2	1	1	1	1	4	2	1	3	1	2	1	2	1	3	2	4	2	3	5	3	2	1	2	4	1	2	1	1	3	2	3	2	3	1	4	1	1	5	1	2	3	1	1	1	6	1	2	1	3	1	7	4	1	4	1	1	7	5	1	3	4	4	2	3	1	8	7	1	8	1	4	1	2	1	2	6	8	9	10	1
2500	-728.933062228238327	-735.788550179197728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.374075616719401	0	3	7	3	5	8	6	5	7	5	9	10	7	8	10	8	8	8	8	12	8	10	11	10	11	9	13	11	11	12	10	13	12	11	10	10	12	11	13	13	12	15	13	14	14	16	15	14	14	14	15	12	15	16	15	16	16	14	15	15	15	17	15	17	15	17	14	17	18	15	16	19	15	17	17	18	16	17	20	17	17	18	16	19	19	21	21	19	19	22	20	18	22	22	21	21	20	21	22	23	22	22	22	24	24	24	24	25	21	26	26	27	28	0	1	1	1	2	4	2	4	10	2	2	9	10	3	6	8	10	7	2	6	8	14	17	3	19	3	28	13	14	31	1	20	11	17	16	5	15	3	1	10	36	15	23	13	15	44	19	5	21	22	37	3	22	6	24	27	3	3	24	34	36	48	24	70	38	51	52	55	83	33	11	82	48	27	61	44	67	2	80	31	3	61	40	62	58	2	64	58	92	17	44	62	12	91	3	79	45	18	43	67	15	68	72	102	65	94	12	100	1	101	19	87	0	1	1	3	1	1	2	1	1	1	1	3	1	1	1	1	2	1	1	3	2	2	1	1	1	1	1	1	2	2	1	6	1	2	1	2	3	1	2	7	3	1	3	1	3	2	1	3	4	3	2	1	2	2	4	1	2	4	2	2	2	2	1	2	1	2	2	1	1	1	2	4	1	1	1	1	2	1	6	2	3	6	2	2	1	1	10	2	2	1	6	3	1	5	1	7	1	3	6	4	5	5	3	2	1	5	1	6	1	7	2	8	4	1
3000	-672.807451593008977	-679.662939543968378	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.399303516958895	1	3	6	5	6	8	7	5	7	3	9	7	7	8	9	9	9	9	9	12	9	11	11	10	11	10	11	11	11	11	12	11	12	12	11	10	13	12	12	14	13	13	13	14	15	17	14	14	15	16	14	14	15	14	15	17	16	16	15	15	14	17	16	15	16	17	17	19	18	15	17	20	18	18	17	18	17	17	18	16	17	17	15	19	16	21	20	21	21	22	19	18	21	21	21	22	19	20	22	21	22	22	20	24	25	24	24	25	24	26	25	26	27	0	1	4	2	1	4	2	1	8	1	13	2	8	3	14	13	3	8	1	9	2	13	8	1	21	7	16	8	13	5	28	7	1	9	11	3	11	13	19	30	30	16	24	1	26	34	39	28	40	53	26	13	21	9	22	49	21	33	32	22	42	50	13	43	6	18	65	14	25	25	2	77	11	61	52	35	39	64	85	40	2	6	22	12	9	6	43	73	64	9	35	20	23	45	76	66	48	63	92	24	98	84	79	71	88	101	96	46	21	111	106	104	0	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	2	2	5	2	4	2	3	4	2	2	1	3	3	3	1	1	6	2	1	2	2	2	1	2	2	2	2	7	2	2	1	2	1	1	3	3	2	3	2	1	5	2	3	3	1	1	4	1	4	5	1	5	4	2	5	1	2	2	2	4	2	1	1	1	9	3	2	6	4	6	4	2	3	9	6	2	3	4	2	3	2	1	2	3	1	2	1	4	1	1	1	4	10	1	1	1	1
3500	-755.769162418585211	-762.624650369544611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.394086652939949	1	3	7	5	5	7	6	6	8	5	7	9	7	9	10	10	10	7	8	11	9	11	12	9	9	9	13	12	10	13	11	13	10	12	11	12	13	11	11	13	13	14	14	14	14	17	13	13	14	15	13	14	13	14	15	15	16	15	16	13	16	18	16	17	17	18	16	15	18	16	17	18	18	17	17	20	18	18	18	18	18	17	18	16	18	21	21	21	20	22	20	19	22	20	21	20	21	20	20	22	23	23	22	22	24	25	25	24	24	26	26	28	28	0	1	10	2	1	10	1	10	7	1	5	11	10	18	26	9	24	8	11	1	9	26	17	7	8	18	22	29	1	29	2	23	13	13	33	8	26	18	21	14	18	60	20	8	2	58	36	25	29	28	2	18	12	17	38	24	42	35	30	1	29	56	11	13	50	15	28	6	75	36	37	14	34	2	40	78	65	47	71	49	25	31	27	40	34	71	91	56	83	27	9	78	97	47	3	9	34	54	73	12	81	91	66	96	60	90	90	93	104	105	59	81	0	1	1	1	1	1	2	3	1	2	1	2	1	1	1	1	1	1	1	1	4	1	1	1	1	2	1	1	1	4	2	5	1	1	4	1	2	2	2	1	2	4	1	1	3	4	1	1	3	3	2	4	5	2	2	2	4	1	3	2	3	2	1	5	6	1	5	2	4	1	2	2	4	4	7	1	2	1	3	1	3	4	2	2	2	2	2	1	4	1	3	6	1	1	3	5	6	4	3	1	5	2	2	2	1	5	2	1	1	1	1	3	3	1
4000	-645.447176727479928	-652.302664678439328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.408315824361857	0	3	7	4	5	6	5	6	5	4	8	10	7	6	9	8	10	9	9	9	8	10	11	10	11	11	12	11	12	12	11	14	10	11	11	11	11	13	11	11	13	14	13	15	14	16	15	13	15	15	14	14	15	15	15	16	15	15	16	15	15	17	14	15	17	18	15	18	17	16	18	17	17	16	18	19	17	19	19	17	18	18	18	17	18	21	22	20	19	18	19	18	21	20	21	20	18	20	22	23	23	22	19	23	23	22	25	24	25	26	27	27	28	0	1	1	1	2	10	2	5	4	1	10	9	2	10	13	14	13	3	2	1	8	3	18	13	33	9	15	14	40	35	9	37	18	18	13	16	4	22	3	17	27	15	34	40	30	40	39	34	35	8	18	18	17	3	48	1	2	51	17	37	23	18	9	2	3	46	34	38	41	58	30	58	3	27	53	20	16	82	65	30	55	26	3	18	26	70	62	1	59	46	81	63	63	33	42	40	28	61	1	75	77	12	38	79	76	68	94	72	88	85	79	101	0	1	1	3	3	1	1	2	1	1	2	2	2	3	1	1	1	2	1	4	4	1	1	1	2	1	3	3	2	1	1	5	1	1	1	2	2	3	1	3	1	1	1	1	2	2	2	1	1	2	3	2	2	4	5	1	7	6	1	4	1	2	3	4	4	3	1	3	2	1	1	4	1	3	3	2	5	5	1	1	3	2	3	4	3	5	3	3	11	2	1	1	2	3	4	3	5	4	3	8	3	3	4	3	3	2	2	3	4	3	4	4	1	1
4500	-754.291593322842232	-761.147081273801632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423828509611727	1	3	7	5	4	8	5	6	7	5	9	9	7	8	9	10	9	10	8	13	8	9	10	11	12	10	13	11	11	10	11	13	12	13	12	10	12	12	12	14	14	15	14	14	15	17	13	13	14	14	14	15	15	15	14	15	15	16	12	15	15	18	16	17	16	17	16	15	17	16	18	17	17	16	18	19	17	19	20	19	17	18	16	18	20	19	21	19	21	20	21	18	22	20	21	22	20	20	21	23	21	21	22	22	25	24	24	25	24	25	27	26	28	0	1	7	1	1	13	1	5	5	2	19	14	7	4	9	2	9	12	1	18	2	9	5	36	16	8	18	11	2	3	9	31	17	26	18	2	11	8	21	16	32	37	39	36	1	36	16	7	29	16	8	12	24	28	12	6	6	51	18	48	41	83	22	11	35	12	50	50	35	50	40	48	1	17	10	46	53	45	60	11	1	45	16	24	51	60	57	25	76	76	45	51	92	49	63	52	32	36	8	57	72	1	75	81	87	77	85	69	98	92	73	38	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	1	1	4	1	4	1	2	1	1	2	2	1	4	2	2	1	1	1	1	4	2	3	1	2	1	2	1	1	5	3	1	3	2	3	3	4	1	1	2	3	4	1	1	1	1	1	4	5	2	4	1	1	3	1	2	2	8	3	6	1	1	2	2	4	8	1	2	3	3	2	3	3	1	1	3	1	1	3	3	4	4	5	5	3	3	7	2	3	2	3	2	4	3	4	6	10	1
