step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
25500	-151.706744243584666	-158.562232194544038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.364416924874443	0	3	2	3	6	4	6	8	7	10	12	10	14	18	17	16	15	17	17	18	18	19	21	20	22	23	25	22	25	25	29	0	1	1	1	1	3	6	6	2	8	1	4	1	16	11	1	9	11	13	18	16	13	1	18	24	23	14	21	16	0	0	1	1	1	2	4	1	1	2	2	2	6	4	5	1	2	7	3	2	1	1	1	2	9	2	1	1	4	2	3	1	1
26000	-182.428529531486106	-189.284017482445478	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463726371493855	1	3	2	5	6	4	6	7	7	9	13	14	14	19	16	16	17	18	17	17	18	20	22	20	21	22	26	23	24	25	28	0	1	1	1	1	1	3	6	2	8	5	3	1	16	12	1	12	11	15	16	5	19	1	20	14	24	29	22	26	0	0	1	1	1	2	3	2	4	1	2	2	3	5	4	1	1	7	2	1	1	1	6	1	11	1	1	1	1	1	1	1	1
26500	-180.492993104214008	-187.348481055173380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407213330206707	0	3	3	4	5	5	6	5	6	10	13	13	13	16	18	16	17	17	19	18	18	19	22	19	23	22	25	23	25	26	29	0	1	1	1	2	3	2	2	5	3	9	10	1	13	17	12	16	16	8	17	12	18	1	16	11	19	13	16	24	0	0	1	1	1	2	2	1	2	1	1	4	4	1	5	2	1	1	1	1	8	1	2	1	10	2	4	2	5	3	3	1	1
27000	-223.540788676402514	-230.396276627361885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649552310695524	1	3	2	3	3	5	7	7	7	8	13	13	14	17	16	16	18	18	16	17	18	20	19	20	21	22	23	23	25	25	28	0	1	1	1	1	1	2	6	6	9	8	4	5	19	13	13	19	15	12	8	16	16	8	13	19	25	24	18	27	0	0	1	1	1	1	1	2	2	1	2	1	2	5	3	1	1	1	1	1	2	3	1	2	6	3	4	1	1	2	1	1	1
27500	-189.521669609913062	-196.377157560872433	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714033515174562	1	3	2	2	5	5	6	8	7	10	13	13	13	19	17	15	17	18	16	17	18	21	20	20	19	22	25	23	26	27	28	0	1	1	1	1	3	5	5	6	9	2	8	10	20	16	12	13	16	11	19	17	24	1	20	17	23	14	26	27	0	0	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	5	1	1	1	2	1	1	1	1
28000	-199.020196017263459	-205.875683968222830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589306816049016	-1	2	2	3	5	3	7	7	6	8	13	12	14	18	16	16	16	19	17	18	18	20	18	20	22	24	25	23	25	27	26	0	1	1	1	2	1	5	9	5	9	7	10	11	16	13	13	12	19	17	10	16	16	11	16	19	25	25	20	17	0	0	1	2	1	2	2	2	1	1	1	1	4	1	1	1	2	1	1	1	1	6	1	2	2	2	2	1	1	2	6	1	1
28500	-137.759494794786349	-144.614982745745721	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565064795537007	1	3	3	4	5	6	4	7	8	10	14	12	13	15	17	15	15	18	18	17	18	21	21	21	23	23	24	24	26	26	28	0	1	1	1	1	3	3	3	8	5	1	10	10	13	17	13	13	1	14	17	17	20	1	16	22	24	19	23	27	0	0	1	1	1	2	2	2	1	2	1	3	5	1	1	1	1	1	1	9	2	1	2	2	6	3	1	1	3	1	1	1	1
29000	-150.348498671194733	-157.203986622154105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511988967861915	0	2	2	4	5	5	7	7	7	9	11	13	13	18	15	16	17	18	18	18	19	20	21	21	21	23	24	22	25	26	29	0	1	1	2	1	3	3	6	6	7	4	6	1	15	11	11	16	13	16	17	16	1	1	16	14	23	19	24	25	0	0	1	1	1	1	2	2	3	1	1	1	4	4	8	1	3	2	1	3	1	1	1	10	9	3	2	1	2	1	2	1	1
29500	-155.818894366638432	-162.674382317597804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.307470828183203	0	3	1	4	6	5	5	8	7	8	12	13	13	19	18	16	18	17	18	18	19	19	21	18	20	23	24	24	24	26	28	0	1	1	2	7	1	1	6	5	9	1	7	1	16	11	1	16	11	16	12	24	11	7	7	20	13	7	23	21	0	0	1	2	1	1	1	3	3	1	1	1	7	4	7	2	2	9	1	3	1	2	1	4	8	4	1	6	7	2	2	1	1
30000	-176.254862884064778	-183.110350835024150	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440054248716634	1	2	2	5	4	4	7	6	8	9	14	14	14	18	17	16	16	17	17	18	18	20	21	20	20	23	24	24	25	25	29	0	1	1	1	1	1	2	5	4	8	5	3	1	16	10	13	9	9	11	9	6	19	1	16	11	11	1	14	26	0	0	1	1	1	2	2	2	1	1	1	1	6	6	7	1	5	1	3	4	2	4	7	1	6	2	4	5	10	2	1	1	1
30500	-151.594682613033370	-158.450170563992742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.377120605076740	0	2	2	4	4	5	6	6	7	10	13	12	14	17	18	16	17	19	18	18	15	21	19	21	22	23	25	24	25	26	28	0	1	1	1	1	1	4	5	8	8	1	10	1	21	5	1	16	21	17	17	12	12	1	11	24	18	20	21	24	0	0	1	1	1	2	1	2	2	1	1	3	6	1	6	1	6	6	1	2	1	1	2	6	9	4	1	2	4	4	2	1	1
31000	-162.064652583273755	-168.920140534233127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.249986492414010	1	3	2	4	5	5	7	8	6	10	13	13	12	19	15	16	18	18	18	18	17	20	20	20	22	22	25	23	26	25	28	0	1	1	1	2	1	5	4	4	6	1	8	1	15	2	1	15	12	11	16	2	13	1	11	15	15	24	24	19	0	0	1	1	1	2	1	2	1	2	2	3	6	2	6	2	5	8	1	2	3	1	7	5	5	3	4	3	3	1	4	1	1
31500	-163.066939870298029	-169.922427821257401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380483967221987	1	3	3	5	5	5	6	7	8	10	12	11	12	18	17	13	16	18	18	18	16	19	22	20	23	24	25	24	25	25	28	0	1	1	1	1	1	4	2	4	9	1	5	9	21	5	1	13	1	21	15	16	18	1	22	21	14	21	19	1	0	0	1	1	1	1	2	3	1	2	3	1	6	3	1	1	4	6	2	7	1	1	2	1	9	1	4	4	5	3	10	1	1
32000	-168.996008815823330	-175.851496766782702	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.315716699445838	0	3	1	3	5	4	7	7	6	9	13	12	13	18	16	15	17	18	16	18	18	21	21	21	23	23	25	24	25	27	29	0	1	1	1	4	3	5	5	4	4	1	9	1	15	13	12	12	1	4	19	11	1	1	7	24	20	16	22	1	0	0	1	1	1	2	1	2	1	1	2	3	6	2	7	1	2	2	2	10	7	1	2	9	8	3	1	3	3	2	10	1	1
32500	-149.682299917233678	-156.537787868193050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.272709349039678	0	2	3	4	5	5	7	7	7	9	14	12	13	18	17	17	17	18	18	18	19	19	20	20	21	24	26	23	23	27	28	0	1	1	2	1	1	1	5	1	8	10	8	1	13	10	1	11	1	13	16	19	17	7	9	22	19	24	17	1	0	0	1	1	2	1	3	2	4	1	4	1	4	3	6	3	4	8	1	9	3	1	1	1	3	6	1	3	3	3	11	1	1
33000	-190.236987932535584	-197.092475883494956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464921632030491	1	3	2	4	5	5	6	7	8	10	14	14	12	18	17	15	17	17	19	19	18	20	19	19	22	24	23	24	25	26	28	0	1	1	2	1	1	4	4	4	4	13	10	9	12	12	1	11	1	15	15	16	13	12	1	19	22	1	14	21	0	0	1	1	1	1	2	2	1	1	2	3	1	2	2	2	1	6	2	7	1	1	2	3	5	10	1	2	6	2	3	1	1
33500	-172.006830601297366	-178.862318552256738	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.324081358682840	1	2	2	3	6	5	6	7	7	10	13	10	14	18	16	15	17	18	18	19	18	19	21	21	23	24	24	23	25	26	28	0	1	1	2	1	3	2	6	4	7	1	6	1	15	13	1	11	13	11	16	15	18	19	1	14	11	19	23	14	0	0	1	1	1	1	3	2	2	1	2	2	6	2	6	1	1	7	2	1	2	2	1	1	2	11	2	5	3	1	3	1	1
34000	-169.975913730625649	-176.831401681585021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401571161532551	0	2	3	5	4	5	6	7	8	8	13	13	13	18	17	16	18	16	19	19	18	20	20	19	21	21	22	23	25	26	28	0	1	1	1	1	1	6	4	2	3	1	6	1	16	6	8	7	1	14	21	11	18	17	1	15	14	1	15	19	0	0	1	1	1	3	2	3	1	1	2	3	7	4	6	1	6	4	5	6	1	1	2	3	1	10	2	1	9	3	4	1	1
34500	-160.938919448056396	-167.794407399015768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460551627315735	-1	2	1	4	5	4	6	6	8	9	14	13	13	18	17	16	18	18	18	19	18	21	21	20	21	23	25	22	25	26	27	0	1	1	1	1	3	4	6	3	5	1	10	2	12	5	1	16	13	6	15	15	11	19	18	16	23	22	16	22	0	0	1	1	1	3	3	2	1	1	3	2	7	2	6	2	5	7	1	2	6	1	1	4	2	1	3	1	1	2	1	1	1
35000	-174.613647294071058	-181.469135245030429	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513927120608934	1	3	2	4	5	5	7	7	6	10	13	13	13	17	18	16	16	18	18	18	16	20	21	20	22	22	24	23	25	26	28	0	1	1	1	1	3	4	4	3	7	1	7	4	13	16	12	13	16	21	21	13	19	12	18	20	24	20	25	27	0	0	1	1	1	2	3	1	2	2	2	3	4	2	6	1	1	1	1	1	1	1	1	1	4	1	3	1	2	1	1	1	1
35500	-231.542234638859526	-238.397722589818898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.370617721401082	0	2	2	5	5	3	5	8	7	10	11	13	14	18	18	15	16	18	18	19	19	21	21	19	22	23	24	23	25	26	29	0	1	1	1	1	3	3	5	7	8	9	11	10	11	13	12	9	13	16	9	15	24	7	13	21	17	24	14	15	0	0	1	1	1	2	2	1	1	2	1	1	2	1	1	3	2	1	5	2	1	6	1	1	7	3	2	3	1	3	4	1	1
36000	-145.311103692075648	-152.166591643035019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.452788384530877	0	3	1	4	6	4	7	6	7	9	14	13	11	17	17	16	17	16	18	17	18	20	20	19	22	23	24	22	25	27	28	0	1	1	2	1	1	4	3	4	9	13	4	1	16	12	11	13	13	18	5	18	16	1	14	14	23	14	23	27	0	0	1	1	1	1	3	2	2	3	2	1	2	4	6	1	1	1	3	2	1	4	1	2	8	1	3	2	3	1	1	1	1
36500	-146.851884504218020	-153.707372455177392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412200674922496	0	2	2	3	4	4	6	7	8	9	13	14	12	18	17	14	17	17	16	18	16	20	21	19	21	21	26	21	24	25	28	0	1	1	1	1	3	5	6	7	5	1	13	9	15	8	13	12	16	11	17	16	18	1	16	11	22	26	24	13	0	0	1	1	1	2	2	1	1	2	1	3	7	1	3	1	4	1	1	2	1	1	1	2	10	3	3	1	2	1	6	1	1
37000	-150.849408088834736	-157.704896039794107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534374761993080	1	2	2	5	6	6	6	7	7	9	12	13	10	18	17	16	17	19	18	19	19	21	20	20	22	24	26	22	24	26	28	0	1	1	1	2	1	4	5	4	5	1	7	1	13	11	5	13	19	15	14	19	18	1	16	19	28	25	23	21	0	0	1	1	1	2	1	3	1	1	1	1	5	2	3	4	2	4	2	1	1	1	1	1	7	2	2	1	1	1	2	1	1
37500	-142.602425833570265	-149.457913784529637	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.459875449563455	1	2	2	4	6	5	6	7	8	9	13	14	14	18	18	16	17	19	18	18	18	20	21	20	23	23	25	22	25	26	28	0	1	1	1	4	1	2	4	5	3	1	9	8	16	11	13	12	16	16	10	10	14	1	16	24	15	19	22	17	0	0	1	1	1	1	1	1	2	2	1	4	5	2	4	1	2	1	2	2	1	4	5	2	7	2	2	3	3	1	4	1	1
38000	-193.801120362686419	-200.656608313645791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528434436858197	0	2	1	3	5	6	7	5	7	8	13	14	12	19	16	16	16	17	19	18	17	20	22	20	22	23	25	24	24	25	29	0	1	1	1	1	3	3	3	5	6	13	8	1	15	11	13	8	12	21	12	7	16	1	18	24	24	24	24	13	0	0	1	1	1	1	2	2	4	1	1	1	1	3	6	2	1	1	6	1	1	2	4	2	10	2	1	2	2	3	5	1	1
38500	-133.608920310210550	-140.464408261169922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.445260206517022	1	2	3	4	5	5	7	7	6	10	14	14	13	18	17	15	18	18	18	17	18	20	21	19	23	24	25	22	26	27	27	0	1	1	2	1	3	5	6	5	4	1	10	1	15	16	1	11	11	20	16	15	18	1	11	15	23	17	21	28	0	0	1	1	1	1	2	1	1	1	1	3	6	2	5	1	1	6	2	2	1	1	1	1	9	2	3	2	4	2	3	1	1
39000	-157.258250595297227	-164.113738546256599	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441621323035314	0	3	3	5	5	6	7	7	7	9	13	14	13	18	14	16	16	17	18	19	19	20	19	20	22	22	26	23	25	25	26	0	1	1	1	1	3	5	5	2	8	1	9	1	16	11	1	7	11	17	5	12	18	1	18	22	22	28	17	28	0	0	1	2	2	2	3	1	1	1	1	1	7	2	8	1	1	9	4	3	1	7	3	2	8	2	1	1	2	3	1	1	1
39500	-179.491997601755003	-186.347485552714375	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.378054507918349	1	3	3	4	5	5	6	6	8	10	12	13	13	19	17	16	15	15	19	16	16	20	20	18	23	23	25	23	26	24	28	0	1	1	1	1	1	2	1	2	5	1	11	1	18	13	1	10	10	16	7	13	21	1	10	23	3	22	23	19	0	0	1	1	1	2	2	1	1	2	2	4	5	1	8	2	2	7	3	3	1	4	1	2	9	4	1	14	2	1	2	1	1
40000	-166.638338653517735	-173.493826604477107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.278888753916540	0	2	2	4	6	4	5	7	7	8	14	12	13	17	18	16	17	19	18	19	19	21	20	21	22	23	26	23	25	24	28	0	1	1	1	4	1	2	4	1	4	9	8	1	11	16	1	13	11	9	11	16	8	1	1	24	13	14	20	26	0	0	1	1	1	3	2	3	1	2	3	1	4	2	8	1	1	8	3	4	4	3	1	8	10	12	1	5	4	2	1	1	1
40500	-164.327033554986201	-171.182521505945573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.349185932360764	1	3	2	4	5	5	6	8	7	8	13	14	12	18	17	16	15	18	17	19	19	21	21	20	23	23	26	23	26	25	27	0	1	1	1	2	1	4	6	6	4	10	2	1	4	7	1	6	13	17	15	19	11	1	1	16	18	20	15	18	0	0	1	1	1	1	1	3	1	2	1	3	4	4	5	5	5	6	5	3	1	1	1	4	10	9	2	2	4	2	4	1	1
41000	-177.885557415545236	-184.741045366504608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521107602232306	1	3	3	5	5	5	7	8	8	9	13	14	12	19	18	17	18	19	18	18	16	20	18	20	23	22	25	24	25	26	29	0	1	1	1	1	1	5	2	5	8	8	11	7	20	21	8	21	16	11	12	11	18	10	13	15	22	19	26	19	0	0	1	1	1	2	2	2	1	3	1	1	3	1	2	1	1	5	1	1	2	2	2	1	5	3	2	1	3	1	3	1	1
41500	-146.053383849205176	-152.908871800164547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429912064513493	0	1	2	4	4	5	5	8	7	7	14	13	13	18	17	16	17	17	17	19	19	19	20	20	21	23	26	23	25	27	27	0	1	1	1	1	1	3	3	5	7	1	8	1	15	5	13	12	11	12	19	18	16	1	18	22	22	24	25	25	0	0	1	1	1	2	2	3	1	3	1	1	9	3	6	1	5	1	1	1	2	1	1	2	8	1	1	2	3	1	2	1	1
42000	-151.794382415526144	-158.649870366485516	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439110562070007	1	3	3	5	6	5	6	8	7	10	13	14	13	18	18	17	15	16	17	17	18	21	21	19	21	23	24	24	25	26	28	0	1	1	1	4	1	6	7	5	9	5	13	10	16	10	1	13	11	11	17	11	24	1	13	24	17	21	25	20	0	0	1	1	1	2	1	3	1	1	1	1	4	1	1	1	4	8	1	1	2	1	3	1	7	3	1	4	4	2	4	1	1
42500	-153.866976371529148	-160.722464322488520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411652833001067	0	2	2	5	5	5	7	8	8	10	14	14	13	18	16	16	17	17	19	18	18	19	21	20	20	21	25	24	26	27	28	0	1	1	1	2	3	2	6	6	8	1	10	1	16	11	5	15	1	9	16	11	18	1	13	15	18	21	21	28	0	0	1	1	1	3	1	1	3	2	1	1	6	2	6	1	1	6	1	7	4	1	2	1	10	3	2	2	4	3	1	1	1
43000	-144.234118133527431	-151.089606084486803	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484640690105251	0	2	2	2	5	5	5	7	8	9	12	13	14	18	17	17	17	17	19	18	18	21	21	21	22	23	25	22	24	26	29	0	1	1	1	1	1	2	1	2	8	9	10	9	18	6	8	11	11	16	13	17	18	1	13	20	24	26	24	19	0	0	1	1	1	1	3	2	1	3	3	1	2	2	3	1	6	4	2	4	1	2	1	2	13	4	2	1	1	1	2	1	1
43500	-154.993678079650834	-161.849166030610206	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455168951555579	0	2	2	4	6	6	5	7	7	9	11	13	11	17	18	16	17	19	16	18	18	21	20	20	22	23	25	22	24	26	28	0	1	1	2	2	1	2	3	4	3	7	7	7	5	12	11	13	15	11	14	16	21	1	18	23	21	28	12	28	0	0	1	1	1	1	2	3	2	2	2	3	2	3	3	5	2	3	3	1	2	1	1	2	8	1	1	2	1	5	1	1	1
44000	-150.140652943939045	-156.996140894898417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650854960078482	0	2	2	4	6	5	6	7	7	10	13	14	12	18	16	16	17	19	19	19	19	20	21	20	22	23	25	23	25	26	28	0	1	1	2	2	1	1	6	4	5	10	13	1	12	10	11	11	16	17	12	14	18	1	11	19	19	20	19	14	0	0	1	1	1	1	2	2	3	2	1	2	3	1	4	2	4	2	3	1	1	3	1	1	8	2	2	2	2	3	3	1	1
44500	-153.772534850112692	-160.628022801072063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.294373937951450	1	3	2	4	6	3	7	6	7	9	14	14	11	19	17	15	18	18	18	18	17	20	20	21	23	23	25	24	25	27	27	0	1	1	1	1	1	2	3	2	8	1	13	1	15	4	9	9	11	15	13	2	19	1	18	15	24	26	22	19	0	0	1	1	1	2	2	1	2	2	2	1	5	2	5	1	5	4	6	2	1	3	8	1	8	2	3	1	1	2	4	1	1
45000	-201.189793905255243	-208.045281856214615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603308996985659	0	2	3	4	5	5	7	7	8	9	14	13	14	18	16	17	18	18	19	19	17	21	21	20	20	23	24	22	25	26	29	0	1	1	1	1	3	6	6	2	8	1	10	5	13	10	11	11	13	12	21	11	19	25	18	14	19	18	11	24	0	0	1	1	1	2	3	1	1	1	3	1	6	2	4	3	3	2	2	2	3	1	3	1	1	1	1	3	2	4	3	1	1
45500	-143.640224190704316	-150.495712141663688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.402694260139087	1	3	2	3	5	6	7	8	7	9	13	12	14	18	16	16	18	17	18	17	19	21	22	20	22	24	26	21	25	27	28	0	1	1	1	1	3	2	6	5	9	1	7	1	11	8	13	12	16	11	12	12	14	1	16	14	22	29	13	25	0	0	1	1	1	1	2	2	1	1	1	1	6	2	6	2	4	1	3	1	2	2	3	1	7	2	2	2	1	2	2	1	1
46000	-134.294753294707391	-141.150241245666763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.420311938468054	0	2	2	4	6	6	5	7	8	10	13	13	14	18	18	16	17	18	19	18	18	20	21	20	21	23	24	24	26	26	28	0	1	1	2	1	1	2	6	5	8	1	10	1	16	11	13	3	16	17	13	6	18	1	16	19	18	13	25	27	0	0	1	1	1	1	4	2	2	1	1	2	6	2	7	1	3	1	7	1	1	2	7	1	10	2	1	3	5	1	1	1	1
46500	-170.974155759985791	-177.829643710945163	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.253422480816723	1	2	2	3	5	6	6	7	8	8	13	14	13	17	16	17	17	18	18	19	18	21	20	20	22	24	25	24	26	27	28	0	1	1	1	4	1	4	6	4	8	1	5	2	12	9	1	3	13	7	16	17	12	1	18	20	12	12	25	27	0	0	1	1	1	1	1	3	1	1	2	1	5	6	3	2	3	7	10	2	6	1	1	4	8	2	1	3	4	2	1	1	1
47000	-144.568196074758134	-151.423684025717506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442971429339726	0	2	2	4	5	6	7	8	7	9	13	13	13	18	17	15	18	17	19	17	19	20	22	18	20	23	25	23	26	26	28	0	1	1	2	2	3	5	9	5	9	1	6	1	12	11	11	8	16	20	16	18	24	14	20	20	23	25	17	27	0	0	1	1	1	1	2	2	1	1	1	2	7	4	5	2	2	1	4	1	1	1	1	2	1	1	2	1	4	3	1	1	1
47500	-153.511660585568137	-160.367148536527509	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585628740946463	1	2	3	3	5	5	6	7	7	9	13	13	14	18	18	16	16	17	19	17	17	20	21	21	22	24	25	22	24	26	29	0	1	1	1	2	3	1	4	4	5	8	10	8	17	21	13	12	1	16	17	17	17	15	22	24	28	29	20	25	0	0	1	1	1	1	1	1	3	2	2	3	4	2	3	1	1	1	2	6	2	1	1	2	1	1	1	1	1	2	1	1	1
48000	-165.502978972988586	-172.358466923947958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478972820482386	1	2	3	4	5	6	6	7	8	8	13	13	13	17	17	16	17	18	18	19	17	20	20	20	22	23	24	22	25	26	27	0	1	1	2	1	3	4	5	6	8	1	9	1	8	12	1	12	16	13	12	12	18	17	14	23	17	5	18	19	0	0	1	1	1	1	2	2	1	1	1	1	5	2	6	4	2	4	2	1	2	2	2	1	1	1	1	2	6	3	3	1	1
48500	-142.373928602407290	-149.229416553366661	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518491017803153	1	3	2	4	5	5	6	7	6	8	12	13	13	18	16	16	17	17	19	18	19	21	20	20	20	22	25	24	23	26	28	0	1	1	1	1	3	6	6	6	3	1	5	11	15	8	11	16	16	18	16	20	18	1	17	13	23	25	18	17	0	0	1	1	1	1	2	2	1	1	1	3	5	4	1	1	6	2	1	1	1	1	1	2	7	2	5	1	2	3	3	1	1
49000	-153.761561627000390	-160.617049577959762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.362251467533785	0	1	2	5	5	3	6	7	7	10	13	13	12	18	15	15	18	18	17	18	17	19	22	20	22	23	26	21	26	26	28	0	1	1	2	1	3	6	5	5	8	1	10	1	13	10	11	16	19	4	15	16	16	1	16	1	21	25	22	22	0	0	1	1	1	2	3	1	2	1	1	1	5	1	5	3	3	1	1	1	6	3	1	2	12	2	11	2	2	1	5	1	1
49500	-202.606002529225435	-209.461490480184807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.409554414249259	0	2	2	5	5	5	6	7	8	9	12	13	13	17	16	16	18	18	18	18	17	19	20	20	22	23	26	24	25	27	29	0	1	1	1	1	1	6	4	2	7	1	5	1	11	12	11	21	10	16	12	2	15	1	16	8	21	25	13	11	0	0	1	1	1	2	3	2	1	1	3	1	6	3	7	2	1	2	1	6	2	4	7	1	10	2	7	3	2	6	5	1	1
50000	-180.637135499288661	-187.492623450248033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418110558005586	0	3	3	4	4	5	6	7	7	9	12	13	13	17	18	16	17	18	16	19	18	19	22	21	23	24	26	21	25	26	29	0	1	1	2	1	1	2	6	3	9	1	11	1	6	12	1	13	14	3	17	16	11	1	12	22	25	29	22	24	0	0	1	2	2	1	3	3	2	1	3	1	5	1	7	6	3	8	2	1	6	1	1	7	12	4	2	1	1	1	3	1	1
50500	-146.469386456395085	-153.324874407354457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.313409556831879	0	2	2	4	4	5	6	8	8	8	13	13	13	18	18	16	17	17	19	17	19	21	21	18	22	23	26	23	24	26	29	0	1	1	1	1	1	4	5	6	2	1	8	10	11	12	5	5	11	24	12	17	24	1	18	2	22	14	23	14	0	0	1	1	1	2	2	2	1	2	1	3	6	2	3	3	2	6	5	2	1	2	1	2	9	1	10	1	5	1	3	1	1
51000	-165.352606490860495	-172.208094441819867	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527317403250172	1	2	3	5	5	5	5	7	8	10	13	12	12	16	17	16	16	17	18	19	15	19	20	20	21	21	25	23	23	25	27	0	1	1	2	1	1	2	5	3	4	1	9	1	21	11	13	12	16	15	18	11	15	1	16	22	22	19	7	11	0	0	1	1	1	1	2	2	1	1	2	1	5	2	5	1	2	2	2	1	1	1	1	1	6	3	1	2	3	7	3	1	1
51500	-139.794862792182528	-146.650350743141900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669232967046230	1	3	3	4	5	5	6	6	8	9	13	14	13	18	17	15	16	18	16	18	19	20	21	20	21	23	25	23	26	27	29	0	1	1	1	1	1	3	3	5	8	9	13	1	19	17	11	16	16	11	17	12	19	1	17	14	21	28	21	25	0	0	1	1	1	1	2	1	2	2	1	2	2	1	6	1	1	1	1	2	1	1	3	2	7	2	2	2	1	2	3	1	1
52000	-168.237902019096538	-175.093389970055910	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.306536779746554	0	2	2	3	5	4	7	7	8	9	12	13	12	18	17	16	18	19	18	19	18	21	22	21	23	24	25	23	26	27	28	0	1	1	1	1	3	5	1	3	7	1	10	1	12	7	11	7	16	2	15	3	18	14	18	22	19	22	24	11	0	0	1	1	1	2	2	1	1	3	2	1	6	2	7	3	5	3	5	1	8	1	7	1	3	1	1	3	2	1	8	1	1
