step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
10000	-508.742167022206502	-507.004362245588879	-1.737804776617602	0.000082832441304	0.000015941797476	0.192458380134885	0.512397938373579	0	1	2	3	4	5	6	8	9	8	9	12	11	11	12	12	14	12	12	14	13	12	12	13	14	13	15	13	12	13	15	15	15	16	17	16	17	15	17	17	17	16	18	17	18	17	19	18	17	18	20	19	20	20	21	20	22	20	22	22	21	23	24	26	26	24	26	28	25	25	28	29	30	31	33	33	35	33	33	36	0	1	1	1	3	2	5	1	8	0	10	10	7	9	9	10	11	14	10	15	23	8	9	15	16	10	19	14	10	10	18	16	8	28	33	23	27	28	14	16	19	23	36	19	49	30	38	29	23	16	47	44	48	45	46	47	52	16	56	55	52	58	59	14	47	58	62	49	23	63	62	69	68	73	64	72	75	64	64	75	1	1	1	1	2	2	1	4	1	1	1	2	3	2	2	3	2	1	3	1	1	2	1	1	2	2	1	1	2	2	2	2	4	2	2	2	1	1	3	3	3	2	1	3	1	2	2	3	2	3	1	1	1	2	2	1	2	4	1	1	1	1	1	8	3	2	1	5	6	1	1	2	1	1	3	2	1	4	4	2
10500	-569.305529786808847	-567.667960078526335	-1.637569708282518	0.000139203176337	0.000031295853192	0.224821401463058	0.431376420889656	0	2	5	2	5	6	6	8	9	7	10	11	10	11	11	12	13	12	11	15	12	13	13	13	13	13	11	16	14	14	14	14	13	15	16	15	15	14	18	15	17	17	16	17	19	19	18	17	19	19	19	20	19	20	20	20	19	20	22	23	23	22	24	26	27	24	26	28	27	25	27	28	29	32	32	33	34	31	35	35	0	1	4	1	4	3	4	3	7	0	10	10	9	8	9	10	11	9	10	24	8	8	15	15	12	19	10	23	26	11	18	12	15	33	9	15	17	18	13	26	40	15	21	17	36	25	14	10	15	41	28	44	44	42	44	51	16	25	47	55	52	44	56	49	63	62	62	24	20	56	66	64	64	68	69	72	69	64	68	68	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	3	2	1	2	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	4	2	1	1	3	1	1	3	1	2	4	2	5	5	3	1	1	1	1	2	1	1	3	3	2	2	2	2	2	2	2	1	2	8	4	2	2	1	2	3	2	3	2	2	4	2
11000	-487.333484439350286	-485.773451786210671	-1.560032653139603	0.000105108607010	0.000027207872187	0.258854845107039	0.589947187661135	0	2	4	3	4	5	6	7	9	8	10	11	9	11	10	11	14	12	13	12	12	13	13	14	14	13	14	15	14	13	15	14	16	16	16	15	16	16	17	17	16	15	17	18	19	18	17	16	20	18	19	19	19	20	21	20	21	20	22	22	21	22	24	26	26	24	27	28	25	26	27	28	29	30	32	34	34	34	36	36	0	1	2	2	1	4	4	7	6	0	10	10	5	15	8	10	11	15	12	9	9	20	14	15	16	10	12	18	19	12	18	30	15	18	42	23	26	28	22	26	17	15	36	48	36	40	34	29	23	40	47	48	48	36	46	47	53	30	56	46	52	58	56	49	59	62	62	49	49	63	66	69	69	64	68	73	75	68	77	75	1	1	1	1	2	1	2	1	2	1	1	1	4	1	1	2	3	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	3	1	2	1	1	2	3	2	2	2	1	1	1	1	1	3	1	1	2	2	3	2	1	1	3	1	1	2	1	2	3	2	1	2	4	2	1	2	1	2	2	2	3	1	2	1	2
11500	-464.793926378945400	-463.191470822210022	-1.602455556735360	0.000090050676848	0.000021518714977	0.238962279134637	0.590666640607140	1	2	5	4	3	6	7	8	9	9	10	12	11	12	11	12	14	12	12	14	13	12	13	14	13	14	14	15	15	15	15	15	14	17	15	16	17	16	17	16	16	18	17	17	19	17	18	15	19	18	20	18	20	19	20	19	20	21	23	22	22	23	24	24	26	24	26	29	26	27	27	26	30	32	32	33	34	33	34	37	0	1	5	2	1	4	4	4	8	0	10	10	9	9	9	10	11	9	10	14	14	8	9	23	19	16	19	18	12	12	18	12	9	28	21	21	26	28	23	16	19	14	21	48	21	29	38	16	14	41	56	29	12	36	30	47	29	55	56	46	53	58	59	49	59	62	66	33	64	59	66	64	69	73	68	72	75	68	75	75	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	2	3	3	2	1	3	1	1	2	3	1	1	1	3	1	3	1	3	1	2	2	1	2	1	2	1	1	1	7	1	2	2	1	2	1	2	2	1	2	1	2
12000	-486.165443942504282	-484.642794180396777	-1.522649762107502	0.000091680484243	0.000025653950075	0.279819094402975	0.544852362171717	1	2	4	4	5	6	6	7	9	9	10	13	11	10	11	11	13	11	13	14	13	12	13	13	13	13	14	16	14	15	16	14	14	16	16	16	16	15	18	16	17	17	17	19	19	19	17	16	18	19	20	17	21	21	20	18	22	20	22	22	22	23	24	26	27	24	27	28	26	26	27	29	30	31	32	34	34	33	36	37	0	1	1	1	3	5	4	4	8	0	10	16	8	9	9	10	11	9	10	9	15	8	8	14	16	10	17	23	25	16	18	16	9	23	22	15	27	18	20	19	19	22	36	48	36	29	38	10	14	41	56	48	46	45	29	47	52	48	51	48	52	58	59	49	70	62	62	42	49	59	66	64	68	73	68	64	75	64	75	77	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	3	3	2	1	2	1	2	1	2	2	1	3	1	2	3	1	2	3	1	2	2	1	1	1	3	2	2	4	1	1	1	1	2	3	1	2	3	2	2	2	2	1	4	1	1	2	5	3	2	2	2	1	1	2	3	1	3	2	2
12500	-485.968849242429826	-484.487248242598923	-1.481600999830897	0.000124338880076	0.000038327954471	0.308253978539860	0.615875792807012	1	2	4	4	4	5	7	7	9	9	11	12	12	11	11	10	14	13	12	13	12	12	13	13	15	13	14	15	15	13	15	15	15	16	15	16	17	15	17	17	16	15	17	18	18	19	18	16	19	18	19	18	19	20	20	20	21	20	22	22	20	22	24	25	26	24	26	27	26	27	28	29	30	30	32	34	34	33	35	37	0	1	1	1	2	2	4	6	8	0	10	10	14	7	9	10	11	9	10	14	14	7	8	8	12	10	12	18	12	16	18	19	18	28	23	21	11	18	22	12	30	24	13	48	36	29	34	32	33	40	47	26	48	45	46	51	61	19	56	46	52	53	59	49	47	58	66	64	49	63	66	68	68	64	72	69	75	73	75	77	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	3	2	2	1	1	1	2	1	2	1	1	1	2	4	1	2	2	2	1	3	1	1	2	1	1	2	1	1	3	2	1	1	1	1	4	1	2	1	1	1	3	4	2	1	1	4	2	3	1	1	2	1	4	1	1	1	1
13000	-512.749083137020307	-511.182003496192635	-1.567079640827669	0.000093805922216	0.000023948500458	0.255298385132986	0.583895133614602	1	2	5	4	3	6	5	7	9	8	11	11	11	11	11	11	14	13	13	14	13	12	14	13	15	12	15	13	15	12	16	14	15	16	16	15	16	15	17	16	15	17	18	16	17	18	18	16	20	19	20	19	19	21	21	20	21	19	22	23	22	23	24	27	25	25	27	28	27	25	28	30	31	31	31	35	34	33	36	36	0	1	5	1	1	7	4	4	8	0	10	10	8	9	9	10	11	9	10	9	15	8	15	14	12	10	26	14	10	10	23	30	14	28	21	21	27	28	22	12	19	23	36	17	33	25	34	30	8	41	47	46	16	45	46	47	48	25	47	55	55	58	47	39	49	62	58	69	42	59	66	64	68	64	69	72	75	69	75	77	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	2	2	4	2	1	2	1	1	3	2	2	1	2	2	1	1	2	2	2	2	1	1	3	3	1	1	1	1	1	2	1	2	5	2	1	1	3	2	2	1	3	1	2	1	1	3	3	4	3	1	3	1	6	1	2	1	2	2	3	2	1	3	2	1
13500	-481.568694904107531	-479.705576727014488	-1.863118177093022	0.000104270540210	0.000016973181047	0.162780215896333	0.669697770062720	0	1	4	4	5	7	5	6	8	8	10	12	12	10	10	12	13	12	13	14	12	12	13	13	15	13	14	14	14	14	16	15	16	15	15	15	16	16	18	15	16	16	17	18	18	18	17	15	19	19	20	20	20	21	20	19	21	20	22	22	23	22	23	27	26	24	27	28	27	26	26	30	30	31	32	34	34	33	36	34	0	1	2	2	3	7	4	4	8	0	10	10	15	9	9	10	11	9	10	15	14	14	9	9	12	10	16	14	10	17	18	19	9	18	21	21	27	34	20	16	19	20	36	19	36	25	34	12	21	41	47	44	46	45	12	47	52	26	51	46	52	55	59	49	59	62	66	64	39	63	66	64	69	64	69	72	75	68	75	75	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	2	2	2	1	1	2	2	2	2	1	3	2	1	1	1	4	2	2	2	1	1	2	2	2	1	1	2	1	2	1	1	3	2	2	1	1	1	4	1	1	4	1	2	1	1	1	3	2	1	1	1	4	1	2	2	2	1	2	2	1	2	2	1
14000	-490.864388786926781	-489.443875907636482	-1.420512879290284	0.000094315686010	0.000034893067977	0.369960389978438	0.584649349601412	0	1	5	3	4	6	6	7	8	9	10	13	11	10	10	11	14	13	12	13	13	12	13	13	15	14	14	16	14	14	16	15	14	14	15	17	17	16	15	17	16	17	18	18	19	17	17	17	20	18	18	20	20	21	19	19	20	20	23	20	22	23	24	27	25	24	27	28	25	27	28	29	31	30	32	35	35	33	36	37	0	1	5	1	2	4	1	4	8	0	10	10	9	9	9	10	11	15	10	15	13	15	9	15	16	10	19	34	10	19	18	29	14	14	24	21	26	34	14	10	26	20	21	16	36	26	38	17	42	40	47	46	46	45	46	47	48	44	47	30	53	58	56	49	59	58	62	64	49	63	66	69	64	64	64	75	75	72	77	75	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	2	2	3	1	1	3	1	2	1	2	2	1	2	2	1	2	3	1	2	2	4	2	2	1	1	1	1	1	2	2	2	1	1	1	1	3	2	1	1	2	2	1	2	1	1	3	2	2	3	2	2	2	2	1	2	1	2
14500	-443.322698957145008	-441.815364518467163	-1.507334438677865	0.000115322065219	0.000033401637131	0.289637868240004	0.696399240732420	1	2	5	2	3	6	7	8	9	8	10	12	10	11	12	11	14	13	12	14	13	12	13	13	13	12	14	15	14	13	16	14	14	14	16	16	16	16	17	18	16	16	17	18	18	18	18	16	19	19	19	19	20	20	20	20	20	21	21	21	22	23	24	26	26	25	26	29	26	25	27	30	30	31	32	34	34	32	36	36	0	1	1	1	1	2	6	4	7	0	10	16	8	13	8	10	11	14	10	13	9	13	14	15	12	10	12	34	26	16	15	19	23	18	15	21	16	34	24	41	29	20	36	48	36	48	38	30	23	41	47	48	48	45	46	47	52	53	51	48	57	58	59	49	63	58	58	64	49	63	67	68	64	73	72	72	75	72	75	77	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	2	1	2	3	1	1	1	1	1	2	1	1	2	1	2	1	1	1	3	1	4	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	3	1	2	1	3	1	2	2	2	4	1	1	1	2	1	1	2	1	1	1	1
15000	-474.991401775283862	-473.283450749531141	-1.707951025752704	0.000102147917268	0.000020540739329	0.201088185428761	0.652684729418026	1	2	4	3	5	5	5	6	9	9	11	12	11	12	11	12	14	13	12	14	13	13	12	13	15	14	13	14	14	15	16	14	15	17	17	16	17	15	17	18	16	18	17	18	17	17	17	16	19	18	19	18	20	21	20	20	20	20	21	22	22	23	24	26	25	24	27	28	26	26	27	30	29	32	32	34	35	33	36	36	0	1	1	1	3	2	4	4	8	0	10	10	8	9	8	10	11	13	10	23	15	9	7	13	26	27	19	23	10	26	18	12	23	28	36	21	19	28	33	41	26	33	36	48	36	48	38	30	33	41	47	29	48	45	46	51	48	19	56	46	52	58	59	49	59	58	66	49	49	63	66	64	69	68	68	72	75	64	77	75	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	2	2	1	3	1	1	3	3	1	1	1	1	1	2	1	2	1	2	2	1	2	3	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	2	3	1	2	2	2	1	2	2	2	2	4	4	1	2	2	2	1	2	2	2	3	1	1
15500	-485.255670388965655	-483.661468873116235	-1.594201515849394	0.000100637084729	0.000024411204101	0.242566685696100	0.602865465092805	0	2	5	3	4	6	6	7	9	9	11	12	11	12	11	11	15	12	13	13	11	12	13	13	15	13	14	16	13	15	14	15	13	14	16	16	16	16	17	18	17	17	16	17	17	19	19	18	18	19	18	18	20	21	19	20	20	19	22	22	22	24	24	27	26	25	26	28	26	27	27	30	30	30	33	33	35	34	35	35	0	1	5	1	2	5	5	4	7	0	10	10	9	9	9	10	11	9	10	9	9	15	9	15	10	11	16	34	10	11	18	29	15	18	9	21	27	34	15	27	30	14	21	16	36	52	38	29	24	41	38	19	48	45	19	51	48	30	47	40	52	58	59	39	63	48	62	64	39	65	62	64	68	64	72	72	75	64	75	75	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	2	1	1	1	2	3	1	1	1	1	2	2	1	1	2	2	1	2	2	2	1	1	1	3	2	1	1	2	1	2	2	1	1	3	1	3	3	2	1	4	2	4	1	1	3	1	2	2	1	1	2	2	1	4	1	1
16000	-472.176505966368211	-470.636775902837030	-1.539730063531166	0.000107701374507	0.000029054162147	0.269765936419819	0.556461880898740	1	2	5	3	3	7	7	8	9	9	11	12	11	12	12	12	14	12	12	14	12	12	13	12	15	13	15	14	15	13	16	14	16	17	17	16	15	15	15	17	17	17	17	18	18	18	17	18	19	18	18	19	20	19	20	19	21	21	22	22	23	24	24	26	27	25	26	28	26	26	27	30	30	31	32	34	34	33	35	36	0	1	2	1	1	2	3	7	7	0	10	10	9	9	9	10	11	9	10	15	9	13	9	9	30	10	26	18	30	10	18	30	15	28	21	21	16	28	9	30	19	14	36	29	36	30	38	19	33	41	47	44	46	45	48	47	48	44	56	55	44	58	51	14	59	48	62	69	49	63	58	68	68	73	72	72	64	72	77	75	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	3	2	1	2	1	2	1	3	2	1	1	1	1	1	1	1	2	2	1	2	3	2	3	6	2	4	1	1	3	2	2	1	1	1	1	2	2	1	1	2
16500	-511.350867988928087	-509.742559456810284	-1.608308532117795	0.000088104473651	0.000020834540321	0.236475396289415	0.485822242538314	0	2	4	4	5	6	5	7	9	8	10	13	11	11	11	12	14	13	11	15	12	13	13	13	15	13	14	15	15	13	14	14	14	17	15	16	17	15	17	17	16	18	16	19	19	18	18	16	18	19	19	19	20	18	21	20	21	20	22	22	22	24	25	25	27	25	23	29	27	26	27	30	30	31	32	35	34	33	35	37	0	1	2	2	3	2	1	2	8	0	10	10	8	9	8	10	11	15	10	14	9	14	14	15	26	10	16	24	11	10	18	16	15	28	15	21	12	9	28	19	19	23	21	25	54	25	38	16	13	41	47	12	12	36	52	51	52	12	47	46	57	58	59	42	47	58	58	64	49	63	62	69	68	68	64	72	72	72	75	77	1	1	1	1	1	2	3	2	2	1	1	3	1	1	3	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	2	2	2	1	2	3	4	2	2	1	2	2	2	3	1	1	2	4	1	1	1	1	3	2	2	1	2	1	4	4	2	1	2	4	1	1	2	1	1	2	3	2	2	2	2
17000	-488.316351811679340	-486.803121313813733	-1.513230497865598	0.000082061103548	0.000023449731391	0.285759396078380	0.647778324944020	0	2	4	3	5	7	5	7	9	9	11	13	11	10	11	11	15	12	12	14	12	12	14	13	14	14	14	14	12	14	15	15	15	15	15	16	16	16	17	15	17	18	17	19	20	18	17	16	19	19	19	18	19	21	21	19	20	20	21	22	21	24	23	26	26	23	26	27	25	27	26	29	28	31	32	34	34	34	36	37	0	1	4	1	3	2	4	3	8	0	10	10	8	9	14	10	11	13	10	14	14	14	8	14	16	10	29	18	16	29	14	12	23	28	14	21	27	34	33	12	25	33	36	48	36	30	34	16	33	41	47	26	46	45	57	47	26	12	51	46	52	58	59	23	59	58	66	69	49	63	62	68	68	64	64	72	75	72	75	77	1	1	1	2	1	2	1	1	1	1	1	3	2	1	1	2	2	1	2	2	1	1	3	2	3	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	2	3	1	2	2	1	1	1	1	2	4	1	2	2	2	1	6	3	2	1	1	3	2	1	1	1	3	2	2	1	2	2	2
17500	-469.878260613053158	-468.399092521626301	-1.479168091426859	0.000120615507337	0.000037412168458	0.310177101468556	0.656702593701783	1	2	3	3	4	7	6	7	8	9	10	13	11	10	11	10	13	11	12	14	12	12	13	14	15	14	15	15	14	13	13	15	16	16	16	16	16	16	17	15	17	17	18	18	18	17	18	16	20	19	20	20	20	20	21	20	20	19	22	19	22	22	24	25	23	24	26	28	26	26	27	29	30	32	32	35	34	33	36	36	0	1	1	1	3	5	4	4	6	0	10	16	7	9	9	10	11	9	16	14	15	9	9	23	29	19	19	18	19	10	18	26	24	28	21	21	30	18	33	30	40	14	36	26	33	48	38	26	33	41	47	48	44	45	46	47	44	12	56	46	52	58	59	39	51	62	66	69	49	59	66	64	69	73	72	68	75	68	77	76	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	1	1	3	1	2	3	1	1	2	1	3	1	2	1	1	1	1	1	2	2	2	1	1	1	3	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	1	1	3	2	1	1	1	2	2	2	2	2	2	1	3	1	3	1	1
18000	-542.985909663605867	-541.486288272178058	-1.499621391427831	0.000101411533056	0.000029907676866	0.294913960614854	0.486742665035847	-2	1	4	4	4	6	6	8	7	9	11	12	11	11	12	12	14	13	13	13	13	12	12	13	13	13	14	15	15	14	16	12	13	17	15	16	17	15	18	18	16	18	17	18	19	18	18	17	20	18	20	19	21	21	20	20	22	20	21	22	22	24	24	26	24	25	27	28	27	26	28	29	30	30	31	34	33	33	36	36	0	1	2	2	2	4	4	9	4	0	10	10	9	8	9	10	11	14	10	7	14	8	14	13	10	10	25	20	30	10	18	10	23	28	21	9	27	13	23	29	26	36	21	16	21	41	38	30	22	41	47	30	26	39	48	47	52	44	47	52	44	58	56	49	47	62	62	15	49	59	66	69	69	69	68	72	75	72	77	76	1	1	2	1	1	1	2	1	3	1	1	2	2	2	2	1	2	1	2	3	1	2	1	1	2	2	1	1	1	2	2	1	1	2	1	6	2	2	3	3	2	1	2	2	4	2	2	2	4	2	2	2	3	2	2	1	2	1	1	2	2	2	1	3	4	1	1	7	2	1	2	1	2	2	1	3	2	3	1	1
18500	-505.144487479177656	-503.462907685907510	-1.681579793270124	0.000113567043257	0.000023777166722	0.209366784943470	0.642682668671450	0	1	2	3	3	5	5	7	9	9	11	13	12	11	11	12	15	13	12	14	12	12	14	14	15	13	14	14	14	13	15	15	15	16	17	16	17	15	16	16	16	17	17	18	19	18	17	17	18	18	19	20	21	19	20	19	21	19	23	23	19	23	24	25	26	25	25	29	25	26	27	28	30	31	32	34	35	34	36	36	0	1	2	2	3	5	4	4	8	0	10	10	15	9	9	10	11	9	10	15	14	9	9	22	26	10	19	18	10	10	18	16	8	28	36	14	16	18	31	30	30	20	33	48	33	12	38	17	18	41	38	46	46	33	48	38	61	19	56	55	48	58	59	49	59	62	62	64	49	63	66	69	64	68	68	72	75	72	75	76	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	2	1	2	2	1	2	2	1	1	2	1	1	2	2	2	1	3	1	1	2	3	1	1	2	1	2	1	1	2	2	1	1	3	1	2	2	1	2	2	3	2	5	2	2	1	2	1	3	2	1	1	2	3	1	1	1	2	1	1	3	1	2	2	1
19000	-497.603126852501248	-496.012252936434834	-1.590873916066407	0.000100579399216	0.000024546741507	0.244053371744526	0.531413212549883	0	2	4	3	4	5	6	7	10	9	11	12	10	11	12	11	15	12	11	15	13	13	14	14	14	12	15	14	14	14	15	15	16	16	16	15	16	15	17	17	15	16	17	17	20	18	17	16	18	19	19	19	20	18	20	20	21	20	22	22	22	23	24	27	25	23	26	28	26	27	27	30	29	30	32	34	35	33	36	37	0	1	4	1	4	3	6	7	7	0	10	19	8	9	9	10	11	9	10	13	6	8	14	9	12	19	30	18	19	19	22	12	15	28	21	14	29	28	15	26	26	23	36	29	54	29	38	25	42	41	47	44	48	36	44	47	52	48	56	55	57	58	59	65	47	58	66	69	39	63	66	69	68	73	69	72	75	69	75	77	1	1	1	2	1	1	1	1	4	1	1	1	2	1	1	2	2	1	1	2	4	4	2	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	3	3	2	1	1	2	2	2	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	4	2	2	1	4	2	2	1	1	1	2	2	2	3	2	1
19500	-502.574532472875262	-500.794073682049202	-1.780458790826058	0.000088003967624	0.000015954600345	0.181294102709995	0.609087706638131	1	2	4	3	5	6	5	6	9	9	10	13	10	11	11	11	14	11	13	15	13	13	14	13	15	12	15	13	14	14	15	15	15	15	16	16	17	14	17	17	15	17	17	18	20	19	17	17	20	18	19	18	19	17	19	19	21	20	22	23	22	24	21	27	25	24	26	25	26	26	28	30	29	31	32	33	35	33	35	35	0	1	2	2	3	1	4	7	8	0	10	10	9	13	9	10	11	9	10	14	15	9	8	9	12	10	29	15	26	26	18	12	15	38	23	21	12	28	9	29	19	15	36	48	54	29	23	12	20	40	47	48	48	23	16	47	52	48	63	57	48	58	56	20	63	58	58	49	15	65	67	69	39	64	69	72	75	72	75	75	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	5	2	1	1	1	2	1	1	2	1	2	1	1	2	1	1	4	2	1	2	1	1	2	2	2	1	2	1	1	1	1	2	5	1	2	1	1	1	4	2	1	4	2	2	3	3	7	1	1	2	6	2	2	2	1	2	1	1
20000	-493.985347076395612	-492.318476467476671	-1.666870608918952	0.000102663902828	0.000021999476522	0.214286384172420	0.501305459548446	1	2	5	3	4	5	6	8	10	9	11	11	11	11	11	12	14	12	11	14	13	12	14	13	13	13	14	16	14	13	15	14	15	15	17	16	16	14	17	15	17	17	17	18	20	19	18	16	18	19	20	19	20	20	20	19	22	20	23	21	23	23	24	26	27	24	25	28	25	25	27	29	31	31	32	34	35	33	36	35	0	1	5	2	2	4	4	7	8	0	10	10	9	9	9	10	11	15	10	15	14	9	15	9	10	12	16	34	12	19	18	16	14	18	36	21	30	18	14	26	40	24	21	29	21	26	28	29	15	41	47	44	19	21	40	47	52	44	47	29	53	58	47	42	47	62	58	39	14	63	62	68	49	64	64	72	75	72	75	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	3	1	2	3	3	1	1	4	1	1	1	5	4	3	1	2	2	4	4	2	2	3	4	5	1	3	7	7	1	2	1	5	2	2	2	2	3	2	1
20500	-503.141832681133963	-501.566950872026723	-1.574881809107244	0.000093546821060	0.000023525753318	0.251486400620125	0.523602135652658	1	2	4	4	3	6	6	6	9	9	10	13	10	11	11	12	14	12	12	15	12	13	14	12	15	12	15	14	14	13	15	14	15	16	16	17	15	15	17	17	17	18	18	17	18	18	17	17	20	18	18	19	21	20	19	20	20	20	23	22	23	23	25	26	27	24	26	28	25	27	26	28	31	31	31	35	34	33	35	36	0	1	5	2	1	1	4	4	8	0	10	10	9	8	9	10	11	13	10	15	9	14	14	9	26	10	12	18	26	10	23	12	15	28	21	21	19	28	15	17	30	13	36	19	21	48	28	29	33	41	47	44	17	36	46	47	48	12	56	55	48	58	56	39	47	58	66	33	39	59	62	69	49	64	68	78	68	68	75	77	1	1	1	1	1	2	1	1	2	1	1	2	1	3	1	2	2	1	2	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	2	3	1	1	2	1	2	4	1	2	3	1	1	2	3	1	1	1	3	1	1	2	1	4	2	2	3	2	2	5	5	2	2	6	4	2	2	2	5	2	1	1	3	3	2	1
