step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-2025.803109419043039	-2032.658597370002326	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657964253771236	-1	2	2	2	3	3	4	4	3	4	5	4	4	4	5	6	6	6	7	6	6	9	6	9	7	7	7	6	8	7	7	7	8	8	8	7	8	9	9	9	9	9	10	11	11	9	11	10	10	12	10	12	11	10	11	11	13	11	10	11	11	13	12	11	12	15	12	14	12	15	12	14	12	12	14	14	13	13	14	14	14	15	17	14	15	15	17	17	16	17	16	16	18	16	18	19	18	18	19	19	19	20	20	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	2	3	3	3	3	3	3	4	4	4	4	4	4	5	4	5	4	4	4	4	5	4	4	4	5	5	5	4	5	5	5	5	5	5	6	6	6	5	6	6	6	7	6	7	6	6	6	6	7	6	6	6	6	7	7	6	7	8	7	8	7	8	7	8	7	7	8	8	7	7	8	8	8	8	9	8	8	8	9	9	9	9	9	9	10	9	10	10	10	10	10	10	10	11	11	11
500	-674.292579392122548	-681.148067343081948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.433335679055141	-1	1	2	1	3	3	4	4	3	4	6	4	5	4	6	7	5	6	8	6	7	9	6	9	7	6	8	6	7	8	7	7	8	7	8	7	8	9	9	9	9	9	10	11	11	8	10	11	10	12	10	12	9	10	11	11	13	11	11	10	8	13	13	12	13	16	12	15	12	15	12	13	11	12	14	14	13	14	15	15	14	15	17	15	15	16	17	15	16	16	16	16	18	17	18	18	18	19	19	18	20	21	21	20	0	1	2	1	1	3	3	2	4	6	5	6	7	2	9	5	6	9	10	10	10	20	12	6	5	14	26	9	12	16	20	20	10	17	29	9	10	17	18	11	27	61	8	61	31	34	14	36	28	47	2	34	19	22	38	26	41	60	30	42	11	64	30	31	41	61	61	18	61	72	19	37	30	51	71	45	45	51	60	46	17	75	72	51	31	72	44	51	82	53	33	65	76	22	22	91	92	91	53	64	76	86	95	91	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	2	1	1	1	1	4	2	2	1	3	2	3	2	3	2	1	1	1	3	2	1	2	1	1	1	3	3	2	5	2	4	2	1	2	3	2	1	1	2	2	2	3	3	5	1	3	4	4	2	3	2	1	4	6	2	2	5	5	1	1	2	6	3	4	3	2	2
1000	-604.448925747345925	-611.304413698305325	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603325476623262	-1	2	3	1	3	2	5	3	3	3	4	4	4	4	4	7	6	7	7	6	6	8	7	9	7	7	8	7	7	8	8	7	7	9	9	7	9	9	10	7	10	9	9	11	12	6	12	11	10	13	10	11	12	11	11	11	13	12	10	12	12	14	13	10	12	15	13	14	13	15	11	13	12	11	14	14	12	14	14	14	14	13	18	15	15	15	17	18	17	18	14	17	17	16	19	19	17	19	19	18	19	20	19	20	0	1	6	1	2	1	8	2	4	6	5	6	8	2	9	2	6	11	10	10	10	20	12	29	11	14	26	15	12	16	20	17	10	46	23	9	20	29	26	14	26	16	28	30	64	10	48	36	1	41	26	46	52	46	38	40	41	42	42	30	30	77	73	31	74	73	42	43	44	34	10	52	30	41	71	64	64	65	60	52	10	71	91	74	45	81	61	97	82	71	52	84	85	86	86	89	78	82	72	77	76	94	94	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	2	2	1	2	1	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	6	2	3	2	1	3	1	2	1	2	1	3	2	1	1	1	1	2	2	1	2	3	4	1	2	1	2	2	1	1	1	1	5	1	2	2	1	1	2	1	2	5	2	1	2	1	2	2	2	2	3	3	3	2	2	2
1500	-582.371458718406643	-589.226946669366043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604476712555571	0	2	2	2	3	3	3	4	4	4	5	4	5	4	5	7	6	6	7	6	6	10	6	10	6	7	8	6	8	7	8	7	9	8	8	4	8	8	9	10	10	10	10	11	12	6	11	11	11	13	9	13	10	8	11	12	13	12	10	11	11	14	10	10	11	14	12	14	12	13	12	14	11	12	14	15	12	13	14	15	14	15	17	14	15	15	16	17	17	18	13	16	18	16	18	20	17	18	19	19	19	20	20	21	0	1	1	1	1	3	3	2	4	6	1	6	7	2	36	8	6	9	46	10	10	10	12	38	5	14	14	15	23	5	32	20	32	46	12	4	10	11	14	26	51	30	9	30	64	10	1	18	40	51	27	19	54	17	38	40	51	42	30	30	16	64	11	31	51	67	44	47	42	21	53	91	30	65	53	64	64	65	59	52	70	71	75	74	77	91	44	78	82	83	53	84	76	86	86	98	78	82	72	76	77	94	99	82	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	3	2	2	1	2	2	2	2	1	5	2	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	1	1	1	1	1	1	5	1	1	2	1	2	3	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	1	2	2	2	2	4	2	1	2
2000	-572.596961609030700	-579.452449559990100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704037609683117	-1	1	2	1	3	3	4	4	3	5	5	4	4	3	6	6	7	7	7	6	7	8	5	8	8	7	7	7	7	7	7	7	7	8	7	8	9	9	9	9	10	9	10	10	11	10	11	11	10	13	11	12	11	10	11	12	13	12	10	10	9	14	13	9	12	15	12	14	12	16	13	13	11	12	13	13	13	14	14	14	13	14	17	13	16	15	15	16	16	16	14	16	18	17	19	20	16	17	18	20	20	20	20	19	0	1	2	1	4	3	3	2	4	6	5	6	3	2	9	5	23	9	10	10	10	21	12	15	11	8	14	15	12	16	20	20	10	10	12	4	22	26	27	26	27	25	8	61	64	34	9	18	40	41	36	17	20	22	38	40	51	42	30	30	30	64	44	31	51	58	42	18	61	80	53	53	42	41	53	64	64	27	67	52	34	71	91	74	76	91	69	78	82	91	72	84	76	86	86	104	65	82	91	76	77	94	94	98	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	5	1	1	1	1	2	1	3	1	2	1	5	2	1	2	2	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	3	1	1	1	1	1	2	2	2	2	4	1	1	3	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	2	2	2	2	3	2	1	1
2500	-542.885992511553695	-549.741480462513096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695365101165013	-1	0	2	2	4	3	4	4	4	5	5	5	5	4	5	6	6	6	7	6	5	9	7	10	7	6	8	7	8	6	7	7	7	8	9	6	6	9	8	9	10	9	9	10	11	9	10	9	10	12	9	11	10	10	11	11	12	11	10	11	10	13	12	10	12	15	13	13	13	16	13	13	12	13	14	14	11	12	15	14	12	15	18	15	15	15	16	17	17	16	15	16	18	16	19	20	18	19	19	19	20	19	19	20	0	1	2	2	2	3	3	4	4	6	5	6	8	4	9	8	6	9	20	5	8	19	12	33	11	14	14	15	12	8	20	20	10	10	29	15	10	17	26	26	51	30	11	30	64	33	18	28	40	27	27	46	22	34	38	26	41	42	30	42	30	45	44	31	41	58	60	18	44	80	53	53	44	78	53	45	64	51	67	81	46	71	91	65	76	72	69	84	82	91	72	78	85	86	86	89	65	89	83	85	76	86	86	82	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	3	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	3	2	1	2	2	2	1	2
3000	-564.672450970577188	-571.527938921536588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686308385653607	-1	2	0	2	4	2	4	3	3	4	5	4	4	4	5	6	6	5	8	6	6	10	6	9	7	7	7	7	7	8	8	8	9	8	8	7	8	9	7	9	9	9	10	10	10	9	12	11	11	12	11	12	10	9	11	10	14	10	11	12	12	13	12	11	11	16	13	15	13	14	12	14	12	12	14	15	13	14	14	15	13	14	18	14	16	16	17	16	17	16	13	16	17	17	18	19	17	18	19	19	19	19	20	21	0	1	1	1	4	3	4	1	2	6	5	6	3	4	9	5	6	9	10	10	10	17	12	17	11	14	14	9	17	16	20	20	37	10	23	9	20	17	2	5	27	30	28	30	34	37	28	36	56	41	27	46	29	37	38	27	51	16	16	42	44	45	42	45	41	58	58	36	44	34	22	53	42	65	52	64	45	65	60	70	22	71	90	74	77	91	69	78	82	91	53	74	85	86	86	89	65	82	83	77	93	86	94	89	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	2	3	1	1	2	1	1	1	2	2	1	2	2	2	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	4	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	2	2	1	2	2	2	1	2	2	1	1	1	1	3	3	1	3	1	2	1	2
3500	-552.741321798154331	-559.596809749113731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671505162684891	-1	1	1	2	3	3	3	4	3	4	6	4	5	4	4	7	6	6	7	7	6	9	6	9	8	7	7	7	8	7	8	6	8	8	8	7	8	10	9	10	8	9	9	11	10	9	11	10	11	12	11	12	11	10	11	11	14	11	11	11	11	13	13	11	12	15	10	14	12	15	12	13	13	13	14	15	13	14	12	13	14	14	16	14	12	14	17	15	15	18	17	17	19	16	19	19	19	17	19	19	20	20	21	21	0	1	1	2	2	3	3	1	4	6	5	6	7	2	9	11	6	5	7	32	10	37	12	35	36	14	14	15	12	11	32	10	19	19	17	9	32	24	27	8	26	30	15	30	31	34	43	18	40	41	41	34	37	37	24	26	40	42	42	42	30	64	60	45	51	58	42	47	61	80	19	37	60	27	72	64	64	65	67	52	80	71	72	65	45	77	69	74	82	83	83	84	76	86	94	82	88	82	91	85	93	86	95	82	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	2	3	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	1	2	3	1	2	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	3	2	2	1	3	1	2	1	3
4000	-588.558244226886814	-595.413732177846214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657035717026952	0	2	2	2	3	3	3	4	3	4	5	4	4	5	6	6	7	6	8	7	7	9	6	9	7	7	7	7	7	8	8	6	9	8	7	6	7	8	9	8	8	9	8	10	10	10	9	10	10	13	10	12	11	11	11	12	13	10	11	12	11	13	11	11	13	15	12	14	12	15	12	14	13	12	14	15	14	12	15	14	13	16	15	14	15	14	17	15	17	17	16	17	15	16	18	19	19	19	18	19	20	20	20	20	0	1	1	1	1	3	3	2	4	6	5	6	7	8	14	5	6	9	37	32	10	37	12	19	11	14	14	9	23	16	32	10	37	21	23	9	10	6	26	26	14	30	36	30	31	34	15	15	14	27	27	34	22	24	38	17	78	42	42	42	30	45	42	45	78	73	42	43	61	81	53	53	30	27	53	45	31	14	67	46	52	71	72	74	45	33	61	65	82	91	83	84	45	86	94	82	88	89	91	85	93	94	95	98	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	3	2	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	3	3	2	2	1	1	2	2	1	1	1	2	3	2	1	1	1	1	1	3	1	1	1	1	2	2	1	2	3	2	2	2	1	3	1	1	2	3	2	1	1	1	1	2	2	1	2	1	2	1	2	2	3	2	1	1
4500	-594.101021057076082	-600.956509008035482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593590534887114	0	3	2	1	4	3	4	3	3	4	6	4	5	5	6	5	6	7	7	6	7	8	6	9	7	7	7	6	8	7	7	5	7	8	9	7	8	10	9	9	9	9	7	11	12	10	11	10	10	13	10	12	10	11	12	10	10	11	11	9	9	14	11	10	12	15	11	15	12	16	12	13	13	11	12	15	14	13	13	14	13	13	18	13	15	15	16	17	16	18	15	16	18	17	18	20	18	18	17	19	17	20	20	20	0	1	1	1	1	3	3	1	4	6	16	6	7	8	9	1	6	2	10	32	10	10	12	6	5	28	14	4	12	16	32	10	10	33	23	9	10	24	26	26	27	30	14	61	64	34	18	28	26	51	41	37	22	22	24	26	36	60	8	30	30	45	42	31	74	58	42	47	61	21	37	53	61	41	33	46	64	65	59	46	52	53	91	74	77	72	69	65	82	91	72	84	64	86	86	98	88	89	91	101	76	86	99	82	1	1	1	1	3	1	1	2	1	1	1	1	1	1	2	3	2	2	1	1	2	2	1	3	2	1	1	3	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	2	2	3	3	2	2	1	2	1	2	2	2	2	1	3	1	2	1	1	2	1	2	1	2	1	4	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	2	3	2	1	1	2	4	2	2	1	1	2	1	1	1	2	2	3
