step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-13184.474743083912472	-13191.330231034871758	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666583447652641	0	14	28	32	38	37	42	40	40	42	52	50	50	52	58	49	50	56	53	54	57	56	52	64	68	57	55	70	58	60	63	61	64	63	71	63	67	64	63	67	67	66	69	67	70	68	67	66	72	69	66	67	69	67	70	71	69	75	72	75	75	77	72	71	74	76	83	75	77	78	82	82	75	77	80	77	83	79	78	82	86	77	82	81	80	81	82	78	87	83	83	80	84	85	86	83	86	91	90	90	88	95	95	97	93	89	97	99	93	106	101	97	105	104	104	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	6	7	6	7	7	7	7	9	9	9	9	10	8	9	10	9	9	10	10	9	11	12	10	9	12	10	10	11	10	11	11	12	11	11	11	11	11	11	11	12	11	12	12	11	11	12	12	11	11	12	11	12	12	12	13	12	13	13	13	12	12	13	13	14	13	13	13	14	14	13	13	14	13	14	13	13	14	15	13	14	14	14	14	14	13	15	14	14	14	14	14	15	14	15	15	15	15	15	16	16	16	16	15	16	17	16	18	17	16	18	18	18
500	-1471.621142051475090	-1478.476630002434376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.201518565438330	-9	11	20	25	27	38	39	31	24	36	50	49	51	53	44	42	48	57	55	45	42	57	49	63	67	56	39	67	58	56	62	60	52	57	71	65	59	59	65	65	68	61	62	70	69	69	65	66	74	68	67	65	70	57	65	73	66	77	72	73	76	77	72	71	73	75	79	75	79	74	81	83	75	80	76	70	76	79	77	82	87	79	79	79	75	81	76	74	86	81	84	78	83	83	84	83	82	88	87	91	90	95	95	95	94	87	99	99	92	108	102	97	97	105	102	0	0	0	3	3	4	5	3	0	8	4	4	12	21	9	5	21	9	5	4	3	20	4	9	20	16	9	19	13	27	18	22	6	15	13	15	5	4	9	16	5	18	4	54	9	9	29	54	17	30	34	22	30	21	14	27	5	73	15	23	27	40	15	9	23	44	19	24	20	54	27	54	15	46	16	21	21	3	8	27	20	15	0	34	21	21	21	21	21	60	27	53	34	62	4	30	9	75	27	48	15	20	78	65	21	20	21	38	21	7	78	43	43	21	95	1	1	1	1	2	2	2	3	1	1	3	4	1	2	4	2	1	7	5	4	7	3	5	8	5	2	3	2	1	2	1	1	3	2	4	6	4	5	11	3	8	1	8	2	9	12	2	2	6	2	3	3	4	1	2	12	11	1	5	6	9	4	6	12	3	2	7	3	6	5	8	7	9	2	9	4	7	12	5	9	7	10	1	5	6	6	6	6	11	3	10	2	7	1	12	6	15	2	8	4	12	11	3	5	9	7	10	8	10	16	3	11	7	16	3
1000	-1248.790590088087129	-1255.646078039046415	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.319084533435336	-4	6	23	34	38	36	42	41	26	44	45	49	47	50	49	42	46	45	55	53	48	55	47	60	65	55	39	70	57	52	58	60	59	61	66	61	67	58	61	66	66	67	68	58	70	69	59	63	71	67	64	65	66	67	69	70	61	68	74	68	70	78	65	73	66	75	78	77	76	80	81	81	64	73	80	74	81	77	76	82	88	77	83	79	81	76	84	77	79	82	78	79	82	83	83	84	87	86	89	88	89	92	96	95	95	91	97	94	93	106	97	99	104	104	99	0	0	0	3	4	4	3	4	0	6	5	5	5	10	27	5	16	9	11	12	4	14	7	30	16	7	9	35	5	18	18	14	26	30	8	30	23	8	9	12	20	39	44	7	18	30	23	44	19	34	36	14	36	44	14	30	44	18	39	65	51	40	31	27	21	65	52	39	35	43	18	44	27	50	37	44	57	26	25	53	62	18	0	59	7	37	57	43	7	44	18	64	64	40	4	46	27	69	61	37	39	69	85	65	86	98	20	90	65	20	65	65	85	66	104	1	1	1	2	1	1	3	1	1	2	2	2	2	1	1	1	1	4	2	1	3	1	1	1	4	2	2	1	1	2	1	2	1	2	4	2	2	3	10	5	3	1	3	3	7	3	2	1	3	2	1	3	1	3	3	2	1	5	4	1	2	2	2	8	4	2	2	4	2	2	8	3	2	1	3	2	3	5	2	2	2	11	1	1	8	3	4	2	7	3	5	1	2	3	5	4	10	1	3	4	7	3	2	3	5	1	7	2	7	7	3	6	5	7	1
1500	-1122.225038520194175	-1129.080526471153462	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451472002940658	-2	11	25	31	31	36	35	37	36	39	47	48	40	46	56	39	44	43	54	56	57	55	51	65	65	56	56	71	49	60	59	57	64	56	68	49	60	66	63	64	63	66	56	69	70	60	62	64	60	65	68	61	61	61	69	67	69	72	73	74	73	80	71	72	67	77	82	70	75	81	79	81	76	69	74	76	73	79	77	77	82	77	79	74	79	77	78	80	86	84	83	79	79	86	83	76	85	83	88	91	88	97	85	85	88	86	98	96	95	106	96	89	107	104	100	0	0	0	3	3	5	5	4	0	6	16	8	3	6	18	3	5	9	17	13	29	14	12	27	26	3	36	49	16	18	15	14	20	18	38	18	13	26	9	21	8	34	23	54	53	15	23	37	19	46	53	32	36	23	52	53	43	27	46	48	51	40	39	30	48	60	52	53	41	77	45	54	53	42	57	54	57	35	21	36	69	34	0	46	37	41	77	75	65	72	74	45	58	86	20	58	45	69	82	72	58	106	90	76	98	69	94	103	104	98	103	41	104	104	89	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	2	3	3	2	1	2	1	5	1	1	2	3	1	2	1	4	1	1	4	2	7	1	6	3	1	2	2	1	3	1	1	1	2	2	2	2	1	2	2	3	3	1	1	4	1	1	1	1	2	1	2	1	2	2	2	1	2	2	1	3	2	3	2	7	1	2	3	2	2	1	4	1	3	2	1	1	7	1	2	1	1	3	5	4	1	2	1	2	2	3	3	5	2	4	4	3	2
2000	-1001.392266218322220	-1008.247754169281620	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527253972880760	-4	15	29	32	33	39	42	42	38	44	46	46	36	50	60	49	50	52	54	55	54	56	51	63	64	56	56	71	54	57	60	63	63	63	70	60	68	64	53	67	64	63	70	62	69	70	60	64	69	61	66	65	70	66	59	69	67	74	73	75	75	78	73	72	74	77	82	74	78	77	73	82	66	67	73	78	82	72	77	80	86	78	81	80	80	79	82	76	86	82	77	73	83	84	86	79	71	90	84	88	89	90	87	85	90	83	97	97	90	99	101	94	103	103	103	0	0	0	3	3	4	13	5	0	6	7	13	5	10	18	7	11	9	17	16	4	14	6	27	5	8	18	49	8	18	18	55	16	50	21	18	47	16	9	41	7	36	57	23	30	34	6	12	19	18	36	32	51	38	14	73	48	34	46	48	36	40	39	42	37	48	52	51	41	43	30	76	36	18	54	54	70	11	12	53	69	97	0	59	66	40	70	57	90	65	74	45	96	86	78	58	45	95	61	72	93	86	48	60	106	69	94	103	104	81	103	109	109	104	112	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	3	1	1	2	1	2	2	5	2	1	1	3	1	2	1	2	1	3	2	2	3	5	1	4	1	1	2	3	1	3	4	2	2	1	1	1	1	2	1	1	3	1	3	4	2	3	2	1	2	3	2	3	2	2	1	1	3	2	2	1	4	5	2	2	2	1	2	1	3	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	3	1	2	2	3	3	2	2	2	1	3	3	2
2500	-983.781748701621154	-990.637236652580555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683228369206540	-3	10	28	32	34	35	35	42	39	43	51	50	44	51	54	48	46	51	50	53	54	56	49	63	67	55	53	68	58	61	63	60	64	61	70	61	62	58	60	65	65	63	68	68	66	64	69	63	58	58	67	64	64	66	72	71	68	68	71	74	71	77	71	73	72	78	83	74	73	76	83	77	67	75	80	76	80	73	74	77	80	63	80	81	76	79	82	72	86	84	85	79	84	83	80	84	80	93	88	84	88	94	90	95	92	90	93	100	93	105	95	98	106	102	102	0	0	0	3	4	3	4	4	0	6	17	8	3	10	9	13	4	9	17	8	8	14	13	34	41	21	18	49	8	50	39	14	21	50	21	18	26	8	15	20	12	36	37	37	30	18	29	13	19	18	36	32	36	37	32	73	48	46	46	48	51	40	31	42	43	60	55	24	12	57	30	43	36	82	54	54	70	37	47	36	62	50	0	59	60	69	70	57	90	65	74	74	58	62	69	58	82	86	68	75	96	106	72	65	81	86	94	103	103	105	103	89	104	104	112	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	3	2	2	1	1	1	1	1	2	2	1	1	2	2	1	3	1	1	2	1	3	2	1	2	2	2	2	2	3	2	2	1	1	1	1	3	1	1	1	1	1	1	3	2	2	1	1	2	2	4	1	4	2	1	3	2	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	3	2	3	1	1	1	1	4	1	2	2	2	1	2	1	2	1	1	1
3000	-944.688443938531123	-951.543931889490523	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629055470853597	-4	13	30	32	35	35	42	38	38	39	52	42	48	51	57	44	50	53	53	53	56	54	49	65	67	53	53	69	58	58	64	62	65	63	69	63	60	59	60	68	64	68	69	63	64	65	63	65	72	70	65	65	64	64	67	72	64	75	73	71	74	78	73	71	69	72	83	76	73	69	76	80	73	78	79	68	79	80	74	81	86	71	82	80	72	80	84	77	84	80	81	81	83	82	82	80	80	92	88	87	90	93	93	89	86	86	93	100	93	107	98	93	106	103	103	0	0	0	3	4	3	4	4	0	6	17	8	4	10	18	4	13	9	17	16	12	14	4	34	26	8	9	19	26	27	39	14	7	30	21	18	16	5	18	41	20	36	57	37	30	34	21	44	28	34	36	32	30	37	52	53	37	59	46	48	51	40	31	42	48	48	52	53	40	37	45	76	36	82	76	54	70	35	26	53	69	45	0	59	48	40	77	70	90	65	24	45	18	86	47	58	82	106	68	75	93	105	104	65	86	69	94	111	104	106	103	104	109	104	112	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	2	2	2	3	1	1	1	3	2	1	2	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	3	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	1	2	1	1	2	1	5	1	4	1	2	2	2	2	1	2	1	2	1	2	2	1	1	2	1	1	2	3	2
3500	-997.838960774188081	-1004.694448725147481	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567140777579186	3	15	26	32	40	36	45	36	40	40	43	49	51	51	55	43	50	50	52	55	55	58	48	62	64	59	48	60	57	59	63	58	64	62	65	61	61	56	58	66	61	67	69	66	67	63	70	65	70	66	68	69	64	67	66	68	65	70	70	74	74	75	66	71	72	78	80	73	74	68	80	79	65	77	80	73	76	69	76	75	84	69	81	78	80	81	81	78	87	82	81	79	78	86	87	83	77	85	85	88	87	95	93	88	93	84	96	96	93	100	100	96	106	100	104	0	0	0	3	4	4	5	4	0	6	4	5	5	10	27	4	11	27	11	5	4	14	8	27	29	38	9	19	23	15	39	14	38	15	7	30	13	23	9	4	20	30	57	21	24	18	38	37	28	34	53	32	36	37	32	73	37	50	46	48	51	20	31	42	48	60	52	53	20	23	80	54	30	45	54	54	70	26	29	36	69	18	0	46	66	69	70	70	65	65	97	82	58	69	69	93	82	86	68	54	80	98	89	35	106	69	94	103	104	106	104	104	109	109	112	1	1	1	1	1	1	1	1	1	1	3	3	2	1	2	2	2	1	2	2	4	1	1	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	3	1	2	1	2	1	3	2	1	3	1	1	2	1	1	2	1	1	1	1	2	1	3	1	1	1	1	2	2	3	3	1	2	1	1	2	2	1	2	1	2	3	3	1	2	1	1	3	2	2	2	1	2	2	2	2	1	2	1	2	4	2	2	1	3	2	2	2	1	1	3	2	1	2	1	1
4000	-897.932319298288689	-904.787807249248090	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718810526912174	-2	7	27	33	35	38	40	41	42	44	44	49	48	50	51	46	48	52	53	53	51	58	52	65	67	54	55	70	60	58	63	60	65	60	62	64	65	62	62	63	62	63	71	61	65	66	64	68	68	69	64	66	61	63	63	69	68	76	73	75	72	79	72	69	75	77	79	74	74	78	81	84	76	77	80	78	82	75	78	72	84	75	83	81	79	82	79	75	82	80	83	80	81	87	84	82	78	90	87	89	81	90	93	91	88	85	97	97	93	97	98	93	103	102	103	0	0	0	3	4	3	5	3	0	6	8	5	16	10	9	6	11	9	17	16	4	14	13	27	41	12	18	19	12	15	39	14	26	18	16	53	44	12	15	20	20	15	57	23	30	34	29	44	19	34	18	55	30	44	22	53	44	46	50	48	42	69	39	42	48	60	52	61	40	88	74	75	56	45	54	54	88	29	38	53	86	45	0	59	66	69	88	57	65	65	74	97	58	69	69	59	82	86	68	72	58	95	89	89	106	86	94	103	104	86	103	104	109	109	112	1	1	1	1	1	2	1	2	1	1	1	2	1	1	3	1	1	1	1	1	2	1	1	2	1	2	1	3	2	1	1	2	1	1	3	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	3	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	2	1	3	1	1	1	1	3	3	2	2	2	2	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2
4500	-917.279250456791829	-924.134738407751229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665064559051946	2	11	29	33	37	39	39	39	38	43	52	46	45	51	52	46	51	50	55	49	56	57	46	64	70	56	50	68	59	53	60	58	65	56	69	62	58	65	64	63	66	67	62	70	69	62	66	65	62	67	67	65	67	64	68	67	69	76	72	71	76	72	74	70	75	76	78	77	75	78	80	81	69	77	74	76	83	78	78	82	80	71	83	82	82	80	82	70	86	84	79	79	79	87	83	82	86	87	92	91	85	90	91	95	95	91	98	99	93	107	100	100	99	105	103	0	0	0	3	3	4	3	3	0	6	16	8	4	10	9	3	12	9	17	16	13	10	5	27	41	16	9	49	26	18	15	22	26	27	21	27	23	4	18	20	20	36	37	54	50	34	29	37	19	18	36	32	36	37	32	36	43	50	46	48	51	40	39	42	48	60	52	18	62	88	74	54	56	82	57	54	70	35	26	51	69	50	0	58	66	69	70	43	65	65	82	82	58	69	69	58	74	95	68	76	93	95	90	65	106	86	94	103	89	86	103	104	104	109	112	1	1	1	1	1	1	2	2	1	1	1	1	2	2	3	2	1	2	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	2	2	2	7	2	4	2	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	4	1	1	1	3	1	2	1	2	2	2	3	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	1	3	1	2	2	1	1	4	1	1	1	3	1
