"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"de518abfd7","zuper",94,0.602150537634409,0.568884408602151,1.21648936170213,NA,1,1,0.0102687133480196
