step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
5000	-654.604727451774011	-661.460215402733411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656110960281427	-1	0	1	1	2	2	2	3	4	4	3	3	2	3	3	4	4	7	5	4	6	4	5	6	6	6	6	8	7	11	9	9	8	9	10	9	8	9	11	10	8	10	7	12	11	11	12	11	10	11	10	11	12	12	12	11	11	12	12	15	14	13	15	15	16	14	18	16	16	14	16	17	18	19	20	18	20	22	22	22	23	24	26	26	24	25	25	26	26	25	25	26	29	27	25	28	29	28	29	29	0	1	1	1	1	1	3	4	8	2	2	4	3	3	5	6	14	21	10	13	16	14	15	8	16	0	9	12	4	8	24	41	26	10	34	43	10	28	29	24	26	34	24	24	33	32	34	35	43	24	19	43	51	38	28	31	49	51	40	45	34	48	52	46	54	30	63	70	57	0	70	64	69	71	67	71	71	77	67	74	74	0	90	72	78	79	85	81	0	79	71	0	96	81	69	90	85	90	91	92	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	3	4	1	1	1	1	1	2	2	1	2	3	1	1	1	3	2	1	2	1	2	2	2	2	1	1	2	2	1	1	1	2	3	2	2	2	2	1	1	1	3	1	1	1	1	2	1	1	2	1	2	2	2	1	1	4	1	1	1	2	1	2	3	1	1	2	3	2	2	2	3	2
5500	-598.087165222117960	-604.942653173077360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583123829276452	-1	1	1	1	0	2	2	2	5	2	3	4	2	4	3	4	4	6	6	6	5	5	6	6	7	6	7	10	8	10	7	9	8	10	8	8	8	10	11	10	8	11	7	11	11	10	13	11	11	10	11	11	12	13	12	11	11	13	13	15	14	13	14	14	16	12	17	15	16	13	18	17	18	18	19	19	21	21	20	24	23	25	24	26	23	25	26	26	26	26	26	26	27	28	27	27	28	29	28	30	0	1	1	1	1	1	3	4	5	2	6	5	5	2	1	4	11	4	10	13	16	14	15	12	16	0	9	5	24	16	24	41	26	19	2	43	19	18	18	24	26	34	24	4	33	41	34	35	36	15	37	43	37	38	28	18	36	51	40	45	48	48	52	46	28	28	57	70	63	0	68	64	69	68	69	74	76	76	75	78	78	0	75	72	77	79	78	80	0	86	78	0	86	87	89	86	85	86	91	92	1	1	1	1	1	3	1	1	2	1	1	2	1	2	2	1	1	2	2	2	1	1	2	1	1	1	1	6	1	3	1	1	2	2	3	1	1	2	2	2	1	1	1	4	2	1	2	2	2	2	2	1	3	2	1	2	1	1	2	2	2	1	1	2	2	1	4	2	1	1	2	2	1	1	2	1	2	1	1	2	1	1	2	4	1	2	3	1	1	1	2	1	1	1	1	2	2	2	1	2
6000	-576.331600416963056	-583.187088367922456	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691577499957600	-1	0	1	1	1	2	2	2	5	4	2	3	3	2	3	4	3	6	6	6	6	5	6	6	6	6	4	10	7	8	8	8	8	10	9	9	9	10	9	11	11	11	10	12	12	11	13	12	11	11	11	11	13	12	12	11	10	13	13	14	13	14	15	14	16	14	18	15	16	13	16	18	18	19	20	19	23	22	21	22	20	25	25	24	25	24	24	25	25	26	26	27	27	27	26	27	30	29	28	31	0	1	1	1	1	1	3	4	27	2	2	4	1	2	4	13	11	4	10	12	16	14	15	8	16	0	5	20	18	18	18	26	26	5	10	29	10	39	8	31	26	34	36	31	33	26	34	35	43	23	37	36	37	38	20	31	36	51	44	45	48	35	52	46	38	39	69	70	43	0	68	64	63	71	73	71	74	81	75	74	68	0	86	72	87	79	78	80	0	86	87	0	83	76	89	90	85	90	91	92	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	4	2	2	3	1	3	2	2	1	1	2	2	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	2	2	4	3	1	2	2	1	1	2	2	2	1	2	2	1	1	1	2	1	1	3	1	2	1	2	1	1	1	1	1	4	1	1	2	1	1	2
6500	-594.155480798943358	-601.010968749902759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663552508131228	-1	1	1	2	1	2	2	2	4	4	3	4	1	3	3	5	4	7	3	6	4	5	6	4	7	5	5	10	8	9	8	8	8	6	7	7	9	10	11	11	10	11	8	10	12	11	12	11	11	11	11	12	11	13	13	12	11	12	13	15	13	14	15	15	14	14	17	16	15	14	17	17	18	18	21	19	21	22	19	24	22	24	26	25	24	24	25	26	25	27	25	26	28	26	27	28	29	28	28	31	0	1	1	5	1	5	3	1	8	19	2	8	1	2	5	21	11	8	2	19	13	14	15	4	21	0	9	18	8	18	24	26	26	19	10	24	19	20	30	18	33	34	36	31	33	41	42	35	43	23	37	43	37	38	18	44	43	51	40	45	48	48	52	46	38	38	69	70	52	0	70	64	67	71	67	68	76	74	67	76	74	0	86	72	78	79	85	87	0	83	78	0	86	80	89	75	85	83	80	92	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	1	2	1	1	3	2	2	1	2	1	2	3	1	1	1	1	1	2	1	2	2	1	3	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	5	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	3
7000	-587.101917035059387	-593.957404986018787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653263480399333	-1	0	3	1	3	1	0	2	5	4	1	3	2	3	3	3	3	7	6	5	5	6	5	4	5	6	6	9	7	10	7	8	8	8	9	6	9	11	12	10	10	11	9	11	11	11	11	11	10	10	11	10	12	11	13	9	11	13	11	14	13	13	14	16	14	14	18	16	15	14	17	18	18	19	20	19	21	23	21	22	23	24	26	26	24	24	26	26	25	26	26	26	27	28	27	28	29	28	29	30	0	1	6	1	8	1	1	6	5	2	2	8	6	2	8	4	11	5	10	12	16	14	15	8	16	0	9	12	24	28	24	26	26	10	10	24	10	18	30	56	32	35	36	18	33	41	34	35	36	23	37	36	37	29	44	29	43	51	56	45	48	48	52	46	54	38	63	70	63	0	68	64	69	71	67	71	71	74	67	76	68	0	86	72	77	79	85	78	0	79	81	0	79	87	89	83	85	90	81	92	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	2	3	1	2	1	1	1	2	1	2	2	2	1	1	1	3	2	1	2	2	2	2	1	1	1	1	1	2	1	1	3	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	3	4	1	1	4	1	2	1	1	1	2	2	1	2	1	2	1	2	1	3	3
7500	-572.967150398613057	-579.822638349572458	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588804768498294	-1	1	1	2	0	2	2	2	4	3	3	3	2	3	4	4	3	5	5	5	5	5	5	5	7	4	7	9	8	10	9	7	9	9	7	7	9	11	10	11	11	11	10	12	11	9	13	11	11	12	10	13	13	12	13	12	11	11	13	15	12	13	15	15	15	14	17	16	15	15	18	17	18	17	20	19	21	23	22	23	22	26	26	26	24	24	25	27	25	26	25	27	29	26	27	28	29	29	28	30	0	1	1	5	1	1	3	1	8	2	8	4	5	2	8	8	2	4	10	12	16	14	15	8	21	0	9	20	18	4	29	26	26	35	10	24	19	28	29	31	32	10	36	24	33	26	19	35	36	15	37	49	37	38	28	24	29	51	56	33	48	48	52	46	54	38	49	70	52	0	74	64	69	70	69	74	74	77	67	77	71	0	86	64	78	79	85	85	0	79	81	0	86	81	89	90	85	90	91	92	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	4	1	1	2	1	2	1	2	2	1	1	2	6	2	3	2	2	5	3	2	3	1	1	2	1	2	3	1	1	1	3	1	1	2	2	2	2	2	1	1	1	1	1	2	1	3	2	2	1	3	1	3	1	1	5	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2
8000	-560.780359232925775	-567.635847183885176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620372756519461	-1	1	0	1	1	2	2	3	4	4	2	4	2	3	3	3	4	5	5	6	6	6	6	5	7	5	6	9	7	11	8	8	7	8	9	7	9	10	11	10	11	10	10	11	10	10	13	11	10	10	10	13	13	12	13	11	11	11	13	14	14	14	14	15	15	13	17	15	15	14	18	18	18	16	20	18	22	23	22	24	21	25	25	26	24	23	25	26	24	25	26	26	28	26	26	27	29	28	28	31	0	1	1	1	1	5	2	4	5	2	2	4	5	5	2	4	11	8	10	12	16	14	15	8	16	0	9	12	4	28	24	26	26	5	10	24	19	28	18	31	32	34	36	31	33	26	10	35	36	15	37	49	37	38	30	31	36	37	56	45	48	35	52	46	28	39	52	70	36	0	74	64	67	70	67	74	71	76	69	71	71	0	86	64	78	75	85	80	0	79	85	0	86	77	89	90	87	90	91	92	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	3	1	2	1	1	3	2	1	2	1	3	1	2	1	2	2	2	2	4	1	2	4	1	2	2	1	1	2	2	1	1	2	1	2	1	2	2	1	2	1	3	1	1	2	1	1	1	1	2	3	2	3	2	1	1	5	1	1	1	1	1	2	1	1	2	3	1	1	2	1	1	3
8500	-580.979055741798902	-587.834543692758302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677843922283579	-1	1	2	2	0	3	2	1	4	3	2	3	3	3	3	3	3	6	5	5	5	5	5	5	7	6	7	9	8	9	8	8	8	9	9	8	9	10	11	10	10	11	10	12	12	10	13	11	11	10	11	12	13	12	11	12	9	12	12	14	12	12	15	14	15	13	17	15	16	13	18	17	18	18	21	16	22	20	20	23	23	25	27	26	22	24	26	26	25	25	25	27	29	28	27	27	29	27	28	31	0	1	5	8	1	5	8	5	14	2	2	8	5	8	1	8	11	12	10	12	16	14	15	13	16	0	9	24	24	12	24	26	26	25	19	24	19	20	38	24	32	34	36	24	33	26	34	35	36	23	37	43	51	30	25	24	36	51	29	45	48	48	52	46	30	28	49	70	57	0	76	64	69	76	69	70	76	74	69	78	78	0	79	72	78	79	85	85	0	86	81	0	83	88	89	90	88	90	91	92	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	2	3	2	1	1	1	2	1	2	3	1	2	1	1	1	3	1	2	2	2	2	2	2	1	1	1	2	3	1	1	2	2	1	1	2	2	2	2	3	2	2	1	1	2	1	1	2	2	3	1	2	1	2	1	4	4	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2
9000	-591.833856227730621	-598.689344178690021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615140177225620	-1	1	1	1	1	3	2	2	5	3	3	4	2	4	3	3	4	6	4	5	6	5	5	4	6	6	7	9	6	10	7	7	8	9	10	8	9	10	11	10	10	10	10	11	9	11	13	11	10	12	11	13	13	13	13	11	11	12	13	14	12	13	15	15	16	14	16	15	16	14	16	17	17	18	21	17	22	20	21	23	22	25	26	26	24	24	25	26	25	26	25	27	28	28	26	27	28	28	29	30	0	1	1	1	1	5	3	4	5	2	2	8	1	2	1	4	11	9	10	12	12	14	15	4	16	0	9	9	24	27	24	26	26	27	34	29	19	28	8	29	32	34	36	29	33	26	34	35	36	23	37	49	37	38	9	40	36	51	40	45	48	48	52	46	28	38	49	70	52	0	70	64	52	71	69	71	71	76	67	76	78	0	75	72	80	79	81	71	0	86	80	0	86	80	89	83	87	90	88	92	1	1	1	1	1	1	1	1	3	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	5	2	2	1	1	2	1	2	2	1	1	4	1	2	2	2	4	1	1	1	1	3	1	2	1	2	5	2	2	1	1	1	1	1	2	2	2	1	3	3	3	3	2	1	3	4	1	2	2	6	1	1	1	1	3	3	1	1	2	1	2	2
9500	-619.367408606274353	-626.222896557233753	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542829619282850	-1	3	1	1	1	3	2	2	3	4	2	3	2	3	4	4	3	5	5	6	6	6	3	6	6	7	7	9	8	9	8	8	9	8	9	7	9	11	8	11	10	10	8	11	12	10	13	12	11	11	9	13	11	13	13	11	11	13	13	14	11	13	15	15	15	13	18	15	16	14	16	18	18	18	19	19	22	21	21	23	20	25	26	26	25	25	25	26	26	27	26	27	27	27	27	28	28	28	28	30	0	4	1	1	1	5	3	4	1	2	1	4	1	8	23	8	11	4	10	12	16	14	1	18	16	0	9	20	18	20	24	26	26	10	34	2	19	28	8	31	32	10	36	31	33	26	37	35	43	15	34	43	37	38	50	31	43	51	40	33	34	34	49	46	54	38	63	70	57	0	70	64	49	71	69	71	71	74	67	74	71	0	69	72	77	79	76	80	0	79	81	0	79	87	89	83	85	90	88	92	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	2	2	1	3	2	1	3	2	1	3	1	2	2	2	2	1	2	3	1	2	2	2	1	2	1	2	1	2	2	2	2	2	1	2	2	1	2	1	1	2	3	1	2	2	3	1	2	2	2	1	5	4	1	2	4	1	1	4	2	1	4	1	1	1	2	1	1	2
10000	-607.058625459394875	-613.914113410354275	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630402697695831	-1	1	1	1	1	1	2	3	4	2	3	3	3	3	3	4	4	7	5	5	6	4	6	6	6	6	7	9	8	10	9	8	8	9	10	7	9	8	12	10	10	10	10	11	11	9	12	12	11	10	11	13	12	12	12	12	11	13	14	13	13	14	15	15	16	14	16	16	17	15	16	18	18	18	20	19	23	22	22	21	22	24	27	25	23	25	26	25	25	25	26	27	28	27	27	27	30	29	27	30	0	1	1	1	1	1	3	4	5	2	2	4	2	2	5	4	11	4	13	4	16	13	15	4	16	0	9	20	13	18	24	26	26	19	34	13	19	12	30	24	26	34	36	31	33	26	34	35	36	15	37	49	37	38	30	36	43	51	56	45	34	48	57	46	66	29	57	70	67	0	70	64	52	71	69	71	80	74	67	76	71	0	79	72	76	69	77	78	0	75	81	0	79	78	89	90	87	83	91	92	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	3	1	1	1	1	2	1	2	2	3	1	2	3	1	2	2	1	1	1	1	2	3	1	1	2	2	1	2	1	1	1	2	1	1	2	2	1	3	2	1	1	1	1	2	2	2	2	2	2	2	3	1	3	1	3	3	2	3	1	2	1	2	2	1	4	2	1	1	1	1	1	2
10500	-617.848153104733683	-624.703641055693083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631574020099535	0	2	2	1	1	2	2	2	3	3	3	3	2	3	2	3	4	6	5	4	5	5	6	5	5	6	6	9	6	11	8	8	8	8	9	7	9	10	11	8	11	10	9	9	12	10	12	11	10	11	10	11	12	12	10	11	11	13	10	14	13	14	14	15	15	14	15	16	17	14	16	17	19	19	20	18	22	22	21	24	22	25	26	26	25	25	23	25	24	23	26	26	28	27	27	28	29	28	28	31	0	1	1	1	1	1	4	4	1	2	2	4	5	2	1	4	11	8	10	12	16	14	15	8	16	0	5	20	13	28	8	26	26	18	2	29	10	18	28	24	32	34	36	24	33	26	34	35	36	23	10	36	37	18	18	59	36	51	40	45	34	34	57	46	66	38	49	70	67	0	70	64	67	71	69	71	76	71	73	77	76	0	90	64	87	79	74	81	0	79	87	0	86	74	89	83	85	90	91	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	3	1	1	1	4	1	2	2	1	2	2	1	1	2	2	3	2	1	1	2	3	2	2	3	2	1	2	1	2	1	2	4	1	2	1	2	2	2	1	1	1	1	3	2	1	2	2	2	1	1	2	1	1	4	2	2	2	1	1	1	1	1	2	4	2	1	1	3	1	2
11000	-572.738988134874148	-579.594476085833548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648401342194868	-1	1	1	1	1	3	2	3	5	2	2	3	3	3	4	3	4	5	5	6	5	5	5	5	6	6	7	10	6	10	8	9	9	6	9	7	9	10	12	10	10	11	10	11	11	11	11	11	10	12	10	11	12	12	12	10	12	12	12	15	13	13	15	14	14	14	17	15	17	14	16	18	18	19	20	19	22	22	21	24	23	26	27	27	25	25	24	26	26	26	25	25	28	27	27	28	29	29	27	30	0	1	1	1	1	1	3	4	8	2	2	4	1	2	5	4	11	8	10	12	16	14	15	8	16	0	9	20	24	31	24	26	26	10	10	24	19	20	30	29	26	35	36	24	32	26	34	35	36	23	19	49	51	38	28	24	56	51	56	45	35	48	52	46	28	38	43	70	63	0	70	64	69	71	73	71	76	74	67	71	76	0	90	72	87	75	78	87	0	79	78	0	79	80	89	90	85	90	91	92	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	2	1	2	4	1	2	2	2	3	2	1	2	3	1	3	2	1	2	4	3	1	1	1	2	2	1	1	2	1	2	1	2	1	2	3	3	1	1	1	2	2	1	2	1	2	2	1	2	4	2	1	1	3	1	2	1	1	1	3	1	1	3	2	1	2	2	2	1	2
11500	-577.813201652495763	-584.668689603455164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746659233634627	-1	1	2	1	1	3	2	2	5	3	2	4	3	3	3	4	3	6	6	6	4	6	6	6	6	7	7	10	8	10	9	9	8	8	9	9	9	9	11	11	10	11	8	11	11	10	12	11	10	10	10	13	12	10	12	12	11	12	13	15	12	13	14	15	14	15	18	16	16	14	18	17	19	19	20	17	22	21	21	23	22	26	26	25	24	25	23	27	25	26	26	24	28	27	26	27	29	28	27	30	0	1	1	1	1	1	5	4	1	5	2	4	5	5	5	4	11	8	10	12	8	14	15	12	21	0	9	38	24	18	29	26	26	19	34	43	10	20	18	31	26	34	24	29	33	26	34	34	43	23	19	44	37	38	30	29	36	51	31	45	37	48	49	46	54	38	69	70	63	0	76	64	69	71	67	70	71	74	67	77	78	0	86	64	87	79	78	87	0	86	77	0	86	78	89	83	88	90	91	92	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	3	2	2	1	2	2	1	2	2	1	2	1	2	3	2	1	1	1	2	2	1	1	2	3	2	1	2	2	3	2	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	3	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2
12000	-580.952861210407718	-587.808349161367119	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674386850727641	-1	1	0	0	2	1	2	2	4	2	2	3	3	4	4	5	4	7	6	6	5	6	6	5	7	6	6	8	8	10	8	7	8	7	9	8	9	10	12	9	10	9	7	11	11	11	12	11	10	11	10	11	12	12	11	11	11	12	12	14	13	13	15	16	16	15	17	15	16	14	17	17	18	18	20	16	21	23	21	24	23	25	27	25	24	24	26	26	25	26	25	26	27	28	26	27	27	27	28	30	0	1	1	1	1	1	3	4	6	2	2	8	5	2	4	9	11	8	10	12	1	14	15	5	21	0	9	20	20	25	24	26	26	10	34	43	19	28	30	31	32	34	24	40	33	26	35	35	43	15	34	36	19	38	18	40	43	51	30	45	48	48	52	46	66	55	69	70	63	0	76	64	52	76	69	70	76	71	69	71	74	0	86	64	78	79	85	81	0	86	85	0	86	80	89	86	81	90	91	92	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	2	2	4	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	3	2	2	3	1	2	1	2	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	3	2	2	1	2	2	2	3	3	1	1	3	1	2	2	2	1	1	1	1	1	2	1	2	2	1	2	2
12500	-600.085265100373476	-606.940753051332877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652008495959864	-1	0	1	0	1	2	2	3	5	3	3	3	2	2	3	3	4	6	5	5	6	4	5	5	6	5	6	9	6	7	8	7	7	8	10	9	10	9	9	11	10	10	7	10	11	10	14	12	10	11	10	11	13	11	13	10	11	12	12	14	13	14	15	15	15	15	17	16	16	15	17	18	17	18	19	16	22	23	21	22	22	25	26	26	23	25	25	27	25	26	25	26	28	27	26	28	29	28	28	30	0	1	1	1	1	1	3	4	12	2	2	4	5	2	5	6	11	8	10	8	16	14	15	4	16	0	5	18	16	8	24	26	26	19	34	43	19	12	20	43	32	34	24	31	33	26	48	42	43	23	19	36	51	28	39	24	43	51	31	41	34	48	52	46	55	28	69	70	63	0	76	64	49	71	36	70	71	71	75	76	74	0	79	72	77	79	85	87	0	86	77	0	86	80	89	83	85	90	91	92	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1	2	3	1	2	2	2	2	1	2	3	1	1	2	2	3	1	1	2	2	2	2	1	2	3	2	1	2	2	1	3	1	1	1	1	1	2	3	1	4	1	2	3	1	2	2	1	3	3	1	2	1	1	1	1	1	1	1	2	1	2	3	1	2	2
13000	-595.774837106483119	-602.630325057442519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623951436021258	-1	1	1	0	1	1	2	2	3	3	2	4	2	3	3	4	4	6	5	5	5	6	5	5	5	4	6	8	7	10	7	9	8	9	9	7	9	10	11	10	9	10	10	11	10	11	13	11	11	10	10	12	13	13	12	11	11	13	12	14	12	13	15	16	15	13	16	16	17	14	18	18	19	19	20	17	23	23	21	23	22	25	26	26	24	26	25	27	24	27	26	26	29	28	27	28	28	28	27	30	0	1	1	1	1	1	3	4	5	2	2	8	5	2	5	8	11	8	10	12	16	14	15	4	16	0	9	12	24	24	24	26	26	19	10	24	19	28	8	18	26	10	36	24	33	41	30	35	36	23	37	49	37	38	18	31	40	51	44	33	35	35	52	46	54	30	49	70	49	0	76	64	49	76	49	68	71	74	63	68	74	0	75	72	78	75	78	85	0	86	77	0	86	80	89	83	85	90	87	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	1	2	1	4	2	2	3	2	2	1	1	1	1	2	3	1	1	2	1	3	1	1	2	1	3	2	2	2	3	1	2	2	2	3	1	1	2	3	2	3	1	2	2	2	3	2	1	3	4	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2
13500	-611.608652093582691	-618.464140044542091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677778162118955	-2	1	-1	1	0	2	2	2	4	3	2	3	2	3	3	4	4	6	5	6	6	5	5	5	7	6	6	9	7	10	8	9	7	9	8	6	10	10	11	11	10	10	9	11	11	9	14	11	10	12	9	12	12	12	13	11	12	11	14	14	14	12	15	14	13	15	15	16	16	14	18	17	17	19	20	17	22	21	21	22	21	26	26	25	24	25	23	26	26	27	25	26	29	27	27	28	29	28	28	29	0	1	1	5	1	5	2	5	4	2	2	8	5	1	6	8	11	5	10	12	16	14	15	2	21	0	9	20	24	28	24	26	26	18	10	24	51	12	13	18	26	34	36	43	32	26	39	35	36	39	2	43	51	38	34	31	49	51	40	45	48	48	52	46	38	65	52	70	49	0	76	64	43	71	49	70	74	71	75	81	71	0	79	64	78	75	77	91	0	79	85	0	83	74	89	90	85	86	91	92	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	2	3	1	1	1	2	1	1	2	2	1	2	2	1	1	2	4	3	3	1	1	1	1	2	2	2	2	1	4	2	1	1	2	2	1	1	2	2	1	1	1	3	2	1	1	2	3	1	1	2	4	1	5	2	1	1	1	1	2	1	2	5	2	2	1	1	1	3	1	1	2	4	1	1	2	1	1	2
