step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-6054.214030327691034	-6060.153227546776179	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.506318551659274	0	2	2	3	3	4	4	5	5	5	6	6	6	7	7	6	9	7	9	8	10	8	9	8	9	9	10	10	10	10	10	12	11	11	11	12	10	12	11	11	12	11	11	13	13	13	13	13	13	12	12	14	14	15	17	17	14	16	15	16	16	17	16	16	18	19	19	19	21	21	20	22	21	22	22	22	23	25	25	23	24	25	24	26	28	27	29	32	30	30	32	33	32	35	34	36	36	36	36	38	41	38	40	40	44	43	42	41	43	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	3	4	4	3	5	4	5	4	5	4	5	4	5	5	5	5	5	5	5	6	6	6	6	6	5	6	6	6	6	6	6	7	7	7	7	7	7	6	6	7	7	8	9	9	7	8	8	8	8	9	8	8	9	10	10	10	11	11	10	11	11	11	11	11	12	13	13	12	12	13	12	13	14	14	15	16	15	15	16	17	16	18	17	18	18	18	18	19	21	19	20	20	22	22	21	21	22
500	-1505.252640092723595	-1511.191837311808740	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.194621255152719	-2	2	2	3	3	4	5	6	5	5	7	5	5	8	8	4	10	7	8	9	9	8	10	7	9	9	10	11	10	10	8	11	11	11	11	12	11	12	10	12	12	10	11	13	13	13	13	12	13	12	12	14	11	16	17	16	13	16	16	15	15	17	15	17	17	19	17	19	20	21	20	22	22	19	23	22	22	25	25	24	25	25	21	26	28	28	30	33	30	30	30	33	32	35	35	37	35	36	37	39	42	38	41	41	45	44	43	41	44	0	1	1	2	3	4	4	3	4	5	7	6	16	8	10	4	8	10	10	6	11	6	13	16	18	10	22	22	13	13	16	9	7	11	13	18	24	25	18	19	26	13	23	34	30	37	23	35	43	43	35	38	7	26	61	35	10	47	43	35	24	35	23	39	35	62	36	29	29	52	30	63	31	42	51	63	68	53	53	35	56	56	42	35	42	42	42	74	42	42	42	69	42	42	74	74	53	53	53	74	74	83	74	42	74	53	53	74	83	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	2	2	2	1	1	2	3	3	3	3	2	3	3	2	2	1	2	2	3	1	1	2	1	2	1	1	1	1	2	4	5	2	3	5	2	3	2	4	3	2	3	3	1	3	3	7	4	5	4	9	7	6	5	1	11	7	7	7	6	7	7	10	11	12	11	13	10	9	12	11	15	11	14	15	20	17	19	19	11	18	17	20	23	22	17	18
1000	-1367.777888708585806	-1373.717085927670951	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.233022170759053	0	2	1	3	3	4	4	5	6	5	6	6	5	7	7	6	9	7	8	9	11	9	8	8	9	9	10	11	10	9	10	12	11	11	12	13	11	12	11	11	12	12	9	14	14	14	13	11	14	13	13	14	14	16	17	17	14	16	15	16	16	14	15	16	19	19	19	18	18	22	21	22	22	19	21	22	24	25	26	23	25	26	21	26	29	26	30	32	30	30	32	33	33	36	35	36	37	37	37	39	42	39	41	41	44	44	42	41	44	0	1	1	2	3	4	4	5	7	5	6	6	7	8	10	13	8	10	10	11	9	11	13	16	10	18	11	22	13	13	30	33	9	6	24	26	31	26	25	26	26	48	16	21	21	31	37	30	50	30	48	25	35	41	42	43	18	37	51	53	53	48	49	38	60	62	39	45	29	57	51	50	60	29	29	56	68	43	59	63	63	80	68	68	68	48	62	74	74	74	84	74	83	83	68	55	83	62	69	83	74	83	74	74	86	69	69	86	69	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	3	2	2	1	3	1	2	1	3	1	1	1	3	3	2	2	1	2	1	2	2	1	2	2	2	2	2	1	1	2	1	2	1	3	2	3	4	3	1	1	1	2	1	2	2	2	5	2	4	4	4	5	4	4	6	3	2	11	6	5	7	2	3	4	8	10	11	11	8	5	3	8	7	12	11	11	10	18	16	18	19	13	16	16	13	22	22	8	19
1500	-1245.971039413214839	-1251.910236632299984	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.219855567178656	-1	3	1	3	3	4	4	5	6	5	5	7	5	7	6	7	9	8	9	7	8	9	8	9	10	8	10	10	11	10	10	12	11	11	11	13	11	12	12	10	13	12	10	14	13	13	13	13	12	13	12	14	15	16	16	18	12	16	14	16	16	18	15	15	18	18	19	17	20	22	17	22	21	19	23	22	24	26	25	24	24	25	21	26	25	24	29	33	31	30	33	33	31	36	33	36	37	36	37	39	42	39	40	41	45	44	43	41	44	0	1	1	1	3	2	4	5	4	5	4	6	7	8	10	13	8	15	10	11	9	20	13	13	26	8	22	22	13	13	16	9	4	6	23	39	13	10	18	10	26	37	23	11	23	31	31	24	43	23	43	40	35	38	48	35	10	47	51	24	24	29	45	41	61	42	38	55	42	52	59	63	60	55	50	63	62	63	61	72	50	72	68	77	74	62	83	69	83	77	86	85	86	85	85	83	83	83	74	74	83	83	86	85	87	85	74	88	85	1	1	1	2	2	1	1	1	2	2	1	2	1	2	1	1	2	1	2	1	1	1	2	3	1	2	1	1	3	3	2	3	4	4	2	1	4	3	2	3	3	1	1	5	3	2	2	2	1	2	1	2	3	2	2	4	5	2	1	4	3	2	1	1	1	3	3	1	5	3	2	4	3	2	4	4	3	9	4	1	7	3	2	1	2	4	8	11	6	3	6	5	5	9	5	11	9	15	12	14	16	13	12	14	10	14	14	5	16
2000	-1068.860019153295525	-1074.799216372380670	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.288692144205065	0	1	2	2	3	5	3	5	5	6	6	6	5	7	7	6	9	7	7	9	10	8	10	8	10	9	10	11	10	10	10	12	11	11	10	12	10	13	12	10	13	11	10	13	12	12	12	14	14	13	12	13	15	15	17	17	12	16	16	16	16	17	16	16	19	19	20	18	21	21	20	23	21	22	22	21	23	26	25	23	24	25	21	23	28	26	27	32	30	29	33	34	32	35	35	36	37	37	36	38	42	39	38	41	45	44	43	41	44	0	1	1	2	3	4	4	5	4	5	4	4	7	8	10	7	8	10	10	11	9	11	13	13	18	10	22	22	16	16	16	21	9	22	6	40	24	26	18	18	57	29	24	34	29	31	24	13	43	30	43	57	48	39	42	63	26	31	50	45	50	42	49	40	60	23	57	48	55	52	49	63	65	66	59	48	74	49	71	76	76	76	55	62	86	83	74	83	83	83	86	85	83	87	88	83	93	48	84	83	83	48	89	87	89	88	84	97	84	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	2	3	1	1	2	2	1	3	2	2	2	1	1	2	2	3	2	3	2	2	2	1	3	3	2	1	1	1	1	1	1	1	5	2	3	2	1	1	1	3	1	2	2	1	3	2	2	1	4	2	5	4	3	2	4	4	3	1	1	3	3	1	6	2	1	1	3	2	4	1	3	2	7	5	3	4	2	6	7	2	10	4	14	8	11	15	14	5	10	8	10	11	1	17
2500	-921.754283262568833	-927.693480481654092	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.351588706401167	-1	1	1	2	3	5	3	5	6	5	6	6	5	7	7	6	9	6	10	8	11	7	9	8	9	8	11	10	10	10	11	13	12	10	10	12	10	10	10	11	11	11	11	13	13	12	13	13	13	13	12	13	11	15	17	17	14	17	16	15	16	16	17	15	18	18	19	17	20	21	20	23	20	23	21	22	22	26	23	24	25	26	21	27	29	27	27	32	29	30	31	33	32	36	34	37	36	37	35	38	42	37	41	41	44	43	43	41	44	0	1	1	2	3	4	4	5	4	5	6	4	7	8	10	13	8	10	26	11	7	6	16	16	18	18	22	22	24	13	13	33	9	22	24	26	16	18	26	26	39	23	23	34	53	30	37	42	35	23	13	40	35	39	48	49	36	46	51	53	45	48	35	57	61	48	57	42	55	36	59	56	65	83	51	56	68	72	59	63	76	63	62	74	86	77	77	77	83	87	83	88	85	88	92	83	88	77	83	83	83	83	97	83	89	89	102	96	89	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	2	1	2	1	4	1	1	1	2	1	2	2	1	2	3	1	3	1	2	2	2	3	1	2	1	1	1	2	1	1	1	1	1	3	3	1	1	3	2	2	1	2	2	3	3	3	5	1	1	2	2	3	1	5	2	3	1	1	4	2	3	2	2	4	2	5	4	2	2	2	2	6	6	2	5	1	2	2	1	8	2	13	7	12	14	9	3	11	7	8	4	2	13
3000	-950.483074365024322	-956.422271584109581	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.380621610242264	0	2	2	3	3	5	4	5	5	5	7	7	5	7	6	6	9	7	8	8	10	8	9	8	9	9	10	11	10	10	10	10	12	11	11	13	10	12	11	11	11	11	12	13	11	13	13	14	13	10	12	14	14	14	17	17	15	17	15	16	16	18	17	16	17	20	19	18	20	21	21	21	21	23	23	21	23	25	23	22	24	25	24	25	28	26	26	32	27	29	31	32	33	35	34	37	36	37	36	39	41	39	39	41	45	41	42	42	44	0	1	1	2	3	4	4	5	4	5	6	6	7	5	10	13	14	10	10	11	4	11	24	13	18	18	22	22	24	16	16	9	9	22	23	26	16	19	18	10	26	23	50	34	23	30	16	42	23	24	50	18	45	41	29	49	40	37	23	53	35	48	50	40	60	61	26	48	55	64	48	23	61	62	51	56	69	72	59	63	76	76	74	77	87	83	83	89	55	87	83	91	91	87	92	85	91	87	87	77	89	87	96	89	104	89	98	101	89	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	4	1	1	2	2	2	1	2	1	2	2	3	3	2	1	2	2	2	3	3	1	1	1	2	1	2	4	2	2	1	1	4	1	1	3	2	2	3	4	1	3	2	3	2	1	2	7	2	3	2	3	5	3	2	6	2	2	3	3	2	1	3	1	1	1	1	2	2	4	1	3	1	1	4	2	5	3	10	5	10	11	10	1	9	3	7	3	1	11
3500	-822.902773743693729	-828.841970962778987	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.425468456838997	0	2	2	3	3	5	4	5	5	5	7	7	5	7	7	6	9	6	7	9	10	8	10	9	9	8	10	9	10	9	11	12	12	12	11	12	11	11	11	10	12	12	11	13	13	13	13	14	12	13	12	14	15	15	18	18	15	16	16	17	15	18	16	16	18	19	20	19	21	21	21	22	21	21	22	20	24	25	25	23	24	26	22	26	29	27	28	33	28	31	32	33	32	35	35	36	37	36	36	39	40	39	40	41	43	44	42	41	43	0	1	1	2	3	4	4	5	4	5	9	6	7	5	10	13	14	10	10	11	9	11	13	16	18	18	11	22	13	13	16	9	4	22	13	38	30	26	18	18	18	23	30	22	29	37	16	23	16	43	29	41	45	41	35	63	10	46	49	53	23	42	49	52	60	55	40	48	62	64	59	63	65	62	51	63	68	63	71	76	72	78	55	68	83	83	83	85	83	85	85	89	87	92	92	91	87	89	92	89	89	89	97	89	108	109	99	100	89	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	2	1	1	3	1	2	3	4	2	3	1	1	2	3	2	2	1	1	2	1	1	3	3	3	1	1	1	1	2	3	1	5	2	2	1	2	3	2	1	1	1	6	2	2	2	3	3	2	2	7	2	2	4	2	2	2	1	2	4	3	3	2	3	3	1	2	2	3	1	1	2	3	4	2	7	6	8	1	8	1	1	3	1	9
4000	-855.111510469335826	-861.050707688421085	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.550457208239162	0	1	1	2	3	4	4	5	5	5	6	5	5	7	7	7	9	7	8	8	11	6	8	9	9	10	11	10	11	11	9	13	11	8	12	13	9	12	10	12	12	11	11	13	14	13	14	13	14	12	13	15	14	16	16	18	12	16	16	17	14	18	16	16	19	19	20	20	20	21	20	21	21	23	21	22	22	26	25	24	23	25	25	27	28	28	28	31	30	30	33	32	32	34	34	35	36	36	37	39	39	38	41	40	45	43	43	40	43	0	1	1	2	1	4	4	5	4	5	6	4	7	8	10	13	8	5	10	12	12	12	13	13	18	10	11	11	24	37	13	21	9	22	16	39	16	39	10	26	39	24	24	27	24	24	37	23	29	43	43	39	35	41	24	63	26	37	48	48	24	35	49	36	61	62	64	55	55	64	43	56	65	77	60	63	68	72	55	72	63	76	77	77	77	83	83	87	85	83	90	89	85	89	92	94	83	95	96	89	99	85	97	85	108	97	101	102	97	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	4	1	2	3	2	2	2	1	2	1	3	1	2	1	3	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	4	1	2	5	2	1	4	1	3	2	3	1	1	2	1	3	2	3	2	5	2	1	1	1	3	2	3	4	2	3	2	1	2	3	2	2	2	1	3	2	1	2	1	2	1	6	1	1	3	1	4	2	5	2	3	2	1	7
4500	-735.452912324314411	-741.392109543399670	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.639499559710029	0	2	1	3	3	5	4	5	5	5	6	6	5	8	7	7	8	7	10	8	8	7	9	8	10	8	10	10	10	9	11	12	9	11	9	12	10	12	11	10	12	11	11	13	12	14	12	14	13	13	12	14	14	14	18	17	14	16	14	15	16	16	16	16	18	19	18	19	21	20	18	21	21	21	22	21	23	25	26	23	25	25	25	25	28	27	30	33	30	30	32	34	31	35	33	36	37	36	37	38	40	37	40	41	45	44	43	42	42	0	1	1	2	3	4	4	5	4	5	6	6	7	8	10	13	8	10	15	11	9	11	13	13	18	18	22	22	35	13	37	33	4	22	13	40	30	40	10	26	40	35	13	34	23	47	24	42	23	23	35	41	43	41	48	50	26	31	51	45	45	48	49	52	60	43	64	62	62	52	59	63	65	68	59	63	74	72	71	76	72	72	77	77	83	83	85	86	85	85	87	89	85	89	85	88	92	92	96	94	99	94	100	102	100	103	101	104	104	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	1	1	1	2	2	1	1	1	2	3	2	2	2	1	1	4	1	1	1	3	1	1	1	2	2	2	2	1	1	3	1	2	2	3	5	1	2	2	1	2	1	2	4	1	1	2	3	2	3	1	1	3	2	1	2	5	1	2	2	2	1	1	1	1	3	1	1	1	2	2	2	3	2	2	1	1	1	1	1	1	3	3	2	2	1	1
