step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22
9500	-177.217165413915097	-184.072653364874469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589195006173580	4	7	11	9	12	12	14	14	13	14	18	18	18	17	20	22	21	22	23	21	22	29	0	1	1	2	3	3	5	2	2	3	14	3	8	3	13	11	13	15	3	11	14	11	1	2	2	1	1	1	1	5	3	2	1	2	3	3	1	3	2	1	3	1	1	6
10000	-160.176958206500842	-167.032446157460214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.410552629065649	4	8	12	10	11	14	15	13	16	16	18	18	18	18	20	22	22	22	24	21	22	31	0	1	5	2	1	5	5	3	3	2	8	10	10	7	11	14	13	15	16	14	11	11	1	2	1	1	4	1	2	1	1	4	3	1	1	2	1	2	2	1	2	2	1	7
10500	-173.888462346318107	-180.743950297277479	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556000221517084	5	9	11	10	12	13	15	14	16	16	18	17	16	18	20	22	21	22	24	21	22	30	0	1	2	2	3	2	5	3	7	3	8	10	8	8	13	11	13	15	9	14	11	16	1	2	1	1	1	2	2	1	1	1	2	1	1	2	2	2	2	1	4	1	1	2
11000	-163.401354760762416	-170.256842711721788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382527992055479	4	9	11	10	8	11	15	14	16	15	18	17	17	20	19	21	21	21	25	22	23	31	0	1	1	5	1	5	3	5	6	8	5	8	3	3	3	9	13	15	16	14	16	14	1	2	3	1	2	2	2	3	3	1	4	2	4	5	5	2	2	1	1	1	1	4
11500	-168.078419898100151	-174.933907849059523	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.459979794672855	4	8	12	10	11	13	15	15	15	16	19	17	17	20	20	21	22	21	24	20	23	29	0	1	5	2	2	5	5	3	2	3	8	10	3	8	10	8	15	15	14	11	14	14	1	1	1	1	1	1	2	2	4	3	3	1	3	2	4	2	1	1	2	1	2	5
12000	-156.556687320666583	-163.412175271625955	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558143038364618	4	8	11	10	12	13	13	14	15	16	18	17	16	19	20	21	20	21	23	21	23	31	0	1	1	2	3	2	2	3	3	2	8	10	8	8	11	4	13	15	16	14	16	16	1	2	2	1	1	2	3	2	3	2	2	1	1	2	1	4	2	1	1	1	1	6
12500	-145.726486176154140	-152.581974127113511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384983103504968	5	8	11	9	11	14	14	13	16	16	18	17	17	19	20	21	22	21	23	22	23	31	0	1	1	2	2	3	5	3	3	3	2	10	3	8	3	9	13	15	11	14	11	14	1	3	3	1	2	2	1	1	2	2	6	1	3	3	4	3	2	1	3	1	3	7
13000	-186.922521078309785	-193.778009029269157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480194739367541	5	7	11	9	11	13	13	14	15	17	18	17	16	18	19	21	21	20	24	23	24	30	0	1	2	2	2	3	2	5	3	8	3	5	5	8	12	14	3	15	11	16	16	8	1	1	1	1	2	1	2	1	1	2	2	4	2	2	1	2	5	1	2	1	2	7
13500	-155.333560394342243	-162.189048345301615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548653965478392	4	9	11	8	11	14	14	15	15	15	19	18	17	18	20	21	21	22	25	22	23	30	0	1	4	1	2	3	3	4	3	3	5	10	3	8	13	7	13	15	16	11	11	21	1	3	2	2	1	2	1	3	2	2	4	2	4	2	2	3	2	1	2	1	2	3
14000	-148.818120993108039	-155.673608944067411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442436027065570	4	8	12	10	12	13	15	14	16	15	19	17	18	19	21	21	21	20	23	22	23	30	0	1	1	2	4	3	5	3	7	2	8	10	3	8	18	8	13	3	14	14	14	14	1	3	4	1	1	1	1	1	1	3	4	1	3	3	1	2	1	4	2	1	1	5
14500	-165.852518035165815	-172.708005986125187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.246949393591766	4	8	11	10	12	12	13	14	15	16	19	18	17	19	19	21	21	22	25	22	23	32	0	1	1	2	3	3	3	5	5	3	8	7	3	8	2	8	13	15	16	16	11	11	1	2	3	1	1	1	1	1	1	2	2	2	3	2	6	2	3	2	1	1	2	8
15000	-168.821038069700336	-175.676526020659708	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649960608918571	2	8	12	9	10	14	14	14	15	16	17	17	18	19	20	21	21	22	25	22	24	32	0	1	4	2	2	3	3	5	3	3	7	10	3	9	3	8	13	15	16	14	11	14	1	3	2	1	1	1	1	2	1	3	1	1	3	2	3	3	2	1	3	2	2	6
15500	-155.733952180493617	-162.589440131452989	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.419514296016781	4	8	11	10	12	13	14	13	14	15	18	17	18	18	19	20	21	22	23	22	23	30	0	1	1	1	1	3	2	2	5	5	2	10	8	5	14	3	13	15	14	16	11	21	1	2	3	3	3	1	3	3	1	1	3	1	3	4	1	3	2	1	2	1	3	4
16000	-156.837150388948970	-163.692638339908342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.392776554647367	5	8	10	9	12	12	14	14	16	15	18	17	17	17	20	19	21	22	24	22	23	30	0	1	1	1	2	3	3	3	2	3	8	10	10	8	16	2	13	15	16	14	16	21	1	2	3	3	1	1	2	1	2	3	2	1	1	2	1	6	2	2	3	2	3	3
16500	-166.097605502976052	-172.953093453935423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423197832297873	5	9	12	10	11	14	14	13	16	16	18	18	17	18	20	21	20	22	24	22	23	31	0	1	5	2	2	5	3	2	7	2	4	10	8	4	14	5	13	15	16	8	11	11	1	2	1	1	2	1	2	3	1	3	4	1	3	2	1	5	2	2	2	4	3	5
17000	-163.990882399035655	-170.846370349995027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682740693411656	5	9	11	10	11	14	13	13	15	15	18	14	18	19	20	21	21	21	22	22	22	31	0	1	2	2	2	3	3	3	2	12	8	2	12	3	13	14	13	15	14	16	11	21	1	3	1	1	2	1	1	1	2	1	3	2	2	3	2	1	2	1	2	1	2	4
17500	-155.260334464379383	-162.115822415338755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540852377097006	4	7	12	9	10	13	12	14	16	16	16	17	17	20	20	21	20	21	22	23	23	31	0	1	2	2	2	5	5	1	8	8	3	10	2	11	13	11	13	15	8	16	16	8	1	2	2	1	2	2	1	4	1	2	1	1	4	2	1	2	1	1	2	1	1	10
18000	-165.714233868749602	-172.569721819708974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516147321729410	4	7	12	9	11	13	15	14	15	14	18	17	17	19	19	21	21	22	22	23	22	30	0	1	5	2	2	3	5	2	5	2	8	10	8	4	8	7	13	15	14	8	16	16	1	2	1	1	2	1	2	3	2	3	1	2	2	3	2	3	1	2	2	3	1	4
18500	-186.004421146190225	-192.859909097149597	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.325451641967344	5	9	11	8	11	13	12	14	13	15	19	17	18	16	20	19	21	20	25	23	24	31	0	1	2	1	2	2	5	2	2	3	8	10	2	5	16	2	13	13	16	7	8	21	1	1	1	2	1	3	1	3	1	2	2	2	5	3	1	5	1	1	4	5	4	3
19000	-171.882392492241166	-178.737880443200538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.329499861818170	2	7	12	9	11	12	15	14	16	17	19	15	17	19	21	21	21	19	25	23	23	32	0	1	1	1	2	5	4	4	3	3	8	4	8	8	18	14	13	3	2	16	14	11	1	2	4	5	2	1	3	3	1	3	2	3	1	2	1	1	2	4	10	1	2	7
19500	-159.952407830196876	-166.807895781156247	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478773466412583	5	9	11	10	10	12	13	14	14	16	18	18	17	20	20	21	21	21	24	23	22	31	0	1	2	2	2	2	3	6	1	3	8	2	2	8	13	14	13	15	14	14	11	14	1	2	1	1	1	2	1	1	3	2	2	3	5	2	2	1	2	1	2	1	2	5
20000	-166.286401036272849	-173.141888987232221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550339044998843	4	8	11	9	12	13	15	15	16	16	17	17	18	19	21	21	22	22	24	23	24	31	0	1	1	2	2	3	3	3	7	3	8	8	10	8	13	14	13	15	8	14	3	21	1	3	3	1	2	1	2	2	1	2	2	1	2	1	1	1	3	1	3	2	6	3
20500	-154.075887548139377	-160.931375499098749	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450745492489090	4	8	12	8	12	14	13	15	16	17	18	16	17	20	20	21	21	21	24	23	22	31	0	1	1	1	2	2	5	5	3	3	3	3	3	8	3	5	13	15	20	8	8	20	1	1	4	2	2	2	1	1	2	3	3	2	3	2	4	4	3	1	1	5	3	5
21000	-151.952337131132026	-158.807825082091398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.420499140138543	5	7	11	9	11	13	14	15	15	16	16	17	17	19	19	21	21	21	25	23	23	32	0	1	1	2	1	5	5	2	3	3	7	10	5	2	13	11	8	15	14	16	14	21	1	1	4	1	3	1	2	4	2	3	2	1	3	5	1	2	4	1	3	1	2	3
21500	-158.806180609443231	-165.661668560402603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496366708302137	5	8	10	10	12	13	14	15	15	15	18	18	18	18	19	21	21	21	25	22	20	29	0	1	1	2	2	3	5	3	5	2	8	10	3	8	13	3	13	15	14	11	14	8	1	2	2	1	2	1	1	2	2	3	2	2	4	2	1	5	1	1	3	2	1	7
22000	-151.467512644853912	-158.323000595813284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423365422933923	5	7	12	9	11	13	13	14	16	16	18	18	18	18	19	21	22	20	24	23	23	31	0	1	2	1	2	3	4	5	3	3	3	10	3	7	7	3	13	15	11	16	11	21	1	1	4	2	2	1	2	1	2	2	4	1	2	3	3	4	2	1	2	1	2	3
22500	-152.859244293338008	-159.714732244297380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441726964941490	4	8	12	10	10	10	14	14	14	14	18	17	17	18	19	20	19	21	24	22	23	31	0	1	5	2	2	2	5	3	5	2	8	2	7	2	13	7	13	15	14	11	14	14	1	2	1	1	1	1	3	1	2	3	2	4	2	5	1	3	1	1	3	2	3	7
23000	-174.974987641021926	-181.830475591981298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483494966012910	3	8	11	9	11	14	14	14	16	16	18	17	18	19	20	21	19	21	22	21	23	31	0	1	2	2	4	5	4	3	8	2	8	7	4	10	13	11	13	15	14	10	8	16	1	2	2	1	1	2	3	2	1	4	2	1	6	2	1	1	1	1	1	2	3	5
23500	-169.435542087230687	-176.291030038190058	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534612793864629	4	8	12	10	10	12	12	13	16	15	17	17	17	19	19	20	22	21	24	20	22	30	0	1	5	2	2	5	4	5	5	2	3	10	3	8	2	8	13	15	20	8	11	16	1	2	1	1	2	1	1	1	3	2	4	1	3	3	5	3	2	1	1	5	2	5
24000	-161.302671744191770	-168.158159695151141	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461575063818450	4	8	12	10	12	13	14	14	15	14	18	17	17	20	20	22	20	22	22	23	23	29	0	1	1	1	2	4	3	2	3	3	8	3	3	8	13	11	3	15	2	8	14	3	1	2	5	3	2	2	1	2	1	1	2	3	2	3	1	2	4	2	6	4	1	7
24500	-182.641787761196468	-189.497275712155840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366836456727748	4	8	10	9	11	14	14	14	15	15	19	18	17	19	19	20	20	20	22	23	22	30	0	1	2	1	1	5	5	3	7	5	12	10	7	8	2	14	13	12	5	8	8	14	1	3	1	2	4	1	2	2	1	3	1	3	1	2	4	1	2	1	4	4	4	6
25000	-158.731108278110042	-165.586596229069414	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384228915858093	5	8	10	9	11	13	14	15	16	15	18	18	16	19	19	20	22	20	24	22	24	30	0	1	2	2	2	5	1	3	7	7	7	10	8	2	12	11	13	15	14	11	14	11	1	1	2	1	1	1	5	3	1	1	2	3	1	5	1	1	3	1	3	2	3	4
25500	-151.448429395628892	-158.303917346588264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.413642090432515	4	8	11	10	12	13	14	14	15	13	18	17	17	19	20	21	20	22	24	23	23	31	0	1	4	1	2	4	5	3	7	2	3	10	4	3	14	3	13	15	14	16	11	14	1	2	1	4	1	2	1	2	1	2	3	1	3	5	1	4	2	1	2	1	2	7
26000	-151.369605906845550	-158.225093857804922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434845624010616	5	8	11	10	11	12	14	14	13	15	18	17	18	19	20	21	21	22	24	22	24	28	0	1	2	1	4	4	3	4	5	2	8	10	4	8	13	5	13	15	16	11	16	16	1	1	2	3	1	1	1	2	1	3	2	1	4	2	1	4	2	1	1	3	2	4
26500	-175.222622726500759	-182.078110677460131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515888347299938	4	8	11	9	10	13	15	15	15	17	18	18	17	19	19	22	21	22	23	22	23	31	0	1	2	2	2	5	5	2	3	3	7	10	2	3	3	11	13	15	8	14	14	16	1	2	1	1	1	2	2	3	2	3	1	1	8	3	4	3	2	2	5	3	2	3
27000	-146.313475586055262	-153.168963537014633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463933294533948	3	8	11	9	12	14	14	14	15	16	17	18	17	19	19	21	21	22	23	22	23	32	0	1	4	2	4	5	5	2	5	2	8	10	2	3	13	8	13	15	14	14	14	16	1	2	1	1	2	1	1	2	2	4	2	1	4	4	1	3	2	2	2	2	2	5
27500	-163.269524783731242	-170.125012734690614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475275252790591	5	8	12	10	10	13	14	14	13	14	18	17	18	19	20	21	20	22	23	22	23	31	0	1	2	2	2	3	5	3	2	2	8	10	2	3	13	14	13	15	10	14	16	21	1	1	2	1	1	1	2	1	2	3	2	2	5	3	2	2	1	1	6	2	1	4
28000	-170.581373370111692	-177.436861321071063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497361244493366	5	8	11	10	11	13	13	15	15	15	19	17	17	19	19	21	22	21	23	22	23	31	0	1	1	2	4	5	5	3	5	2	2	2	2	8	13	11	13	15	12	11	8	16	1	1	2	1	1	1	1	2	2	3	4	4	4	2	1	1	3	2	3	1	4	4
28500	-164.735825644749895	-171.591313595709266	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495618178566215	4	8	12	9	11	14	14	13	16	16	18	17	17	19	20	19	21	22	25	23	23	31	0	1	5	2	2	3	5	5	5	2	3	5	5	2	11	8	13	15	16	16	11	14	1	2	1	1	2	2	1	1	2	3	4	2	2	6	1	2	1	1	2	2	2	6
29000	-154.939644003446460	-161.795131954405832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.402915112662352	3	9	12	9	10	13	14	14	14	16	18	18	18	18	20	22	22	22	24	22	22	31	0	1	5	1	1	3	3	3	5	4	8	10	2	8	4	11	13	15	14	11	11	16	1	3	1	3	3	1	2	1	2	4	2	1	4	2	6	2	2	1	3	2	2	5
29500	-172.627383280567358	-179.482871231526730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576666224248024	4	7	12	9	11	13	14	14	15	14	18	17	16	19	20	21	21	22	23	21	23	31	0	1	5	2	2	2	5	3	3	3	3	10	2	2	12	8	13	15	16	11	14	16	1	1	1	1	3	2	1	1	2	1	3	3	4	4	1	2	2	1	1	1	1	3
30000	-151.469558784031307	-158.325046734990678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502698723915151	4	8	12	9	11	13	14	14	16	17	17	16	18	18	20	21	21	22	23	22	24	31	0	1	4	1	2	5	3	3	3	12	8	3	7	8	11	3	13	15	16	8	14	21	1	2	2	2	1	1	1	1	2	1	2	2	2	2	2	4	2	1	1	4	3	3
30500	-157.297107681763606	-164.152595632722978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520234054403437	5	8	11	9	12	13	14	15	15	17	18	16	18	18	20	21	21	21	25	22	23	31	0	1	1	1	3	2	6	3	3	12	2	3	3	1	14	8	13	15	3	14	14	21	1	2	3	1	1	2	1	1	2	1	6	2	4	5	1	2	2	1	8	2	2	3
31000	-168.888626910506929	-175.744114861466301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632883410544331	5	8	10	9	12	13	14	14	16	15	16	17	17	18	19	21	21	21	25	23	23	30	0	1	1	1	3	5	5	5	10	2	8	10	8	11	5	14	13	15	10	14	16	21	1	2	2	2	1	1	1	1	1	3	1	1	2	1	3	1	2	1	4	2	2	2
31500	-164.063652565578764	-170.919140516538135	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521706131334016	4	9	10	10	8	12	15	15	15	13	17	17	18	19	20	21	20	22	24	22	22	31	0	5	2	2	1	5	3	3	6	3	7	10	8	8	5	11	13	15	16	11	8	16	1	1	1	1	2	2	2	4	2	1	1	2	2	2	5	2	1	1	1	3	3	5
32000	-166.724197997582849	-173.579685948542220	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495534604202450	4	8	12	9	10	13	13	15	16	15	18	17	17	19	18	22	22	21	24	22	24	31	0	1	5	1	2	3	3	3	3	4	4	10	8	8	10	8	13	15	14	8	8	14	1	1	1	3	1	1	1	2	2	3	5	1	1	2	2	3	3	2	3	4	4	6
32500	-156.366870163248649	-163.222358114208021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436179313722490	3	7	12	9	12	13	14	14	16	15	17	17	17	19	20	21	21	21	22	22	24	31	0	1	1	1	2	3	3	1	8	3	5	10	3	2	13	9	13	15	14	5	11	21	1	2	4	3	3	1	1	5	1	1	2	2	2	5	1	2	2	1	2	4	4	4
33000	-171.835898101157596	-178.691386052116968	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559431798158974	5	9	11	9	11	14	14	14	16	17	19	15	17	19	19	21	21	22	24	22	23	30	0	1	4	1	4	5	3	3	6	12	8	3	3	3	8	11	13	15	14	16	11	8	1	2	1	2	2	2	2	1	1	1	2	2	3	3	4	1	2	1	2	1	1	7
