step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
17500	-214.743405398143835	-212.951708355202243	-1.791697042941584	0.000078638971829	0.000014041255102	0.178553391214836	0.696692263177608	1	3	3	5	3	6	6	7	5	6	7	7	4	8	9	7	9	9	8	8	9	8	9	9	6	11	11	11	13	11	13	14	11	13	15	13	13	14	13	12	16	15	0	1	1	2	1	13	13	13	5	4	5	3	3	4	16	2	11	22	7	7	11	9	8	22	13	15	17	18	13	23	23	24	18	28	30	40	33	23	33	23	29	36	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	3	1	1	2	1	1	1	4	2	2	2	1	1	2	1	1	2	1	2	1	1
18000	-193.689246534935563	-192.021846712384360	-1.667399822551206	0.000058986019554	0.000012629222341	0.214105349641539	0.891237972567655	1	3	3	5	4	4	6	8	6	6	7	5	5	7	8	7	8	8	7	7	9	6	9	10	10	10	9	11	12	11	13	13	11	13	14	12	13	15	14	14	15	15	0	1	1	2	2	3	3	20	5	4	5	6	3	4	10	10	9	22	12	7	11	5	20	18	8	15	18	27	23	23	25	24	27	28	25	30	33	29	33	36	29	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	1
18500	-198.848272362980623	-197.308692104167022	-1.539580258813609	0.000111394939558	0.000030059971042	0.269850418352021	0.745141216983933	1	3	3	5	5	6	4	7	6	6	6	7	7	7	8	8	10	8	8	8	9	9	10	10	9	11	11	11	11	13	13	14	12	12	15	12	15	15	13	14	17	14	0	1	1	2	2	7	3	7	5	4	5	6	7	9	10	10	9	11	12	13	9	18	25	18	20	15	18	22	23	23	20	27	18	22	31	23	28	30	27	25	31	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	2	1	1	3	2	1
19000	-210.440810224537358	-208.859972392671779	-1.580837831865592	0.000071147180739	0.000017691488911	0.248660435000034	0.763599409085276	0	2	3	4	3	7	6	8	5	6	6	6	4	7	8	8	9	6	8	8	9	9	10	10	9	10	11	10	12	12	13	13	12	12	14	13	14	15	14	14	17	15	0	1	1	2	2	7	3	13	5	4	5	3	3	10	10	10	18	9	6	13	11	18	7	18	20	15	18	8	23	25	23	27	28	22	30	30	33	29	27	36	38	36	1	2	1	1	1	1	2	3	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	3	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
19500	-218.723095826109301	-217.235697831873580	-1.487397994235720	0.000064202628058	0.000019504428751	0.303794865427270	0.760250485855368	0	3	2	6	5	5	6	7	6	5	7	7	5	8	8	7	8	9	6	6	9	8	10	9	8	10	11	10	10	12	13	14	12	13	14	12	12	14	14	15	16	14	0	1	1	2	2	3	3	13	5	2	9	19	3	2	10	10	9	22	6	3	11	11	13	22	20	15	18	22	20	29	23	28	18	37	30	29	27	30	33	42	30	30	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1
20000	-218.951595373214303	-217.201260360248966	-1.750335012965330	0.000096492612877	0.000018241516075	0.189045726203825	0.686108912149966	0	4	2	5	3	6	7	6	5	5	7	7	5	7	7	6	9	7	8	8	8	8	8	10	10	9	11	12	11	12	14	14	12	13	13	13	14	14	13	14	17	15	0	5	1	2	1	3	6	3	2	2	5	13	3	10	10	10	6	9	12	7	5	18	8	21	23	15	18	22	23	23	29	24	22	22	29	29	33	25	11	30	30	36	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	2	2	2	4	1	1	1	2	2	1	1	1
20500	-202.052565530197370	-200.493080777148123	-1.559484753049255	0.000088958122678	0.000023052257636	0.259136062474363	0.805393936847800	0	2	2	6	4	5	6	7	5	5	6	6	6	8	8	7	9	8	7	7	7	8	9	11	8	9	10	10	12	12	13	12	12	13	15	14	13	14	13	14	15	16	0	1	1	2	2	3	3	6	5	2	5	6	6	4	4	10	9	11	12	6	5	4	20	28	7	15	18	22	23	23	29	18	27	28	30	23	27	30	33	30	8	40	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	1	1	1	3	1
21000	-250.078306088472573	-248.087659624708323	-1.990646463764238	0.000095471439667	0.000013375335038	0.140097762055726	0.544982949179783	0	3	3	6	5	7	6	6	4	7	6	7	6	8	9	7	8	8	8	9	9	9	10	10	9	10	10	11	12	13	13	14	12	13	16	13	14	14	13	12	15	16	0	1	1	1	9	3	3	3	2	2	5	13	3	4	16	2	4	4	8	8	10	2	25	21	6	10	4	18	23	25	25	27	28	28	30	13	22	22	27	23	38	29	1	2	1	3	1	2	2	3	1	2	1	1	2	1	1	2	1	2	1	1	1	3	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	2	1	2	1	2
21500	-239.780531545946445	-238.089090254389362	-1.691441291557094	0.000128707181665	0.000026538544714	0.206193192727680	0.736659519144179	0	2	3	6	4	5	5	8	6	7	6	6	6	8	5	8	9	8	7	8	10	8	9	10	10	11	10	11	12	13	14	14	12	13	15	13	14	13	13	15	15	15	0	1	1	7	2	3	3	19	5	4	15	6	7	4	2	7	9	15	6	3	22	15	4	20	20	8	22	18	20	23	36	24	27	28	36	23	27	20	33	30	29	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	2	2	1	1	2	1	2	1	2	1	2	2	1	1	2	2	2	1	2	2	1
22000	-179.521269186600449	-177.757643171556538	-1.763626015043906	0.000079239333049	0.000014702844437	0.185549825714343	0.919360798370916	1	3	2	5	4	4	6	7	5	6	6	6	7	8	8	8	9	9	8	8	9	8	9	11	10	7	11	12	12	11	13	13	12	12	14	13	14	15	13	15	17	14	0	1	1	2	2	3	6	7	5	2	5	6	3	4	26	10	11	22	12	7	9	11	13	18	23	10	18	18	23	23	25	24	27	18	29	30	27	30	33	42	38	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1
22500	-223.225097710980265	-221.051364692035520	-2.173733018944735	0.000082678403427	0.000009569890145	0.115748366542482	0.719449039511926	0	3	2	6	4	5	7	7	5	6	6	6	6	7	9	8	9	8	7	8	9	7	10	11	9	11	11	12	12	12	14	14	11	12	16	11	14	14	13	14	17	13	0	1	1	2	2	3	3	3	5	2	9	3	2	2	10	14	9	22	12	6	14	11	8	18	7	15	22	18	8	13	29	24	22	18	40	25	28	30	27	36	29	23	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	2	1	1	3	2	3	3	1	2	3	2	1	1	1	2	1	2	3	2
23000	-204.579918776207251	-202.846161868722646	-1.733756907484598	0.000081836421859	0.000015842402694	0.193586209348612	0.709612216231436	1	3	3	4	4	6	6	7	5	6	6	7	6	8	9	8	6	7	8	9	10	8	9	10	9	11	11	11	12	13	13	13	11	13	15	13	15	15	13	14	16	16	0	1	1	2	2	3	3	3	5	2	2	7	3	2	10	10	5	11	12	7	5	4	7	22	8	15	22	22	20	23	29	28	21	22	30	23	22	36	27	29	29	40	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	3	1	1	1	2	1
23500	-197.179433811042202	-195.565643709880362	-1.613790101161847	0.000064071629681	0.000015005315239	0.234195935294944	0.738754261433127	1	3	3	5	4	5	5	7	5	4	6	7	7	9	8	7	8	8	8	7	9	8	9	11	8	9	11	9	12	13	14	14	13	13	16	13	14	14	13	15	15	15	0	1	1	2	2	3	3	7	5	2	9	6	7	4	10	10	9	11	12	3	5	5	25	28	20	15	14	18	25	23	29	24	27	28	30	29	27	29	27	36	29	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	1
24000	-220.188524761435332	-218.617715587108563	-1.570809174326758	0.000091792521004	0.000023265752434	0.253460218539625	0.760582012032355	0	2	2	5	5	4	6	7	4	7	3	6	7	7	9	6	9	8	7	8	8	7	9	10	9	10	10	11	13	11	13	14	12	13	14	13	14	15	13	12	16	15	0	1	1	2	11	3	3	3	11	16	2	6	3	5	10	2	13	5	3	13	9	5	8	22	13	15	18	22	30	23	30	28	28	18	23	40	33	35	28	25	38	36	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	2	3	1	2	1	1	1	2	1	1	2	1	1	2	1	1	3	2	1	1	1	1	2	1	1
24500	-184.532661690164474	-182.903220377378119	-1.629441312786367	0.000084746309688	0.000019316745330	0.227936123717478	0.871654546578275	1	3	3	5	5	5	5	6	5	5	7	6	6	9	8	8	9	9	7	8	9	7	8	10	9	10	11	12	12	12	13	14	13	13	15	14	14	14	14	13	16	15	0	1	1	2	2	3	3	3	2	2	9	6	7	4	10	10	5	22	12	13	11	5	3	22	20	15	16	18	23	25	29	24	27	28	29	40	27	29	33	29	38	40	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1
25000	-211.403483525204706	-209.683007807646987	-1.720475717557722	0.000077187167146	0.000015235041720	0.197377909866819	0.696578552799369	-1	2	3	5	3	6	5	7	5	6	6	5	6	8	8	7	9	8	8	8	8	9	10	10	10	10	10	12	12	13	13	14	13	11	15	13	13	14	14	14	17	15	0	1	1	2	2	3	3	7	5	3	4	3	7	11	10	10	14	9	12	6	5	18	20	21	6	15	18	22	23	23	25	21	27	18	29	23	27	23	27	23	38	30	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1
25500	-242.162128339135279	-239.893733957365896	-2.268394381769383	0.000122473572455	0.000012952816732	0.105760095608329	0.629974556532908	1	3	3	4	4	7	5	8	5	5	6	6	7	8	8	7	10	6	7	8	10	8	9	9	10	11	11	11	11	12	13	14	12	10	15	14	14	15	13	13	16	14	0	1	1	2	2	12	3	3	5	2	5	7	1	1	10	10	11	5	7	3	5	18	20	18	7	15	22	18	7	23	23	28	22	18	23	40	22	25	28	30	20	40	1	1	1	1	1	1	1	2	1	1	1	1	3	3	2	1	2	1	1	3	2	2	1	1	2	2	1	2	3	2	2	2	2	1	3	1	3	4	2	1	4	1
26000	-220.876706490072081	-219.133108799821372	-1.743597690250705	0.000079730865564	0.000015217921456	0.190866126295202	0.637412435222482	0	2	3	5	3	6	6	5	5	7	7	7	7	7	9	7	8	8	8	9	10	9	9	11	10	11	11	10	12	13	13	15	12	14	15	14	14	15	13	14	17	14	0	1	1	2	2	3	8	3	5	4	2	6	8	2	10	4	9	9	12	3	11	18	7	18	8	15	22	22	25	23	25	24	28	17	23	23	27	30	27	23	38	29	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	2	2	1	3	1	1	2	1	1	1	1	1	1	2	2	2	2	3	3	2	2	1	1	2	1	1
26500	-215.908951784761200	-213.954608866455970	-1.954342918305225	0.000064093489570	0.000009355470405	0.145966001655847	0.551332793377875	1	2	3	5	4	6	7	7	3	6	5	6	6	8	8	7	9	9	8	7	9	8	9	10	10	11	11	11	12	12	12	14	11	13	16	11	15	15	13	15	16	15	0	1	1	2	9	3	6	13	2	2	9	3	3	4	2	10	22	4	12	13	14	5	13	22	23	14	22	18	23	23	25	24	18	28	29	23	33	29	33	36	29	36	1	1	2	2	1	1	1	1	1	2	1	2	1	1	3	1	1	2	1	1	1	2	2	1	1	2	1	1	2	2	1	2	1	1	2	1	3	1	1	2	2	2
27000	-212.645691502338366	-210.933739903359765	-1.711951598978592	0.000087447459068	0.000017479728757	0.199888355170787	0.710801181961451	1	4	3	5	5	5	6	7	6	6	7	7	5	8	8	8	9	7	6	8	9	9	8	10	9	10	10	11	13	12	13	15	13	12	16	13	15	14	13	15	17	14	0	1	1	1	2	3	13	3	2	1	5	19	3	2	10	2	9	5	6	8	9	18	8	18	8	15	18	18	8	23	25	24	28	22	30	30	33	23	18	36	29	29	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	1	2	1
27500	-215.366909847322319	-213.666017636862023	-1.700892210460291	0.000075729602525	0.000015391287312	0.203240038232264	0.695682398492621	1	3	3	5	5	6	5	5	4	5	6	7	7	8	8	6	9	8	8	9	9	8	10	10	8	10	12	11	12	11	13	12	13	12	14	12	15	15	14	14	17	15	0	1	1	9	9	8	3	3	2	2	9	7	7	4	10	2	9	9	12	13	9	11	25	22	7	15	24	21	25	23	23	24	27	22	30	30	27	30	34	36	23	40	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	2	3	1
28000	-232.088647040605423	-230.573054193462639	-1.515592847142778	0.000088029402237	0.000025021554686	0.284240879181568	0.636447966545194	0	3	2	4	5	6	7	6	6	5	7	7	6	9	8	7	8	8	8	8	9	9	10	10	9	11	10	11	13	12	13	15	12	12	15	14	14	13	14	13	15	16	0	1	1	1	2	3	8	4	5	2	5	6	3	6	2	10	5	2	6	8	11	5	25	18	7	15	21	22	23	23	25	24	14	28	30	40	27	23	33	30	30	36	1	2	1	3	1	2	1	1	1	1	1	1	2	3	4	1	1	3	2	1	2	1	1	1	1	2	1	1	2	2	2	3	1	1	2	1	2	2	1	1	2	1
28500	-212.730599770491523	-211.235283680472293	-1.495316090019238	0.000081864300285	0.000024392761471	0.297965796887154	0.737774831591811	1	3	2	6	5	4	6	7	4	5	6	6	5	8	9	7	10	9	7	8	9	8	9	10	10	11	11	11	13	11	13	14	12	14	15	13	14	14	14	14	16	16	0	1	1	5	9	3	13	13	2	2	5	6	3	4	10	10	18	9	12	7	5	11	20	22	23	4	17	18	7	20	8	24	28	28	31	30	27	29	33	30	30	36	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	3	1	1	3	1	3	2	1	2	2	1	1	1	1	1	3	1
29000	-199.193731937485069	-197.618609025682304	-1.575122911802757	0.000108824012549	0.000027355159617	0.251370621027941	0.862948755600529	1	3	3	5	4	6	6	7	5	6	7	7	7	7	8	8	9	8	8	9	10	6	8	10	10	10	10	11	12	10	13	13	11	14	14	14	14	15	13	15	15	16	0	1	1	2	2	3	3	3	5	2	9	7	3	4	8	10	10	22	12	8	11	5	8	18	23	15	22	18	25	23	29	33	22	28	29	29	27	29	33	36	29	36	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
29500	-204.713039402822261	-202.998906967529564	-1.714132435292699	0.000096642744344	0.000019255116653	0.199240168353579	0.669706501506832	0	3	3	5	4	6	6	7	6	7	7	5	4	7	7	7	8	7	7	9	9	8	10	10	8	9	10	12	11	13	13	15	12	13	15	13	14	14	13	14	16	16	0	1	1	2	2	13	13	13	5	2	5	3	3	4	4	4	8	5	12	7	11	18	7	22	7	10	18	22	20	29	29	24	27	22	40	29	27	29	33	36	38	36	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	2
30000	-236.776872460020371	-235.182635440657805	-1.594237019362570	0.000102868210811	0.000024950780172	0.242550929735239	0.791921486703838	0	3	2	4	4	6	4	7	6	5	6	6	6	9	7	8	9	8	8	8	8	8	9	10	9	10	12	10	13	11	13	15	13	13	15	13	13	14	12	11	17	16	0	1	1	2	1	7	3	12	5	2	2	4	7	16	10	10	18	10	6	8	9	9	13	18	20	15	18	22	14	9	25	37	18	16	36	40	28	29	22	25	38	29	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	2	2	1	2	2	1	2	1	2	1
30500	-201.405522980259065	-199.780757053198442	-1.624765927060623	0.000086802564861	0.000019944529176	0.229768892293196	0.827459300377490	0	4	2	2	4	7	6	8	6	6	6	6	4	8	8	7	8	7	8	8	8	8	10	10	10	10	9	11	11	12	14	15	12	13	15	13	14	13	12	15	16	16	0	1	1	1	4	13	13	7	5	2	5	13	3	4	10	10	11	9	12	7	9	18	20	18	20	15	18	22	25	20	30	33	18	28	30	30	27	29	27	36	35	29	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2
31000	-211.641192630356670	-210.145480071411953	-1.495712558944722	0.000076271990418	0.000022704753719	0.297681410893671	0.682288919546138	0	2	3	6	4	6	6	6	6	5	6	6	5	8	8	7	9	8	8	9	9	9	9	10	10	11	11	10	12	13	14	15	12	13	16	14	13	14	13	13	16	16	0	1	1	2	3	3	13	3	5	2	5	3	3	2	4	2	9	4	12	8	16	18	7	18	8	15	18	18	23	29	25	34	27	4	30	40	27	23	27	23	38	36	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	1	3	1	1	4	1	1	2	2	1	2	1	1
31500	-179.115650819535915	-177.372356437698528	-1.743294381837399	0.000081720970833	0.000015604526835	0.190948867541171	0.977069317199742	1	3	3	4	5	7	7	8	6	5	7	7	5	7	8	7	9	8	8	8	9	9	9	10	10	10	11	11	12	13	13	14	12	14	15	13	14	14	13	14	15	15	0	1	1	2	4	13	13	7	5	4	9	13	3	4	10	10	5	11	12	13	11	18	20	22	23	15	18	17	25	29	25	24	27	28	29	23	27	29	33	36	38	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2
32000	-239.375329304924350	-237.807588533322757	-1.567740771601605	0.000072015147156	0.000018361727879	0.254970358371794	0.531017690285776	0	2	2	5	4	5	7	8	5	7	6	7	5	7	8	6	9	8	7	7	9	9	8	11	10	10	10	12	12	12	13	14	12	11	15	14	15	15	12	14	15	16	0	1	1	2	2	3	6	13	5	11	9	6	3	2	16	1	5	11	6	3	4	18	20	21	7	15	18	22	25	23	23	18	27	18	31	30	27	40	34	29	25	36	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	3	3	1	1	2	1	1	1	1	3	1	1	2	1	2	3	4	2	2	1	1	2	1	1	2	2	2
32500	-212.930421705495576	-211.154333656644866	-1.776088048850722	0.000113869700110	0.000020767712007	0.182381370869245	0.643842625391974	0	3	3	5	4	5	6	8	6	5	6	7	6	7	7	7	10	8	8	7	9	7	9	10	10	10	11	12	11	13	13	14	12	14	15	12	13	13	13	14	15	15	0	1	1	2	2	3	3	7	5	5	5	6	3	11	4	10	5	22	7	13	13	11	12	18	20	14	18	18	23	23	25	24	27	22	36	23	27	29	33	29	31	40	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	3	2	2	1	1	1	1	1	1
33000	-201.228217766654950	-199.723825893182124	-1.504391873472837	0.000057398468501	0.000016738699426	0.291622753414381	0.780430918602082	0	1	3	5	4	5	7	7	5	6	6	7	6	7	8	8	9	9	8	9	9	8	10	11	8	10	11	12	12	12	11	14	11	13	15	14	15	14	14	13	16	16	0	1	1	2	2	3	3	13	5	5	5	6	6	4	10	10	9	22	12	8	11	11	25	17	8	15	22	22	23	23	25	24	17	18	25	40	34	25	28	30	38	36	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	3	1	1	3	1	1	1	1
33500	-209.614747093844159	-208.043559804453253	-1.571187289390898	0.000086991779737	0.000022032887298	0.253275509067053	0.672741656285423	1	3	3	5	4	5	5	7	6	7	6	6	7	8	8	8	9	8	8	9	9	9	8	11	10	10	10	11	11	12	12	13	13	13	14	13	14	14	14	14	16	16	0	1	1	2	2	3	3	7	5	9	5	6	3	11	10	10	9	5	12	8	9	9	7	22	23	15	17	18	23	25	25	28	27	28	29	29	11	23	28	25	35	36	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	4	2	2	1	1	2
34000	-203.144349267618509	-200.703679937161780	-2.440669330456739	0.000078198126141	0.000007097671753	0.090765240846043	0.879732054435621	0	2	3	4	4	6	6	8	5	6	7	7	7	8	8	6	8	8	8	8	9	9	10	10	10	8	11	12	10	12	12	14	13	12	13	14	14	15	14	13	16	15	0	1	2	2	2	3	3	7	5	2	9	6	3	9	10	4	9	9	13	6	11	18	20	18	20	2	18	22	8	29	29	34	27	18	30	40	34	30	33	30	38	36	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
34500	-220.450436311883010	-218.986663987040117	-1.463772324842897	0.000078830465026	0.000025473121948	0.323138039835271	0.759826228787765	1	3	3	5	4	6	6	7	6	5	7	4	6	7	8	8	9	7	7	8	8	8	9	10	10	9	11	10	11	12	13	13	13	11	14	13	13	14	14	15	16	15	0	1	1	2	2	3	3	3	5	2	5	3	3	4	10	10	16	9	12	8	9	18	8	18	23	11	22	22	23	23	34	34	28	18	7	30	34	30	28	36	38	29	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	3	1	1	1	2	1	1	2
35000	-213.632911969807196	-212.157543531109809	-1.475368438697387	0.000099272782364	0.000031096714764	0.313245121404742	0.790612264392056	-1	3	1	4	5	3	6	7	4	6	6	5	6	8	8	8	10	7	7	8	8	9	9	10	9	10	11	11	13	12	13	14	13	14	15	13	14	14	14	15	16	15	0	1	1	2	9	3	2	13	2	9	9	6	6	11	10	10	4	2	12	13	9	18	20	18	20	15	22	17	20	23	30	24	27	22	30	30	27	13	27	23	38	36	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	3	1	1	3	2	2	2	1
35500	-220.774497024092483	-219.226439994034791	-1.548057030057697	0.000081990228110	0.000021740919689	0.265164766456886	0.760589182550809	1	2	3	5	5	4	5	7	6	6	7	6	6	8	7	8	8	9	7	7	9	8	8	11	9	11	12	12	12	11	13	14	9	12	14	14	14	13	13	14	15	15	0	1	1	2	2	3	6	7	2	4	9	6	3	9	10	10	5	22	12	7	11	9	20	33	23	15	17	22	23	23	25	24	22	22	30	30	28	30	27	30	30	23	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	1	1	1	1	2	2
36000	-194.456340009133470	-192.888059923319929	-1.568280085813535	0.000093952092087	0.000023929924016	0.254703471573077	0.842746445356128	1	3	3	5	4	5	7	8	5	6	7	6	5	6	8	7	9	8	7	8	9	7	10	10	9	10	11	11	12	12	13	14	12	12	15	14	14	15	14	15	16	14	0	1	1	2	2	3	13	12	5	2	5	6	3	2	4	10	11	22	12	13	5	9	8	18	7	15	10	22	23	23	23	28	27	18	42	29	33	29	33	23	29	30	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	2	1	2	2	1
36500	-190.784020735728063	-188.377068481272744	-2.406952254455312	0.000087434645445	0.000008168777627	0.093427240264196	0.834164301041649	0	3	3	5	4	6	6	5	6	6	6	7	7	8	9	7	10	7	8	7	9	8	9	9	10	10	11	11	12	12	13	13	13	13	15	13	14	14	12	14	16	16	0	1	1	2	2	3	8	3	5	2	5	6	8	11	10	4	9	9	12	8	11	18	20	22	23	15	18	18	23	23	30	17	27	27	30	23	27	30	28	30	38	40	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1
37000	-205.220929287882370	-203.512812183372006	-1.708117104510357	0.000101433429876	0.000020391983562	0.201038095493756	0.660598632643536	1	3	3	5	4	5	7	6	6	6	6	6	6	8	8	7	8	7	8	9	8	9	9	10	9	9	11	10	11	13	13	14	12	12	15	13	14	14	13	14	17	16	0	1	1	2	2	3	3	3	5	2	5	6	3	11	2	10	9	5	12	7	9	18	13	18	8	15	28	18	25	29	25	24	27	22	36	23	27	23	33	29	23	40	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	2	2	3	1	1	3	1
37500	-189.983881033166938	-188.120492313101153	-1.863388720065786	0.000090997889174	0.000014807659649	0.162725309164722	0.794880219364857	1	3	3	5	4	7	5	7	5	6	7	6	6	6	8	8	7	9	8	7	8	8	9	11	9	10	11	10	12	11	11	14	12	12	15	13	14	13	13	15	17	14	0	1	1	2	2	12	3	13	5	1	5	3	3	4	10	10	9	22	12	13	5	10	7	18	20	15	22	18	30	25	25	24	27	28	36	29	27	23	33	42	38	36	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
