step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
58500	-253.056322457792646	-250.558578851548674	-2.497743606243965	0.000124354504650	0.000010758931682	0.086518230380144	0.629299691300880	0	3	2	5	3	5	6	7	6	6	6	6	5	9	7	6	8	8	7	8	9	8	8	11	9	11	11	10	12	11	13	14	12	13	15	14	14	15	13	14	14	15	0	1	1	5	1	2	3	6	5	4	3	3	3	4	2	2	5	2	7	7	11	16	7	12	6	7	22	22	7	20	29	27	28	18	29	25	28	30	27	29	30	40	1	1	2	1	2	1	2	1	2	1	3	2	2	2	3	2	2	2	1	1	1	1	1	3	2	2	2	1	3	2	1	1	1	3	1	3	2	2	2	1	2	1
59000	-222.588634186395637	-221.112851383734210	-1.475782802661424	0.000099310707540	0.000031074977661	0.312906618336153	0.805456264848294	0	3	2	5	4	6	6	6	5	6	6	7	4	8	9	6	10	7	8	7	10	8	9	10	9	10	12	10	12	13	13	15	13	14	15	11	13	14	12	12	17	16	0	1	1	2	3	13	13	13	5	2	9	6	3	4	10	5	15	9	7	6	5	18	20	18	13	4	28	18	23	29	29	24	27	37	29	20	27	29	26	36	38	40	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	3	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2
59500	-197.686673438656101	-195.734820854808873	-1.951852583847226	0.000116229528348	0.000017014153686	0.146384089553397	0.820266792626431	1	3	2	5	4	7	6	7	5	6	7	6	4	9	8	8	8	8	7	9	9	7	9	10	10	10	9	11	13	11	14	15	11	13	14	13	13	15	13	15	17	14	0	1	1	2	2	13	13	13	5	4	5	3	3	4	10	10	11	22	12	8	11	5	8	18	6	15	22	22	30	23	29	34	27	26	20	25	27	30	33	36	35	29	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	2	2	1	1	2	1
60000	-218.180374873991326	-215.752726936035145	-2.427647937956187	0.000123098486450	0.000011297881242	0.091779205154643	0.667618576016067	1	2	2	6	4	5	6	7	5	6	6	6	6	8	8	8	9	8	8	9	9	9	8	11	10	10	11	11	13	12	13	15	12	13	15	13	14	15	14	14	17	15	0	1	1	2	2	3	3	13	5	2	5	6	3	4	4	13	11	11	12	12	5	18	7	22	20	15	18	18	23	23	20	28	27	22	29	23	27	29	28	23	25	29	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	2	1	3	1	2	1	2	1	1	2	3	3	1
60500	-227.666240992483182	-226.013122977495414	-1.653118014987761	0.000077336389164	0.000016944585726	0.219102364472581	0.655957531907780	1	3	3	5	4	5	5	6	5	6	7	7	6	8	8	7	10	7	7	8	9	9	9	7	10	11	11	11	12	13	13	15	12	13	15	13	15	15	12	15	17	16	0	1	1	2	2	3	3	3	5	2	9	8	3	2	10	10	11	9	6	13	9	18	8	4	20	15	22	2	6	25	23	24	28	22	29	29	17	23	21	36	35	40	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1	1	3	4	1	2	3	1	2	2	1	3	3	1	1	1	1
61000	-230.067619419230226	-228.633536149411157	-1.434083269819081	0.000083491396633	0.000029482540511	0.353120701048583	0.696248212063501	1	3	3	6	5	6	5	6	4	7	6	7	7	8	8	6	9	9	8	9	10	8	10	10	10	10	11	11	13	12	12	14	11	12	16	12	15	14	14	15	15	15	0	1	1	3	3	3	3	3	2	2	9	7	7	5	4	2	9	9	6	13	18	4	13	11	20	15	22	9	25	25	23	24	18	11	29	23	27	23	34	36	38	36	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	1	1	1	1	3	3	1	1	1	3	1	2	1	2	1	2	2	1	2	2	1	2	1	2
61500	-244.562750759388678	-243.157653367912587	-1.405097391476095	0.000082932178815	0.000032576688956	0.392811203338068	0.624194985354802	0	4	2	5	2	6	5	8	6	6	7	7	6	8	8	7	9	9	6	8	9	9	10	10	9	10	11	12	12	13	14	14	12	13	15	13	13	14	14	12	16	16	0	5	1	2	1	3	3	13	5	2	9	19	3	4	10	10	9	5	3	7	11	10	13	17	7	2	22	22	6	17	29	24	18	22	8	40	27	30	33	23	29	36	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	2	3	1	3	3	4	1	3	2	2	3	1	1	1	2	1	2	2
62000	-208.471247809854560	-206.344325499281155	-2.126922310573392	0.000148898940280	0.000018056430124	0.121266344074294	0.808045476057474	1	3	3	5	5	5	5	7	6	7	6	6	6	8	9	6	9	8	7	9	7	7	10	10	8	11	12	10	13	11	13	14	12	12	15	13	14	15	14	14	17	16	0	1	1	2	2	3	3	13	5	4	5	6	7	5	16	2	14	22	12	13	11	16	25	18	7	15	22	22	25	20	25	33	18	14	31	25	34	31	27	30	42	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	3	1	1	1	2	1	2
62500	-179.173032192923841	-177.595929069123599	-1.577103123800246	0.000065154089230	0.000016316158355	0.250424164435973	0.871598526068387	1	3	2	5	4	5	5	6	5	5	6	6	6	8	8	7	9	8	7	7	8	9	9	10	10	10	10	10	12	11	13	13	12	13	16	13	14	14	14	14	16	15	0	1	1	2	2	3	3	7	5	2	5	6	7	4	10	10	11	5	12	7	9	18	20	18	23	15	18	18	23	23	25	28	28	22	29	30	27	29	33	36	38	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1
63000	-198.890066130701882	-197.292706463016572	-1.597359667685303	0.000072442295416	0.000017471181375	0.241173768370634	0.642663347314427	1	3	3	5	5	6	6	7	6	6	7	7	5	7	8	7	9	7	8	8	10	9	9	10	10	10	11	11	13	12	13	14	13	14	16	13	13	14	14	14	17	16	0	1	1	2	2	13	13	3	5	2	5	6	3	5	10	10	5	5	12	7	8	18	8	18	20	15	22	18	30	23	25	24	27	33	30	23	27	23	37	36	38	40	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	3	2	2	1	1	2	1
63500	-196.292133523816403	-194.601450715563203	-1.690682808253191	0.000109749404161	0.000022655995780	0.206433884115422	0.791541435372271	0	3	2	5	5	6	4	7	4	6	6	6	6	7	9	8	9	9	8	8	10	7	10	11	9	10	12	12	12	11	11	15	12	14	15	13	11	14	13	13	16	15	0	1	1	2	9	3	3	7	2	4	9	7	7	4	10	10	9	22	12	8	11	11	25	18	20	15	37	18	23	20	13	24	37	28	36	23	18	23	37	31	29	40	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1
64000	-223.923017512186874	-221.992747501029925	-1.930270011156949	0.000092475615553	0.000013880270069	0.150096541519743	0.687196064524426	0	2	2	3	4	6	6	5	5	5	6	7	7	8	9	7	9	7	6	8	9	8	9	11	9	11	11	10	11	10	12	13	12	12	15	13	14	13	13	14	17	16	0	1	1	1	2	8	3	3	5	5	5	19	8	4	10	4	9	9	3	3	11	18	20	28	13	15	18	18	25	6	25	27	28	22	29	20	34	23	33	20	38	35	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	1	2	1	2	3	2	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	1	2	1	3	2	1
64500	-231.669866140437307	-230.008767922557666	-1.661098217879647	0.000069713637964	0.000015077759135	0.216281341428335	0.663961932460551	1	2	2	5	3	6	6	4	5	6	7	7	6	9	7	6	9	8	7	8	10	6	9	10	10	10	11	11	11	12	13	13	12	12	14	13	14	14	12	15	16	15	0	1	1	5	2	3	3	2	5	4	5	6	3	4	16	2	11	22	7	8	5	5	6	18	23	15	18	22	23	23	23	24	18	22	30	29	22	30	27	36	6	36	1	1	1	1	1	3	2	1	1	1	2	1	2	1	1	1	1	2	1	2	3	2	1	1	1	2	2	2	1	2	1	1	2	2	1	1	3	1	1	2	4	1
65000	-234.938481810987412	-232.618164402000673	-2.320317408986732	0.000110200001424	0.000011114054273	0.100853485748690	0.539172248767055	1	3	2	4	4	5	5	7	5	6	7	7	6	9	8	8	7	7	7	9	9	8	9	11	10	9	11	11	12	13	14	15	12	13	15	13	14	15	12	13	16	15	0	1	1	2	2	3	3	1	5	4	5	7	5	2	11	10	9	9	6	6	22	9	7	22	8	15	18	22	23	7	29	24	22	18	30	23	24	31	18	23	30	40	1	1	1	1	1	2	2	3	1	1	1	1	1	3	1	1	1	1	1	2	1	2	2	2	2	1	2	2	1	4	1	3	2	3	1	2	1	1	2	2	2	2
65500	-198.230360028619572	-196.373149177033980	-1.857210851585583	0.000084288909022	0.000013822325262	0.163987473825239	0.746897383215668	1	3	3	5	4	6	7	6	6	6	5	7	6	8	8	7	9	7	8	7	10	9	10	9	10	10	11	11	12	12	13	14	13	13	15	13	14	14	13	15	16	15	0	1	1	2	2	3	8	3	5	2	5	6	3	4	10	10	10	10	6	8	11	18	20	18	20	15	22	22	25	7	23	34	22	18	29	23	28	23	27	36	38	36	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	4	1	1	2	3	1	2	2	2	1	1	1	1
66000	-233.351878964845639	-231.537138732510329	-1.814740232335297	0.000137560128774	0.000023821027389	0.173168109115339	0.576863438579796	1	3	2	5	4	6	6	8	6	7	7	5	6	9	8	8	9	8	8	8	8	9	10	10	9	11	11	11	12	12	14	15	12	14	15	13	14	14	13	14	16	15	0	1	1	2	2	3	1	6	5	2	9	3	3	8	4	11	9	9	6	3	10	18	7	10	6	7	22	18	20	4	29	24	22	33	30	23	22	23	27	29	29	40	1	1	1	1	1	2	2	1	1	2	1	1	3	1	1	1	1	1	1	2	1	1	3	2	1	2	2	1	2	3	1	3	2	1	1	2	2	2	2	1	1	1
66500	-232.774463920887854	-230.937168930718002	-1.837294990169850	0.000100083134751	0.000016831921965	0.168179404118640	0.791149980468688	0	2	3	6	5	5	6	6	5	6	3	7	4	9	8	8	10	8	5	6	10	6	7	10	9	10	11	12	10	12	13	14	13	11	16	13	14	14	13	14	14	16	0	1	1	2	11	13	6	13	11	9	2	19	3	4	4	10	5	22	3	3	9	9	7	22	23	15	22	4	20	23	25	28	28	22	38	29	28	30	27	36	23	36	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	2	1	1	2	2	2	3	2	1	1	2	1	2	1	1	1	1	3	2
67000	-184.748447153854812	-182.989790997278845	-1.758656156575954	0.000083345361624	0.000015572461535	0.186842569663517	0.803021828012123	1	3	2	5	4	5	7	5	6	6	6	6	6	8	9	7	9	8	8	8	9	9	10	11	10	8	10	10	11	12	13	14	12	11	15	13	13	14	13	15	16	16	0	1	1	2	2	3	6	3	5	4	5	8	3	11	26	10	11	11	12	8	9	18	20	18	20	10	18	18	23	23	25	24	27	18	29	23	27	29	33	36	38	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2
67500	-181.742674642564424	-179.684042422373807	-2.058632220190623	0.000110641406778	0.000014398158494	0.130133545059642	0.872811284140961	0	2	2	6	4	5	6	6	6	5	6	6	6	8	8	6	8	7	7	9	10	8	10	11	10	10	11	11	12	12	13	14	12	12	15	12	14	14	13	14	16	16	0	1	1	5	2	3	6	6	5	2	5	6	3	4	10	10	11	9	12	8	11	18	20	22	20	15	22	18	20	23	25	24	27	18	30	23	33	30	28	36	38	40	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1
68000	-231.089413179938049	-229.412800760130267	-1.676612419807777	0.000083349910234	0.000017587046524	0.211002585067643	0.623524127607868	0	3	2	6	5	5	6	6	5	4	4	4	5	9	7	7	9	7	5	9	8	8	10	11	9	10	9	10	12	13	13	15	12	13	15	12	14	14	14	15	16	15	0	1	1	11	11	3	6	3	2	1	2	3	2	15	2	10	18	5	12	7	9	18	25	18	8	15	18	22	23	23	29	24	27	28	31	23	28	29	33	29	20	36	1	2	1	1	1	3	1	2	1	2	1	1	1	2	2	2	1	1	1	2	2	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	2	1	2	4	2
68500	-203.615826845770869	-201.489666446118321	-2.126160399652542	0.000094063036016	0.000011415462495	0.121359707050448	0.667558587605175	1	3	3	6	4	6	6	8	6	6	6	6	5	8	8	7	9	7	7	8	9	8	10	11	9	10	10	11	12	11	13	13	12	13	15	12	14	14	14	14	17	16	0	1	1	2	1	3	3	13	2	5	5	13	3	2	10	4	11	4	12	6	9	18	20	18	13	15	22	18	30	20	30	24	27	2	30	23	27	23	28	36	38	23	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	5	2	1	2	2	1	1	2	4
69000	-224.058890626303878	-222.172718611243567	-1.886172015060313	0.000088954448065	0.000014074166697	0.158217683351141	0.738657359451327	0	3	1	6	5	3	6	7	6	6	7	6	5	7	8	7	9	9	7	8	10	7	9	10	10	10	10	11	12	11	13	15	12	14	14	12	14	13	13	14	16	16	0	1	1	2	2	3	13	13	2	2	9	13	3	5	10	2	9	9	12	7	9	4	20	22	23	15	9	18	30	23	30	17	28	28	30	23	18	30	24	36	38	40	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	2	2	2	1	2	1
69500	-216.646143085626647	-215.057566874547547	-1.588576211079102	0.000066350618978	0.000016261977541	0.245091572487029	0.721517817850381	0	3	2	5	5	6	5	7	4	6	6	4	6	8	8	7	10	9	7	6	9	7	10	11	8	11	11	10	11	12	13	14	12	13	14	13	15	14	14	14	15	15	0	1	1	2	9	3	3	7	2	4	5	3	3	4	4	10	11	22	12	7	5	5	20	18	6	15	18	22	20	29	25	28	28	18	23	23	27	13	33	30	38	40	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	2	1	2	3	1	3	2	1	2	2	3	2	2	1	1	1	1
70000	-198.406927071198908	-196.590931260339886	-1.815995810859023	0.000088071838280	0.000015226149374	0.172883292446080	0.893755911692353	1	3	3	5	4	6	5	7	6	6	5	6	5	7	8	8	9	8	7	8	9	9	9	10	10	10	11	12	12	10	13	14	13	12	16	13	14	15	14	15	17	15	0	1	1	2	2	3	3	13	5	4	5	13	3	4	10	10	9	9	12	7	5	18	20	18	23	15	9	18	25	23	25	34	34	22	29	29	27	31	33	29	40	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1
70500	-203.676852551122664	-201.807995459881852	-1.868857091240820	0.000068971836988	0.000011147407213	0.161622594090749	0.747330191102821	0	3	2	5	4	5	5	7	5	7	7	6	6	8	8	8	9	8	7	8	10	9	8	10	10	11	11	12	11	12	12	13	13	13	15	12	14	14	13	14	16	16	0	1	1	2	2	3	3	7	5	2	5	6	7	4	10	10	11	9	12	7	11	11	13	18	23	15	22	18	23	23	25	22	28	28	30	23	27	30	22	30	36	40	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	1	1	1	2	1
71000	-220.843111623399437	-219.330636048432666	-1.512475574966778	0.000110510312061	0.000031633450563	0.286248857445124	0.737824187027672	0	3	2	4	5	5	6	7	6	6	7	6	5	7	9	7	9	8	7	8	8	9	9	11	9	10	11	12	12	12	13	15	12	13	14	13	14	14	13	14	15	14	0	1	1	2	2	3	3	13	5	1	9	6	3	4	16	4	11	9	6	7	4	18	20	21	20	10	21	22	23	23	29	34	27	27	36	23	11	7	27	36	29	30	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	3	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	4	3	1	1	1	1
71500	-211.303022761974063	-209.545531926911025	-1.757490835063038	0.000096616273316	0.000018081558101	0.187148163356433	0.706173094951207	1	3	2	5	4	6	7	7	5	6	6	7	5	9	8	8	9	9	7	8	9	7	9	9	9	9	11	12	12	12	13	14	12	13	15	14	14	14	14	13	16	15	0	1	1	2	2	1	3	13	5	4	5	13	3	7	10	10	11	22	6	2	9	9	8	22	20	7	18	22	23	23	30	24	22	27	29	40	27	30	33	29	38	40	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	3	2	2	1	2	2	2	1	1	2	1	1	1	2	1
72000	-232.862237182861605	-231.285741375404740	-1.576495807456872	0.000096382489435	0.000024164400338	0.250713594134520	0.623555127608167	1	3	3	6	4	7	5	7	5	6	6	6	6	8	8	8	9	7	8	9	9	9	10	10	9	10	11	12	12	11	13	15	12	11	16	13	14	13	14	15	14	14	0	1	1	2	2	7	3	3	5	2	9	3	3	2	8	10	18	5	12	7	11	18	10	18	8	4	4	22	23	25	30	24	27	18	23	30	27	30	28	36	23	36	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	3	1	3	4	1	2	1	1	1	2	1
72500	-241.931085636650835	-240.453283509263429	-1.477802127387400	0.000075655816210	0.000023549448577	0.311270828292850	0.671820862524186	1	3	3	5	4	7	6	7	6	7	5	4	5	7	8	7	8	8	6	7	10	7	9	10	10	11	10	11	12	12	13	13	13	13	15	13	14	14	13	14	14	16	0	1	1	2	2	7	3	13	5	4	5	3	3	2	10	2	5	16	12	13	16	13	1	22	23	15	18	22	23	8	25	14	27	22	30	29	27	23	24	36	7	36	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	1	2	1	3	2	1	2	1	2	2	3	2	3	1	4	1	1	2	2	1	1	3	2
73000	-202.199992538822301	-200.689068242756036	-1.510924296066257	0.000066010610986	0.000018962282867	0.287261132475050	0.709234392782555	0	3	3	5	4	5	4	7	6	6	6	6	6	8	8	7	8	8	7	8	8	9	9	10	10	11	11	11	12	13	14	13	12	13	16	12	14	14	13	14	16	15	0	1	1	2	2	3	3	7	5	4	4	3	7	4	10	13	9	9	12	13	11	18	8	11	23	15	18	22	8	23	25	24	18	28	30	23	33	29	27	36	38	36	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	3	2	2	1	2	1	2	2	1	1	1	1	1	2
73500	-236.329405668596138	-234.177354366812523	-2.152051301783621	0.000107301057969	0.000012688561194	0.118251967262215	0.591944207715048	0	3	2	4	4	6	4	8	5	7	6	7	5	7	9	7	9	8	7	8	8	7	9	11	9	11	9	11	12	12	14	15	13	12	14	13	14	14	12	14	17	15	0	1	1	2	2	3	3	7	5	2	5	13	3	2	14	4	11	22	1	6	11	5	6	22	19	16	18	22	23	23	29	24	24	22	25	23	27	20	24	20	38	30	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	3	1	1	1	2	3	1	2	1	2	2	2	1	3	1	2	2	2	2	4	1	3	2	2
74000	-204.120834536278153	-202.418850924539754	-1.701983611738406	0.000090929974010	0.000018450089532	0.202904374851053	0.895348891841638	0	2	2	5	5	7	6	7	4	6	7	7	5	8	9	7	10	7	8	8	9	9	10	11	9	11	10	9	11	12	11	14	11	13	14	14	14	15	13	13	16	15	0	1	1	2	9	13	5	13	2	4	10	7	3	10	14	10	10	5	12	13	9	18	25	28	7	15	22	18	23	25	25	24	27	27	23	40	27	29	33	23	38	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
74500	-211.060964250507936	-209.169517447792771	-1.891446802715155	0.000096860187419	0.000015226977447	0.157205740070941	0.822952711952717	1	3	3	5	5	6	6	6	4	4	7	7	5	7	8	7	9	9	8	6	9	8	10	11	9	10	10	9	11	11	13	14	11	13	13	13	15	15	12	14	16	16	0	1	1	2	9	3	13	3	2	2	5	7	3	4	14	5	11	22	12	3	11	5	8	18	6	15	17	22	25	20	30	34	27	22	29	23	33	29	33	36	30	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2
75000	-195.642812679667685	-193.607031828854559	-2.035780850813134	0.000106085940092	0.000014146056407	0.133345251926246	0.749950163700360	1	3	3	5	5	6	6	8	4	6	6	7	6	7	8	7	8	9	8	8	9	8	9	10	9	10	10	11	12	12	13	14	12	14	14	14	14	14	14	15	16	16	0	1	1	2	9	3	3	3	2	4	9	6	3	4	7	10	11	22	7	6	11	14	20	18	20	15	18	17	23	23	29	24	22	18	29	25	27	30	33	30	38	36	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	2	1	1
75500	-198.203875861250140	-196.483871332859906	-1.720004528390243	0.000070839207347	0.000013991811400	0.197515075669500	0.741182776441821	0	3	2	5	5	5	6	6	4	5	6	7	7	8	8	7	9	8	8	8	10	9	9	10	10	10	12	11	12	12	13	12	12	12	16	13	14	14	13	15	17	15	0	1	1	1	9	3	3	6	2	2	9	6	6	10	10	10	18	9	8	7	14	2	20	18	23	15	22	22	23	23	29	24	22	28	23	30	34	30	33	36	29	36	1	2	1	3	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1
76000	-192.865545785550324	-190.930200008189786	-1.935345777360533	0.000114277206119	0.000017051163505	0.149208788732152	0.919458848637617	1	3	3	5	4	7	5	6	5	6	7	5	5	8	8	8	10	9	6	7	8	8	9	11	10	10	11	11	12	12	12	13	12	13	14	12	15	13	14	15	15	16	0	1	1	2	2	8	3	7	5	2	9	3	3	10	10	10	14	22	12	7	5	11	20	18	23	15	18	18	13	25	25	24	22	28	30	23	27	23	18	36	38	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	2	1	2	2
76500	-198.062601330560085	-196.603232070727643	-1.459369259832431	0.000091046400931	0.000029783545152	0.327124903867598	0.852709255700227	0	2	2	5	3	7	4	6	6	6	7	7	7	7	8	8	8	9	8	8	10	8	10	10	9	10	11	11	12	12	12	14	12	13	14	12	15	15	12	14	17	15	0	1	1	2	2	3	3	7	5	4	9	8	7	4	10	10	11	22	12	6	9	13	25	18	20	16	22	18	23	23	25	24	27	4	30	23	33	30	22	36	38	40	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1
77000	-210.297682730786050	-208.691552459441539	-1.606130271344514	0.000082425300402	0.000019567306131	0.237394416952164	0.792370477581309	0	3	2	5	4	5	7	7	6	6	6	6	5	8	8	7	6	8	7	8	10	9	9	11	10	10	12	11	11	12	13	14	12	12	14	12	13	14	12	13	15	15	0	1	1	2	2	3	13	13	5	2	13	6	1	10	10	2	5	9	12	8	9	18	20	22	23	15	22	18	23	29	30	27	22	22	23	29	18	29	18	36	38	40	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	1	3	1	1	1
77500	-242.200342531338833	-240.408544466674869	-1.791798064663973	0.000132806911001	0.000023709899015	0.178529105420742	0.668132660015118	0	2	2	4	5	7	4	6	6	5	7	5	6	8	8	8	9	9	7	8	10	8	9	11	10	9	10	10	13	13	13	14	13	12	15	13	13	14	13	14	17	16	0	1	1	2	2	12	3	7	5	4	5	3	3	2	10	10	5	22	12	7	14	13	7	22	6	11	14	16	23	23	23	34	24	28	30	8	27	31	22	25	38	31	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	3	1	1	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	3	2	1	3	1	2	2
78000	-204.889470397755076	-203.356525063523776	-1.532945334231310	0.000090081702318	0.000024651353936	0.273655507188292	0.823995108084171	0	3	3	5	4	6	6	5	6	6	7	7	5	7	8	8	9	9	8	8	8	8	9	10	9	11	11	11	12	10	13	15	12	13	14	14	13	15	14	13	16	14	0	1	1	2	2	8	8	3	5	2	5	3	3	4	4	10	9	22	6	6	11	11	7	22	7	16	22	22	30	20	25	24	27	18	31	40	27	35	33	29	38	23	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	2
78500	-225.938181467288587	-223.724230360745878	-2.213951106542700	0.000096197180773	0.000010709293997	0.111326484940637	0.589052503575582	0	3	3	5	4	7	6	7	6	6	5	6	6	7	8	8	10	9	8	9	10	8	9	10	9	10	12	12	12	11	13	14	12	14	16	13	15	14	14	14	16	16	0	1	1	2	2	12	1	3	5	4	5	3	3	4	10	10	11	22	7	8	22	9	7	22	7	15	17	22	8	3	23	24	22	17	30	23	28	29	24	31	30	40	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	3	2	1	2	2	4	2	2	2	2	2	2	2	1	2	1	2	2
