step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-3399.637801626082819	-3398.175719541563922	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.467515273006126	-1	0	2	1	2	4	4	4	3	4	4	5	5	4	5	4	7	6	6	7	7	9	9	7	6	8	8	7	7	7	9	9	9	10	9	10	9	11	10	10	9	10	11	11	11	11	12	11	11	13	13	11	12	14	12	13	14	13	12	14	13	13	14	15	13	13	13	14	15	14	14	14	14	15	15	14	15	15	16	15	16	17	16	16	16	18	15	19	16	15	17	18	16	17	17	17	18	17	18	18	19	18	19	19	19	20	20	21	20	21	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	3	2	3	3	3	3	3	3	3	4	4	4	4	4	5	5	4	4	5	5	4	4	4	5	5	5	6	5	6	5	6	6	6	5	6	6	6	6	6	7	6	6	7	7	6	7	8	7	7	8	7	7	8	7	7	8	8	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	8	9	9	9	9	9	10	8	10	9	8	9	10	9	9	9	9	10	9	10	10	10	10	10	10	10	11	11	11	11	11	12
500	-1001.612465639538073	-999.422913787690732	-2.189551851847368	0.000009999361160	0.000028482532421	2.848435211604943	0.325215121232114	-1	1	2	2	3	1	4	4	3	4	5	5	5	3	4	5	8	7	5	7	7	8	9	8	5	7	8	7	6	7	8	10	9	10	10	10	9	11	10	8	7	10	10	11	11	11	11	9	9	13	10	11	13	15	10	13	15	13	11	15	13	13	13	15	13	13	13	14	15	14	13	14	15	15	15	12	15	16	17	14	16	18	16	14	17	17	15	20	16	16	17	17	16	18	18	17	19	18	19	19	19	19	20	19	20	19	20	22	21	21	22	0	1	6	1	3	1	14	5	6	14	14	5	14	6	14	14	9	7	15	14	29	16	24	7	9	12	18	19	15	16	29	16	16	41	19	29	16	27	27	29	16	41	37	8	28	27	24	41	29	42	30	28	48	40	29	12	35	47	48	49	29	51	27	58	47	47	51	51	43	48	21	55	21	51	71	36	61	51	51	36	72	59	48	59	51	51	53	74	40	29	31	49	22	49	67	80	55	87	31	67	15	93	55	61	91	61	51	71	61	51	93	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	3	1	1	1	2	2	1	1	2	2	2	3	2	2	2	1	1	1	2	1	4	2	3	2	1	1	1	2	1	3	5	1	4	2	1	1	5	6	1	3	1	1	1	2	2	3	3	3	2	4	3	1	1	2	4	4	2	1	4	5	2	5	4	1	3	6	7	5	4	5	5	5	2	7	2	8	4	10	1	8	3	1	5	6	4	4	7	4
1000	-802.740453568204543	-800.834108060829976	-1.906345507374593	0.000009974380313	0.000020971675008	2.102554178814273	0.570018206192403	-2	0	2	0	3	1	3	4	4	5	5	5	6	3	5	4	7	5	7	7	8	9	9	8	7	8	6	6	7	6	9	10	9	10	8	10	8	9	11	9	9	10	11	12	11	10	11	11	10	14	11	9	13	15	12	12	14	13	13	15	12	14	15	15	13	13	13	14	14	15	12	14	13	15	15	14	16	14	17	14	15	17	16	16	17	18	15	19	17	15	18	17	16	17	18	17	19	18	18	18	20	19	19	19	20	20	21	22	21	21	24	0	1	6	1	6	1	6	3	6	14	14	8	7	6	7	7	9	14	28	5	29	16	37	10	9	12	18	15	15	16	29	22	16	41	28	21	16	27	27	10	30	16	22	26	35	27	34	41	21	42	30	35	48	40	40	26	45	47	48	21	49	51	39	58	47	47	51	67	51	53	40	40	31	78	71	71	61	51	69	71	72	59	59	59	68	67	53	100	40	71	61	60	69	73	74	80	40	87	73	74	71	69	55	91	77	61	69	97	77	69	102	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	4	2	1	2	1	2	2	2	1	1	1	2	2	1	1	4	1	2	2	1	1	3	1	2	2	1	1	1	1	1	2	2	3	3	2	1	1	2	3	2	2	1	1	3	2	2	2	3	1	1	4	2	4	1	1	2	2	2	5	2	4	1	7	2	7	1	2	4	5	1	3	4	4
1500	-708.492418739697428	-707.058802142005220	-1.433616597692202	0.000009973346770	0.000009155319500	0.917978659712518	0.611745255596592	-1	1	3	2	3	1	5	4	4	5	5	5	5	3	4	5	8	7	6	7	8	9	8	7	7	8	9	7	6	7	9	9	10	11	9	10	8	12	11	9	9	11	10	11	12	10	11	10	11	14	13	11	12	15	11	14	14	13	13	14	13	13	14	14	13	14	11	13	14	14	11	14	13	14	15	14	15	15	15	16	15	18	16	16	15	17	15	19	16	15	17	18	16	17	17	17	19	17	18	19	18	18	19	17	18	20	21	22	20	21	23	0	1	6	1	6	1	14	6	5	14	14	3	3	6	5	14	9	14	15	10	29	24	30	16	9	12	7	19	15	16	29	30	23	41	28	29	30	46	27	21	37	41	37	26	35	27	41	41	31	42	30	35	48	71	40	26	45	47	48	49	31	67	39	47	47	47	43	67	51	53	40	55	49	68	71	71	61	67	69	71	72	59	59	59	68	78	53	74	71	76	77	61	69	73	74	80	55	87	61	74	89	69	72	77	77	99	51	103	104	93	102	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	4	1	1	2	2	3	1	1	1	2	3	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	3	1	3	2	2	1	2	1	2	3	1	2	3	2	3	2	1	5	2	3	2	1	2	4	1	2	1	4	3	2	3	3
2000	-650.074645994957223	-648.556769545974362	-1.517876448982830	0.000009914316653	0.000011381908067	1.148027490503151	0.677304151452903	-1	0	3	1	2	1	4	5	3	4	5	5	5	3	5	5	5	6	6	7	8	10	9	7	7	7	8	8	7	7	9	10	9	10	9	10	9	12	11	10	8	9	12	11	11	10	12	11	11	11	11	11	12	14	11	14	14	13	13	14	12	13	13	16	14	13	12	14	15	15	12	14	14	15	14	13	15	16	17	15	15	16	16	16	17	18	14	20	17	14	18	19	17	18	17	16	18	17	17	18	19	19	20	20	19	19	20	22	21	21	23	0	1	6	1	6	1	14	6	5	14	7	3	7	6	14	10	9	14	15	14	29	16	30	16	9	12	18	19	15	16	21	24	16	41	19	29	16	46	27	21	16	41	33	12	35	27	34	41	31	41	33	35	48	71	40	26	45	47	48	61	49	51	39	47	47	47	51	67	51	53	40	55	61	67	71	71	49	68	69	71	72	59	59	59	67	78	53	100	54	76	99	61	69	73	74	80	81	87	77	74	89	93	81	77	77	99	78	103	104	93	102	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	2	1	1	2	1	3	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	1	1	3	2	2	1	1	1	1	1	1	3	1	2	1	1	2	2	1	1	1	1	3	2	2	1	2	2	1	2	2
2500	-643.032156144843157	-641.278936419577917	-1.753219725265287	0.000009943036300	0.000017145173872	1.724339865084968	0.756582639399847	-1	1	3	2	2	1	3	4	3	4	4	4	6	2	5	4	6	5	6	8	8	9	9	7	5	8	8	7	6	6	9	9	9	10	9	10	8	12	11	10	9	11	11	12	11	10	11	11	11	13	13	11	12	15	12	11	14	14	13	13	13	14	14	14	13	13	12	15	15	14	12	15	14	15	14	14	16	15	16	14	16	18	15	17	16	18	14	19	16	16	17	17	16	18	18	17	18	17	18	18	19	18	18	17	19	20	20	22	20	20	23	0	1	6	1	6	1	14	6	6	14	14	5	7	6	7	14	9	3	15	10	29	24	30	30	9	12	18	19	15	16	21	37	30	41	19	29	30	46	27	21	30	41	33	56	35	27	41	33	31	41	43	19	48	71	40	26	35	66	48	49	49	67	39	47	47	47	37	51	51	53	40	55	61	67	71	71	61	51	69	71	40	84	59	59	67	78	48	100	75	76	77	60	67	73	74	80	81	87	77	74	89	69	81	77	99	105	102	103	104	93	102	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	1	1	1	3	2	2	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	3	2
3000	-638.008414814266416	-636.225302646084970	-1.783112168181496	0.000010075670356	0.000018108348515	1.797235109533945	0.704589360378374	-1	0	3	0	3	1	5	3	3	4	4	5	5	3	5	5	7	7	6	7	7	9	9	7	6	9	9	8	8	8	10	9	8	11	9	10	9	12	11	9	8	10	11	11	12	10	12	11	12	13	12	11	12	15	11	14	15	13	13	15	13	13	14	14	14	13	13	14	16	15	13	15	14	15	16	14	15	16	17	15	17	18	17	16	15	18	14	19	17	15	18	19	14	17	16	18	18	17	18	17	20	17	19	19	18	20	20	21	21	20	23	0	1	6	1	6	1	10	6	6	14	14	3	14	6	14	10	9	7	15	14	15	30	24	16	9	12	18	19	21	24	29	33	16	41	19	21	24	46	27	21	16	41	37	26	35	27	37	41	31	34	33	35	48	71	40	44	35	47	48	61	49	51	39	47	47	47	51	67	93	53	40	55	49	51	80	71	49	67	78	71	55	59	48	59	67	78	53	100	75	71	77	99	51	73	74	80	81	87	77	74	89	69	81	99	77	99	102	81	104	93	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	2	2	3	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	2	1	2	1	1	1	2	2	1	3	2
3500	-644.499451854543963	-642.882715222529782	-1.616736632014220	0.000010109335072	0.000014086539392	1.393418982663136	0.761439027791834	-2	0	2	1	3	1	4	4	3	4	5	6	5	3	5	4	7	5	6	7	7	10	10	5	7	9	8	8	8	8	9	9	10	11	10	11	8	11	10	10	8	11	11	11	8	10	12	10	11	13	12	11	12	15	11	14	14	14	12	14	12	14	14	15	13	14	13	15	15	15	13	14	12	15	15	14	14	15	17	16	17	17	16	15	17	17	14	19	16	15	18	17	16	16	17	18	19	17	18	18	19	18	20	19	19	20	20	21	21	20	22	0	1	6	1	3	1	14	3	6	14	14	3	14	6	7	14	9	7	15	10	15	16	30	16	9	12	18	19	21	16	28	14	16	41	45	29	16	46	27	29	16	37	37	26	19	27	41	41	31	42	37	45	48	71	40	44	52	47	48	61	49	67	39	47	47	47	43	51	67	53	40	55	31	51	71	71	61	67	69	54	72	59	59	59	68	67	53	100	75	76	77	49	67	73	74	80	81	87	77	74	89	69	81	99	77	105	102	103	104	93	107	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	2	1	3	2	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	3	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	2	2	1	2	1	1	1	1	3	1
4000	-620.992519741334945	-619.271454016706684	-1.721065724628259	0.000010569518995	0.000017400145922	1.646257122130000	0.767457252981790	-1	1	2	0	3	1	4	3	3	4	4	4	6	3	5	5	7	6	7	8	7	9	9	6	6	9	8	8	8	7	9	9	8	10	10	10	9	11	10	11	9	9	10	11	10	10	12	12	11	13	13	12	13	15	13	14	14	14	12	15	13	13	13	13	13	14	12	15	14	15	12	15	14	16	14	14	16	14	15	15	15	18	14	16	17	18	15	20	16	16	17	18	16	17	18	16	18	17	19	18	20	18	19	19	19	19	21	21	21	20	22	0	1	6	1	3	1	14	6	6	14	14	3	7	6	14	14	9	10	15	14	15	24	16	16	9	12	18	19	21	24	21	33	16	42	28	29	24	46	27	36	24	30	33	26	19	27	34	41	31	41	67	35	48	71	40	44	45	47	41	49	49	67	39	47	47	47	43	51	67	53	40	55	61	78	71	71	49	67	69	71	55	83	59	83	78	51	53	100	75	76	77	61	69	73	74	80	81	87	77	74	89	69	97	77	77	77	102	103	104	93	102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	3	1	1	1	1	1	3	1	2	1	1	2	1	2	1	2	2	1	2	2	2	2	1	1	2	2
4500	-635.308884102977345	-633.750550262511524	-1.558333840465837	0.000012040201573	0.000015049841991	1.249965949454455	0.648355037226599	-2	0	2	1	3	1	5	3	3	4	5	5	6	3	4	4	7	7	5	8	7	8	10	6	7	8	9	7	8	7	9	9	10	11	8	10	9	12	11	10	6	10	9	12	12	11	12	10	12	14	13	11	11	14	12	14	13	14	12	14	13	12	14	15	14	14	11	14	14	14	12	14	14	16	14	13	16	16	16	15	16	17	15	16	16	19	15	20	16	16	18	19	16	18	17	18	18	17	17	18	19	17	19	19	19	21	20	21	21	21	23	0	1	6	1	6	1	14	6	3	14	10	5	14	3	14	14	9	14	15	18	15	24	37	16	9	12	18	19	21	16	21	16	22	41	28	29	30	46	27	21	16	41	30	26	35	27	42	30	36	42	67	28	48	71	40	44	35	47	48	49	49	67	39	47	47	47	43	67	51	53	40	55	49	51	71	71	49	51	69	54	72	59	59	59	68	78	53	74	75	76	77	61	69	73	74	80	81	87	77	74	89	69	81	99	99	105	102	103	104	93	102	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	1	1	1	2	2	1	2	1	2	1	2	1	3	1	1	2	1	2	2	1	2	1	2	2	1	1	1	1	2	1	2	1	2	1	1	3	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	2	1	1	3	2	2	1	2	2	2	1	2	1	2	1	2	1	2	2	1	1	1	3	1	2	1	1	1	2	2	1	2	2
