step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
23500	-704.325093281528098	-711.180581232487498	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557103504022847	0	4	6	9	9	11	10	14	12	15	13	13	13	14	15	15	15	16	17	17	16	17	15	16	16	19	17	19	19	19	18	19	18	18	17	19	16	19	18	20	20	19	20	21	21	20	23	21	23	20	21	22	24	21	22	23	22	21	21	21	24	22	23	25	25	23	26	27	24	25	26	25	26	27	26	28	28	28	26	28	28	28	26	28	27	30	26	31	29	28	30	30	30	31	31	33	34	31	32	33	33	32	32	33	34	36	34	35	37	35	34	37	37	36	39	40	0	1	2	3	3	5	3	5	7	13	9	7	6	13	8	13	4	13	13	11	15	21	12	8	13	39	14	15	10	22	4	37	22	27	10	24	23	20	22	10	19	14	42	25	36	33	36	23	58	19	42	58	52	34	28	48	38	28	27	33	48	46	57	41	61	45	69	64	59	36	49	20	65	67	25	74	71	75	16	0	23	66	12	50	22	78	23	84	65	43	0	81	63	83	71	86	0	86	92	86	86	0	71	81	99	0	0	100	114	104	2	110	101	111	92	110	1	1	1	2	1	1	2	3	1	1	1	2	1	1	1	1	4	2	1	1	1	1	1	2	2	1	1	2	2	2	5	1	1	1	1	2	1	1	1	3	1	2	1	2	1	1	2	3	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	2	3	1	1	4	1	1	1	3	1	6	1	4	5	4	1	5	1	2	4	1	1	2	2	3	1	1	1	1	2	2	1	3	2	1	1	1	1	1	1	9	1	2	1	5	2
24000	-672.310014514458317	-679.165502465417717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522345590010810	0	2	5	7	9	10	12	13	10	14	15	13	13	13	15	15	17	17	17	17	17	15	15	16	16	19	16	18	18	19	19	18	19	18	17	18	17	18	17	20	19	18	19	21	21	18	23	21	22	21	23	22	23	21	22	23	20	20	22	19	23	22	23	26	25	23	27	26	24	23	26	24	28	28	28	28	25	26	28	30	29	27	27	27	29	30	29	31	31	27	31	30	32	30	32	32	33	32	33	31	30	32	34	35	34	35	35	35	35	36	32	35	38	37	41	39	0	1	1	3	4	5	4	3	4	2	10	5	5	6	12	7	11	23	10	14	23	12	7	23	10	36	15	22	11	18	7	13	18	25	13	27	4	22	15	11	25	13	18	31	24	16	55	30	43	29	18	19	42	23	45	28	27	34	58	36	50	58	44	50	45	33	56	59	40	40	47	7	71	84	70	47	70	56	71	0	31	15	2	63	11	75	21	81	47	36	0	77	90	73	86	88	0	60	96	76	73	0	58	11	98	0	0	96	85	103	61	99	106	100	116	105	1	1	2	1	1	1	2	4	1	6	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	4	2	1	1	2	1	4	2	1	2	2	3	1	1	3	1	1	1	1	1	4	2	3	3	1	2	1	1	1	1	2	2	1	2	2	1	2	2	2	2	1	3	1	1	2	3	1	1	1	1	2	6	7	1	6	1	4	1	4	4	1	3	3	1	1	1	1	8	1	2	1	1	9	10	1	1	1	2	3	1	3	1	2	4	1	2
24500	-661.279392061914336	-668.134880012873737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.421897939079099	1	4	6	8	10	10	12	14	11	15	14	13	15	14	15	16	14	18	16	17	17	16	15	17	16	19	18	18	17	19	18	17	19	17	17	19	17	19	19	20	19	20	19	20	21	20	23	21	21	20	23	21	23	21	21	22	22	21	22	22	23	21	24	26	24	22	27	26	24	24	25	26	26	27	24	30	27	27	27	29	29	27	29	28	28	31	28	31	31	29	30	31	31	30	31	33	34	31	32	31	32	31	35	33	34	35	32	36	37	34	35	36	37	38	38	41	0	1	2	1	2	4	9	4	2	9	3	3	8	4	5	13	4	25	14	8	10	12	4	9	11	25	25	22	4	28	25	25	27	11	15	16	5	32	6	31	20	2	20	33	14	20	52	30	35	31	30	19	37	42	31	24	38	37	4	27	46	30	43	40	27	8	63	30	56	45	48	60	47	68	57	44	66	73	31	0	22	51	34	30	51	84	74	57	78	69	0	74	28	47	49	83	0	34	72	72	92	0	75	72	85	0	0	83	88	99	61	97	97	101	79	107	1	2	2	4	3	1	1	4	3	2	3	3	1	4	2	1	3	1	1	1	1	2	5	3	1	2	1	1	4	1	1	1	1	1	1	1	4	1	3	1	1	9	1	1	2	1	1	1	2	2	2	2	2	1	3	2	1	1	7	2	2	1	3	3	4	4	2	3	1	2	2	3	1	1	1	5	2	1	4	1	5	1	4	4	3	2	1	5	2	2	1	2	6	3	6	2	1	7	3	3	1	1	6	5	2	1	1	4	3	1	4	1	1	3	5	5
25000	-610.213433423076481	-617.068921374035881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513858515380784	0	4	7	8	10	10	12	13	12	15	14	14	14	13	15	14	16	17	16	16	14	17	16	17	17	18	16	19	18	19	18	18	18	16	17	19	17	18	20	17	19	20	20	22	21	20	23	20	22	20	22	20	23	21	21	21	21	21	22	22	24	21	23	25	24	21	27	26	24	23	24	25	27	27	27	27	26	29	29	29	27	27	28	28	29	28	28	30	30	29	31	30	32	32	33	33	33	32	33	32	32	32	33	34	35	36	34	35	34	35	35	34	38	37	40	39	0	1	1	2	3	1	6	4	5	21	9	4	7	4	16	5	12	11	12	12	7	9	12	14	14	17	12	35	20	24	40	20	20	6	27	25	8	19	2	15	20	20	30	62	12	6	36	33	39	38	46	33	30	20	8	24	14	14	22	15	70	46	57	48	49	35	62	65	56	43	50	65	49	54	71	64	53	75	58	0	43	13	75	77	34	44	73	74	75	76	0	65	92	81	14	77	0	55	42	91	91	0	55	70	103	0	0	104	84	72	83	32	103	88	23	104	1	1	3	2	2	6	1	2	1	1	1	2	1	3	1	1	1	2	1	1	1	2	2	3	1	1	1	1	1	1	1	2	1	3	1	1	2	1	6	1	1	2	1	1	5	6	2	1	1	1	1	1	2	3	3	2	4	3	3	4	1	1	1	4	1	2	4	1	2	2	2	1	2	4	2	1	2	1	5	1	3	5	1	1	8	3	1	1	2	1	1	3	1	3	11	3	1	5	7	1	1	1	7	4	1	1	1	1	4	5	4	8	3	2	8	2
25500	-759.638972726293900	-766.494460677253301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426993382472394	0	3	6	8	10	9	10	12	12	14	14	14	15	14	16	16	16	17	16	17	17	16	16	16	17	18	17	19	18	20	18	19	19	17	17	18	17	19	17	18	19	20	19	21	20	18	23	19	22	20	23	21	23	20	22	23	21	21	23	20	23	22	23	25	24	23	26	26	24	24	26	25	28	28	28	30	28	26	28	30	30	26	27	29	28	31	28	31	31	30	29	30	32	32	31	33	35	33	32	33	32	32	33	35	34	35	34	34	37	36	33	37	35	37	37	40	0	1	2	3	6	4	3	5	6	8	8	4	5	9	11	14	5	6	4	11	6	8	14	12	13	22	6	36	15	14	12	35	27	14	14	14	8	11	2	7	21	22	37	22	34	10	60	31	42	37	43	14	21	46	25	37	46	43	48	27	18	21	54	47	58	52	66	62	29	43	69	49	71	78	63	25	82	56	83	0	79	2	48	43	7	84	42	72	26	74	0	42	85	79	47	95	0	99	90	92	87	0	23	111	99	0	0	101	108	94	43	101	98	63	75	73	1	2	1	1	1	1	3	1	2	1	1	2	3	1	1	1	4	4	4	2	3	2	1	2	1	1	4	1	2	4	2	1	1	1	1	2	2	2	4	3	1	2	1	2	1	2	2	1	1	2	2	3	2	1	2	3	2	1	3	3	3	3	2	2	1	1	1	1	4	2	1	2	2	1	3	5	1	1	1	1	2	6	5	5	8	1	4	2	5	1	1	4	3	2	4	1	1	1	1	1	2	1	8	2	1	1	1	1	2	2	7	3	1	7	2	5
26000	-638.213727375780536	-645.069215326739936	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477186798591033	1	4	7	7	9	11	12	13	12	14	14	13	14	14	15	16	16	16	16	15	16	16	16	16	16	19	17	18	18	18	18	19	19	15	18	18	17	19	18	18	19	20	19	20	21	18	22	19	23	20	22	21	23	21	22	22	19	21	23	21	24	20	23	23	24	24	26	27	24	24	26	26	27	27	26	29	28	29	29	30	30	27	28	28	30	29	28	31	30	30	28	30	32	32	32	33	34	32	33	33	33	32	34	35	35	35	34	34	35	36	35	35	37	38	40	38	0	1	1	1	3	2	3	1	5	6	6	7	9	7	13	15	6	10	34	7	11	6	20	6	6	29	20	17	17	20	9	37	19	7	25	19	22	19	16	24	22	21	6	3	11	18	58	19	56	33	8	33	29	17	48	36	29	29	38	31	25	31	32	47	54	47	66	69	42	56	65	11	47	63	58	87	74	68	37	0	37	43	26	6	77	73	68	78	75	87	0	73	21	67	84	92	0	66	85	95	88	0	85	81	82	0	0	80	60	102	33	101	112	112	83	106	1	2	2	2	1	5	2	5	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	3	3	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	3	3	6	5	1	1	2	1	1	5	1	3	2	1	2	1	2	2	1	3	1	2	1	1	1	1	3	2	1	1	6	2	2	2	1	1	1	5	1	7	2	5	8	1	1	1	1	1	1	1	2	6	3	2	1	1	3	2	1	1	1	3	1	4	1	1	2	7	2	7	1	1	3	5	1
26500	-650.982145509719317	-657.837633460678717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476325493935827	0	4	6	9	9	11	10	10	12	13	15	13	14	14	16	15	15	17	17	15	17	17	14	16	16	19	17	17	18	18	19	18	19	18	16	18	18	19	19	20	18	18	20	21	21	20	22	20	22	20	21	20	24	21	22	21	22	21	23	20	23	22	23	25	25	24	27	27	24	24	26	27	27	28	25	29	27	28	27	29	29	27	29	28	28	27	29	30	31	30	31	29	30	30	32	34	34	32	32	33	32	32	35	34	33	35	34	36	36	35	32	36	36	37	39	40	0	1	2	3	2	8	4	2	7	5	12	9	10	6	4	4	9	11	17	13	20	11	8	14	7	25	24	16	5	15	17	15	21	12	12	15	12	11	21	24	10	16	30	28	12	34	22	34	3	41	31	28	17	36	46	19	34	15	54	37	47	50	51	45	22	55	37	25	62	62	70	60	65	69	28	31	33	49	63	0	57	52	55	70	25	65	82	67	80	11	0	75	67	32	53	90	0	88	74	87	56	0	16	82	81	0	0	106	104	81	49	80	90	92	83	83	1	2	1	1	3	1	1	2	1	2	1	1	1	2	5	4	2	1	1	1	1	1	2	1	3	1	1	1	5	1	2	1	1	3	1	2	1	2	1	1	3	2	1	2	4	1	2	1	7	1	1	1	5	2	1	1	2	3	1	1	1	1	1	2	4	1	4	6	1	1	1	3	1	2	4	6	4	2	2	1	2	4	6	2	4	1	1	1	1	7	1	2	2	7	4	2	1	1	2	2	5	1	11	4	2	1	1	1	1	3	3	3	4	4	6	5
27000	-767.114412094306886	-773.969900045266286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439043177468539	0	3	5	9	9	10	12	12	11	14	13	12	14	14	14	15	17	17	16	16	18	17	15	16	16	19	17	18	18	20	19	18	19	17	17	19	17	19	18	18	19	20	20	21	22	19	22	20	22	20	22	20	22	21	22	23	20	21	22	21	23	23	24	26	24	23	26	27	25	24	25	24	27	25	27	29	27	29	28	27	29	27	29	27	27	31	29	31	31	30	30	30	29	31	33	34	34	31	31	34	33	33	34	34	33	36	34	35	36	34	33	35	37	37	40	40	0	1	1	3	3	5	3	9	5	12	7	4	12	8	11	5	7	9	1	16	8	20	11	15	14	27	23	35	7	38	35	7	13	10	7	14	8	17	25	24	16	20	29	21	10	37	13	28	58	20	32	39	36	20	50	5	21	29	33	36	48	26	32	17	51	9	55	7	26	51	46	23	69	63	6	82	48	85	47	0	72	48	30	30	69	90	84	78	93	79	0	74	64	74	89	92	0	83	74	101	71	0	38	72	75	0	0	103	95	65	33	103	108	83	88	83	1	2	2	2	2	1	3	1	2	2	1	1	1	1	1	2	2	2	6	1	3	1	1	1	1	1	1	1	2	1	1	4	2	1	3	2	3	1	1	1	2	2	1	2	4	1	4	1	1	2	2	1	2	2	2	7	1	3	1	1	3	2	3	5	1	5	1	8	3	1	3	4	1	1	6	1	4	1	3	1	2	4	5	2	1	1	1	1	1	1	1	3	1	2	1	2	1	1	3	1	4	1	7	5	3	1	1	1	1	4	8	1	1	3	8	5
27500	-711.447489280066975	-718.302977231026375	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473673908485134	1	3	5	8	9	10	12	14	12	15	14	13	14	13	14	16	17	15	16	15	18	17	13	16	17	18	17	18	18	19	18	18	19	17	15	18	18	18	20	20	20	19	17	21	22	18	20	19	22	19	22	20	22	21	23	22	21	22	22	21	23	23	23	25	25	23	26	27	25	23	26	26	27	27	27	30	28	28	28	28	30	26	27	28	29	31	27	32	30	29	31	31	32	31	31	33	34	32	33	33	33	33	34	33	34	35	34	36	34	35	35	37	35	36	41	40	0	1	2	3	4	5	4	9	2	8	7	6	12	9	7	35	9	9	14	23	11	20	5	5	7	20	20	35	7	6	16	9	25	11	7	12	20	14	37	42	26	9	11	50	25	7	21	27	36	29	38	22	11	28	54	22	23	40	52	2	50	16	57	62	70	40	63	40	42	37	51	46	65	51	56	73	72	55	46	0	37	49	1	58	67	81	65	68	73	66	0	59	85	84	90	94	0	95	91	92	84	0	16	69	99	0	0	87	75	88	28	109	103	97	51	106	1	1	1	1	1	1	2	1	5	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	2	3	5	1	3	1	1	2	3	1	2	2	1	1	3	2	1	3	2	1	1	2	1	2	1	4	2	2	2	3	1	1	7	1	3	1	1	2	1	2	3	3	3	2	4	1	3	2	2	2	2	5	1	6	2	7	3	1	1	1	2	1	3	1	4	2	2	1	1	1	1	1	1	3	1	6	3	1	1	1	4	5	1	10	2	1	1	10	3
28000	-702.573763967170407	-709.429251918129808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470522247881888	0	4	6	8	9	11	10	13	11	15	14	12	13	14	15	15	16	18	17	17	17	17	15	16	17	19	16	19	18	20	18	18	18	17	17	18	17	19	19	19	19	20	20	21	20	18	21	20	22	20	22	20	23	20	22	23	21	21	23	21	23	22	24	25	25	24	26	24	23	24	27	26	26	27	26	30	27	28	27	27	29	27	28	29	29	29	28	31	29	28	30	31	32	32	33	31	35	31	32	34	33	32	34	33	33	34	32	35	36	35	34	36	35	37	40	40	0	1	2	3	4	5	2	9	5	9	12	7	9	6	13	8	15	15	4	10	23	23	8	13	23	19	9	33	23	23	19	16	24	10	11	12	16	27	34	37	11	46	46	36	24	17	45	17	50	39	42	36	55	21	57	14	45	43	26	34	45	23	30	34	56	44	45	13	52	58	49	58	27	62	56	64	40	82	72	0	79	48	48	9	52	75	44	81	50	57	0	82	31	90	96	66	0	90	86	85	93	0	44	26	107	0	0	106	108	73	2	106	111	103	105	72	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	3	4	1	1	1	1	2	1	1	3	1	1	3	1	2	1	1	2	2	2	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	1	2	1	6	1	1	2	2	2	4	2	3	1	1	2	6	2	2	2	3	5	3	1	2	4	1	1	1	1	4	4	9	5	1	4	1	4	3	1	1	8	2	1	3	1	2	1	2	1	1	5	6	1	1	1	1	1	3	12	1	1	2	4	7
28500	-659.968670325908647	-666.824158276868047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530077805814933	1	3	7	9	10	10	12	12	10	15	14	14	14	15	15	15	16	17	17	16	17	17	16	17	16	19	17	18	18	20	18	18	19	17	18	19	17	20	19	18	19	19	17	20	21	20	23	20	22	21	22	21	24	21	23	23	22	21	23	18	24	23	23	26	24	24	25	25	23	24	26	23	27	27	26	29	27	28	28	30	29	28	29	28	29	30	29	31	28	30	30	30	30	31	33	33	35	30	32	34	32	32	33	34	34	34	35	36	36	34	36	35	36	37	40	40	0	1	2	3	3	3	6	5	3	8	8	8	7	4	2	9	6	15	15	4	15	13	15	11	11	32	13	18	15	32	16	15	16	12	15	34	13	28	2	15	15	13	10	24	24	39	57	22	38	41	24	22	42	9	58	38	18	30	37	1	63	6	54	68	54	51	53	45	24	45	65	15	69	75	34	39	62	62	60	0	72	37	60	14	42	59	73	62	62	68	0	77	20	89	80	93	0	81	74	88	79	0	71	49	94	0	0	105	96	103	91	102	99	102	82	112	1	1	2	1	1	1	1	1	1	2	2	1	1	4	6	4	2	1	2	4	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	8	2	2	2	1	1	2	1	1	2	1	2	2	3	2	7	2	1	2	1	4	5	1	9	1	1	1	1	1	2	3	1	1	2	2	1	4	4	2	3	5	1	4	5	5	6	4	3	1	3	2	3	1	2	5	1	1	1	1	1	2	1	3	1	2	7	1	1	1	1	2	1	5	1	2	3	9	3
29000	-596.096527006848532	-602.952014957807933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436656909337800	1	4	5	6	9	10	8	14	11	14	13	14	12	15	15	15	13	17	17	16	18	17	16	16	15	18	18	18	18	20	19	17	18	17	16	19	18	20	18	20	19	21	18	20	21	19	23	21	22	20	22	19	21	21	23	21	21	21	22	22	23	22	23	25	24	23	26	26	25	24	26	24	26	26	27	30	28	29	28	28	29	27	27	27	29	31	28	30	30	28	29	31	31	32	32	31	35	32	32	34	32	33	34	33	34	36	35	34	37	36	36	36	36	38	41	40	0	1	2	2	2	7	4	9	6	7	9	17	6	8	3	8	6	15	25	12	15	11	2	11	12	24	35	34	17	29	17	1	35	17	9	26	8	37	4	22	11	4	14	39	12	22	36	30	39	28	30	18	50	30	48	6	50	29	58	24	39	24	57	31	20	37	72	70	42	62	48	26	57	66	64	61	67	30	60	0	49	28	11	13	36	71	73	84	70	45	0	79	24	81	67	85	0	88	76	78	78	0	76	9	98	0	0	86	104	98	97	93	103	112	72	77	1	2	1	1	2	1	1	2	1	4	1	1	1	1	6	1	3	1	1	1	2	3	6	2	1	1	1	1	3	1	2	7	1	2	2	1	2	1	5	1	3	9	1	2	3	1	2	1	2	1	1	1	1	1	1	5	1	2	1	3	2	4	1	3	3	2	1	1	2	1	2	5	2	1	2	4	1	3	2	1	5	5	8	4	4	2	1	2	2	3	1	2	5	2	2	1	1	2	1	2	1	1	3	8	1	1	1	2	2	2	1	2	1	1	11	5
29500	-668.995127858700585	-675.850615809659985	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511016480621872	1	3	7	8	9	10	12	13	10	13	14	13	15	14	16	16	16	15	17	16	18	14	15	16	16	19	17	18	18	20	18	18	17	16	18	17	17	18	17	19	18	19	20	21	21	20	22	19	19	21	23	20	23	22	22	22	21	22	21	22	23	22	21	24	24	23	25	25	25	23	25	27	25	27	27	30	27	28	27	30	26	28	25	27	30	29	28	32	30	28	29	29	30	30	33	33	34	33	32	34	32	33	34	34	33	36	34	35	37	36	36	36	37	38	41	38	0	1	2	2	4	3	3	7	4	6	7	6	7	4	11	13	4	4	7	12	22	12	5	12	13	37	18	11	19	35	34	16	15	13	24	13	22	20	11	22	23	5	18	21	11	21	6	14	16	26	41	39	49	49	39	11	17	52	24	9	40	31	13	42	12	33	64	59	66	62	60	83	18	83	63	75	46	66	81	0	67	81	61	73	66	74	53	85	82	73	0	74	58	90	71	54	0	72	92	89	86	0	87	81	90	0	0	74	108	90	91	101	74	104	44	107	1	1	1	3	1	2	3	1	1	1	1	3	1	3	1	1	5	3	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	5	2	2	2	1	6	3	2	1	3	1	2	2	3	2	3	1	3	8	2	1	2	3	4	2	1	2	1	1	1	1	3	1	3	2	5	2	1	1	1	1	1	1	2	2	3	1	1	2	1	1	3	1	4	5	1	5	2	2	3	1	3	4	2	1	1	3	1	5	3	2	6	2	12	1
30000	-700.112396817590479	-706.967884768549879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.427274179606498	0	4	7	9	9	9	11	13	11	15	14	13	14	13	15	15	14	17	16	16	17	17	15	16	15	18	18	19	19	19	18	18	19	17	17	18	18	20	17	20	18	20	19	21	22	19	21	20	22	21	22	21	23	22	23	21	21	21	21	21	24	22	23	25	24	23	26	27	23	25	27	27	26	26	27	29	28	28	28	29	26	24	28	29	29	30	29	31	30	29	30	30	31	32	32	32	34	31	32	32	33	32	34	34	33	36	35	35	35	36	34	35	38	37	40	40	0	1	1	3	3	2	6	9	6	13	6	1	4	9	3	2	9	2	6	15	15	24	9	11	8	25	21	41	17	27	34	39	36	12	12	21	15	22	14	36	12	27	18	48	14	37	46	35	22	42	29	33	11	11	43	39	36	18	46	21	26	38	58	31	62	47	82	36	28	48	30	57	69	61	64	60	74	53	82	0	30	33	26	27	70	74	64	83	52	72	0	90	74	47	79	79	0	87	54	85	93	0	96	36	93	0	0	90	98	92	61	67	52	109	12	90	1	2	3	1	1	3	1	1	1	1	2	6	3	1	4	5	2	6	3	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	4	1	3	1	1	1	6	1	1	1	2	1	2	1	5	4	2	1	2	2	1	2	2	1	1	3	2	1	2	4	1	2	4	3	2	1	1	4	1	3	3	1	3	3	4	6	2	3	2	1	5	1	1	1	3	4	2	2	1	1	4	2	1	1	2	8	1	1	1	3	2	4	2	5	9	1	17	5
30500	-698.362788210009512	-705.218276160968912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.421998819660426	0	3	6	8	10	10	11	11	12	14	13	12	14	14	16	15	16	18	16	17	18	16	15	16	15	18	17	17	18	19	17	19	18	17	17	18	17	19	17	18	20	20	20	21	18	20	23	20	22	20	23	20	23	21	21	22	21	22	22	22	24	21	24	25	22	23	27	27	24	24	26	24	27	26	27	30	28	28	26	30	30	26	28	28	29	29	29	29	30	30	29	31	31	31	30	33	34	32	32	32	33	32	33	34	33	34	34	35	35	35	34	36	37	38	41	41	0	1	2	3	4	4	4	6	8	5	4	5	6	8	12	7	6	4	12	8	19	12	9	13	10	20	25	8	39	9	16	27	4	19	15	34	7	11	6	5	35	23	26	48	16	23	36	27	57	24	55	22	29	6	9	36	24	55	41	33	57	21	58	49	39	31	33	43	46	59	51	13	52	34	70	64	74	68	1	0	50	48	44	11	54	79	71	74	47	21	0	79	61	21	73	66	0	87	94	15	84	0	37	82	90	0	0	67	85	100	60	85	108	110	27	107	1	2	2	1	1	1	2	1	1	3	2	1	2	2	2	3	4	5	2	3	2	1	2	2	1	1	1	2	1	4	1	1	4	1	1	1	3	3	4	4	2	3	1	1	1	2	2	1	1	3	1	2	2	7	6	2	2	1	1	2	2	1	1	1	2	3	5	3	2	1	2	5	5	4	1	2	1	1	11	1	5	2	6	5	5	1	1	2	4	7	1	2	3	6	1	4	1	1	1	8	2	1	10	4	1	1	1	4	3	2	4	3	1	2	11	3
