step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-467.308197705352939	-474.163685656312339	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595285237247822	0	3	5	7	6	6	6	8	4	9	8	8	12	10	9	8	10	10	10	9	10	11	11	9	11	9	11	11	11	11	12	13	14	12	11	11	12	11	11	14	12	14	13	16	13	13	13	15	14	15	13	14	15	15	14	14	16	18	16	17	17	19	17	16	16	19	15	19	17	19	21	21	22	20	23	22	26	22	0	1	2	5	9	2	9	3	1	3	6	4	20	3	3	9	8	10	7	4	26	12	8	12	20	12	16	17	17	19	19	20	25	26	12	12	23	26	0	21	24	41	12	27	20	35	12	37	39	17	20	34	39	47	12	39	22	64	49	13	50	67	54	47	28	58	56	67	67	55	62	68	68	70	68	74	78	64	1	1	1	1	1	2	1	2	2	2	2	1	2	2	2	3	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	3	3	2	1	2	2	2	2	2	1	2	2	2	1	3	1	1	2	2	2	1	2	2	1	1	1	1	2	1	1	2	1	3	1	3	3
5500	-479.440353485501134	-486.295841436460535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610287086652871	0	4	5	7	5	5	6	8	7	7	9	7	12	9	8	11	10	10	9	9	9	10	11	11	10	11	12	11	10	12	11	12	13	12	11	12	12	11	11	13	12	14	13	15	15	14	14	14	13	15	14	14	14	16	15	15	17	18	18	15	17	17	17	18	16	18	18	20	19	19	21	20	22	20	24	21	25	23	0	1	2	6	2	1	5	2	5	3	4	1	20	8	3	9	14	10	9	4	12	6	14	12	20	21	19	17	3	19	19	20	20	26	22	22	23	21	0	26	22	41	6	27	13	43	6	37	39	28	20	34	39	27	36	49	35	36	49	33	48	49	54	57	28	47	39	67	67	64	62	53	68	47	72	74	58	64	1	2	1	1	1	2	1	3	1	2	1	3	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	3	2	2	1	4	1	1	2	3	1	1	2	2	1	2	3	2	1	2	1	1	1	2	3	4	1	1	1	2	2	1	2	2	1	5	2
6000	-463.534934589838770	-470.390422540798170	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641659963350373	-1	2	4	6	4	5	6	8	8	8	8	8	12	9	8	10	11	10	10	9	10	11	11	11	11	12	12	12	11	11	13	13	14	12	12	11	13	12	11	14	13	14	12	15	15	14	13	15	13	14	14	14	14	15	15	16	16	18	17	17	18	19	17	16	18	19	16	19	18	19	19	20	21	20	22	21	25	22	0	1	2	5	1	2	5	3	5	3	4	6	20	8	3	7	14	8	9	4	12	12	14	21	20	22	16	8	8	19	16	20	32	21	24	12	23	21	0	12	24	41	24	16	13	35	24	37	39	29	13	34	39	27	47	49	35	57	67	51	14	69	54	47	28	47	49	67	56	64	67	68	68	64	68	74	78	64	1	2	1	1	3	1	1	2	2	2	1	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	3	2	1	2	2	1	2	1	2	1	1	1	5	1	1	1	2	2	1	1	1	1	2	1	2	1	3	2	2	2	1	1	1	4	1	1	2	3	2	2	2	1	2	2	1	1	3	1	1	2	3
6500	-432.817018873191728	-439.672506824151128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635945853824810	0	3	6	7	5	5	6	8	6	9	8	8	13	10	8	11	10	10	10	9	9	11	11	10	11	11	10	12	11	11	11	13	14	12	10	12	13	12	11	13	12	14	14	14	15	14	13	14	13	15	15	14	14	16	15	16	17	17	18	17	18	18	18	17	17	18	16	18	17	18	20	19	21	20	23	22	26	24	0	1	2	9	2	1	5	3	5	3	4	6	20	8	3	27	3	2	7	4	12	6	18	12	20	21	7	17	17	19	9	20	25	26	12	26	23	26	0	26	24	41	35	27	25	22	36	37	39	29	32	26	39	16	47	49	55	55	56	13	37	69	54	55	50	22	49	67	67	47	62	68	68	70	68	74	78	70	1	2	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	4	2	1	1	3	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	2	2	1	2	1	2	1	2	2	1	2	1	1	3	2	1	1	2	1	1	2	1	3	1	2	3
7000	-449.377436776188858	-456.232924727148259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662841070266711	-1	4	6	7	5	3	3	7	8	8	7	8	12	9	9	11	11	10	10	9	10	12	11	11	10	11	12	13	11	11	12	14	14	12	11	11	9	12	11	13	12	14	12	16	15	15	14	16	13	14	14	15	15	14	15	16	15	15	18	18	17	18	18	17	17	17	17	19	18	19	19	20	21	22	23	21	24	23	0	6	2	1	7	1	1	3	5	3	6	6	20	8	10	19	37	3	7	4	12	36	37	12	20	21	16	17	14	19	19	13	20	12	12	12	8	21	0	21	24	41	35	16	20	12	36	23	39	28	20	34	39	27	41	49	22	35	56	13	37	56	54	46	28	58	49	62	56	64	67	62	68	70	68	70	78	70	1	1	1	3	1	1	1	1	2	1	2	2	1	2	1	1	1	1	3	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	2	1	1	1	3	2	3	2	2	1	1	2	2	1	1	1	2	1	2	1	2	3	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2
7500	-449.099636426779853	-455.955124377739253	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659298425431239	-2	6	5	6	4	5	6	7	8	8	9	8	10	10	7	11	9	10	9	9	9	11	11	11	11	12	10	12	10	11	12	14	14	11	12	10	13	12	10	12	13	15	14	15	14	15	14	15	14	16	14	15	15	16	14	16	15	17	18	17	17	17	18	17	17	18	18	19	18	19	19	20	22	22	23	20	26	23	0	3	5	5	1	1	5	3	7	3	4	6	20	8	3	7	8	3	7	5	12	36	17	12	20	21	5	29	8	19	5	13	13	21	36	6	23	21	0	21	24	41	35	27	13	12	21	23	39	29	13	34	49	44	6	39	35	57	56	32	37	49	27	47	50	58	62	67	56	55	62	68	68	70	68	70	78	55	1	1	1	1	3	3	1	1	1	1	2	2	1	2	1	3	2	2	2	2	1	1	1	2	1	2	2	1	1	1	3	2	2	1	1	1	1	2	1	2	1	2	1	3	2	4	2	2	2	3	2	2	1	1	3	3	2	1	1	2	2	2	4	1	1	1	1	1	1	2	1	1	1	2	2	1	2	4
8000	-456.481167009954106	-463.336654960913506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588199866037341	-1	3	5	7	6	5	3	6	8	8	7	8	13	9	9	12	10	10	9	9	10	11	11	11	11	13	12	12	12	12	11	14	14	12	10	12	12	11	11	13	12	15	14	14	15	14	13	14	13	15	14	14	15	15	15	16	16	15	18	18	18	17	17	17	17	18	19	19	18	19	21	21	21	21	23	22	25	24	0	1	2	5	7	7	1	2	5	2	2	6	20	8	10	19	8	3	7	4	12	6	17	12	20	21	9	14	18	19	19	20	25	21	6	35	23	21	0	38	24	41	47	16	20	12	22	23	39	17	20	34	39	27	36	49	43	36	49	45	48	56	44	36	29	58	62	62	62	64	67	68	68	70	68	74	70	55	1	1	1	1	1	1	2	1	1	3	1	2	2	2	1	1	2	2	2	1	1	3	1	2	1	2	2	2	1	2	1	2	2	1	3	2	1	1	1	2	1	1	1	2	3	3	2	1	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	3	2	1	2	1	1	1	1	2	1	1	2	1	2	3
8500	-422.749635521915366	-429.605123472874766	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751629064600360	-1	4	6	6	4	6	6	7	8	8	8	8	12	9	9	11	11	10	9	9	10	11	11	11	11	12	12	13	11	11	13	13	14	12	11	9	13	11	12	14	12	14	12	14	15	13	13	15	13	16	14	13	14	14	15	16	16	16	18	18	18	17	17	17	17	18	18	19	19	19	19	20	22	21	23	22	25	22	0	1	2	5	1	2	5	3	4	3	5	6	20	8	10	9	14	10	7	4	12	12	14	36	20	21	16	29	8	19	19	13	20	21	36	12	23	21	0	26	24	24	35	27	25	35	24	23	39	29	32	34	39	16	47	49	26	55	56	45	48	49	54	55	28	58	56	62	56	55	67	67	67	70	72	74	70	64	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	3	1	1	1	2	1	2	1	1	1	1	2	2	3	1	2	1	1	2	2	2	1	1	2	1	1	1	3	1
9000	-441.911589652730470	-448.767077603689870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660148499498073	0	4	6	7	4	4	6	7	6	9	9	8	12	9	9	11	10	10	9	9	9	9	9	11	11	12	12	12	11	12	13	13	13	11	11	12	11	11	10	13	10	14	14	15	14	14	13	13	14	16	14	15	15	15	15	16	16	17	17	17	18	17	17	16	17	18	18	19	19	19	19	20	22	20	22	22	24	24	0	1	2	2	1	1	5	3	5	3	4	6	20	8	3	7	8	2	7	4	12	12	8	41	20	21	16	29	17	19	7	20	20	21	12	22	17	21	0	26	12	41	36	27	32	36	12	14	39	17	33	34	39	16	47	49	43	35	49	45	48	49	54	47	28	57	62	62	67	22	62	68	68	70	68	74	70	47	1	2	2	2	1	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	3	2	2	1	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	3	1	2	3	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	4	1	1	2	1	1	1	2	5
9500	-447.984065189161640	-454.839553140121041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582067465064898	0	4	5	7	5	6	6	7	7	8	7	9	13	10	8	10	10	10	9	9	10	12	10	10	11	13	11	12	11	11	12	14	13	12	11	12	13	11	11	12	13	15	13	15	14	15	13	16	13	14	15	14	15	15	15	16	17	18	17	17	17	16	17	18	17	18	19	20	17	19	21	20	22	21	23	22	24	24	0	1	2	6	1	1	5	2	5	3	5	6	20	8	3	5	8	2	7	4	6	6	3	12	20	40	16	29	17	19	19	20	20	21	12	6	14	21	0	38	24	24	35	27	20	36	6	37	39	17	45	34	49	27	36	49	36	22	49	51	37	49	54	22	50	21	62	69	62	41	69	67	67	70	68	74	57	64	1	2	1	1	2	2	1	1	1	2	1	2	2	2	2	3	1	3	2	1	2	2	3	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	2	2	3	2	1	2	1	1	1	2	2	2	3	3	2	1	2	1	1	3	2	4	2	2	1	3	2	1	2	1	1	1	3	3
