step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
1	-2243.184160442247958	-2250.039648393207244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828014708528469	-1	5	5	7	5	5	5	7	7	8	8	8	12	9	8	11	10	10	10	9	10	11	11	11	11	12	11	12	11	11	12	13	13	11	11	11	12	11	11	13	12	14	13	15	14	14	13	15	13	15	14	14	15	15	15	16	16	17	17	17	17	18	17	17	17	18	18	19	18	19	20	20	21	21	23	21	25	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	4	3	3	3	4	4	5	5	5	7	5	5	6	6	6	6	5	6	6	6	6	6	7	6	7	6	6	7	7	7	6	6	6	7	6	6	7	7	8	7	8	8	8	7	8	7	8	8	8	8	8	8	9	9	9	9	9	9	10	9	9	9	10	10	10	10	10	11	11	11	11	12	11	13	13
500	-609.769606929825841	-616.625094880785241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.306910806989971	-1	6	5	6	6	4	5	7	7	8	8	9	12	9	7	11	9	10	9	7	10	11	11	11	9	12	11	12	12	10	12	14	13	12	11	10	12	12	8	14	12	14	14	15	15	14	13	15	10	15	14	14	15	14	16	16	16	18	17	17	17	19	17	18	16	18	19	19	19	19	20	20	21	22	24	21	25	24	0	6	6	6	6	1	1	3	1	3	7	6	20	8	2	9	8	3	7	7	12	6	8	12	20	21	19	17	17	19	7	25	20	21	2	12	23	22	0	47	24	6	35	27	25	35	21	14	39	14	7	34	49	16	12	49	1	43	49	57	23	39	54	6	29	42	39	53	49	35	39	39	49	35	49	35	22	76	1	2	1	1	1	4	4	1	4	1	1	2	3	2	1	2	1	3	3	1	1	3	2	1	1	1	1	2	2	1	4	2	3	1	4	1	1	1	1	1	1	5	3	2	4	1	2	4	1	3	4	1	2	2	3	3	11	2	3	1	4	5	2	7	2	3	8	3	6	5	8	7	5	7	9	7	9	2
1000	-492.238586473449971	-499.094074424409371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.408275165125503	0	5	6	6	3	5	5	7	8	9	8	8	13	9	8	12	10	9	10	10	10	12	12	11	12	12	12	13	12	11	12	11	13	10	12	10	11	11	11	14	13	14	13	16	12	15	14	16	12	15	14	13	16	15	16	16	16	16	17	17	16	16	17	16	17	19	19	19	19	20	20	20	21	21	23	20	25	24	0	1	2	6	1	1	5	2	5	3	4	6	32	8	2	19	14	3	5	4	12	12	37	12	32	21	5	17	10	9	19	20	20	12	36	12	14	21	0	26	24	22	36	16	32	22	35	28	39	29	32	34	39	27	36	49	2	36	56	32	23	49	54	22	29	58	49	62	49	64	39	68	71	64	69	57	78	64	1	2	1	1	1	2	1	1	3	2	1	2	2	2	2	2	1	2	4	2	1	2	1	1	1	1	4	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	2	7	3	1	2	2	2	1	3	2	2	4	1	5	3	7	1	1	2	4	2	1	4
1500	-466.234703270484204	-473.090191221443604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649045591900385	0	4	5	6	6	6	5	8	8	8	8	8	12	9	8	10	10	10	10	9	9	12	11	11	11	12	10	12	11	12	13	13	13	12	12	10	12	12	10	11	12	14	13	14	14	14	13	15	13	14	14	15	15	16	15	16	16	16	17	16	18	17	18	17	16	19	19	19	18	20	20	19	20	21	22	21	25	24	0	1	2	2	7	2	2	3	5	3	6	6	20	15	3	5	14	10	9	4	6	12	14	12	20	21	7	17	17	16	19	13	13	6	36	6	17	24	0	21	36	12	22	27	25	35	12	37	39	28	25	34	49	44	47	49	35	47	49	51	23	56	54	12	50	58	62	62	56	64	49	62	68	70	68	64	70	64	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	2	3	1	1	1	1	1	1	3	1	3	1	1	1	2	1	3	1	3	1	1	2	1	2	1	2	2	1	2	1	2	2	1	2	1	3	1	1	4	1	2	2	1	1	2	4	1	1	1	1	1	3	4
2000	-440.392305005120591	-447.247792956079991	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645571275028734	0	2	5	7	6	5	5	7	7	8	8	9	13	10	9	9	11	9	9	10	9	11	12	9	11	12	10	12	11	11	12	13	13	10	11	12	13	11	11	13	12	14	13	14	13	13	14	14	13	15	13	14	14	15	15	17	16	17	16	17	18	18	18	17	17	18	18	20	19	19	21	21	21	21	21	22	25	23	0	1	2	7	7	1	1	3	5	3	4	6	25	8	3	5	14	10	7	4	6	21	8	6	20	38	16	17	8	19	19	20	20	21	12	22	14	21	0	26	22	24	35	27	20	35	22	23	39	29	20	34	39	27	22	49	35	47	49	20	48	39	54	42	50	58	56	62	62	58	67	62	68	70	68	64	70	70	1	1	1	1	1	2	2	1	1	2	1	2	2	2	2	3	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	2	1	2	2	2	2	2	2	3	2	3	1	2	1	1	1	2	1	1	1	2	1	1	1	2	3	3
2500	-454.736708830761359	-461.592196781720759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606087393984559	-1	5	6	7	6	5	4	7	8	8	8	8	12	9	9	10	10	11	8	9	9	11	10	10	11	12	12	12	12	12	12	13	13	11	10	11	13	11	11	13	12	15	14	16	14	14	12	15	13	15	15	13	15	15	15	15	16	16	18	17	17	17	18	17	16	18	16	19	18	19	19	20	21	22	23	21	24	22	0	1	2	6	7	1	1	3	5	3	5	6	20	8	2	9	8	3	7	7	12	12	8	6	20	21	6	17	23	19	19	20	25	21	6	6	23	21	0	26	24	41	12	27	25	35	12	23	39	17	20	34	49	27	22	49	55	55	49	51	23	67	54	22	50	36	49	67	67	64	62	68	68	76	68	55	78	64	1	2	1	1	1	3	4	1	1	2	1	1	2	1	2	1	1	3	2	2	1	1	2	2	1	2	3	2	1	2	2	2	1	1	1	4	2	1	1	1	1	2	2	2	2	2	2	3	1	2	4	1	1	2	2	1	1	1	1	1	2	1	1	3	1	4	2	2	1	1	1	1	1	1	3	3	1	2
3000	-437.897785772647580	-444.753273723606981	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668059100084528	0	3	5	8	4	6	5	7	8	8	7	8	12	10	9	12	10	10	9	10	11	12	11	11	12	12	11	13	12	11	11	13	14	12	11	11	13	10	11	14	12	14	13	14	15	14	13	16	14	15	13	13	15	15	15	15	16	16	17	18	15	18	17	17	16	18	16	19	18	20	20	20	22	21	23	20	25	24	0	1	2	11	1	2	5	3	7	3	5	6	20	8	3	19	8	3	5	4	38	12	8	12	20	21	19	17	23	19	19	20	51	38	12	6	23	12	0	36	24	41	36	27	32	36	12	61	39	17	20	34	39	16	35	39	55	36	56	51	37	67	54	55	28	58	49	69	49	55	62	68	68	76	68	55	70	70	1	1	1	1	2	1	1	1	1	2	1	1	1	2	3	2	2	3	3	1	1	2	2	2	1	1	1	2	1	1	2	2	1	1	1	3	1	2	1	1	1	1	1	2	1	2	2	1	2	2	2	1	2	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	2	4	1	1	2	1	2	3	2	2
3500	-456.381325543732828	-463.236813494692228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692030581533555	0	3	6	7	4	6	6	7	8	8	9	8	12	9	7	9	10	10	10	10	9	11	11	12	12	11	11	11	11	11	12	14	14	11	11	11	13	12	10	12	13	15	14	16	14	15	13	14	14	16	15	15	14	13	15	14	16	18	17	17	17	19	16	17	17	17	16	20	19	19	21	21	22	21	23	21	24	24	0	1	2	5	1	5	5	2	4	3	6	6	20	8	3	7	8	10	9	4	6	6	14	36	20	21	16	17	17	19	19	13	13	21	12	4	23	26	0	21	24	41	22	27	25	35	12	37	39	28	13	34	39	27	47	39	40	55	56	45	37	67	54	43	50	55	56	67	67	22	68	68	72	70	68	64	70	64	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	1	2	2	2	2	2	1	1	2	1	2	1	1	3	2	2	1	1	1	1	3	1	4	1	1	1	2	1	2	2	3
4000	-444.851660945877370	-451.707148896836770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660198628141496	0	5	5	7	5	4	6	7	8	8	7	8	13	9	8	10	9	10	10	9	9	11	12	11	11	12	12	12	11	12	12	12	11	11	10	10	12	11	11	13	12	14	13	16	14	15	13	15	13	16	15	14	13	16	14	16	16	17	17	17	18	18	18	17	18	18	16	19	18	18	21	20	21	20	24	21	25	25	0	6	1	5	1	1	5	3	5	3	1	2	32	8	3	5	8	10	9	4	12	36	14	12	20	21	16	17	17	19	19	20	20	21	12	12	8	21	0	21	6	24	12	27	20	43	22	37	39	29	32	34	39	27	22	49	22	43	56	32	23	67	54	35	50	41	49	62	67	57	56	68	68	70	68	74	41	64	1	1	1	1	1	1	1	1	2	1	4	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	3	2	3	2	1	1	1	2	1	2	2	1	1	1	2	2	3	2	1	2	2	1	1	3	1	3	1	1	1	1	3	1	1	1	2	1	7	4
4500	-443.800270844171052	-450.655758795130453	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598747063483214	0	5	6	7	5	4	6	8	8	8	8	8	11	9	6	11	10	10	10	8	9	12	11	11	11	9	11	12	12	10	12	14	13	11	11	11	13	11	10	14	13	15	13	15	13	13	12	15	14	14	15	13	15	15	14	15	17	15	16	17	18	19	17	17	16	18	16	19	19	18	20	21	20	21	21	22	24	24	0	1	2	6	1	1	2	3	7	3	4	6	20	8	2	7	14	10	7	4	6	36	14	21	20	6	7	17	17	5	19	20	25	26	6	26	23	21	0	38	24	24	36	27	20	35	12	37	39	28	33	34	39	16	12	49	22	12	49	51	48	67	54	36	28	58	49	67	67	55	62	68	68	70	68	74	70	74	1	3	1	1	3	2	1	1	1	2	1	2	2	1	1	3	1	1	1	1	3	1	1	1	3	3	2	1	1	2	1	2	1	1	3	1	2	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	2	2	3	1	2	2	1	1	1	1	1	4	2	2	1	2	2	2	1	1	1	2	1	1	3	2
