step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-4152.978311705148371	-4159.833799656107658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751036171597161	0	0	3	3	5	5	5	4	6	7	7	8	9	7	8	7	9	11	11	10	10	10	11	11	11	11	11	12	12	13	12	15	13	14	14	15	15	16	17	15	16	16	15	16	15	19	17	17	17	16	17	18	18	18	18	19	19	19	18	19	19	21	18	21	22	24	20	22	21	22	23	22	23	22	23	24	25	25	25	26	24	24	25	24	25	27	29	27	27	27	26	27	27	28	29	30	30	30	30	30	30	32	31	32	32	34	34	35	38	38	40	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	2	3	4	4	4	5	4	4	4	5	6	6	5	5	5	6	6	6	6	6	6	6	7	6	8	7	7	7	8	8	8	9	8	8	8	8	8	8	10	9	9	9	8	9	9	9	9	9	10	10	10	9	10	10	11	9	11	11	12	10	11	11	11	12	11	12	11	12	12	13	13	13	13	12	12	13	12	13	14	15	14	14	14	13	14	14	14	15	15	15	15	15	15	15	16	16	16	16	17	17	18	19	19	20
500	-1069.276273513855131	-1076.131761464814417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.252606865171515	-1	0	3	3	4	4	5	4	4	7	7	9	9	7	8	6	9	11	11	10	9	11	10	11	10	8	12	11	10	12	9	16	13	12	11	15	15	16	14	15	16	15	15	17	14	20	16	18	15	16	18	16	18	17	16	20	19	19	18	20	20	21	19	20	19	24	21	22	20	22	24	22	23	22	24	25	25	24	24	26	24	25	26	23	25	27	29	27	28	28	26	26	27	28	29	28	31	29	30	31	29	32	31	33	33	34	34	36	39	39	41	0	1	1	1	2	2	4	3	3	4	8	11	9	4	9	9	10	21	14	26	16	21	15	17	10	16	10	14	26	23	9	20	23	31	29	27	39	27	31	23	31	20	35	36	28	43	28	31	31	9	43	23	49	31	39	29	32	54	33	49	49	42	53	59	33	60	31	39	55	65	58	59	48	48	52	39	33	74	39	49	31	9	39	65	40	9	34	52	67	52	54	9	9	80	65	70	69	82	69	34	85	39	101	65	77	69	67	49	55	89	77	1	1	2	2	2	2	1	1	1	2	2	1	2	3	2	1	1	2	2	1	1	1	1	2	2	1	3	2	2	1	2	4	2	3	1	1	1	2	2	3	3	4	3	2	1	2	4	4	3	5	2	4	2	4	1	5	2	1	2	3	4	5	1	1	3	2	7	4	3	1	3	2	3	2	4	7	6	1	7	4	13	11	8	2	6	11	8	6	5	9	6	14	14	1	5	3	6	2	7	13	2	9	1	12	3	8	6	15	17	6	11
1000	-806.989727983459829	-813.845215934419230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.390428932207964	-3	0	2	4	5	4	5	4	7	7	8	8	10	7	8	7	9	11	11	11	9	10	12	12	10	10	11	13	13	13	11	16	10	15	14	14	15	16	17	14	17	16	15	16	15	19	18	17	17	16	17	16	19	17	18	20	18	18	18	19	19	21	18	20	23	24	21	21	20	22	24	22	23	22	24	22	25	26	25	26	24	25	25	25	24	27	29	27	27	28	25	28	26	28	29	30	29	30	30	30	31	31	30	32	32	34	34	35	39	36	39	0	1	1	3	3	2	4	3	5	7	8	8	5	7	5	5	14	21	10	26	16	21	13	14	10	16	17	19	26	33	15	35	5	23	29	28	30	19	52	13	34	35	29	36	28	35	36	31	52	33	29	30	40	37	23	42	35	39	37	48	63	51	37	54	69	60	31	33	58	69	70	59	68	69	58	69	75	85	65	71	48	39	74	69	69	76	76	74	74	84	58	33	79	70	83	87	65	83	78	37	103	75	85	75	96	100	98	67	83	106	104	1	1	2	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	1	1	1	2	3	1	2	1	1	2	1	2	1	3	1	1	1	1	3	1	3	1	2	1	1	1	3	2	4	1	3	2	2	2	1	3	2	3	1	1	1	1	3	3	2	2	3	4	5	1	2	1	2	1	2	3	2	1	1	1	1	4	5	2	2	2	3	3	2	2	2	6	13	1	3	2	1	4	2	2	13	1	5	4	4	1	3	3	10	10	1	6
1500	-675.148233342086542	-682.003721293045942	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634014348629981	0	1	3	3	5	5	5	4	6	8	8	8	8	7	8	8	9	12	11	11	10	10	11	11	12	9	10	13	13	13	13	15	14	15	12	14	15	17	16	15	17	17	16	17	16	20	17	18	17	16	17	18	17	17	18	19	18	19	19	19	17	20	16	22	23	22	20	23	20	23	24	23	22	21	24	24	24	26	25	26	25	24	25	24	26	27	29	27	28	27	26	26	26	29	29	31	30	28	30	29	30	32	31	33	31	35	34	35	39	38	39	0	1	1	1	2	2	3	4	2	7	8	8	5	7	9	6	14	21	27	26	16	16	15	17	19	5	11	19	26	23	15	29	23	31	26	28	31	45	30	30	34	32	35	36	36	57	36	37	37	31	35	37	63	40	23	42	42	63	49	49	50	51	31	39	74	59	53	52	58	69	74	66	63	69	74	69	69	76	70	75	74	72	74	69	69	74	92	93	79	65	74	70	70	79	79	83	83	85	65	86	91	89	86	105	71	104	96	83	107	108	76	1	1	2	2	2	2	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	3	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	3	1	1	1	1	1	1	2	2	3	2	1	2	2	1	2	2	1	3	1	2	2	2	1	1	1	2	1	2	2	3	3	2	1	2	2	2	1	2	2	2	3	1	1	4	1	2	2	2	1	3	1	2	5	3	1	7
2000	-663.766371396721865	-670.621859347681266	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610010729700010	0	1	3	2	5	4	5	4	6	8	7	9	10	7	7	7	8	11	11	9	10	10	12	11	11	11	11	11	12	12	11	14	13	13	15	15	15	17	16	14	17	16	16	16	16	18	15	17	17	16	16	17	18	18	18	19	20	20	18	18	19	21	19	20	21	21	20	22	20	22	23	23	23	23	24	25	26	26	26	26	24	25	25	24	24	27	29	28	28	27	26	27	26	28	30	30	29	30	31	31	31	32	30	31	33	34	32	34	37	38	39	0	1	1	1	6	2	4	4	5	14	8	11	5	4	9	9	14	22	14	16	16	16	13	14	10	16	14	14	20	9	15	26	23	31	29	28	33	17	34	30	40	32	32	36	47	35	28	37	34	31	29	23	39	39	48	46	46	48	49	49	50	51	40	49	69	59	39	48	39	65	58	59	67	65	65	65	74	69	71	76	69	66	65	65	71	76	92	93	84	75	65	76	85	91	94	75	91	92	92	87	97	95	97	97	97	104	103	99	107	108	99	1	1	2	1	1	2	2	1	1	1	2	1	3	2	1	1	1	1	2	1	2	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	1	3	2	2	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	3	3	1	1	2	2	2	2	1	2	3	2	2	2	2	2	3	2	1	3	2	2	2	1	1	1	1	2	2	2	1	1	1	2	4	2	2	2	2	1	1	1	1	2	2	1	1	2	1	4
2500	-660.919414952920647	-667.774902903880047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498205857626850	0	1	3	2	5	5	6	5	7	8	7	7	10	8	7	6	10	11	10	10	8	9	10	11	12	9	11	13	11	13	12	15	11	13	13	15	15	17	17	15	16	16	16	16	15	18	17	17	17	16	18	18	17	18	18	19	20	18	18	20	19	21	19	21	23	23	20	21	20	20	23	22	23	21	24	24	25	25	25	27	24	24	26	24	25	28	30	27	27	27	27	26	28	29	28	30	30	30	30	30	30	32	31	32	33	34	33	36	37	39	41	0	1	4	1	2	3	4	4	6	7	4	4	9	7	5	6	14	21	10	26	16	21	15	10	10	16	19	19	26	33	5	35	15	31	29	28	30	36	37	33	31	26	32	36	28	32	36	23	41	34	32	23	37	37	37	46	46	40	41	49	50	51	53	54	58	72	53	54	54	48	70	52	67	69	70	74	75	65	65	85	71	66	75	70	74	83	85	71	79	71	70	74	79	88	79	75	83	92	86	83	84	91	99	87	86	99	86	106	83	108	108	1	1	1	1	2	1	2	2	1	1	2	3	1	1	1	1	1	2	1	1	1	1	2	2	4	2	1	2	1	2	4	1	2	1	1	1	1	1	2	3	2	3	1	1	1	2	1	4	1	1	2	3	1	2	2	1	1	2	1	2	1	2	1	2	3	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	3	3	1	3	2	1	2	3	3	2	1	2	3	2	3	2	2	3	3	1	1	3	3	2	1	6	1	3
3000	-643.199331472405675	-650.054819423365075	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602554004772590	-1	1	2	3	5	4	5	4	6	8	7	9	9	7	8	7	9	12	11	10	9	11	11	11	11	9	10	13	12	14	12	15	13	14	14	15	14	14	17	16	16	16	15	16	15	16	17	17	17	16	18	18	18	19	17	19	20	19	17	19	19	20	19	21	21	25	20	22	20	22	24	21	22	21	22	23	26	25	25	25	25	24	25	24	25	28	30	27	27	28	27	27	28	29	29	28	30	29	31	30	31	32	32	33	32	34	35	36	37	38	40	0	1	1	1	3	2	3	3	5	14	8	8	9	7	9	3	14	21	27	26	16	21	15	17	10	16	14	19	20	31	13	35	5	23	29	19	23	19	31	30	31	35	20	36	28	43	36	37	41	34	43	30	30	37	40	46	46	48	41	41	50	51	31	48	69	72	53	41	53	74	65	59	63	40	65	75	70	75	76	75	71	72	70	75	69	78	83	85	79	80	75	84	88	89	79	83	83	84	98	76	83	97	97	99	86	99	105	106	105	108	108	1	1	2	2	2	1	2	2	1	1	2	2	2	2	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	2	1	2	1	1	2	2	2	1	2	1	1	1	1	2	1	1	1	2	2	3	1	2	2	1	1	2	2	1	4	2	1	3	1	3	1	1	1	2	1	3	1	1	1	2	1	1	1	2	2	2	2	1	3	1	1	1	2	2	1	1	2	1	2	3	1	3	3	1	1	1	2	1	2	1	3	1	2
3500	-651.567334438346393	-658.422822389305793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625548180070414	0	1	2	3	5	6	4	5	7	8	7	9	10	8	8	7	9	11	10	10	10	11	11	10	11	12	10	12	13	14	13	15	13	14	12	14	15	16	18	16	16	15	15	16	16	18	16	17	17	15	17	18	16	18	18	20	20	18	18	19	20	21	19	21	22	25	21	22	21	23	23	22	23	20	23	24	25	25	25	26	25	24	26	25	25	27	30	27	27	28	25	27	28	27	29	29	30	30	31	30	30	32	31	32	33	33	34	36	37	38	41	0	1	1	3	2	2	4	4	6	4	8	11	6	7	9	6	7	21	10	16	16	21	15	14	27	20	10	19	35	23	13	35	23	23	20	28	31	10	31	5	34	35	35	36	36	32	36	31	37	31	32	30	33	34	48	46	46	40	49	49	50	51	53	63	23	65	48	54	74	74	74	59	67	52	74	74	76	74	74	71	65	72	74	69	69	70	79	70	83	70	69	79	84	79	89	83	78	92	92	92	86	78	96	85	90	87	96	106	87	108	108	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	3	2	5	1	2	2	2	1	2	1	3	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	6	1	3	2	1	2	1	2	1	1	2	2	1	3	2	1	1	2	2	2	2	2	2	2	1	3	3	1	2	1	1	1	3	2	2	2	2	3	1	3	1	2	3	2	2	1	2
4000	-607.658202839190949	-614.513690790150349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696865234678963	0	1	3	3	4	5	6	5	6	7	7	8	9	8	9	7	9	11	11	10	9	11	11	11	10	11	11	12	12	13	12	15	14	15	14	15	15	16	17	16	14	16	16	14	16	18	16	17	17	15	18	18	19	18	17	19	19	19	19	19	20	22	17	21	22	22	20	22	22	23	23	21	23	21	23	24	24	25	25	27	22	24	26	24	25	27	30	27	27	28	25	27	28	28	30	30	29	31	30	28	31	32	31	33	32	34	34	35	38	38	40	0	1	1	1	3	2	3	3	5	7	8	4	16	10	9	9	14	21	10	16	16	21	15	17	10	20	10	19	20	23	23	35	23	41	29	44	33	19	31	41	31	35	29	28	36	35	44	33	34	31	43	30	63	40	37	46	46	48	49	39	50	51	33	54	74	49	63	54	74	58	74	59	67	58	74	65	65	75	74	85	33	72	69	65	69	91	91	79	85	91	76	76	88	89	94	86	86	92	100	78	92	93	97	99	86	99	96	104	105	108	108	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	2	1	1	2	2	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	2	2	2	1	1	2	3	2	1	3	1	3
4500	-651.855356599711627	-658.710844550671027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591752086016495	0	1	3	3	3	4	5	5	6	7	7	8	9	8	8	7	9	12	10	10	9	9	10	12	12	11	12	12	13	12	12	15	13	14	14	14	16	16	17	15	14	15	14	16	14	19	16	15	16	17	17	17	18	18	18	20	20	18	19	20	20	21	18	22	22	24	19	22	20	23	21	23	23	23	23	24	26	24	25	26	25	23	24	25	26	28	29	28	27	27	26	27	27	28	29	31	28	31	31	29	30	32	32	33	30	34	34	36	38	37	40	0	1	1	1	2	2	3	3	6	7	8	8	2	10	5	9	14	21	10	22	16	16	15	14	19	16	19	10	26	23	13	29	23	31	26	28	48	28	34	23	31	20	26	28	24	32	45	30	34	41	42	33	40	40	48	46	46	37	52	59	50	51	48	54	69	72	63	39	58	69	55	59	63	69	69	69	71	65	75	75	71	59	69	70	65	83	92	93	79	76	83	74	91	65	89	86	80	92	87	92	97	96	105	94	74	104	97	106	107	108	108	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	2	1	3	1	2	1	3	1	1	2	2	2	1	3	1	1	2	1	2	1	3	1	2	1	2	1	1	1	2	1	3	2	2	2	1	1	1	2	1	2	2	2	3	2	1	1	3	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	1	1	1	2	1	1	1	4	1	2	1	2	2	1	1	1	2	2	3	1	2	1	2	1	2
