"","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi","time"
"3c657a0b47",49,0.645833333333333,0.394010416666667,0.576020408163265,0.701913265306122,NA,1,1,0.363723437317577,172
