step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-772.140924067335391	-781.191767447786788	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.630505967640852	0	2	1	4	3	4	4	5	6	7	6	7	5	5	7	7	6	8	7	7	7	9	8	9	8	9	7	10	9	9	8	10	10	8	10	8	9	8	12	9	15	15	10	9	11	11	12	15	10	14	11	13	13	11	13	16	13	14	12	15	16	14	13	15	17	15	18	15	19	17	19	19	18	19	18	22	21	23	21	21	23	25	25	24	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-251.216072781330809	-260.266916161782149	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989073210268920	1	3	2	4	4	5	4	6	7	8	7	5	5	5	7	6	5	5	7	8	7	9	6	9	9	9	6	9	8	9	8	9	10	9	11	8	9	9	12	9	13	13	9	7	11	10	13	15	11	12	10	12	14	10	14	17	12	11	10	15	17	14	13	15	16	15	19	15	18	17	20	19	16	20	18	18	21	22	18	22	22	26	19	25	25	0	3	1	2	1	2	2	14	17	9	16	4	1	5	4	17	5	2	17	27	5	20	5	16	10	31	13	27	44	15	13	44	38	31	51	27	16	19	26	13	58	33	21	7	37	9	43	41	43	38	28	46	52	32	45	64	25	8	8	23	48	40	39	63	51	42	76	55	73	48	69	56	64	79	57	68	74	83	73	72	74	85	73	80	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-254.423134451028602	-263.473977831479942	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978549189381784	0	3	2	4	4	2	1	4	5	6	5	8	4	6	8	7	7	7	8	6	6	6	9	7	9	8	8	11	10	10	7	10	11	9	6	9	9	9	11	8	15	16	6	10	10	9	10	14	7	15	11	12	13	12	13	17	14	15	12	16	17	14	13	15	18	16	19	14	17	18	19	20	18	19	18	22	21	23	20	22	23	20	25	23	24	0	6	7	2	2	1	1	7	8	8	2	35	2	11	17	11	43	9	10	13	8	9	26	11	18	13	20	30	23	26	4	25	38	3	13	12	49	12	31	10	32	59	9	49	36	49	15	45	22	55	23	46	30	12	30	58	51	62	33	50	62	59	44	53	55	52	69	28	62	48	69	69	48	75	69	79	56	77	69	75	79	61	84	76	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-239.871834323037803	-248.922677703489143	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986393629796194	0	2	2	1	3	3	4	5	5	7	7	5	6	5	8	8	6	8	8	7	8	7	5	9	8	10	8	7	9	8	9	9	10	3	11	6	7	9	13	10	16	15	10	10	10	9	13	16	9	15	12	13	12	11	14	12	14	12	12	14	17	13	14	14	17	14	19	15	19	18	20	20	19	20	18	22	21	23	22	21	21	21	26	23	23	0	1	4	1	4	1	3	5	34	14	7	7	7	6	28	13	14	28	11	12	20	2	34	28	13	19	23	12	22	28	37	10	31	2	46	7	17	22	56	19	52	26	15	31	38	18	54	50	2	47	19	58	30	32	59	40	56	45	40	29	68	56	39	45	68	53	65	52	65	41	70	69	75	70	64	80	65	77	72	61	74	69	84	79	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-268.428911616052403	-277.479754996503743	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965414020259301	-4	2	2	5	1	5	4	4	6	8	5	7	5	5	8	7	7	7	3	6	8	10	9	8	9	10	8	9	10	7	8	8	11	8	8	8	9	8	12	6	7	16	10	9	12	10	13	15	11	14	11	12	10	10	13	17	14	15	11	16	16	14	13	13	17	9	19	12	19	12	18	19	16	19	19	21	14	22	21	20	23	25	24	23	25	0	5	5	7	1	19	2	2	8	9	3	20	19	7	8	8	9	4	5	7	13	28	27	12	10	36	17	34	23	3	14	40	22	41	4	16	13	20	46	7	11	45	38	32	43	28	59	57	12	33	53	21	24	11	49	42	64	53	26	57	64	26	66	29	45	40	56	28	65	44	61	71	45	61	56	67	45	79	39	74	76	81	74	79	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-259.032893576864126	-268.083736957315466	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995055168409013	0	2	1	4	3	4	4	6	7	6	7	5	5	6	8	8	7	6	7	8	7	7	8	10	6	10	8	10	9	7	9	5	10	9	11	7	10	6	13	9	16	13	11	9	12	11	10	16	6	15	11	14	13	12	12	16	8	12	10	13	16	13	13	15	17	15	18	14	19	18	20	17	15	19	16	22	20	21	21	18	22	26	24	22	24	0	1	1	3	3	1	1	7	6	4	18	7	5	6	25	22	4	7	12	18	12	13	10	20	6	40	14	32	19	5	14	7	32	30	47	10	29	12	24	30	62	37	37	11	44	47	44	53	5	63	15	54	46	22	21	54	49	16	17	26	63	35	58	51	73	53	75	9	65	48	67	61	26	48	50	77	73	67	70	56	77	83	71	77	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-247.087733875199319	-256.138577255650659	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996646818945764	0	2	1	5	4	5	5	4	6	8	5	8	5	3	6	7	6	8	6	8	6	9	8	6	9	9	5	10	10	9	7	10	10	8	11	7	9	8	11	9	7	14	7	9	12	10	13	15	11	14	12	14	11	11	13	16	10	14	12	16	17	12	13	15	18	11	17	15	20	14	19	18	17	19	19	23	22	23	21	20	23	25	26	24	23	0	3	1	5	1	8	14	14	27	31	14	16	2	1	8	17	4	21	6	31	11	24	17	14	16	43	2	37	34	12	6	37	18	15	26	24	10	36	38	7	8	51	11	34	33	38	45	52	34	39	46	35	12	12	44	59	40	55	32	52	33	34	49	35	60	30	64	66	73	45	64	60	52	60	70	79	69	74	73	75	69	75	84	78	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-260.218514221906389	-269.269357602357729	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996806496774792	-1	1	1	4	4	5	3	6	5	7	6	3	5	6	3	6	5	8	7	8	8	8	9	9	7	10	7	9	9	10	7	10	10	8	10	8	10	9	13	6	16	13	9	9	10	11	12	14	9	15	12	13	14	5	12	13	13	15	10	14	15	13	10	15	15	15	18	11	19	17	18	17	16	17	16	21	18	20	21	22	24	23	24	23	22	0	1	1	7	2	5	2	15	12	14	5	3	7	5	3	54	15	25	17	16	11	16	25	11	11	38	2	25	19	43	7	38	28	8	19	25	23	19	36	13	52	20	20	17	40	49	30	51	14	52	45	51	33	12	49	68	68	48	14	55	57	22	29	47	53	55	70	22	64	58	74	52	60	57	53	78	50	60	78	78	80	85	76	79	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-254.691318621823143	-263.742162002274483	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995684387692040	1	2	2	3	2	5	4	6	6	5	5	7	6	3	8	8	6	9	7	8	7	7	6	10	7	9	8	10	6	10	9	8	8	5	11	6	7	6	12	10	14	15	10	10	10	12	13	13	9	13	11	14	14	12	10	16	14	12	12	16	17	13	12	14	17	15	17	14	19	17	19	18	18	18	18	22	21	23	19	20	22	23	22	18	25	0	1	1	2	1	7	5	14	4	14	14	8	10	1	37	19	14	17	10	17	13	17	10	2	9	32	37	26	7	18	33	14	10	7	55	14	36	14	35	31	24	54	12	37	18	26	59	43	16	30	31	48	46	55	33	66	30	35	28	53	62	40	21	30	57	41	52	39	67	66	70	60	56	66	70	73	79	76	73	84	79	81	71	64	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-277.060767607291780	-286.111610987743120	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979060395550155	1	3	2	4	2	4	5	5	3	6	5	6	6	5	7	7	5	9	4	7	7	7	8	10	8	9	8	10	7	7	5	10	10	8	9	8	9	5	11	5	12	15	4	9	12	10	11	16	11	13	12	12	13	12	11	17	14	14	9	14	16	13	13	15	17	15	18	16	20	18	19	18	18	18	17	22	19	21	21	20	20	24	24	23	22	0	1	1	9	1	2	1	9	1	2	6	7	14	3	6	10	43	14	5	12	8	12	40	18	38	23	17	40	10	17	19	20	25	38	29	10	22	6	33	43	55	52	5	15	39	19	37	54	13	55	46	29	46	36	46	68	15	63	13	44	58	39	16	45	64	41	48	60	66	60	66	61	61	49	54	74	61	42	71	70	49	76	79	78	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
