step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-10990.837359712362741	-10989.375277627843388	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.817814522226199	-1	1	2	3	5	3	3	4	3	5	6	5	5	4	7	5	6	7	5	7	6	7	8	6	8	8	9	9	8	7	8	9	9	10	9	9	8	8	10	8	8	10	10	11	10	11	11	11	11	11	11	10	11	11	12	12	12	12	12	12	11	12	12	12	11	13	12	14	12	12	13	12	16	14	13	13	14	16	15	14	14	15	14	15	14	15	16	17	17	20	16	17	16	18	20	19	19	19	21	25	23	25	26	27	27	29	28	32	30	33	35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	3	2	3	4	3	3	3	4	3	4	4	3	4	4	4	5	4	5	5	5	5	5	4	5	5	5	6	5	5	5	5	6	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	6	7	7	7	6	7	7	8	7	7	7	7	9	8	7	7	8	9	8	8	8	8	8	8	8	8	9	9	9	11	9	9	9	10	11	10	10	10	11	13	12	13	14	14	14	15	15	17	16	17	18
500	-3798.731413066169807	-3794.375450916259524	-4.355962149910090	0.000010040744043	0.000121939767090	12.144495125263759	0.275614600873894	-2	0	2	2	2	2	3	3	3	5	6	5	5	5	7	6	7	6	5	4	3	7	8	3	6	8	9	10	6	6	9	10	9	8	6	7	9	6	10	7	8	9	11	12	10	11	11	11	12	11	10	10	11	11	9	13	13	11	12	13	12	13	12	11	11	13	12	15	13	9	10	12	17	13	13	13	15	17	15	11	15	14	14	15	13	15	17	17	18	20	16	17	17	19	20	20	20	20	22	23	24	26	26	27	27	29	28	33	31	34	36	0	1	1	2	2	2	2	3	4	5	6	7	9	0	5	3	12	12	0	5	3	10	10	6	13	15	16	40	20	21	38	20	20	20	21	10	38	24	25	16	29	29	33	35	10	28	33	33	34	36	24	41	35	15	21	35	24	24	42	29	29	35	47	71	36	53	47	38	29	34	70	36	30	24	38	41	36	35	38	70	29	65	71	11	70	24	59	24	83	83	80	58	76	51	83	80	79	71	58	58	0	58	55	58	55	58	55	55	55	58	99	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	2	2	1	1	2	1	1	3	1	1	1	2	1	2	1	1	3	3	2	2	2	3	2	2	1	1	2	1	4	2	1	1	1	2	2	4	1	5	4	5	3	5	8	2	6	5	4	1	1	2	1	1	6	6	1	1	2	5	6	3	4	6	8	5	1	4	2	4	5	2	5	3	7	4	5	3	4	3	7	5	7	3	8	10	6	1	8	6	14	12	14	16	15	17	16	9
1000	-3278.226335370100514	-3274.105183173475780	-4.121152196624842	0.000010099373495	0.000108524801151	10.745696374163320	0.307742593314380	-1	0	2	1	4	2	3	4	4	4	6	5	5	4	7	5	6	8	6	6	6	8	9	5	7	9	9	9	7	8	9	9	8	9	8	8	8	8	9	8	8	10	11	11	10	12	10	11	12	11	9	11	11	11	12	13	9	11	11	12	11	13	13	12	11	13	13	14	13	9	10	13	13	14	12	14	14	16	15	13	14	15	13	15	14	16	16	18	18	21	16	17	16	18	21	20	17	19	19	25	22	26	26	28	28	29	29	33	31	34	35	0	1	1	2	2	2	2	3	4	2	6	7	9	0	5	3	12	12	0	5	8	10	10	6	9	15	16	40	20	21	24	20	20	20	21	10	24	24	25	16	29	29	33	35	36	40	33	33	71	36	24	41	35	26	30	35	38	38	41	41	42	35	47	71	36	53	47	51	33	5	70	65	30	57	57	59	36	35	38	70	29	65	71	57	80	57	76	57	83	83	85	74	59	51	83	91	68	83	73	78	0	73	101	73	99	73	73	73	8	99	99	1	1	2	1	2	1	1	1	3	2	2	1	1	1	2	2	1	3	1	1	1	2	4	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	1	2	1	2	1	2	3	2	2	1	3	4	1	2	2	4	1	3	1	1	2	2	1	2	4	2	1	1	4	4	2	2	5	7	3	2	4	2	2	3	1	4	2	7	4	4	1	2	2	6	4	3	1	6	6	7	1	9	3	10	8	11	15	14	21	14	9
1500	-2295.619802923996758	-2292.076113104972592	-3.543689819024147	0.000010210907317	0.000079260771299	7.762363210028060	0.377157520305270	-1	0	2	2	5	3	3	5	4	4	6	5	5	4	7	4	7	7	5	6	3	7	7	7	7	8	8	9	8	6	8	10	8	11	7	10	8	8	10	8	9	9	10	10	11	10	11	10	12	12	11	10	9	12	12	13	9	12	12	12	11	12	12	12	11	13	12	14	12	9	11	13	15	14	14	14	15	16	13	13	14	14	13	16	14	16	16	17	16	21	16	15	17	19	20	20	19	20	18	26	24	26	27	28	27	27	28	33	31	34	36	0	1	1	2	2	2	2	3	4	2	6	7	9	0	5	3	12	12	0	2	3	10	10	11	13	15	16	40	20	21	24	20	20	20	21	23	24	24	25	16	29	29	33	53	36	40	33	33	71	65	38	41	35	26	30	35	38	24	41	41	42	44	47	71	36	44	47	79	47	20	70	65	30	57	57	59	65	44	51	70	42	65	71	57	80	57	76	57	83	83	85	74	59	51	89	91	68	89	34	99	0	99	100	99	99	8	20	99	73	99	106	1	1	2	1	2	2	1	1	1	3	2	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	1	2	1	3	1	3	2	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	3	3	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	5	4	2	1	4	3	1	2	2	1	1	3	1	5	1	6	3	5	1	1	2	5	3	3	3	2	3	7	1	6	1	9	7	8	14	14	14	14	6
2000	-1958.129155218388632	-1954.327979197115383	-3.801176021273143	0.000010361612359	0.000093423481479	9.016307331539634	0.396106103360643	-1	1	1	3	3	3	2	4	3	6	5	5	5	4	6	5	6	7	5	6	6	8	8	6	9	8	9	10	8	7	8	10	9	10	8	9	9	8	11	8	9	10	10	11	10	11	11	11	12	11	12	11	10	11	12	12	9	13	11	12	11	12	12	13	11	13	12	15	13	10	11	12	14	14	13	13	13	17	14	14	13	15	14	16	15	15	17	17	16	21	16	18	16	18	21	20	19	20	18	24	23	26	25	27	28	29	28	33	31	34	35	0	1	1	2	2	2	2	3	2	5	6	7	9	0	5	3	12	12	0	5	8	10	10	11	13	15	16	40	20	21	24	20	5	20	21	23	24	24	25	16	29	29	33	53	36	40	33	33	71	36	38	41	35	26	30	35	24	24	41	41	29	53	47	71	36	44	47	79	63	5	70	65	30	57	57	59	65	66	51	70	29	65	71	57	80	57	59	57	83	83	85	86	59	68	89	91	94	83	73	99	0	99	100	99	99	99	73	99	73	99	104	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	3	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	4	1	2	1	1	1	1	2	1	1	1	1	2	1	1	5	2	2	1	2	2	1	3	3	2	1	3	1	5	3	5	1	4	1	2	3	2	2	3	1	3	4	4	1	6	1	8	6	7	11	13	11	14	5
2500	-1790.179023711376203	-1786.831785180899260	-3.347238530476857	0.000010678335038	0.000073494198360	6.882552204744716	0.465375717266249	-2	1	0	3	4	3	2	4	4	5	7	5	5	4	8	5	7	7	4	6	6	7	7	6	9	9	8	10	7	7	8	8	10	9	8	9	7	9	10	8	7	9	11	12	10	11	11	11	12	11	10	10	9	11	12	12	11	11	11	12	12	13	12	12	11	13	13	15	13	10	11	13	15	15	13	13	14	16	14	14	14	16	15	16	15	15	16	17	16	19	16	17	15	19	20	19	20	20	18	24	21	25	27	28	26	30	28	33	31	34	35	0	1	1	2	2	2	2	3	4	5	6	7	9	0	5	8	12	12	0	5	8	10	10	6	13	15	16	40	20	21	24	20	32	20	21	23	24	24	25	16	5	29	33	53	36	40	33	32	71	36	24	41	35	26	30	35	38	38	41	41	42	53	47	71	36	44	47	79	63	20	70	65	30	57	57	59	65	66	51	70	42	65	71	74	80	57	93	57	83	83	85	74	76	68	89	91	94	83	48	99	0	99	105	101	99	99	11	99	99	99	106	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	3	2	1	1	2	2	2	3	2	3	2	1	1	4	1	3	1	2	1	1	1	3	2	2	1	2	4	3	1	4	1	7	6	7	11	13	9	14	2
3000	-1453.151165253397266	-1450.702484568968885	-2.448680684428303	0.000010932261248	0.000039369789500	3.601248507185546	0.495109706780369	-1	0	2	2	5	2	4	4	4	6	4	5	6	2	7	6	7	7	6	7	6	8	8	5	7	9	10	9	7	7	8	9	9	9	8	9	8	9	10	8	8	10	11	11	11	12	10	10	12	11	12	10	10	12	12	12	10	13	12	13	12	12	12	12	11	13	13	15	13	10	11	12	16	14	13	14	15	16	14	12	15	15	14	15	14	15	17	16	17	19	17	18	16	19	20	19	19	17	18	25	23	26	27	28	26	29	29	33	30	34	35	0	1	1	2	2	2	2	3	4	5	6	7	9	0	5	3	12	12	0	5	3	10	10	11	9	15	16	40	5	21	24	20	20	20	21	23	24	24	25	16	29	29	33	53	36	28	33	33	71	36	38	41	35	26	30	35	24	38	41	41	42	53	47	71	36	44	47	79	63	5	70	65	55	57	57	59	65	44	51	70	42	65	64	74	80	57	93	74	83	83	85	86	76	68	89	91	68	83	5	99	0	99	105	99	99	99	99	99	99	99	108	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	3	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	4	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	2	3	1	1	2	2	1	1	1	3	1	1	2	2	2	2	1	2	1	1	2	2	6	3	1	3	1	7	6	6	6	11	9	11	1
3500	-1447.639031573320835	-1445.383853765885760	-2.255177807435149	0.000011459515391	0.000034747062798	3.032158133315228	0.392314178953361	-1	1	2	2	3	3	3	3	3	5	6	5	6	4	7	5	7	7	5	5	6	8	6	5	9	8	9	10	8	8	8	9	8	7	9	9	8	7	11	8	8	10	11	12	10	12	9	12	12	12	11	11	10	11	12	11	11	11	13	12	12	13	12	12	11	13	13	15	13	9	10	13	15	14	14	14	14	16	13	13	15	15	14	15	15	15	16	17	18	19	16	18	17	18	20	20	20	19	18	24	23	25	26	26	28	30	29	32	30	34	36	0	1	1	2	2	2	2	3	4	2	6	7	9	0	5	3	12	12	0	5	3	10	10	6	13	15	16	40	20	21	11	34	20	5	21	23	24	24	25	16	20	29	33	53	36	28	33	33	71	36	38	41	35	26	30	35	38	38	41	41	42	44	47	71	36	53	47	79	63	34	70	65	30	57	57	59	65	44	51	70	42	65	71	74	80	74	59	74	83	83	85	86	59	68	89	85	68	83	34	99	0	99	100	99	99	99	99	99	99	99	108	1	1	2	1	1	1	1	1	1	2	2	1	2	1	3	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	1	1	1	2	1	2	2	2	1	2	3	1	2	2	3	4	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	1	3	2	2	8	3	1	3	1	6	6	6	5	10	8	10	2
4000	-1333.620888426923784	-1331.052658922656747	-2.568229504267034	0.000013281496285	0.000052790068682	3.974707935655130	0.552023001669217	-1	1	2	3	4	3	3	4	4	5	5	6	5	4	6	6	7	7	5	6	6	6	7	6	8	9	10	10	8	8	8	9	9	11	8	9	9	8	10	8	7	10	11	12	11	12	10	11	12	11	10	10	10	10	12	11	12	12	12	12	11	12	12	12	11	13	12	15	13	10	11	12	15	13	13	13	13	17	14	13	15	16	14	15	14	15	16	17	18	20	16	18	17	18	20	19	17	18	19	25	24	25	26	27	28	28	28	32	31	33	36	0	1	1	2	2	2	2	3	4	5	6	7	9	0	5	8	12	12	0	5	3	10	10	6	13	15	16	40	20	21	24	20	20	32	21	23	24	24	25	16	20	29	33	53	36	28	33	33	71	36	38	41	35	26	30	35	38	38	41	41	29	53	47	71	36	53	47	79	63	5	70	65	55	57	57	59	65	66	51	70	29	65	71	74	80	74	76	74	83	98	85	86	59	68	89	91	68	83	5	99	0	99	100	99	103	99	99	99	99	99	108	1	1	2	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	3	2	3	3	2	2	2	1	2	2	2	1	1	3	1	1	2	1	1	1	1	3	2	1	3	3	1	1	1	1	2	2	2	1	1	2	2	2	1	2	1	2	6	2	1	3	1	5	2	6	4	7	8	8	2
4500	-1239.674404241525281	-1237.406580946708800	-2.267823294816582	0.000016956134964	0.000052022783725	3.068080304569500	0.582971214293726	-1	0	2	2	5	3	3	4	3	6	6	5	6	5	8	6	6	7	6	7	5	8	8	6	8	9	9	10	7	7	9	9	9	10	9	9	9	8	10	7	8	10	10	12	10	12	11	12	12	11	11	11	11	11	12	11	11	12	12	13	11	13	13	13	10	13	12	14	12	11	12	12	17	13	12	13	13	14	13	14	14	14	15	15	15	16	17	18	17	20	17	17	16	18	21	19	20	18	21	26	21	26	24	27	27	29	28	32	30	34	35	0	1	1	2	2	2	2	3	4	5	5	7	9	0	5	3	12	12	0	5	3	10	10	6	13	15	16	40	5	21	24	5	20	20	21	23	38	24	25	16	5	29	33	53	36	28	33	33	70	65	38	41	35	26	30	35	38	57	41	41	42	53	47	71	36	53	47	79	47	5	70	65	55	57	57	59	65	66	51	70	29	65	71	74	80	74	93	74	83	98	85	86	59	68	89	91	94	83	5	99	0	99	99	99	103	99	100	106	103	99	108	1	1	2	1	3	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	3	1	2	1	2	2	1	1	1	1	1	1	1	1	1	3	1	2	3	1	1	1	1	1	1	1	3	3	1	1	1	2	1	3	2	1	1	1	2	2	2	1	1	2	6	3	1	3	2	4	2	4	1	1	5	7	1
