step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-684.290112513959343	-691.145600464918743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.337793213909005	-1	2	3	3	4	6	5	5	5	5	5	6	6	6	7	9	7	7	8	8	8	9	8	7	9	9	10	9	10	10	10	10	11	10	13	12	11	10	11	12	11	11	13	11	12	12	13	12	13	12	13	14	13	13	14	13	14	13	13	12	14	14	14	14	13	14	14	14	14	14	13	13	15	14	15	15	15	15	15	16	16	15	17	17	15	17	17	17	17	18	17	16	19	17	16	17	17	18	17	18	19	18	19	19	20	21	20	21	22	21	22	23	23	26	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	4	3	3	3	3	3	4	4	4	4	5	4	4	5	5	5	5	5	4	5	5	6	5	6	6	6	6	6	6	7	7	6	6	6	7	6	6	7	6	7	7	7	7	7	7	7	8	7	7	8	7	8	7	7	7	8	8	8	8	7	8	8	8	8	8	7	7	8	8	8	8	8	8	8	9	9	8	9	9	8	9	9	9	9	10	9	9	10	9	9	9	9	10	9	10	10	10	10	10	11	11	11	11	12	11	12	12	12	14	15
500	-426.073709527128017	-432.929197478087417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462442629403863	-1	1	3	3	4	6	6	5	5	6	4	6	7	7	6	8	7	8	8	8	9	8	9	7	9	8	9	8	10	10	10	10	11	11	12	13	11	10	11	13	11	11	12	11	11	12	13	13	14	12	13	14	13	14	13	13	14	12	13	13	13	14	14	15	13	15	13	14	14	13	11	13	16	13	15	16	15	16	14	15	15	15	18	17	15	18	16	17	17	18	17	15	18	18	16	17	16	18	18	17	19	18	19	19	18	21	20	22	22	21	23	23	23	27	30	0	1	1	2	3	3	9	4	1	11	4	8	10	8	11	15	3	6	7	15	8	15	11	9	14	10	7	2	8	3	2	20	18	26	38	37	22	22	14	71	24	32	26	17	10	23	38	25	0	15	28	55	42	37	50	42	38	19	71	21	30	26	50	61	45	53	15	31	61	34	21	20	0	41	0	45	62	41	50	0	42	40	43	66	67	34	52	57	34	100	0	61	29	70	48	0	61	81	0	50	91	49	86	97	61	100	96	47	85	86	9	27	0	107	50	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	4	2	4	4	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	2	3	1	1	2	1	1	2	2	1	2	1	3	1	1	1	1	2	2	1	1	1	3	1	2	1	3	1	2	1	1	2	1	2	1	1	2	1	1	3	1	1	1	4	3	1	1	1	2	1	3	1	2	1	1	3	2	2	4	4	1	8	6	1	3	8
1000	-567.895592646190948	-574.751080597150349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560396297731737	0	3	3	2	5	6	5	5	6	6	6	6	5	7	7	9	8	8	8	8	9	8	8	7	9	10	11	9	10	11	10	11	10	11	10	13	9	10	11	11	11	12	13	11	11	12	12	12	13	13	14	14	12	13	14	13	15	14	14	12	15	15	13	14	13	12	15	13	13	14	13	11	15	15	15	15	15	13	15	16	16	14	17	18	15	16	16	16	17	18	18	16	19	18	17	17	17	18	18	17	20	18	17	20	20	18	20	21	23	22	23	22	23	27	29	0	4	1	1	3	13	2	2	13	7	5	3	3	13	10	20	8	12	13	11	15	4	2	9	9	23	31	12	2	10	13	23	17	16	23	16	12	9	11	21	29	24	47	21	14	31	29	31	0	41	72	21	37	66	5	27	35	72	78	24	46	33	22	32	32	35	47	27	22	21	33	5	0	63	0	60	72	19	12	0	7	30	41	89	54	69	64	68	76	80	0	51	97	21	30	0	87	56	0	67	95	36	79	84	34	13	74	101	49	98	15	99	0	104	82	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	1	1	1	1	2	3	2	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	4	1	4	2	1	3	1	3	2	2	1	1	1	1	2	3	1	3	1	1	1	1	2	3	4	1	5	1	3	1	1	2	1	1	1	2	1	1	1	5	3	1	1	2	1	1	2	2	1	1	2	3	3	1	4	2	6	2	1	3	9
1500	-584.942038929412092	-591.797526880371493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603310118287494	0	3	3	2	4	7	5	5	5	4	6	5	7	6	7	10	8	6	9	9	8	10	8	8	9	10	11	10	11	10	9	10	11	10	12	13	12	10	11	12	10	11	12	11	12	11	12	12	13	12	14	14	14	12	13	13	14	13	14	13	14	15	14	14	11	14	14	14	14	14	13	13	13	13	15	16	15	14	16	16	16	15	17	16	14	17	17	16	17	17	17	15	19	18	16	18	18	17	17	16	20	19	20	20	20	20	20	21	23	21	21	24	23	26	27	0	1	1	1	2	11	2	10	3	1	1	4	7	8	9	17	18	5	23	10	18	14	11	18	14	13	31	21	13	15	14	21	19	8	42	33	39	10	10	21	15	41	18	20	13	31	5	18	0	41	54	30	16	30	26	37	24	27	35	43	34	70	50	28	17	30	37	50	8	47	25	48	0	21	0	62	40	65	78	0	28	40	43	22	40	32	36	50	70	92	0	25	90	79	41	0	68	53	0	68	96	91	94	39	52	94	53	81	59	102	78	68	0	108	59	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	3	3	3	1	1	3	1	2	1	5	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	3	1	2	1	1	3	1	2	1	1	2	1	1	1	1	2	1	4	1	3	3	1	4	1	2	2	1	1	3	1	1	3	1	1	1	1	1	1	1	1	3	3	1	2	2	5	1	4	5	1	2	4
2000	-747.236423270972864	-754.091911221932264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648033181628962	0	3	4	4	4	6	2	6	6	6	5	6	6	6	8	10	7	7	8	9	9	10	7	8	9	9	10	10	10	11	10	11	11	10	13	13	11	10	11	12	11	11	13	11	11	12	14	13	12	12	14	13	14	13	14	12	14	12	13	13	14	15	13	15	14	14	13	13	13	15	13	12	15	14	16	16	15	16	14	16	14	15	17	16	15	18	17	17	17	18	16	16	19	17	16	16	17	18	17	18	17	19	19	18	21	19	19	21	20	21	22	23	24	25	29	0	7	7	2	7	5	1	4	2	4	7	2	7	3	9	21	13	11	9	19	24	20	9	23	4	15	26	6	15	14	26	26	31	24	34	12	8	26	9	5	21	34	12	25	20	29	42	42	0	26	67	45	43	38	12	19	36	44	21	33	59	50	42	56	27	68	14	41	58	54	39	13	0	46	0	61	68	42	8	0	56	68	61	41	69	39	57	78	35	96	0	73	97	68	35	0	96	92	0	81	59	88	87	92	55	16	64	107	102	86	64	68	0	107	27	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	1	3	1	1	3	4	1	1	4	1	1	1	2	2	1	2	1	1	1	2	4	2	1	1	2	1	1	1	1	2	2	1	3	1	1	1	2	3	1	1	1	1	1	2	3	1	1	1	1	2	1	3	1	1	2	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	3	3	1	1	1	1	4	6	1	3	11
2500	-465.722614926587539	-472.578102877546939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636804762486984	-1	1	4	3	5	6	6	5	6	5	5	5	6	6	6	10	5	8	9	8	9	10	9	8	7	8	10	10	10	9	10	10	11	11	13	12	12	11	10	11	11	11	14	11	12	12	13	12	14	13	13	14	13	14	14	14	15	13	13	12	14	14	14	15	13	15	14	14	12	14	14	13	16	15	16	13	15	16	15	17	16	15	17	17	16	16	17	15	17	18	17	15	19	18	13	17	17	18	17	18	20	18	18	19	20	21	19	21	22	21	21	22	24	26	30	0	1	1	2	4	8	3	2	12	3	4	3	11	8	4	24	2	15	18	5	6	19	12	1	4	13	26	13	10	15	10	7	30	19	38	30	19	13	15	9	21	29	34	19	19	33	45	40	0	24	41	27	40	33	5	27	43	33	42	31	25	38	28	40	27	36	19	38	18	9	60	12	0	39	0	9	43	68	10	0	52	58	77	75	38	67	36	72	66	22	0	62	81	54	23	0	54	84	0	89	57	28	66	90	18	14	63	107	101	40	36	98	0	109	92	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	2	1	1	2	3	2	2	2	1	1	1	2	2	3	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	4	1	1	1	1	1	3	3	2	2	3	1	3	2	2	3	1	3	1	2	1	2	1	1	3	1	1	1	1	1	2	1	2	1	1	4	1	1	1	2	2	1	2	1	1	1	2	4	1	1	4	3	1	1	1	4	5	1	1	2	7
3000	-423.088125249065399	-429.943613200024799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593851264777671	0	2	3	3	5	7	6	5	5	5	5	7	6	5	7	8	7	6	8	6	7	9	8	7	9	9	9	8	10	10	11	10	12	10	13	11	10	10	12	12	11	12	14	11	12	11	12	12	13	11	14	15	13	13	14	14	15	13	14	11	14	13	14	14	12	14	14	15	15	14	14	12	15	14	16	15	15	15	13	17	15	15	16	17	16	17	17	17	18	18	18	15	19	17	16	17	17	19	17	18	19	18	16	18	20	21	20	21	21	20	22	21	23	27	30	0	1	1	1	4	14	3	4	4	4	1	18	3	4	20	18	18	2	13	8	8	2	13	8	19	21	15	10	19	9	16	21	29	7	37	19	9	12	14	60	37	32	12	12	9	22	22	38	0	17	41	54	44	50	9	53	54	16	2	26	41	30	47	40	32	79	45	62	47	9	30	32	0	72	0	32	79	48	16	0	37	35	49	76	49	42	35	33	71	51	0	70	83	43	48	0	68	102	0	85	76	66	59	88	47	47	93	102	103	57	16	83	0	88	84	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	4	1	1	1	3	2	4	1	1	1	1	2	1	1	1	1	5	1	1	3	7	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	3	1	1	1	1	2	1	1	1	2	3	1	3	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	4	5	1	1	2	2	7	3	1	4	9
3500	-560.023913066451200	-566.879401017410601	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520725532528817	-1	2	4	4	3	7	6	4	5	5	5	6	7	5	8	9	6	7	8	7	9	10	7	7	8	9	10	8	11	9	9	11	11	10	12	13	12	10	12	12	11	11	13	11	12	12	14	11	13	11	14	14	13	13	12	13	13	13	13	11	13	14	14	14	13	11	15	14	13	14	13	14	16	12	16	15	16	14	15	15	16	15	17	16	15	18	17	17	18	17	17	16	19	17	15	18	16	18	17	18	18	18	19	19	20	19	21	21	21	21	22	24	24	26	28	0	1	5	2	2	12	8	2	2	4	4	9	10	4	17	28	3	14	14	4	6	21	10	14	8	12	11	2	11	13	18	21	27	28	27	42	10	14	9	66	31	9	15	30	12	11	45	6	0	17	29	37	23	60	10	29	19	23	60	38	33	69	35	43	40	18	59	38	1	34	29	61	0	7	0	57	61	45	3	0	54	49	80	61	43	44	80	62	26	68	0	47	79	69	66	0	19	39	0	53	49	41	62	19	67	4	61	91	86	49	81	49	0	105	69	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	3	4	1	1	1	1	1	1	1	5	2	3	1	1	3	3	1	3	4	1	2	1	2	2	1	3	1	4	1	3	4	2	1	1	1	1	1	1	2	1	3	5	3	1	1	1	3	1	1	2	1	4	1	1	1	1	2	1	3	1	1	5	1	1	1	2	1	3	1	4	2	1	1	2	3	2	6	3	7	5	1	1	5	4	5	1	3	10
4000	-436.700402475238775	-443.555890426198175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562614817757353	-1	2	4	3	4	6	6	5	6	5	4	7	7	6	7	10	8	6	9	9	8	9	8	7	9	6	11	10	10	10	10	10	12	10	13	12	10	8	11	12	10	11	12	12	12	12	13	12	14	13	14	14	14	12	14	13	15	14	13	11	14	14	14	15	13	15	14	14	14	14	12	13	16	14	16	15	14	15	15	17	16	16	17	17	14	17	17	17	16	18	16	15	20	18	16	16	17	18	18	18	20	17	19	19	21	21	20	21	21	20	23	23	23	27	29	0	1	2	2	4	5	11	3	5	4	2	6	10	3	10	26	11	4	13	14	8	7	26	14	18	2	37	15	19	14	21	17	34	6	20	34	9	26	21	7	18	38	3	29	14	27	32	24	0	33	46	16	71	31	10	32	16	8	33	29	46	33	43	51	46	59	44	71	19	16	17	17	0	17	0	53	45	35	47	0	47	62	59	47	36	34	66	76	70	91	0	44	69	43	51	0	85	84	0	33	87	57	73	94	58	10	64	81	90	83	57	109	0	80	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	2	3	3	3	3	1	2	1	1	2	1	1	1	1	1	1	3	2	3	4	1	1	2	2	1	1	1	1	1	1	3	2	2	2	1	4	1	1	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1	1	2	3	1	1	2	1	1	2	2	1	1	1	4	7	3	3	2	1	5	1	1	5	6
4500	-523.499397800767269	-530.354885751726670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598468671228833	0	3	2	3	4	7	6	4	5	6	6	5	6	7	7	9	7	7	8	9	8	9	8	6	9	8	10	9	9	10	11	11	10	10	12	13	12	8	10	12	11	10	14	11	11	11	12	12	12	11	13	15	12	14	13	12	14	14	13	13	15	14	15	15	13	13	14	14	14	14	14	13	13	15	16	15	15	13	15	14	17	14	17	17	13	18	16	17	16	19	17	16	20	17	16	17	18	19	18	18	20	18	19	18	19	22	19	20	21	21	20	22	22	23	29	0	3	1	3	2	5	8	4	4	9	8	3	8	12	3	12	12	2	4	13	24	7	11	5	5	7	17	13	11	14	5	23	25	28	33	28	50	9	2	10	29	6	48	29	16	20	20	39	0	21	34	41	46	28	18	24	40	65	18	23	26	21	48	45	47	4	27	48	46	26	36	40	0	67	0	67	54	35	18	0	78	30	61	63	48	13	69	69	62	76	0	58	97	51	67	0	16	95	0	59	90	75	104	62	63	55	61	97	93	94	9	101	0	109	14	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	2	3	2	1	1	1	2	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	3	4	3	2	1	1	1	5	2	1	1	3	1	1	1	1	1	1	1	1	5	1	2	3	1	1	1	5	1	2	1	2	1	1	1	1	1	1	4	1	1	3	1	1	1	2	1	6	2	1	1	2	8	1	1	1	11
