step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
50000	-427.188372913560215	-434.043860864519615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732309837900507	-1	1	2	2	3	3	4	6	5	6	6	6	8	6	7	8	7	5	9	8	7	8	9	8	8	9	9	10	9	9	7	9	12	10	8	13	8	11	9	11	11	11	11	11	11	12	11	11	12	13	12	12	12	12	13	13	13	13	14	14	14	14	14	14	14	12	15	15	15	15	15	15	15	15	17	16	15	16	16	16	17	17	17	17	17	20	17	18	18	19	18	18	18	18	18	20	19	20	19	20	22	0	1	2	2	2	3	6	7	7	6	6	18	21	9	10	12	12	7	25	11	9	10	31	17	8	15	37	25	16	22	10	31	24	35	18	66	8	29	9	27	30	32	34	34	35	47	32	39	38	41	43	44	44	48	51	52	53	0	55	43	56	56	52	57	57	47	53	58	59	60	56	62	63	63	43	68	61	56	73	67	60	78	76	78	76	79	64	78	80	81	82	82	83	85	75	90	75	67	82	87	100	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	2	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	2	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2
50500	-434.290219696999372	-441.145707647958773	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661261502586545	0	1	2	2	3	3	4	5	5	6	6	5	6	6	7	8	6	7	9	9	8	8	7	7	8	8	9	10	9	9	9	9	12	10	10	12	10	11	10	11	11	8	11	11	11	12	11	11	12	11	12	12	12	13	13	13	13	13	14	13	14	14	14	14	14	15	14	15	15	15	15	15	15	16	17	16	16	16	16	18	17	17	16	17	17	20	18	18	18	18	17	18	18	18	20	20	19	19	19	21	23	0	1	2	2	2	3	6	7	7	6	6	7	7	9	10	12	12	12	14	11	14	10	11	17	14	15	21	27	21	10	23	23	24	16	16	47	27	27	29	27	30	23	34	34	16	31	31	39	37	30	43	44	44	48	52	52	53	0	51	51	56	56	57	57	57	46	51	58	59	60	56	62	67	63	69	68	61	56	73	63	67	56	68	71	76	79	64	78	57	81	78	82	83	85	77	90	90	81	80	87	100	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1	2	2	3	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	2	1	2	2	1	1	1	2	3	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	4	2	4	1	2	1	2	2	2	2	1	1	1	2	1	2	2	1	2	1	3	2
51000	-473.671328523383011	-480.526816474342411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671283934261239	0	1	2	2	3	3	4	8	5	6	6	6	8	6	7	8	7	7	9	9	7	8	7	8	8	9	9	10	8	9	9	9	12	10	10	10	7	11	10	11	11	11	11	11	11	12	11	12	12	13	12	12	12	12	13	13	13	13	14	14	14	14	14	14	11	15	14	15	15	15	15	15	15	15	14	16	16	16	16	18	17	17	16	17	17	20	17	18	18	19	17	18	18	18	20	20	19	20	19	21	22	0	1	2	2	2	3	6	21	7	4	6	7	9	9	11	12	12	12	25	6	9	15	10	17	21	15	8	37	9	22	23	23	35	16	18	23	9	27	37	21	30	31	35	34	35	31	36	21	40	41	43	44	44	37	43	65	65	0	57	55	52	56	52	57	18	36	51	58	67	60	55	62	63	63	51	68	61	61	73	73	75	55	68	55	76	79	57	82	67	84	78	78	83	85	88	81	75	90	91	87	100	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	2	1	1	1	4	2	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	2	2	2	2	2	2	1	1	1	2	1	3	1	2	1	1	1	3	2	2	2	1	1	1	2	1	2	1	3	4	2	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	3	2	1	3	1	1	2	2	1	2	2	2	1	2	3	1
51500	-489.446329121090798	-496.301817072050198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644049546101897	0	1	2	2	3	3	4	8	5	5	5	6	7	6	7	8	7	7	9	9	7	8	8	8	7	7	7	8	9	9	9	9	12	9	9	13	10	11	10	10	11	11	11	10	11	12	11	12	12	13	12	12	12	11	11	13	14	13	14	14	12	14	14	14	13	15	15	15	14	15	15	15	15	15	17	16	16	16	16	18	17	17	16	16	17	20	17	18	18	18	18	18	18	18	20	20	18	20	19	21	23	0	1	2	2	2	3	6	21	7	6	6	7	9	9	10	17	7	12	25	11	9	15	10	17	14	10	9	9	21	22	23	23	24	18	18	32	27	29	29	13	30	23	34	34	35	29	31	29	38	41	55	43	44	40	34	43	34	0	51	52	34	53	65	56	43	46	59	58	61	59	56	62	63	57	67	68	71	56	73	73	60	52	68	70	76	79	64	77	63	75	78	78	83	85	77	97	81	81	91	89	100	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	3	1	3	2	1	1	3	1	1	1	2	1	1	2	1	2	1	2	1	2	1	2	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	1	2	1	3	2	4	1	1	1	2	1	2	3	1	2	2	2	1	2	1	1	1	1	3	2
52000	-501.460593837383215	-508.316081788342615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562676145903860	-1	0	2	1	3	3	4	8	5	4	6	6	7	6	7	7	7	7	9	9	7	7	7	8	8	9	9	10	8	8	9	9	11	10	10	13	10	11	8	11	11	11	11	11	11	12	11	11	12	13	12	12	12	11	13	13	13	13	14	14	14	14	14	14	14	12	13	15	15	15	15	15	13	16	14	16	16	16	16	18	17	17	17	16	17	20	18	18	15	16	17	18	18	18	20	20	16	19	19	21	23	0	1	2	2	4	3	6	21	7	6	3	7	9	9	6	12	12	7	14	11	9	10	10	17	13	15	9	19	9	23	23	23	24	18	18	23	27	21	21	21	22	32	34	34	35	47	32	39	13	22	43	44	44	29	43	44	34	0	51	51	53	52	57	57	57	47	51	58	60	55	61	62	53	63	51	68	44	56	73	89	60	78	76	59	76	73	64	71	57	60	77	77	83	85	61	81	70	90	91	87	100	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	2	2	2	1	1	2	3	1	1	1	2	2	2	2	3	3	1	3	1	3	3	2	1	1	1	1	2	3	5	3	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	3	2	3	3	3	1	1	1	1	4	2	2	1	2	1	2	1	1	5	2	1	3	2	3	1
52500	-448.012175196258340	-454.867663147217741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692367217425152	0	1	2	2	3	3	4	8	5	6	6	6	7	6	7	8	7	7	9	9	8	8	7	8	8	9	9	9	9	9	9	9	11	10	9	11	10	11	10	11	11	11	11	11	10	12	10	12	12	13	12	12	11	13	13	13	13	12	14	14	14	14	14	14	14	15	15	15	15	15	15	14	15	16	17	16	16	16	16	17	17	16	16	17	17	19	18	18	17	19	18	17	18	17	19	18	19	20	19	21	23	0	1	2	2	4	3	6	13	7	6	6	7	9	9	11	12	12	12	21	10	9	15	10	17	14	10	21	13	14	22	23	23	24	35	18	31	27	27	29	27	30	31	34	12	35	47	23	39	37	41	43	53	34	48	43	53	53	0	44	51	56	55	57	57	57	36	51	58	59	43	56	56	63	63	51	68	71	70	73	73	70	61	68	78	76	79	64	77	57	96	82	78	83	68	82	70	96	75	82	87	100	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	1	2	2	2	1	2	1	1	2	1	2	2	2	1	3	1	1	2	2	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	3	2	3	1	3	2	1	1	1	3	1	1	1	1	1	2	1	1	1	1	2	3	2	4	1	2	1	2	2	2	2	1	2	2	3	2
53000	-487.828998017445429	-494.684485968404829	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648964530758030	0	1	2	2	3	3	4	8	5	6	6	6	7	6	6	8	7	7	9	9	8	8	7	8	8	9	8	10	9	9	9	9	12	9	9	13	9	10	9	11	11	10	11	10	11	12	11	12	12	13	12	12	12	13	13	13	13	13	14	14	14	13	14	14	14	15	15	15	13	15	15	15	15	16	16	16	16	16	16	16	17	16	16	17	17	20	18	18	18	18	18	16	18	18	18	20	19	19	19	21	22	0	1	2	2	4	3	6	7	7	6	6	6	9	9	6	12	12	12	14	11	12	10	10	17	13	15	13	13	21	15	23	23	24	18	18	47	27	27	13	27	26	23	35	34	35	32	26	39	37	41	44	44	44	48	43	53	51	0	51	55	56	53	57	57	57	47	55	58	52	69	56	52	63	63	52	68	71	44	71	61	55	44	68	67	68	79	64	77	80	78	75	71	83	85	77	84	90	81	71	87	100	1	1	1	1	1	1	1	1	1	2	2	3	2	1	2	2	1	1	2	1	2	2	1	1	1	3	1	3	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	3	1	1	4	1	1	3	4	1	1	2	3	3	2	2	1	2	1	2	1	2	1	1	1	3	2	1
53500	-476.617973782790671	-483.473461733750071	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612268260135935	-1	1	2	2	3	3	4	7	5	6	6	6	8	6	7	8	7	7	7	8	7	8	8	8	8	9	9	10	9	9	9	9	10	10	9	13	10	9	10	11	10	11	11	11	11	11	10	12	11	13	12	12	12	13	13	13	12	13	14	14	14	14	14	14	14	15	13	15	15	14	15	15	15	16	17	16	15	16	16	18	15	16	16	17	17	19	18	18	18	18	18	18	18	18	20	20	19	20	19	21	23	0	1	2	2	4	3	6	9	7	6	6	7	9	9	10	12	12	12	14	11	9	15	10	17	19	23	13	8	9	15	22	15	17	18	8	31	27	8	13	37	22	23	34	34	35	32	32	39	13	41	43	12	44	48	53	52	34	0	51	55	56	53	57	52	52	47	43	58	67	51	56	62	63	63	43	68	56	61	73	64	70	77	68	67	68	73	64	56	63	81	82	82	83	85	78	84	90	90	82	64	100	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	4	2	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	1	1	2	2	2	1	5	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	2	2	2	1	1	2	4	1	1	2	1	2	1	1	1	4	2	2	4	2	2	2	2	2	2	1	3	2	1	2	2	5	1
54000	-467.167666280846163	-474.023154231805563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648057626138094	0	1	2	2	3	3	4	8	5	6	6	6	8	6	6	8	7	7	9	7	7	8	9	8	8	9	9	8	9	9	8	9	12	10	10	13	10	11	10	11	11	10	11	11	11	12	10	12	11	12	12	12	12	13	13	13	12	12	14	14	14	14	13	14	14	14	15	15	15	15	15	15	15	14	17	16	16	16	16	16	16	17	16	17	17	20	18	18	15	18	18	18	18	18	20	17	19	20	19	21	20	0	1	2	2	2	3	6	10	7	6	6	7	9	9	6	12	12	12	14	11	9	15	31	17	14	15	9	21	13	22	15	31	17	18	18	31	8	13	29	27	22	32	34	34	35	26	23	14	37	41	43	44	44	48	51	34	44	0	55	52	56	44	57	57	57	47	43	58	59	55	56	61	74	63	51	68	56	61	73	89	70	61	68	67	76	79	65	71	62	81	82	77	83	85	62	67	90	81	88	64	87	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	1	3	2	2	4	1	2	1	2	2	1	1	1	1	2	1	5	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	1	2	2	2	2	1	2	2	1	1	1	3	1	2	2	1	1	1	1	1	2	1	2	2	2	1	2	1	2	2	1	3	1	1	1	1	5	2
54500	-491.921471502046472	-498.776959453005873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576899774227487	0	1	2	2	3	3	4	8	5	6	6	6	8	6	7	8	7	7	9	9	7	7	9	8	8	9	9	8	8	9	8	9	12	9	10	12	10	11	9	11	10	9	11	11	11	12	11	12	12	12	12	12	10	13	13	12	13	13	14	13	14	13	13	14	14	15	15	14	15	15	15	15	15	14	17	16	16	15	15	18	17	17	16	14	17	20	18	18	17	19	18	18	18	18	20	20	18	19	19	21	23	0	1	2	2	4	3	6	7	7	6	6	7	9	9	11	18	12	12	25	11	9	10	15	12	14	10	21	9	21	22	11	31	24	16	18	32	9	25	29	27	22	31	34	53	35	32	31	37	37	41	34	53	34	48	56	43	35	0	55	34	56	56	44	57	63	36	84	58	60	51	53	62	63	63	55	68	61	52	63	63	70	72	68	60	83	73	64	77	73	81	82	78	83	85	56	98	81	60	82	87	87	1	1	1	1	1	1	1	3	1	3	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	2	1	1	3	1	2	3	4	2	1	2	2	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	3	2	1	2	1	1	1	1	1	1	3	3	2	2	1	2	2	2	2	2	2	1	1	2	1	1	5	2	2	2	2	1	2	2	1	3	1	1	5	2	1	2
55000	-495.214705956471789	-502.070193907431189	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648288865446312	0	1	2	2	2	3	4	6	5	6	6	6	8	6	7	8	7	7	9	9	8	8	9	8	8	9	8	10	8	9	9	7	12	10	10	13	10	11	10	11	11	11	11	11	11	11	11	12	12	12	10	12	12	12	13	12	12	13	14	13	14	14	14	13	14	15	15	15	15	14	15	15	15	16	17	16	16	16	16	18	16	16	17	16	17	20	18	15	18	19	18	17	18	18	20	20	19	19	19	21	22	0	1	2	2	2	3	6	7	7	6	6	7	9	9	10	12	12	8	25	11	9	15	32	17	14	10	9	8	9	22	32	11	35	12	18	31	13	37	29	37	30	23	51	34	18	31	32	39	38	41	12	44	44	39	43	44	44	0	43	52	56	55	57	53	55	36	43	58	59	60	56	61	63	63	77	68	52	61	52	61	67	71	68	59	68	73	79	56	52	70	82	77	68	85	77	90	77	81	82	87	100	1	1	1	1	1	1	1	2	1	2	3	2	2	1	1	2	1	1	1	2	1	1	2	1	2	2	2	2	2	1	2	1	2	1	2	2	2	1	1	1	2	2	1	1	2	2	3	2	1	1	3	1	1	2	2	1	1	1	2	1	2	1	2	1	1	2	2	2	1	1	2	1	1	2	1	1	3	2	2	1	1	1	2	1	1	2	2	1	5	3	2	1	1	1	4	1	1	3	2	2	1
55500	-467.504131009881405	-474.359618960840805	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646839009289979	0	1	2	2	3	3	4	7	5	5	6	6	6	6	6	8	7	7	9	8	7	8	9	8	8	8	9	9	8	9	9	9	12	9	9	13	10	10	10	11	11	10	11	10	10	12	8	9	12	13	12	12	12	13	13	13	13	13	13	14	14	14	14	14	14	15	15	15	15	15	15	15	15	16	17	16	16	16	16	18	15	17	17	17	17	20	18	18	17	18	15	18	18	17	20	19	19	20	19	20	23	0	1	2	2	4	3	6	13	7	6	6	7	9	9	10	18	12	12	14	11	13	11	47	12	14	10	21	9	9	22	26	26	24	16	18	23	13	27	21	27	22	31	34	34	35	31	10	13	29	41	34	44	44	39	51	52	44	0	51	51	56	55	57	57	57	47	60	58	59	55	56	56	63	63	67	58	61	56	73	89	60	91	68	55	76	79	64	71	65	81	61	91	76	76	88	90	90	84	82	87	100	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	4	2	1	1	1	3	1	2	3	3	1	3	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	1	1	3	1	1	1	1	1	1	1	1	5	1	2	2	1	2	1	1	2	2	2	2	2	1	1	1	2	2	3	1	2	2	2	2	2	1	3	2	1	1	1	1	2	1	1	2
56000	-480.072174282374988	-486.927662233334388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655122450439222	0	1	2	2	3	3	4	7	5	6	5	6	7	6	6	8	7	7	9	9	8	8	9	8	8	9	9	8	9	7	8	9	10	10	9	13	8	10	10	11	11	11	11	11	11	11	10	12	12	13	12	12	11	13	13	13	13	13	14	13	14	14	14	14	14	15	14	15	15	15	15	15	15	16	16	16	16	16	16	15	16	17	17	17	17	20	17	17	17	17	18	16	18	18	20	19	19	18	19	21	23	0	1	2	2	4	3	6	7	7	7	6	7	10	9	11	12	12	12	37	11	9	30	31	17	14	31	8	9	9	15	15	21	24	35	18	46	9	37	21	27	22	15	34	34	35	32	23	21	38	41	43	53	34	48	51	35	53	0	55	51	56	56	55	57	57	36	51	58	55	67	61	61	63	80	55	58	56	71	73	57	60	71	68	81	76	73	64	77	80	81	82	61	68	85	88	90	90	81	44	87	100	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	4	3	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	3	2	1	1	3	2	1	1	1	2	1	3	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	4	3	1	2	1	1	1	3	1	2	1	2	1	4	1	2
56500	-461.601563954895539	-468.457051905854939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604394999761443	0	1	2	2	3	3	4	8	5	6	6	6	8	6	7	8	7	7	9	9	8	8	8	8	8	9	9	10	9	9	9	9	12	10	10	13	10	11	10	11	11	11	8	11	11	10	11	12	12	13	12	12	12	10	12	13	13	12	14	14	14	14	14	14	14	14	15	15	15	15	15	15	13	16	17	16	16	16	16	16	17	17	16	17	17	19	18	18	18	19	18	18	18	18	19	20	18	19	19	20	23	0	1	2	2	2	3	6	7	7	6	6	7	9	9	10	12	12	12	25	11	9	10	15	17	14	15	21	21	8	22	23	23	17	43	18	26	27	28	29	27	30	31	12	43	35	32	32	39	38	22	43	34	35	29	43	55	55	0	44	52	56	34	55	57	57	36	51	58	59	60	56	56	53	63	67	58	61	56	63	57	60	52	68	67	76	79	64	75	61	81	82	78	83	85	71	90	60	97	82	87	100	1	1	1	1	2	1	1	2	1	2	3	2	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	4	2	1	1	1	2	3	1	1	2	2	1	1	2	3	2	2	2	2	2	2	1	1	1	2	3	1	3	1	1	1	2	1	2	1	2	1	2	2	2
57000	-497.436168456063740	-504.291656407023140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513321233999575	0	1	2	2	3	3	4	8	5	5	6	6	8	6	7	7	7	7	9	9	8	8	9	8	8	8	7	9	9	9	9	9	12	10	10	12	9	11	10	10	11	10	11	11	11	10	10	12	12	13	12	12	12	10	13	13	13	13	14	14	14	14	14	14	14	15	15	14	15	15	15	15	15	16	17	16	16	16	16	18	17	17	15	16	17	20	17	15	18	17	18	18	17	18	18	20	19	20	19	20	22	0	1	2	2	4	3	6	10	7	6	6	7	14	9	10	12	12	12	14	8	9	11	10	17	14	15	9	25	8	15	11	10	17	18	18	46	27	21	29	37	32	23	12	34	35	31	31	39	38	41	35	44	44	29	51	51	52	0	43	44	56	34	57	57	34	47	51	58	59	43	56	62	63	43	62	58	88	61	73	62	60	43	68	53	76	63	64	61	57	60	84	82	83	85	78	51	90	90	91	87	87	1	1	1	1	1	1	1	2	1	2	3	2	1	1	2	1	1	1	3	1	2	2	2	1	2	1	2	1	1	2	2	3	2	2	2	1	2	1	1	1	2	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	2	1	1	1	2	1	1	3	3	2	1	2	1	3	2	4	1	3	1	3	3	1	4	3	2	1	2	1	2	4	2	1	1	3	4
57500	-462.855618202859318	-469.711106153818719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639059798645064	0	1	2	2	3	3	4	8	5	6	6	6	8	6	7	8	7	7	9	8	8	8	9	8	7	9	9	10	9	9	8	9	12	10	10	12	10	10	10	11	10	11	10	11	11	12	10	12	12	11	12	12	12	13	13	13	13	12	14	14	13	13	14	14	14	15	15	13	12	15	15	14	15	16	17	15	16	16	16	18	17	17	17	17	17	20	18	15	17	18	18	17	17	18	18	20	19	20	19	21	23	0	1	2	2	2	3	6	7	7	6	6	7	9	9	10	12	12	12	25	11	9	15	31	17	14	15	8	8	8	22	15	11	17	18	16	23	27	27	29	37	22	10	12	43	35	23	26	39	38	41	44	44	44	29	51	43	53	0	69	61	43	52	57	43	57	47	51	58	43	60	56	62	63	64	55	68	88	44	73	89	67	78	68	67	76	73	64	53	74	67	82	71	76	85	77	67	90	75	91	87	87	1	1	1	1	2	1	1	2	1	2	3	2	2	1	1	2	1	1	2	2	3	1	1	1	1	1	1	2	1	1	1	3	4	2	2	2	1	1	1	1	1	2	3	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	3	1	2	2	1	1	1	2	1	1	2	3	2	1	4	1	1	2	1	2	1	2	2	2	2	1	3	1	2	2	1	2	2	1	2	1	2	4
58000	-486.454568518005146	-493.310056468964547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704454759289773	0	1	2	2	3	3	4	7	5	6	6	6	8	6	6	8	7	7	7	8	8	8	9	8	8	9	9	10	9	9	9	8	9	10	9	12	10	11	9	11	11	11	11	11	10	12	10	11	12	13	12	12	12	13	13	13	13	12	14	13	14	14	14	14	14	14	15	14	15	15	15	15	15	16	17	16	16	16	16	18	16	17	15	14	17	20	18	15	17	19	18	18	18	18	17	19	18	19	19	20	22	0	1	2	2	4	3	6	7	7	6	6	7	8	9	6	12	12	15	14	11	9	15	32	12	19	10	21	9	13	22	32	15	17	18	18	31	27	27	21	27	30	47	34	34	16	47	26	29	40	30	43	44	44	39	51	52	52	0	51	44	56	34	57	57	57	23	60	58	59	62	56	61	63	63	78	68	88	56	73	78	71	77	68	55	76	79	64	61	62	67	63	95	76	85	88	91	67	55	82	87	100	1	1	1	1	1	1	1	3	1	1	2	2	1	1	3	1	1	1	1	1	3	2	1	2	1	2	1	3	1	1	1	1	2	2	2	2	1	2	1	2	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	2	1	1	4	1	1	1	5	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	4	1	2	1	2	1	3	3	2	1	1
58500	-478.215284280048763	-485.070772231008164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647073246950586	0	1	2	2	3	3	4	8	5	5	5	5	8	6	7	8	7	7	9	9	7	7	9	8	8	9	9	10	8	9	8	6	12	10	10	12	10	10	10	11	11	10	11	11	10	12	10	12	12	11	12	12	12	13	13	13	13	13	14	14	14	14	14	14	14	13	13	15	15	15	15	13	15	16	17	16	16	16	16	18	17	14	15	17	17	20	18	18	17	17	17	18	18	18	17	20	19	20	18	20	22	0	1	2	2	4	3	6	7	7	6	6	7	9	9	10	18	12	10	25	11	9	10	32	17	14	31	21	21	21	32	15	6	24	18	13	23	27	27	29	27	15	23	35	35	18	50	31	29	38	22	43	44	44	48	43	53	52	0	55	51	56	72	57	57	57	36	51	58	59	60	61	53	63	57	43	68	61	52	73	57	67	67	58	78	76	79	75	89	57	67	53	91	83	85	56	97	90	75	91	87	100	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	3	1	2	2	1	2	1	1	3	1	3	1	3	2	2	2	2	1	1	2	2	2	1	1	1	2	1	1	3	2	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	4	1	2	4	1	3	4	1	1	1	1	2	1	1	4	2	3	1	2	1	2	1	2	2	1	1	2
