step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
24500	-476.941230249344244	-483.796718200303644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635874528262910	0	1	2	2	3	3	4	7	5	5	6	6	8	6	7	7	7	7	9	9	8	8	7	8	7	9	9	10	9	9	9	7	12	10	9	13	10	10	10	11	11	11	11	11	11	10	11	12	12	13	12	12	11	13	13	12	13	12	14	14	14	14	12	14	13	15	15	15	15	15	13	15	14	16	16	16	16	14	16	16	17	16	17	17	17	20	17	18	15	18	15	18	18	18	20	19	19	20	19	19	23	0	1	2	2	4	3	6	7	7	6	10	7	9	9	10	12	12	12	25	11	8	10	10	17	14	10	13	19	13	15	32	11	17	35	18	42	8	27	29	27	30	31	34	35	35	32	31	39	38	41	43	53	34	27	43	53	44	0	55	51	44	56	44	65	44	23	51	58	59	55	56	62	57	61	51	68	89	56	73	63	60	91	68	67	76	79	89	53	57	67	61	82	83	85	99	90	90	90	91	87	100	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	2	1	3	2	1	1	2	1	1	1	1	2	1	4	1	2	1	2	1	1	2	2	2	1	2	2	2	1	2	1	2	1	1	1	3	2	1	1	1	1	1	2	2	1	1	1	5	2	3	1	2	1	1	1	2	2	1	1	2	1	4	2	1	2	2	1	2	2	3	2	1	1	2	1	1	1	1	1	2	4	2	3
25000	-501.040253867828085	-507.895741818787485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606208507580326	0	1	2	2	3	3	4	7	5	6	5	6	7	6	7	8	7	7	9	8	8	8	8	7	8	8	7	8	9	9	9	9	12	10	10	11	10	11	10	11	10	11	11	11	11	9	11	12	12	13	12	12	12	13	13	12	14	10	13	13	14	13	13	14	13	15	15	15	14	14	15	15	15	16	17	16	16	16	16	18	16	16	17	17	17	20	18	18	18	18	18	18	18	18	19	19	19	19	19	21	23	0	1	2	2	4	3	6	7	7	6	6	7	9	9	10	18	12	12	25	11	9	15	15	12	14	15	9	8	27	22	23	23	8	18	18	23	29	21	29	9	22	32	35	18	18	23	23	39	38	41	43	34	44	40	43	44	52	0	43	44	56	44	44	63	44	32	51	58	59	60	56	52	63	57	67	68	57	56	73	78	34	56	58	67	68	79	64	77	74	75	44	82	83	83	56	91	81	81	88	87	100	1	1	1	1	1	1	1	3	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	2	2	2	1	3	1	3	2	2	1	2	2	1	2	2	1	3	1	1	1	2	2	1	2	1	2	2	1	1	2	1	2	5	3	5	1	1	2	2	2	2	2	1	1	3	1	2	2	3	4	1	2	3	2	2	2	1	3	1	1	1	5	1	1	2	1	3	1
25500	-473.707827571147845	-480.563315522107246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608481879072734	0	1	2	2	3	3	4	7	5	6	6	6	8	6	7	7	7	7	9	9	7	8	8	8	8	9	9	9	9	9	9	8	11	10	10	13	10	11	10	11	11	11	11	11	11	12	10	9	12	13	12	12	12	13	13	13	14	10	14	14	14	14	13	14	14	14	14	15	15	12	15	15	14	16	17	16	16	16	16	17	16	15	15	17	17	20	17	17	18	17	18	18	18	18	20	18	18	20	17	21	23	0	1	2	2	4	3	6	7	7	6	6	7	9	9	10	12	12	12	13	11	9	15	6	17	14	15	21	9	8	22	32	15	24	18	18	32	27	37	29	37	30	23	34	35	35	32	31	13	38	41	43	34	44	48	43	53	55	0	43	43	56	52	52	63	63	36	70	58	59	43	53	62	63	63	60	68	56	35	73	78	59	59	58	55	76	79	64	77	80	60	71	77	76	85	88	81	81	81	77	87	100	1	1	1	1	1	1	1	3	1	2	3	2	3	1	1	1	1	1	1	3	2	1	4	1	2	2	2	4	1	1	1	1	2	2	2	3	1	1	1	1	1	3	1	1	1	3	1	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	1	1	1	2	4	1	1	3	1	1	2	3	1	2	5	2	1	2	1	3	3	1	2	1	1	1	1	3	2	2	1	2	2	2	1	1	4	2
26000	-490.170313590885996	-497.025801541845397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619071378183708	0	1	2	2	3	3	4	8	5	6	5	6	7	6	5	8	7	7	9	7	7	7	9	8	7	8	8	8	9	8	7	9	11	10	9	13	9	10	10	11	11	11	11	11	10	12	11	12	11	13	12	12	12	13	13	13	14	12	14	14	14	14	13	14	14	15	15	15	15	14	15	15	14	15	16	16	16	16	16	18	17	17	16	17	17	20	16	17	18	18	18	17	18	18	19	20	19	20	18	21	23	0	1	2	2	4	3	6	9	7	15	6	7	9	9	6	12	12	12	25	11	9	10	10	17	14	15	9	21	13	22	3	31	24	18	18	23	21	13	19	8	30	26	34	45	16	32	32	39	21	22	43	44	45	39	43	53	63	0	55	55	56	56	53	63	63	47	51	58	59	55	56	62	63	63	51	68	71	61	73	57	67	78	68	67	76	63	64	56	63	70	82	67	83	85	99	90	81	90	56	87	100	1	1	1	1	1	1	1	3	1	1	2	1	2	1	2	2	1	1	2	2	2	1	1	1	1	3	2	1	2	1	2	2	3	3	2	2	1	2	1	3	1	2	1	1	2	3	1	2	2	4	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	4	2	3	1	1	2	1	1	1	2	1	1	2	2	2	2	1	1	2	1	4	1	3	3	4	1	2	2	1	1	2	2	2	3	2	2
26500	-490.925124596566889	-497.780612547526289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636529931748640	0	1	2	2	3	3	6	8	4	5	6	6	6	6	7	8	7	7	9	9	8	8	9	8	8	9	8	10	7	9	9	7	12	10	9	13	9	11	10	11	10	11	11	11	10	12	11	12	12	13	12	12	12	13	13	13	14	12	14	13	14	14	14	14	13	15	15	15	15	13	15	15	14	16	17	16	16	16	15	18	16	17	15	16	17	20	18	18	16	19	18	18	18	18	20	20	19	20	19	21	23	0	1	2	2	4	3	10	7	6	6	6	10	9	9	6	12	12	12	25	11	13	10	21	17	14	32	13	29	13	15	32	10	24	21	18	26	27	27	29	37	10	31	34	35	35	47	41	39	38	30	43	34	34	48	43	52	65	0	51	51	56	53	65	65	34	23	43	58	55	43	61	62	65	63	60	83	61	61	57	89	67	77	58	59	68	80	64	75	52	81	82	82	68	85	82	90	81	90	82	87	100	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	3	2	2	1	1	2	2	1	3	1	2	2	2	3	2	2	3	1	3	2	2	3	2	1	2	1	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	3	2	3	1	2	1	1	1	2	3	1	1	2	1	1	1	1	3	1	2	2	3	1	1	1	1	1	2	1	3	1	1	1	2	1	2
27000	-475.878649431865369	-482.734137382824770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688474440191253	0	1	2	2	3	3	5	8	5	5	3	6	7	6	7	8	7	7	9	9	8	8	8	8	7	9	9	10	9	9	9	9	11	9	10	13	9	11	10	11	9	10	11	11	11	12	11	12	12	12	12	12	10	12	13	12	14	13	14	11	14	14	14	14	13	15	13	15	14	14	15	15	15	16	17	16	16	15	16	18	17	17	16	16	16	20	18	18	18	19	18	18	18	17	20	20	18	19	19	21	23	0	1	2	2	3	3	6	13	6	6	3	7	14	9	6	18	12	12	25	11	13	10	10	17	14	23	9	19	21	22	23	23	35	17	18	23	21	27	27	21	22	31	34	53	35	23	15	39	38	41	43	53	34	39	51	44	65	0	55	35	56	67	52	52	52	36	35	58	43	52	52	62	63	63	84	68	61	56	73	78	60	71	68	70	68	63	64	77	57	97	77	77	83	85	91	90	81	97	91	57	100	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	1	1	1	2	3	1	2	2	1	1	1	3	1	1	1	1	1	1	1	3	2	1	2	1	3	1	1	2	1	1	3	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	2	3	2	2	2	2	1	1	2	1	1	2	3	1	2	2	2	1	2	1	6	3	2	3	1	1	2	1	1	2	1	1	1	1	4	2
27500	-474.108764968398077	-480.964252919357477	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633037321243294	0	1	2	2	3	3	5	8	5	6	6	6	8	6	7	7	7	7	9	9	8	8	9	8	8	8	9	10	9	9	8	9	11	9	9	13	10	11	10	11	11	11	11	11	11	12	11	12	12	13	12	12	10	13	13	13	13	13	14	14	14	14	14	14	12	15	14	15	14	15	14	15	15	16	15	16	15	16	16	18	17	16	17	16	16	20	18	15	17	19	18	18	18	18	19	20	19	20	17	18	23	0	1	2	2	4	3	6	9	6	6	6	9	9	7	10	12	12	12	14	11	14	10	31	17	14	15	21	21	10	22	15	31	24	7	18	23	27	37	29	37	30	23	34	53	35	47	32	39	29	41	53	53	34	48	51	44	65	0	43	43	53	56	65	65	35	36	51	58	43	59	56	61	63	63	55	68	53	71	63	79	75	61	68	67	68	79	64	56	75	81	82	77	83	85	78	90	60	97	88	64	100	1	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	4	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	3	2	2	2	1	2	2	2	1	2	4	1	2	2	2	2	1	2	3	1	3	1	2	1	2
28000	-500.643330042349817	-507.498817993309217	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623759065549445	0	1	2	2	3	3	4	5	5	6	6	6	8	6	6	8	7	7	9	8	7	8	9	8	7	7	9	9	9	9	8	9	11	10	9	12	7	11	10	10	10	11	11	11	10	11	11	12	12	13	10	11	12	12	13	13	14	13	14	12	14	13	13	14	14	15	14	14	15	15	14	15	15	15	17	16	16	16	15	18	17	17	17	14	17	17	18	18	18	19	18	18	18	18	20	20	19	20	19	21	23	0	1	2	2	4	3	6	7	7	6	6	8	9	9	6	12	12	12	25	10	9	10	31	17	14	10	37	8	37	22	15	15	24	18	18	23	9	40	27	13	10	32	51	35	18	23	22	39	38	41	12	34	52	29	43	60	63	0	55	34	56	51	34	63	62	36	52	58	67	43	56	62	57	63	78	68	71	67	44	57	70	56	68	55	76	79	64	77	73	81	78	82	83	85	71	90	75	81	89	87	100	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	3	2	1	2	3	3	3	2	3	2	1	1	1	3	2	1	2	3	2	3	2	1	1	3	1	1	2	2	1	1	1	1	2	1	3	3	1	1	2	3	1	1	3	1	1	1	2	1	2	2	2	2	1	1	4	1	1	1	2	2	1	2	1	2	1	1	1	3	1	2	2	1	2	2
28500	-521.336439457492816	-528.191927408452216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670185142682119	0	1	2	2	3	3	4	8	5	5	6	6	8	6	7	8	7	7	8	9	7	8	9	8	8	9	9	10	9	9	9	9	11	9	10	13	10	10	10	11	11	11	11	10	10	12	11	12	12	13	12	12	11	13	13	13	13	13	14	12	14	11	12	14	13	15	14	15	15	13	15	15	14	16	16	16	16	13	16	17	17	16	16	16	17	20	18	18	18	18	18	18	18	18	18	20	17	20	17	21	23	0	1	2	2	4	3	6	10	7	6	6	7	9	9	10	12	12	12	14	11	9	10	10	17	21	8	8	8	9	22	10	15	24	16	16	47	9	21	29	29	30	15	35	34	18	42	31	39	40	41	18	53	44	13	43	44	52	0	55	35	56	44	62	63	63	46	34	58	67	60	35	62	63	63	60	68	56	51	73	65	60	78	58	72	76	79	64	75	57	81	82	82	68	85	72	90	60	81	77	87	100	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	3	2	2	3	1	1	1	1	1	2	1	2	2	1	1	2	1	3	1	1	1	2	4	1	1	2	1	1	2	1	2	3	1	1	2	2	1	1	1	1	2	1	1	1	1	1	3	3	2	1	1	5	3	2	4	4	1	3	1	2	4	4	2	3	1	1	2	2	1	2	1	2	2	1	1	2	1	3	3	1	2	2
29000	-466.514197715635135	-473.369685666594535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608658845221521	-1	1	2	0	2	3	4	8	5	6	6	5	8	6	7	7	7	7	9	8	8	8	9	8	8	7	9	9	9	9	8	9	10	9	10	13	10	10	10	11	11	11	11	11	11	12	11	12	12	13	12	12	12	13	13	13	14	13	14	14	14	14	14	14	13	15	13	15	15	15	15	15	15	15	17	16	16	16	15	15	16	17	17	16	17	20	17	18	17	18	18	18	16	18	19	19	18	20	19	20	22	0	4	2	1	2	3	6	15	7	6	6	7	14	9	6	12	12	12	21	11	9	15	31	17	14	10	13	13	13	22	15	31	17	18	18	23	27	21	29	37	22	32	34	34	35	32	10	39	38	41	44	18	35	48	51	34	65	0	67	51	53	56	65	65	52	36	43	58	59	60	44	62	63	63	51	68	56	67	52	56	60	71	58	60	76	73	57	77	63	81	82	71	68	85	77	90	81	90	52	87	100	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	2	1	1	4	2	2	2	1	4	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	3	1	2	2	3	2	1	2	3	2	2	2	1	1	1	1	2	1	2	2	3	2	2
29500	-475.430827844431917	-482.286315795391317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675744769156163	-2	1	2	2	3	3	4	8	5	6	6	5	8	6	7	6	7	7	9	9	7	8	9	8	8	9	9	10	8	9	7	9	12	10	9	10	9	11	9	8	10	10	11	11	11	12	11	11	12	12	10	12	12	13	13	12	14	11	14	14	14	14	14	14	13	15	15	15	15	15	15	15	15	15	17	16	16	15	16	17	16	17	17	17	17	20	18	17	18	19	18	17	17	18	20	20	19	20	19	21	21	0	1	2	2	4	3	6	21	7	6	6	7	9	9	10	12	12	12	25	11	9	15	31	17	21	15	40	21	21	22	10	31	24	18	16	32	40	27	29	9	30	23	51	34	35	36	32	39	38	41	35	44	44	48	51	44	43	0	55	43	56	34	65	65	52	47	43	58	59	60	56	61	61	57	67	68	62	60	73	63	55	77	68	34	76	79	57	72	77	80	88	61	58	85	88	97	81	90	82	87	87	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	1	2	1	1	1	1	2	1	1	1	2	2	2	3	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	3	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	3	2	1	1	2	1	4	2	1	2	1	1	2	4	1	2	1	1	1	2	2	3
30000	-476.731049708555872	-483.586537659515272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515297937828709	0	1	2	2	3	3	4	7	5	5	6	6	7	6	7	8	7	7	8	9	8	8	8	8	7	9	9	10	9	9	9	9	11	10	10	13	10	11	10	11	11	11	11	11	11	12	11	12	12	13	12	12	9	13	13	12	12	13	14	14	13	14	14	13	13	15	15	14	14	15	15	15	15	15	16	15	16	15	16	16	17	17	16	17	16	20	18	18	18	18	16	18	18	18	20	20	19	20	19	21	22	0	1	2	2	2	3	6	7	7	6	6	7	9	9	10	18	12	12	25	11	9	10	15	17	14	15	9	27	21	22	23	23	24	18	18	32	21	21	21	37	30	22	53	53	12	23	31	39	38	41	43	44	18	39	51	34	34	0	43	51	56	56	65	34	57	36	55	58	51	60	61	56	57	63	43	68	78	61	73	64	75	91	58	51	76	79	57	75	80	67	72	71	68	85	78	81	90	90	82	87	100	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	3	2	3	2	3	2	1	2	1	2	1	4	2	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	2	2	2	1	4	1	1	2	1	2	1	1	3	3	1	2	3	2	2	1	1	2	3	2	3	1	1	2	2	3	1
30500	-480.210437644404522	-487.065925595363922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699053682539706	-1	1	2	2	3	3	4	7	5	5	5	6	8	6	7	8	7	7	9	6	8	8	9	8	8	9	9	9	9	9	8	9	12	9	10	12	10	10	10	11	10	11	11	11	11	11	11	12	11	12	12	12	12	12	13	13	13	13	14	14	12	13	14	14	14	14	14	15	15	15	15	15	15	15	16	16	16	16	16	17	17	17	15	17	17	19	18	18	18	16	15	18	17	18	20	18	19	20	19	21	23	0	1	2	2	4	2	6	7	7	6	6	7	9	9	10	12	12	12	21	11	14	8	15	17	14	15	13	25	13	22	8	31	24	18	12	32	29	21	13	21	15	23	34	34	18	23	8	39	38	47	43	44	44	40	51	61	52	0	51	43	35	52	43	57	57	23	51	58	59	60	56	67	63	63	55	68	71	56	73	57	60	91	58	75	68	79	80	77	65	67	56	75	58	85	77	90	96	90	88	87	100	1	2	1	1	1	2	1	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	3	1	2	2	1	1	1	3	3	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	3	1	1	2	1	3	2	2	2	1	1	2	1	2	3	2	1	2	3	1	3	2	1	1	1	2	2
31000	-504.123364545478466	-510.978852496437867	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598628820479088	0	1	2	2	2	3	4	7	5	6	5	6	8	6	7	8	7	7	9	8	8	8	9	8	8	9	9	10	8	9	9	8	12	10	9	12	10	11	10	11	9	10	9	11	11	12	11	11	12	12	12	9	12	13	13	13	13	12	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	16	16	16	14	16	16	17	17	16	17	17	17	19	18	17	17	19	17	17	18	18	19	19	19	20	17	21	23	0	1	2	2	2	3	6	12	7	6	6	7	9	9	10	12	12	12	13	11	7	15	32	17	14	22	25	8	9	22	32	15	17	52	18	31	27	37	21	37	22	32	18	43	35	23	23	39	38	41	43	18	44	39	52	53	35	0	51	44	35	44	55	55	44	32	44	58	51	60	57	65	44	73	60	68	56	56	73	57	55	51	68	71	68	79	64	77	71	81	82	71	58	85	71	70	81	96	82	87	100	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	3	1	1	1	2	1	1	3	2	1	1	1	3	1	2	2	1	1	2	1	1	2	2	2	2	2	2	1	1	2	2	1	1	2	3	1	4	1	2	2	2	3	1	1	3	4	3	2	3	1	2	1	1	1	2	1	1	3	1	3	1	4	2	2	2	2	2	2	2	2	1	2	5	1	3	4	1	1	1	3	1
31500	-463.071857476817456	-469.927345427776856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568174052585826	0	1	2	2	3	3	5	8	4	6	6	6	7	5	7	8	7	7	9	9	8	8	8	8	8	9	9	9	9	9	9	8	12	10	9	13	10	11	10	11	10	11	11	11	11	11	10	12	12	13	12	12	12	13	13	13	14	13	14	14	14	14	13	13	14	13	15	15	15	15	15	15	15	16	17	16	16	15	16	18	17	17	17	17	17	18	17	18	16	18	18	18	16	18	20	20	19	19	19	21	23	0	1	2	2	4	3	6	13	6	6	6	7	9	9	10	12	12	12	14	11	9	10	10	17	13	32	21	7	21	22	32	11	17	35	18	42	27	27	29	37	30	31	35	34	18	47	23	39	38	41	43	18	44	48	43	52	63	0	55	43	56	53	52	52	63	47	44	58	59	55	56	65	63	63	59	68	56	56	73	89	60	74	68	62	76	79	64	77	52	81	56	71	68	85	77	60	75	90	91	87	100	1	1	1	1	1	1	2	1	1	2	2	1	3	1	1	2	1	1	4	2	3	2	2	1	1	1	1	3	1	1	1	2	3	1	2	2	1	2	1	1	1	2	1	1	3	1	2	2	1	3	1	3	1	1	2	1	1	1	1	3	1	2	1	1	1	1	2	1	1	2	2	1	1	3	2	1	1	2	1	2	3	1	2	2	1	2	1	2	1	1	2	3	1	1	2	4	2	1	1	4	2
32000	-485.686519521242190	-492.542007472201590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621453457604358	0	1	2	2	3	3	4	7	5	5	6	6	8	6	7	8	7	7	7	7	8	8	7	8	8	9	9	10	9	9	9	9	12	9	10	13	9	11	10	11	11	11	11	11	11	12	11	11	11	12	12	12	12	11	13	13	14	13	13	14	13	13	12	14	14	15	15	15	15	14	15	15	14	14	15	16	15	16	16	16	17	16	16	17	17	19	17	18	18	19	18	17	18	18	20	20	19	20	19	21	22	0	1	2	2	4	3	6	10	7	6	6	7	9	9	10	12	12	12	14	11	7	10	10	17	19	10	8	27	9	22	23	23	24	18	12	47	8	27	29	13	30	32	34	34	35	32	31	39	37	23	44	43	43	29	51	53	63	0	51	53	44	53	43	63	63	47	51	58	59	43	56	62	63	63	51	68	56	61	73	57	71	71	68	65	76	64	64	71	80	81	82	71	83	85	67	97	81	90	78	87	100	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	3	2	2	1	1	2	1	1	2	1	2	1	2	2	2	2	2	1	1	2	2	1	2	2	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	3	2	2	1	1	2	1	1	2	2	1	1	2	2	2	2	1	1	3	1	3	1	2	2	1	2	2	2	1	3	1	2	1	2	4	1
32500	-538.451304441341335	-545.306792392300736	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530159666237732	-1	0	1	1	3	3	3	8	5	4	6	6	8	6	4	8	7	7	7	7	7	8	7	8	8	9	9	10	9	9	9	8	12	10	8	13	10	11	10	9	10	10	10	11	11	12	10	9	12	13	12	12	12	13	12	11	14	12	14	14	14	14	13	11	14	15	15	13	13	15	13	15	15	16	17	15	15	16	16	18	17	16	16	16	17	19	17	18	17	18	18	18	18	18	18	20	18	19	19	21	20	0	1	2	2	4	3	3	7	7	6	6	9	9	9	6	12	12	12	14	11	14	7	15	17	19	23	7	13	8	22	23	10	24	35	18	46	40	8	48	21	22	32	35	43	34	42	26	13	37	41	43	44	44	39	34	43	71	0	69	69	56	44	52	34	63	47	52	58	43	60	53	62	63	73	67	68	56	53	34	78	60	67	68	67	76	88	78	62	73	81	82	67	83	85	77	97	81	90	88	89	87	1	1	1	1	1	2	1	5	2	1	3	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	4	2	1	1	2	3	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	3	2	1	1	1	1	1	2	2	1	1	1	2	3	1	2	1	1	1	2	1	2	1	2	3	3	1	2	1	2	1	1	1	1	4	2	1	2	2	2	1	2	1	1	1	1	3	2
33000	-462.766786509070641	-469.622274460030042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704259979989024	-1	0	2	2	3	3	4	8	5	5	6	6	7	6	7	7	7	7	7	9	8	8	8	8	8	9	9	10	8	9	9	9	11	10	10	13	10	11	10	11	11	11	9	11	11	11	11	9	12	13	12	12	12	12	13	12	14	13	14	14	13	14	12	13	14	15	15	14	15	15	15	15	15	16	17	16	16	16	16	18	16	17	17	17	17	19	18	17	17	19	17	18	18	18	20	20	17	20	18	21	23	0	1	2	2	3	4	6	6	7	6	3	7	14	9	10	12	12	12	14	10	9	15	15	17	19	15	9	8	13	22	23	23	35	43	18	46	48	27	48	9	30	32	18	34	35	32	31	29	38	41	43	44	44	39	35	44	63	0	55	55	56	52	35	63	63	47	55	58	55	55	61	62	57	73	67	68	71	56	57	57	60	77	68	60	76	79	57	52	63	97	61	91	85	85	77	97	81	90	71	87	100	1	1	1	2	1	1	1	2	1	2	3	2	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	2	1	3	2	1	2	1	1	2	2	1	1	2	2	1	1	1	3	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	3	2	1	2	2	1	2	2	4	2	2	3	1	1	1	2	2	1	1	3	1	1
