step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-8948.302863397972033	-8946.840781313452680	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.209943266331315	0	2	2	2	2	4	4	3	3	5	4	5	6	6	6	7	9	8	10	9	9	9	10	11	12	12	12	12	11	11	11	12	13	13	13	12	14	14	14	14	13	14	15	14	15	15	16	15	16	16	15	16	16	17	16	16	16	17	16	18	18	19	18	18	19	18	18	18	18	19	20	20	19	20	20	20	22	23	22	23	22	24	22	23	23	22	22	24	26	24	26	26	27	28	27	29	29	28	29	29	29	31	30	30	31	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	3	3	3	3	4	5	4	5	5	5	5	5	6	6	6	6	6	6	6	6	6	7	7	7	6	7	7	7	7	7	7	8	7	8	8	8	8	8	8	8	8	8	9	8	8	8	9	8	9	9	10	9	9	10	9	9	9	9	10	10	10	10	10	10	10	11	12	11	12	11	12	11	12	12	11	11	12	13	12	13	13	14	14	14	15	15	14	15	15	15	16	15	15	16	16
500	-1575.122411339665632	-1573.298164200487008	-1.824247139178620	0.000009997520711	0.000018977182477	1.898188863550197	0.182905264252343	0	3	1	2	3	4	4	2	3	5	4	5	6	4	3	7	10	5	9	7	8	6	7	10	9	10	12	12	12	8	11	12	10	12	12	13	14	15	13	12	14	11	15	13	16	13	16	14	17	16	15	16	16	16	16	16	16	18	17	18	19	20	18	18	19	18	19	18	15	19	21	21	20	19	20	19	22	24	22	23	23	24	22	23	23	22	22	23	26	24	26	27	28	28	26	30	30	28	30	29	28	31	30	30	32	33	0	1	1	1	3	4	2	3	1	6	8	8	8	0	8	4	14	14	15	6	14	18	18	20	14	22	22	22	22	22	23	23	22	23	31	29	15	26	30	22	22	23	26	23	15	26	48	40	23	30	22	69	26	26	19	15	19	53	51	44	15	15	46	28	34	26	26	19	22	30	48	55	60	15	23	38	40	22	40	54	22	21	46	69	22	22	40	49	43	69	25	40	69	40	33	25	22	22	78	25	92	40	25	40	69	0	1	3	1	2	1	1	1	1	3	1	1	1	2	1	1	2	3	1	3	2	2	1	2	2	4	2	3	3	4	1	2	3	2	3	1	1	5	2	3	6	5	2	5	3	10	3	1	1	9	6	5	1	4	3	5	9	4	1	2	3	12	12	3	3	4	4	6	6	4	7	5	2	1	9	9	2	6	15	9	5	11	11	6	5	10	10	7	4	6	5	7	7	11	10	10	16	14	12	4	11	1	9	14	10	11	1
1000	-1316.149217572540920	-1314.574125915680042	-1.575091656860881	0.000010001005438	0.000012915818532	1.291452005794852	0.279676686262513	-1	1	0	2	2	5	4	3	4	6	5	5	6	5	6	7	9	6	10	9	8	7	8	10	11	11	12	12	11	8	12	12	10	13	12	12	14	13	15	14	13	15	14	14	15	15	16	15	17	14	12	16	15	17	17	16	17	18	17	19	19	19	18	19	19	17	18	18	19	18	20	21	20	21	20	20	22	24	21	23	20	24	22	22	24	23	21	24	24	25	27	27	27	28	27	29	29	29	29	30	29	32	31	31	32	33	0	1	1	1	3	4	2	3	4	9	8	8	8	0	12	1	14	14	15	16	18	18	18	20	17	22	22	33	33	22	23	23	22	23	23	29	19	26	33	30	51	23	26	32	15	38	28	22	23	51	30	26	43	43	45	15	45	46	50	44	15	19	46	28	35	48	38	45	26	40	48	68	60	15	23	67	40	22	39	54	22	21	67	81	33	27	21	87	48	84	78	78	81	89	33	17	22	81	90	82	92	84	21	81	84	0	1	1	1	1	2	2	1	2	2	1	1	2	2	1	1	3	2	1	3	2	1	1	1	1	2	3	3	1	1	1	2	1	3	3	2	1	2	1	4	4	1	2	2	1	6	1	2	5	7	1	2	2	1	2	1	6	1	2	3	4	12	6	2	2	3	1	5	3	4	2	3	2	1	9	7	1	3	12	5	3	11	9	3	2	9	6	6	2	5	3	2	2	3	4	10	12	11	7	2	5	1	8	12	8	8	1
1500	-1083.713790277638509	-1082.106441735758153	-1.607348541880448	0.000009982809647	0.000013681825696	1.370538573841400	0.386725846654664	0	2	1	2	3	4	5	3	4	6	5	5	6	4	6	7	9	6	10	9	9	7	9	10	12	12	12	13	10	10	12	12	11	11	12	13	12	14	14	13	13	14	15	14	14	15	16	15	16	16	15	16	16	16	15	16	15	18	17	17	19	19	19	18	20	18	17	19	18	19	21	20	20	20	20	20	22	24	23	23	19	23	22	22	22	20	21	23	27	25	26	26	26	29	28	30	29	28	30	29	30	32	31	30	31	32	0	1	1	1	3	4	2	3	4	6	8	8	8	0	12	4	14	14	15	16	14	18	18	20	21	30	22	33	22	22	23	34	22	23	23	29	19	26	40	30	33	23	33	32	15	38	28	26	35	39	40	43	46	43	37	45	45	46	50	44	12	15	46	48	49	52	53	56	48	48	43	68	60	15	23	67	69	22	70	43	22	21	76	69	86	22	81	87	81	84	78	85	81	89	77	35	81	81	90	82	97	77	87	81	90	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	3	1	2	1	2	2	3	2	2	2	1	1	2	1	2	2	1	2	1	2	1	3	3	1	4	1	2	1	3	2	2	1	1	1	2	1	1	2	1	1	10	8	2	2	2	1	1	2	1	2	4	1	2	8	8	2	3	12	1	4	10	6	1	2	1	8	2	2	4	3	1	2	3	1	4	12	7	7	3	3	1	5	9	6	6	1
2000	-956.423014451547601	-954.931419728938636	-1.491594722609019	0.000010077948523	0.000010881825346	1.079765918714166	0.467866136237618	-1	3	2	2	1	4	5	2	3	5	4	5	6	6	6	7	9	7	10	9	8	8	9	11	12	12	12	12	10	12	12	12	11	13	11	12	14	14	14	14	13	15	15	14	13	16	16	15	16	16	16	17	17	16	16	16	17	17	17	18	19	20	19	19	18	19	18	18	18	20	20	20	20	19	20	20	21	23	22	22	22	21	23	22	24	22	22	25	25	24	26	26	28	28	28	30	30	29	28	29	30	30	31	31	31	33	0	1	5	1	1	4	2	5	4	6	8	8	8	0	12	9	18	14	12	16	14	18	18	20	17	22	33	22	22	33	35	35	22	35	23	29	45	26	30	30	30	23	26	32	15	38	28	22	42	39	30	43	46	33	37	45	45	43	50	44	15	15	46	47	49	52	53	56	48	51	26	68	60	45	23	67	33	22	51	71	22	25	76	77	69	54	82	87	86	78	78	85	78	89	90	25	92	89	90	82	92	90	82	81	99	0	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1	1	2	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	3	2	1	4	1	2	2	1	1	2	1	1	3	1	2	3	1	1	2	10	7	2	2	1	1	1	1	2	2	3	1	1	3	8	2	6	12	3	1	8	5	1	1	3	4	1	2	2	1	2	2	4	2	3	11	3	3	2	3	3	2	7	5	2	1
2500	-914.430057298251313	-912.870064311914575	-1.559992986336727	0.000010136255388	0.000012711764425	1.254088806798013	0.464285484186161	0	3	3	1	1	4	4	2	4	6	4	5	7	6	6	8	10	7	9	9	10	8	9	12	12	12	12	12	11	10	11	13	13	13	13	13	15	13	14	11	12	14	16	15	13	15	17	15	16	14	14	16	17	18	16	16	16	17	16	17	18	20	18	18	19	18	18	18	18	17	21	20	20	20	20	20	22	22	21	24	23	21	23	23	23	23	22	24	26	25	27	26	28	29	27	29	29	29	29	29	30	30	30	30	31	31	0	1	5	1	1	4	2	5	4	6	8	8	8	0	12	9	14	14	15	16	14	18	18	20	17	22	22	30	22	22	23	23	22	23	23	29	45	26	30	22	30	23	38	35	19	26	28	22	34	40	30	33	46	43	45	45	37	46	50	44	15	37	46	28	49	52	53	56	33	51	54	61	60	37	49	67	27	22	40	71	48	17	76	77	69	69	82	82	81	77	78	85	81	81	90	21	92	81	90	82	92	78	82	89	95	0	1	2	1	1	1	1	1	1	2	1	1	2	3	1	1	1	2	1	2	1	2	1	1	2	1	2	3	1	2	2	2	2	3	2	2	1	1	1	2	2	1	2	2	1	3	1	2	4	2	2	2	2	1	2	2	1	1	1	1	1	8	2	1	4	2	1	1	1	2	1	2	1	1	3	4	1	4	7	5	2	6	6	1	1	3	2	1	2	3	2	3	2	3	3	2	11	2	3	2	4	2	5	5	2	2	1
3000	-867.155626054668460	-865.300215493661085	-1.855410561007373	0.000010494877659	0.000020730207187	1.975269065481647	0.531708226264015	0	2	3	2	1	4	4	3	3	6	5	5	7	6	7	6	8	7	10	7	9	9	10	12	10	12	11	13	10	10	11	12	13	12	14	13	15	14	14	14	14	14	15	14	12	15	16	16	16	15	15	16	16	18	16	15	16	17	16	18	18	19	18	17	18	18	18	19	17	20	20	19	19	21	20	21	21	22	22	23	22	21	22	23	23	23	23	24	27	25	24	26	28	29	27	29	30	29	29	29	30	32	30	31	30	33	0	1	5	1	1	4	2	5	4	6	8	8	8	0	12	4	14	14	15	9	14	18	17	20	21	22	22	22	22	22	23	23	22	23	23	29	45	26	30	30	30	23	26	32	19	38	28	33	34	40	30	43	46	26	15	45	37	46	39	44	15	15	46	47	49	52	53	56	48	51	54	56	60	37	23	67	48	33	40	54	69	75	67	77	78	81	82	82	81	77	35	85	81	89	90	82	92	81	95	82	78	90	88	94	95	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	1	2	2	2	2	2	1	1	1	2	1	3	1	2	1	1	2	5	3	1	2	1	3	8	7	1	1	1	1	1	2	1	3	1	2	1	2	6	2	2	4	3	3	2	1	2	2	1	1	1	1	3	2	4	2	4	1	1	8	3	4	2	4	4	4	4	1	2	1
3500	-801.913605744257211	-800.074948499952825	-1.838657244304389	0.000011518386644	0.000022273813586	1.933761582649637	0.561913847822274	0	3	2	2	1	4	3	3	3	5	4	5	5	6	6	7	9	8	10	9	10	9	10	12	12	13	13	11	11	11	11	12	13	13	13	12	14	14	13	13	12	14	14	14	13	15	16	14	16	15	16	16	17	18	16	16	16	17	16	18	18	19	19	18	19	18	18	18	18	19	20	20	19	19	19	21	21	22	23	23	22	21	22	23	24	23	23	24	24	24	26	27	27	27	27	30	29	28	28	29	30	31	31	29	30	32	0	1	5	1	1	4	1	5	4	6	8	8	8	0	12	4	14	14	15	16	14	18	18	20	21	22	22	22	22	22	23	23	22	23	23	29	45	26	30	30	30	23	26	23	19	26	28	22	34	39	40	33	46	38	37	37	37	46	50	44	19	19	46	48	49	52	53	56	48	30	54	68	60	37	35	67	69	69	70	71	69	70	76	77	78	81	82	82	86	84	75	85	69	89	84	87	85	89	90	88	85	99	88	94	95	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	2	1	2	1	1	2	1	2	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	3	2	1	1	2	2	1	2	2	1	2	1	1	2	4	6	2	2	2	1	1	2	2	4	1	1	1	2	4	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	3	2	4	1	2	5	3	2	2	3	4	2	3	1	1	1
4000	-766.977580759601437	-765.426744122104083	-1.550836637497299	0.000012544724240	0.000015446171613	1.231288254540015	0.587587275652433	0	1	3	2	2	4	5	3	3	6	4	6	6	5	7	7	9	7	11	9	9	9	9	12	11	12	12	11	11	11	11	13	10	13	13	12	14	14	13	14	14	14	15	14	15	16	15	15	17	16	15	17	17	18	15	16	15	18	17	17	19	19	19	19	20	19	19	18	18	19	20	20	20	21	20	21	21	23	22	23	22	21	20	22	22	23	23	25	26	25	25	27	27	28	28	29	30	28	29	27	30	31	30	29	31	33	0	1	5	1	2	1	2	5	4	4	8	8	8	0	13	4	14	14	15	16	14	18	18	20	17	22	22	22	33	22	23	23	22	23	23	29	19	26	30	30	30	23	26	32	19	38	28	33	42	39	30	43	46	26	19	37	37	46	50	44	45	57	46	33	49	52	53	56	48	51	38	68	60	45	49	67	69	69	70	54	69	64	67	77	69	81	82	82	81	84	21	78	81	89	90	82	85	93	90	88	85	95	88	94	99	0	1	1	1	1	1	3	2	1	1	2	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	1	3	2	1	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	2	2	1	4	1	1	1	1	2	2	3	1	2	3	1	2	2	2	2	2	2	1	1	1	2	1	1	2	2	1	5	2	3	1	2	4	5	1	2	1	4	1	3	1	1	1
4500	-718.175328266506654	-716.684114679260233	-1.491213587246426	0.000015800172261	0.000017044589673	1.078759737003683	0.668574829584676	0	2	3	2	1	3	4	3	3	5	4	5	7	6	7	5	9	8	11	9	9	10	10	11	11	12	12	12	11	11	12	12	13	13	12	13	13	14	14	13	12	14	15	14	15	15	16	14	16	16	15	17	16	17	16	16	17	18	16	17	17	19	19	18	19	18	17	18	19	18	18	20	19	18	20	20	22	23	21	24	22	22	22	23	24	23	23	24	26	24	25	26	26	28	28	28	29	29	28	29	29	31	29	30	30	32	0	1	5	1	1	4	1	5	4	6	8	8	8	0	12	4	14	14	15	16	14	18	21	20	17	22	22	22	22	22	23	23	22	35	23	29	19	26	40	30	30	23	26	32	37	38	28	22	34	39	40	43	46	33	19	45	45	46	39	44	37	45	46	47	49	52	53	56	33	51	43	56	60	45	65	67	69	69	70	71	69	42	76	77	54	81	82	82	81	77	78	85	81	89	90	82	92	93	90	96	85	99	88	94	99	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	2	1	2	1	2	2	2	1	4	1	1	3	1	1	1	2	1	1	1	2	1	2	3	2	1	2	1	1	1	2	1	1	1
