step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-485.432825103626044	-483.970743019107147	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.058546541550127	-1	1	2	3	4	3	4	5	5	6	8	8	10	8	7	9	9	9	10	10	11	10	10	11	9	11	12	11	10	10	13	12	12	12	12	12	12	13	12	12	16	13	13	13	13	14	14	15	15	15	14	14	15	16	16	16	16	18	20	20	19	23	22	24	24	24	26	26	29	27	29	27	29	28	29	29	28	31	31	30	31	32	34	32	35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	3	3	4	5	5	6	5	4	5	5	5	6	6	6	6	6	6	5	6	7	6	6	6	7	7	7	7	7	7	7	7	7	7	9	7	7	7	7	8	8	8	8	8	8	8	8	9	9	9	9	10	11	11	10	12	12	13	13	13	14	14	15	14	15	14	15	15	15	15	15	16	16	16	16	17	18	17	18
500	-732.009413526208391	-728.489323768680265	-3.520089757528148	0.000009972833824	0.000076324539974	7.653244937128389	0.117745356043435	-1	1	2	4	2	3	4	4	6	6	8	7	10	8	5	9	8	10	10	11	12	9	10	11	9	11	13	10	10	10	12	12	13	12	12	13	12	12	13	12	16	14	12	13	14	14	14	15	15	14	13	14	16	16	15	16	16	19	20	20	18	24	22	25	24	23	27	27	28	27	30	27	29	26	30	29	29	30	31	31	31	32	34	32	35	0	1	2	2	1	5	5	2	4	8	3	2	15	7	7	7	3	4	16	14	18	1	7	9	3	10	35	1	3	2	20	1	7	1	18	18	4	1	14	4	11	3	1	38	7	10	6	39	16	17	1	35	19	19	1	1	44	50	46	3	1	3	58	1	59	6	47	32	8	16	52	12	0	63	44	31	0	41	16	0	22	36	0	4	48	1	1	1	2	1	1	1	1	1	1	3	5	2	2	1	3	2	3	1	1	1	3	4	3	3	2	1	4	6	5	1	7	5	6	1	2	3	7	3	5	2	7	6	1	6	5	6	1	2	3	8	1	4	3	10	9	1	2	4	11	10	12	1	12	2	10	7	8	13	8	13	9	1	3	7	9	1	7	11	1	9	9	1	14	7
1000	-493.074361645058389	-490.874478567368271	-2.199883077690096	0.000010033348425	0.000028866567306	2.877062181444870	0.330834883289497	-1	0	2	3	4	2	5	5	5	7	8	7	10	8	5	7	10	9	11	9	11	11	10	11	10	12	11	10	8	9	12	11	13	12	12	10	12	14	12	12	15	14	14	11	13	14	14	15	16	15	13	14	14	15	17	17	16	17	19	19	20	24	22	23	22	22	27	27	28	27	29	26	29	27	29	29	28	32	31	30	31	33	34	33	34	0	1	2	2	6	1	3	6	6	6	6	1	30	16	4	6	1	4	18	12	6	25	7	14	6	1	23	11	15	7	18	1	13	44	32	16	11	24	16	7	35	19	35	20	1	27	6	16	54	20	19	20	11	32	6	40	47	51	22	52	16	59	41	46	59	45	23	56	58	31	60	48	0	25	17	12	0	34	11	0	60	46	0	26	68	1	1	1	2	1	1	2	2	2	3	2	4	1	1	1	2	4	3	1	1	4	1	3	1	5	7	1	1	2	2	1	6	2	1	1	1	3	2	3	4	2	2	1	1	7	1	6	4	1	2	1	2	3	2	8	2	1	2	2	3	6	3	4	4	1	3	7	4	6	7	6	5	1	10	8	11	1	10	11	1	7	9	1	12	4
1500	-484.097540951689666	-482.004083499664659	-2.093457452025034	0.000010098943698	0.000026128459045	2.587246728701049	0.318502477690801	0	1	3	2	5	4	4	5	4	7	8	8	11	8	8	10	8	8	11	10	11	10	10	11	9	11	12	11	11	10	13	12	10	12	12	12	13	14	10	11	16	13	13	12	13	15	12	15	15	13	14	15	15	15	17	16	17	17	19	20	19	23	23	24	24	24	26	25	29	27	29	27	29	28	29	29	29	31	32	30	32	32	34	32	33	0	1	1	1	1	4	4	3	3	3	1	3	23	1	5	14	7	8	25	9	33	8	7	6	1	12	39	1	9	14	30	17	14	1	30	21	1	35	5	9	42	3	47	1	1	37	29	17	40	33	40	40	33	14	21	51	37	46	17	52	13	59	41	32	62	60	63	15	72	52	20	60	0	43	32	57	0	35	68	0	60	49	0	73	76	1	1	1	1	3	1	1	1	1	1	2	2	1	4	2	1	2	2	1	4	1	2	3	4	3	2	1	5	2	2	2	3	1	7	1	1	6	2	3	3	1	5	1	5	4	1	1	3	2	1	3	2	3	4	3	1	2	1	4	3	4	2	4	7	1	2	2	9	2	5	7	3	1	8	8	7	1	9	2	1	8	7	1	1	2
2000	-466.253148687547707	-464.001305611574764	-2.251843075972964	0.000010193664072	0.000030812526433	3.022713542124607	0.489776160612395	0	1	2	3	3	4	5	5	5	6	9	8	10	8	7	9	9	9	9	11	10	10	11	11	9	10	12	12	9	9	13	11	12	12	12	11	13	11	11	12	15	13	14	13	12	14	13	15	13	15	15	14	16	15	17	16	15	19	20	19	17	22	21	25	24	23	26	26	29	26	30	27	29	29	29	28	28	32	31	30	31	33	34	33	35	0	1	1	1	3	1	4	6	3	7	1	5	1	9	6	8	1	9	15	21	19	29	3	19	10	1	36	1	3	3	29	13	39	12	17	9	38	13	29	29	49	30	26	13	1	31	27	13	20	21	30	21	40	45	23	31	33	55	50	31	30	61	60	52	62	58	64	53	65	66	66	33	0	28	49	67	0	19	74	0	72	78	0	69	81	1	1	1	2	1	2	1	1	2	1	4	3	6	1	1	2	4	2	1	1	1	1	7	2	1	4	1	6	2	3	3	1	1	2	1	4	1	1	1	1	1	3	2	2	5	1	1	2	1	3	2	2	2	1	3	2	2	1	3	3	6	2	1	5	1	1	1	4	2	2	4	6	1	8	9	1	1	11	1	1	2	1	1	2	3
2500	-502.593658657020114	-500.292578795060422	-2.301079861959673	0.000010212747611	0.000032306751360	3.163375086768910	0.415888061616432	-1	1	2	3	5	3	4	5	5	5	8	8	11	9	8	8	8	9	10	10	12	11	10	11	8	9	12	11	11	8	13	12	12	12	11	13	12	12	12	12	15	13	14	14	13	15	14	16	16	15	13	14	14	17	17	17	17	16	21	20	19	23	22	22	24	23	27	26	29	27	30	27	29	28	28	29	29	32	29	30	31	32	34	31	35	0	1	1	2	3	2	3	4	3	3	7	9	23	3	9	10	3	9	25	26	35	5	3	17	7	3	8	1	14	3	20	1	30	1	17	30	15	8	24	29	39	15	20	1	9	35	33	39	18	12	40	13	39	26	9	51	49	27	50	48	57	59	16	3	62	55	63	65	70	64	60	3	0	39	53	70	0	84	63	0	71	75	0	77	69	1	1	1	1	1	1	1	1	2	1	1	2	1	3	2	2	3	2	1	1	1	2	3	2	2	4	4	4	1	4	2	5	2	7	2	3	2	4	1	1	1	2	2	9	3	2	1	1	2	6	1	1	1	4	5	3	1	2	4	2	1	1	6	7	1	3	3	1	1	2	5	10	1	7	5	1	1	1	2	1	1	2	1	2	3
3000	-477.514333780500408	-475.382406768218232	-2.131927012282178	0.000010312031998	0.000027746871081	2.690727791203429	0.461901699412863	-1	0	2	4	5	3	5	5	5	6	6	8	10	8	7	9	9	9	9	11	11	10	11	10	7	11	12	11	11	10	13	12	13	12	10	12	13	11	13	13	16	12	14	14	14	14	14	12	14	15	14	14	15	15	17	16	16	18	21	18	19	23	22	24	24	25	26	27	29	26	29	28	29	26	28	29	29	30	32	30	30	32	34	31	33	0	1	2	2	1	3	6	4	1	9	1	15	25	1	1	25	4	2	25	14	5	18	15	15	1	15	29	11	12	19	26	17	27	15	12	12	35	10	25	18	45	12	20	12	12	48	35	4	9	32	42	13	31	13	18	12	39	52	18	5	19	59	28	60	61	49	65	66	66	62	68	60	0	66	58	68	0	68	81	0	71	80	0	80	81	1	1	1	1	3	1	1	1	3	1	5	1	2	4	4	1	3	3	1	2	3	1	3	1	4	1	1	2	2	1	1	2	1	2	1	1	1	2	3	2	1	3	2	3	2	1	2	3	5	1	1	2	1	3	5	5	2	2	4	5	4	1	4	2	2	6	1	1	2	2	1	5	1	1	5	2	1	1	1	1	1	1	1	1	1
3500	-771.121277570469260	-768.569309317203533	-2.551968253265689	0.000010346178040	0.000040586829764	3.922881435883573	0.547801322047962	0	1	3	3	4	4	4	5	5	7	6	9	10	9	8	9	10	9	7	10	11	11	10	10	9	11	11	8	10	9	14	13	13	12	12	10	10	13	12	12	17	13	13	14	14	14	14	16	16	14	13	15	15	16	16	17	17	19	20	20	18	22	22	24	24	24	26	26	30	27	30	26	28	27	30	27	29	31	31	29	31	32	35	32	34	0	1	2	2	1	2	2	3	3	1	1	11	28	9	8	9	19	11	2	19	19	11	6	6	10	19	14	3	30	19	37	17	3	12	10	12	7	26	37	29	17	15	37	34	21	14	30	30	51	19	20	14	34	31	22	51	33	56	50	22	21	61	60	63	62	36	58	60	62	64	76	60	0	59	77	66	0	67	80	0	70	73	0	78	70	1	1	1	1	2	1	3	1	1	3	2	1	1	2	2	3	2	1	4	1	2	2	3	3	1	2	1	2	1	1	2	1	2	2	1	1	2	1	1	1	3	3	2	1	2	2	3	4	1	3	3	5	1	1	2	2	1	1	3	2	2	2	1	2	1	8	4	3	4	1	2	3	1	3	1	2	1	1	1	1	2	2	1	1	3
4000	-493.275880250984130	-490.979007927213388	-2.296872323770716	0.000011213093228	0.000035335284785	3.151252207132262	0.540496338917000	0	2	3	4	5	3	4	6	3	7	9	9	11	8	8	6	10	6	11	9	11	10	10	10	8	12	12	11	9	11	13	12	12	13	13	12	13	13	12	11	17	13	13	14	12	14	14	15	16	14	15	15	15	16	17	17	16	17	20	21	20	23	22	23	25	23	26	26	30	28	28	27	30	28	29	29	29	32	31	29	30	32	34	33	35	0	1	1	3	3	1	9	1	1	7	6	14	23	3	8	9	16	7	20	3	25	7	12	20	10	1	17	16	7	3	12	20	24	15	24	22	28	27	14	29	48	13	21	12	17	37	29	33	37	30	42	38	37	5	14	42	26	26	35	52	13	61	55	60	62	44	64	60	75	59	60	64	0	67	74	65	0	77	77	0	64	79	0	69	83	1	1	1	1	1	1	1	3	2	1	4	1	1	3	1	1	2	1	1	3	1	2	1	1	1	6	1	3	2	4	2	1	1	4	1	1	1	1	1	2	1	2	1	3	1	1	3	1	1	2	2	1	1	5	6	3	3	3	2	3	7	1	2	1	1	3	1	2	1	3	3	2	1	1	1	2	1	2	1	1	3	1	1	2	1
4500	-654.920337203310055	-652.685063444503726	-2.235273758806318	0.000011425870633	0.000034002942163	2.975960717207556	0.385011948354058	0	1	2	3	4	4	5	4	4	7	8	7	9	8	8	8	10	9	9	10	12	10	10	11	9	12	10	11	10	9	12	13	13	13	12	12	12	13	12	11	16	14	13	13	13	14	14	14	16	15	12	13	16	17	16	17	15	18	20	20	18	23	21	24	24	24	26	27	28	28	30	26	30	29	27	29	28	31	31	30	31	30	33	32	36	0	1	2	2	1	2	4	1	2	6	3	7	12	6	12	5	7	7	7	6	40	16	7	16	1	20	10	18	15	14	27	13	23	30	27	24	6	16	20	30	37	40	20	18	13	21	1	43	26	1	16	7	45	38	19	43	33	28	27	52	1	48	44	1	12	27	65	64	75	64	70	64	0	67	66	58	0	70	70	0	75	70	0	73	69	1	1	1	1	1	2	1	2	1	2	3	1	1	2	1	2	2	3	2	3	1	1	3	2	4	2	2	1	1	1	1	2	2	3	1	1	4	2	1	2	3	2	1	2	1	1	5	1	3	10	1	4	1	2	4	1	1	3	6	4	8	5	3	9	11	6	1	2	1	1	2	1	1	2	2	5	1	1	1	1	2	1	1	1	4
