step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
5000	-478.559109265217899	-485.414597216177299	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590641451130076	0	3	4	2	9	6	9	7	7	9	9	12	10	11	11	14	12	13	13	13	14	15	15	13	14	15	13	12	13	15	16	14	15	16	16	17	18	17	16	16	17	17	17	18	17	18	18	17	17	20	19	19	17	21	21	19	19	19	19	19	18	21	19	20	22	20	23	23	21	22	20	23	22	20	23	23	22	22	25	27	0	1	2	1	6	3	9	3	3	9	8	9	10	11	5	17	13	7	28	12	8	14	18	13	28	19	15	7	28	32	24	18	19	18	21	19	45	28	23	19	29	15	33	24	30	45	34	21	27	41	41	38	26	31	19	44	43	28	40	24	34	66	38	53	50	21	46	37	56	18	48	48	52	58	33	58	71	74	77	68	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	3	1	1	2	2	2	1	1	2	1	2	4	1	1	4	1	4	1	1	1	1	1	2	2	3	1	4	2	5	2	1	4	1	1	2	3	2
5500	-471.553111996471728	-478.408599947431128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598562804380861	0	1	3	2	8	6	8	8	7	10	10	10	11	11	11	13	12	12	14	13	13	15	16	13	13	13	13	13	12	15	15	14	15	16	16	17	17	15	19	18	16	18	17	18	15	18	19	17	17	20	20	18	18	22	20	20	17	19	18	21	19	20	19	21	22	19	24	22	21	22	21	22	23	20	25	23	22	22	24	26	0	1	1	2	3	3	9	6	6	7	6	9	9	8	9	29	15	10	28	15	8	11	28	13	7	7	15	7	7	20	24	29	19	18	14	33	45	29	23	41	7	26	33	24	27	29	41	21	45	41	41	38	26	44	36	44	26	38	33	31	34	66	52	53	51	48	69	34	44	61	66	62	52	52	59	51	71	74	48	67	1	1	1	1	2	2	1	2	1	1	2	2	2	2	2	1	1	1	1	1	3	2	1	2	2	3	1	2	2	1	1	1	1	2	2	1	1	2	2	1	4	3	1	2	1	3	1	2	1	2	2	1	2	2	2	1	2	2	1	2	2	1	1	2	1	1	2	2	2	2	1	1	2	1	3	2	1	1	4	1
6000	-463.807672962338927	-470.663160913298327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705820942709901	0	1	4	2	8	7	9	8	6	9	8	11	11	12	11	13	10	11	13	13	13	14	15	13	12	15	14	15	15	15	16	11	16	15	15	18	18	17	19	17	17	16	17	18	16	18	18	17	17	18	20	18	18	21	20	18	19	20	20	20	20	21	21	21	21	20	24	23	22	23	22	23	23	20	24	23	23	24	25	26	0	1	1	2	3	3	9	3	3	9	6	9	17	8	7	13	5	7	7	12	11	14	7	13	7	19	15	20	12	15	17	7	19	18	21	40	41	34	23	26	28	27	29	24	15	27	23	35	27	12	50	38	43	44	43	17	19	38	40	31	47	66	52	53	38	48	46	45	56	61	62	62	65	50	59	65	71	74	77	68	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	3	1	1	2	2	2	3	2	3	1	2	2	1	1	1	1	1	1	2	1	1	2	3	1	2	2	2	4	1	1	1	2	1	3	2	2	2	3	1	1	2	2	2	1	3	4	2	2	1	1	1	1	2	1	1	2	2	2
6500	-469.481740965854328	-476.337228916813729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658108096277383	0	2	3	1	8	5	8	7	8	9	9	11	10	12	10	14	12	12	14	12	14	15	14	14	15	15	10	15	14	15	15	15	16	15	15	17	18	17	17	18	17	16	18	19	16	17	18	17	17	19	19	18	18	22	19	18	17	20	21	21	21	19	20	21	22	20	21	24	21	24	21	22	23	21	25	22	24	23	23	26	0	1	1	1	3	3	3	6	3	5	8	10	9	5	7	12	13	7	7	7	14	11	18	20	20	19	9	12	17	20	16	20	26	18	14	26	45	29	23	26	15	30	26	31	29	27	28	35	27	38	38	28	33	44	33	29	19	38	41	24	34	48	50	53	50	62	28	58	56	47	62	62	65	63	59	52	79	74	71	68	1	1	1	1	3	1	3	1	2	1	1	1	1	2	1	2	1	2	2	3	1	3	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1	2	2	2	3	1	1	2	1	3	1	1	2	1	1	2	1	2	1	2	1	2	2	3	3	1	1	2	1	1	3	2	2	3	1	2	1	1	2	2	1	2	1	1
7000	-483.946448068092025	-490.801936019051425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575423937225622	-2	0	4	2	9	6	9	8	7	10	9	11	11	12	11	13	12	11	15	13	13	14	14	13	13	14	13	13	14	16	14	14	14	15	16	17	17	17	18	17	17	18	18	18	15	17	18	18	17	20	19	19	17	21	19	19	20	21	20	21	20	18	20	20	21	20	23	21	21	23	21	22	23	21	23	22	24	24	21	26	0	1	4	2	3	3	3	6	3	9	8	9	9	11	5	13	7	7	15	5	8	11	7	13	12	5	15	15	28	20	24	12	20	18	21	33	30	34	23	26	29	30	33	24	7	45	16	21	45	38	38	38	33	31	40	31	40	38	26	44	34	21	52	53	38	62	45	46	44	61	62	48	52	52	59	50	79	74	62	68	1	1	1	1	2	1	3	1	2	2	1	2	3	1	1	2	1	1	2	2	2	3	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	2	2	3	1	3	2	1	2	1	1	2	3	1	2	3	2	2	2	3	3	1	2	2	1	4	3	2	3	1	2	2	1	2	1	2	2	2	3
7500	-487.018918315402232	-493.874406266361632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608154287698817	0	2	2	2	7	6	7	8	6	9	9	11	8	13	12	13	11	11	13	10	14	15	14	13	15	14	14	12	14	15	16	15	16	14	15	17	18	16	18	18	17	17	18	18	16	18	18	17	17	20	18	18	18	20	20	20	19	20	20	20	20	22	21	21	20	20	23	24	22	21	22	22	22	21	23	24	24	24	23	26	0	1	1	1	6	3	9	3	3	9	6	10	9	11	12	13	13	7	7	7	8	14	20	17	5	17	15	9	18	15	16	19	26	18	14	34	29	29	23	26	25	25	41	24	28	27	29	21	45	38	38	38	19	44	40	44	53	38	26	31	47	48	52	53	38	48	46	46	56	47	66	66	58	52	59	65	79	74	62	68	1	1	1	1	1	2	1	3	2	1	2	1	2	2	1	2	2	2	3	3	3	2	2	1	4	2	1	3	2	2	1	2	1	2	1	1	2	1	2	2	1	2	1	3	2	3	1	2	1	2	1	1	2	1	1	1	1	2	2	2	1	3	2	1	2	2	2	3	2	2	1	1	1	2	2	2	1	2	1	2
8000	-472.909564949979085	-479.765052900938485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612620111137730	0	1	4	2	7	6	9	8	8	8	10	11	10	13	12	14	12	12	15	13	14	15	15	14	15	15	14	13	13	15	15	14	15	15	16	17	18	18	19	17	17	18	17	18	16	19	18	16	17	19	20	19	18	22	21	19	19	21	20	21	20	21	21	22	22	18	23	20	21	23	22	23	22	21	24	24	24	22	22	27	0	1	1	2	3	3	10	6	3	3	8	10	10	11	9	17	13	7	32	18	14	11	18	15	32	28	29	12	7	18	13	7	18	29	21	19	45	20	34	19	28	30	33	24	27	15	23	21	15	41	50	38	19	24	19	31	33	50	40	44	47	66	52	53	50	48	37	46	56	61	62	62	63	50	40	65	79	74	66	67	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	2	1	1	1	2	2	1	1	2	1	1	2	2	2	2	1	2	1	1	2	4	2	2	2	2	1	2	1	3	1	1	2	1	1	1	2	3	2	2	2	1	2	3	1	2	1	2	2	1	3	1	1	2	1	1	1	2	3	1	2	1	2	2
8500	-465.771100752537279	-472.626588703496679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572659209670282	0	3	3	2	7	6	9	7	7	9	10	12	9	12	12	14	12	13	14	13	13	14	15	13	14	15	14	12	14	15	14	13	14	16	17	17	16	17	19	18	17	18	18	18	16	18	18	18	18	19	20	19	17	22	20	20	20	18	20	21	20	20	21	21	21	21	23	22	21	24	20	22	22	19	24	23	24	23	22	27	0	1	1	1	3	3	5	6	3	9	8	7	9	11	10	13	13	7	7	7	14	14	18	13	28	28	7	9	7	27	17	7	28	17	21	26	15	29	23	53	16	30	26	13	15	30	18	35	45	38	58	58	26	44	43	17	26	20	26	44	47	35	52	53	50	62	46	46	24	34	48	62	51	38	33	65	79	74	71	67	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	3	3	2	1	1	2	1	1	2	1	3	2	2	1	1	1	1	4	2	2	2	1	2	1	2	1	1	2	1	4	2	2	2	2	1	2	1	2	1	1	3	2	3	3	1	1	1	2	4	1	2	2	1	2
9000	-472.113126173018941	-478.968614123978341	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606244459214925	0	1	2	2	9	6	9	8	7	9	9	11	11	12	12	11	10	12	12	13	12	14	14	14	13	14	14	12	13	16	15	14	16	16	17	18	17	17	18	17	16	19	15	17	16	18	18	17	17	19	19	18	17	21	20	20	20	20	21	20	20	21	21	21	21	19	23	23	22	22	22	22	22	22	24	23	23	24	24	26	0	1	1	2	6	3	6	6	3	9	8	10	9	6	10	10	9	7	7	12	8	11	18	17	7	19	28	9	17	15	13	28	19	20	14	26	45	25	23	26	32	18	19	13	15	15	34	21	45	38	20	38	43	24	26	44	36	50	26	31	34	66	50	53	50	48	30	45	56	29	62	62	58	38	64	51	71	38	77	68	1	1	1	1	1	2	2	1	3	1	1	1	2	3	2	1	2	2	1	1	2	3	1	3	2	1	1	3	2	2	3	1	2	2	2	2	1	2	2	2	1	4	1	3	2	2	1	2	1	1	2	1	1	4	2	2	1	1	3	3	2	1	1	2	2	1	4	4	1	4	1	1	1	3	2	2	1	4	1	2
9500	-464.521552878271848	-471.377040829231248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531208955446877	0	2	3	2	7	6	9	7	6	7	9	11	10	12	11	13	11	12	13	13	14	15	13	13	13	15	13	14	14	16	15	14	16	17	16	17	16	16	18	18	17	18	17	18	16	18	19	17	17	18	20	18	17	22	20	20	19	20	19	20	21	20	20	21	22	19	22	23	22	23	21	22	22	21	24	24	23	24	25	26	0	1	1	1	3	3	9	6	3	9	8	7	9	8	7	17	10	7	7	12	14	14	7	17	12	19	10	9	20	29	17	7	27	29	28	28	15	20	28	26	29	27	26	24	9	41	34	35	45	38	50	38	33	44	26	28	26	50	33	44	28	66	38	53	58	35	37	46	44	47	62	66	52	58	40	50	71	74	77	68	1	1	2	1	2	2	2	1	1	1	2	1	2	2	1	1	2	2	2	1	1	2	2	1	1	1	3	5	1	1	2	2	1	2	1	1	2	2	2	2	2	2	1	2	5	1	1	1	1	1	1	2	1	3	2	3	3	1	1	2	3	1	2	2	1	2	4	2	2	2	1	1	2	1	5	3	1	2	2	2
