step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
25000	-570.768621035292654	-577.624108986252054	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608119645350259	0	2	3	4	4	5	5	5	6	8	7	8	7	8	10	10	11	9	9	10	10	11	10	10	9	10	13	11	10	12	11	10	11	14	11	10	12	11	13	12	12	12	12	12	12	13	12	12	13	13	13	13	14	13	14	15	15	14	12	14	15	14	15	15	15	16	14	16	15	17	16	17	16	17	17	17	18	19	18	17	18	18	19	19	19	19	18	20	21	19	20	21	21	22	22	25	26	27	27	29	30	28	29	27	30	31	31	32	0	1	1	2	2	5	5	5	8	13	8	13	9	11	10	18	12	14	14	10	25	29	11	25	9	19	33	5	14	38	15	11	23	43	14	13	14	21	21	31	15	33	26	35	18	20	14	35	30	31	42	43	59	25	48	49	49	49	2	42	34	51	55	59	49	58	50	61	62	49	58	57	67	28	64	65	69	81	80	53	80	73	63	69	73	82	72	64	81	76	86	88	90	92	92	56	95	97	97	104	97	99	99	96	104	105	105	106	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	3	1	1	1	1	1	1	3	3	2	1	2	1	2	1	1	1	2	3	3	1	1	2	1	1	2	3	1	2	2	1	8	2	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	2	1	2	2	2	1	1	1	4	2	2	1	1	2	1	1	3	3	1	1	2	2	1	2	1	2	1	1	1
25500	-531.326466490131793	-538.181954441091193	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610709893147639	0	2	1	4	3	5	5	5	6	8	7	8	7	8	9	10	10	9	9	10	9	11	9	10	11	10	13	11	11	12	11	11	11	14	11	11	10	12	12	12	10	12	11	12	12	13	13	13	13	13	13	13	14	14	14	15	15	14	14	14	15	15	15	15	14	16	16	14	16	17	16	18	17	17	16	17	19	19	18	17	16	18	18	19	19	19	19	20	20	20	20	21	21	23	25	24	26	27	27	29	28	28	29	27	31	30	32	32	0	3	1	2	3	4	5	5	8	13	8	9	9	11	7	14	23	14	14	12	8	21	11	12	24	19	17	26	10	13	21	26	12	52	15	16	15	29	22	23	15	33	21	35	15	21	15	35	15	40	42	43	49	27	48	49	58	39	15	51	47	54	48	30	30	59	50	47	54	64	49	66	67	68	64	64	62	53	80	81	53	73	55	62	82	73	72	76	72	78	86	88	90	92	92	92	88	96	97	104	99	99	102	95	104	100	105	106	1	1	1	1	1	1	2	2	1	1	2	1	1	1	4	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	1	3	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	2	1	1	3	1	2	1	2	2	2	2	2	1	1	2	1	1	1	3	1	2	3	2	1	1	2	1	3	4	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	1	1	2
26000	-513.643817175698928	-520.499305126658328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735899249027184	-1	1	3	4	4	5	5	5	6	8	7	7	7	8	10	10	10	9	9	10	10	10	9	9	9	10	13	12	8	12	11	11	11	14	11	11	12	11	13	12	12	12	11	12	12	12	13	13	13	13	13	12	14	13	14	15	15	14	14	14	15	15	15	15	15	16	15	16	16	17	16	18	17	17	17	16	21	16	18	17	18	18	17	18	19	18	19	17	19	20	20	21	20	23	22	25	26	27	28	29	30	27	28	29	28	31	31	32	0	1	2	3	3	4	5	5	8	12	8	7	9	11	29	23	24	14	14	10	11	29	11	5	11	14	17	32	9	21	22	23	25	52	26	18	26	21	38	9	21	33	26	35	26	13	52	35	38	40	42	43	49	33	48	49	49	49	49	51	47	54	55	59	59	49	40	61	54	64	65	78	67	47	64	64	62	53	78	78	80	73	63	69	86	73	81	64	79	72	86	75	79	92	92	94	94	96	102	105	99	97	102	98	96	100	104	105	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	2	1	2	2	1	2	1	1	2	1	2	2	2	1	1	2	1	1	3	2	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	2	1	1	3	2	2	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	1	2	2	1	1	2	1	1	2	1	2	2	2
26500	-511.174733658714104	-518.030221609673504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644282869341817	0	2	3	3	4	5	5	4	6	8	7	7	8	8	9	10	11	9	9	10	10	11	9	9	11	10	13	11	11	12	11	9	11	14	10	12	12	11	13	12	12	12	12	12	13	13	13	13	13	13	13	13	14	14	14	15	15	14	14	14	15	15	15	14	15	16	14	16	16	17	16	18	17	15	17	16	20	17	18	18	18	18	19	18	19	19	18	20	21	20	20	20	20	21	24	25	25	27	28	29	30	27	29	29	28	31	31	32	0	1	2	2	3	4	5	2	8	9	9	9	7	11	13	19	24	14	14	10	15	21	9	12	10	19	17	18	15	38	32	11	12	52	10	23	19	21	38	31	21	25	23	35	32	20	43	35	38	40	42	16	49	51	48	64	58	49	49	51	43	54	55	49	58	38	50	47	62	64	59	53	67	47	76	64	62	53	53	78	49	73	63	69	82	82	78	56	88	79	82	76	79	88	94	95	95	96	102	105	99	97	102	96	98	105	104	106	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	2	1	1	3	2	1	1	2	2	2	1	2	2	4	1	2	1	3	1	2	1	2	1	3	2	2	3	1	2	2	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	1	4	1	2	1	2	1	2	2	2	1	2	3	2	4	1	3	1	2	2	1	1	1	3	1	1	1	3	2	1	2	1	1	2	1	1	1	1	2	3	1	2	1	1
27000	-521.077111044644994	-527.932598995604394	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594014079520215	0	2	3	4	4	5	5	5	6	8	7	6	7	8	10	9	10	9	9	10	10	11	10	10	11	10	13	11	10	12	11	11	11	14	11	12	12	12	13	13	12	12	11	12	12	13	13	13	13	11	13	12	14	14	14	15	15	14	14	14	15	15	15	14	15	16	14	16	16	17	15	17	16	17	16	17	18	19	18	17	18	18	19	19	18	19	19	20	19	19	20	21	21	22	24	25	25	27	28	29	30	27	29	30	28	30	32	32	0	1	2	3	3	4	3	2	5	13	8	7	9	11	11	11	12	14	14	13	13	2	19	12	17	19	17	18	9	15	15	14	24	52	18	28	28	15	21	50	32	25	26	35	21	21	22	35	21	21	42	19	39	27	48	64	59	39	39	33	47	54	55	49	59	15	40	61	54	64	59	53	67	68	64	64	69	53	53	53	53	73	63	54	73	82	81	76	53	79	86	64	72	92	70	95	95	96	102	105	99	95	102	105	98	100	98	106	1	1	1	1	1	1	2	3	2	1	1	1	1	1	2	1	1	1	1	2	3	4	1	2	1	1	2	1	2	2	1	3	1	2	2	1	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	3	1	1	1	1	1	1	1	3	2	1	1	1	1	4	1	1	2	2	1	2	1	1	1	2	2	4	4	2	1	2	2	3	2	1	1	3	2	1	1	5	2	1	3	1	1	2	1	1	2	3	1	2	1	1	3	2
27500	-604.112092523734077	-610.967580474693477	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664737924854267	0	1	3	4	3	4	5	5	6	7	7	7	8	8	11	10	11	9	9	10	9	10	10	9	11	10	13	12	11	12	11	11	10	11	10	10	12	11	11	13	12	12	12	12	13	11	13	13	13	12	12	13	14	12	14	15	15	14	14	14	15	15	15	15	15	16	17	16	16	17	16	18	16	16	17	17	20	18	18	18	17	18	19	18	19	19	19	20	21	20	20	20	21	23	25	25	26	27	28	29	30	26	27	30	28	31	32	32	0	1	2	5	2	2	2	2	7	9	8	8	11	11	21	11	21	14	14	3	12	9	11	13	33	18	17	29	5	38	16	13	8	13	13	14	23	22	23	50	12	25	34	35	10	22	34	35	29	29	22	43	21	7	48	49	59	49	49	42	47	51	55	49	58	58	73	47	42	49	65	59	40	61	64	64	69	49	57	57	58	73	55	69	73	67	78	75	79	81	82	70	90	92	94	94	95	96	102	105	99	96	102	105	98	104	104	106	1	1	2	1	2	2	2	3	1	1	2	1	1	1	1	1	1	1	1	4	2	2	2	1	1	1	2	1	4	1	1	2	2	1	2	2	1	1	1	1	5	1	1	1	3	1	1	2	2	1	2	1	2	4	1	2	1	1	1	1	2	3	1	2	1	1	1	3	2	2	1	3	1	1	2	2	3	2	1	3	2	2	4	2	2	2	1	2	2	2	2	3	1	2	2	2	1	2	2	1	1	1	1	2	1	1	2	1
28000	-567.613284864685284	-574.468772815644684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588258591501961	0	1	3	4	4	5	5	5	6	7	7	8	8	8	10	9	10	9	8	10	9	10	9	9	11	10	13	12	11	11	11	11	10	11	11	11	12	12	13	13	12	12	12	12	12	10	13	12	12	13	13	13	14	14	14	14	15	14	13	11	15	12	15	15	15	16	17	16	16	17	15	17	16	17	17	17	21	19	18	18	16	18	18	19	18	19	19	19	21	20	19	20	21	23	24	25	26	27	28	29	30	26	29	30	28	30	32	31	0	1	1	1	2	5	5	4	3	8	7	5	8	9	21	19	24	14	9	3	13	11	11	9	12	19	17	33	21	21	14	16	9	11	33	33	14	29	23	31	31	33	34	35	16	13	23	35	30	31	25	43	39	42	48	49	59	49	49	12	34	25	55	58	59	56	73	61	62	64	59	53	50	61	64	64	54	81	72	53	53	67	63	69	73	85	72	75	79	78	85	75	80	88	94	94	95	96	102	105	99	94	102	100	98	100	104	106	1	1	3	3	1	1	1	1	2	1	2	3	3	2	1	1	1	1	2	4	1	3	2	2	2	2	2	1	2	2	3	2	4	3	1	1	2	1	2	2	1	2	1	1	2	1	1	1	1	2	2	1	1	2	2	2	2	2	1	2	4	1	1	1	2	2	1	1	3	2	2	2	2	2	2	2	4	2	1	2	2	1	2	2	2	1	2	2	3	1	1	3	3	2	1	1	2	2	2	1	1	2	2	1	1	1	2	1
28500	-550.260135218202663	-557.115623169162063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723016875353499	0	1	3	4	4	5	4	5	6	7	7	8	8	7	11	10	11	9	9	10	9	11	9	10	10	10	10	12	11	12	10	11	11	14	11	12	10	12	13	12	12	11	12	12	13	13	13	13	13	13	13	12	14	14	14	14	15	14	14	14	15	13	15	15	15	16	17	16	16	17	16	18	16	17	17	17	21	19	18	17	18	18	17	19	19	19	19	20	21	20	20	20	21	21	22	25	25	27	28	29	29	27	28	30	28	31	31	32	0	1	2	3	2	3	2	3	3	9	7	8	10	8	21	9	27	13	14	13	12	21	11	12	12	9	12	18	21	29	23	5	26	43	26	23	18	32	15	15	29	25	14	35	16	15	43	35	15	29	42	26	32	42	48	39	49	49	49	32	47	17	55	56	49	59	73	47	54	64	39	80	40	68	64	64	69	72	80	53	39	73	55	62	82	73	81	75	72	72	86	76	90	70	94	92	92	96	102	105	99	97	102	105	98	98	100	106	1	1	2	1	3	1	1	2	2	1	2	2	1	2	2	1	1	1	1	2	1	2	2	2	2	3	1	1	2	1	1	3	1	2	1	2	1	1	2	1	1	1	4	1	3	1	1	2	1	1	2	2	3	3	1	1	2	1	1	2	2	2	1	1	2	1	1	2	2	2	2	1	3	1	2	2	2	1	1	2	3	1	2	4	1	2	1	3	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	1	2	1	1
29000	-534.964566032499874	-541.820053983459275	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586474468525126	-1	2	1	2	4	4	5	5	6	7	7	8	8	8	10	10	11	9	9	9	10	11	10	10	11	10	13	12	11	11	11	11	11	13	11	12	12	12	13	13	12	12	12	12	13	13	13	13	13	12	13	12	14	14	14	15	15	14	14	13	15	15	15	15	13	15	17	16	16	17	16	18	16	16	17	17	21	19	17	18	16	18	19	19	19	19	19	19	18	19	20	21	21	23	25	25	26	27	28	29	30	27	29	30	28	31	32	32	0	3	1	3	2	4	2	6	8	8	5	10	9	8	14	19	24	12	14	13	18	21	7	12	24	14	17	23	15	21	15	7	23	26	7	32	26	30	32	50	11	25	14	32	43	20	43	35	15	31	42	32	18	27	48	59	59	65	65	25	47	51	55	59	32	58	73	61	32	64	58	81	50	47	64	64	54	81	57	81	53	67	63	69	82	82	72	64	81	72	86	70	90	92	92	94	95	96	102	105	99	97	102	105	98	100	104	106	1	1	2	1	1	2	3	1	1	2	3	1	2	2	2	1	1	1	1	1	1	1	4	2	1	1	2	2	1	1	1	5	1	2	3	1	2	1	2	1	5	1	2	1	1	2	1	2	2	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	2	1	2	3	2	2	2	3	2	2	2	2	1	2	2	1	1	1	3	2	1	1	3	1	2	3	2	1	1	1	1	2	1	1	2	1	2	2	1
29500	-520.285657570546050	-527.141145521505450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605499180775439	0	2	1	4	2	5	5	5	6	8	7	7	7	8	11	10	10	9	9	10	8	9	10	10	11	10	13	12	10	11	11	11	11	13	11	12	12	12	12	12	12	12	11	12	11	13	12	13	12	13	13	13	13	14	14	13	15	14	14	14	15	15	15	15	15	16	16	16	16	17	16	17	16	17	17	17	21	19	18	18	18	18	19	19	19	19	19	20	21	20	20	21	20	23	25	25	26	27	28	29	30	27	29	30	28	30	32	32	0	3	1	5	3	4	3	3	2	11	9	9	8	11	29	18	9	14	14	11	11	21	11	9	17	19	30	32	22	21	23	16	24	26	26	30	14	15	21	31	31	17	26	35	26	20	43	35	30	40	33	43	39	27	48	30	49	49	49	27	47	54	55	56	49	57	50	34	54	64	59	53	40	47	64	64	27	72	72	72	53	73	63	62	82	82	79	64	88	72	82	88	78	92	94	94	95	96	102	105	99	97	102	105	98	105	105	106	1	1	1	2	1	1	4	3	3	1	1	1	2	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	3	1	1	1	2	1	1	2	1	3	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	2	1	3	1	1	1	2	1	1	2	2	2	1	2	3	2	2	2	6	2	1	1	2	2	2	3	1	1	1	4	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	2	2	2
30000	-534.221302796092573	-541.076790747051973	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555050375654705	0	2	3	4	4	5	4	5	6	8	7	7	8	8	11	8	11	9	9	10	9	10	10	10	11	10	12	12	11	10	11	11	11	14	11	11	12	12	13	10	12	11	11	12	13	13	13	13	12	13	13	13	14	13	14	15	14	14	14	14	15	15	15	15	15	16	17	16	16	16	16	17	15	17	16	17	18	19	18	18	16	17	17	19	18	18	18	17	20	20	17	21	21	22	25	25	26	27	28	29	30	27	29	30	28	30	29	32	0	1	1	3	3	4	3	7	8	2	3	7	8	11	22	9	24	14	14	16	11	21	9	12	16	14	17	23	21	11	11	8	24	52	26	23	32	30	32	10	31	24	26	35	22	32	28	32	32	40	42	43	32	42	48	58	49	49	49	51	47	54	55	59	49	59	73	61	54	64	58	53	31	68	64	64	69	81	81	53	53	73	63	62	82	91	72	65	81	81	73	75	79	70	92	94	92	95	102	105	99	97	102	105	98	100	105	106	1	1	2	1	1	1	1	1	1	3	3	2	1	1	1	2	1	1	1	2	1	1	3	3	3	2	1	2	2	2	3	5	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	1	1	1	2	2	2	2	1	1	2	2	2	1	2	2	1	1	2	1	2	1	2	1	1	3	2	1	1	2	2	3	2	3	2	2	2	3	1	1	1	2	2	2	2	3	2	4	2	2	2	2	1	1	2	1	2	2	1	1	1	2
30500	-561.688645856899143	-568.544133807858543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590337945187500	0	2	1	3	4	5	5	5	6	8	7	6	8	8	11	10	11	9	9	9	10	11	10	10	10	10	12	12	10	12	10	11	8	14	11	12	12	12	13	13	12	12	11	12	12	13	13	13	13	13	13	13	14	14	14	14	14	14	14	12	15	15	15	15	15	16	17	15	16	17	16	18	16	16	17	17	21	18	18	17	17	18	18	18	19	19	19	20	21	20	19	21	19	23	24	25	25	27	27	29	28	26	28	30	28	30	32	32	0	3	1	3	3	4	3	5	8	9	5	4	8	11	21	11	25	14	14	10	18	23	11	5	12	18	17	19	9	15	5	23	4	43	16	23	18	21	11	31	23	25	26	35	23	20	43	35	30	31	42	43	39	51	48	39	16	49	49	25	47	54	48	56	59	7	73	47	60	57	65	66	40	61	66	64	62	65	81	66	53	73	63	62	82	82	81	64	80	80	82	88	78	70	92	95	95	96	102	105	97	94	102	105	98	100	98	106	1	1	1	2	2	2	3	1	1	2	2	2	3	1	1	2	1	1	1	1	1	1	2	5	2	1	1	2	2	1	3	1	2	3	1	1	2	2	3	3	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	1	1	5	1	1	2	3	1	2	2	1	1	2	5	3	1	1	2	2	2	3	1	1	1	2	2	2	1	1	1	5	3	1	1	2	1	1	2	3	2	2	1	1	3	2
31000	-589.132233497865286	-595.987721448824686	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487878855430906	0	2	3	3	4	5	5	5	6	8	6	8	8	8	11	10	10	9	9	10	9	11	9	7	11	10	13	11	11	12	11	11	9	12	10	12	12	12	13	13	11	12	10	12	13	13	13	11	13	13	13	12	14	14	14	13	15	14	12	12	15	15	15	15	15	16	17	16	16	16	16	18	17	16	16	17	21	19	18	18	18	18	18	19	19	19	19	20	20	20	19	21	21	22	24	24	25	25	27	29	30	29	28	30	28	30	31	32	0	1	1	2	3	4	1	2	8	9	7	24	9	11	8	5	33	14	14	21	8	16	8	7	12	14	17	18	8	29	23	5	12	43	23	23	7	29	15	31	21	25	23	35	16	20	34	35	29	15	25	43	39	42	23	15	59	59	21	33	47	54	55	56	49	56	40	47	62	64	59	53	50	61	56	64	25	53	53	53	53	73	48	69	73	73	81	56	81	72	82	78	79	75	76	88	88	96	97	105	99	103	97	105	98	100	104	106	1	2	2	1	1	2	4	1	1	2	1	1	1	1	4	2	1	1	1	1	4	1	4	1	2	1	2	2	4	1	1	3	1	1	1	2	5	1	2	1	1	1	1	2	2	3	1	1	2	1	2	2	1	2	3	2	2	2	2	3	2	1	1	2	1	2	3	1	1	1	3	2	2	1	3	2	8	5	3	3	2	1	4	2	2	2	1	3	2	2	1	2	2	5	5	2	2	1	2	1	2	1	2	2	2	1	1	2
31500	-560.022145531756792	-566.877633482716192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569721777319146	-1	2	3	4	4	4	5	5	6	8	7	8	7	8	11	9	11	7	9	10	10	11	10	10	11	10	13	10	10	12	11	11	9	14	10	12	11	11	13	13	12	12	12	12	13	13	13	12	13	12	11	12	14	14	13	15	15	14	14	14	15	15	15	14	15	16	17	15	16	17	16	18	16	17	16	16	21	19	18	18	18	18	19	19	18	19	19	19	21	20	19	21	21	23	24	24	26	26	28	29	30	29	28	30	28	31	32	32	0	1	2	3	2	3	5	5	8	8	9	18	8	18	21	11	24	5	14	9	10	21	11	12	33	16	21	14	9	38	9	23	18	43	18	16	28	29	30	50	31	51	18	35	29	20	43	35	30	29	33	31	39	51	48	64	59	49	49	42	47	54	55	49	49	65	50	47	42	75	65	53	40	61	65	64	84	79	53	39	13	73	44	62	67	82	72	64	78	79	73	70	80	81	92	94	95	96	95	105	99	103	95	100	98	98	104	106	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	2	1	2	1	1	2	2	2	1	2	2	4	1	3	1	1	2	2	3	1	1	1	1	1	1	2	1	2	3	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	3	2	4	1	1	4	2	2	1	2	1	1	3	5	8	2	5	3	1	1	1	3	2	2	2	3	1	3	2	1	1	2	3	1	2	1	3	1	2	2	2	1
32000	-517.918969909966222	-524.774457860925622	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629801443297245	0	1	3	4	4	5	5	5	5	8	6	8	8	8	11	7	11	9	8	10	9	10	10	10	11	10	13	11	11	12	11	11	11	14	11	9	12	11	13	13	12	12	12	12	11	13	13	13	13	12	13	13	14	14	14	15	14	14	12	14	15	15	15	13	15	15	15	16	16	17	16	18	16	17	17	16	21	17	18	18	17	18	19	19	19	19	19	20	19	20	20	21	21	23	25	25	26	27	27	29	30	29	29	30	28	31	31	32	0	1	2	3	2	4	5	3	3	9	3	7	9	11	21	11	24	19	16	13	10	21	18	12	24	19	24	26	22	38	22	23	24	43	18	14	11	21	29	50	31	33	18	35	26	20	26	35	59	12	42	43	39	25	48	64	49	59	38	42	28	54	55	59	49	49	40	61	62	64	49	53	67	68	76	64	69	53	78	81	53	73	63	69	82	82	72	75	53	78	82	75	89	88	94	94	95	88	95	105	99	99	92	100	96	104	105	107	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	5	2	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	2	2	1	1	2	2	3	1	1	1	3	4	2	1	1	2	2	2	2	1	1	1	2	2	3	2	3	2	3	2	2	1	3	1	1	2	2	5	1	3	1	2	1
32500	-573.719328662570433	-580.574816613529833	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585980128069348	-1	1	2	3	3	4	5	5	6	8	6	8	8	7	10	9	11	8	9	10	10	11	10	10	10	10	12	12	9	11	11	11	11	13	11	12	11	12	12	12	12	11	12	12	12	12	13	13	13	13	13	13	14	14	14	15	15	14	11	14	15	15	15	15	15	14	15	16	16	17	16	18	17	17	17	17	20	17	18	17	18	18	18	19	19	19	19	20	19	20	20	19	21	23	25	25	26	27	28	29	30	29	27	30	30	31	32	32	0	1	2	3	3	4	2	5	8	8	8	9	8	9	10	11	13	14	14	19	29	29	19	7	16	19	17	16	12	15	15	16	25	43	10	23	26	30	15	29	31	16	26	35	11	20	35	35	59	31	33	16	15	51	48	49	59	59	21	51	47	54	55	58	49	49	40	61	62	64	57	53	67	68	57	64	62	49	80	53	53	67	63	54	82	73	65	75	79	81	82	75	81	88	94	70	95	96	103	98	99	99	88	100	96	104	105	106	1	2	1	1	1	1	2	1	1	2	1	2	3	1	2	2	1	1	2	1	1	2	1	4	1	1	1	3	1	1	1	2	1	1	3	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	3	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	3	2	1	1	2	3	2	1	2	3	3	2	2	1	2	3	1	1	2	1	1	3	2	1	5	1	2	1	1	2	1	4	1	3	1	2	1
