step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
24000	-535.137334312006146	-541.992822262965547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.402368637151596	0	5	7	8	11	12	11	10	13	12	15	14	15	17	18	16	17	19	18	19	19	20	22	21	21	21	24	25	23	22	20	22	23	22	25	25	24	22	23	24	25	26	25	24	27	26	26	26	26	27	26	27	28	27	27	26	26	27	26	28	27	28	28	27	29	25	29	30	29	30	30	29	28	31	30	32	31	31	30	35	30	34	33	30	31	34	34	34	35	35	38	33	35	36	35	36	35	38	39	41	42	43	44	0	1	1	3	3	5	4	4	10	2	4	4	9	11	6	11	12	16	6	2	16	13	10	18	9	8	13	33	34	25	17	21	25	6	39	27	24	31	11	16	38	17	13	14	22	40	44	34	33	24	25	51	2	13	28	40	32	36	44	51	35	16	25	42	54	23	34	25	25	53	73	58	49	62	60	34	56	27	65	37	45	25	45	6	55	70	78	79	81	88	48	4	72	59	7	88	83	82	97	45	89	94	102	1	2	5	1	3	1	2	1	1	3	3	3	1	1	3	1	1	2	3	8	1	3	5	1	4	5	4	1	1	1	1	1	1	4	1	1	3	1	4	3	2	4	6	3	4	1	1	2	1	3	3	1	10	4	1	1	2	1	1	1	1	7	4	1	1	1	2	4	4	1	1	1	1	1	2	4	1	3	1	8	1	6	3	6	3	2	2	3	3	1	5	9	3	6	9	1	1	2	2	9	2	2	1
24500	-540.516654894192584	-547.372142845151984	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.341409444922228	1	5	7	8	10	12	9	10	12	12	14	15	14	16	18	17	16	16	19	21	19	21	22	21	21	21	24	24	23	22	23	23	23	22	25	26	25	24	24	25	25	25	25	24	26	27	26	27	26	26	26	28	28	28	28	27	26	28	27	27	28	28	28	29	30	29	29	29	29	30	31	30	30	30	30	31	29	31	31	35	31	33	34	32	31	34	34	34	34	34	36	32	35	36	36	36	35	34	38	42	43	44	42	0	1	2	3	4	3	3	4	5	5	7	9	9	10	8	13	10	11	5	18	16	6	26	6	15	21	10	15	22	15	34	18	8	6	27	31	39	15	9	4	30	26	11	24	21	44	40	31	22	33	16	47	8	48	45	36	17	33	57	34	47	13	11	13	62	32	32	17	17	46	64	57	19	44	63	63	47	48	59	8	25	51	92	16	40	71	58	5	92	52	65	42	61	87	51	52	44	69	57	7	17	15	92	1	2	1	1	2	2	1	1	1	1	3	2	1	2	3	2	2	1	5	3	1	5	1	5	2	1	3	3	1	2	1	3	5	5	1	2	1	4	4	7	2	2	5	2	4	1	1	2	3	2	3	1	8	1	1	1	4	4	1	2	1	7	7	7	1	4	4	6	6	2	1	1	4	3	1	2	2	3	2	13	5	3	1	6	4	1	3	13	2	4	3	3	4	2	5	5	4	4	6	18	7	9	4
25000	-566.900280450249852	-573.755768401209252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.387216617317079	1	5	7	8	10	11	12	11	12	13	15	15	14	16	18	15	17	18	19	19	19	21	22	21	21	20	24	25	24	22	20	22	23	24	24	27	24	25	24	24	23	24	26	25	26	25	25	26	26	24	27	27	26	27	27	26	27	27	27	28	28	28	28	29	30	28	28	29	28	29	31	30	29	29	30	32	30	30	30	35	31	31	33	32	33	32	33	31	35	34	37	33	35	36	37	37	35	38	39	43	43	44	45	0	1	2	1	2	3	3	3	3	3	8	6	5	7	17	3	11	7	8	16	15	2	17	20	20	19	26	37	30	24	6	26	31	17	18	32	15	13	31	17	23	19	37	33	9	24	29	22	33	32	10	35	10	47	41	18	28	33	35	51	45	31	21	24	74	16	56	55	55	49	73	49	37	54	49	69	67	61	74	22	39	5	71	11	81	10	72	28	42	87	68	26	77	89	61	76	78	93	94	16	61	35	83	1	2	1	3	2	2	2	2	2	3	2	2	2	2	1	6	1	2	4	2	1	7	2	1	1	1	2	1	1	1	5	1	1	3	2	2	2	7	2	3	1	2	1	1	7	2	1	3	1	2	9	2	4	1	1	4	2	2	1	1	1	6	5	5	1	6	2	1	1	1	1	2	2	1	2	2	1	1	1	8	4	7	1	10	1	7	3	3	7	1	3	8	3	1	7	2	4	2	1	12	4	10	6
25500	-685.694156464311163	-692.549644415270564	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.307681523956963	0	3	5	6	9	10	12	10	12	11	16	15	13	15	18	17	18	19	18	21	20	20	22	21	21	21	22	22	23	22	22	22	21	21	24	27	24	25	24	24	23	26	24	24	26	26	26	27	24	26	26	27	29	27	27	27	26	28	28	28	28	27	29	30	27	28	28	28	30	30	30	29	30	30	29	31	31	31	31	34	31	32	33	30	33	32	33	34	34	34	37	34	35	36	36	37	35	37	39	41	42	43	45	0	1	2	2	1	3	8	1	6	8	13	9	2	13	14	13	9	15	11	10	2	4	7	22	19	5	11	34	14	21	21	15	11	3	25	33	17	7	8	15	25	14	5	34	23	32	35	34	27	31	15	39	42	27	34	28	6	42	41	62	65	26	56	36	47	46	24	36	56	33	61	32	61	37	23	35	75	72	72	10	14	67	73	16	79	13	52	36	49	39	81	21	47	21	21	92	29	70	93	88	56	26	98	1	2	1	1	3	3	1	5	1	1	1	1	4	1	2	3	2	1	1	5	11	9	4	1	1	5	3	1	3	1	1	2	3	8	1	2	3	6	6	2	1	5	9	1	2	2	1	3	1	2	3	1	2	2	3	3	8	1	2	1	1	2	1	1	1	1	3	1	1	5	1	4	1	3	4	3	1	2	1	12	6	3	1	5	1	10	3	4	5	5	2	8	4	7	11	2	6	5	2	4	8	10	5
26000	-508.474095699212739	-515.329583650172140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.397920303549504	0	4	7	9	10	12	11	10	13	13	15	15	13	17	17	15	17	17	16	20	20	20	23	21	22	22	23	22	23	22	23	21	23	23	25	25	24	24	24	24	25	26	25	23	26	26	26	26	25	27	25	28	26	25	27	27	26	27	27	27	27	28	29	30	29	26	27	30	29	30	30	29	29	30	31	31	32	31	29	34	31	34	33	32	33	33	33	34	35	34	37	35	36	36	35	36	35	37	39	43	42	44	44	0	1	2	2	2	8	3	2	7	3	6	5	6	4	12	7	11	16	5	18	7	13	20	19	11	22	19	16	11	3	10	11	11	9	23	31	26	10	28	7	29	40	21	11	11	21	20	32	30	23	28	49	25	34	26	47	23	41	20	23	24	36	29	28	58	37	30	28	9	63	25	37	41	69	63	68	81	33	46	25	67	31	71	25	70	11	56	11	69	81	79	25	65	80	29	87	86	78	89	92	25	59	91	1	2	1	3	3	1	2	3	2	4	1	2	1	4	1	2	1	1	3	1	3	3	1	2	4	1	3	3	4	7	4	3	4	4	1	2	1	5	2	6	1	1	3	4	5	3	2	2	2	2	2	3	2	1	2	1	1	1	3	1	3	2	3	4	1	1	2	3	9	1	4	3	2	1	1	1	1	4	1	8	2	4	1	6	2	10	3	8	3	1	5	8	3	1	7	1	1	2	2	3	6	9	3
26500	-545.894330006527980	-552.749817957487380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396889023046970	0	3	6	8	11	12	12	10	12	12	15	15	15	16	17	16	17	18	19	20	20	21	21	20	22	22	22	25	24	22	22	22	23	24	24	24	23	24	25	25	24	26	25	24	26	26	27	23	27	26	26	28	29	26	27	26	26	28	28	29	26	27	28	30	29	28	27	29	29	30	30	30	30	31	28	32	30	31	30	35	29	33	32	32	32	33	33	33	34	34	38	33	35	36	36	37	36	38	39	41	41	42	45	0	1	2	3	4	8	8	2	4	8	10	6	5	7	13	7	6	17	8	18	17	11	13	16	24	21	11	20	33	16	21	7	4	11	23	32	23	15	10	13	30	36	17	25	25	29	42	9	25	16	48	36	16	26	31	22	17	22	27	39	36	26	35	48	56	31	43	29	6	34	52	75	60	65	57	64	63	23	75	11	40	40	77	71	64	85	77	15	59	82	88	54	46	82	33	82	45	94	11	15	74	6	74	1	1	2	1	1	1	1	3	3	1	1	1	2	1	1	2	3	1	4	1	1	3	3	2	1	1	4	2	1	2	1	5	7	4	1	1	1	3	6	5	1	1	4	1	2	1	1	5	4	6	2	3	6	2	2	3	5	3	4	2	1	2	3	4	1	2	1	2	8	4	1	1	1	1	2	1	1	4	1	9	2	3	1	1	2	1	2	5	3	1	2	3	5	1	5	2	5	1	10	5	6	10	8
27000	-553.851233779637710	-560.706721730597110	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366822890720261	0	5	7	8	10	10	9	10	13	13	15	15	15	16	18	16	18	17	20	20	19	20	22	22	22	22	24	24	24	22	22	22	24	23	24	27	24	22	25	23	24	24	25	24	25	26	25	26	26	27	24	27	28	26	27	26	25	27	26	29	28	28	29	28	30	28	29	27	29	31	31	28	30	30	30	31	31	31	32	34	29	34	33	30	32	33	33	34	34	34	36	34	36	35	35	35	35	36	39	43	41	42	45	0	1	2	1	3	7	3	4	7	7	9	8	9	13	9	9	14	8	21	11	8	15	19	19	20	22	15	12	17	21	22	17	23	16	38	14	26	17	5	6	38	32	15	21	26	51	10	27	23	2	5	24	6	37	30	31	21	44	44	55	37	49	47	47	48	59	44	15	62	52	67	20	56	69	39	84	57	64	64	5	64	44	71	11	73	13	60	70	21	87	78	17	76	78	10	88	66	63	73	89	36	21	99	1	4	2	4	1	1	1	1	2	2	1	3	1	1	2	2	1	3	1	3	5	1	1	1	1	1	3	4	3	1	1	2	1	3	1	5	1	1	6	7	1	1	3	2	1	1	5	1	2	10	3	3	8	1	2	2	3	1	1	1	2	2	2	1	2	1	3	5	1	2	1	3	3	1	3	1	2	1	3	13	1	6	1	6	1	9	2	2	7	1	3	8	3	2	9	1	4	3	5	5	6	11	4
27500	-501.054245864138636	-507.909733815098036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.328977580221437	0	5	7	9	11	11	11	10	13	12	15	15	14	17	18	16	17	18	19	20	18	20	22	21	22	21	24	25	24	20	22	22	23	22	24	27	25	25	23	23	24	25	25	25	26	27	25	27	26	25	26	27	29	28	26	26	25	27	27	28	28	27	28	29	30	28	27	28	29	30	29	28	29	30	31	31	31	31	32	34	32	33	32	31	32	31	33	33	34	34	37	35	35	36	36	37	35	38	39	41	41	44	44	0	1	1	3	4	2	4	3	4	1	9	9	8	11	4	13	16	16	3	10	8	11	22	19	22	5	11	12	33	15	15	15	16	17	22	33	39	15	7	16	24	27	17	26	35	22	27	39	35	23	31	57	55	57	16	41	18	5	50	47	34	31	16	6	28	16	27	44	10	60	57	55	46	45	54	73	41	25	23	15	64	84	37	17	58	15	53	47	26	81	61	28	82	92	51	89	88	63	86	9	16	89	50	1	3	3	1	1	2	1	1	4	4	1	2	2	1	4	1	1	1	7	4	4	2	1	1	1	5	4	4	1	1	3	2	3	2	2	2	1	4	7	3	2	1	4	2	1	3	1	3	1	2	3	1	2	2	5	1	3	8	1	2	3	2	7	6	2	5	2	1	7	1	2	1	1	2	2	1	3	4	5	10	1	2	3	6	3	6	2	5	6	1	4	5	1	1	3	1	1	5	3	8	12	8	10
28000	-510.014500298186135	-516.869988249145536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.288364861060882	1	5	7	7	11	11	12	11	12	13	16	15	13	17	17	16	18	19	20	19	19	20	22	21	22	21	23	23	24	22	22	21	22	21	25	26	24	24	23	24	25	24	25	24	25	26	26	27	26	27	24	27	28	27	28	26	26	27	27	28	26	25	28	29	29	27	28	28	29	29	30	29	29	30	30	32	29	31	31	35	32	34	33	29	32	33	33	34	33	33	36	35	35	35	34	36	34	38	38	42	42	43	45	0	1	1	1	2	3	3	3	6	8	9	9	8	7	8	8	16	15	17	16	6	9	6	21	7	20	7	9	25	21	34	6	21	11	14	28	7	28	4	15	37	27	6	33	15	12	28	20	21	22	16	28	24	30	61	38	16	11	62	47	23	24	4	24	60	37	31	9	54	58	70	49	43	28	40	71	51	84	48	16	15	51	66	13	67	24	72	7	37	67	72	15	49	68	37	39	76	90	77	13	17	49	100	1	2	3	2	3	2	2	2	1	1	2	2	1	3	3	2	1	1	1	2	4	2	6	1	8	1	6	5	1	2	1	4	2	3	4	2	6	1	9	4	1	1	5	1	3	7	1	4	4	4	4	2	4	3	1	1	5	4	2	1	3	3	9	2	1	2	3	5	2	1	1	2	2	3	3	1	2	1	3	9	6	4	3	9	2	5	2	10	5	3	5	8	4	4	4	7	1	3	4	15	13	10	2
28500	-581.566331112956732	-588.421819063916132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.329477955402291	0	4	8	8	11	11	11	10	12	12	16	14	15	16	18	16	17	19	18	20	19	21	22	21	20	21	21	25	24	22	20	23	23	23	24	25	24	23	24	22	24	25	24	23	26	27	25	26	26	25	26	25	28	27	27	27	25	27	27	29	27	28	28	28	30	28	27	29	29	30	30	30	29	29	30	31	32	31	31	35	31	33	34	32	33	33	33	33	33	35	36	32	35	34	35	36	36	37	38	42	42	41	46	0	1	1	2	3	3	8	2	3	2	3	3	5	6	12	4	12	15	11	3	15	31	4	17	14	11	16	38	14	21	3	26	31	6	26	27	44	6	23	26	40	43	19	40	13	29	20	38	23	15	26	40	37	28	29	12	31	33	45	33	42	26	31	28	48	15	35	56	33	53	30	20	61	36	41	64	75	74	30	56	75	52	88	26	70	21	55	13	11	57	39	8	92	88	16	90	78	48	58	5	96	8	102	1	2	5	3	2	2	1	3	2	3	5	3	3	2	2	3	1	1	1	8	1	1	6	2	1	3	3	1	3	2	5	1	1	6	2	2	1	6	2	1	1	1	3	1	5	1	3	2	2	3	3	1	1	1	1	7	2	3	1	3	1	2	4	2	2	4	1	1	4	1	5	5	1	2	3	2	1	1	5	3	1	4	1	7	2	6	3	10	8	6	6	10	2	1	6	1	2	5	4	13	5	16	3
29000	-570.479028869926424	-577.334516820885824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.278263685420272	1	4	7	8	10	12	11	10	12	11	15	14	13	17	18	16	18	18	20	21	20	21	22	21	21	22	24	24	24	22	23	21	22	23	24	26	24	24	25	24	24	26	25	24	26	26	26	26	26	26	26	28	28	28	27	27	26	27	25	29	28	27	28	29	29	28	29	29	29	30	28	29	29	30	30	31	31	31	31	34	31	31	33	32	32	34	33	34	34	34	37	34	35	36	34	36	34	37	39	42	42	43	45	0	1	2	3	4	3	1	2	8	2	8	4	3	3	4	13	12	8	6	5	18	19	9	18	19	3	26	23	22	7	16	9	10	16	14	40	22	11	41	16	31	22	11	19	25	44	23	6	20	17	8	43	21	35	18	32	15	31	12	42	33	21	17	31	47	9	40	47	31	29	32	44	35	53	44	63	64	65	50	17	69	17	70	34	60	46	49	10	10	49	90	17	83	58	34	77	75	38	86	5	85	6	98	1	1	2	1	1	3	5	3	1	3	2	3	2	5	5	1	3	3	4	6	2	1	6	1	1	7	1	1	2	7	3	4	4	4	4	1	2	5	1	4	1	2	3	3	2	1	3	6	2	4	8	2	3	2	6	2	5	2	5	1	3	3	5	3	1	8	4	1	5	3	4	2	2	1	5	2	1	1	2	10	1	6	2	7	2	4	3	9	12	3	1	7	1	4	5	2	3	5	2	14	4	15	5
29500	-510.533074752619655	-517.388562703579055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.298681650982024	1	5	7	8	9	10	12	10	11	13	16	14	15	16	16	16	18	17	19	21	19	20	22	22	22	21	21	23	23	20	22	21	23	23	24	26	24	25	22	24	24	26	24	24	27	26	26	26	27	26	25	28	28	27	26	27	26	27	27	28	27	26	28	29	29	29	28	29	30	31	31	30	29	30	29	30	31	32	31	35	28	32	33	31	32	32	32	35	34	33	38	34	36	36	36	36	35	38	40	43	41	44	44	0	1	2	2	2	3	3	4	5	8	8	3	8	9	12	3	9	13	9	4	13	13	17	21	32	11	16	4	26	13	14	4	10	26	23	39	16	8	11	10	23	30	13	25	26	20	34	41	40	37	21	8	37	20	14	23	26	21	28	57	24	8	59	50	58	4	36	56	17	48	81	26	60	50	52	51	60	46	56	28	42	8	26	28	49	6	70	65	17	67	95	86	81	89	17	79	90	74	82	88	11	4	91	1	2	1	1	2	2	2	1	1	2	2	4	3	2	1	5	2	1	5	6	2	2	3	2	1	2	3	7	1	3	2	7	4	1	1	2	3	7	4	6	1	4	4	1	2	3	2	1	1	1	3	8	1	3	5	3	3	5	3	1	2	6	1	1	2	11	1	2	6	3	2	6	1	2	1	2	2	3	2	5	1	10	6	4	4	10	1	4	9	2	1	1	5	1	6	3	1	3	4	3	13	18	3
30000	-508.993032436332101	-515.848520387291501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.307547515263555	1	3	6	8	10	12	10	11	13	13	15	16	13	15	18	17	16	18	19	21	19	18	22	22	21	21	24	24	24	22	22	23	24	22	23	25	24	24	25	25	24	25	25	24	26	26	26	26	26	27	25	28	25	28	27	26	26	26	28	29	28	26	28	28	30	29	29	30	30	30	31	27	29	30	29	31	31	32	30	33	31	31	32	32	32	32	33	34	34	34	38	35	36	36	36	36	34	37	40	42	42	43	45	0	1	2	1	3	5	3	4	6	3	8	3	2	9	11	13	10	5	5	17	10	10	9	21	12	21	15	23	25	6	26	17	35	21	23	23	35	31	8	21	30	34	15	34	16	25	16	32	39	32	15	62	21	47	27	33	37	17	62	39	49	15	30	57	54	6	56	59	19	73	48	5	22	46	55	74	22	81	49	4	67	34	76	54	34	8	78	83	16	77	96	10	80	62	15	66	58	89	29	75	8	5	63	1	2	2	3	2	1	2	2	1	2	2	4	5	1	1	2	2	3	4	3	4	2	3	2	2	1	3	1	2	4	1	3	1	2	1	2	1	1	7	3	1	2	3	2	5	3	5	2	1	2	3	1	3	1	2	1	1	5	1	2	1	4	2	1	1	8	2	1	7	1	2	9	5	2	1	1	7	1	3	13	1	3	1	3	6	9	1	1	9	2	1	11	1	5	8	3	3	1	7	4	14	16	10
30500	-522.908814599992638	-529.764302550952038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.338869389013216	0	4	6	8	11	11	11	11	13	13	15	16	14	17	18	16	17	19	18	20	19	19	22	22	21	21	24	25	24	22	23	22	23	23	24	26	24	24	24	25	22	25	23	24	24	26	27	27	27	26	26	26	28	28	26	25	26	26	28	28	27	26	28	28	29	29	28	29	29	30	31	30	30	30	30	31	32	32	31	33	30	32	31	31	30	32	33	33	34	34	37	34	36	35	37	36	34	37	40	42	40	44	44	0	1	2	3	2	1	2	4	4	7	6	13	9	5	16	6	11	5	16	9	17	6	21	26	17	17	8	41	23	21	25	5	25	3	18	39	41	6	4	8	16	41	15	41	17	56	25	42	29	9	15	24	44	14	33	24	17	26	35	44	52	25	29	56	53	11	43	15	49	68	65	10	62	62	52	54	34	72	75	5	51	47	17	41	58	25	51	32	31	75	26	8	61	85	9	49	69	89	81	89	35	35	80	1	2	2	1	4	6	4	2	2	1	2	1	1	4	1	3	1	4	1	3	1	5	1	1	2	3	7	2	1	1	1	6	2	8	2	2	1	7	7	8	3	2	2	1	3	1	3	1	2	7	4	2	2	6	1	1	5	1	2	2	1	3	2	1	1	8	3	5	1	1	2	10	2	2	2	1	5	1	1	8	2	3	7	7	2	6	3	3	5	2	8	11	5	3	14	5	3	1	5	3	7	11	4
31000	-564.123568561322827	-570.979056512282227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.297431202604479	-1	3	7	8	10	9	11	10	13	12	16	15	14	16	16	16	18	18	19	21	18	19	22	20	22	21	24	24	24	21	22	22	24	23	24	26	24	24	24	24	24	26	26	24	27	26	26	26	26	24	26	26	28	26	27	27	26	26	27	28	26	27	28	30	29	28	27	29	29	29	30	29	30	29	29	31	31	31	31	35	30	32	34	30	32	33	32	35	33	34	37	35	35	35	35	36	36	36	37	42	42	42	45	0	1	2	1	3	4	4	3	5	5	9	5	3	6	10	4	7	9	21	3	5	5	2	14	24	22	7	5	23	7	10	7	31	17	5	24	18	7	7	16	6	30	25	24	33	40	22	13	44	25	17	25	49	38	40	47	8	28	23	61	50	28	19	17	31	9	18	28	59	43	70	49	66	63	28	69	59	70	28	17	43	8	76	16	84	32	44	67	28	64	93	9	22	27	17	33	92	41	80	96	27	31	45	1	2	2	6	2	1	2	1	2	1	1	2	3	3	1	5	5	3	1	6	4	4	8	1	1	1	6	8	1	5	4	5	1	3	6	2	3	6	6	5	7	2	2	2	2	2	2	5	1	1	4	2	1	2	2	1	7	1	2	1	1	2	2	8	3	6	6	3	1	2	1	2	1	1	2	1	2	1	4	10	2	12	1	7	1	4	3	5	5	2	1	11	10	6	9	7	1	6	1	4	5	9	10
31500	-601.946850325325045	-608.802338276284445	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.337595954764565	0	5	7	9	10	12	12	11	13	12	16	15	13	15	14	15	18	19	19	20	20	19	21	22	20	22	21	23	24	20	22	23	23	23	25	25	25	24	24	25	24	25	25	24	24	27	26	26	26	26	25	28	29	27	26	26	26	24	26	29	27	27	28	28	29	28	29	30	29	30	30	30	30	30	30	31	31	30	31	35	32	33	34	31	33	33	33	35	32	34	37	33	35	35	36	36	35	37	39	43	42	43	45	0	1	2	2	4	8	4	1	8	8	14	10	4	15	9	7	14	16	4	7	17	11	15	3	4	13	25	23	22	15	25	26	4	16	11	24	28	31	15	31	30	8	44	13	24	27	7	32	34	15	25	49	31	29	31	45	25	19	39	28	51	13	24	28	63	5	54	35	36	39	30	47	22	42	51	50	73	29	66	24	42	5	79	24	73	25	11	16	25	68	93	71	85	50	11	87	49	79	56	47	31	25	49	1	2	1	2	1	1	2	6	1	1	1	2	3	1	1	1	1	2	6	3	1	3	4	7	6	5	1	1	4	4	1	1	4	4	5	2	1	1	5	2	2	6	1	5	2	4	7	2	2	4	2	1	4	1	2	1	3	3	1	4	1	7	2	5	1	9	1	3	3	4	4	2	6	2	2	3	1	2	2	5	2	11	1	5	1	5	8	8	6	3	2	1	1	4	8	2	4	3	5	10	8	9	9
32000	-552.025748236903041	-558.881236187862442	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366583512924776	0	3	8	9	10	12	12	10	13	12	16	15	15	16	16	15	16	18	19	20	20	21	22	21	21	22	23	25	24	23	22	22	23	22	24	26	23	23	25	25	25	25	25	24	26	25	27	26	24	27	26	27	28	27	27	26	27	27	27	28	27	26	28	27	29	28	27	29	29	30	30	30	28	30	29	31	30	30	31	34	31	34	34	29	31	31	33	35	34	33	38	35	34	35	35	35	35	37	40	42	42	41	46	0	1	2	3	2	4	3	4	7	8	9	10	6	5	9	3	8	17	9	8	4	21	1	9	20	17	24	31	34	32	24	11	21	10	24	14	24	24	16	24	21	30	22	34	16	13	32	26	26	37	13	27	9	46	13	19	37	33	43	23	44	30	61	35	43	21	42	13	11	39	66	35	67	73	59	75	56	58	43	16	75	21	71	34	47	11	28	47	37	86	53	56	72	64	21	68	65	72	71	11	94	80	101	1	3	3	1	5	2	2	1	1	1	1	2	1	4	3	4	3	2	3	6	6	1	9	5	1	2	1	1	1	1	1	3	2	3	2	5	1	1	4	3	2	1	2	1	6	8	2	2	1	3	5	3	7	1	4	3	1	2	1	2	2	1	1	1	2	3	1	8	7	3	1	5	1	1	1	1	2	2	3	7	1	8	2	3	2	9	4	3	5	1	4	5	2	4	5	4	3	4	5	10	3	3	2
